energy_ev,total_up,C_s_up,C_p_up,Na_s_up,Te_p_up,Te_d_up,Zr_p_up,Zr_d_up
-5.85592796,1.09116012,0.00606458,0.08424763,0.24125299,0.69434212,0.00000000,0.32326800,0.18983238
-5.84992496,1.07718506,0.00694546,0.08482417,0.22875809,0.68303516,0.00000000,0.32972623,0.18757657
-5.84392196,1.06584435,0.00794226,0.08563372,0.21746415,0.67333074,0.00000000,0.33749286,0.18581084
-5.83791896,1.05720503,0.00905772,0.08663014,0.20751523,0.66534038,0.00000000,0.34655213,0.18448812
-5.83191596,1.05125565,0.01029262,0.08776361,0.19901907,0.65912068,0.00000000,0.35684743,0.18355519
-5.82591296,1.04790239,0.01164538,0.08898136,0.19204580,0.65466997,0.00000000,0.36827970,0.18295292
-5.81990995,1.04696803,0.01311170,0.09022845,0.18662767,0.65192682,0.00000000,0.38070732,0.18261680
-5.81390695,1.04819405,0.01468423,0.09144890,0.18275968,0.65077076,0.00000000,0.39394732,0.18247781
-5.80790395,1.05124616,0.01635239,0.09258691,0.18040122,0.65102527,0.00000000,0.40777825,0.18246368
-5.80190095,1.05572314,0.01810219,0.09358832,0.17947856,0.65246294,0.00000000,0.42194459,0.18250053
-5.79589795,1.06116891,0.01991625,0.09440210,0.17988822,0.65481291,0.00000000,0.43616253,0.18251497
-5.78989495,1.06708757,0.02177395,0.09498201,0.18150106,0.65777022,0.00000000,0.45012720,0.18243644
-5.78389195,1.07296082,0.02365170,0.09528818,0.18416708,0.66100693,0.00000000,0.46352098,0.18219988
-5.77788894,1.07826720,0.02552334,0.09528869,0.18772081,0.66418444,0.00000000,0.47602269,0.18174854
-5.77188594,1.08250239,0.02736072,0.09496088,0.19198717,0.66696680,0.00000000,0.48731734,0.18103676
-5.76588294,1.08519984,0.02913439,0.09429259,0.19678758,0.66903426,0.00000000,0.49710612,0.18003270
-5.75987994,1.08595058,0.03081438,0.09328300,0.20194629,0.67009657,0.00000000,0.50511614,0.17872073
-5.75387694,1.08442161,0.03237108,0.09194318,0.20729659,0.66990552,0.00000000,0.51110966,0.17710348
-5.74787394,1.08037186,0.03377615,0.09029625,0.21268677,0.66826607,0.00000000,0.51489235,0.17520331
-5.74187094,1.07366495,0.03500343,0.08837712,0.21798557,0.66504556,0.00000000,0.51632022,0.17306309
-5.73586793,1.06427803,0.03602980,0.08623183,0.22308689,0.66018057,0.00000000,0.51530494,0.17074632
-5.72986493,1.05230637,0.03683601,0.08391655,0.22791352,0.65368106,0.00000000,0.51181732,0.16833636
-5.72386193,1.03796307,0.03740737,0.08149610,0.23241975,0.64563144,0.00000000,0.50588866,0.16593486
-5.71785893,1.02157398,0.03773424,0.07904225,0.23659260,0.63618859,0.00000000,0.49761007,0.16365937
-5.71185593,1.00356781,0.03781239,0.07663175,0.24045158,0.62557670,0.00000000,0.48712960,0.16164016
-5.70585293,0.98446165,0.03764320,0.07434411,0.24404699,0.61407906,0.00000000,0.47464734,0.16001633
-5.69984992,0.96484249,0.03723355,0.07225934,0.24745659,0.60202723,0.00000000,0.46040873,0.15893133
-5.69384692,0.94534525,0.03659562,0.07045558,0.25078092,0.58978772,0.00000000,0.44469620,0.15852802
-5.68784392,0.92662832,0.03574638,0.06900684,0.25413727,0.57774700,0.00000000,0.42781966,0.15894349
-5.68184092,0.90934751,0.03470699,0.06798083,0.25765257,0.56629517,0.00000000,0.41010611,0.16030373
-5.67583792,0.89412936,0.03350206,0.06743700,0.26145557,0.55580919,0.00000000,0.39188882,0.16271844
-5.66983492,0.88154511,0.03215871,0.06742479,0.26566852,0.54663614,0.00000000,0.37349651,0.16627613
-5.66383192,0.87208627,0.03070570,0.06798232,0.27039888,0.53907757,0.00000000,0.35524305,0.17103977
-5.65782891,0.86614299,0.02917240,0.06913529,0.27573137,0.53337522,0.00000000,0.33741795,0.17704317
-5.65182591,0.86398611,0.02758788,0.07089639,0.28172090,0.52969920,0.00000000,0.32027810,0.18428823
-5.64582291,0.86575374,0.02598003,0.07326510,0.28838659,0.52813883,0.00000000,0.30404107,0.19274322
-5.63981991,0.87144304,0.02437475,0.07622787,0.29570745,0.52869677,0.00000000,0.28888005,0.20234232
-5.63381691,0.88090765,0.02279530,0.07975878,0.30361981,0.53128677,0.00000000,0.27492084,0.21298629
-5.62781391,0.89386083,0.02126178,0.08382047,0.31201682,0.53573508,0.00000000,0.26224068,0.22454441
-5.62181091,0.90988445,0.01979081,0.08836555,0.32075009,0.54178557,0.00000000,0.25086904,0.23685769
-5.61580790,0.92844323,0.01839527,0.09333813,0.32963343,0.54910847,0.00000000,0.24079021,0.24974306
-5.60980490,0.94890385,0.01708437,0.09867566,0.33844864,0.55731218,0.00000000,0.23194749,0.26299867
-5.60380190,0.97055802,0.01586366,0.10431082,0.34695302,0.56595786,0.00000000,0.22424883,0.27640975
-5.59779890,0.99264846,0.01473540,0.11017349,0.35488842,0.57457608,0.00000000,0.21757342,0.28975513
-5.59179590,1.01439675,0.01369881,0.11619262,0.36199130,0.58268480,0.00000000,0.21177909,0.30281385
-5.58579290,1.03503169,0.01275059,0.12229795,0.36800340,0.58980798,0.00000000,0.20671005,0.31537175
-5.57978989,1.05381698,0.01188538,0.12842154,0.37268251,0.59549385,0.00000000,0.20220475,0.32722769
-5.57378689,1.07007709,0.01109631,0.13449896,0.37581284,0.59933227,0.00000000,0.19810330,0.33819906
-5.56778389,1.08322007,0.01037548,0.14047022,0.37721445,0.60097022,0.00000000,0.19425448,0.34812649
-5.56178089,1.09275652,0.00971449,0.14628028,0.37675139,0.60012499,0.00000000,0.19052185,0.35687743
-5.55577789,1.09831399,0.00910486,0.15187928,0.37433811,0.59659435,0.00000000,0.18678881,0.36434851
-5.54977489,1.09964639,0.00853847,0.15722241,0.36994392,0.59026355,0.00000000,0.18296259,0.37046675
-5.54377189,1.09663825,0.00800783,0.16226959,0.36359520,0.58110881,0.00000000,0.17897706,0.37518945
-5.53776888,1.08930394,0.00750634,0.16698492,0.35537550,0.56919733,0.00000000,0.17479426,0.37850300
-5.53176588,1.07778230,0.00702848,0.17133610,0.34542338,0.55468409,0.00000000,0.17040488,0.38042076
-5.52576288,1.06232723,0.00656986,0.17529380,0.33392826,0.53780550,0.00000000,0.16582771,0.38098008
-5.51975988,1.04329506,0.00612727,0.17883125,0.32112444,0.51887069,0.00000000,0.16110820,0.38023894
-5.51375688,1.02112959,0.00569864,0.18192394,0.30728377,0.49825061,0.00000000,0.15631630,0.37827226
-5.50775388,0.99634583,0.00528294,0.18454966,0.29270706,0.47636590,0.00000000,0.15154391,0.37516829
-5.50175088,0.96951327,0.00488008,0.18668884,0.27771496,0.45367391,0.00000000,0.14690189,0.37102519
-5.49574787,0.94123967,0.00449073,0.18832524,0.26263841,0.43065556,0.00000000,0.14251706,0.36594815
-5.48974487,0.91215610,0.00411618,0.18944699,0.24780931,0.40780275,0.00000000,0.13852913,0.36004701
-5.48374187,0.88290369,0.00375819,0.19004791,0.23355154,0.38560656,0.00000000,0.13508787,0.35343462
-5.47773887,0.85412258,0.00341881,0.19012897,0.22017284,0.36454684,0.00000000,0.13235045,0.34622585
-5.47173587,0.82644322,0.00310026,0.18969996,0.20795757,0.34508330,0.00000000,0.13047907,0.33853720
-5.46573287,0.80047987,0.00280478,0.18878102,0.19716073,0.32764841,0.00000000,0.12963892,0.33048704
-5.45972986,0.77682612,0.00253454,0.18740412,0.18800317,0.31264190,0.00000000,0.12999630,0.32219603
-5.45372686,0.75605198,0.00229157,0.18561408,0.18066814,0.30042692,0.00000000,0.13171694,0.31378785
-5.44772386,0.73870207,0.00207770,0.18346932,0.17529905,0.29132765,0.00000000,0.13496435,0.30538981
-5.44172086,0.72529426,0.00189450,0.18104200,0.17199838,0.28562787,0.00000000,0.13989805,0.29713327
-5.43571786,0.71631802,0.00174326,0.17841745,0.17082774,0.28357049,0.00000000,0.14667172,0.28915353
-5.42971486,0.71223217,0.00162501,0.17569309,0.17180869,0.28535733,0.00000000,0.15543081,0.28158926
-5.42371186,0.71346121,0.00154047,0.17297646,0.17492437,0.29114905,0.00000000,0.16630984,0.27458114
-5.41770885,0.72038996,0.00149008,0.17038275,0.18012166,0.30106472,0.00000000,0.17942914,0.26826981
-5.41170585,0.73335632,0.00147397,0.16803156,0.18731371,0.31518091,0.00000000,0.19489086,0.26279309
-5.40570285,0.75264199,0.00149201,0.16604328,0.19638273,0.33353001,0.00000000,0.21277461,0.25828247
-5.39969985,0.77846127,0.00154373,0.16453496,0.20718295,0.35609775,0.00000000,0.23313237,0.25485913
-5.39369685,0.81094835,0.00162836,0.16361603,0.21954352,0.38281991,0.00000000,0.25598308,0.25262951
-5.38769385,0.85014351,0.00174477,0.16338391,0.23327147,0.41357833,0.00000000,0.28130704,0.25168071
-5.38169085,0.89597893,0.00189150,0.16391980,0.24815453,0.44819654,0.00000000,0.30904022,0.25207593
-5.37568784,0.94826497,0.00206666,0.16528471,0.26396397,0.48643526,0.00000000,0.33906895,0.25385026
-5.36968484,1.00667779,0.00226797,0.16751599,0.28045731,0.52798826,0.00000000,0.37122528,0.25700688
-5.36368184,1.07074930,0.00249271,0.17062461,0.29738115,0.57247904,0.00000000,0.40528330,0.26151422
-5.35767884,1.13986045,0.00273771,0.17459313,0.31447397,0.61945885,0.00000000,0.44095688,0.26730392
-5.35167584,1.21323872,0.00299936,0.17937465,0.33146915,0.66840653,0.00000000,0.47789915,0.27427015
-5.34567284,1.28996074,0.00327362,0.18489282,0.34809821,0.71873078,0.00000000,0.51570400,0.28227008
-5.33966983,1.36896057,0.00355604,0.19104285,0.36409421,0.76977501,0.00000000,0.55390993,0.29112588
-5.33366683,1.44904406,0.00384186,0.19769368,0.37919564,0.82082537,0.00000000,0.59200634,0.30062813
-5.32766383,1.52890957,0.00412603,0.20469115,0.39315050,0.87112182,0.00000000,0.62944233,0.31054058
-5.32166083,1.60717465,0.00440333,0.21186222,0.40572073,0.91987240,0.00000000,0.66563784,0.32060628
-5.31565783,1.68240843,0.00466848,0.21901999,0.41668695,0.96627039,0.00000000,0.69999716,0.33055493
-5.30965483,1.75316868,0.00491626,0.22596951,0.42585332,1.00951402,0.00000000,0.73192408,0.34011104
-5.30365183,1.81804257,0.00514166,0.23251413,0.43305239,1.04882810,0.00000000,0.76083857,0.34900292
-5.29764882,1.87568958,0.00533998,0.23846207,0.43814994,1.08348680,0.00000000,0.78619410,0.35697200
-5.29164582,1.92488503,0.00550701,0.24363319,0.44104943,1.11283680,0.00000000,0.80749509,0.36378218
-5.28564282,1.96456245,0.00563912,0.24786553,0.44169590,1.13631969,0.00000000,0.82431368,0.36922897
-5.27963982,1.99385293,0.00573340,0.25102148,0.44007922,1.15349274,0.00000000,0.83630513,0.37314785
-5.27363682,2.01211965,0.00578773,0.25299324,0.43623630,1.16404693,0.00000000,0.84322099,0.37542177
-5.26763382,2.01898613,0.00580086,0.25370753,0.43025230,1.16782136,0.00000000,0.84491959,0.37598729
-5.26163082,2.01435655,0.00577246,0.25312917,0.42226043,1.16481333,0.00000000,0.84137314,0.37483915
-5.25562781,1.99842723,0.00570309,0.25126354,0.41244045,1.15518325,0.00000000,0.83267119,0.37203314
-5.24962481,1.97168853,0.00559420,0.24815778,0.40101574,1.13925420,0.00000000,0.81902000,0.36768697
-5.24362181,1.93491681,0.00544808,0.24390062,0.38824890,1.11750584,0.00000000,0.80073810,0.36197928
-5.23761881,1.88915664,0.00526777,0.23862103,0.37443601,1.09056281,0.00000000,0.77824784,0.35514658
-5.23161581,1.83569386,0.00505696,0.23248551,0.35989969,1.05917793,0.00000000,0.75206351,0.34747834
-5.22561281,1.77602032,0.00481984,0.22569431,0.34498104,1.02421074,0.00000000,0.72277639,0.33931030
-5.21960980,1.71179172,0.00456099,0.21847662,0.33003083,0.98660231,0.00000000,0.69103728,0.33101624
-5.21360680,1.64478005,0.00428522,0.21108494,0.31540012,0.94734699,0.00000000,0.65753745,0.32299838
-5.20760380,1.57682233,0.00399745,0.20378877,0.30143058,0.90746243,0.00000000,0.62298843,0.31567673
-5.20160080,1.50976754,0.00370251,0.19686775,0.28844493,0.86795877,0.00000000,0.58810175,0.30947775
-5.19559780,1.44542355,0.00340510,0.19060464,0.27673774,0.82980823,0.00000000,0.55356916,0.30482242
-5.18959480,1.38550578,0.00310960,0.18527804,0.26656682,0.79391624,0.00000000,0.52004409,0.30211429
-5.18359180,1.33158931,0.00282002,0.18115521,0.25814565,0.76109499,0.00000000,0.48812497,0.30172758
-5.17758879,1.28506578,0.00253993,0.17848505,0.25163699,0.73204037,0.00000000,0.45834092,0.30399581
-5.17158579,1.24710632,0.00227240,0.17749140,0.24714789,0.70731309,0.00000000,0.43114006,0.30920110
-5.16558279,1.21863150,0.00202001,0.17836672,0.24472635,0.68732449,0.00000000,0.40688085,0.31756445
-5.15957979,1.20028900,0.00178480,0.18126640,0.24435963,0.67232748,0.00000000,0.38582643,0.32923730
-5.15357679,1.19243935,0.00156835,0.18630359,0.24597447,0.66241283,0.00000000,0.36814200,0.34429452
-5.14757379,1.19515013,0.00137181,0.19354483,0.24943911,0.65751082,0.00000000,0.35389522,0.36272914
-5.14157079,1.20819838,0.00119592,0.20300653,0.25456705,0.65739826,0.00000000,0.34305925,0.38444890
-5.13556778,1.23108125,0.00104114,0.21465242,0.26112266,0.66171026,0.00000000,0.33551837,0.40927495
-5.12956478,1.26303424,0.00090767,0.22839198,0.26882821,0.66995674,0.00000000,0.33107570,0.43694273
-5.12356178,1.30305664,0.00079558,0.24408017,0.27737240,0.68154260,0.00000000,0.32946282,0.46710518
-5.11755878,1.34994331,0.00070487,0.26151844,0.28641995,0.69579129,0.00000000,0.33035079,0.49933835
-5.11155578,1.40232197,0.00063558,0.28045704,0.29562197,0.71197056,0.00000000,0.33336227,0.53314936
-5.10555278,1.45869492,0.00058782,0.30059891,0.30462685,0.72931982,0.00000000,0.33808445,0.56798675
-5.09954977,1.51748412,0.00056188,0.32160497,0.31309125,0.74707794,0.00000000,0.34408218,0.60325283
-5.09354677,1.57707826,0.00055830,0.34310093,0.32069077,0.76451058,0.00000000,0.35091130,0.63831807
-5.08754377,1.63588053,0.00057788,0.36468546,0.32712992,0.78093618,0.00000000,0.35813149,0.67253690
-5.08154077,1.69235564,0.00062173,0.38593959,0.33215117,0.79574953,0.00000000,0.36531861,0.70526472
-5.07553777,1.74507460,0.00069133,0.40643711,0.33554243,0.80844211,0.00000000,0.37207608,0.73587537
-5.06953477,1.79275591,0.00078847,0.42575574,0.33714301,0.81861862,0.00000000,0.37804512,0.76377870
-5.06353177,1.83430165,0.00091531,0.44348866,0.33684765,0.82600881,0.00000000,0.38291362,0.78843743
-5.05752876,1.86882741,0.00107427,0.45925593,0.33460846,0.83047449,0.00000000,0.38642341,0.80938281
-5.05152576,1.89568473,0.00126809,0.47271559,0.33043486,0.83201131,0.00000000,0.38837589,0.82622823
-5.04552276,1.91447557,0.00149967,0.48357375,0.32439147,0.83074528,0.00000000,0.38863587,0.83868054
-5.03951976,1.92505790,0.00177205,0.49159336,0.31659403,0.82692442,0.00000000,0.38713352,0.84654817
-5.03351676,1.92754256,0.00208833,0.49660136,0.30720366,0.82090566,0.00000000,0.38386464,0.84974607
-5.02751376,1.92228131,0.00245152,0.49849364,0.29641978,0.81313790,0.00000000,0.37888908,0.84829692
-5.02151076,1.90984665,0.00286450,0.49723785,0.28447187,0.80414172,0.00000000,0.37232767,0.84232866
-5.01550775,1.89100436,0.00332983,0.49287370,0.27161059,0.79448688,0.00000000,0.36435766,0.83206846
-5.00950475,1.86667985,0.00384971,0.48551083,0.25809869,0.78476842,0.00000000,0.35520691,0.81783329
-5.00350175,1.83791981,0.00442583,0.47532439,0.24420194,0.77558255,0.00000000,0.34514714,0.80001748
-4.99749875,1.80585087,0.00505928,0.46254836,0.23018064,0.76750327,0.00000000,0.33448639,0.77907801
-4.99149575,1.77163699,0.00575046,0.44746705,0.21628191,0.76106071,0.00000000,0.32356104,0.75551794
-4.98549275,1.73643733,0.00649899,0.43040521,0.20273308,0.75672206,0.00000000,0.31272745,0.72986884
-4.97948974,1.70136650,0.00730367,0.41171700,0.18973636,0.75487588,0.00000000,0.30235366,0.70267305
-4.97348674,1.66745859,0.00816248,0.39177451,0.17746487,0.75582023,0.00000000,0.29281113,0.67446641
-4.96748374,1.63563642,0.00907248,0.37095626,0.16606020,0.75975493,0.00000000,0.28446680,0.64576220
-4.96148074,1.60668697,0.01002992,0.34963606,0.15563130,0.76677830,0.00000000,0.27767549,0.61703701
-4.95547774,1.58124376,0.01103019,0.32817278,0.14625464,0.77688793,0.00000000,0.27277270,0.58871894
-4.94947474,1.55977637,0.01206792,0.30690141,0.13797562,0.78998548,0.00000000,0.27006791,0.56117853
-4.94347174,1.54258711,0.01313701,0.28612549,0.13081079,0.80588491,0.00000000,0.26983827,0.53472265
-4.93746873,1.52981435,0.01423073,0.26611135,0.12475090,0.82432341,0.00000000,0.27232284,0.50959141
-4.93146573,1.52144177,0.01534177,0.24708409,0.11976433,0.84497454,0.00000000,0.27771716,0.48595794
-4.92546273,1.51731260,0.01646234,0.22922536,0.11580084,0.86746256,0.00000000,0.28616837,0.46393080
-4.91945973,1.51714752,0.01758421,0.21267277,0.11279528,0.89137725,0.00000000,0.29777074,0.44355875
-4.91345673,1.52056523,0.01869884,0.19752092,0.11067125,0.91628854,0.00000000,0.31256183,0.42483729
-4.90745373,1.52710421,0.01979737,0.18382369,0.10934432,0.94176016,0.00000000,0.33051931,0.40771660
-4.90145073,1.53624461,0.02087071,0.17159758,0.10872504,0.96736183,0.00000000,0.35155861,0.39211028
-4.89544772,1.54742929,0.02190958,0.16082587,0.10872131,0.99267964,0.00000000,0.37553161,0.37790440
-4.88944472,1.56008318,0.02290458,0.15146333,0.10924042,1.01732432,0.00000000,0.40222663,0.36496645
-4.88344172,1.57363039,0.02384618,0.14344106,0.11019059,1.04093745,0.00000000,0.43136984,0.35315363
-4.87743872,1.58750873,0.02472485,0.13667153,0.11148211,1.06319566,0.00000000,0.46262841,0.34232039
-4.87143572,1.60118178,0.02553107,0.13105334,0.11302819,1.08381305,0.00000000,0.49561556,0.33232478
-4.86543272,1.61414831,0.02625545,0.12647572,0.11474560,1.10254225,0.00000000,0.52989751,0.32303357
-4.85942971,1.62594973,0.02688886,0.12282262,0.11655514,1.11917454,0.00000000,0.56500254,0.31432612
-4.85342671,1.63617576,0.02742257,0.11997628,0.11838208,1.13353940,0.00000000,0.60043188,0.30609699
-4.84742371,1.64446886,0.02784837,0.11782031,0.12015665,1.14550395,0.00000000,0.63567244,0.29825737
-4.84142071,1.65052786,0.02815885,0.11624231,0.12181455,1.15497261,0.00000000,0.67021081,0.29073561
-4.83541771,1.65411118,0.02834754,0.11513590,0.12329764,1.16188723,0.00000000,0.70354825,0.28347685
-4.82941471,1.65503981,0.02840921,0.11440240,0.12455465,1.16622783,0.00000000,0.73521612,0.27644214
-4.82341171,1.65320029,0.02834000,0.11395206,0.12554202,1.16801385,0.00000000,0.76479087,0.26960703
-4.81740870,1.64854738,0.02813773,0.11370494,0.12622476,1.16730581,0.00000000,0.79190826,0.26296007
-4.81140570,1.64110640,0.02780201,0.11359147,0.12657729,1.16420710,0.00000000,0.81627568,0.25650105
-4.80540270,1.63097486,0.02733444,0.11355275,0.12658412,1.15886553,0.00000000,0.83768222,0.25023936
-4.79939970,1.61832278,0.02673869,0.11354057,0.12624043,1.15147413,0.00000000,0.85600570,0.24419240
-4.79339670,1.60339145,0.02602052,0.11351717,0.12555234,1.14227089,0.00000000,0.87121620,0.23838410
-4.78739370,1.58648997,0.02518776,0.11345489,0.12453684,1.13153700,0.00000000,0.88337578,0.23284354
-4.78139070,1.56798941,0.02425023,0.11333543,0.12322147,1.11959313,0.00000000,0.89263423,0.22760376
-4.77538769,1.54831425,0.02321953,0.11314906,0.12164347,1.10679385,0.00000000,0.89922095,0.22270050
-4.76938469,1.52793105,0.02210884,0.11289358,0.11984871,1.09351974,0.00000000,0.90343318,0.21817114
-4.76338169,1.50733468,0.02093261,0.11257311,0.11789012,1.08016775,0.00000000,0.90562120,0.21405355
-4.75737869,1.48703225,0.01970622,0.11219673,0.11582599,1.06713967,0.00000000,0.90617100,0.21038491
-4.75137569,1.46752557,0.01844563,0.11177711,0.11371790,1.05482946,0.00000000,0.90548548,0.20720056
-4.74537269,1.44929277,0.01716700,0.11132900,0.11162865,1.04360992,0.00000000,0.90396499,0.20453282
-4.73936968,1.43277003,0.01588632,0.11086777,0.10962007,1.03381924,0.00000000,0.90198820,0.20240982
-4.73336668,1.41833429,0.01461907,0.11040809,0.10775097,1.02574841,0.00000000,0.89989444,0.20085436
-4.72736368,1.40628806,0.01337990,0.10996267,0.10607524,1.01962993,0.00000000,0.89796832,0.19988293
-4.72136068,1.39684706,0.01218237,0.10954127,0.10464021,1.01562863,0.00000000,0.89642748,0.19950486
-4.71535768,1.39013153,0.01103872,0.10914998,0.10348533,1.01383518,0.00000000,0.89541412,0.19972178
-4.70935468,1.38616172,0.00995981,0.10879082,0.10264128,1.01426254,0.00000000,0.89499078,0.20052724
-4.70335168,1.38485793,0.00895495,0.10846170,0.10212943,1.01684568,0.00000000,0.89514047,0.20190685
-4.69734867,1.38604509,0.00803195,0.10815673,0.10196172,1.02144468,0.00000000,0.89577111,0.20383860
-4.69134567,1.38946178,0.00719712,0.10786694,0.10214094,1.02785078,0.00000000,0.89672401,0.20629371
-4.68534267,1.39477304,0.00645544,0.10758132,0.10266133,1.03579537,0.00000000,0.89778587,0.20923773
-4.67933967,1.40158657,0.00581059,0.10728819,0.10350945,1.04496111,0.00000000,0.89870342,0.21263210
-4.67333667,1.40947110,0.00526519,0.10697680,0.10466528,1.05499474,0.00000000,0.89920001,0.21643589
-4.66733367,1.41797632,0.00482090,0.10663917,0.10610333,1.06552085,0.00000000,0.89899302,0.22060789
-4.66133067,1.42665313,0.00447864,0.10627194,0.10779393,1.07615578,0.00000000,0.89781126,0.22510881
-4.65532766,1.43507320,0.00423869,0.10587837,0.10970437,1.08652111,0.00000000,0.89541120,0.22990366
-4.64932466,1.44284714,0.00410083,0.10547016,0.11179996,1.09625596,0.00000000,0.89159132,0.23496405
-4.64332166,1.44964024,0.00406438,0.10506922,0.11404492,1.10502776,0.00000000,0.88620375,0.24027060
-4.63731866,1.45518531,0.00412832,0.10470911,0.11640309,1.11254091,0.00000000,0.87916270,0.24581509
-4.63131566,1.45929223,0.00429121,0.10443631,0.11883844,1.11854327,0.00000000,0.87044930,0.25160260
-4.62531266,1.46185394,0.00455115,0.10431100,0.12131531,1.12283034,0.00000000,0.86011273,0.25765320
-4.61930965,1.46284884,0.00490573,0.10440755,0.12379855,1.12524722,0.00000000,0.84826774,0.26400349
-4.61330665,1.46233985,0.00535187,0.10481440,0.12625346,1.12568856,0.00000000,0.83508884,0.27070760
-4.60730365,1.46047041,0.00588569,0.10563357,0.12864565,1.12409672,0.00000000,0.82080167,0.27783778
-4.60130065,1.45745764,0.00650235,0.10697953,0.13094081,1.12045871,0.00000000,0.80567211,0.28548437
-4.59529765,1.45358341,0.00719590,0.10897758,0.13310459,1.11480196,0.00000000,0.78999382,0.29375509
-4.58929465,1.44918349,0.00795915,0.11176157,0.13510239,1.10718965,0.00000000,0.77407503,0.30277357
-4.58329165,1.44463542,0.00878356,0.11547110,0.13689941,1.09771567,0.00000000,0.75822522,0.31267701
-4.57728864,1.44034542,0.00965920,0.12024810,0.13846075,1.08649966,0.00000000,0.74274244,0.32361290
-4.57128564,1.43673471,0.01057478,0.12623282,0.13975172,1.07368222,0.00000000,0.72790191,0.33573477
-4.56528264,1.43422552,0.01151767,0.13355937,0.14073832,1.05942056,0.00000000,0.71394635,0.34919694
-4.55927964,1.43322713,0.01247412,0.14235073,0.14138792,1.04388453,0.00000000,0.70107840,0.36414830
-4.55327664,1.43412212,0.01342945,0.15271343,0.14167010,1.02725323,0.00000000,0.68945549,0.38072531
-4.54727364,1.43725308,0.01436838,0.16473206,0.14155763,1.00971191,0.00000000,0.67918708,0.39904426
-4.54127064,1.44291002,0.01527537,0.17846366,0.14102754,0.99144943,0.00000000,0.67033439,0.41919313
-4.53526763,1.45131896,0.01613510,0.19393229,0.14006228,0.97265601,0.00000000,0.66291238,0.44122335
-4.52926463,1.46263174,0.01693290,0.21112400,0.13865088,0.95352136,0.00000000,0.65689379,0.46514183
-4.52326163,1.47691785,0.01765526,0.22998241,0.13679004,0.93423308,0.00000000,0.65221495,0.49090368
-4.51725863,1.49415842,0.01829030,0.25040524,0.13448515,0.91497560,0.00000000,0.64878288,0.51840611
-4.51125563,1.51424303,0.01882824,0.27224198,0.13175120,0.89592934,0.00000000,0.64648346,0.54748396
-4.50525263,1.53696971,0.01926182,0.29529307,0.12861344,0.87727056,0.00000000,0.64519022,0.57790733
-4.49924962,1.56204860,0.01958665,0.31931064,0.12510787,0.85917168,0.00000000,0.64477331,0.60938157
-4.49324662,1.58910948,0.01980140,0.34400112,0.12128150,0.84180231,0.00000000,0.64510838,0.64155011
