energy_ev,total_up,Ru_p_up,Ru_d_up,Sb_p_up,Sb_d_up,Se_s_up,Se_p_up
-4.81740870,4.85852664,1.58984745,3.06606097,0.28413090,0.01913505,0.06365822,2.30690504
-4.81140570,4.74433563,1.56594891,2.98761080,0.26917781,0.01875839,0.06176143,2.27072288
-4.80540270,4.62547522,1.54249644,2.90388228,0.25356912,0.01836644,0.06000555,2.23325236
-4.79939970,4.50437581,1.52047648,2.81599156,0.23754669,0.01796714,0.05847932,2.19546820
-4.79339670,4.38376072,1.50094827,2.72525600,0.22135602,0.01756961,0.05727319,2.15850515
-4.78739370,4.26657864,1.48501879,2.63315977,0.20523979,0.01718395,0.05647742,2.12363091
-4.78139070,4.15592944,1.47381548,2.54131486,0.18943191,0.01682094,0.05618021,2.09221412
-4.77538769,4.05498503,1.46845762,2.45141847,0.17415239,0.01649178,0.05646593,2.06568817
-4.76938469,3.96690762,1.47002680,2.36520822,0.15960308,0.01620775,0.05741328,2.04551191
-4.76338169,3.89476730,1.47953746,2.28441634,0.14596444,0.01597986,0.05909371,2.03312836
-4.75737869,3.84146125,1.49790815,2.21072418,0.13339323,0.01581853,0.06156983,2.02992273
-4.75137569,3.80963658,1.52593444,2.14571822,0.12202123,0.01573326,0.06489396,2.03718101
-4.74537269,3.80161891,1.56426436,2.09084883,0.11195485,0.01573227,0.06910687,2.05605038
-4.73936968,3.81934844,1.61337707,2.04739274,0.10327549,0.01582223,0.07423660,2.08750285
-4.73336668,3.86432530,1.67356562,2.01642024,0.09604064,0.01600800,0.08029745,2.13230316
-4.72736368,3.93756550,1.74492438,1.99876782,0.09028545,0.01629237,0.08728921,2.19098205
-4.72136068,4.03956870,1.82734165,1.99501698,0.08602467,0.01667592,0.09519651,2.26381572
-4.71535768,4.17029864,1.92049783,2.00547949,0.08325480,0.01715692,0.10398844,2.35081216
-4.70935468,4.32917664,2.02386924,2.03018958,0.08195629,0.01773128,0.11361844,2.45170472
-4.70335168,4.51508834,2.13673766,2.06890294,0.08209577,0.01839257,0.12402442,2.56595309
-4.69734867,4.72640330,2.25820506,2.12110250,0.08362796,0.01913215,0.13512920,2.69275155
-4.69134567,4.96100688,2.38721343,2.18601063,0.08649747,0.01993935,0.14684122,2.83104405
-4.68534267,5.21634312,2.52256856,2.26260740,0.09064026,0.02080168,0.15905561,2.97954557
-4.67933967,5.48946740,2.66296731,2.34965399,0.09598475,0.02170516,0.17165556,3.13676889
-4.67333667,5.77710694,2.80702714,2.44572065,0.10245259,0.02263466,0.18451392,3.30105571
-4.66733367,6.07572730,2.95331681,2.54921827,0.10995921,0.02357428,0.19749519,3.47061090
-4.66133067,6.38160257,3.10038719,2.65843246,0.11841394,0.02450773,0.21045760,3.64353887
-4.65532766,6.69088721,3.24680098,2.77155912,0.12772006,0.02541878,0.22325544,3.81788053
-4.64932466,6.99968730,3.39116022,2.88674058,0.13777460,0.02629162,0.23574157,3.99164990
-4.64332166,7.30412907,3.53213073,3.00210108,0.14846814,0.02711124,0.24776986,4.16286903
-4.63731866,7.60042312,3.66846259,3.11578093,0.15968455,0.02786378,0.25919774,4.32960058
-4.63131566,7.88492260,3.79900610,3.22596836,0.17130088,0.02853678,0.26988861,4.48997696
-4.62531266,8.15417440,3.92272288,3.33092847,0.18318740,0.02911940,0.27971417,4.64222578
-4.61930965,8.40496260,4.03869202,3.42902885,0.19520792,0.02960263,0.28855651,4.78469111
-4.61330665,8.63434376,4.14611130,3.51876151,0.20722039,0.02997931,0.29631000,4.91585054
-4.60730365,8.83967435,4.24429411,3.59876107,0.21907785,0.03024423,0.30288294,5.03432812
-4.60130065,9.01863057,4.33266242,3.66781915,0.23062983,0.03039405,0.30819880,5.13890347
-4.59529765,9.16922136,4.41073669,3.72489518,0.24172405,0.03042725,0.31219730,5.22851754
-4.58929465,9.28979561,4.47812375,3.76912396,0.25220858,0.03034400,0.31483505,5.30227546
-4.58329165,9.37904434,4.53450337,3.79982016,0.26193426,0.03014604,0.31608593,5.35944711
-4.57728864,9.43599923,4.57961484,3.81648031,0.27075744,0.02983643,0.31594121,5.39946602
-4.57128564,9.46002814,4.61324428,3.81878241,0.27854287,0.02941949,0.31440930,5.42192703
-4.56528264,9.45082867,4.63521379,3.80658375,0.28516665,0.02890050,0.31151528,5.42658325
-4.55927964,9.40842023,4.64537305,3.77991689,0.29051923,0.02828563,0.30730022,5.41334265
-4.55327664,9.33313511,4.64359405,3.73898423,0.29450812,0.02758172,0.30182024,5.38226451
-4.54727364,9.22560863,4.62976926,3.68415107,0.29706040,0.02679617,0.29514536,5.33355587
-4.54127064,9.08676842,4.60381342,3.61593741,0.29812481,0.02593680,0.28735820,5.26756790
-4.53526763,8.91782241,4.56566890,3.53500826,0.29767336,0.02501178,0.27855252,5.18479221
-4.52926463,8.72024546,4.51531426,3.44216254,0.29570227,0.02402950,0.26883158,5.08585682
-4.52326163,8.49576387,4.45277552,3.33832052,0.29223240,0.02299854,0.25830645,4.97152152
-4.51725863,8.24633761,4.37813946,3.22450978,0.28730888,0.02192756,0.24709415,4.84267249
-4.51125563,7.97413983,4.29156797,3.10184963,0.28100018,0.02082529,0.23531580,4.70031575
-4.50525263,7.68153332,4.19331270,2.97153434,0.27339645,0.01970039,0.22309465,4.54556924
-4.49924962,7.37104397,4.08372886,2.83481502,0.26460739,0.01856147,0.21055419,4.37965342
-4.49324662,7.04533116,3.96328713,2.69298073,0.25475956,0.01741697,0.19781624,4.20388008
-4.48724362,6.70715550,3.83258297,2.54733900,0.24399332,0.01627509,0.18499911,4.01963944
-4.48124062,6.35934429,3.69234227,2.39919617,0.23245957,0.01514372,0.17221593,3.82838546
-4.47523762,6.00475531,3.54342283,2.24983814,0.22031628,0.01403037,0.15957306,3.63161964
-4.46923462,5.64623973,3.38681118,2.10051178,0.20772515,0.01294205,0.14716875,3.43087324
-4.46323162,5.28660500,3.22361459,1.95240768,0.19484825,0.01188523,0.13509198,3.22768854
-4.45722861,4.92857851,3.05504826,1.80664458,0.18184500,0.01086576,0.12342157,3.02359920
-4.45122561,4.57477307,2.88241792,1.66425586,0.16886948,0.00988880,0.11222551,2.82011038
-4.44522261,4.22765495,2.70709862,1.52617840,0.15606809,0.00895879,0.10156065,2.61867896
-4.43921961,3.88951533,2.53051016,1.39324408,0.14357770,0.00807939,0.09147254,2.42069439
-4.43321661,3.56244582,2.35409036,1.26617395,0.13152430,0.00725351,0.08199559,2.22746072
-4.42721361,3.24831855,2.17926694,1.14557512,0.12002206,0.00648327,0.07315350,2.04018020
-4.42121061,2.94877126,2.00742943,1.03194036,0.10917289,0.00577004,0.06495981,1.85993908
-4.41520760,2.66519748,1.83990187,0.92565005,0.09906642,0.00511452,0.05741871,1.68769574
-4.40920460,2.39874193,1.67791769,0.82697639,0.08978024,0.00451672,0.05052591,1.52427168
-4.40320160,2.15030081,1.52259731,0.73608952,0.08138048,0.00397608,0.04426971,1.37034553
-4.39719860,1.92052684,1.37492960,0.65306503,0.07392256,0.00349150,0.03863201,1.22645001
-4.39119560,1.70983826,1.23575743,0.57789266,0.06745194,0.00306149,0.03358945,1.09297211
-4.38519260,1.51843142,1.10576777,0.51048564,0.06200503,0.00268414,0.02911445,0.97015607
-4.37918959,1.34629611,0.98548647,0.45069028,0.05760981,0.00235730,0.02517625,0.85810909
-4.37318659,1.19323281,0.87527742,0.39829554,0.05428648,0.00207858,0.02174185,0.75680940
-4.36718359,1.05887116,0.77534599,0.35304204,0.05204775,0.00184546,0.01877690,0.66611619
-4.36118059,0.94268876,0.68574598,0.31463044,0.05089894,0.00165531,0.01624641,0.58578108
-4.35517759,0.84402965,0.60638975,0.28272881,0.05083780,0.00150543,0.01411539,0.51546046
-4.34917459,0.76212192,0.53706057,0.25697895,0.05185399,0.00139312,0.01234937,0.45472844
-4.34317159,0.69609383,0.47742673,0.23700153,0.05392841,0.00131564,0.01091476,0.40308974
-4.33716858,0.64498830,0.42705652,0.22240010,0.05703226,0.00127029,0.00977918,0.35999223
-4.33116558,0.60777564,0.38543359,0.21276407,0.06112599,0.00125433,0.00891157,0.32483889
-4.32516258,0.58336445,0.35197219,0.20767077,0.06615832,0.00126505,0.00828235,0.29699876
-4.31915958,0.57061117,0.32603176,0.20668688,0.07206518,0.00129969,0.00786337,0.27581696
-4.31315658,0.56832844,0.30693072,0.20936943,0.07876907,0.00135550,0.00762796,0.26062358
-4.30715358,0.57529289,0.29395930,0.21526668,0.08617858,0.00142965,0.00755081,0.25074160
