energy_ev,total_up,C_s_up,C_p_up,Mo_p_up,Mo_d_up,Na_s_up,Se_s_up,Se_p_up
-5.75987994,4.58323745,0.01673832,0.88733553,5.99449013,1.05925526,0.05796951,0.17338819,1.78280411
-5.75387694,4.58743965,0.01666450,0.88438667,5.95395836,1.07169058,0.05550728,0.17490760,1.78758541
-5.74787394,4.57361380,0.01652391,0.87773318,5.88703045,1.08083132,0.05323650,0.17573563,1.78534572
-5.74187094,4.54131064,0.01631930,0.86729587,5.79366152,1.08639337,0.05115556,0.17584671,1.77592757
-5.73586793,4.49059332,0.01605572,0.85309884,5.67451708,1.08821133,0.04926492,0.17523334,1.75936829
-5.72986493,4.42204038,0.01574047,0.83526874,5.53096507,1.08624078,0.04756780,0.17390653,1.73590263
-5.72386193,4.33672813,0.01538303,0.81403019,5.36504004,1.08055611,0.04607065,0.17189548,1.70595730
-5.71785893,4.23619316,0.01499490,0.78969732,5.17938120,1.07134381,0.04478319,0.16924647,1.67013761
-5.71185593,4.12237678,0.01458934,0.76266205,4.97714725,1.05889159,0.04371819,0.16602106,1.62920680
-5.70585293,3.99755401,0.01418107,0.73337961,4.76191213,1.04357372,0.04289089,0.16229372,1.58405916
-5.69984992,3.86425027,0.01378590,0.70235193,4.53754641,1.02583325,0.04231817,0.15814886,1.53568794
-5.69384692,3.72514980,0.01342032,0.67010977,4.30808976,1.00616199,0.04201745,0.15367758,1.48514970
-5.68784392,3.58299981,0.01310104,0.63719431,4.07761995,0.98507905,0.04200544,0.14897418,1.43352662
-5.68184092,3.44051448,0.01284459,0.60413905,3.85012389,0.96310901,0.04229683,0.14413268,1.38188844
-5.67583792,3.30028315,0.01266677,0.57145272,3.62937576,0.94076070,0.04290282,0.13924335,1.33125570
-5.66983492,3.16468627,0.01258229,0.53960391,3.41882700,0.91850751,0.04382984,0.13438965,1.28256576
-5.66383192,3.03582254,0.01260429,0.50900798,3.22151164,0.89677015,0.04507830,0.12964551,1.23664311
-5.65782891,2.91544977,0.01274396,0.48001667,3.03997033,0.87590252,0.04664151,0.12507311,1.19417493
-5.65182591,2.80494168,0.01301021,0.45291063,2.87619475,0.85618139,0.04850493,0.12072136,1.15569295
-5.64582291,2.70526153,0.01340937,0.42789514,2.73159373,0.83780005,0.05064565,0.11662493,1.12156210
-5.63981991,2.61695320,0.01394500,0.40509884,2.60698108,0.82086634,0.05303221,0.11280406,1.09197621
-5.63381691,2.54014921,0.01461770,0.38457548,2.50258459,0.80540476,0.05562488,0.10926493,1.06696075
-5.62781391,2.47459469,0.01542507,0.36630829,2.41807451,0.79136263,0.05837618,0.10600070,1.04638221
-5.62181091,2.41968549,0.01636171,0.35021670,2.35260970,0.77861968,0.06123190,0.10299311,1.02996358
-5.61580790,2.37451820,0.01741936,0.33616493,2.30489859,0.76700057,0.06413236,0.10021443,1.01730492
-5.60980490,2.33794954,0.01858704,0.32397200,2.27327204,0.75628959,0.06701406,0.09762980,1.00790814
-5.60380190,2.30866213,0.01985138,0.31342262,2.25576491,0.74624680,0.06981155,0.09519976,1.00120467
-5.59779890,2.28523359,0.02119695,0.30427846,2.25020278,0.73662471,0.07245945,0.09288278,0.99658485
-5.59179590,2.26620602,0.02260669,0.29628941,2.25429059,0.72718480,0.07489461,0.09063787,0.99342761
-5.58579290,2.25015299,0.02406242,0.28920421,2.26569983,0.71771294,0.07705830,0.08842684,0.99112935
-5.57978989,2.23574129,0.02554535,0.28278029,2.28215117,0.70803327,0.07889822,0.08621641,0.98913065
-5.57378689,2.22178518,0.02703669,0.27679232,2.30148980,0.69801968,0.08037049,0.08397992,0.98693983
-5.56778389,2.20729136,0.02851817,0.27103938,2.32175094,0.68760478,0.08144128,0.08169861,0.98415248
-5.56178089,2.19149299,0.02997265,0.26535044,2.34121367,0.67678570,0.08208815,0.07936246,0.98046623
-5.55577789,2.17387210,0.03138460,0.25958821,2.35844156,0.66562691,0.08230102,0.07697054,0.97569022
-5.54977489,2.15416982,0.03274057,0.25365132,2.37230906,0.65425977,0.08208275,0.07453089,0.96974920
-5.54377189,2.13238473,0.03402958,0.24747474,2.38201357,0.64287921,0.08144917,0.07206003,0.96268204
-5.53776888,2.10875973,0.03524337,0.24102886,2.38707313,0.63173751,0.08042882,0.06958199,0.95463512
-5.53176588,2.08375882,0.03637659,0.23431704,2.38731077,0.62113576,0.07906212,0.06712712,0.94585092
-5.52576288,2.05803499,0.03742683,0.22737222,2.38282684,0.61141342,0.07740023,0.06473056,0.93665253
-5.51975988,2.03239126,0.03839458,0.22025252,2.37396118,0.60293635,0.07550357,0.06243064,0.92742497
-5.51375688,2.00773688,0.03928298,0.21303624,2.36124735,0.59608408,0.07344004,0.06026715,0.91859419
-5.50775388,1.98504094,0.04009762,0.20581659,2.34536162,0.59123675,0.07128306,0.05827959,0.91060499
-5.50175088,1.96528567,0.04084611,0.19869627,2.32706945,0.58876245,0.06910952,0.05650564,0.90389876
-5.49574787,1.94942186,0.04153768,0.19178217,2.30717223,0.58900544,0.06699764,0.05497960,0.89889237
-5.48974487,1.93832839,0.04218273,0.18518064,2.28645714,0.59227586,0.06502490,0.05373122,0.89595909
-5.48374187,1.93277795,0.04279237,0.17899312,2.26565259,0.59884149,0.06326614,0.05278472,0.89541254
-5.47773887,1.93341054,0.04337802,0.17331273,2.24539145,0.60892178,0.06179169,0.05215814,0.89749450
-5.47173587,1.94071600,0.04395099,0.16822160,2.22618381,0.62268480,0.06066586,0.05186305,0.90236713
-5.46573287,1.95502635,0.04452222,0.16378919,2.20840032,0.64024699,0.05994558,0.05190457,0.91011001
-5.45972986,1.97651831,0.04510202,0.16007157,2.19226686,0.66167604,0.05967934,0.05228178,0.92072213
-5.45372686,2.00522573,0.04570002,0.15711161,2.17787023,0.68699674,0.05990642,0.05298833,0.93412878
-5.44772386,2.04106112,0.04632507,0.15494006,2.16517432,0.71619955,0.06065631,0.05401351,0.95019282
-5.44172086,2.08384526,0.04698532,0.15357743,2.15404530,0.74925156,0.06194845,0.05534337,0.96872992
-5.43571786,2.13334289,0.04768838,0.15303643,2.14428421,0.78610924,0.06379217,0.05696212,0.98952689
-5.42971486,2.18930264,0.04844145,0.15332487,2.13566453,0.82673231,0.06618678,0.05885359,1.01236199
-5.42371186,2.25149871,0.04925151,0.15444888,2.12797259,0.87109791,0.06912187,0.06100272,1.03702632
-5.41770885,2.31977180,0.05012555,0.15641618,2.12104794,0.91921413,0.07257775,0.06339695,1.06334490
-5.41170585,2.39406672,0.05107065,0.15923915,2.11482157,0.97113183,0.07652595,0.06602753,1.09119635
-5.40570285,2.47446414,0.05209413,0.16293775,2.10934932,1.02695408,0.08092986,0.06889060,1.12052994
-5.39969985,2.56120436,0.05320350,0.16754184,2.10483885,1.08684188,0.08574542,0.07198791,1.15137900
-5.39369685,2.65470105,0.05440643,0.17309300,2.10166851,1.15101576,0.09092189,0.07532724,1.18386979
-5.38769385,2.75554385,0.05571051,0.17964561,2.10039712,1.21975244,0.09640270,0.07892248,1.21822519
-5.38169085,2.86448875,0.05712298,0.18726724,2.10176437,1.29337626,0.10212632,0.08279315,1.25476276
-5.37568784,2.98243640,0.05865039,0.19603829,2.10668193,1.37224535,0.10802725,0.08696357,1.29388714
-5.36968484,3.11039875,0.06029813,0.20605087,2.11621597,1.45673271,0.11403708,0.09146161,1.33607690
-5.36368184,3.24945539,0.06206996,0.21740710,2.13156229,1.54720296,0.12008558,0.09631705,1.38186637
-5.35767884,3.40070138,0.06396755,0.23021688,2.15401562,1.64398548,0.12610197,0.10155958,1.43182327
-5.35167584,3.56518919,0.06599003,0.24459518,2.18493477,1.74734541,0.13201615,0.10721657,1.48652300
-5.34567284,3.74386742,0.06813357,0.26065914,2.22570564,1.85745381,0.13776002,0.11331076,1.54652092
-5.33966983,3.93751959,0.07039107,0.27852500,2.27770382,1.97435880,0.14326892,0.11985786,1.61232387
-5.33366683,4.14670610,0.07275202,0.29830503,2.34225855,2.09795927,0.14848291,0.12686420,1.68436233
-5.32766383,4.37171261,0.07520241,0.32010458,2.42061931,2.22798302,0.15334813,0.13432472,1.76296444
-5.32166083,4.61250746,0.07772484,0.34401937,2.51392616,2.36397077,0.15781805,0.14222118,1.84833335
-5.31565783,4.86871060,0.08029875,0.37013291,2.62318430,2.50526750,0.16185452,0.15052088,1.94052867
-5.30965483,5.13957566,0.08290086,0.39851422,2.74924304,2.65102203,0.16542870,0.15917591,2.03945311
-5.30365183,5.42398617,0.08550565,0.42921575,2.89277882,2.80019532,0.16852168,0.16812299,2.14484467
-5.29764882,5.72046593,0.08808601,0.46227138,3.05428160,2.95157771,0.17112486,0.17728398,2.25627477
-5.29164582,6.02720309,0.09061390,0.49769448,3.23404365,3.10381441,0.17323992,0.18656702,2.37315210
-5.28564282,6.34208621,0.09306114,0.53547584,3.43214953,3.25543847,0.17487856,0.19586838,2.49473192
-5.27963982,6.66275037,0.09540014,0.57558143,3.64846628,3.40490965,0.17606172,0.20507479,2.62013016
-5.27363682,6.98663056,0.09760454,0.61794983,3.88263259,3.55065739,0.17681860,0.21406631,2.74834130
-5.26763382,7.31101931,0.09964994,0.66248934,4.13404630,3.69112576,0.17718521,0.22271960,2.87825924
-5.26163082,7.63312550,0.10151434,0.70907471,4.40184976,3.82481812,0.17720276,0.23091140,3.00869983
-5.25562781,7.95013116,0.10317860,0.75754355,4.68491328,3.95033920,0.17691576,0.23852206,3.13842398
-5.24962481,8.25924363,0.10462666,0.80769262,4.98181718,4.06643244,0.17636997,0.24543906,3.26616054
-5.24362181,8.55774070,0.10584570,0.85927406,5.29083361,4.17201077,0.17561039,0.25156028,3.39062764
-5.23761881,8.84300721,0.10682608,0.91199198,5.60990997,4.26617925,0.17467917,0.25679689,3.51055226
-5.23161581,9.11256219,0.10756116,0.96549967,5.93665581,4.34824876,0.17361380,0.26107573,3.62468719
-5.22561281,9.36407657,0.10804710,1.01939772,6.26833570,4.41774014,0.17244539,0.26434114,3.73182547
-5.21960980,9.59538218,0.10828239,1.07323360,6.60187059,4.47437911,0.17119740,0.26655608,3.83081226
-5.21360680,9.80447332,0.10826752,1.12650290,6.93384984,4.51808253,0.16988468,0.26770255,3.92055445
-5.20760380,9.98950316,0.10800449,1.17865265,7.26055613,4.54893742,0.16851299,0.26778137,4.00002848
-5.20160080,10.14877706,0.10749640,1.22908694,7.57800479,4.56717413,0.16707893,0.26681124,4.06828709
-5.19559780,10.28074541,0.10674704,1.27717493,7.88199831,4.57313589,0.16557040,0.26482726,4.12446550
-5.18959480,10.38399855,0.10576060,1.32226138,8.16819612,4.56724656,0.16396747,0.26187896,4.16778771
-5.18359180,10.45726562,0.10454141,1.36367946,8.43219869,4.54997885,0.16224368,0.25802790,4.19757357
-5.17758879,10.49941929,0.10309386,1.40076562,8.66964407,4.52182491,0.16036759,0.25334516,4.21324674
-5.17158579,10.50948716,0.10142231,1.43287604,8.87631405,4.48327110,0.15830471,0.24790860,4.21434394
-5.16558279,10.48667028,0.09953128,1.45940421,9.04824627,4.43477816,0.15601945,0.24180022,4.20052529
-5.15957979,10.43036818,0.09742554,1.47979885,9.18184808,4.37676782,0.15347723,0.23510365,4.17158536
-5.15357679,10.34020919,0.09511046,1.49358147,9.27400723,4.30961630,0.15064647,0.22790193,4.12746458
-5.14757379,10.21608423,0.09259226,1.50036284,9.32219473,4.23365453,0.14750040,0.22027559,4.06826006
-5.14157079,10.05818169,0.08987841,1.49985752,9.32455487,4.14917477,0.14401874,0.21230109,3.99423507
-5.13556778,9.86702059,0.08697791,1.49189584,9.27997809,4.05644254,0.14018894,0.20404979,3.90582623
-5.12956478,9.64347935,0.08390167,1.47643253,9.18815302,3.95571288,0.13600714,0.19558722,3.80364763
-5.12356178,9.38881737,0.08066269,1.45355178,9.04959472,3.84724917,0.13147870,0.18697278,3.68849081
-5.11755878,9.10468712,0.07727626,1.42346821,8.86564743,3.73134329,0.12661831,0.17825984,3.56132031
-5.11155578,8.79313483,0.07376002,1.38652368,8.63846125,3.60833528,0.12144972,0.16949603,3.42326410
-5.10555278,8.45658855,0.07013387,1.34318008,8.37094343,3.47863126,0.11600516,0.16072388,3.27559905
-5.09954977,8.09783307,0.06641988,1.29400827,8.06668596,3.34271809,0.11032434,0.15198141,3.11973132
-5.09354677,7.71997204,0.06264195,1.23967374,7.72987263,3.20117402,0.10445329,0.14330301,2.95717239
-5.08754377,7.32637833,0.05882545,1.18091943,7.36516916,3.05467438,0.09844302,0.13472012,2.78951131
-5.08154077,6.92063425,0.05499677,1.11854656,6.97760118,2.90399210,0.09234806,0.12626193,2.61838421
-5.07553777,6.50646407,0.05118283,1.05339424,6.57242487,2.74999295,0.08622498,0.11795599,2.44544218
-5.06953477,6.08766155,0.04741046,0.98631860,6.15499558,2.59362580,0.08013098,0.10982864,2.27231879
-5.06353177,5.66801536,0.04370587,0.91817240,5.73063931,2.43590847,0.07412260,0.10190527,2.10059843
-5.05752876,5.25123551,0.04009414,0.84978580,5.30453204,2.27791000,0.06825457,0.09421040,1.93178684
-5.05152576,4.84088378,0.03659864,0.78194894,4.88159076,2.12073028,0.06257894,0.08676772,1.76728478
-5.04552276,4.44031070,0.03324063,0.71539700,4.46637981,1.96547814,0.05714438,0.07959983,1.60836590
-5.03951976,4.05260147,0.03003891,0.65079804,4.06303490,1.81324895,0.05199575,0.07272801,1.45615939
-5.03351676,3.68053241,0.02700952,0.58874396,3.67520646,1.66510295,0.04717397,0.06617186,1.31163798
-5.02751376,3.32653922,0.02416560,0.52974463,3.30602287,1.52204503,0.04271602,0.05994893,1.17561143
-5.02151076,2.99269759,0.02151732,0.47422520,2.95807324,1.38500706,0.03865522,0.05407433,1.04872538
-5.01550775,2.68071595,0.01907192,0.42252633,2.63340867,1.25483325,0.03502167,0.04856045,0.93146530
-5.00950475,2.39193977,0.01683382,0.37490712,2.33355993,1.13226901,0.03184281,0.04341663,0.82416505
-5.00350175,2.12736638,0.01480488,0.33155025,2.05956934,1.01795352,0.02914399,0.03864900,0.72701914
-4.99749875,1.88766843,0.01298462,0.29256892,1.81203386,0.91241607,0.02694913,0.03426039,0.64009805
-4.99149575,1.67322434,0.01137059,0.25801506,1.59115631,0.81607581,0.02528133,0.03025033,0.56336555
-4.98549275,1.48415358,0.00995870,0.22788829,1.39680165,0.72924476,0.02416334,0.02661519,0.49669715
-4.97948974,1.32035441,0.00874360,0.20214508,1.22855527,0.65213323,0.02361795,0.02334832,0.43989860
-4.97348674,1.18154231,0.00771904,0.18070769,1.08578040,0.58485737,0.02366818,0.02044036,0.39272376
-4.96748374,1.06728664,0.00687823,0.16347248,0.96767210,0.52744786,0.02433724,0.01787955,0.35489088
-4.96148074,0.97704413,0.00621414,0.15031718,0.87330592,0.47985922,0.02564826,0.01565211,0.32609676
-4.95547774,0.91018748,0.00571975,0.14110689,0.80167949,0.44197899,0.02762380,0.01374263,0.30602822
-4.94947474,0.86602811,0.00538832,0.13569867,0.75174595,0.41363617,0.03028506,0.01213441,0.29437062
-4.94347174,0.84383231,0.00521348,0.13394459,0.72243874,0.39460855,0.03365090,0.01080987,0.29081321
-4.93746873,0.84283045,0.00518940,0.13569321,0.71268753,0.38462837,0.03773667,0.00975085,0.29505138
-4.93146573,0.86221958,0.00531075,0.14078976,0.72142588,0.38338634,0.04255282,0.00893891,0.30678594
-4.92546273,0.90115977,0.00557276,0.14907491,0.74759124,0.39053378,0.04810347,0.00835556,0.32571971
-4.91945973,0.95876524,0.00597108,0.16038259,0.79011852,0.40568315,0.05438491,0.00798242,0.35155207
-4.91345673,1.03409145,0.00650171,0.17453705,0.84792872,0.42840714,0.06138419,0.00780135,0.38397172
-4.90745373,1.12611965,0.00716081,0.19134947,0.91991414,0.45823676,0.06907774,0.00779456,0.42264849
-4.90145073,1.23374037,0.00794452,0.21061442,1.00492195,0.49465887,0.07743031,0.00794459,0.46722488
-4.89544772,1.35573775,0.00884877,0.23210667,1.10173783,0.53711382,0.08639410,0.00823436,0.51730782
-4.88944472,1.49077616,0.00986905,0.25557839,1.20907140,0.58499357,0.09590827,0.00864709,0.57246149
-4.88344172,1.63739076,0.01100018,0.28075736,1.32554485,0.63764108,0.10589891,0.00916636,0.63220172
-4.87743872,1.79398323,0.01223613,0.30734609,1.44968627,0.69435125,0.11627936,0.00977596,0.69599251
-4.87143572,1.95882384,0.01356982,0.33502239,1.57992841,0.75437396,0.12695110,0.01046000,0.76324502
-4.86543272,2.13006040,0.01499293,0.36344118,1.71461382,0.81691945,0.13780504,0.01120278,0.83331941
-4.85942971,2.30573449,0.01649583,0.39223777,1.85200650,0.88116614,0.14872330,0.01198892,0.90552949
-4.85342671,2.48380475,0.01806745,0.42103257,1.99031003,0.94627084,0.15958136,0.01280335,0.97915027
-4.84742371,2.66217675,0.01969526,0.44943697,2.12769177,1.01138124,0.17025056,0.01363139,1.05342812
-4.84142071,2.83873837,0.02136530,0.47706040,2.26231222,1.07565018,0.18060082,0.01445889,1.12759323
-4.83541771,3.01139942,0.02306224,0.50351814,2.39235845,1.13825128,0.19050354,0.01527232,1.20087380
-4.82941471,3.17813379,0.02476950,0.52843961,2.51608026,1.19839527,0.19983451,0.01605895,1.27251144
-4.82341171,3.33702239,0.02646944,0.55147696,2.63182733,1.25534629,0.20847674,0.01680699,1.34177689
-4.81740870,3.48629469,0.02814362,0.57231328,2.73808580,1.30843741,0.21632313,0.01750577,1.40798561
-4.81140570,3.62436722,0.02977304,0.59067037,2.83351257,1.35708460,0.22327885,0.01814585,1.47051211
-4.80540270,3.74987678,0.03133848,0.60631559,2.91696552,1.40079850,0.22926331,0.01871920,1.52880267
-4.79939970,3.86170704,0.03282089,0.61906741,2.98752846,1.43919326,0.23421180,0.01921929,1.58238549
-4.79339670,3.95900704,0.03420173,0.62879953,3.04452935,1.47199208,0.23807655,0.01964118,1.63087803
-4.78739370,4.04120070,0.03546341,0.63544340,3.08755099,1.49902908,0.24082731,0.01998156,1.67399097
-4.78139070,4.10798697,0.03658964,0.63898880,3.11643376,1.52024744,0.24245147,0.02023875,1.71152871
-4.77538769,4.15933049,0.03756585,0.63948281,3.13127004,1.53569375,0.24295370,0.02041266,1.74338645
-4.76938469,4.19544359,0.03837955,0.63702683,3.13239081,1.54550906,0.24235508,0.02050473,1.76954399
-4.76338169,4.21676036,0.03902064,0.63177215,3.12034503,1.54991692,0.24069193,0.02051780,1.79005671
-4.75737869,4.22390445,0.03948167,0.62391400,3.09587274,1.54920915,0.23801433,0.02045595,1.80504431
-4.75137569,4.21765237,0.03975812,0.61368450,3.05987338,1.54373006,0.23438435,0.02032435,1.81467795
-4.74537269,4.19889412,0.03984846,0.60134480,3.01337067,1.53385997,0.22987419,0.02012905,1.81916665
-4.73936968,4.16859351,0.03975431,0.58717667,2.95747587,1.51999895,0.22456426,0.01987680,1.81874379
-4.73336668,4.12775008,0.03948038,0.57147403,2.89335105,1.50255151,0.21854121,0.01957480,1.81365448
-4.72736368,4.07736462,0.03903447,0.55453463,2.82217398,1.48191314,0.21189609,0.01923056,1.80414449
-4.72136068,4.01840992,0.03842725,0.53665225,2.74510626,1.45845934,0.20472265,0.01885168,1.79045161
-4.71535768,3.95180810,0.03767211,0.51810977,2.66326571,1.43253753,0.19711575,0.01844570,1.77279950
-4.70935468,3.87841527,0.03678488,0.49917311,2.57770419,1.40446229,0.18917008,0.01801999,1.75139477
-4.70335168,3.79901390,0.03578352,0.48008652,2.48939139,1.37451386,0.18097901,0.01758159,1.72642691
-4.69734867,3.71431287,0.03468778,0.46106900,2.39920480,1.34294006,0.17263371,0.01713722,1.69807124
-4.69134567,3.62495443,0.03351878,0.44231211,2.30792584,1.30996103,0.16422255,0.01669319,1.66649438
-4.68534267,3.53152729,0.03229871,0.42397903,2.21624178,1.27577660,0.15583058,0.01625540,1.63186180
-4.67933967,3.43458434,0.03105034,0.40620476,2.12475267,1.24057560,0.14753934,0.01582942,1.59434678
-4.67333667,3.33466366,0.02979672,0.38909753,2.03398245,1.20454645,0.13942673,0.01542049,1.55414013
-4.66733367,3.23231113,0.02856076,0.37274094,1.94439333,1.16788840,0.13156704,0.01503362,1.51145988
-4.66133067,3.12810314,0.02736494,0.35719701,1.85640209,1.13082273,0.12403113,0.01467370,1.46656038
-4.65532766,3.02266799,0.02623096,0.34250966,1.77039757,1.09360320,0.11688661,0.01434563,1.41974005
-4.64932466,2.91670475,0.02517952,0.32870863,1.68675807,1.05652545,0.11019814,0.01405443,1.37134747
-4.64332166,2.81099866,0.02423008,0.31581359,1.60586799,1.01993472,0.10402774,0.01380536,1.32178536
-4.63731866,2.70643261,0.02340067,0.30383831,1.52813288,0.98423176,0.09843509,0.01360410,1.27151243
-4.63131566,2.60399428,0.02270780,0.29279471,1.45399249,0.94987679,0.09347793,0.01345686,1.22104289
-4.62531266,2.50477903,0.02216634,0.28269667,1.38393136,0.91739146,0.08921239,0.01337053,1.17094404
-4.61930965,2.40998894,0.02178953,0.27356363,1.31848680,0.88735901,0.08569332,0.01335276,1.12183198
-4.61330665,2.32092817,0.02158897,0.26542361,1.25825422,0.86042263,0.08297466,0.01341212,1.07436588
-4.60730365,2.23899547,0.02157467,0.25831588,1.20388971,0.83728254,0.08110974,0.01355811,1.02924117
-4.60130065,2.16567415,0.02175512,0.25229291,1.15611012,0.81869172,0.08015152,0.01380125,0.98718201
-4.59529765,2.10252002,0.02213744,0.24742177,1.11569048,0.80545065,0.08015282,0.01415306,0.94893338
-4.58929465,2.05114769,0.02272745,0.24378471,1.08345903,0.79840130,0.08116638,0.01462600,0.91525288
-4.58329165,2.01321530,0.02352980,0.24147898,1.06028964,0.79842022,0.08324477,0.01523339,0.88690264
-4.57728864,1.99040766,0.02454809,0.24061578,1.04709183,0.80641095,0.08644010,0.01598922,0.86464111
-4.57128564,1.98441756,0.02578495,0.24131824,1.04479804,0.82329555,0.09080346,0.01690790,0.84921472
-4.56528264,1.99692505,0.02724201,0.24371860,1.05434833,0.85000512,0.09638402,0.01800394,0.84134937
-4.55927964,2.02957405,0.02891997,0.24795429,1.07667216,0.88746904,0.10322777,0.01929156,0.84174134
-4.55327664,2.08394606,0.03081841,0.25416329,1.11266750,0.93660283,0.11137583,0.02078423,0.85104754
-4.54727364,2.16153064,0.03293568,0.26247859,1.16317720,0.99829417,0.12086232,0.02249410,0.86987480
-4.54127064,2.26369243,0.03526861,0.27302208,1.22896288,1.07338714,0.13171183,0.02443144,0.89876816
-4.53526763,2.39163495,0.03781220,0.28589793,1.31067691,1.16266427,0.14393649,0.02660403,0.93819802
-4.52926463,2.54636150,0.04055923,0.30118577,1.40883292,1.26682680,0.15753273,0.02901650,0.98854629
-4.52326163,2.72863405,0.04349982,0.31893398,1.52377593,1.38647285,0.17247784,0.03166978,1.05009192
-4.51725863,2.93893117,0.04662092,0.33915329,1.65565301,1.52207427,0.18872659,0.03456049,1.12299599
-4.51125563,3.17740648,0.04990592,0.36181112,1.80438581,1.67395236,0.20620788,0.03768050,1.20728712
-4.50525263,3.44384941,0.05333421,0.38682695,1.96964634,1.84225329,0.22482184,0.04101655,1.30284776
-4.49924962,3.73765022,0.05688084,0.41406904,2.15083749,2.02692417,0.24443755,0.04455006,1.40940216
-4.49324662,4.05777122,0.06051634,0.44335276,2.34707952,2.22769051,0.26489156,0.04825707,1.52650680
