energy_ev,total_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Ta_p_up,Ta_d_up
-5.47773887,0.68535191,0.00003543,0.04433799,0.00430868,0.24266694,0.51448584,0.31086292
-5.47173587,0.65365366,0.00002911,0.04008919,0.00393717,0.23056641,0.48870762,0.30068600
-5.46573287,0.62285924,0.00002392,0.03636056,0.00360340,0.21894765,0.46405814,0.29007314
-5.45972986,0.59263236,0.00001977,0.03307434,0.00330226,0.20767743,0.44022318,0.27896595
-5.45372686,0.56271211,0.00001659,0.03016146,0.00302912,0.19664902,0.41695129,0.26733554
-5.44772386,0.53291653,0.00001431,0.02756205,0.00277989,0.18578367,0.39405658,0.25518351
-5.44172086,0.50314270,0.00001291,0.02522561,0.00255102,0.17503089,0.37141878,0.24254147
-5.43571786,0.47336372,0.00001241,0.02311089,0.00233954,0.16436752,0.34898084,0.22946933
-5.42971486,0.44362308,0.00001287,0.02118549,0.00214305,0.15379594,0.32674465,0.21605258
-5.42371186,0.41402709,0.00001439,0.01942535,0.00195964,0.14334148,0.30476517,0.20239865
-5.41770885,0.38473584,0.00001715,0.01781415,0.00178787,0.13304936,0.28314371,0.18863276
-5.41170585,0.35595352,0.00002139,0.01634265,0.00162670,0.12298131,0.26202059,0.17489344
-5.40570285,0.32791865,0.00002744,0.01500801,0.00147544,0.11321222,0.24156800,0.16132802
-5.39969985,0.30089483,0.00003571,0.01381321,0.00133369,0.10382691,0.22198319,0.14808841
-5.39369685,0.27516249,0.00004675,0.01276654,0.00120124,0.09491722,0.20348261,0.13532726
-5.38769385,0.25101203,0.00006122,0.01188121,0.00107806,0.08657963,0.18629706,0.12319478
-5.38169085,0.22873855,0.00007994,0.01117503,0.00096422,0.07891340,0.17066821,0.11183635
-5.37568784,0.20863839,0.00010389,0.01067027,0.00085986,0.07201930,0.15684637,0.10139092
-5.36968484,0.19100725,0.00013424,0.01039355,0.00076514,0.06599899,0.14508957,0.09199011
-5.36368184,0.17613991,0.00017234,0.01037584,0.00068026,0.06095483,0.13566368,0.08375824
-5.35767884,0.16433107,0.00021977,0.01065248,0.00060535,0.05699017,0.12884333,0.07681276
-5.35167584,0.15587706,0.00027833,0.01126323,0.00054057,0.05420989,0.12491332,0.07126533
-5.34567284,0.15107778,0.00035001,0.01225213,0.00048602,0.05272104,0.12416996,0.06722297
-5.33966983,0.15023842,0.00043706,0.01366740,0.00044177,0.05263338,0.12692195,0.06478935
-5.33366683,0.15367038,0.00054188,0.01556102,0.00040789,0.05405960,0.13349034,0.06406584
-5.32766383,0.16169082,0.00066708,0.01798818,0.00038440,0.05711516,0.14420701,0.06515214
-5.32166083,0.17462042,0.00081536,0.02100635,0.00037129,0.06191730,0.15941132,0.06814622
-5.31565783,0.19277877,0.00098951,0.02467411,0.00036855,0.06858339,0.17944450,0.07314351
-5.30965483,0.21647734,0.00119231,0.02904954,0.00037614,0.07722830,0.20464160,0.08023517
-5.30365183,0.24600966,0.00142643,0.03418836,0.00039399,0.08796082,0.23532091,0.08950529
-5.29764882,0.28163892,0.00169439,0.04014161,0.00042199,0.10087911,0.27177081,0.10102717
-5.29164582,0.32358307,0.00199835,0.04695311,0.00046001,0.11606534,0.31423433,0.11485859
-5.28564282,0.37199794,0.00234007,0.05465666,0.00050783,0.13357952,0.36289193,0.13103638
-5.27963982,0.42695892,0.00272072,0.06327307,0.00056519,0.15345289,0.41784288,0.14957032
-5.27363682,0.48844211,0.00314079,0.07280719,0.00063173,0.17568109,0.47908625,0.17043685
-5.26763382,0.55630575,0.00359994,0.08324506,0.00070699,0.20021745,0.54650232,0.19357276
-5.26163082,0.63027317,0.00409689,0.09455129,0.00079040,0.22696681,0.61983546,0.21886936
-5.25562781,0.70991827,0.00462934,0.10666689,0.00088130,0.25578031,0.69867969,0.24616749
-5.24962481,0.79465490,0.00519387,0.11950769,0.00097888,0.28645148,0.78246786,0.27525374
-5.24362181,0.88373095,0.00578594,0.13296356,0.00108224,0.31871421,0.87046579,0.30585843
-5.23761881,0.97622842,0.00639987,0.14689845,0.00119039,0.35224276,0.96177208,0.33765544
-5.23161581,1.07107001,0.00702890,0.16115147,0.00130227,0.38665418,1.05532438,0.37026443
-5.22561281,1.16703291,0.00766529,0.17553903,0.00141678,0.42151338,1.14991273,0.40325540
-5.21960980,1.26276974,0.00830047,0.18985804,0.00153284,0.45634079,1.24419996,0.43615580
-5.21360680,1.35683660,0.00892519,0.20389018,0.00164946,0.49062262,1.33674894,0.46846003
-5.20760380,1.44772755,0.00952981,0.21740710,0.00176575,0.52382345,1.42605627,0.49964118
-5.20160080,1.53391443,0.01010454,0.23017639,0.00188105,0.55540090,1.51059113,0.52916455
-5.19559780,1.61389083,0.01063974,0.24196819,0.00199495,0.58482162,1.58883824,0.55650271
-5.18959480,1.68621829,0.01112623,0.25256204,0.00210739,0.61157835,1.65934305,0.58115120
-5.18359180,1.74957308,0.01155563,0.26175389,0.00221874,0.63520698,1.72075754,0.60264451
-5.17758879,1.80279121,0.01192060,0.26936275,0.00232984,0.65530315,1.77188432,0.62057148
-5.17158579,1.84490984,0.01221519,0.27523688,0.00244206,0.67153741,1.81171738,0.63458939
-5.16558279,1.87520296,0.01243505,0.27925902,0.00255733,0.68366830,1.83947725,0.64443622
-5.15957979,1.89320962,0.01257761,0.28135065,0.00267818,0.69155272,1.85463906,0.64994028
-5.15357679,1.89875324,0.01264222,0.28147481,0.00280772,0.69515287,1.85695203,0.65102685
-5.14757379,1.89195094,0.01263020,0.27963760,0.00294963,0.69453961,1.84644934,0.64772150
-5.14157079,1.87321236,0.01254485,0.27588801,0.00310808,0.68989175,1.82344802,0.64014978
-5.13556778,1.84322790,0.01239135,0.27031638,0.00328771,0.68149144,1.78853860,0.62853336
-5.12956478,1.80294680,0.01217662,0.26305128,0.00349348,0.66971573,1.74256513,0.61318280
-5.12356178,1.75354619,0.01190907,0.25425519,0.00373059,0.65502456,1.68659655,0.59448725
-5.11755878,1.69639224,0.01159838,0.24411904,0.00400429,0.63794593,1.62189053,0.57290153
-5.11155578,1.63299546,0.01125514,0.23285596,0.00431980,0.61905863,1.54985178,0.54893126
-5.10555278,1.56496196,0.01089054,0.22069448,0.00468209,0.59897347,1.47198649,0.52311670
-5.09954977,1.49394295,0.01051598,0.20787148,0.00509571,0.57831376,1.38985504,0.49601592
-5.09354677,1.42158455,0.01014274,0.19462532,0.00556469,0.55769591,1.30502505,0.46818822
-5.08754377,1.34948008,0.00978164,0.18118922,0.00609232,0.53771085,1.21902659,0.44017826
-5.08154077,1.27912657,0.00944272,0.16778536,0.00668106,0.51890712,1.13331137,0.41250175
-5.07553777,1.21188723,0.00913494,0.15461981,0.00733241,0.50177627,1.04921728,0.38563292
-5.06953477,1.14896089,0.00886602,0.14187837,0.00804686,0.48674090,0.96793934,0.35999443
-5.06353177,1.09135935,0.00864220,0.12972365,0.00882378,0.47414586,0.89050785,0.33594980
-5.05752876,1.03989295,0.00846818,0.11829312,0.00966151,0.46425272,0.81777399,0.31379847
-5.05152576,0.99516433,0.00834707,0.10769836,0.01055728,0.45723749,0.75040272,0.29377356
-5.04552276,0.95756997,0.00828036,0.09802532,0.01150734,0.45319155,0.68887281,0.27604203
-5.03951976,0.92730869,0.00826802,0.08933540,0.01250705,0.45212534,0.63348300,0.26070711
-5.03351676,0.90439620,0.00830862,0.08166743,0.01355095,0.45397468,0.58436373,0.24781263
-5.02751376,0.88868434,0.00839943,0.07504006,0.01463294,0.45860897,0.54149304,0.23734870
-5.02151076,0.87988382,0.00853665,0.06945465,0.01574642,0.46584093,0.50471579,0.22925865
-5.01550775,0.87758904,0.00871561,0.06489828,0.01688443,0.47543728,0.47376489,0.22344641
-5.00950475,0.88130364,0.00893097,0.06134678,0.01803977,0.48712971,0.44828346,0.21978426
-5.00350175,0.89046563,0.00917694,0.05876763,0.01920519,0.50062586,0.42784707,0.21812039
-4.99749875,0.90447111,0.00944754,0.05712249,0.02037342,0.51561957,0.41198502,0.21828605
-4.99149575,0.92269558,0.00973674,0.05636943,0.02153731,0.53180028,0.40020009,0.22010202
-4.98549275,0.94451243,0.01003873,0.05646458,0.02268986,0.54886117,0.39198626,0.22338429
-4.97948974,0.96930805,0.01034803,0.05736327,0.02382422,0.56650590,0.38684397,0.22794885
-4.97348674,0.99649364,0.01065966,0.05902068,0.02493377,0.58445390,0.38429291,0.23361545
-4.96748374,1.02551355,0.01096928,0.06139195,0.02601202,0.60244409,0.38388212,0.24021069
-4.96148074,1.05585068,0.01127325,0.06443183,0.02705267,0.62023739,0.38519769,0.24757012
-4.95547774,1.08702913,0.01156868,0.06809398,0.02804953,0.63761794,0.38786815,0.25553985
-4.94947474,1.11861482,0.01185355,0.07232994,0.02899658,0.65439336,0.39156782,0.26397762
-4.94347174,1.15021452,0.01212662,0.07708803,0.02988794,0.67039435,0.39601844,0.27275358
-4.93746873,1.18147400,0.01238749,0.08231212,0.03071794,0.68547377,0.40098935,0.28175083
-4.93146573,1.21207582,0.01263652,0.08794058,0.03148124,0.69950559,0.40629660,0.29086604
-4.92546273,1.24173726,0.01287480,0.09390530,0.03217293,0.71238377,0.41180107,0.30001002
-4.91945973,1.27020881,0.01310406,0.10013119,0.03278871,0.72402144,0.41740604,0.30910843
-4.91345673,1.29727346,0.01332659,0.10653593,0.03332511,0.73435033,0.42305421,0.31810267
-4.90745373,1.32274690,0.01354512,0.11303024,0.03377974,0.74332064,0.42872429,0.32695073
-4.90145073,1.34647870,0.01376271,0.11951869,0.03415151,0.75090124,0.43442737,0.33562817
-4.89544772,1.36835418,0.01398264,0.12590092,0.03444090,0.75708021,0.44020290,0.34412882
-4.88944472,1.38829673,0.01420822,0.13207343,0.03465019,0.76186559,0.44611440,0.35246535
-4.88344172,1.40627028,0.01444272,0.13793175,0.03478360,0.76528613,0.45224479,0.36066929
-4.87743872,1.42228135,0.01468918,0.14337299,0.03484747,0.76739191,0.45869140,0.36879049
-4.87143572,1.43638028,0.01495029,0.14829856,0.03485027,0.76825458,0.46556052,0.37689588
-4.86543272,1.44866117,0.01522824,0.15261705,0.03480253,0.76796707,0.47296162,0.38506728
-4.85942971,1.45926026,0.01552461,0.15624710,0.03471672,0.76664253,0.48100114,0.39339838
-4.85342671,1.46835220,0.01584024,0.15912000,0.03460696,0.76441248,0.48977610,0.40199076
-4.84742371,1.47614432,0.01617515,0.16118205,0.03448867,0.76142394,0.49936750,0.41094909
-4.84142071,1.48286876,0.01652842,0.16239643,0.03437805,0.75783572,0.50983385,0.42037557
-4.83541771,1.48877270,0.01689817,0.16274456,0.03429161,0.75381377,0.52120495,0.43036384
-4.82941471,1.49410686,0.01728150,0.16222675,0.03424548,0.74952582,0.53347628,0.44099276
-4.82341171,1.49911303,0.01767451,0.16086224,0.03425480,0.74513548,0.54660421,0.45232009
-4.81740870,1.50401104,0.01807231,0.15868845,0.03433307,0.74079613,0.56050245,0.46437667
-4.81140570,1.50898592,0.01846910,0.15575968,0.03449149,0.73664476,0.57503990,0.47716142
-4.80540270,1.51417611,0.01885825,0.15214506,0.03473843,0.73279630,0.59004029,0.49063732
-4.79939970,1.51966342,0.01923248,0.14792605,0.03507893,0.72933860,0.60528364,0.50472894
-4.79339670,1.52546544,0.01958396,0.14319355,0.03551433,0.72632850,0.62050983,0.51932157
-4.78739370,1.53153101,0.01990459,0.13804466,0.03604206,0.72378914,0.63542413,0.53426224
-4.78139070,1.53773917,0.02018618,0.13257944,0.03665552,0.72170888,0.64970473,0.54936259
-4.77538769,1.54390187,0.02042072,0.12689756,0.03734425,0.72004175,0.66301196,0.56440368
-4.76938469,1.54977037,0.02060060,0.12109532,0.03809408,0.71870963,0.67499895,0.57914247
-4.76338169,1.55504519,0.02071894,0.11526277,0.03888760,0.71760601,0.68532330,0.59331979
-4.75737869,1.55938911,0.02076978,0.10948147,0.03970468,0.71660113,0.69365923,0.60666942
-4.75137569,1.56244250,0.02074834,0.10382262,0.04052313,0.71554828,0.69970968,0.61892787
-4.74537269,1.56384038,0.02065119,0.09834580,0.04131943,0.71429085,0.70321785,0.62984434
-4.73936968,1.56322999,0.02047648,0.09309836,0.04206956,0.71266991,0.70397745,0.63919043
-4.73336668,1.56028812,0.02022394,0.08811530,0.04274980,0.71053162,0.70184140,0.64676903
-4.72736368,1.55473716,0.01989501,0.08341977,0.04333759,0.70773431,0.69672823,0.65242199
-4.72136068,1.54635896,0.01949280,0.07902404,0.04381222,0.70415470,0.68862613,0.65603622
-4.71535768,1.53500584,0.01902202,0.07493082,0.04415559,0.69969300,0.67759430,0.65754780
-4.70935468,1.52060810,0.01848881,0.07113497,0.04435275,0.69427657,0.66376148,0.65694408
-4.70335168,1.50317779,0.01790061,0.06762531,0.04439239,0.68786209,0.64732197,0.65426367
-4.69734867,1.48280863,0.01726585,0.06438653,0.04426712,0.68043609,0.62852908,0.64959423
-4.69134567,1.45967221,0.01659373,0.06140116,0.04397366,0.67201398,0.60768655,0.64306856
-4.68534267,1.43401080,0.01589389,0.05865129,0.04351286,0.66263765,0.58513837,0.63485885
-4.67933967,1.40612743,0.01517611,0.05612017,0.04288955,0.65237202,0.56125735,0.62516989
-4.67333667,1.37637380,0.01445002,0.05379352,0.04211230,0.64130064,0.53643324,0.61423125
-4.66733367,1.34513687,0.01372480,0.05166051,0.04119304,0.62952088,0.51106075,0.60228914
-4.66133067,1.31282492,0.01300894,0.04971440,0.04014657,0.61713886,0.48552809,0.58959819
-4.65532766,1.27985379,0.01231004,0.04795284,0.03899007,0.60426465,0.46020647,0.57641364
-4.64932466,1.24663402,0.01163464,0.04637784,0.03774245,0.59100786,0.43544097,0.56298423
-4.64332166,1.21355940,0.01098814,0.04499534,0.03642377,0.57747394,0.41154298,0.54954608
-4.63731866,1.18099743,0.01037470,0.04381461,0.03505465,0.56376125,0.38878446,0.53631760
-4.63131566,1.14928178,0.00979733,0.04284739,0.03365566,0.54995920,0.36739410,0.52349577
-4.62531266,1.11870699,0.00925786,0.04210679,0.03224679,0.53614709,0.34755521,0.51125346
-4.61930965,1.08952516,0.00875709,0.04160624,0.03084697,0.52239399,0.32940535,0.49973809
-4.61330665,1.06194461,0.00829490,0.04135823,0.02947365,0.50875916,0.31303748,0.48907110
-4.60730365,1.03613008,0.00787041,0.04137320,0.02814246,0.49529310,0.29850228,0.47934841
-4.60130065,1.01220417,0.00748211,0.04165847,0.02686696,0.48203891,0.28581151,0.47064147
-4.59529765,0.99024972,0.00712809,0.04221725,0.02565844,0.46903373,0.27494205,0.46299874
-4.58929465,0.97031269,0.00680612,0.04304795,0.02452584,0.45631023,0.26584035,0.45644745
-4.58329165,0.95240527,0.00651385,0.04414357,0.02347572,0.44389782,0.25842706,0.45099543
-4.57728864,0.93650901,0.00624892,0.04549146,0.02251227,0.43182355,0.25260169,0.44663297
-4.57128564,0.92257779,0.00600903,0.04707316,0.02163744,0.42011267,0.24824707,0.44333450
-4.56528264,0.91054051,0.00579205,0.04886470,0.02085107,0.40878876,0.24523346,0.44106012
-4.55927964,0.90030355,0.00559603,0.05083693,0.02015109,0.39787353,0.24342240,0.43975697
-4.55327664,0.89175298,0.00541926,0.05295622,0.01953374,0.38738630,0.24267011,0.43936045
-4.54727364,0.88475658,0.00526023,0.05518525,0.01899379,0.37734328,0.24283043,0.43979523
-4.54127064,0.87916593,0.00511762,0.05748401,0.01852484,0.36775684,0.24375747,0.44097628
-4.53526763,0.87481850,0.00499029,0.05981088,0.01811957,0.35863472,0.24530787,0.44280983
-4.52926463,0.87153991,0.00487720,0.06212375,0.01776998,0.34997948,0.24734267,0.44519435
-4.52326163,0.86914657,0.00477741,0.06438118,0.01746769,0.34178822,0.24972907,0.44802163
-4.51725863,0.86744854,0.00468996,0.06654355,0.01720415,0.33405257,0.25234186,0.45117799
-4.51125563,0.86625287,0.00461391,0.06857403,0.01697088,0.32675922,0.25506471,0.45454561
-4.50525263,0.86536738,0.00454824,0.07043961,0.01675965,0.31989073,0.25779134,0.45800408
-4.49924962,0.86460476,0.00449184,0.07211188,0.01656267,0.31342694,0.26042661,0.46143211
-4.49324662,0.86378718,0.00444350,0.07356769,0.01637272,0.30734673,0.26288753,0.46470954
-4.48724362,0.86275125,0.00440189,0.07478969,0.01618328,0.30163019,0.26510433,0.46771949
-4.48124062,0.86135337,0.00436556,0.07576672,0.01598861,0.29626119,0.26702146,0.47035080
-4.47523762,0.85947535,0.00433297,0.07649405,0.01578380,0.29123013,0.26859866,0.47250076
-4.46923462,0.85703031,0.00430250,0.07697350,0.01556482,0.28653700,0.26981212,0.47407800
-4.46323162,0.85396876,0.00427248,0.07721349,0.01532857,0.28219445,0.27065563,0.47500564
-4.45722861,0.85028470,0.00424125,0.07722897,0.01507281,0.27823088,0.27114180,0.47522459
-4.45122561,0.84602149,0.00420720,0.07704134,0.01479624,0.27469343,0.27130324,0.47469692
-4.44522261,0.84127747,0.00416879,0.07667822,0.01449841,0.27165063,0.27119370,0.47340917
-4.43921961,0.83621075,0.00412465,0.07617331,0.01417974,0.26919464,0.27088895,0.47137552
-4.43321661,0.83104297,0.00407357,0.07556605,0.01384146,0.26744290,0.27048750,0.46864053
-4.42721361,0.82606167,0.00401461,0.07490132,0.01348559,0.26653890,0.27011070,0.46528132
-4.42121061,0.82162060,0.00394708,0.07422895,0.01311489,0.26665209,0.26990243,0.46140890
-4.41520760,0.81813774,0.00387061,0.07360321,0.01273280,0.26797648,0.27002783,0.45716850
-4.40920460,0.81609050,0.00378514,0.07308206,0.01234336,0.27072799,0.27067130,0.45273853
-4.40320160,0.81600767,0.00369096,0.07272626,0.01195119,0.27514030,0.27203330,0.44832815
-4.39719860,0.81845804,0.00358867,0.07259828,0.01156132,0.28145911,0.27432605,0.44417319
-4.39119560,0.82403536,0.00347918,0.07276095,0.01117910,0.28993485,0.27776806,0.44053039
-4.38519260,0.83333992,0.00336369,0.07327592,0.01081009,0.30081387,0.28257740,0.43766998
-4.37918959,0.84695686,0.00324365,0.07420183,0.01045989,0.31432820,0.28896396,0.43586675
-4.37318659,0.86543187,0.00312065,0.07559240,0.01013396,0.33068428,0.29712079,0.43538977
-4.36718359,0.88924491,0.00299644,0.07749430,0.00983747,0.35005081,0.30721475,0.43649112
-4.36118059,0.91878305,0.00287283,0.07994495,0.00957506,0.37254639,0.31937690,0.43939407
-4.35517759,0.95431348,0.00275158,0.08297044,0.00935072,0.39822732,0.33369302,0.44428121
-4.34917459,0.99595809,0.00263441,0.08658346,0.00916755,0.42707626,0.35019466,0.45128308
-4.34317159,1.04367094,0.00252286,0.09078152,0.00902762,0.45899237,0.36885132,0.46046784
-4.33716858,1.09722014,0.00241829,0.09554556,0.00893184,0.49378354,0.38956412,0.47183277
-4.33116558,1.15617533,0.00232179,0.10083900,0.00887986,0.53116147,0.41216164,0.48529786
-4.32516258,1.21990204,0.00223417,0.10660731,0.00886997,0.57073992,0.43639811,0.50070228
-4.31915958,1.28756375,0.00215593,0.11277834,0.00889914,0.61203677,0.46195442,0.51780383
-4.31315658,1.35813239,0.00208725,0.11926327,0.00896303,0.65448012,0.48844218,0.53628182
-4.30715358,1.43040731,0.00202801,0.12595831,0.00905605,0.69741836,0.51541081,0.55574335
