energy_ev,total_up,C_s_up,C_p_up,Cd_p_up,Cd_d_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-5.51375688,3.26810370,0.09694274,0.06404512,0.42468587,0.28357430,0.04704819,1.97181280,0.69891916,1.33313285
-5.50775388,3.24595879,0.09410588,0.06343784,0.42409015,0.27996179,0.04805507,1.96104642,0.69671187,1.31838412
-5.50175088,3.22007527,0.09115579,0.06276702,0.42333214,0.27628796,0.04926428,1.94752607,0.69396920,1.29952478
-5.49574787,3.19247464,0.08816436,0.06207133,0.42263002,0.27274504,0.05070839,1.93241120,0.69106210,1.27732454
-5.48974487,3.16533576,0.08520453,0.06139181,0.42221992,0.26953211,0.05241951,1.91696885,0.68840617,1.25264226
-5.48374187,3.14093351,0.08234840,0.06077063,0.42234826,0.26684943,0.05442813,1.90253873,0.68645120,1.22640282
-5.47773887,3.12157177,0.07966555,0.06024977,0.42326326,0.26489253,0.05676197,1.89049420,0.68566887,1.19957161
-5.47173587,3.10951318,0.07722129,0.05986968,0.42520590,0.26384632,0.05944466,1.88220069,0.68653914,1.17312765
-5.46573287,3.10690810,0.07507521,0.05966796,0.42840070,0.26387927,0.06249454,1.87897311,0.68953575,1.14803622
-5.45972986,3.11572555,0.07327976,0.05967819,0.43304690,0.26513807,0.06592352,1.88203375,0.69511141,1.12522201
-5.45372686,3.13768871,0.07187913,0.05992891,0.43931012,0.26774277,0.06973603,1.89247237,0.70368316,1.10554372
-5.44772386,3.17421720,0.07090832,0.06044275,0.44731524,0.27178274,0.07392825,1.91120999,0.71561856,1.08977096
-5.44172086,3.22637859,0.07039245,0.06123582,0.45714056,0.27731340,0.07848754,1.93896763,0.73122302,1.07856421
-5.43571786,3.29485040,0.07034636,0.06231731,0.46881358,0.28435408,0.08339219,1.97624126,0.75072892,1.07245836
-5.42971486,3.37989430,0.07077436,0.06368938,0.48230871,0.29288672,0.08861145,2.02328370,0.77428669,1.07185035
-5.42371186,3.48134281,0.07167033,0.06534728,0.49754687,0.30285586,0.09410595,2.08009403,0.80195819,1.07699101
-5.41770885,3.59859906,0.07301797,0.06727968,0.51439705,0.31416954,0.09982837,2.14641471,0.83371260,1.08798122
-5.41170585,3.73064909,0.07479130,0.06946923,0.53267981,0.32670123,0.10572445,2.22173637,0.86942482,1.10477230
-5.40570285,3.87608600,0.07695533,0.07189334,0.55217240,0.34029275,0.11173425,2.30530978,0.90887633,1.12717030
-5.39969985,4.03314481,0.07946689,0.07452504,0.57261553,0.35475794,0.11779356,2.39616440,0.95175856,1.15484387
-5.39369685,4.19974650,0.08227560,0.07733397,0.59372118,0.36988699,0.12383551,2.49313269,0.99767837,1.18733520
-5.38769385,4.37354945,0.08532502,0.08028745,0.61518129,0.38545139,0.12979220,2.59487900,1.04616565,1.22407350
-5.38169085,4.55200656,0.08855380,0.08335155,0.63667700,0.40120918,0.13559633,2.69993222,1.09668260,1.26439052
-5.37568784,4.73242599,0.09189700,0.08649211,0.65788789,0.41691041,0.14118279,2.80672076,1.14863443,1.30753759
-5.36968484,4.91203369,0.09528736,0.08967580,0.67850102,0.43230276,0.14649007,2.91360893,1.20138138,1.35270348
-5.36368184,5.08803600,0.09865670,0.09287097,0.69821932,0.44713699,0.15146148,3.01893360,1.25425138,1.39903295
-5.35767884,5.25768057,0.10193725,0.09604845,0.71676914,0.46117223,0.15604624,3.12104021,1.30655349,1.44564518
-5.35167584,5.41831432,0.10506300,0.09918222,0.73390665,0.47418099,0.16020020,3.21831725,1.35759150,1.49165213
-5.34567284,5.56743710,0.10797101,0.10224990,0.74942292,0.48595364,0.16388637,3.30922852,1.40667758,1.53617622
-5.33966983,5.70275015,0.11060261,0.10523306,0.76314762,0.49630252,0.16707528,3.39234272,1.45314575,1.57836725
-5.33366683,5.82219852,0.11290460,0.10811742,0.77495129,0.50506536,0.16974498,3.46635965,1.49636475,1.61741833
-5.32766383,5.92400684,0.11483023,0.11089278,0.78474610,0.51210811,0.17188097,3.53013307,1.53575030,1.65258064
-5.32166083,6.00670820,0.11634013,0.11355290,0.79248531,0.51732708,0.17347592,3.58268964,1.57077632,1.68317686
-5.31565783,6.06916563,0.11740302,0.11609508,0.79816148,0.52065041,0.17452934,3.62324411,1.60098500,1.70861309
-5.30965483,6.11058640,0.11799624,0.11851976,0.80180359,0.52203871,0.17504711,3.65121045,1.62599553,1.72838921
-5.30365183,6.13052884,0.11810613,0.12082981,0.80347325,0.52148512,0.17504106,3.66620905,1.64551119,1.74210737
-5.29764882,6.12890215,0.11772809,0.12302992,0.80326034,0.51901451,0.17452853,3.66807001,1.65932480,1.74947870
-5.29164582,6.10595928,0.11686653,0.12512572,0.80127803,0.51468206,0.17353192,3.65683251,1.66732231,1.75032779
-5.28564282,6.06228323,0.11553454,0.12712304,0.79765775,0.50857127,0.17207832,3.63274059,1.66948439,1.74459515
-5.27963982,5.99876755,0.11375331,0.12902707,0.79254399,0.50079126,0.17019918,3.59623520,1.66588619,1.73233729
-5.27363682,5.91659129,0.11155141,0.13084159,0.78608942,0.49147368,0.16793000,3.54794304,1.65669509,1.71372457
-5.26763382,5.81718943,0.10896392,0.13256835,0.77845024,0.48076923,0.16531001,3.48866232,1.64216658,1.68903667
-5.26163082,5.70221946,0.10603130,0.13420651,0.76978219,0.46884386,0.16238191,3.41934575,1.62263852,1.65865586
-5.25562781,5.57352506,0.10279829,0.13575227,0.76023712,0.45587483,0.15919151,3.34108122,1.59852372,1.62305811
-5.24962481,5.43309786,0.09931266,0.13719877,0.74996029,0.44204675,0.15578736,3.25507056,1.57030139,1.58280236
-5.24362181,5.28303831,0.09562400,0.13853613,0.73908847,0.42754771,0.15222029,3.16260689,1.53850747,1.53851805
-5.23761881,5.12551648,0.09178248,0.13975178,0.72774884,0.41256559,0.14854283,3.06505107,1.50372424,1.49089142
-5.23161581,4.96273399,0.08783775,0.14083102,0.71605861,0.39728474,0.14480861,2.96380775,1.46656959,1.44065084
-5.22561281,4.79688766,0.08383786,0.14175775,0.70412535,0.38188298,0.14107155,2.86030164,1.42768608,1.38855161
-5.21960980,4.63013582,0.07982841,0.14251548,0.69204792,0.36652914,0.13738500,2.75595435,1.38773023,1.33536067
-5.21360680,4.46456767,0.07585177,0.14308834,0.67991784,0.35138102,0.13380086,2.65216248,1.34736218,1.28184162
-5.20760380,4.30217635,0.07194655,0.14346229,0.66782096,0.33658393,0.13036854,2.55027709,1.30723596,1.22874048
-5.20160080,4.14483564,0.06814717,0.14362626,0.65583928,0.32226966,0.12713396,2.45158517,1.26799055,1.17677250
-5.19559780,3.99428065,0.06448371,0.14357328,0.64405272,0.30855595,0.12413858,2.35729316,1.23024172,1.12661037
-5.18959480,3.85209227,0.06098180,0.14330139,0.63254068,0.29554637,0.12141845,2.26851273,1.19457481,1.07887411
-5.18359180,3.71968514,0.05766274,0.14281443,0.62138328,0.28333042,0.11900335,2.18624887,1.16153831,1.03412266
-5.17758879,3.59829879,0.05454375,0.14212255,0.61066202,0.27198406,0.11691608,2.11139040,1.13163833,0.99284746
-5.17158579,3.48899174,0.05163821,0.14124231,0.60045999,0.26157021,0.11517193,2.04470262,1.10533370,0.95546789
-5.16558279,3.39263789,0.04895615,0.14019662,0.59086132,0.25213951,0.11377831,1.98682211,1.08303176,0.92232859
-5.15957979,3.30992498,0.04650459,0.13901418,0.58195007,0.24373096,0.11273456,1.93825356,1.06508465,0.89369854
-5.15357679,3.24135475,0.04428805,0.13772864,0.57380849,0.23637266,0.11203208,1.89936825,1.05178605,0.86977175
-5.14757379,3.18724455,0.04230896,0.13637753,0.56651481,0.23008234,0.11165456,1.87040425,1.04336830,0.85066934
-5.14157079,3.14773022,0.04056812,0.13500084,0.56014057,0.22486797,0.11157850,1.85146807,1.03999990,0.83644286
-5.13556778,3.12277028,0.03906507,0.13363950,0.55474781,0.22072813,0.11177394,1.84253762,1.04178351,0.82707855
-5.12956478,3.11215140,0.03779844,0.13233375,0.55038622,0.21765240,0.11220526,1.84346655,1.04875435,0.82250240
-5.12356178,3.11549548,0.03676627,0.13112154,0.54709045,0.21562171,0.11283228,1.85398984,1.06087938,0.82258578
-5.11755878,3.13226838,0.03596622,0.13003695,0.54487781,0.21460862,0.11361134,1.87373065,1.07805719,0.82715142
-5.11155578,3.16179070,0.03539580,0.12910889,0.54374657,0.21457774,0.11449659,1.90220860,1.10011906,0.83597968
-5.10555278,3.20325075,0.03505247,0.12835994,0.54367501,0.21548613,0.11544120,1.93884942,1.12683112,0.84881488
-5.09954977,3.25572002,0.03493378,0.12780558,0.54462127,0.21728388,0.11639868,1.98299605,1.15789808,0.86537166
-5.09354677,3.31817112,0.03503737,0.12745377,0.54652422,0.21991479,0.11732414,2.03392127,1.19296837,0.88534134
-5.08754377,3.38949815,0.03536098,0.12730490,0.54930523,0.22331725,0.11817552,2.09084172,1.23164109,0.90839799
-5.08154077,3.46853943,0.03590242,0.12735208,0.55287095,0.22742519,0.11891470,2.15293330,1.27347455,0.93420456
-5.07553777,3.55410205,0.03665947,0.12758186,0.55711681,0.23216924,0.11950855,2.21934773,1.31799638,0.96241859
-5.06953477,3.64498781,0.03762977,0.12797523,0.56193127,0.23747790,0.11992984,2.28923001,1.36471505,0.99269787
-5.06353177,3.74001982,0.03881059,0.12850885,0.56720050,0.24327887,0.12015796,2.36173632,1.41313257,1.02470574
-5.05752876,3.83806892,0.04019872,0.12915652,0.57281335,0.24950025,0.12017959,2.43605206,1.46275774,1.05811608
-5.05152576,3.93807911,0.04179017,0.12989069,0.57866626,0.25607179,0.11998903,2.51140944,1.51311987,1.09261805
-5.04552276,4.03909094,0.04357991,0.13068406,0.58466794,0.26292597,0.11958855,2.58710402,1.56378206,1.12792033
-5.03951976,4.14026206,0.04556163,0.13151098,0.59074350,0.26999892,0.11898836,2.66250978,1.61435391,1.16375506
-5.03351676,4.24088410,0.04772741,0.13234887,0.59683786,0.27723117,0.11820651,2.73709202,1.66450270,1.19988120
-5.02751376,4.34039521,0.05006749,0.13317928,0.60291830,0.28456811,0.11726860,2.81041780,1.71396293,1.23608745
-5.02151076,4.43838769,0.05257002,0.13398876,0.60897586,0.29196030,0.11620721,2.88216335,1.76254355,1.27219458
-5.01550775,4.53461059,0.05522085,0.13476939,0.61502570,0.29936342,0.11506125,2.95211825,1.81013254,1.30805713
-5.00950475,4.62896699,0.05800342,0.13551899,0.62110638,0.30673815,0.11387505,3.02018618,1.85669880,1.34356462
-5.00350175,4.72150634,0.06089869,0.13624107,0.62727791,0.31404975,0.11269739,3.08638223,1.90229100,1.37864193
-4.99749875,4.81241201,0.06388526,0.13694434,0.63361902,0.32126760,0.11158028,3.15082675,1.94703350,1.41324918
-4.99149575,4.90198468,0.06693943,0.13764212,0.64022346,0.32836457,0.11057765,3.21373605,1.99111943,1.44738074
-4.98549275,4.99062209,0.07003558,0.13835141,0.64719566,0.33531642,0.10974402,3.27541007,2.03480124,1.48106368
-4.97948974,5.07879599,0.07314643,0.13909181,0.65464602,0.34210119,0.10913296,3.33621751,2.07837883,1.51435526
-4.97348674,5.16702680,0.07624363,0.13988439,0.66268580,0.34869861,0.10879559,3.39657872,2.12218584,1.54733981
-4.96748374,5.25585686,0.07929818,0.14075041,0.67142202,0.35508962,0.10877909,3.45694673,2.16657434,1.58012457
-4.96148074,5.34582280,0.08228113,0.14171014,0.68095242,0.36125596,0.10912517,3.51778703,2.21189854,1.61283480
-4.95547774,5.43742759,0.08516415,0.14278168,0.69136069,0.36717980,0.10986869,3.57955624,2.25849778,1.64560790
-4.94947474,5.53111289,0.08792011,0.14397985,0.70271200,0.37284343,0.11103628,3.64268036,2.30667937,1.67858661
-4.94347174,5.62723203,0.09052369,0.14531532,0.71504902,0.37822908,0.11264522,3.70753286,2.35670177,1.71191144
-4.93746873,5.72602411,0.09295179,0.14679377,0.72838843,0.38331858,0.11470243,3.77441314,2.40875834,1.74571218
-4.93146573,5.82758963,0.09518396,0.14841530,0.74271803,0.38809309,0.11720371,3.84352574,2.46296233,1.78009885
-4.92546273,5.93186816,0.09720262,0.15017396,0.75799436,0.39253281,0.12013326,3.91496090,2.51933335,1.81515223
-4.91945973,6.03861858,0.09899316,0.15205755,0.77414103,0.39661651,0.12346338,3.98867700,2.57778584,1.85091415
-4.91345673,6.14740262,0.10054392,0.15404749,0.79104763,0.40032108,0.12715465,4.06448546,2.63811986,1.88737808
-4.90745373,6.25757232,0.10184603,0.15611895,0.80856946,0.40362105,0.13115622,4.14203883,2.70001477,1.92448029
-4.90145073,6.36826242,0.10289316,0.15824113,0.82652789,0.40648803,0.13540666,4.22082275,2.76302596,1.96209211
-4.89544772,6.47838852,0.10368119,0.16037765,0.84471162,0.40889029,0.13983492,4.30015244,2.82658521,2.00001374
-4.88944472,6.58665181,0.10420777,0.16248718,0.86287883,0.41079235,0.14436175,4.37917445,2.89000484,2.03797020
-4.88344172,6.69155130,0.10447199,0.16452419,0.88076023,0.41215490,0.14890137,4.45687414,2.95248591,2.07560972
-4.87743872,6.79140405,0.10447399,0.16643981,0.89806320,0.41293483,0.15336342,4.53208939,3.01313061,2.11250506
-4.87143572,6.88437374,0.10421463,0.16818290,0.91447683,0.41308567,0.15765505,4.60353055,3.07095872,2.14815808
-4.86543272,6.96850765,0.10369535,0.16970116,0.92967806,0.41255835,0.16168328,4.66980683,3.12492803,2.18200754
-4.85942971,7.04178149,0.10291800,0.17094246,0.94333863,0.41130238,0.16535738,4.72945840,3.17395824,2.21344031
-4.85342671,7.10215125,0.10188489,0.17185615,0.95513298,0.40926736,0.16859133,4.78099378,3.21695782,2.24180567
-4.84742371,7.14761058,0.10059896,0.17239448,0.96474656,0.40640488,0.17130616,4.82293128,3.25285309,2.26643245
-4.84142071,7.17625203,0.09906396,0.17251407,0.97188468,0.40267064,0.17343222,4.85384329,3.28061850,2.28664833
-4.83541771,7.18632979,0.09728482,0.17217731,0.97628134,0.39802683,0.17491121,4.87240171,3.29930717,2.30180073
-4.82941471,7.17632151,0.09526799,0.17135370,0.97770779,0.39244449,0.17569793,4.87742280,3.30808041,2.31127854
-4.82341171,7.14498656,0.09302186,0.17002118,0.97598054,0.38590586,0.17576163,4.86790958,3.30623522,2.31453356
-4.81740870,7.09141810,0.09055707,0.16816714,0.97096841,0.37840652,0.17508706,4.84309000,3.29322848,2.31110101
-4.81140570,7.01508648,0.08788684,0.16578939,0.96259825,0.36995717,0.17367488,4.80244894,3.26869694,2.30061808
-4.80540270,6.91587186,0.08502718,0.16289678,0.95085915,0.36058499,0.17154179,4.74575282,3.23247200,2.28283965
-4.79939970,6.79408424,0.08199693,0.15950962,0.93580489,0.35033444,0.16871998,4.67306541,3.18458873,2.25765061
-4.79339670,6.65046994,0.07881774,0.15565978,0.91755437,0.33926744,0.16525627,4.58475423,3.12528873,2.22507410
-4.78739370,6.48620393,0.07551384,0.15139044,0.89629016,0.32746291,0.16121064,4.48148699,3.05501664,2.18527534
-4.78139070,6.30286821,0.07211171,0.14675563,0.87225501,0.31501564,0.15665454,4.36421843,2.97441050,2.13856096
-4.77538769,6.10241709,0.06863958,0.14181943,0.84574656,0.30203460,0.15166874,4.23416796,2.88428647,2.08537378
-4.76938469,5.88713092,0.06512691,0.13665487,0.81711040,0.28864065,0.14634099,4.09278917,2.78561848,2.02628335
-4.76338169,5.65956004,0.06160365,0.13134260,0.78673176,0.27496389,0.14076356,3.94173259,2.67951381,1.96197265
-4.75737869,5.42246155,0.05809964,0.12596942,0.75502613,0.26114064,0.13503071,3.78280322,2.56718566,1.89322158
-4.75137569,5.17873123,0.05464382,0.12062655,0.72242922,0.24731025,0.12923616,3.61791471,2.44992364,1.82088784
-4.74537269,4.93133352,0.05126363,0.11540784,0.68938651,0.23361190,0.12347076,3.44904203,2.32906366,1.74588604
-4.73936968,4.68323206,0.04798438,0.11040786,0.65634294,0.22018141,0.11782036,3.27817439,2.20595803,1.66916581
-4.73336668,4.43732318,0.04482873,0.10571998,0.62373285,0.20714836,0.11236390,3.10727013,2.08194693,1.59168958
-4.72736368,4.19637454,0.04181633,0.10143445,0.59197065,0.19463340,0.10717193,2.93821502,1.95833208,1.51441092
-4.72136068,3.96297055,0.03896352,0.09763645,0.56144240,0.18274604,0.10230537,2.77278521,1.83635326,1.43825391
-4.71535768,3.73946588,0.03628321,0.09440433,0.53249849,0.17158284,0.09781472,2.61261558,1.71716822,1.36409413
-4.70935468,3.52794779,0.03378493,0.09180784,0.50544762,0.16122607,0.09373964,2.45917422,1.60183621,1.29274178
-4.70335168,3.33020778,0.03147489,0.08990650,0.48055204,0.15174280,0.09010875,2.31374313,1.49130521,1.22492706
-4.69734867,3.14772228,0.02935627,0.08874821,0.45802428,0.14318454,0.08693990,2.17740515,1.38640284,1.16128816
-4.69134567,2.98164233,0.02742956,0.08836797,0.43802520,0.13558725,0.08424055,2.05103681,1.28783065,1.10236192
-4.68534267,2.83279124,0.02569295,0.08878680,0.42066340,0.12897167,0.08200844,1.93530670,1.19616153,1.04857708
-4.67933967,2.70166980,0.02414283,0.09001103,0.40599593,0.12334412,0.08023241,1.83067856,1.11183975,1.00025030
-4.67333667,2.58846785,0.02277421,0.09203176,0.39403016,0.11869745,0.07889328,1.73741862,1.03518340,0.95758453
-4.66733367,2.49308148,0.02158125,0.09482470,0.38472680,0.11501222,0.07796486,1.65560631,0.96638856,0.92066989
-4.66133067,2.41513482,0.02055775,0.09835038,0.37800381,0.11225816,0.07741498,1.58514773,0.90553508,0.88948679
-4.65532766,2.35400575,0.01969752,0.10255472,0.37374133,0.11039559,0.07720650,1.52579130,0.85259348,0.86391108
-4.64932466,2.30885464,0.01899480,0.10737004,0.37178718,0.10937703,0.07729837,1.47714490,0.80743275,0.84372113
-4.64332166,2.27865559,0.01844457,0.11271646,0.37196309,0.10914884,0.07764663,1.43869413,0.76982892,0.82860670
