energy_ev,total_up,B_p_up,B_d_up,Pt_p_up,Pt_d_up,S_s_up,S_p_up
-6.00000000,3.75197657,0.29865917,0.00000000,1.18739197,2.47287112,0.02331176,0.71587668
-5.99399700,3.74772661,0.29822755,0.00000000,1.17861668,2.44781940,0.02432526,0.73175995
-5.98799400,3.74417876,0.29880834,0.00000000,1.17083510,2.42358780,0.02531567,0.74709426
-5.98199100,3.74070292,0.30020912,0.00000000,1.16390975,2.39992677,0.02626887,0.76166745
-5.97598799,3.73658071,0.30222180,0.00000000,1.15765920,2.37652356,0.02717071,0.77525948
-5.96998499,3.73103206,0.30463001,0.00000000,1.15186874,2.35301564,0.02800751,0.78764896
-5.96398199,3.72324623,0.30721685,0.00000000,1.14630247,2.32900720,0.02876649,0.79862027
-5.95797899,3.71241559,0.30977253,0.00000000,1.14071644,2.30408790,0.02943624,0.80797107
-5.95197599,3.69777043,0.31210168,0.00000000,1.13487179,2.27785279,0.03000717,0.81551975
-5.94597299,3.67861280,0.31402996,0.00000000,1.12854741,2.24992235,0.03047178,0.82111241
-5.93996998,3.65434773,0.31540966,0.00000000,1.12155129,2.21996154,0.03082502,0.82462901
-5.93396698,3.62450999,0.31612409,0.00000000,1.11373004,2.18769682,0.03106444,0.82598829
-5.92796398,3.58878490,0.31609060,0.00000000,1.10497602,2.15293006,0.03119027,0.82515122
-5.92196098,3.54702220,0.31526206,0.00000000,1.09523165,2.11554887,0.03120541,0.82212269
-5.91595798,3.49924210,0.31362679,0.00000000,1.08449096,2.07553245,0.03111529,0.81695146
-5.90995498,3.44563341,0.31120709,0.00000000,1.07279804,2.03295300,0.03092762,0.80972820
-5.90395198,3.38654389,0.30805629,0.00000000,1.06024278,1.98797249,0.03065210,0.80058187
-5.89794897,3.32246336,0.30425461,0.00000000,1.04695408,1.94083514,0.03030001,0.78967454
-5.89194597,3.25400077,0.29990410,0.00000000,1.03309097,1.89185600,0.02988376,0.77719491
-5.88594297,3.18185635,0.29512276,0.00000000,1.01883230,1.84140640,0.02941638,0.76335097
-5.87993997,3.10679058,0.29003829,0.00000000,1.00436538,1.78989715,0.02891107,0.74836208
-5.87393697,3.02959151,0.28478166,0.00000000,0.98987440,1.73776028,0.02838069,0.73245094
-5.86793397,2.95104216,0.27948082,0.00000000,0.97552918,1.68543044,0.02783730,0.71583575
-5.86193097,2.87188970,0.27425483,0.00000000,0.96147481,1.63332694,0.02729179,0.69872303
-5.85592796,2.79281777,0.26920863,0.00000000,0.94782275,1.58183717,0.02675352,0.68130140
-5.84992496,2.71442324,0.26442865,0.00000000,0.93464379,1.53130238,0.02623011,0.66373646
-5.84392196,2.63719839,0.25997944,0.00000000,0.92196319,1.48200631,0.02572724,0.64616715
-5.83791896,2.56151906,0.25590145,0.00000000,0.90975824,1.43416727,0.02524860,0.62870356
-5.83191596,2.48763926,0.25220989,0.00000000,0.89795818,1.38793378,0.02479591,0.61142619
-5.82591296,2.41569204,0.24889485,0.00000000,0.88644669,1.34338401,0.02436903,0.59438686
-5.81990995,2.34569654,0.24592251,0.00000000,0.87506653,1.30052877,0.02396613,0.57761080
-5.81390695,2.27757040,0.24323741,0.00000000,0.86362630,1.25931794,0.02358399,0.56110010
-5.80790395,2.21114699,0.24076559,0.00000000,0.85190884,1.21964971,0.02321826,0.54483811
-5.80190095,2.14619621,0.23841853,0.00000000,0.83968099,1.18138226,0.02286386,0.52879456
-5.79589795,2.08244793,0.23609762,0.00000000,0.82670416,1.14434710,0.02251530,0.51293119
-5.78989495,2.01961677,0.23369893,0.00000000,0.81274535,1.10836340,0.02216711,0.49720761
-5.78389195,1.95742701,0.23111819,0.00000000,0.79758804,1.07325262,0.02181417,0.48158702
-5.77788894,1.89563638,0.22825562,0.00000000,0.78104254,1.03885257,0.02145209,0.46604167
-5.77188594,1.83405772,0.22502045,0.00000000,0.76295539,1.00503035,0.02107747,0.45055759
-5.76588294,1.77257729,0.22133494,0.00000000,0.74321732,0.97169341,0.02068819,0.43513867
-5.75987994,1.71116916,0.21713778,0.00000000,0.72176951,0.93879828,0.02028355,0.41980963
-5.75387694,1.64990469,0.21238662,0.00000000,0.69860796,0.90635648,0.01986440,0.40461789
-5.74787394,1.58895699,0.20705973,0.00000000,0.67378561,0.87443736,0.01943318,0.38963425
-5.74187094,1.52859992,0.20115671,0.00000000,0.64741240,0.84316778,0.01899387,0.37495231
-5.73586793,1.46920188,0.19469828,0.00000000,0.61965304,0.81272858,0.01855186,0.36068664
-5.72986493,1.41121450,0.18772508,0.00000000,0.59072281,0.78334800,0.01811377,0.34696982
-5.72386193,1.35515698,0.18029571,0.00000000,0.56088147,0.75529251,0.01768721,0.33394843
-5.71785893,1.30159668,0.17248402,0.00000000,0.53042560,0.72885535,0.01728044,0.32177821
-5.71185593,1.25112690,0.16437590,0.00000000,0.49967975,0.70434347,0.01690208,0.31061855
-5.70585293,1.20434300,0.15606563,0.00000000,0.46898673,0.68206342,0.01656074,0.30062656
-5.69984992,1.16181785,0.14765211,0.00000000,0.43869747,0.66230696,0.01626465,0.29195099
-5.69384692,1.12407788,0.13923499,0.00000000,0.40916091,0.64533708,0.01602131,0.28472632
-5.68784392,1.09158074,0.13091114,0.00000000,0.38071421,0.63137509,0.01583722,0.27906709
-5.68184092,1.06469568,0.12277129,0.00000000,0.35367380,0.62058944,0.01571752,0.27506297
-5.67583792,1.04368746,0.11489732,0.00000000,0.32832741,0.61308681,0.01566584,0.27277458
-5.66983492,1.02870455,0.10736003,0.00000000,0.30492744,0.60890588,0.01568409,0.27223033
-5.66383192,1.01977205,0.10021762,0.00000000,0.28368583,0.60801402,0.01577239,0.27342437
-5.65782891,1.01678958,0.09351485,0.00000000,0.26477054,0.61030713,0.01592901,0.27631577
-5.65182591,1.01953418,0.08728293,0.00000000,0.24830363,0.61561253,0.01615046,0.28082891
-5.64582291,1.02766796,0.08153998,0.00000000,0.23436100,0.62369463,0.01643155,0.28685503
-5.63981991,1.04075007,0.07629213,0.00000000,0.22297357,0.63426332,0.01676556,0.29425499
-5.63381691,1.05825233,0.07153509,0.00000000,0.21412997,0.64698432,0.01714450,0.30286293
-5.62781391,1.07957776,0.06725606,0.00000000,0.20778029,0.66149116,0.01755932,0.31249084
-5.62181091,1.10408114,0.06343595,0.00000000,0.20384101,0.67739816,0.01800026,0.32293370
-5.61580790,1.13109059,0.06005165,0.00000000,0.20220056,0.69431368,0.01845710,0.33397515
-5.60980490,1.15992932,0.05707837,0.00000000,0.20272555,0.71185311,0.01891952,0.34539327
-5.60380190,1.18993658,0.05449184,0.00000000,0.20526729,0.72965102,0.01937744,0.35696648
-5.59779890,1.22048700,0.05227032,0.00000000,0.20966845,0.74737188,0.01982130,0.36847911
-5.59179590,1.25100765,0.05039633,0.00000000,0.21576955,0.76471897,0.02024238,0.37972667
-5.58579290,1.28099220,0.04885804,0.00000000,0.22341517,0.78144123,0.02063305,0.39052056
-5.57978989,1.31001183,0.04765030,0.00000000,0.23245972,0.79733775,0.02098704,0.40069202
-5.57378689,1.33772267,0.04677523,0.00000000,0.24277241,0.81225996,0.02129956,0.41009535
-5.56778389,1.36386973,0.04624245,0.00000000,0.25424148,0.82611155,0.02156754,0.41861029
-5.56178089,1.38828730,0.04606890,0.00000000,0.26677746,0.83884627,0.02178963,0.42614347
-5.55577789,1.41089622,0.04627831,0.00000000,0.28031536,0.85046393,0.02196631,0.43262905
-5.54977489,1.43169837,0.04690031,0.00000000,0.29481574,0.86100494,0.02209982,0.43802849
