energy_ev,total_up,Cd_p_up,Cd_d_up,In_p_up,In_d_up,Te_p_up,Te_d_up
-6.00000000,0.80181269,0.78800494,0.07370725,0.46869055,0.00222433,0.14739126,0.00000000
-5.99399700,0.79917566,0.77997311,0.07374348,0.46393039,0.00221258,0.14715887,0.00000000
-5.98799400,0.79477715,0.77080993,0.07361603,0.45751630,0.00219451,0.14693967,0.00000000
-5.98199100,0.78902915,0.76114687,0.07335763,0.44963654,0.00217125,0.14689029,0.00000000
-5.97598799,0.78240097,0.75166344,0.07300685,0.44051289,0.00214408,0.14717738,0.00000000
-5.96998499,0.77540426,0.74306442,0.07260676,0.43039427,0.00211444,0.14797156,0.00000000
-5.96398199,0.76857553,0.73605503,0.07220344,0.41954919,0.00208384,0.14944094,0.00000000
-5.95797899,0.76245689,0.73131509,0.07184426,0.40825746,0.00205383,0.15174435,0.00000000
-5.95197599,0.75757545,0.72947283,0.07157601,0.39680121,0.00202593,0.15502442,0.00000000
-5.94597299,0.75442223,0.73107942,0.07144292,0.38545576,0.00200158,0.15940100,0.00000000
-5.93996998,0.75343121,0.73658507,0.07148476,0.37448045,0.00198207,0.16496486,0.00000000
-5.93396698,0.75495965,0.74631776,0.07173486,0.36410996,0.00196851,0.17177225,0.00000000
-5.92796398,0.75927020,0.76046531,0.07221845,0.35454637,0.00196174,0.17984032,0.00000000
-5.92196098,0.76651601,0.77906179,0.07295117,0.34595232,0.00196235,0.18914370,0.00000000
-5.91595798,0.77672931,0.80197894,0.07393785,0.33844550,0.00197058,0.19961257,0.00000000
-5.90995498,0.78981433,0.82892302,0.07517176,0.33209493,0.00198635,0.21113206,0.00000000
-5.90395198,0.80554504,0.85943763,0.07663429,0.32691892,0.00200925,0.22354347,0.00000000
-5.89794897,0.82356800,0.89291256,0.07829506,0.32288509,0.00203852,0.23664698,0.00000000
-5.89194597,0.84341043,0.92859867,0.08011261,0.31991233,0.00207311,0.25020613,0.00000000
-5.88594297,0.86449352,0.96562829,0.08203549,0.31787473,0.00211165,0.26395380,0.00000000
-5.87993997,0.88615037,1.00304085,0.08400391,0.31660732,0.00215258,0.27759953,0.00000000
-5.87393697,0.90764824,1.03981259,0.08595169,0.31591333,0.00219413,0.29083810,0.00000000
-5.86793397,0.92821398,1.07488962,0.08780864,0.31557280,0.00223444,0.30335890,0.00000000
-5.86193097,0.94706192,1.10722281,0.08950310,0.31535208,0.00227157,0.31485581,0.00000000
-5.85592796,0.96342285,1.13580343,0.09096463,0.31501386,0.00230364,0.32503732,0.00000000
-5.84992496,0.97657301,1.15969792,0.09212675,0.31432728,0.00232885,0.33363627,0.00000000
-5.84392196,0.98586168,1.17808046,0.09292952,0.31307773,0.00234555,0.34041901,0.00000000
-5.83791896,0.99073642,1.19026199,0.09332191,0.31107584,0.00235232,0.34519353,0.00000000
-5.83191596,0.99076455,1.19571450,0.09326385,0.30816541,0.00234805,0.34781612,0.00000000
-5.82591296,0.98565023,1.19408954,0.09272786,0.30422982,0.00233189,0.34819651,0.00000000
-5.81990995,0.97524632,1.18523028,0.09170020,0.29919678,0.00230338,0.34630103,0.00000000
-5.81390695,0.95956061,1.16917669,0.09018151,0.29304125,0.00226240,0.34215391,0.00000000
-5.80790395,0.93875628,1.14616377,0.08818686,0.28578640,0.00220920,0.33583649,0.00000000
-5.80190095,0.91314672,1.11661302,0.08574534,0.27750266,0.00214437,0.32748457,0.00000000
-5.79589795,0.88318511,1.08111779,0.08289910,0.26830503,0.00206884,0.31728402,0.00000000
-5.78989495,0.84944940,1.04042327,0.07970199,0.25834872,0.00198380,0.30546486,0.00000000
-5.78389195,0.81262354,0.99540219,0.07621783,0.24782348,0.00189071,0.29229412,0.00000000
-5.77788894,0.77347596,0.94702746,0.07251843,0.23694682,0.00179121,0.27806795,0.00000000
-5.77188594,0.73283629,0.89634309,0.06868144,0.22595653,0.00168707,0.26310320,0.00000000
-5.76588294,0.69157147,0.84443462,0.06478815,0.21510274,0.00158017,0.24772890,0.00000000
-5.75987994,0.65056224,0.79240030,0.06092128,0.20464002,0.00147238,0.23227812,0.00000000
-5.75387694,0.61068099,0.74132429,0.05716298,0.19481956,0.00136557,0.21708037,0.00000000
-5.74787394,0.57277169,0.69225257,0.05359292,0.18588202,0.00126153,0.20245486,0.00000000
-5.74187094,0.53763256,0.64617250,0.05028671,0.17805103,0.00116196,0.18870489,0.00000000
-5.73586793,0.50600189,0.60399630,0.04731459,0.17152761,0.00106839,0.17611339,0.00000000
-5.72986493,0.47854719,0.56654875,0.04474041,0.16648566,0.00098222,0.16493969,0.00000000
-5.72386193,0.45585769,0.53455904,0.04262095,0.16306858,0.00090466,0.15541758,0.00000000
