energy_ev,total_up,N_s_up,N_p_up,Rh_p_up,Rh_d_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-5.75387694,1.94541212,0.03563635,0.22012520,0.71181271,0.73311444,0.81420180,0.00000000,0.40482362,0.18797746
-5.74787394,2.00705568,0.03539935,0.23064678,0.69899275,0.77783881,0.82276372,0.00000000,0.40235858,0.19599269
-5.74187094,2.07870999,0.03512658,0.24179676,0.69014972,0.82812659,0.83590122,0.00000000,0.40264252,0.20472668
-5.73586793,2.16061809,0.03483068,0.25355018,0.68551274,0.88412211,0.85373756,0.00000000,0.40574815,0.21412357
-5.72986493,2.25290456,0.03452279,0.26586803,0.68524854,0.94592293,0.87633668,0.00000000,0.41170232,0.22412114
-5.72386193,2.35556479,0.03421224,0.27869581,0.68946127,1.01357104,0.90370191,0.00000000,0.42048583,0.23465202
-5.71785893,2.46845322,0.03390631,0.29196242,0.69819268,1.08704269,0.93577446,0.00000000,0.43203350,0.24564450
-5.71185593,2.59127063,0.03361014,0.30557940,0.71142257,1.16623728,0.97243142,0.00000000,0.44623485,0.25702301
-5.70585293,2.72355165,0.03332666,0.31944055,0.72906960,1.25096588,1.01348357,0.00000000,0.46293522,0.26870833
-5.69984992,2.86465309,0.03305668,0.33342214,0.75099230,1.34094015,1.05867331,0.00000000,0.48193754,0.28061743
-5.69384692,3.01374463,0.03279897,0.34738373,0.77699057,1.43576253,1.10767300,0.00000000,0.50300485,0.29266320
-5.68784392,3.16980302,0.03255051,0.36116959,0.80680782,1.53491863,1.16008424,0.00000000,0.52586375,0.30475408
-5.68184092,3.33161127,0.03230669,0.37461099,0.84013384,1.63777279,1.21543851,0.00000000,0.55020880,0.31679383
-5.67583792,3.49776402,0.03206164,0.38752906,0.87660871,1.74356766,1.27319973,0.00000000,0.57570796,0.32868145
-5.66983492,3.66668022,0.03180855,0.39973852,0.91582796,1.85142857,1.33276906,0.00000000,0.60200913,0.34031147
-5.66383192,3.83662389,0.03153999,0.41105187,0.95734893,1.96037329,1.39349226,0.00000000,0.62874763,0.35157472
-5.65782891,4.00573317,0.03124827,0.42128426,1.00069848,2.06932736,1.45466986,0.00000000,0.65555455,0.36235953
-5.65182591,4.17205766,0.03092580,0.43025866,1.04538206,2.17714511,1.51557005,0.00000000,0.68206576,0.37255361
-5.64582291,4.33360312,0.03056539,0.43781124,1.09089377,2.28263592,1.57544402,0.00000000,0.70793112,0.38204630
-5.63981991,4.48838254,0.03016058,0.44379675,1.13672726,2.38459496,1.63354347,0.00000000,0.73282382,0.39073144
-5.63381691,4.63447146,0.02970589,0.44809363,1.18238706,2.48183757,1.68913959,0.00000000,0.75644906,0.39851044
-5.62781391,4.77006562,0.02919708,0.45060874,1.22739981,2.57323561,1.74154278,0.00000000,0.77855202,0.40529562
-5.62181091,4.89353817,0.02863131,0.45128132,1.27132493,2.65775453,1.79012214,0.00000000,0.79892440,0.41101354
-5.61580790,5.00349376,0.02800730,0.45008615,1.31376410,2.73448912,1.83432395,0.00000000,0.81740926,0.41560808
-5.60980490,5.09881674,0.02732538,0.44703563,1.35436918,2.80269628,1.87368792,0.00000000,0.83390394,0.41904317
-5.60380190,5.17871073,0.02658753,0.44218074,1.39284789,2.86182304,1.90786059,0.00000000,0.84836067,0.42130489
-5.59779890,5.24272745,0.02579734,0.43561082,1.42896718,2.91152812,1.93660487,0.00000000,0.86078486,0.42240281
-5.59179590,5.29078274,0.02495989,0.42745204,1.46255378,2.95169574,1.95980527,0.00000000,0.87123117,0.42237046
-5.58579290,5.32315882,0.02408165,0.41786479,1.49349223,2.98244074,1.97746842,0.00000000,0.87979743,0.42126487
-5.57978989,5.34049205,0.02317024,0.40703997,1.52172019,3.00410431,1.98971878,0.00000000,0.88661676,0.41916514
-5.57378689,5.34374675,0.02223419,0.39519427,1.54722158,3.01724040,1.99678971,0.00000000,0.89184837,0.41617011
-5.56778389,5.33417584,0.02128271,0.38256485,1.57001788,3.02259303,1.99901040,0.00000000,0.89566750,0.41239522
-5.56178089,5.31327033,0.02032540,0.36940330,1.59015828,3.02106572,1.99678927,0.00000000,0.89825505,0.40796879
-5.55577789,5.28269982,0.01937192,0.35596941,1.60770917,3.01368407,1.99059476,0.00000000,0.89978762,0.40302778
-5.54977489,5.24424695,0.01843177,0.34252479,1.62274389,3.00155344,1.98093455,0.00000000,0.90042835,0.39771332
-5.54377189,5.19973900,0.01751396,0.32932652,1.63533327,2.98581370,1.96833422,0.00000000,0.90031928,0.39216632
-5.53776888,5.15097973,0.01662680,0.31662118,1.64553763,2.96759316,1.95331651,0.00000000,0.89957542,0.38652313
-5.53176588,5.09968474,0.01577770,0.30463928,1.65340064,2.94796396,1.93638217,0.00000000,0.89828103,0.38091176
-5.52576288,5.04742323,0.01497298,0.29359024,1.65894559,2.92790101,1.91799322,0.00000000,0.89648812,0.37544850
-5.51975988,4.99556853,0.01421774,0.28365809,1.66217392,2.90824636,1.89855944,0.00000000,0.89421718,0.37023534
-5.51375688,4.94525942,0.01351585,0.27499785,1.66306623,2.88968052,1.87842834,0.00000000,0.89146007,0.36535804
-5.50775388,4.89737329,0.01286981,0.26773264,1.66158549,2.87270206,1.85787911,0.00000000,0.88818463,0.36088498
-5.50175088,4.85251193,0.01228087,0.26195164,1.65768199,2.85761598,1.83712035,0.00000000,0.88434081,0.35686675
-5.49574787,4.81099974,0.01174904,0.25770871,1.65129966,2.84453127,1.81629143,0.00000000,0.87986771,0.35333643
-5.48974487,4.77289353,0.01127315,0.25502183,1.64238321,2.83336721,1.79546705,0.00000000,0.87470100,0.35031034
-5.48374187,4.73800288,0.01085101,0.25387318,1.63088537,2.82386794,1.77466452,0.00000000,0.86878039,0.34778940
-5.47773887,4.70591925,0.01047954,0.25421000,1.61677385,2.81562404,1.75385304,0.00000000,0.86205650,0.34576067
-5.47173587,4.67605196,0.01015490,0.25594602,1.60003744,2.80809986,1.73296433,0.00000000,0.85449684,0.34419925
-5.46573287,4.64766889,0.00987265,0.25896366,1.58069087,2.80066500,1.71190399,0.00000000,0.84609050,0.34307018
-5.45972986,4.61993994,0.00962793,0.26311679,1.55877830,2.79262836,1.69056292,0.00000000,0.83685144,0.34233047
-5.45372686,4.59198118,0.00941561,0.26823414,1.53437524,2.78327294,1.66882826,0.00000000,0.82682027,0.34193097
-5.44772386,4.56289787,0.00923042,0.27412333,1.50758898,2.77188998,1.64659346,0.00000000,0.81606451,0.34181829
-5.44172086,4.53182489,0.00906712,0.28057546,1.47855776,2.75781091,1.62376717,0.00000000,0.80467740,0.34193649
-5.43571786,4.49796329,0.00892063,0.28737009,1.44744897,2.74043594,1.60028068,0.00000000,0.79277564,0.34222875
-5.42971486,4.46061194,0.00878609,0.29428080,1.41445651,2.71925832,1.57609386,0.00000000,0.78049607,0.34263888
-5.42371186,4.41919384,0.00865903,0.30108085,1.37979799,2.69388363,1.55119954,0.00000000,0.76799171,0.34311277
-5.41770885,4.37327641,0.00853542,0.30754916,1.34371180,2.66404360,1.52562637,0.00000000,0.75542742,0.34359970
-5.41170585,4.32258575,0.00841175,0.31347615,1.30645447,2.62960439,1.49944025,0.00000000,0.74297535,0.34405363
-5.40570285,4.26701493,0.00828503,0.31866944,1.26829844,2.59056934,1.47274436,0.00000000,0.73081050,0.34443435
-5.39969985,4.20662630,0.00815289,0.32295911,1.22953041,2.54707644,1.44567802,0.00000000,0.71910656,0.34470855
-5.39369685,4.14164825,0.00801357,0.32620239,1.19045015,2.49939113,1.41841429,0.00000000,0.70803200,0.34485076
-5.38769385,4.07246672,0.00786588,0.32828758,1.15136968,2.44789473,1.39115657,0.00000000,0.69774670,0.34484408
-5.38169085,3.99961192,0.00770924,0.32913697,1.11261266,2.39306934,1.36413421,0.00000000,0.68839897,0.34468078
-5.37568784,3.92374091,0.00754359,0.32870877,1.07451374,2.33548002,1.33759726,0.00000000,0.68012310,0.34436260
-5.36968484,3.84561649,0.00736936,0.32699781,1.03741756,2.27575473,1.31181038,0.00000000,0.67303723,0.34390076
-5.36368184,3.76608327,0.00718742,0.32403514,1.00167712,2.21456317,1.28704626,0.00000000,0.66724172,0.34331573
-5.35767884,3.68604156,0.00699897,0.31988634,0.96765143,2.15259500,1.26357838,0.00000000,0.66281783,0.34263661
-5.35167584,3.60642007,0.00680551,0.31464888,0.93570208,2.09053841,1.24167364,0.00000000,0.65982671,0.34190029
-5.34567284,3.52814815,0.00660869,0.30844835,0.90618884,2.02905970,1.22158480,0.00000000,0.65830876,0.34115021
-5.33966983,3.45212859,0.00641028,0.30143401,0.87946419,1.96878441,1.20354319,0.00000000,0.65828326,0.34043498
-5.33366683,3.37921185,0.00621203,0.29377359,0.85586690,1.91028076,1.18775171,0.00000000,0.65974835,0.33980668
-5.32766383,3.31017250,0.00601568,0.28564776,0.83571488,1.85404571,1.17437863,0.00000000,0.66268130,0.33931907
-5.32166083,3.24568865,0.00582282,0.27724435,0.81929745,1.80049412,1.16355213,0.00000000,0.66703914,0.33902570
-5.31565783,3.18632493,0.00563487,0.26875254,0.80686744,1.74995115,1.15535603,0.00000000,0.67275966,0.33897792
-5.30965483,3.13251942,0.00545307,0.26035736,0.79863337,1.70264798,1.14982665,0.00000000,0.67976261,0.33922292
-5.30365183,3.08457484,0.00527843,0.25223445,0.79475200,1.65872091,1.14695099,0.00000000,0.68795126,0.33980190
-5.29764882,3.04265383,0.00511178,0.24454541,0.79532158,1.61821353,1.14666622,0.00000000,0.69721412,0.34074825
-5.29164582,3.00677841,0.00495374,0.23743373,0.80037612,1.58108162,1.14886041,0.00000000,0.70742678,0.34208588
-5.28564282,2.97683303,0.00480481,0.23102147,0.80988077,1.54720059,1.15337443,0.00000000,0.71845380,0.34382782
-5.27963982,2.95257094,0.00466540,0.22540665,0.82372864,1.51637463,1.16000494,0.00000000,0.73015057,0.34597488
-5.27363682,2.93362327,0.00453586,0.22066144,0.84173909,1.48834735,1.16850809,0.00000000,0.74236493,0.34851466
-5.26763382,2.91951017,0.00441663,0.21683108,0.86365760,1.46281311,1.17860406,0.00000000,0.75493873,0.35142074
-5.26163082,2.90965357,0.00430821,0.21393355,0.88915731,1.43942875,1.18998200,0.00000000,0.76770908,0.35465222
-5.25562781,2.90339104,0.00421131,0.21196001,0.91784219,1.41782500,1.20230536,0.00000000,0.78050937,0.35815356
-5.24962481,2.89999025,0.00412686,0.21087576,0.94925184,1.39761741,1.21521743,0.00000000,0.79317019,0.36185479
-5.24362181,2.89866386,0.00405608,0.21062195,0.98286793,1.37841635,1.22834710,0.00000000,0.80551999,0.36567213
-5.23761881,2.89858462,0.00400050,0.21111782,1.01812208,1.35983591,1.24131463,0.00000000,0.81738590,0.36950909
-5.23161581,2.89890046,0.00396198,0.21226331,1.05440529,1.34150174,1.25373758,0.00000000,0.82859453,0.37325796
-5.22561281,2.89874981,0.00394272,0.21394230,1.09107855,1.32305758,1.26523671,0.00000000,0.83897307,0.37680182
-5.21960980,2.89727689,0.00394522,0.21602606,1.12748468,1.30417083,1.27544210,0.00000000,0.84835072,0.38001704
-5.21360680,2.89364723,0.00397225,0.21837701,1.16296097,1.28453704,1.28399924,0.00000000,0.85656053,0.38277617
-5.20760380,2.88706317,0.00402674,0.22085271,1.19685257,1.26388372,1.29057515,0.00000000,0.86344175,0.38495121
-5.20160080,2.87677938,0.00411175,0.22330988,1.22852604,1.24197338,1.29486455,0.00000000,0.86884259,0.38641716
-5.19559780,2.86211812,0.00423033,0.22560839,1.25738299,1.21860611,1.29659578,0.00000000,0.87262338,0.38705573
-5.18959480,2.84248391,0.00438537,0.22761517,1.28287308,1.19362172,1.29553648,0.00000000,0.87466007,0.38675910
-5.18359180,2.81737722,0.00457951,0.22920776,1.30450627,1.16690154,1.29149876,0.00000000,0.87484777,0.38543348
-5.17758879,2.78640668,0.00481496,0.23027751,1.32186359,1.13836983,1.28434366,0.00000000,0.87310420,0.38300249
-5.17158579,2.74929918,0.00509336,0.23073232,1.33460617,1.10799474,1.27398461,0.00000000,0.86937290,0.37940999
-5.16558279,2.70590749,0.00541561,0.23049872,1.34248225,1.07578882,1.26038987,0.00000000,0.86362579,0.37462237
-5.15957979,2.65621474,0.00578176,0.22952334,1.34533160,1.04180886,1.24358345,0.00000000,0.85586510,0.36863014
-5.15357679,2.60033554,0.00619086,0.22777367,1.34308747,1.00615505,1.22364474,0.00000000,0.84612435,0.36144865
-5.14757379,2.53851340,0.00664085,0.22523805,1.33577583,0.96896926,1.20070653,0.00000000,0.83446839,0.35311811
-5.14157079,2.47111455,0.00712850,0.22192505,1.32351194,0.93043250,1.17495154,0.00000000,0.82099235,0.34370260
-5.13556778,2.39861823,0.00764937,0.21786213,1.30649456,0.89076137,1.14660768,0.00000000,0.80581972,0.33328842
-5.12956478,2.32160387,0.00819780,0.21309377,1.28499799,0.85020378,1.11594204,0.00000000,0.78909952,0.32198164
-5.12356178,2.24073579,0.00876698,0.20767922,1.25936246,0.80903371,1.08325409,0.00000000,0.77100277,0.30990511
-5.11755878,2.15674596,0.00934903,0.20168982,1.22998329,0.76754551,1.04886834,0.00000000,0.75171861,0.29719502
-5.11155578,2.07041591,0.00993514,0.19520624,1.19729936,0.72604766,1.01312677,0.00000000,0.73145016,0.28399716
-5.10555278,1.98255833,0.01051580,0.18831565,1.16178160,0.68485634,0.97638152,0.00000000,0.71041052,0.27046319
-5.09954977,1.89399951,0.01108100,0.18110901,1.12392174,0.64428907,0.93898818,0.00000000,0.68881903,0.25674690
-5.09354677,1.80556308,0.01162052,0.17367857,1.08422212,0.60465852,0.90129977,0.00000000,0.66689813,0.24300078
-5.08754377,1.71805588,0.01212424,0.16611568,1.04318664,0.56626694,0.86366199,0.00000000,0.64487084,0.22937294
-5.08154077,1.63225623,0.01258245,0.15850903,1.00131330,0.52940106,0.82640948,0.00000000,0.62295896,0.21600452
-5.07553777,1.54890486,0.01298613,0.15094320,0.95908828,0.49432794,0.78986337,0.00000000,0.60138209,0.20302762
-5.06953477,1.46869854,0.01332731,0.14349777,0.91698170,0.46129152,0.75432994,0.00000000,0.58035711,0.19056383
-5.06353177,1.39228601,0.01359932,0.13624668,0.87544478,0.43051008,0.72010018,0.00000000,0.56009830,0.17872320
-5.05752876,1.32026604,0.01379698,0.12925802,0.83490817,0.40217450,0.68745004,0.00000000,0.54081752,0.16760379
-5.05152576,1.25318685,0.01391688,0.12259402,0.79578112,0.37644716,0.65664100,0.00000000,0.52272448,0.15729151
-5.04552276,1.19154636,0.01395738,0.11631121,0.75845110,0.35346144,0.62792064,0.00000000,0.50602667,0.14786036
-5.03951976,1.13579255,0.01391876,0.11046073,0.72328333,0.33332161,0.60152293,0.00000000,0.49092870,0.13937274
-5.03351676,1.08632336,0.01380312,0.10508849,0.69062000,0.31610296,0.57766771,0.00000000,0.47763090,0.13187988
-5.02751376,1.04348548,0.01361434,0.10023536,0.66077871,0.30185200,0.55655944,0.00000000,0.46632690,0.12542222
-5.02151076,1.00757180,0.01335788,0.09593712,0.63404993,0.29058665,0.53838470,0.00000000,0.45720024,0.12002964
-5.01550775,0.97881705,0.01304055,0.09222422,0.61069336,0.28229629,0.52330874,0.00000000,0.45041991,0.11572152
-5.00950475,0.95739189,0.01267027,0.08912139,0.59093313,0.27694168,0.51147079,0.00000000,0.44613498,0.11250660
-5.00350175,0.94339543,0.01225575,0.08664693,0.57495202,0.27445470,0.50297858,0.00000000,0.44446844,0.11038256
-4.99749875,0.93684669,0.01180613,0.08481191,0.56288493,0.27473797,0.49790214,0.00000000,0.44551066,0.10933548
-4.99149575,0.93767548,0.01133070,0.08361923,0.55481198,0.27766456,0.49626738,0.00000000,0.44931264,0.10933913
-4.98549275,0.94571346,0.01083854,0.08306265,0.55075162,0.28307771,0.49804975,0.00000000,0.45587958,0.11035422
-4.97948974,0.96068613,0.01033823,0.08312582,0.55065439,0.29079094,0.50316855,0.00000000,0.46516514,0.11232773
-4.97348674,0.98220654,0.00983761,0.08378152,0.55439775,0.30058857,0.51148232,0.00000000,0.47706671,0.11519238
-4.96748374,1.00977156,0.00934358,0.08499112,0.56178254,0.31222680,0.52278567,0.00000000,0.49142225,0.11886636
-4.96148074,1.04276127,0.00886192,0.08670430,0.57253148,0.32543561,0.53680814,0.00000000,0.50800879,0.12325348
-4.95547774,1.08044221,0.00839720,0.08885920,0.58629020,0.33992143,0.55321515,0.00000000,0.52654305,0.12824375
-4.94947474,1.12197470,0.00795279,0.09138307,0.60263091,0.35537077,0.57161143,0.00000000,0.54668418,0.13371446
-4.94347174,1.16642448,0.00753083,0.09419325,0.62105896,0.37145472,0.59154695,0.00000000,0.56803873,0.13953185
-4.93746873,1.21277860,0.00713233,0.09719870,0.64102212,0.38783440,0.61252524,0.00000000,0.59016780,0.14555332
-4.93146573,1.25996528,0.00675731,0.10030197,0.66192258,0.40416708,0.63401405,0.00000000,0.61259612,0.15163015
-4.92546273,1.30687714,0.00640491,0.10340148,0.68313112,0.42011309,0.65545789,0.00000000,0.63482288,0.15761067
-4.91945973,1.35239725,0.00607358,0.10639416,0.70400318,0.43534311,0.67629218,0.00000000,0.65633393,0.16334379
-4.91345673,1.39542694,0.00576128,0.10917824,0.72389609,0.44954569,0.69595838,0.00000000,0.67661486,0.16868277
-4.90745373,1.43491456,0.00546565,0.11165615,0.74218695,0.46243486,0.71391967,0.00000000,0.69516458,0.17348905
-4.90145073,1.46988393,0.00518421,0.11373735,0.75829027,0.47375737,0.72967637,0.00000000,0.71150878,0.17763602
-4.89544772,1.49946155,0.00491448,0.11534099,0.77167485,0.48329955,0.74278073,0.00000000,0.72521295,0.18101258
-4.88944472,1.52290144,0.00465417,0.11639833,0.78187910,0.49089324,0.75285029,0.00000000,0.73589425,0.18352629
-4.88344172,1.53960662,0.00440126,0.11685470,0.78852422,0.49642089,0.75957943,0.00000000,0.74323200,0.18510604
-4.87743872,1.54914646,0.00415409,0.11667106,0.79132465,0.49981933,0.76274851,0.00000000,0.74697634,0.18570406
-4.87143572,1.55126917,0.00391140,0.11582491,0.79009551,0.50108225,0.76223037,0.00000000,0.74695472,0.18529721
-4.86543272,1.54590889,0.00367237,0.11431075,0.78475670,0.50026115,0.75799391,0.00000000,0.74307615,0.18388753
-4.85942971,1.53318730,0.00343661,0.11213987,0.77533351,0.49746475,0.75010451,0.00000000,0.73533293,0.18150191
-4.85342671,1.51340943,0.00320413,0.10933958,0.76195393,0.49285677,0.73872153,0.00000000,0.72380010,0.17819107
-4.84742371,1.48705405,0.00297526,0.10595198,0.74484264,0.48665212,0.72409280,0.00000000,0.70863243,0.17402773
-4.84142071,1.45475889,0.00275067,0.10203222,0.72431220,0.47911163,0.70654642,0.00000000,0.69005928,0.16910412
-4.83541771,1.41730133,0.00253119,0.09764643,0.70075172,0.47053531,0.68648026,0.00000000,0.66837763,0.16352901
-4.82941471,1.37557505,0.00231784,0.09286938,0.67461364,0.46125446,0.66434943,0.00000000,0.64394341,0.15742415
-4.82341171,1.33056382,0.00211171,0.08778200,0.64639907,0.45162270,0.64065245,0.00000000,0.61716156,0.15092058
-4.81740870,1.28331297,0.00191388,0.08246885,0.61664237,0.44200619,0.61591627,0.00000000,0.58847535,0.14415467
-4.81140570,1.23489979,0.00172539,0.07701565,0.58589550,0.43277346,0.59068103,0.00000000,0.55835501,0.13726416
-4.80540270,1.18640363,0.00154718,0.07150692,0.55471271,0.42428493,0.56548485,0.00000000,0.52728633,0.13038436
-4.79939970,1.13887685,0.00138005,0.06602393,0.52363612,0.41688261,0.54084923,0.00000000,0.49575949,0.12364453
-4.79339670,1.09331736,0.00122462,0.06064285,0.49318250,0.41088026,0.51726546,0.00000000,0.46425830,0.11716468
-4.78739370,1.05064364,0.00108135,0.05543328,0.46383174,0.40655431,0.49518253,0.00000000,0.43325033,0.11105272
-4.78139070,1.01167298,0.00095050,0.05045710,0.43601714,0.40413593,0.47499679,0.00000000,0.40317790,0.10540218
-4.77538769,0.97710350,0.00083214,0.04576765,0.41011773,0.40380447,0.45704355,0.00000000,0.37445028,0.10029045
-4.76938469,0.94750031,0.00072616,0.04140932,0.38645271,0.40568255,0.44159095,0.00000000,0.34743706,0.09577755
-4.76338169,0.92328625,0.00063231,0.03741734,0.36527793,0.40983307,0.42883609,0.00000000,0.32246274,0.09190556
-4.75737869,0.90473716,0.00055018,0.03381790,0.34678434,0.41625808,0.41890336,0.00000000,0.29980259,0.08869845
-4.75137569,0.89198177,0.00047927,0.03062853,0.33109829,0.42489987,0.41184507,0.00000000,0.27967968,0.08616261
-4.74537269,0.88500592,0.00041896,0.02785854,0.31828342,0.43564391,0.40764407,0.00000000,0.26226301,0.08428762
-4.73936968,0.88366082,0.00036856,0.02550971,0.30834394,0.44832391,0.40621825,0.00000000,0.24766666,0.08304766
-4.73336668,0.88767487,0.00032736,0.02357698,0.30122904,0.46272841,0.40742665,0.00000000,0.23594990,0.08240305
-4.72736368,0.89666840,0.00029457,0.02204925,0.29683819,0.47860901,0.41107685,0.00000000,0.22711801,0.08230222
-4.72136068,0.91017074,0.00026944,0.02091014,0.29502703,0.49568959,0.41693340,0.00000000,0.22112398,0.08268374
-4.71535768,0.92763888,0.00025116,0.02013881,0.29561369,0.51367631,0.42472675,0.00000000,0.21787079,0.08347857
-4.70935468,0.94847698,0.00023896,0.01971073,0.29838535,0.53226786,0.43416265,0.00000000,0.21721435,0.08461228
-4.70335168,0.97205592,0.00023209,0.01959840,0.30310477,0.55116555,0.44493141,0.00000000,0.21896701,0.08600733
-4.69734867,0.99773234,0.00022979,0.01977215,0.30951671,0.57008275,0.45671680,0.00000000,0.22290170,0.08758516
-4.69134567,1.02486644,0.00023136,0.02020079,0.31735423,0.58875336,0.46920444,0.00000000,0.22875657,0.08926829
-4.68534267,1.05283799,0.00023610,0.02085236,0.32634465,0.60693877,0.48208925,0.00000000,0.23624027,0.09098212
-4.67933967,1.08106021,0.00024335,0.02169482,0.33621513,0.62443326,0.49508193,0.00000000,0.24503772,0.09265661
-4.67333667,1.10899118,0.00025248,0.02269679,0.34669800,0.64106747,0.50791436,0.00000000,0.25481647,0.09422763
-4.66733367,1.13614250,0.00026288,0.02382820,0.35753564,0.65670996,0.52034365,0.00000000,0.26523342,0.09563820
-4.66133067,1.16208542,0.00027400,0.02506103,0.36848494,0.67126675,0.53215519,0.00000000,0.27594204,0.09683928
-4.65532766,1.18645419,0.00028531,0.02637001,0.37932141,0.68467918,0.54316433,0.00000000,0.28659974,0.09779050
-4.64932466,1.20894712,0.00029632,0.02773325,0.38984276,0.69692011,0.55321713,0.00000000,0.29687533,0.09846046
-4.64332166,1.22932534,0.00030660,0.02913283,0.39987206,0.70798880,0.56219004,0.00000000,0.30645647,0.09882691
