energy_ev,total_up,C_s_up,C_p_up,Mo_p_up,Mo_d_up,Se_s_up,Se_p_up
-6.00000000,1.60176962,0.00199787,0.35560924,0.69768863,0.56746447,0.01048664,0.46230061
-5.99399700,1.67671715,0.00196189,0.36982792,0.72289056,0.59392417,0.01093140,0.48773662
-5.98799400,1.75180936,0.00192334,0.38439185,0.74651462,0.62122447,0.01148209,0.51273852
-5.98199100,1.82585038,0.00188193,0.39901386,0.76808968,0.64888149,0.01213316,0.53699175
-5.97598799,1.89765100,0.00183745,0.41341032,0.78718540,0.67640237,0.01287828,0.56017925
-5.96998499,1.96605715,0.00178979,0.42730900,0.80342436,0.70329823,0.01371035,0.58198766
-5.96398199,2.02997833,0.00173898,0.44045660,0.81649290,0.72909732,0.01462164,0.60211409
-5.95797899,2.08841519,0.00168510,0.45262570,0.82615020,0.75335782,0.01560378,0.62027323
-5.95197599,2.14048538,0.00162836,0.46362081,0.83223517,0.77568012,0.01664788,0.63620471
-5.94597299,2.18544710,0.00156902,0.47328346,0.83467123,0.79571798,0.01774461,0.64968060
-5.93996998,2.22271943,0.00150742,0.48149612,0.83346852,0.81318841,0.01888424,0.66051261
-5.93396698,2.25189892,0.00144394,0.48818480,0.82872380,0.82787978,0.02005677,0.66855888
-5.92796398,2.27277171,0.00137898,0.49332038,0.82061775,0.83965798,0.02125197,0.67372993
-5.92196098,2.28532073,0.00131296,0.49691853,0.80941003,0.84847041,0.02245950,0.67599360
-5.91595798,2.28972763,0.00124633,0.49903842,0.79543224,0.85434760,0.02366898,0.67537843
-5.90995498,2.28636908,0.00117947,0.49978013,0.77907886,0.85740241,0.02487007,0.67197550
-5.90395198,2.27580760,0.00111281,0.49928105,0.76079666,0.85782691,0.02605252,0.66593823
-5.89794897,2.25877685,0.00104671,0.49771127,0.74107280,0.85588684,0.02720631,0.65748018
-5.89194597,2.23616172,0.00098152,0.49526832,0.72042198,0.85191396,0.02832165,0.64687063
-5.88594297,2.20897377,0.00091756,0.49217119,0.69937299,0.84629645,0.02938907,0.63442804
-5.87993997,2.17832262,0.00085512,0.48865413,0.67845505,0.83946762,0.03039952,0.62051148
-5.87393697,2.14538398,0.00079447,0.48496005,0.65818426,0.83189332,0.03134439,0.60551028
-5.86793397,2.11136539,0.00073583,0.48133403,0.63905041,0.82405820,0.03221560,0.58983216
-5.86193097,2.07747048,0.00067941,0.47801673,0.62150465,0.81645148,0.03300565,0.57389036
-5.85592796,2.04486290,0.00062540,0.47523811,0.60594804,0.80955233,0.03370767,0.55809012
-5.84992496,2.01463106,0.00057396,0.47321135,0.59272143,0.80381529,0.03431553,0.54281520
-5.84392196,1.98775452,0.00052521,0.47212713,0.58209682,0.79965631,0.03482381,0.52841487
-5.83791896,1.96507336,0.00047928,0.47214833,0.57427041,0.79743937,0.03522794,0.51519192
-5.83191596,1.94726127,0.00043625,0.47340515,0.56935741,0.79746443,0.03552417,0.50339242
-5.82591296,1.93480339,0.00039618,0.47599085,0.56738904,0.79995673,0.03570965,0.49319740
-5.81990995,1.92797966,0.00035912,0.47995799,0.56831141,0.80505796,0.03578244,0.48471710
-5.81390695,1.92685425,0.00032508,0.48531547,0.57198680,0.81281947,0.03574152,0.47798789
-5.80790395,1.93127172,0.00029406,0.49202635,0.57819709,0.82319784,0.03558679,0.47297219
-5.80190095,1.94085997,0.00026602,0.50000667,0.58664937,0.83605316,0.03531909,0.46956131
-5.79589795,1.95504044,0.00024093,0.50912528,0.59698386,0.85114994,0.03494014,0.46758115
-5.78989495,1.97304509,0.00021872,0.51920499,0.60878379,0.86816118,0.03445258,0.46680060
-5.78389195,1.99394013,0.00019932,0.53002505,0.62158717,0.88667525,0.03385986,0.46694214
-5.77788894,2.01665576,0.00018263,0.54132513,0.63490015,0.90620599,0.03316628,0.46769446
-5.77188594,2.04002122,0.00016859,0.55281070,0.64821174,0.92620549,0.03237693,0.46872620
-5.76588294,2.06280405,0.00015709,0.56416008,0.66100927,0.94607966,0.03149764,0.46970060
-5.75987994,2.08375240,0.00014808,0.57503280,0.67279441,0.96520602,0.03053496,0.47029007
-5.75387694,2.10163894,0.00014149,0.58507924,0.68309897,0.98295324,0.02949615,0.47019040
-5.74787394,2.11530487,0.00013730,0.59395136,0.69150018,0.99870195,0.02838909,0.46913365
-5.74187094,2.12370250,0.00013549,0.60131401,0.69763478,1.01186605,0.02722231,0.46689952
-5.73586793,2.12593464,0.00013608,0.60685667,0.70121142,1.02191371,0.02600489,0.46332450
-5.72986493,2.12128954,0.00013914,0.61030495,0.70202095,1.02838736,0.02474646,0.45830855
-5.72386193,2.10926979,0.00014477,0.61143156,0.69994416,1.03092183,0.02345708,0.45181910
-5.71785893,2.08961414,0.00015311,0.61006613,0.69495673,1.02925988,0.02214724,0.44389213
-5.71185593,2.06231138,0.00016435,0.60610357,0.68713105,1.02326450,0.02082773,0.43463063
-5.70585293,2.02760564,0.00017871,0.59951042,0.67663507,1.01292732,0.01950952,0.42420027
-5.69984992,1.98599306,0.00019649,0.59032900,0.66372803,0.99837294,0.01820368,0.41282282
-5.69384692,1.93820984,0.00021801,0.57867909,0.64875334,0.97985879,0.01692125,0.40076750
-5.68784392,1.88521242,0.00024364,0.56475697,0.63212902,0.95777058,0.01567305,0.38834088
-5.68184092,1.82815036,0.00027380,0.54883193,0.61433587,0.93261354,0.01446956,0.37587558
-5.67583792,1.76833340,0.00030896,0.53124031,0.59590405,0.90499974,0.01332079,0.36371849
-5.66983492,1.70719374,0.00034963,0.51237728,0.57739853,0.87563207,0.01223605,0.35221888
-5.66383192,1.64624525,0.00039634,0.49268675,0.55940390,0.84528542,0.01122388,0.34171694
-5.65782891,1.58704096,0.00044968,0.47264978,0.54250916,0.81478596,0.01029186,0.33253298
-5.65182591,1.53113051,0.00051027,0.45277188,0.52729298,0.78498909,0.00944650,0.32495793
-5.64582291,1.48001888,0.00057872,0.43356981,0.51430976,0.75675692,0.00869310,0.31924508
-5.63981991,1.43512759,0.00065567,0.41555815,0.50407706,0.73093609,0.00803573,0.31560346
-5.63381691,1.39775955,0.00074176,0.39923630,0.49706442,0.70833647,0.00747708,0.31419277
-5.62781391,1.36906830,0.00083760,0.38507605,0.49368397,0.68971139,0.00701845,0.31512009
-5.62181091,1.35003211,0.00094376,0.37351031,0.49428279,0.67573985,0.00665975,0.31843804
-5.61580790,1.34143344,0.00106072,0.36492306,0.49913708,0.66701094,0.00639945,0.32414455
-5.60980490,1.34384365,0.00118889,0.35964081,0.50844807,0.66401092,0.00623465,0.33218391
-5.60380190,1.35761307,0.00132854,0.35792565,0.52233952,0.66711284,0.00616109,0.34244906
-5.59779890,1.38286610,0.00147976,0.35996997,0.54085684,0.67656879,0.00617327,0.35478484
-5.59179590,1.41950104,0.00164248,0.36589278,0.56396742,0.69250488,0.00626451,0.36899220
-5.58579290,1.46719439,0.00181634,0.37573775,0.59156238,0.71491861,0.00642708,0.38483303
-5.57978989,1.52540919,0.00200076,0.38947270,0.62345934,0.74367880,0.00665238,0.40203570
-5.57378689,1.59340711,0.00219485,0.40699066,0.65940635,0.77852771,0.00693105,0.42030106
-5.56778389,1.67026402,0.00239740,0.42811222,0.69908691,0.81908548,0.00725323,0.43930889
-5.56178089,1.75488882,0.00260686,0.45258932,0.74212612,0.86485665,0.00760875,0.45872479
-5.55577789,1.84604535,0.00282138,0.48011022,0.78809789,0.91523881,0.00798734,0.47820738
-5.54977489,1.94237724,0.00303877,0.51030564,0.83653353,0.96953329,0.00837893,0.49741579
-5.54377189,2.04243543,0.00325656,0.54275608,0.88693149,1.02695782,0.00877387,0.51601744
-5.53776888,2.14470831,0.00347201,0.57700017,0.93876850,1.08666116,0.00916320,0.53369596
-5.53176588,2.24765406,0.00368220,0.61254397,0.99151188,1.14773960,0.00953891,0.55015908
-5.52576288,2.34973472,0.00388410,0.64887116,1.04463308,1.20925501,0.00989417,0.56514654
-5.51975988,2.44945155,0.00407462,0.68545391,1.09762203,1.27025445,0.01022354,0.57843760
-5.51375688,2.54538086,0.00425071,0.72176432,1.15000216,1.32979078,0.01052314,0.58985806
-5.50775388,2.63620931,0.00440949,0.75728607,1.20134548,1.38694389,0.01079078,0.59928647
-5.50175088,2.72076775,0.00454831,0.79152610,1.25128722,1.44084212,0.01102606,0.60665940
-5.49574787,2.79806235,0.00466488,0.82402589,1.29953935,1.49068299,0.01123033,0.61197522
-5.48974487,2.86730167,0.00475733,0.85437203,1.34590233,1.53575281,0.01140671,0.61529648
-5.48374187,2.92791852,0.00482433,0.88220565,1.39027419,1.57544419,0.01155990,0.61675032
-5.47773887,2.97958533,0.00486510,0.90723030,1.43265638,1.60927093,0.01169606,0.61652703
-5.47173587,3.02222196,0.00487952,0.92921791,1.47315570,1.63687931,0.01182253,0.61487637
-5.46573287,3.05599524,0.00486807,0.94801259,1.51198167,1.65805553,0.01194751,0.61210180
-5.45972986,3.08130954,0.00483193,0.96353185,1.54943923,1.67272846,0.01207976,0.60855264
-5.45372686,3.09878844,0.00477284,0.97576532,1.58591641,1.68096774,0.01222817,0.60461418
-5.44772386,3.10924764,0.00469317,0.98477070,1.62186733,1.68297695,0.01240141,0.60069614
-5.44172086,3.11365993,0.00459572,0.99066733,1.65779077,1.67908200,0.01260748,0.59721967
-5.43571786,3.11311335,0.00448376,0.99362737,1.69420509,1.66971535,0.01285338,0.59460336
-5.42971486,3.10876409,0.00436082,0.99386512,1.73162045,1.65539643,0.01314468,0.59324873
-5.42371186,3.10178612,0.00423061,0.99162503,1.77050942,1.63670928,0.01348530,0.59352566
-5.41770885,3.09331966,0.00409692,0.98716874,1.81127744,1.61427831,0.01387721,0.59575838
-5.41170585,3.08442083,0.00396345,0.98076220,1.85423447,1.58874343,0.01432025,0.60021243
-5.40570285,3.07601483,0.00383373,0.97266318,1.89956932,1.56073553,0.01481211,0.60708332
-5.39969985,3.06885494,0.00371098,0.96311008,1.94732817,1.53085371,0.01534826,0.61648709
-5.39369685,3.06348926,0.00359801,0.95231246,1.99739842,1.49964513,0.01592209,0.62845346
-5.38769385,3.06023694,0.00349718,0.94044403,2.04949907,1.46758851,0.01652508,0.64292169
-5.38169085,3.05917521,0.00341027,0.92763819,2.10317837,1.43508206,0.01714706,0.65973948
-5.37568784,3.06013772,0.00333852,0.91398650,2.15781915,1.40243614,0.01777658,0.67866510
-5.36968484,3.06272457,0.00328253,0.89954013,2.21265207,1.36987111,0.01840127,0.69937253
