energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Ca_p_up,Ca_p_down,Ca_d_up,Ca_d_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.81390695,2.43558630,-2.57705242,0.01445368,-0.01360192,0.28423055,-0.30443167,0.01585509,-0.01715957,0.00000000,-0.00000000,1.26562071,-1.41465320,0.94633950,-0.96766177,0.01839442,-0.01880135,1.03221122,-1.09478431
-5.80790395,2.40316679,-2.53215439,0.01484586,-0.01402065,0.27940804,-0.29571255,0.01548529,-0.01686227,0.00000000,-0.00000000,1.21988551,-1.37903202,0.94821969,-0.94979018,0.01840510,-0.01882920,1.01696870,-1.08043661
-5.80190095,2.37295384,-2.48800696,0.01526906,-0.01445182,0.27505501,-0.28761152,0.01510540,-0.01653165,0.00000000,-0.00000000,1.17231487,-1.33945715,0.95313704,-0.93574306,0.01843255,-0.01884484,1.00189937,-1.06500399
-5.79589795,2.34536520,-2.44539304,0.01573029,-0.01490161,0.27115763,-0.28018544,0.01472207,-0.01617433,0.00000000,-0.00000000,1.12356765,-1.29655666,0.96085507,-0.92562482,0.01848486,-0.01885732,0.98733963,-1.04889952
-5.78989495,2.32070767,-2.40504457,0.01623583,-0.01537640,0.26768960,-0.27347750,0.01434170,-0.01579725,0.00000000,-0.00000000,1.07428431,-1.25099091,0.97106913,-0.91946826,0.01856920,-0.01887577,0.97358463,-1.03253567
-5.78389195,2.29916348,-2.36761639,0.01679095,-0.01588241,0.26461224,-0.26751559,0.01397020,-0.01540747,0.00000000,-0.00000000,1.02507254,-1.20343525,0.98340953,-0.91722984,0.01869158,-0.01890910,0.96087863,-1.01631042
-5.77788894,2.28078220,-2.33366154,0.01739956,-0.01642540,0.26187537,-0.26231083,0.01361292,-0.01501203,0.00000000,-0.00000000,0.97649473,-1.15456268,0.99744760,-0.91878592,0.01885665,-0.01896564,0.94940738,-1.00059374
-5.77188594,2.26547881,-2.30360922,0.01806400,-0.01701038,0.25941885,-0.25785641,0.01327448,-0.01461773,0.00000000,-0.00000000,0.92905762,-1.10502733,1.01270470,-0.92393068,0.01906753,-0.01905282,0.93929304,-0.98571504
-5.76588294,2.25303832,-2.27774680,0.01878485,-0.01764130,0.25717485,-0.25412689,0.01295869,-0.01423094,0.00000000,-0.00000000,0.88320455,-1.05544913,1.02866409,-0.93237604,0.01932574,-0.01917694,0.93059179,-0.97195233
-5.75987994,2.24312677,-2.25620692,0.01956077,-0.01832079,0.25507083,-0.25107816,0.01266849,-0.01385747,0.00000000,-0.00000000,0.83931041,-1.00640038,1.04478557,-0.94375403,0.01963114,-0.01934292,0.92329428,-0.95952326
-5.75387694,2.23530831,-2.23896063,0.02038848,-0.01904997,0.25303306,-0.24864806,0.01240591,-0.01350242,0.00000000,-0.00000000,0.79767939,-0.95839465,1.06052217,-0.95762206,0.01998200,-0.01955413,0.91732882,-0.94857871
-5.74787394,2.22906760,-2.22581731,0.02126274,-0.01982824,0.25099057,-0.24675782,0.01217209,-0.01317006,0.00000000,-0.00000000,0.75854547,-0.91187826,1.07533857,-0.97347113,0.02037508,-0.01981230,0.91256719,-0.93919920
-5.74187094,2.22383627,-2.21643149,0.02217644,-0.02065323,0.24887932,-0.24531428,0.01196729,-0.01286375,0.00000000,-0.00000000,0.72207534,-0.86722475,1.08873024,-0.99073716,0.02080572,-0.02011747,0.90883263,-0.93139410
-5.73586793,2.21902222,-2.21031680,0.02312073,-0.02152078,0.24664640,-0.24421299,0.01179096,-0.01258593,0.00000000,-0.00000000,0.68837364,-0.82473225,1.10024257,-1.00881521,0.02126806,-0.02046800,0.90590961,-0.92510391
-5.72986493,2.21404007,-2.20686623,0.02408526,-0.02242490,0.24425406,-0.24334198,0.01164185,-0.01233805,0.00000000,-0.00000000,0.65748978,-0.78462382,1.10948897,-1.02707630,0.02175523,-0.02086067,0.90355489,-0.92020529
-5.72386193,2.20834112,-2.20537821,0.02505841,-0.02335797,0.24168323,-0.24258618,0.01151809,-0.01212066,0.00000000,-0.00000000,0.62942618,-0.74705054,1.11616702,-1.04488632,0.02225955,-0.02129077,0.90150908,-0.91651859
-5.71785893,2.20144105,-2.20508710,0.02602755,-0.02431083,0.23893643,-0.24183225,0.01141730,-0.01193341,0.00000000,-0.00000000,0.60414713,-0.71209700,1.12007176,-1.06162629,0.02277274,-0.02175232,0.89950831,-0.91381755
-5.71185593,2.19294400,-2.20519673,0.02697939,-0.02527303,0.23603974,-0.24097376,0.01133670,-0.01177516,0.00000000,-0.00000000,0.58158790,-0.67978893,1.12110533,-1.07671320,0.02328619,-0.02223823,0.89729518,-0.91184045
-5.70585293,2.18256146,-2.20491539,0.02790026,-0.02623306,0.23304378,-0.23991630,0.01127324,-0.01164405,0.00000000,-0.00000000,0.56166348,-0.65010220,1.11928228,-1.08962053,0.02379109,-0.02274054,0.89462866,-0.91030239
-5.69984992,2.17012500,-2.20349036,0.02877641,-0.02717863,0.23002352,-0.23858241,0.01122372,-0.01153765,0.00000000,-0.00000000,0.54427651,-0.62297293,1.11473024,-1.09989747,0.02427863,-0.02325068,0.89129232,-0.90890771
-5.69384692,2.15559223,-2.20024051,0.02959435,-0.02809697,0.22707679,-0.23691602,0.01118485,-0.01145306,0.00000000,-0.00000000,0.52932402,-0.59830800,1.10768554,-1.10718582,0.02474019,-0.02375963,0.88710072,-0.90736232
-5.68784392,2.13904561,-2.19458503,0.03034108,-0.02897508,0.22432163,-0.23488624,0.01115335,-0.01138704,0.00000000,-0.00000000,0.51670268,-0.57599539,1.09848405,-1.11123397,0.02516741,-0.02425820,0.88190371,-0.90538491
-5.68184092,2.12068437,-2.18606724,0.03100433,-0.02980008,0.22189235,-0.23249014,0.01112602,-0.01133612,0.00000000,-0.00000000,0.50631237,-0.55591389,1.08754744,-1.11190684,0.02555230,-0.02473718,0.87558861,-0.90271703
-5.67583792,2.10081006,-2.17437211,0.03157281,-0.03055940,0.21993454,-0.22975449,0.01109976,-0.01129670,0.00000000,-0.00000000,0.49805802,-0.53794179,1.07536538,-1.10919162,0.02588735,-0.02518753,0.86808048,-0.89913118
-5.66983492,2.07980672,-2.15933688,0.03203636,-0.03124106,0.21859923,-0.22673626,0.01107168,-0.01126518,0.00000000,-0.00000000,0.49184983,-0.52196403,1.06247458,-1.10319862,0.02616557,-0.02560053,0.85934063,-0.89443700
-5.66383192,2.05811690,-2.14095438,0.03238609,-0.03183387,0.21803629,-0.22352173,0.01103905,-0.01123801,0.00000000,-0.00000000,0.48760197,-0.50787779,1.04943548,-1.09415730,0.02638057,-0.02596787,0.84936372,-0.88848533
-5.65782891,2.03621517,-2.11936916,0.03261456,-0.03232760,0.21838742,-0.22022441,0.01099938,-0.01121177,0.00000000,-0.00000000,0.48523002,-0.49559612,1.03680786,-1.08240747,0.02652659,-0.02628179,0.83817402,-0.88117011
-5.65182591,2.01458046,-2.09486680,0.03271582,-0.03271316,0.21977916,-0.21698148,0.01095041,-0.01118325,0.00000000,-0.00000000,0.48464761,-0.48504987,1.02512632,-1.06838615,0.02659858,-0.02653513,0.82582096,-0.87242836
-5.64582291,1.99366927,-2.06785727,0.03268550,-0.03298269,0.22231596,-0.21394919,0.01089015,-0.01114944,0.00000000,-0.00000000,0.48576245,-0.47618769,1.01487696,-1.05261046,0.02659226,-0.02672142,0.81237480,-0.86223855
-5.63981991,1.97389098,-2.03885332,0.03252092,-0.03312970,0.22607398,-0.21129711,0.01081690,-0.01110765,0.00000000,-0.00000000,0.48847235,-0.46897453,1.00647641,-1.03565740,0.02650423,-0.02683493,0.79792246,-0.85061756
-5.63381691,1.95558696,-2.00844526,0.03222109,-0.03314915,0.23109564,-0.20920159,0.01072929,-0.01105544,0.00000000,-0.00000000,0.49266143,-0.46338865,1.00025408,-1.01814139,0.02633203,-0.02687075,0.78256406,-0.83761676
-5.62781391,1.93901447,-1.97727345,0.03178675,-0.03303752,0.23738549,-0.20783864,0.01062630,-0.01099073,0.00000000,-0.00000000,0.49819711,-0.45941760,0.99643869,-1.00069047,0.02607430,-0.02682486,0.76641025,-0.82331754
-5.62181091,1.92433631,-1.94599997,0.03122041,-0.03279287,0.24490744,-0.20737647,0.01050732,-0.01091181,0.00000000,-0.00000000,0.50492795,-0.45705341,0.99514960,-0.98392229,0.02573082,-0.02669421,0.74958061,-0.80782667
-5.61580790,1.91161667,-1.91528092,0.03052630,-0.03241491,0.25358366,-0.20796804,0.01037219,-0.01081734,0.00000000,-0.00000000,0.51268272,-0.45628729,0.99639357,-0.96842084,0.02530267,-0.02647679,0.73220287,-0.79127187
-5.60980490,1.90082338,-1.88574048,0.02971040,-0.03190500,0.26329533,-0.20974395,0.01022124,-0.01070638,0.00000000,-0.00000000,0.52127092,-0.45710423,1.00006683,-0.95471493,0.02479235,-0.02617175,0.71441313,-0.77379775
-5.60380190,1.89183626,-1.85794797,0.02878033,-0.03126622,0.27388515,-0.21280595,0.01005535,-0.01057846,0.00000000,-0.00000000,0.53048450,-0.45947785,1.00596272,-0.94325929,0.02420376,-0.02577947,0.69635666,-0.75556236
-5.59779890,1.88446104,-1.83239875,0.02774529,-0.03050334,0.28516175,-0.21722135,0.00987596,-0.01043358,0.00000000,-0.00000000,0.54010115,-0.46336569,1.01378434,-0.93441909,0.02354235,-0.02530164,0.67818912,-0.73673441
-5.59179590,1.87844786,-1.80949966,0.02661593,-0.02962281,0.29690569,-0.22301867,0.00968508,-0.01027223,0.00000000,-0.00000000,0.54988868,-0.46870518,1.02316157,-0.92845841,0.02281505,-0.02474133,0.66007792,-0.71749109
-5.58579290,1.87351329,-1.78955929,0.02540418,-0.02863268,0.30887705,-0.23018471,0.00948534,-0.01009543,0.00000000,-0.00000000,0.55961048,-0.47541063,1.03367185,-0.92553325,0.02203027,-0.02410304,0.64220325,-0.69801651
-5.57978989,1.86936448,-1.77278340,0.02412306,-0.02754255,0.32082417,-0.23866321,0.00927991,-0.00990470,0.00000000,-0.00000000,0.56903172,-0.48337122,1.04486349,-0.92568915,0.02119779,-0.02339270,0.62475868,-0.67850051
-5.57378689,1.86572398,-1.75927538,0.02278643,-0.02636341,0.33249315,-0.24835534,0.00907248,-0.00970213,0.00000000,-0.00000000,0.57792588,-0.49245016,1.05628037,-0.92886356,0.02032861,-0.02261765,0.60795085,-0.65913776
-5.56778389,1.86235371,-1.74904137,0.02140875,-0.02510749,0.34363782,-0.25912181,0.00886721,-0.00949028,0.00000000,-0.00000000,0.58608148,-0.50248510,1.06748702,-0.93489287,0.01943476,-0.02178659,0.59199817,-0.64012681
-5.56178089,1.85907661,-1.74199975,0.02000476,-0.02378804,0.35402964,-0.27078692,0.00866862,-0.00927220,0.00000000,-0.00000000,0.59330834,-0.51328979,1.07809237,-0.94352365,0.01852905,-0.02090942,0.57712840,-0.62166917
-5.55577789,1.85579476,-1.73799420,0.01858922,-0.02241910,0.36346695,-0.28314408,0.00848146,-0.00905137,0.00000000,-0.00000000,0.59944328,-0.52465679,1.08777136,-0.95442762,0.01762478,-0.01999711,0.56357499,-0.60396794
-5.54977489,1.85250252,-1.73680975,0.01717655,-0.02101520,0.37178333,-0.29596294,0.00831059,-0.00883159,0.00000000,-0.00000000,0.60435482,-0.53636141,1.09628294,-0.96721973,0.01673544,-0.01906150,0.55157220,-0.58722615
-5.54377189,1.84929403,-1.73819078,0.01578060,-0.01959110,0.37885434,-0.30899757,0.00816084,-0.00861695,0.00000000,-0.00000000,0.60794661,-0.54816647,1.10348358,-0.98147841,0.01587437,-0.01811505,0.54134927,-0.57164463
-5.53776888,1.84636436,-1.74186019,0.01441430,-0.01816145,0.38460255,-0.32199557,0.00803683,-0.00841171,0.00000000,-0.00000000,0.61015951,-0.55982792,1.10933548,-0.99676714,0.01505440,-0.01717057,0.53312364,-0.55741938
-5.53176588,1.84400388,-1.74753862,0.01308948,-0.01674050,0.38900032,-0.33470755,0.00794282,-0.00822015,0.00000000,-0.00000000,0.61097206,-0.57110099,1.11390894,-1.01265629,0.01428756,-0.01624094,0.52709360,-0.54473851
-5.52576288,1.84258609,-1.75496281,0.01181662,-0.01534181,0.39207037,-0.34689669,0.00788256,-0.00804652,0.00000000,-0.00000000,0.61039946,-0.58174661,1.11737860,-1.02874412,0.01358469,-0.01533882,0.52343064,-0.53377890
-5.51975988,1.84254919,-1.76390204,0.01060470,-0.01397795,0.39388382,-0.35834778,0.00785912,-0.00789484,0.00000000,-0.00000000,0.60849097,-0.59153794,1.12001367,-1.04467596,0.01295525,-0.01447634,0.52227179,-0.52470246
-5.51375688,1.84437216,-1.77417178,0.00946110,-0.01266031,0.39455601,-0.36887541,0.00787476,-0.00776887,0.00000000,-0.00000000,0.60532607,-0.60026673,1.12216249,-1.06016058,0.01240698,-0.01366483,0.52371235,-0.51765246
-5.50775388,1.84854646,-1.78564370,0.00839152,-0.01139884,0.39424014,-0.37833079,0.00793084,-0.00767191,0.00000000,-0.00000000,0.60100940,-0.60774905,1.12423215,-1.07498272,0.01194575,-0.01291455,0.52779923,-0.51274967
-5.50175088,1.85554474,-1.79825129,0.00740000,-0.01020198,0.39311897,-0.38660687,0.00802769,-0.00760677,0.00000000,-0.00000000,0.59566495,-0.61383044,1.12666414,-1.08901128,0.01157542,-0.01223449,0.53452544,-0.51008873
-5.49574787,1.86578803,-1.81199073,0.00648896,-0.00907649,0.39139527,-0.39364151,0.00816458,-0.00757563,0.00000000,-0.00000000,0.58942961,-0.61838994,1.12990728,-1.10220241,0.01129772,-0.01163216,0.54382575,-0.50973478
-5.48974487,1.87961328,-1.82691666,0.00565931,-0.00802748,0.38928117,-0.39941838,0.00833971,-0.00757998,0.00000000,-0.00000000,0.58244669,-0.62134301,1.13438934,-1.11459738,0.01111224,-0.01111344,0.55557398,-0.51172034
-5.48374187,1.89724302,-1.84313282,0.00491053,-0.00705837,0.38698723,-0.40396573,0.00855016,-0.00762060,0.00000000,-0.00000000,0.57485958,-0.62264311,1.14048883,-1.12631520,0.01101644,-0.01068250,0.56958201,-0.51604266
-5.47773887,1.91875888,-1.86077801,0.00424092,-0.00617099,0.38471171,-0.40735277,0.00879199,-0.00769746,0.00000000,-0.00000000,0.56680593,-0.62228191,1.14850864,-1.13754023,0.01100578,-0.01034169,0.58560075,-0.52266157
-5.47173587,1.94408068,-1.88000788,0.00364769,-0.00536570,0.38263060,-0.40968419,0.00906027,-0.00780974,0.00000000,-0.00000000,0.55841270,-0.62028805,1.15865288,-1.14850546,0.01107382,-0.01009160,0.60332311,-0.53149788
-5.46573287,1.97295262,-1.90097349,0.00312727,-0.00464149,0.38088897,-0.41109274,0.00934920,-0.00795585,0.00000000,-0.00000000,0.54979238,-0.61672459,1.17100848,-1.15947220,0.01121247,-0.00993101,0.62238906,-0.54243235
-5.45972986,2.00493758,-1.92379786,0.00267543,-0.00399618,0.37959417,-0.41173061,0.00965227,-0.00813338,0.00000000,-0.00000000,0.54104038,-0.61168530,1.18553251,-1.17070743,0.01141217,-0.00985702,0.64239263,-0.55530546
-5.45372686,2.03942042,-1.94855192,0.00228755,-0.00342665,0.37881107,-0.41175987,0.00996238,-0.00833920,0.00000000,-0.00000000,0.53223395,-0.60528989,1.20204625,-1.18246004,0.01166225,-0.00986510,0.66289097,-0.56991791
-5.44772386,2.07562059,-1.97523134,0.00195881,-0.00292898,0.37855983,-0.41134256,0.01027205,-0.00856948,0.00000000,-0.00000000,0.52343247,-0.59767866,1.22023638,-1.19493733,0.01195119,-0.00994925,0.68341507,-0.58603195
-5.44172086,2.11261385,-2.00373604,0.00168439,-0.00249871,0.37881602,-0.41063106,0.01057362,-0.00881976,0.00000000,-0.00000000,0.51467912,-0.58900665,1.23966352,-1.20828331,0.01226703,-0.01010219,0.70348205,-0.60337377
-5.43571786,2.14936257,-2.03385383,0.00145962,-0.00213104,0.37951330,-0.40975925,0.01085947,-0.00908506,0.00000000,-0.00000000,0.50600380,-0.57943776,1.25977775,-1.22256018,0.01259769,-0.01031550,0.72260855,-0.62163692
-5.42971486,2.18475330,-2.06524964,0.00128019,-0.00182101,0.38054834,-0.40883499,0.01112223,-0.00935992,0.00000000,-0.00000000,0.49742705,-0.56913917,1.27994052,-1.23773416,0.01293141,-0.01057990,0.74032508,-0.64048693
-5.42371186,2.21764020,-2.09746163,0.00114228,-0.00156372,0.38178766,-0.40793430,0.01135501,-0.00963858,0.00000000,-0.00000000,0.48896469,-0.55827634,1.29945184,-1.25366691,0.01325709,-0.01088545,0.75619053,-0.65956710
-5.41770885,2.24689222,-2.12990491,0.00104267,-0.00135447,0.38307612,-0.40709770,0.01155158,-0.00991506,0.00000000,-0.00000000,0.48063294,-0.54700882,1.31758134,-1.27011308,0.01356468,-0.01122186,0.76980664,-0.67850556
-5.41170585,2.27144194,-2.16188338,0.00097886,-0.00118894,0.38424630,-0.40632878,0.01170663,-0.01018331,0.00000000,-0.00000000,0.47245341,-0.53548720,1.33360179,-1.28672448,0.01384554,-0.01157873,0.78083171,-0.69692356
-5.40570285,2.29033350,-2.19260956,0.00094915,-0.00106331,0.38512846,-0.40559520,0.01181588,-0.01043738,0.00000000,-0.00000000,0.46445797,-0.52385116,1.34682305,-1.30306092,0.01409275,-0.01194586,0.78899309,-0.71444482
-5.39969985,2.30276721,-2.22123183,0.00095270,-0.00097439,0.38556037,-0.40483189,0.01187626,-0.01067153,0.00000000,-0.00000000,0.45669277,-0.51222886,1.35662491,-1.31860717,0.01430140,-0.01231359,0.79409785,-0.73070570
-5.39369685,2.30813866,-2.24686800,0.00098959,-0.00091969,0.38539638,-0.40394639,0.01188600,-0.01088041,0.00000000,-0.00000000,0.44922128,-0.50073737,1.36248685,-1.33279538,0.01446880,-0.01267305,0.79604109,-0.74536604
-5.38769385,2.30606984,-2.26864367,0.00106083,-0.00089754,0.38451541,-0.40282589,0.01184472,-0.01105923,0.00000000,-0.00000000,0.44212609,-0.48948424,1.36401327,-1.34503176,0.01459463,-0.01301651,0.79481159,-0.75812020
-5.38169085,2.29643091,-2.28573340,0.00116837,-0.00090713,0.38282724,-0.40134554,0.01175340,-0.01120387,0.00000000,-0.00000000,0.43550918,-0.47856980,1.36095278,-1.35472608,0.01468102,-0.01333760,0.79049425,-0.76870785
-5.37568784,2.27935102,-2.29740249,0.00131506,-0.00094855,0.38027682,-0.39937752,0.01161442,-0.01131104,0.00000000,-0.00000000,0.42949049,-0.46809006,1.35321051,-1.36132239,0.01473255,-0.01363164,0.78326925,-0.77692405
-5.36968484,2.25521755,-2.30304707,0.00150462,-0.00102282,0.37684651,-0.39680030,0.01143144,-0.01137839,0.00000000,-0.00000000,0.42420497,-0.45813965,1.34085286,-1.36432921,0.01475616,-0.01389577,0.77340762,-0.78262808
-5.36368184,2.22466360,-2.30222998,0.00174158,-0.00113191,0.37255592,-0.39350752,0.01120928,-0.01140457,0.00000000,-0.00000000,0.41979794,-0.44881472,1.32410434,-1.36334741,0.01476095,-0.01412916,0.76126355,-0.78575051
-5.35767884,2.18854421,-2.29471036,0.00203111,-0.00127871,0.36745976,-0.38941592,0.01095378,-0.01138932,0.00000000,-0.00000000,0.41641910,-0.44021526,1.30333695,-1.35809425,0.01475796,-0.01433312,0.74726327,-0.78629805
-5.35167584,2.14790220,-2.28046497,0.00237895,-0.00146698,0.36164354,-0.38447192,0.01067159,-0.01133349,0.00000000,-0.00000000,0.41421531,-0.43244656,1.27905247,-1.34842206,0.01475974,-0.01451109,0.73189117,-0.78435570
-5.34567284,2.10392549,-2.25969969,0.00279118,-0.00170131,0.35521771,-0.37865631,0.01036992,-0.01123898,0.00000000,-0.00000000,0.41332263,-0.42561956,1.25185880,-1.33433043,0.01478000,-0.01466859,0.71567333,-0.78008601
