energy_ev,total_up,C_s_up,C_p_up,Ir_p_up,Ir_d_up,Te_p_up,Te_d_up,Zn_p_up,Zn_d_up
-6.00000000,1.68686493,0.01591280,0.29764422,0.44202592,0.56367338,0.49126786,0.00000000,0.75501734,0.07401403
-5.99399700,1.68369632,0.01652776,0.29249656,0.43506033,0.56372094,0.49621912,0.00000000,0.75503952,0.07370982
-5.98799400,1.67572818,0.01709419,0.28614166,0.42659441,0.56337148,0.49984598,0.00000000,0.75112973,0.07305109
-5.98199100,1.66319115,0.01759850,0.27867448,0.41677306,0.56269169,0.50218548,0.00000000,0.74337238,0.07204648
-5.97598799,1.64647247,0.01802821,0.27020883,0.40577108,0.56179639,0.50332264,0.00000000,0.73194804,0.07071373
-5.96998499,1.62609413,0.01837227,0.26087438,0.39378803,0.56083793,0.50338397,0.00000000,0.71712584,0.06907894
-5.96398199,1.60268571,0.01862149,0.25081320,0.38104215,0.55999415,0.50252930,0.00000000,0.69925264,0.06717545
-5.95797899,1.57695334,0.01876884,0.24017586,0.36776361,0.55945540,0.50094216,0.00000000,0.67873931,0.06504251
-5.95197599,1.54964627,0.01880972,0.22911738,0.35418730,0.55941134,0.49881931,0.00000000,0.65604506,0.06272372
-5.94597299,1.52152281,0.01874213,0.21779304,0.34054557,0.56003806,0.49636001,0.00000000,0.63166045,0.06026537
-5.93996998,1.49331737,0.01856679,0.20635435,0.32706107,0.56148650,0.49375548,0.00000000,0.60608993,0.05771480
-5.93396698,1.46571038,0.01828714,0.19494536,0.31394020,0.56387246,0.49117935,0.00000000,0.57983487,0.05511877
-5.92796398,1.43930255,0.01790931,0.18369934,0.30136736,0.56726912,0.48877947,0.00000000,0.55337761,0.05252194
-5.92196098,1.41459471,0.01744190,0.17273614,0.28950022,0.57170221,0.48667146,0.00000000,0.52716748,0.04996561
-5.91595798,1.39197429,0.01689581,0.16216017,0.27846627,0.57714838,0.48493452,0.00000000,0.50160913,0.04748666
-5.90995498,1.37170888,0.01628393,0.15205921,0.26836076,0.58353666,0.48360952,0.00000000,0.47705364,0.04511675
-5.90395198,1.35394699,0.01562075,0.14250395,0.25924606,0.59075311,0.48269952,0.00000000,0.45379264,0.04288184
-5.89794897,1.33872570,0.01492198,0.13354826,0.25115244,0.59864831,0.48217248,0.00000000,0.43205542,0.04080204
-5.89194597,1.32598444,0.01420412,0.12523021,0.24408015,0.60704720,0.48196614,0.00000000,0.41200895,0.03889164
-5.88594297,1.31558378,0.01348400,0.11757360,0.23800268,0.61576084,0.48199449,0.00000000,0.39376047,0.03715943
-5.87993997,1.30732777,0.01277833,0.11059000,0.23287091,0.62459905,0.48215549,0.00000000,0.37736238,0.03560931
-5.87393697,1.30098831,0.01210325,0.10428103,0.22861792,0.63338350,0.48233947,0.00000000,0.36281870,0.03424088
-5.86793397,1.29632973,0.01147392,0.09864081,0.22516414,0.64195998,0.48243764,0.00000000,0.35009278,0.03305026
-5.86193097,1.29313189,0.01090415,0.09365836,0.22242256,0.65020942,0.48235013,0.00000000,0.33911557,0.03203088
-5.85592796,1.29121024,0.01040601,0.08931983,0.22030366,0.65805659,0.48199302,0.00000000,0.32979391,0.03117432
-5.84992496,1.29043140,0.00998962,0.08561035,0.21871985,0.66547596,0.48130399,0.00000000,0.32201834,0.03047097
-5.84392196,1.29072330,0.00966283,0.08251554,0.21758912,0.67249429,0.48024610,0.00000000,0.31567001,0.02991072
-5.83791896,1.29207903,0.00943110,0.08002241,0.21683777,0.67918961,0.47880959,0.00000000,0.31062643,0.02948344
-5.83191596,1.29455437,0.00929734,0.07811978,0.21640212,0.68568648,0.47701156,0.00000000,0.30676573,0.02917930
-5.82591296,1.29825895,0.00926191,0.07679814,0.21622919,0.69214789,0.47489353,0.00000000,0.30396949,0.02898894
-5.81990995,1.30334180,0.00932257,0.07604896,0.21627626,0.69876397,0.47251729,0.00000000,0.30212407,0.02890356
-5.81390695,1.30997228,0.00947460,0.07586358,0.21650960,0.70573834,0.46995903,0.00000000,0.30112067,0.02891477
-5.80790395,1.31831766,0.00971090,0.07623174,0.21690245,0.71327266,0.46730249,0.00000000,0.30085424,0.02901438
-5.80190095,1.32851893,0.01002220,0.07713990,0.21743237,0.72155048,0.46463145,0.00000000,0.30122168,0.02919413
-5.79589795,1.34066665,0.01039728,0.07856949,0.21807837,0.73072128,0.46202212,0.00000000,0.30211954,0.02944534
-5.78989495,1.35477842,0.01082331,0.08049514,0.21881799,0.74088570,0.45953605,0.00000000,0.30344172,0.02975861
-5.78389195,1.37077980,0.01128616,0.08288321,0.21962453,0.75208294,0.45721394,0.00000000,0.30507731,0.03012351
-5.77788894,1.38848995,0.01177079,0.08569058,0.22046483,0.76428112,0.45507091,0.00000000,0.30690911,0.03052835
-5.77188594,1.40761341,0.01226169,0.08886391,0.22129754,0.77737142,0.45309353,0.00000000,0.30881287,0.03096007
-5.76588294,1.42773857,0.01274327,0.09233945,0.22207232,0.79116629,0.45123873,0.00000000,0.31065756,0.03140427
-5.75987994,1.44834346,0.01320031,0.09604339,0.22272983,0.80540223,0.44943488,0.00000000,0.31230662,0.03184524
-5.75387694,1.46880858,0.01361843,0.09989288,0.22320259,0.81974681,0.44758487,0.00000000,0.31362028,0.03226630
-5.74787394,1.48843650,0.01398445,0.10379759,0.22341677,0.83381003,0.44557097,0.00000000,0.31445886,0.03265014
-5.74187094,1.50647712,0.01428680,0.10766182,0.22329466,0.84715917,0.44326132,0.00000000,0.31468671,0.03297926
