energy_ev,total_up,C_s_up,C_p_up,Li_s_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-3.19659830,5.72325180,0.00317284,1.11857342,0.22573758,0.02331958,2.56972788,1.87335789,1.70670975
-3.19059530,5.79872670,0.00339826,1.16932438,0.20582952,0.02464809,2.55689117,1.91133962,1.75382760
-3.18459230,5.89634566,0.00363036,1.22374561,0.18794937,0.02600358,2.55474595,1.95877992,1.80642439
-3.17858929,6.01503645,0.00386630,1.28214714,0.17210050,0.02736901,2.56199964,2.01517457,1.86456461
-3.17258629,6.15359070,0.00410349,1.34491713,0.15824710,0.02872848,2.57714897,2.08001685,1.92832928
-3.16658329,6.31076304,0.00433968,1.41252396,0.14632190,0.03006806,2.59855009,2.15284798,1.99782863
-3.16058029,6.48536461,0.00457312,1.48551393,0.13623406,0.03137651,2.62449118,2.23330523,2.07321097
-3.15457729,6.67634620,0.00480257,1.56450396,0.12787707,0.03264597,2.65326473,2.32116506,2.15466705
-3.14857429,6.88286645,0.00502745,1.65016924,0.12113614,0.03387253,2.68323623,2.41637861,2.24242951
-3.14257129,7.10434154,0.00524784,1.74322590,0.11589495,0.03505678,2.71290665,2.51909711,2.33676697
-3.13656828,7.34047359,0.00546455,1.84440896,0.11204135,0.03620401,2.74096621,2.62968514,2.43797308
-3.13056528,7.59125599,0.00567907,1.95444599,0.10947199,0.03732440,2.76633743,2.74872004,2.54635062
-3.12456228,7.85695512,0.00589359,2.07402730,0.10809564,0.03843283,2.78820602,2.87697640,2.66219134
-3.11855928,8.13806880,0.00611085,2.20377323,0.10783525,0.03954862,2.80603866,3.01539539,2.78575224
-3.11255628,8.43526318,0.00633409,2.34419988,0.10862868,0.04069488,2.81958744,3.16503904,2.91722936
-3.10655328,8.74929059,0.00656684,2.49568408,0.11042823,0.04189778,2.82888110,3.32703082,3.05673002
-3.10055028,9.08089202,0.00681280,2.65842892,0.11319904,0.04318550,2.83420408,3.50248443,3.20424475
-3.09454727,9.43068858,0.00707559,2.83243104,0.11691657,0.04458712,2.83606466,3.69242343,3.35962016
-3.08854427,9.79906697,0.00735852,3.01745095,0.12156334,0.04613133,2.83515418,3.89769519,3.52253377
-3.08254127,10.18606449,0.00766442,3.21298759,0.12712511,0.04784508,2.83229926,4.11888311,3.69247220
-3.07653827,10.59125939,0.00799537,3.41825827,0.13358682,0.04975222,2.82840985,4.35622145,3.86871352
-3.07053527,11.01367211,0.00835253,3.63218526,0.14092850,0.05187218,2.82442528,4.60951736,4.05031496
-3.06453227,11.45168315,0.00873593,3.85338972,0.14912135,0.05421879,2.82126124,4.87808464,4.23610659
-3.05852926,11.90297228,0.00914439,4.08019407,0.15812424,0.05679923,2.81975998,5.16069352,4.42469177
-3.05252626,12.36448364,0.00957541,4.31063331,0.16788086,0.05961320,2.82064594,5.45554016,4.61445476
-3.04652326,12.83241984,0.01002513,4.54247550,0.17831757,0.06265238,2.82448896,5.76023900,4.80357578
-3.04052026,13.30226730,0.01048841,4.77325187,0.18934223,0.06590017,2.83167630,6.07183984,4.99005360
-3.03451726,13.76885383,0.01095888,5.00029596,0.20084389,0.06933168,2.84239479,6.38687067,5.17173551
-3.02851426,14.22643787,0.01142915,5.22079150,0.21269351,0.07291416,2.85662348,6.70140593,5.34635409
-3.02251126,14.66882756,0.01189101,5.43182804,0.22474562,0.07660757,2.87413697,7.01115851,5.51157037
-3.01650825,15.08952643,0.01233565,5.63046309,0.23684084,0.08036559,2.89451884,7.31159265,5.66502230
-3.01050525,15.48190099,0.01275405,5.81378920,0.24880910,0.08413675,2.91718450,7.59805379,5.80437734
-3.00450225,15.83936474,0.01313722,5.97900409,0.26047360,0.08786587,2.94141191,7.86591008,5.92738797
-2.99849925,16.15557174,0.01347659,6.12348163,0.27165503,0.09149553,2.96637869,8.11070009,6.03194836
-2.99249625,16.42461262,0.01376429,6.24484152,0.28217613,0.09496775,2.99120381,8.32828009,6.11615062
-2.98649325,16.64120517,0.01399347,6.34101499,0.29186624,0.09822560,3.01499163,8.51496466,6.17833863
-2.98049025,16.80087213,0.01415860,6.41030439,0.30056572,0.10121490,3.03687642,8.66765432,6.21715776
-2.97448724,16.90009846,0.01425561,6.45143420,0.30812999,0.10388569,3.05606518,8.78394425,6.23159848
-2.96848424,16.93646169,0.01428210,6.46359140,0.31443316,0.10619374,3.07187681,8.86220934,6.22103216
-2.96248124,16.90872954,0.01423741,6.44645354,0.31937099,0.10810172,3.08377604,8.90166138,6.18523760
-2.95647824,16.81692021,0.01412264,6.40020315,0.32286316,0.10958028,3.09140037,8.90237595,6.12441686
-2.95047524,16.66232251,0.01394059,6.32552761,0.32485482,0.11060882,3.09457908,8.86528764,6.03919957
-2.94447224,16.44747435,0.01369564,6.22360434,0.32531731,0.11117607,3.09334330,8.79215375,5.93063517
-2.93846923,16.17609983,0.01339358,6.09607151,0.32424823,0.11128031,3.08792675,8.68548825,5.80017287
-2.93246623,15.85300705,0.01304138,5.94498522,0.32167068,0.11092940,3.07875714,8.54846883,5.64962985
-2.92646323,15.48395007,0.01264694,5.77276466,0.31763190,0.11014051,3.06643839,8.38482119,5.48114846
-2.92046023,15.07546020,0.01221875,5.58212703,0.31220140,0.10893958,3.05172449,8.19868580,5.29714375
-2.91445723,14.63465296,0.01176565,5.37601486,0.30546855,0.10736054,3.03548606,7.99447273,5.10024299
-2.90845423,14.16901781,0.01129650,5.15751800,0.29753990,0.10544435,3.01867089,7.77671094,4.89321923
-2.90245123,13.68619878,0.01081990,4.92979351,0.28853618,0.10323785,3.00226013,7.54989807,4.67892132
-2.89644822,13.19377422,0.01034395,4.69598609,0.27858920,0.10079235,2.98722200,7.31835712,4.46020260
-2.89044522,12.69904380,0.00987601,4.45915197,0.26783873,0.09816227,2.97446503,7.08610541,4.23985104
-2.88444222,12.20883078,0.00942252,4.22218881,0.25642938,0.09540358,2.96479279,6.85674083,4.02052313
-2.87843922,11.72930655,0.00898890,3.98777402,0.24450763,0.09257226,2.95886222,6.63334938,3.80468383
-2.87243622,11.26584363,0.00857941,3.75831323,0.23221906,0.08972278,2.95714752,6.41843692,3.59455457
-2.86643322,10.82290194,0.00819717,3.53590043,0.21970578,0.08690667,2.95991124,6.21388696,3.39207106
-2.86043022,10.40395185,0.00784413,3.32229056,0.20710421,0.08417116,2.96718412,6.02094499,3.19885201
-2.85442721,10.01143565,0.00752112,3.11888482,0.19454314,0.08155804,2.97875473,5.84022878,3.01617946
-2.84842421,9.64676777,0.00722795,2.92672856,0.18214206,0.07910271,2.99416965,5.67176307,2.84499118
-2.84242121,9.31037205,0.00696352,2.74652083,0.17000993,0.07683347,3.01274434,5.51503570,2.68588456
-2.83641821,9.00175340,0.00672592,2.57863443,0.15824421,0.07477112,3.03358444,5.36907191,2.53913144
-2.83041521,8.71959901,0.00651260,2.42314487,0.14693017,0.07292879,3.05561680,5.23252251,2.40470263
-2.82441221,8.46190403,0.00632053,2.27986624,0.13614059,0.07131208,3.07762885,5.10376138,2.28230058
-2.81840920,8.22611501,0.00614635,2.14839214,0.12593563,0.06991950,3.09831477,4.98098749,2.17139824
-2.81240620,8.00928432,0.00598649,2.02813923,0.11636292,0.06874309,3.11632625,4.86232687,2.07128244
-2.80640320,7.80822846,0.00583736,1.91839171,0.10745797,0.06776936,3.13032585,4.74592986,1.98109928
-2.80040020,7.61968326,0.00569545,1.81834444,0.09924457,0.06698025,3.13904021,4.63005994,1.89989992
-2.79439720,7.44044953,0.00555744,1.72714332,0.09173543,0.06635432,3.14131097,4.51317053,1.82668456
-2.78839420,7.26752355,0.00542031,1.64392134,0.08493285,0.06586794,3.13614089,4.39396745,1.76044320
-2.78239120,7.09820786,0.00528141,1.56782952,0.07882951,0.06549640,3.12273329,4.27145520,1.70019161
-2.77638819,6.93019886,0.00513852,1.49806182,0.07340921,0.06521507,3.10052301,4.14496636,1.64500159
-2.77038519,6.76164950,0.00498988,1.43387405,0.06864777,0.06500029,3.06919764,4.01417418,1.59402492
-2.76438219,6.59120617,0.00483422,1.37459676,0.06451380,0.06483024,3.02870842,3.87908922,1.54651069
-2.75837919,6.41802079,0.00467075,1.31964249,0.06096963,0.06468547,2.97927046,3.74004181,1.50181607
-2.75237619,6.24173991,0.00449917,1.26850819,0.05797212,0.06454931,2.92135284,3.59765243,1.45941110
-2.74637319,6.06247381,0.00431962,1.22077349,0.05547358,0.06440803,2.85565926,3.45279260,1.41887807
-2.74037019,5.88074935,0.00413262,1.17609595,0.05342271,0.06425079,2.78310080,3.30653930,1.37990646
-2.73436718,5.69745079,0.00393909,1.13420414,0.05176548,0.06406944,2.70476225,3.16012548,1.34228445
-2.72836418,5.51375287,0.00374021,1.09488957,0.05044620,0.06385820,2.62186405,3.01488975,1.30588803
-2.72236118,5.33105059,0.00353743,1.05799818,0.04940841,0.06361315,2.53572178,2.87222738,1.27066885
-2.71635818,5.15088949,0.00333236,1.02342219,0.04859603,0.06333181,2.44770523,2.73354484,1.23664155
-2.71035518,4.97489979,0.00312673,0.99109271,0.04795427,0.06301262,2.35919883,2.60021937,1.20387160
-2.70435218,4.80473711,0.00292232,0.96097341,0.04743075,0.06265447,2.27156505,2.47356453,1.17246401
-2.69834917,4.64203129,0.00272091,0.93305531,0.04697644,0.06225639,2.18611207,2.35480225,1.14255344
-2.69234617,4.48834442,0.00252424,0.90735269,0.04654662,0.06181721,2.10406644,2.24504128,1.11429582
-2.68634317,4.34513807,0.00233395,0.88389984,0.04610171,0.06133545,2.02655135,2.14526165,1.08786154
-2.68034017,4.21374907,0.00215156,0.86274830,0.04560795,0.06080928,1.95457049,2.05630428,1.06342989
-2.67433717,4.09537264,0.00197846,0.84396442,0.04503805,0.06023657,1.88899711,1.97886465,1.04118464
-2.66833417,3.99105133,0.00181585,0.82762656,0.04437151,0.05961507,1.83056784,1.91348965,1.02131022
-2.66233117,3.90166790,0.00166482,0.81382204,0.04359484,0.05894265,1.77988039,1.86057620,1.00398826
-2.65632816,3.82794062,0.00152627,0.80264316,0.04270156,0.05821753,1.73739422,1.82037102,0.98939401
-2.65032516,3.77041914,0.00140099,0.79418255,0.04169199,0.05743858,1.70343327,1.79297045,0.97769243
-2.64432216,3.72948006,0.00128965,0.78852757,0.04057276,0.05660556,1.67818995,1.77832026,0.96903371
-2.63831916,3.70532133,0.00119283,0.78575408,0.03935626,0.05571931,1.66172963,1.77621491,0.96354818
-2.63231616,3.69795524,0.00111109,0.78591961,0.03805981,0.05478189,1.65399531,1.78629662,0.96134069
-2.62631316,3.70720054,0.00104494,0.78905642,0.03670473,0.05379666,1.65481206,1.80805471,0.96248460
-2.62031016,3.73267424,0.00099498,0.79516473,0.03531530,0.05276819,1.66389143,1.84082563,0.96701571
-2.61430715,3.77378451,0.00096183,0.80420662,0.03391770,0.05170227,1.68083604,1.88379476,0.97492654
-2.60830415,3.82972604,0.00094628,0.81610091,0.03253887,0.05060568,1.70514476,1.93600062,0.98616134
-2.60230115,3.89947951,0.00094923,0.83071956,0.03120540,0.04948605,1.73621911,1.99634241,1.00061231
-2.59629815,3.98181662,0.00097179,0.84788583,0.02994259,0.04835164,1.77337146,2.06359169,1.01811749
-2.59029515,4.07531219,0.00101530,0.86737447,0.02877346,0.04721114,1.81583566,2.13640851,1.03846063
-2.58429215,4.17836421,0.00108130,0.88891411,0.02771806,0.04607353,1.86278049,2.21336252,1.06137338
-2.57828914,4.28922248,0.00117159,0.91219195,0.02679285,0.04494789,1.91332628,2.29295876,1.08653984
-2.57228614,4.40602584,0.00128823,0.93686057,0.02601031,0.04384334,1.96656477,2.37366805,1.11360373
-2.56628314,4.52684750,0.00143346,0.96254679,0.02537875,0.04276899,2.02158188,2.45396103,1.14217776
-2.56028014,4.64974723,0.00160974,0.98886224,0.02490236,0.04173395,2.07748296,2.53234504,1.17185527
-2.55427714,4.77282881,0.00181969,1.01541534,0.02458139,0.04074734,2.13341972,2.60740247,1.20222344
-2.54827414,4.89430054,0.00206599,1.04182408,0.02441262,0.03981832,2.18861779,2.67782925,1.23287778
-2.54227114,5.01253633,0.00235135,1.06772932,0.02438991,0.03895617,2.24240371,2.74247177,1.26343724
-2.53626813,5.12613446,0.00267840,1.09280780,0.02450495,0.03817025,2.29423000,2.80036068,1.29355913
-2.53026513,5.23397117,0.00304960,1.11678450,0.02474808,0.03747000,2.34369703,2.85073997,1.32295335
-2.52426213,5.33524627,0.00346712,1.13944360,0.02510924,0.03686480,2.39057026,2.89308990,1.35139498
-2.51825913,5.42951809,0.00393273,1.16063754,0.02557882,0.03636379,2.43479173,2.92714249,1.37873474
-2.51225613,5.51672532,0.00444773,1.18029370,0.02614867,0.03597563,2.47648490,2.95288865,1.40490648
-2.50625313,5.59719417,0.00501275,1.19841813,0.02681287,0.03570813,2.51595206,2.97057634,1.42993130
-2.50025013,5.67162936,0.00562777,1.21509608,0.02756850,0.03556789,2.55366404,2.98069935,1.45391781
-2.49424712,5.74108855,0.00629195,1.23048900,0.02841623,0.03555980,2.59024216,2.98397708,1.47705834
-2.48824412,5.80694025,0.00700361,1.24482791,0.02936072,0.03568661,2.62643291,2.98132570,1.49962085
-2.48224112,5.87080625,0.00776021,1.25840327,0.03041076,0.03594845,2.66307599,2.97382161,1.52193687
-2.47623812,5.93449026,0.00855831,1.27155138,0.03157929,0.03634244,2.70106696,2.96265865,1.54438556
-2.47023512,5.99989513,0.00939366,1.28463791,0.03288301,0.03686234,2.74131564,2.94910043,1.56737456
-2.46423212,6.06893163,0.01026116,1.29803906,0.03434183,0.03749835,2.78470212,2.93442977,1.59131820
-2.45822911,6.14342263,0.01115507,1.31212095,0.03597806,0.03823701,2.83203197,2.91989719,1.61661399
-2.45222611,6.22500625,0.01206899,1.32721842,0.03781535,0.03906126,2.88399252,2.90667052,1.64361837
-2.44622311,6.31504254,0.01299611,1.34361393,0.03987741,0.03995069,2.94111214,2.89578761,1.67262288
-2.44022011,6.41452763,0.01392927,1.36151784,0.04218662,0.04088195,3.00372410,2.88811428,1.70383183
-2.43421711,6.52401966,0.01486114,1.38105106,0.04476250,0.04182930,3.07193685,2.88430903,1.73734261
-2.42821411,6.64358008,0.01578437,1.40223103,0.04762019,0.04276531,3.14561182,2.88479622,1.77312980
-2.42221111,6.77273360,0.01669171,1.42496218,0.05076886,0.04366169,3.22435013,2.88974876,1.81103407
-2.41620810,6.91044941,0.01757614,1.44903133,0.05421037,0.04449021,3.30748875,2.89908105,1.85075653
-2.41020510,7.05514516,0.01843095,1.47410883,0.05793799,0.04522361,3.39410672,2.91245262,1.89185922
-2.40420210,7.20471476,0.01924980,1.49975551,0.06193545,0.04583659,3.48304137,2.92928230,1.93377204
-2.39819910,7.35657947,0.02002678,1.52543562,0.06617623,0.04630666,3.57291431,2.94877236,1.97580609
-2.39219610,7.50776118,0.02075641,1.55053518,0.07062339,0.04661503,3.66216644,2.96994167,2.01717310
-2.38619310,7.65497550,0.02143360,1.57438533,0.07522960,0.04674725,3.74910107,2.99166655,2.05701047
-2.38019010,7.79474145,0.02205367,1.59628956,0.07993782,0.04669384,3.83193363,3.01272756,2.09441088
-2.37418709,7.92350372,0.02261228,1.61555377,0.08468234,0.04645058,3.90884655,3.03186043,2.12845541
-2.36818409,8.03776270,0.02310538,1.63151773,0.08939020,0.04601879,3.97804732,3.04780888,2.15824882
-2.36218109,8.13420723,0.02352920,1.64358651,0.09398317,0.04540527,4.03782789,3.05937721,2.18295553
-2.35617809,8.20984449,0.02388024,1.65126029,0.09837985,0.04462212,4.08662309,3.06548052,2.20183461
-2.35017509,8.26212178,0.02415522,1.65416116,0.10249821,0.04368638,4.12306626,3.06519041,2.21427246
-2.34417209,8.28903495,0.02435119,1.65205548,0.10625815,0.04261948,4.14603974,3.05777431,2.21981147
-2.33816908,8.28921878,0.02446554,1.64487074,0.10958416,0.04144657,4.15471850,3.04272689,2.21817351
-2.33216608,8.26201541,0.02449610,1.63270597,0.11240787,0.04019576,4.14860513,3.01979217,2.20927709
-2.32616308,8.20751781,0.02444124,1.61583513,0.11467045,0.03889722,4.12755472,2.98897554,2.19324738
-2.32016008,8.12658621,0.02430006,1.59470328,0.11632464,0.03758235,4.09178872,2.95054530,2.17041861
-2.31415708,8.02083667,0.02407245,1.56991565,0.11733641,0.03628287,4.04189698,2.90502361,2.14132868
-2.30815408,7.89260227,0.02375927,1.54222000,0.11768619,0.03502996,3.97882787,2.85316749,2.10670618
-2.30215108,7.74486830,0.02336248,1.51248314,0.11736945,0.03385343,3.90386667,2.79594065,2.06745032
-2.29614807,7.58118427,0.02288521,1.48166253,0.11639685,0.03278107,3.81860308,2.73447748,2.02460463
-2.29014507,7.40555628,0.02233185,1.45077429,0.11479375,0.03183802,3.72488890,2.67004087,1.97932556
-2.28414207,7.22232421,0.02170808,1.42085898,0.11259924,0.03104627,3.62478756,2.60397570,1.93284716
-2.27813907,7.03602880,0.02102082,1.39294651,0.10986471,0.03042434,3.52051735,2.53765999,1.88644346
-2.27213607,6.85127385,0.02027819,1.36802179,0.10665197,0.02998711,3.41439043,2.47245594,1.84138989
-2.26613307,6.67258912,0.01948937,1.34699228,0.10303122,0.02974569,3.30875004,2.40966272,1.79892534
-2.26013007,6.50429892,0.01866446,1.33065883,0.09907869,0.02970754,3.20590796,2.35047322,1.76021621
-2.25412706,6.35040144,0.01781424,1.31969080,0.09487434,0.02987664,3.10808464,2.29593615,1.72632389
-2.24812406,6.21446267,0.01695001,1.31460621,0.09049953,0.03025378,3.01735387,2.24692521,1.69817648
-2.24212106,6.09952843,0.01608326,1.31575757,0.08603485,0.03083694,2.93559382,2.20411613,1.67654591
-2.23611806,6.00805678,0.01522550,1.32332359,0.08155822,0.03162168,2.86444572,2.16797229,1.66203077
-2.23011506,5.94187220,0.01438793,1.33730694,0.07714319,0.03260162,2.80528125,2.13873922,1.65504541
-2.22411206,5.90214181,0.01358127,1.35753770,0.07285768,0.03376889,2.75917923,2.11644758,1.65581515
-2.21810905,5.88937312,0.01281548,1.38368215,0.06876298,0.03511452,2.72691170,2.10092415,1.66437747
-2.21210605,5.90343180,0.01209963,1.41525628,0.06491312,0.03662885,2.70893913,2.09180983,1.68058875
-2.20610305,5.94357724,0.01144168,1.45164325,0.06135462,0.03830176,2.70541429,2.08858330,1.70413590
-2.20010005,6.00851311,0.01084839,1.49211387,0.05812641,0.04012290,2.71619385,2.09058911,1.73455207
-2.19409705,6.09644996,0.01032522,1.53584936,0.05526010,0.04208175,2.74085668,2.09706843,1.77123569
-2.18809405,6.20517641,0.00987627,1.58196517,0.05278028,0.04416760,2.77872764,2.10719100,1.81347174
-2.18209105,6.33213570,0.00950426,1.62953526,0.05070508,0.04636938,2.82890566,2.12008676,1.86045450
-2.17608804,6.47450453,0.00921051,1.67761577,0.04904664,0.04867545,2.89029489,2.13487577,1.91131084
-2.17008504,6.62927139,0.00899502,1.72526753,0.04781165,0.05107326,2.96163772,2.15069532,1.96512314
-2.16408204,6.79331182,0.00885648,1.77157654,0.04700183,0.05354901,3.04154873,2.16672330,2.02095137
-2.15807904,6.96345901,0.00879235,1.81567231,0.04661429,0.05608728,3.12854855,2.18219733,2.07785351
-2.15207604,7.13656789,0.00879901,1.85674332,0.04664189,0.05867069,3.22109702,2.19642925,2.13490401
-2.14607304,7.30957219,0.00887182,1.89404974,0.04707340,0.06127964,3.31762482,2.20881513,2.19120994
-2.14007004,7.47953366,0.00900533,1.92693325,0.04789361,0.06389218,3.41656338,2.21884094,2.24592458
-2.13406703,7.64368361,0.00919337,1.95482392,0.04908344,0.06648404,3.51637253,2.22608448,2.29825847
-2.12806403,7.79945688,0.00942933,1.97724467,0.05061988,0.06902878,3.61556559,2.23021415,2.34748792
-2.12206103,7.94451877,0.00970630,1.99381320,0.05247600,0.07149828,3.71273190,2.23098531,2.39296108
-2.11605803,8.07678557,0.01001733,2.00424205,0.05462103,0.07386328,3.80655645,2.22823512,2.43410188
-2.11005503,8.19443954,0.01035568,2.00833695,0.05702036,0.07609429,3.89583672,2.22187642,2.47041191
-2.10405203,8.29593878,0.01071508,2.00599397,0.05963579,0.07816256,3.97949644,2.21189147,2.50147077
-2.09804902,8.38002308,0.01108996,1.99719573,0.06242573,0.08004127,4.05659646,2.19832595,2.52693499
-2.09204602,8.44571600,0.01147575,1.98200693,0.06534567,0.08170678,4.12634267,2.18128371,2.54653596
-2.08604302,8.49232400,0.01186908,1.96056965,0.06834870,0.08313998,4.18809087,2.16092228,2.56007719
-2.08004002,8.51943269,0.01226800,1.93309825,0.07138620,0.08432749,4.24134895,2.13744928,2.56743105
-2.07403702,8.52690073,0.01267220,1.89987430,0.07440864,0.08526287,4.28577625,2.11111943,2.56853542
-2.06803402,8.51485137,0.01308303,1.86124132,0.07736652,0.08594752,4.32118042,2.08223204,2.56339029
-2.06203102,8.48366173,0.01350363,1.81759943,0.08021138,0.08639145,4.34751202,2.05112833,2.55205458
-2.05602801,8.43394987,0.01393890,1.76939965,0.08289686,0.08661356,4.36485698,2.01818838,2.53464325
-2.05002501,8.36655942,0.01439534,1.71713796,0.08537979,0.08664173,4.37342734,1.98382710,2.51132463
-2.04402201,8.28254203,0.01488093,1.66134881,0.08762129,0.08651231,4.37355052,1.94848891,2.48231818
-2.03801901,8.18313728,0.01540481,1.60259803,0.08958773,0.08626935,4.36565739,1.91264083,2.44789239
-2.03201601,8.06975023,0.01597691,1.54147510,0.09125169,0.08596332,4.35026947,1.87676379,2.40836279
-2.02601301,7.94392666,0.01660757,1.47858468,0.09259269,0.08564949,4.32798544,1.84134231,2.36408994
-2.02001001,7.80732616,0.01730699,1.41453759,0.09359782,0.08538597,4.29946732,1.80685253,2.31547719
-2.01400700,7.66169321,0.01808474,1.34994122,0.09426205,0.08523153,4.26542636,1.77374913,2.26296799
-2.00800400,7.50882687,0.01894917,1.28538960,0.09458842,0.08524322,4.22660886,1.74245165,2.20704263
-2.00200100,7.35054930,0.01990686,1.22145351,0.09458790,0.08547393,4.18378219,1.71333070,2.14821421
-1.99599800,7.18867396,0.02096213,1.15867072,0.09427903,0.08597004,4.13772093,1.68669509,2.08702378
-1.98999500,7.02497406,0.02211652,1.09753695,0.09368723,0.08676920,4.08919344,1.66278039,2.02403451
-1.98399200,6.86115217,0.02336843,1.03849776,0.09284398,0.08789837,4.03894904,1.64173985,1.95982502
-1.97798899,6.69881185,0.02471284,0.98194170,0.09178571,0.08937225,3.98770587,1.62363836,1.89498182
-1.97198599,6.53943226,0.02614112,0.92819521,0.09055250,0.09119213,3.93613989,1.60844996,1.83009119
-1.96598299,6.38434668,0.02764103,0.87751926,0.08918671,0.09334530,3.88487513,1.59605938,1.76573061
-1.95997999,6.23472569,0.02919684,0.83010818,0.08773147,0.09580493,3.83447561,1.58626779,1.70246010
-1.95397699,6.09156604,0.03078960,0.78609053,0.08622922,0.09853062,3.78543924,1.57880272,1.64081384
-1.94797399,5.95568541,0.03239755,0.74553219,0.08472021,0.10146945,3.73819402,1.57333189,1.58129231
-1.94197099,5.82772382,0.03399672,0.70844133,0.08324117,0.10455760,3.69309678,1.56948040,1.52435550
-1.93596798,5.70815145,0.03556153,0.67477529,0.08182411,0.10772237,3.65043473,1.56685066,1.47041734
-1.92996498,5.59728281,0.03706562,0.64444885,0.08049537,0.11088473,3.61042985,1.56504407,1.41984175
-1.92396198,5.49529672,0.03848258,0.61734361,0.07927483,0.11396196,3.57324598,1.56368342,1.37294041
-1.91795898,5.40226111,0.03978688,0.59331794,0.07817546,0.11687070,3.53899857,1.56243497,1.32997236
-1.91195598,5.31816151,0.04095462,0.57221720,0.07720318,0.11952984,3.50776648,1.56102895,1.29114539
-1.90595298,5.24293173,0.04196436,0.55388355,0.07635692,0.12186350,3.47960541,1.55927754,1.25661909
-1.89994997,5.17648497,0.04279779,0.53816496,0.07562900,0.12380372,3.45456212,1.55708913,1.22650926
-1.89394697,5.11874361,0.04344035,0.52492302,0.07500580,0.12529292,3.43268858,1.55447826,1.20089333
-1.88794397,5.06966573,0.04388164,0.51403917,0.07446850,0.12628587,3.41405519,1.55157037,1.17981626
-1.88194097,5.02926656,0.04411575,0.50541895,0.07399413,0.12675126,3.39876190,1.54860106,1.16329654
-1.87593797,4.99763314,0.04414138,0.49899427,0.07355665,0.12667267,3.38694645,1.54590975,1.15133162
-1.86993497,4.97493100,0.04396183,0.49472341,0.07312805,0.12604898,3.37878875,1.54392766,1.14390236
-1.86393197,4.96140162,0.04358476,0.49258891,0.07267955,0.12489415,3.37451066,1.54316072,1.14097599
-1.85792896,4.95735035,0.04302193,0.49259338,0.07218267,0.12323653,3.37437083,1.54416785,1.14250724
-1.85192596,4.96312475,0.04228865,0.49475348,0.07161026,0.12111748,3.37865414,1.54753543,1.14843738
-1.84592296,4.97908378,0.04140327,0.49909241,0.07093739,0.11858969,3.38765604,1.55384914,1.15869113
-1.83991996,5.00555923,0.04038648,0.50563123,0.07014209,0.11571497,3.40166207,1.56366413,1.17317147
-1.83391696,5.04281083,0.03926068,0.51437958,0.06920597,0.11256185,3.42092334,1.57747486,1.19175260
-1.82791396,5.09097738,0.03804919,0.52532614,0.06811457,0.10920296,3.44562899,1.59568592,1.21427153
-1.82191096,5.15002634,0.03677562,0.53842950,0.06685770,0.10571234,3.47587706,1.61858501,1.24051876
-1.81590795,5.21970484,0.03546314,0.55360983,0.06542948,0.10216281,3.51164517,1.64631940,1.27022878
-1.80990495,5.29949499,0.03413394,0.57074188,0.06382833,0.09862344,3.55276284,1.67887692,1.30307118
-1.80390195,5.38857640,0.03280861,0.58964971,0.06205676,0.09515732,3.59888709,1.71607239,1.33864302
-1.79789895,5.48579884,0.03150574,0.61010358,0.06012118,0.09181966,3.64948311,1.75754036,1.37646338
-1.79189595,5.58966717,0.03024157,0.63181910,0.05803146,0.08865619,3.70381152,1.80273455,1.41597072
-1.78589295,5.69834073,0.02902970,0.65445905,0.05580060,0.08570207,3.76092356,1.85093435,1.45652358
-1.77988994,5.80964818,0.02788091,0.67763760,0.05344421,0.08298128,3.81966514,1.90125823,1.49740511
-1.77388694,5.92111846,0.02680314,0.70092719,0.05098010,0.08050638,3.87869050,1.95268399,1.53783166
-1.76788394,6.03002752,0.02580143,0.72386759,0.04842772,0.07827879,3.93648539,2.00407499,1.57696530
-1.76188094,6.13345970,0.02487805,0.74597699,0.04580775,0.07628948,3.99139957,2.05421172,1.61393020
-1.75587794,6.22838190,0.02403267,0.76676468,0.04314154,0.07451999,4.04168766,2.10182751,1.64783228
-1.74987494,6.31172779,0.02326252,0.78574478,0.04045072,0.07294379,4.08555706,2.14564712,1.67778155
-1.74387194,6.38048892,0.02256267,0.80245054,0.03775673,0.07152786,4.12122115,2.18442676,1.70291621
-1.73786893,6.43180891,0.02192639,0.81644854,0.03508043,0.07023442,4.14695561,2.21699399,1.72242753
-1.73186593,6.46307675,0.02134540,0.82735221,0.03244172,0.06902276,4.16115559,2.24228593,1.73558451
-1.72586293,6.47201523,0.02081028,0.83483419,0.02985922,0.06785108,4.16239125,2.25938429,1.74175717
-1.71985993,6.45676042,0.02031085,0.83863678,0.02734998,0.06667821,4.14945912,2.26754575,1.74043736
-1.71385693,6.41592869,0.01983651,0.83858030,0.02492927,0.06546527,4.12142695,2.26622641,1.73125624
-1.70785393,6.34866824,0.01937662,0.83456873,0.02261034,0.06417706,4.07767012,2.25509947,1.71399752
-1.70185093,6.25469276,0.01892088,0.82659260,0.02040436,0.06278330,4.01789769,2.23406522,1.68860590
-1.69584792,6.13429558,0.01845967,0.81472889,0.01832026,0.06125953,3.94216696,2.20325303,1.65519018
-1.68984492,5.98834384,0.01798428,0.79913799,0.01636478,0.05958774,3.85088584,2.16301539,1.61402116
-1.68384192,5.81825286,0.01748727,0.78005784,0.01454247,0.05775677,3.74480283,2.11391407,1.56552407
