energy_ev,total_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up,Zr_p_up,Zr_d_up
-3.47273637,0.95295420,0.65840644,0.32211318,0.00074276,0.03270561,0.23132910,0.00000000,0.15438133,0.20001856
-3.46673337,1.03768782,0.71347738,0.34918126,0.00082264,0.03573275,0.25150325,0.00000000,0.16837951,0.21988025
-3.46073037,1.12448499,0.76969188,0.37631892,0.00090962,0.03884574,0.27241933,0.00000000,0.18284341,0.24072851
-3.45472736,1.21258314,0.82638409,0.40319260,0.00100421,0.04202564,0.29386663,0.00000000,0.19767144,0.26250206
-3.44872436,1.30119384,0.88286978,0.42945884,0.00110698,0.04525243,0.31562573,0.00000000,0.21275937,0.28513698
-3.44272136,1.38951964,0.93846102,0.45477220,0.00121855,0.04850537,0.33747228,0.00000000,0.22800244,0.30856809
-3.43671836,1.47677121,0.99248131,0.47879364,0.00133955,0.05176324,0.35918091,0.00000000,0.24329746,0.33272991
-3.43071536,1.56218404,1.04428073,0.50119904,0.00147060,0.05500462,0.38052921,0.00000000,0.25854458,0.35755731
-3.42471236,1.64503394,1.09325037,0.52168758,0.00161227,0.05820808,0.40130149,0.00000000,0.27364887,0.38298552
-3.41870935,1.72465077,1.13883542,0.53998944,0.00176505,0.06135227,0.42129228,0.00000000,0.28852139,0.40894960
-3.41270635,1.80042965,1.18054659,0.55587284,0.00192931,0.06441603,0.44030957,0.00000000,0.30307983,0.43538332
-3.40670335,1.87183943,1.21796906,0.56914978,0.00210525,0.06737832,0.45817741,0.00000000,0.31724868,0.46221746
-3.40070035,1.93842812,1.25076905,0.57968056,0.00229286,0.07021824,0.47473812,0.00000000,0.33095890,0.48937771
-3.39469735,1.99982532,1.27869744,0.58737676,0.00249187,0.07291488,0.48985395,0.00000000,0.34414715,0.51678225
-3.38869435,2.05574179,1.30159069,0.59220269,0.00270171,0.07544727,0.50340831,0.00000000,0.35675478,0.54433922
-3.38269135,2.10596665,1.31936910,0.59417526,0.00292152,0.07779431,0.51530645,0.00000000,0.36872657,0.57194434
-3.37668834,2.15036262,1.33203272,0.59336236,0.00315006,0.07993474,0.52547597,0.00000000,0.38000941,0.59947891
-3.37068534,2.18886009,1.33965529,0.58987995,0.00338577,0.08184718,0.53386698,0.00000000,0.39055111,0.62680841
-3.36468234,2.22145058,1.34237672,0.58388792,0.00362671,0.08351028,0.54045227,0.00000000,0.40029955,0.65378197
-3.35867934,2.24818030,1.34039468,0.57558510,0.00387063,0.08490299,0.54522732,0.00000000,0.40920214,0.68023283
-3.35267634,2.26914442,1.33395578,0.56520354,0.00411498,0.08600492,0.54821046,0.00000000,0.41720589,0.70598000
-3.34667334,2.28448253,1.32334695,0.55300237,0.00435694,0.08679682,0.54944308,0.00000000,0.42425803,0.73083108
-3.34067034,2.29437540,1.30888720,0.53926146,0.00459353,0.08726115,0.54898987,0.00000000,0.43030734,0.75458626
-3.33466733,2.29904333,1.29092042,0.52427508,0.00482162,0.08738274,0.54693908,0.00000000,0.43530594,0.77704337
-3.32866433,2.29874582,1.26980905,0.50834574,0.00503805,0.08714949,0.54340273,0.00000000,0.43921177,0.79800378
-3.32266133,2.29378217,1.24592892,0.49177829,0.00523971,0.08655307,0.53851645,0.00000000,0.44199123,0.81727881
-3.31665833,2.28449259,1.21966498,0.47487437,0.00542364,0.08558955,0.53243905,0.00000000,0.44362224,0.83469646
-3.31065533,2.27125918,1.19140793,0.45792736,0.00558708,0.08426002,0.52535142,0.00000000,0.44409706,0.85010784
-3.30465233,2.25450595,1.16155126,0.44121762,0.00572761,0.08257095,0.51745464,0.00000000,0.44342499,0.86339317
-3.29864932,2.23469743,1.13048854,0.42500819,0.00584315,0.08053459,0.50896732,0.00000000,0.44163457,0.87446680
-3.29264632,2.21233500,1.09861061,0.40954085,0.00593210,0.07816893,0.50012183,0.00000000,0.43877505,0.88328090
-3.28664332,2.18795074,1.06630230,0.39503251,0.00599332,0.07549768,0.49115957,0.00000000,0.43491702,0.88982773
-3.28064032,2.16209839,1.03393855,0.38167195,0.00602620,0.07254987,0.48232527,0.00000000,0.43015203,0.89414003
-3.27463732,2.13534141,1.00187980,0.36961682,0.00603064,0.06935934,0.47386045,0.00000000,0.42459117,0.89628967
-3.26863432,2.10823857,0.97046660,0.35899110,0.00600707,0.06596398,0.46599621,0.00000000,0.41836257,0.89638448
-3.26263132,2.08132728,0.94001360,0.34988293,0.00595640,0.06240483,0.45894569,0.00000000,0.41160792,0.89456336
-3.25662831,2.05510574,0.91080314,0.34234293,0.00587998,0.05872510,0.45289648,0.00000000,0.40447812,0.89099003
-3.25062531,2.03001450,0.88307878,0.33638318,0.00577957,0.05496904,0.44800341,0.00000000,0.39712828,0.88584555
-3.24462231,2.00641877,0.85703909,0.33197688,0.00565721,0.05118083,0.44438202,0.00000000,0.38971227,0.87932026
-3.23861931,1.98459244,0.83283239,0.32905890,0.00551521,0.04740349,0.44210322,0.00000000,0.38237716,0.87160529
-3.23261631,1.96470482,0.81055246,0.32752716,0.00535605,0.04367786,0.44118940,0.00000000,0.37525774,0.86288436
-3.22661331,1.94681130,0.79023612,0.32724517,0.00518228,0.04004171,0.44161233,0.00000000,0.36847150,0.85332613
-3.22061031,1.93084857,0.77186262,0.32804546,0.00499646,0.03652892,0.44329301,0.00000000,0.36211431,0.84307762
-3.21460730,1.91663493,0.75535521,0.32973413,0.00480110,0.03316897,0.44610370,0.00000000,0.35625698,0.83225899
-3.20860430,1.90387611,0.74058513,0.33209635,0.00459859,0.02998648,0.44987197,0.00000000,0.35094294,0.82095993
-3.20260130,1.89217653,0.72737774,0.33490262,0.00439116,0.02700104,0.45438684,0.00000000,0.34618717,0.80923791
-3.19659830,1.88105552,0.71552078,0.33791581,0.00418083,0.02422720,0.45940666,0.00000000,0.34197642,0.79711826
-3.19059530,1.86996816,0.70477444,0.34089858,0.00396940,0.02167462,0.46466850,0.00000000,0.33827069,0.78459609
-3.18459230,1.85832948,0.69488282,0.34362093,0.00375846,0.01934840,0.46989867,0.00000000,0.33500593,0.77163986
-3.17858929,1.84554126,0.68558619,0.34586776,0.00354934,0.01724953,0.47482376,0.00000000,0.33209789,0.75819647
-3.17258629,1.83101991,0.67663363,0.34744590,0.00334317,0.01537547,0.47918196,0.00000000,0.32944673,0.74419742
-3.16658329,1.81422429,0.66779536,0.34819054,0.00314087,0.01372071,0.48273389,0.00000000,0.32694247,0.72956584
-3.16058029,1.79468205,0.65887420,0.34797067,0.00294319,0.01227754,0.48527264,0.00000000,0.32447073,0.71422388
-3.15457729,1.77201332,0.64971567,0.34669328,0.00275074,0.01103661,0.48663250,0.00000000,0.32191869,0.69810010
-3.14857429,1.74595056,0.64021618,0.34430631,0.00256401,0.00998768,0.48669597,0.00000000,0.31918090,0.68113656
-3.14257129,1.71635388,0.63032914,0.34079998,0.00238341,0.00912019,0.48539888,0.00000000,0.31616475,0.66329512
-3.13656828,1.68322097,0.62006847,0.33620666,0.00220927,0.00842382,0.48273328,0.00000000,0.31279526,0.64456276
-3.13056528,1.64669143,0.60950968,0.33059926,0.00204192,0.00788900,0.47874813,0.00000000,0.30901918,0.62495570
-3.12456228,1.60704540,0.59878835,0.32408812,0.00188163,0.00750732,0.47354775,0.00000000,0.30480801,0.60452201
-3.11855928,1.56469668,0.58809618,0.31681669,0.00172870,0.00727183,0.46728825,0.00000000,0.30016004,0.58334291
-3.11255628,1.52018087,0.57767501,0.30895615,0.00158344,0.00717731,0.46017205,0.00000000,0.29510123,0.56153239
-3.10655328,1.47413912,0.56780889,0.30069925,0.00144613,0.00722040,0.45244090,0.00000000,0.28968501,0.53923560
-3.10055028,1.42729848,0.55881490,0.29225355,0.00131711,0.00739970,0.44436773,0.00000000,0.28399095,0.51662586
-3.09454727,1.38044980,0.55103289,0.28383458,0.00119671,0.00771575,0.43624769,0.00000000,0.27812253,0.49390062
-3.08854427,1.33442414,0.54481489,0.27565891,0.00108525,0.00817096,0.42838895,0.00000000,0.27220401,0.47127661
-3.08254127,1.29006894,0.54051438,0.26793768,0.00098307,0.00876949,0.42110341,0.00000000,0.26637662,0.44898434
-3.07653827,1.24822469,0.53847604,0.26087067,0.00089050,0.00951705,0.41469796,0.00000000,0.26079421,0.42726233
-3.07053527,1.20970319,0.53902616,0.25464110,0.00080784,0.01042064,0.40946651,0.00000000,0.25561863,0.40635119
-3.06453227,1.17526800,0.54246414,0.24941147,0.00073536,0.01148828,0.40568290,0.00000000,0.25101484,0.38648799
-3.05852926,1.14561764,0.54905505,0.24532033,0.00067332,0.01272864,0.40359517,0.00000000,0.24714613,0.36790089
-3.05252626,1.12137200,0.55902362,0.24248012,0.00062193,0.01415067,0.40342098,0.00000000,0.24416945,0.35080430
-3.04652326,1.10306185,0.57254939,0.24097608,0.00058133,0.01576315,0.40534442,0.00000000,0.24223098,0.33539481
-3.04052026,1.09112165,0.58976308,0.24086607,0.00055163,0.01757427,0.40951399,0.00000000,0.24146216,0.32184762
-3.03451726,1.08588534,0.61074408,0.24218133,0.00053288,0.01959113,0.41604167,0.00000000,0.24197611,0.31031383
-3.02851426,1.08758470,0.63551872,0.24492783,0.00052505,0.02181922,0.42500299,0.00000000,0.24386455,0.30091834
-3.02251126,1.09634986,0.66405930,0.24908828,0.00052803,0.02426197,0.43643767,0.00000000,0.24719529,0.29375835
-3.01650825,1.11221161,0.69628364,0.25462445,0.00054164,0.02692023,0.45035089,0.00000000,0.25201019,0.28890242
-3.01050525,1.13510468,0.73205488,0.26147973,0.00056560,0.02979182,0.46671465,0.00000000,0.25832367,0.28638986
-3.00450225,1.16487195,0.77118157,0.26958173,0.00059951,0.03287115,0.48546930,0.00000000,0.26612177,0.28623050
-2.99849925,1.20126878,0.81341800,0.27884480,0.00064288,0.03614888,0.50652498,0.00000000,0.27536167,0.28840465
-2.99249625,1.24396756,0.85846462,0.28917241,0.00069510,0.03961171,0.52976278,0.00000000,0.28597177,0.29286314
-2.98649325,1.29256205,0.90596889,0.30045925,0.00075542,0.04324223,0.55503576,0.00000000,0.29785226,0.29952758
-2.98049025,1.34657162,0.95552650,0.31259304,0.00082297,0.04701900,0.58216967,0.00000000,0.31087621,0.30829066
-2.97448724,1.40544541,1.00668331,0.32545604,0.00089676,0.05091666,0.61096355,0.00000000,0.32489118,0.31901655
-2.96848424,1.46856661,1.05893815,0.33892633,0.00097564,0.05490629,0.64119029,0.00000000,0.33972140,0.33154157
-2.96248124,1.53525708,1.11174671,0.35287875,0.00105838,0.05895584,0.67259730,0.00000000,0.35517039,0.34567510
-2.95647824,1.60478253,1.16452672,0.36718570,0.00114362,0.06303076,0.70490738,0.00000000,0.37102427,0.36120084
-2.95047524,1.67635864,1.21666458,0.38171780,0.00122991,0.06709469,0.73782009,0.00000000,0.38705537,0.37787863
-2.94447224,1.74915810,1.26752342,0.39634437,0.00131576,0.07111028,0.77101360,0.00000000,0.40302642,0.39544672
-2.93846923,1.82231901,1.31645267,0.41093397,0.00139962,0.07504003,0.80414724,0.00000000,0.41869503,0.41362479
-2.93246623,1.89495434,1.36279882,0.42535480,0.00147994,0.07884715,0.83686475,0.00000000,0.43381848,0.43211751
-2.92646323,1.96616272,1.40591737,0.43947516,0.00155519,0.08249638,0.86879824,0.00000000,0.44815855,0.45061887
-2.92046023,2.03504009,1.44518538,0.45316395,0.00162394,0.08595478,0.89957290,0.00000000,0.46148646,0.46881701
-2.91445723,2.10069215,1.48001440,0.46629115,0.00168482,0.08919232,0.92881221,0.00000000,0.47358750,0.48639955
-2.90845423,2.16224725,1.50986321,0.47872829,0.00173665,0.09218242,0.95614372,0.00000000,0.48426544,0.50305936
-2.90245123,2.21886923,1.53425000,0.49034907,0.00177837,0.09490223,0.98120503,0.00000000,0.49334639,0.51850039
-2.89644822,2.26977000,1.55276332,0.50102990,0.00180918,0.09733282,1.00365001,0.00000000,0.50068207,0.53244354
-2.89044522,2.31422137,1.56507160,0.51065051,0.00182845,0.09945918,1.02315483,0.00000000,0.50615230,0.54463231
-2.88444222,2.35156585,1.57093075,0.51909471,0.00183583,0.10126996,1.03942390,0.00000000,0.50966684,0.55483792
-2.87843922,2.38122626,1.57018952,0.52625116,0.00183121,0.10275726,1.05219527,0.00000000,0.51116622,0.56286392
-2.87243622,2.40271385,1.56279260,0.53201429,0.00181473,0.10391618,1.06124560,0.00000000,0.51062185,0.56854993
-2.86643322,2.41563495,1.54878122,0.53628549,0.00178678,0.10474439,1.06639445,0.00000000,0.50803539,0.57177447
-2.86043022,2.41969611,1.52829143,0.53897439,0.00174796,0.10524169,1.06750784,0.00000000,0.50343736,0.57245685
-2.85442721,2.41470781,1.50155019,0.54000039,0.00169910,0.10540961,1.06450104,0.00000000,0.49688521,0.57055792
-2.84842421,2.40058678,1.46886933,0.53929447,0.00164120,0.10525110,1.05734061,0.00000000,0.48846095,0.56607993
-2.84242121,2.37735704,1.43063796,0.53680117,0.00157540,0.10477033,1.04604551,0.00000000,0.47826840,0.55906533
-2.83641821,2.34514984,1.38731337,0.53248068,0.00150297,0.10397265,1.03068752,0.00000000,0.46643038,0.54959470
-2.83041521,2.30420241,1.33941101,0.52631105,0.00142523,0.10286464,1.01139069,0.00000000,0.45308570,0.53778395
-2.82441221,2.25485565,1.28749372,0.51829040,0.00134358,0.10145436,0.98833010,0.00000000,0.43838633,0.52378086
-2.81840920,2.19755072,1.23216067,0.50843889,0.00125939,0.09975165,0.96172966,0.00000000,0.42249457,0.50776109
-2.81240620,2.13282441,1.17403626,0.49680046,0.00117405,0.09776852,0.93185920,0.00000000,0.40558045,0.48992390
-2.80640320,2.06130320,1.11375929,0.48344412,0.00108886,0.09551962,0.89903065,0.00000000,0.38781938,0.47048758
-2.80040020,1.98369599,1.05197250,0.46846467,0.00100510,0.09302259,0.86359347,0.00000000,0.36938992,0.44968480
-2.79439720,1.90078524,0.98931293,0.45198273,0.00092395,0.09029843,0.82592928,0.00000000,0.35047175,0.42775802
-2.78839420,1.81341665,0.92640292,0.43414402,0.00084652,0.08737174,0.78644583,0.00000000,0.33124389,0.40495487
-2.78239120,1.72248733,0.86384215,0.41511778,0.00077384,0.08427072,0.74557030,0.00000000,0.31188294,0.38152389
-2.77638819,1.62893243,0.80220053,0.39509444,0.00070687,0.08102711,0.70374212,0.00000000,0.29256150,0.35771033
-2.77038519,1.53371072,0.74201231,0.37428244,0.00064649,0.07767588,0.66140549,0.00000000,0.27344661,0.33375241
-2.76438219,1.43778915,0.68377110,0.35290443,0.00059356,0.07425465,0.61900169,0.00000000,0.25469829,0.30987781
-2.75837919,1.34212687,0.62792606,0.33119288,0.00054890,0.07080310,0.57696145,0.00000000,0.23646810,0.28630066
-2.75237619,1.24765923,0.57487921,0.30938534,0.00051331,0.06736204,0.53569761,0.00000000,0.21889783,0.26321886
-2.74637319,1.15528218,0.52498367,0.28771947,0.00048762,0.06397248,0.49559824,0.00000000,0.20211815,0.24081193
-2.74037019,1.06583760,0.47854299,0.26642807,0.00047268,0.06067466,0.45702047,0.00000000,0.18624755,0.21923933
-2.73436718,0.98010008,0.43581140,0.24573432,0.00046937,0.05750693,0.42028519,0.00000000,0.17139122,0.19863928
-2.72836418,0.89876564,0.39699484,0.22584740,0.00047865,0.05450484,0.38567281,0.00000000,0.15764032,0.17912812
-2.72236118,0.82244260,0.36225269,0.20695859,0.00050151,0.05170021,0.35342013,0.00000000,0.14507124,0.16080019
-2.71635818,0.75164499,0.33170011,0.18923810,0.00053900,0.04912034,0.32371843,0.00000000,0.13374524,0.14372826
-2.71035518,0.68678861,0.30541072,0.17283251,0.00059220,0.04678747,0.29671273,0.00000000,0.12370824,0.12796439
-2.70435218,0.62818965,0.28341951,0.15786308,0.00066221,0.04471832,0.27250223,0.00000000,0.11499081,0.11354132
-2.69834917,0.57606585,0.26572580,0.14442474,0.00075011,0.04292387,0.25114173,0.00000000,0.10760840,0.10047427
-2.69234617,0.53053989,0.25229611,0.13258583,0.00085693,0.04140939,0.23264400,0.00000000,0.10156170,0.08876305
-2.68634317,0.49164476,0.24306677,0.12238849,0.00098357,0.04017454,0.21698286,0.00000000,0.09683717,0.07839447
-2.68034017,0.45933067,0.23794616,0.11384958,0.00113080,0.03921370,0.20409681,0.00000000,0.09340761,0.06934499
-2.67433717,0.43347313,0.23681655,0.10696209,0.00129915,0.03851642,0.19389303,0.00000000,0.09123285,0.06158337
-2.66833417,0.41388174,0.23953553,0.10169683,0.00148887,0.03806796,0.18625150,0.00000000,0.09026043,0.05507345
-2.66233117,0.40030941,0.24593702,0.09800449,0.00169987,0.03784985,0.18102926,0.00000000,0.09042633,0.04977676
-2.65632816,0.39246157,0.25583195,0.09581770,0.00193166,0.03784055,0.17806448,0.00000000,0.09165566,0.04565497
-2.65032516,0.39000519,0.26900886,0.09505332,0.00218328,0.03801609,0.17718044,0.00000000,0.09386345,0.04267216
-2.64432216,0.39257737,0.28523440,0.09561469,0.00245331,0.03835065,0.17818916,0.00000000,0.09695540,0.04079665
-2.63831916,0.39979341,0.30425413,0.09739393,0.00273979,0.03881716,0.18089496,0.00000000,0.10082875,0.04000249
-2.63231616,0.41125439,0.32579361,0.10027425,0.00304028,0.03938786,0.18509769,0.00000000,0.10537330,0.04027052
-2.62631316,0.42655407,0.34956020,0.10413218,0.00335181,0.04003479,0.19059581,0.00000000,0.11047255,0.04158891
-2.62031016,0.44528543,0.37524543,0.10883992,0.00367098,0.04073025,0.19718938,0.00000000,0.11600509,0.04395319
-2.61430715,0.46704667,0.40252838,0.11426765,0.00399399,0.04144729,0.20468296,0.00000000,0.12184619,0.04736575
-2.60830415,0.49144685,0.43107982,0.12028583,0.00431675,0.04216010,0.21288848,0.00000000,0.12786967,0.05183490
-2.60230115,0.51811115,0.46056723,0.12676758,0.00463497,0.04284443,0.22162816,0.00000000,0.13395006,0.05737336
-2.59629815,0.54668577,0.49066050,0.13359100,0.00494430,0.04347804,0.23073732,0.00000000,0.13996490,0.06399633
-2.59029515,0.57684235,0.52103821,0.14064141,0.00524047,0.04404105,0.24006722,0.00000000,0.14579731,0.07171920
-2.58429215,0.60828188,0.55139405,0.14781357,0.00551946,0.04451640,0.24948770,0.00000000,0.15133852,0.08055494
-2.57828914,0.64073780,0.58144330,0.15501360,0.00577760,0.04489018,0.25888964,0.00000000,0.15649052,0.09051126
-2.57228614,0.67397825,0.61092871,0.16216069,0.00601176,0.04515201,0.26818691,0.00000000,0.16116848,0.10158765
-2.56628314,0.70780725,0.63962569,0.16918842,0.00621947,0.04529532,0.27731789,0.00000000,0.16530295,0.11377245
-2.56028014,0.74206440,0.66734628,0.17604561,0.00639900,0.04531755,0.28624622,0.00000000,0.16884169,0.12704003
-2.55427714,0.77662331,0.69394164,0.18269665,0.00654950,0.04522027,0.29496068,0.00000000,0.17175089,0.14134820
-2.54827414,0.81138823,0.71930283,0.18912118,0.00667095,0.04500915,0.30347416,0.00000000,0.17401592,0.15663604
-2.54227114,0.84628925,0.74335977,0.19531319,0.00676428,0.04469379,0.31182148,0.00000000,0.17564129,0.17282220
-2.53626813,0.88127580,0.76607827,0.20127943,0.00683125,0.04428746,0.32005618,0.00000000,0.17664987,0.18980380
-2.53026513,0.91630884,0.78745524,0.20703718,0.00687439,0.04380653,0.32824625,0.00000000,0.17708144,0.20745602
-2.52426213,0.95135192,0.80751239,0.21261155,0.00689695,0.04326994,0.33646888,0.00000000,0.17699052,0.22563248
-2.51825913,0.98636151,0.82628853,0.21803225,0.00690266,0.04269836,0.34480449,0.00000000,0.17644353,0.24416634
-2.51225613,1.02127705,0.84383109,0.22333010,0.00689564,0.04211335,0.35333015,0.00000000,0.17551551,0.26287228
-2.50625313,1.05601135,0.86018724,0.22853344,0.00688014,0.04153641,0.36211277,0.00000000,0.17428648,0.28154917
-2.50025013,1.09044172,0.87539511,0.23366446,0.00686038,0.04098797,0.37120241,0.00000000,0.17283759,0.29998357
-2.49424712,1.12440262,0.88947579,0.23873592,0.00684033,0.04048645,0.38062601,0.00000000,0.17124736,0.31795375
-2.48824412,1.15768035,0.90242648,0.24374820,0.00682353,0.04004737,0.39038190,0.00000000,0.16958805,0.33523433
-2.48224112,1.19001008,0.91421546,0.24868699,0.00681287,0.03968251,0.40043549,0.00000000,0.16792249,0.35160129
-2.47623812,1.22107595,0.92477902,0.25352176,0.00681050,0.03939935,0.41071640,0.00000000,0.16630148,0.36683726
-2.47023512,1.25051422,0.93402088,0.25820507,0.00681771,0.03920057,0.42111733,0.00000000,0.16476185,0.38073685
-2.46423212,1.27791975,0.94181413,0.26267288,0.00683485,0.03908394,0.43149469,0.00000000,0.16332540,0.39311209
-2.45822911,1.30285577,0.94800572,0.26684581,0.00686132,0.03904227,0.44167130,0.00000000,0.16199865,0.40379752
-2.45222611,1.32486667,0.95242344,0.27063135,0.00689560,0.03906378,0.45144087,0.00000000,0.16077354,0.41265504
-2.44622311,1.34349339,0.95488500,0.27392699,0.00693533,0.03913257,0.46057439,0.00000000,0.15962890,0.41957833
-2.44022011,1.35829099,0.95520900,0.27662404,0.00697744,0.03922941,0.46882793,0.00000000,0.15853280,0.42449662
-2.43421711,1.36884755,0.95322707,0.27861209,0.00701829,0.03933265,0.47595175,0.00000000,0.15744542,0.42737781
-2.42821411,1.37480369,0.94879676,0.27978376,0.00705384,0.03941927,0.48170018,0.00000000,0.15632250,0.42823091
-2.42221111,1.37587173,0.94181443,0.28003965,0.00707991,0.03946603,0.48584190,0.00000000,0.15511908,0.42710754
-2.41620810,1.37185369,0.93222748,0.27929316,0.00709233,0.03945065,0.48816999,0.00000000,0.15379325,0.42410260
-2.41020510,1.36265706,0.92004525,0.27747496,0.00708716,0.03935291,0.48851150,0.00000000,0.15230996,0.41935402
-2.40420210,1.34830753,0.90534797,0.27453686,0.00706094,0.03915571,0.48673576,0.00000000,0.15064434,0.41304146
-2.39819910,1.32895799,0.88829314,0.27045495,0.00701078,0.03884595,0.48276130,0.00000000,0.14878467,0.40538409
-2.39219610,1.30489303,0.86911895,0.26523176,0.00693457,0.03841524,0.47656077,0.00000000,0.14673457,0.39663733
-2.38619310,1.27652860,0.84814430,0.25889735,0.00683105,0.03786037,0.46816382,0.00000000,0.14451450,0.38708852
-2.38019010,1.24440655,0.82576532,0.25150936,0.00669991,0.03718353,0.45765762,0.00000000,0.14216229,0.37705164
-2.37418709,1.20918403,0.80244828,0.24315180,0.00654174,0.03639231,0.44518510,0.00000000,0.13973277,0.36686108
-2.36818409,1.17161796,0.77871898,0.23393293,0.00635810,0.03549941,0.43094090,0.00000000,0.13729646,0.35686448
-2.36218109,1.13254498,0.75514901,0.22398201,0.00615137,0.03452209,0.41516529,0.00000000,0.13493735,0.34741480
-2.35617809,1.09285760,0.73233911,0.21344538,0.00592471,0.03348150,0.39813626,0.00000000,0.13274986,0.33886169
-2.35017509,1.05347732,0.71090034,0.20248176,0.00568187,0.03240175,0.38016029,0.00000000,0.13083508,0.33154242
-2.34417209,1.01532569,0.69143368,0.19125723,0.00542710,0.03130886,0.36156208,0.00000000,0.12929648,0.32577250
-2.33816908,0.97929453,0.67450882,0.17993999,0.00516492,0.03022970,0.34267379,0.00000000,0.12823530,0.32183633
-2.33216608,0.94621632,0.66064292,0.16869515,0.00489997,0.02919081,0.32382430,0.00000000,0.12774570,0.31997803
-2.32616308,0.91683607,0.65028032,0.15767973,0.00463681,0.02821729,0.30532882,0.00000000,0.12791000,0.32039293
-2.32016008,0.89178576,0.64377391,0.14703823,0.00437978,0.02733178,0.28747947,0.00000000,0.12879423,0.32322002
-2.31415708,0.87156246,0.64136908,0.13689873,0.00413283,0.02655351,0.27053707,0.00000000,0.13044408,0.32853555
-2.30815408,0.85651103,0.64319099,0.12736978,0.00389939,0.02589754,0.25472445,0.00000000,0.13288160,0.33634837
-2.30215108,0.84681223,0.64923574,0.11853818,0.00368228,0.02537417,0.24022160,0.00000000,0.13610269,0.34659713
-2.29614807,0.84247683,0.65936603,0.11046766,0.00348363,0.02498856,0.22716271,0.00000000,0.14007560,0.35914970
-2.29014507,0.84334597,0.67331161,0.10319843,0.00330482,0.02474058,0.21563512,0.00000000,0.14474051,0.37380493
-2.28414207,0.84909803,0.69067473,0.09674773,0.00314652,0.02462486,0.20568022,0.00000000,0.15001028,0.39029700
-2.27813907,0.85926165,0.71094054,0.09111110,0.00300866,0.02463108,0.19729615,0.00000000,0.15577228,0.40830225
-2.27213607,0.87323471,0.73349215,0.08626444,0.00289051,0.02474444,0.19044198,0.00000000,0.16189146,0.42744841
-2.26613307,0.89030843,0.75763000,0.08216663,0.00279074,0.02494635,0.18504334,0.00000000,0.16821438,0.44732617
-2.26013007,0.90969570,0.78259479,0.07876269,0.00270753,0.02521524,0.18099892,0.00000000,0.17457413,0.46750256
-2.25412706,0.93056270,0.80759325,0.07598712,0.00263863,0.02552746,0.17818781,0.00000000,0.18079601,0.48753583
-2.24812406,0.95206245,0.83182568,0.07376754,0.00258155,0.02585831,0.17647698,0.00000000,0.18670375,0.50699129
-2.24212106,0.97336894,0.85451423,0.07202823,0.00253362,0.02618311,0.17572893,0.00000000,0.19212595,0.52545749
-2.23611806,0.99371053,0.87493071,0.07069359,0.00249212,0.02647822,0.17580881,0.00000000,0.19690258,0.54256203
-2.23011506,1.01240118,0.89242291,0.06969131,0.00245443,0.02672205,0.17659101,0.00000000,0.20089126,0.55798641
-2.22411206,1.02886837,0.90643818,0.06895518,0.00241810,0.02689599,0.17796479,0.00000000,0.20397300,0.57147928
-2.21810905,1.04267632,0.91654322,0.06842743,0.00238093,0.02698522,0.17983875,0.00000000,0.20605728,0.58286735
-2.21210605,1.05354381,0.92243946,0.06806053,0.00234110,0.02697940,0.18214408,0.00000000,0.20708617,0.59206363
-2.20610305,1.06135581,0.92397314,0.06781848,0.00229717,0.02687317,0.18483638,0.00000000,0.20703737,0.59907249
-2.20010005,1.06616846,0.92113969,0.06767746,0.00224815,0.02666649,0.18789623,0.00000000,0.20592604,0.60399134
-2.19409705,1.06820732,0.91408243,0.06762595,0.00219350,0.02636481,0.19132828,0.00000000,0.20380537,0.60700876
-2.18809405,1.06785907,0.90308547,0.06766435,0.00213316,0.02597902,0.19515922,0.00000000,0.20076587,0.60839928
-2.18209105,1.06565713,0.88856127,0.06780407,0.00206751,0.02552524,0.19943471,0.00000000,0.19693340,0.60851491
-2.17608804,1.06226176,0.87103353,0.06806620,0.00199734,0.02502448,0.20421537,0.00000000,0.19246604,0.60777377
-2.17008504,1.05843581,0.85111610,0.06847996,0.00192380,0.02450206,0.20957227,0.00000000,0.18754991,0.60664641
-2.16408204,1.05501692,0.82948888,0.06908075,0.00184837,0.02398694,0.21558203,0.00000000,0.18239413,0.60564027
-2.15807904,1.05288741,0.80687188,0.06990816,0.00177276,0.02351099,0.22232175,0.00000000,0.17722502,0.60528297
-2.15207604,1.05294313,0.78399852,0.07100384,0.00169886,0.02310803,0.22986421,0.00000000,0.17227980,0.60610499
-2.14607304,1.05606216,0.76158914,0.07240941,0.00162866,0.02281294,0.23827328,0.00000000,0.16779999,0.60862244
-2.14007004,1.06307464,0.74032599,0.07416442,0.00156416,0.02266065,0.24759999,0.00000000,0.16402453,0.61332038
-2.13406703,1.07473444,0.72083044,0.07630444,0.00150733,0.02268507,0.25787911,0.00000000,0.16118305,0.62063734
-2.12806403,1.09169348,0.70364326,0.07885931,0.00146002,0.02291809,0.26912657,0.00000000,0.15948922,0.63095122
-2.12206103,1.11447934,0.68920852,0.08185165,0.00142388,0.02338854,0.28133760,0.00000000,0.15913449,0.64456709
-2.11605803,1.14347641,0.67786165,0.08529550,0.00140033,0.02412115,0.29448549,0.00000000,0.16028216,0.66170696
-2.11005503,1.17891089,0.66982161,0.08919527,0.00139049,0.02513570,0.30852121,0.00000000,0.16306215,0.68250172
