energy_ev,total_up,N_s_up,N_p_up,Na_s_up,S_s_up,S_p_up,Y_p_up,Y_d_up
-3.16058029,3.21276082,0.00127514,1.18382040,0.15627427,0.01116551,1.22424360,2.53662597,0.62186040
-3.15457729,3.13722421,0.00127031,1.15674365,0.16307254,0.01093703,1.19606611,2.50102493,0.59939927
-3.14857429,3.06987851,0.00128743,1.13443473,0.17001757,0.01086190,1.16807881,2.47504587,0.57879253
-3.14257129,3.01090042,0.00132714,1.11674115,0.17699190,0.01093069,1.14071977,2.45860475,0.56007250
-3.13656828,2.96040871,0.00138990,1.10346430,0.18388846,0.01113266,1.11444287,2.45152564,0.54325530
-3.13056528,2.91847457,0.00147591,1.09437211,0.19061314,0.01145584,1.08970691,2.45356031,0.52834424
-3.12456228,2.88512913,0.00158512,1.08920994,0.19708691,0.01188715,1.06696469,2.46440443,0.51533253
-3.11855928,2.86036757,0.00171713,1.08770928,0.20324710,0.01241253,1.04665260,2.48370979,0.50420514
-3.11255628,2.84414996,0.00187123,1.08959407,0.20904789,0.01301707,1.02918074,2.51109174,0.49493992
-3.10655328,2.83639895,0.00204630,1.09458458,0.21446015,0.01368508,1.01492423,2.54613218,0.48750793
-3.10055028,2.83699467,0.00224085,1.10239899,0.21947033,0.01440033,1.00421563,2.58837800,0.48187301
-3.09454727,2.84576770,0.00245294,1.11275303,0.22407878,0.01514617,0.99733872,2.63733608,0.47799086
-3.08854427,2.86249072,0.00268026,1.12535811,0.22829744,0.01590574,0.99452387,2.69246559,0.47580766
-3.08254127,2.88686988,0.00292007,1.13991836,0.23214706,0.01666224,0.99594483,2.75316891,0.47525862
-3.07653827,2.91853693,0.00316927,1.15612743,0.23565411,0.01739916,1.00171715,2.81878267,0.47626646
-3.07053527,2.95704307,0.00342441,1.17366539,0.23884766,0.01810056,1.01189803,2.88857023,0.47874015
-3.06453227,3.00185529,0.00368176,1.19219647,0.24175620,0.01875141,1.02648768,2.96171707,0.48257412
-3.05852926,3.05235623,0.00393741,1.21136815,0.24440477,0.01933782,1.04543187,3.03733017,0.48764806
-3.05252626,3.10784784,0.00418730,1.23081183,0.24681254,0.01984738,1.06862567,3.11444249,0.49382735
-3.04652326,3.16755923,0.00442734,1.25014552,0.24899078,0.02026940,1.09591817,3.19202286,0.50096439
-3.04052026,3.23065867,0.00465353,1.26897858,0.25094163,0.02059517,1.12711781,3.26899166,0.50890057
-3.03451726,3.29626959,0.00486201,1.28691836,0.25265739,0.02081814,1.16199831,3.34424204,0.51746909
-3.02851426,3.36348971,0.00504923,1.30357866,0.25412068,0.02093406,1.20030470,3.41666588,0.52649829
-3.02251126,3.43141283,0.00521201,1.31858956,0.25530519,0.02094106,1.24175938,3.48518363,0.53581549
-3.01650825,3.49915205,0.00534766,1.33160820,0.25617709,0.02083968,1.28606779,3.54877667,0.54525118
-3.01050525,3.56586332,0.00545400,1.34232996,0.25669701,0.02063280,1.33292349,3.60652073,0.55464311
-3.00450225,3.63076825,0.00552950,1.35049941,0.25682243,0.02032557,1.38201250,3.65761862,0.56384037
-2.99849925,3.69317499,0.00557325,1.35592057,0.25651039,0.01992518,1.43301655,3.70143090,0.57270701
-2.99249625,3.75249605,0.00558503,1.35846578,0.25572031,0.01944068,1.48561541,3.73750274,0.58112518
-2.98649325,3.80826243,0.00556525,1.35808282,0.25441691,0.01888270,1.53948795,3.76558584,0.58899746
-2.98049025,3.86013319,0.00551498,1.35479990,0.25257289,0.01826313,1.59431227,3.78565436,0.59624843
-2.97448724,3.90790032,0.00543586,1.34872814,0.25017140,0.01759484,1.64976482,3.79791407,0.60282538
-2.96848424,3.95148872,0.00533003,1.34006155,0.24720819,0.01689131,1.70551888,3.80280446,0.60869806
-2.96248124,3.99095150,0.00520007,1.32907442,0.24369317,0.01616634,1.76124259,3.80099365,0.61385767
-2.95647824,4.02646106,0.00504889,1.31611618,0.23965150,0.01543370,1.81659694,3.79336650,0.61831508
-2.95047524,4.05829654,0.00487961,1.30160398,0.23512410,0.01470689,1.87123397,3.78100623,0.62209847
-2.94447224,4.08682838,0.00469548,1.28601321,0.23016748,0.01399883,1.92479577,3.76517049,0.62525051
-2.93846923,4.11250088,0.00449979,1.26986629,0.22485298,0.01332165,1.97691431,3.74726238,0.62782525
-2.93246623,4.13581345,0.00429572,1.25372006,0.21926540,0.01268648,2.02721263,3.72879751,0.62988497
-2.92646323,4.15730132,0.00408632,1.23815211,0.21350105,0.01210332,2.07530740,3.71136781,0.63149698
-2.92046023,4.17751638,0.00387439,1.22374641,0.20766531,0.01158089,2.12081296,3.69660285,0.63273073
-2.91445723,4.19700855,0.00366247,1.21107851,0.20186970,0.01112654,2.16334685,3.68612942,0.63365505
-2.90845423,4.21630801,0.00345278,1.20070066,0.19622865,0.01074615,2.20253648,3.68152999,0.63433579
-2.90245123,4.23590841,0.00324718,1.19312702,0.19085599,0.01044413,2.23802676,3.68430062,0.63483387
-2.89644822,4.25625115,0.00304722,1.18881931,0.18586132,0.01022337,2.26948821,3.69580889,0.63520353
-2.89044522,4.27771060,0.00285409,1.18817314,0.18134636,0.01008522,2.29662506,3.71725237,0.63549105
-2.88444222,4.30058025,0.00266869,1.19150515,0.17740138,0.01002952,2.31918289,3.74961844,0.63573355
-2.87843922,4.32505967,0.00249164,1.19904132,0.17410193,0.01005456,2.33695510,3.79364615,0.63595811
-2.87243622,4.35124228,0.00232328,1.21090680,0.17150586,0.01015719,2.34978803,3.84979100,0.63618099
-2.86643322,4.37910420,0.00216379,1.22711740,0.16965088,0.01033281,2.35758409,3.91819392,0.63640684
-2.86043022,4.40849432,0.00201314,1.24757317,0.16855267,0.01057544,2.36030281,3.99865546,0.63662815
-2.85442721,4.43912620,0.00187121,1.27205449,0.16820370,0.01087780,2.35795965,4.09061667,0.63682460
-2.84842421,4.47057218,0.00173775,1.30022079,0.16857276,0.01123144,2.35062259,4.19314796,0.63696264
-2.84242121,4.50226066,0.00161247,1.33161241,0.16960533,0.01162684,2.33840688,4.30494724,0.63699515
-2.83641821,4.53347704,0.00149503,1.36565573,0.17122473,0.01205357,2.32146811,4.42434849,0.63686137
-2.83041521,4.56336917,0.00138506,1.40167173,0.17333402,0.01250045,2.29999419,4.54934155,0.63648720
-2.82441221,4.59095791,0.00128221,1.43888808,0.17581872,0.01295582,2.27419683,4.67760374,0.63578584
-2.81840920,4.61515305,0.00118610,1.47645454,0.17855013,0.01340769,2.24430298,4.80654315,0.63465897
-2.81240620,4.63477499,0.00109637,1.51346158,0.18138917,0.01384404,2.21054694,4.93335321,0.63299855
-2.80640320,4.64858185,0.00101269,1.54896170,0.18419070,0.01425307,2.17316357,5.05507742,0.63068904
-2.80040020,4.65530149,0.00093469,1.58199292,0.18680804,0.01462347,2.13238294,5.16868248,0.62761040
-2.79439720,4.65366771,0.00086207,1.61160374,0.18909753,0.01494467,2.08842689,5.27113779,0.62364143
-2.78839420,4.64245933,0.00079449,1.63687875,0.19092310,0.01520712,2.04150734,5.35949860,0.61866361
-2.78239120,4.62054070,0.00073165,1.65696407,0.19216043,0.01540251,1.99182658,5.43098980,0.61256525
-2.77638819,4.58690202,0.00067324,1.67109152,0.19270080,0.01552398,1.93957911,5.48308735,0.60524569
-2.77038519,4.54069762,0.00061896,1.67860078,0.19245426,0.01556628,1.88495490,5.51359400,0.59661945
-2.76438219,4.48128049,0.00056852,1.67895864,0.19135217,0.01552590,1.82814347,5.52070640,0.58662008
-2.75837919,4.40823128,0.00052164,1.67177442,0.18934890,0.01540114,1.76933844,5.50307077,0.57520364
-2.75237619,4.32138044,0.00047806,1.65681125,0.18642280,0.01519212,1.70874203,5.45982490,0.56235131
-2.74637319,4.22082222,0.00043752,1.63399245,0.18257618,0.01490074,1.64656896,5.39062473,0.54807142
-2.74037019,4.10691987,0.00039980,1.60340298,0.17783460,0.01453062,1.58304940,5.29565451,0.53240041
-2.73436718,3.98030163,0.00036468,1.56528593,0.17224532,0.01408692,1.51843068,5.17562013,0.51540281
-2.72836418,3.84184760,0.00033197,1.52003411,0.16587513,0.01357619,1.45297748,5.03172616,0.49717029
-2.72236118,3.69266815,0.00030149,1.46817727,0.15880758,0.01300613,1.38697047,4.86563758,0.47781967
-2.71635818,3.53407471,0.00027311,1.41036540,0.15113982,0.01238537,1.32070348,4.67942797,0.45749004
-2.71035518,3.36754433,0.00024668,1.34734894,0.14297915,0.01172317,1.25447933,4.47551650,0.43633920
-2.70435218,3.19467956,0.00022209,1.27995660,0.13443943,0.01102919,1.18860460,4.25659627,0.41453942
-2.69834917,3.01716534,0.00019926,1.20907175,0.12563752,0.01031322,1.12338371,4.02555703,0.39227286
-2.69234617,2.83672481,0.00017811,1.13560832,0.11668987,0.00958490,1.05911267,3.78540539,0.36972678
-2.68634317,2.65507580,0.00015855,1.06048696,0.10770939,0.00885351,0.99607291,3.53918529,0.34708872
-2.68034017,2.47388965,0.00014053,0.98461241,0.09880261,0.00812776,0.93452561,3.28990191,0.32454197
-2.67433717,2.29475380,0.00012398,0.90885279,0.09006741,0.00741563,0.87470679,3.04045127,0.30226128
-2.66833417,2.11913956,0.00010885,0.83402134,0.08159110,0.00672420,0.81682351,2.79355780,0.28040927
-2.66233117,1.94837569,0.00009509,0.76086116,0.07344910,0.00605961,0.76105135,2.55172158,0.25913330
-2.65632816,1.78362860,0.00008263,0.69003322,0.06570407,0.00542694,0.70753322,2.31717634,0.23856318
-2.65032516,1.62588931,0.00007141,0.62210781,0.05840563,0.00483021,0.65637960,2.09185887,0.21880958
-2.64432216,1.47596712,0.00006137,0.55755944,0.05159038,0.00427243,0.60767009,1.87739005,0.19996318
-2.63831916,1.33448970,0.00005244,0.49676505,0.04528240,0.00375558,0.56145609,1.67506700,0.18209456
-2.63231616,1.20190886,0.00004454,0.44000531,0.03949414,0.00328071,0.51776451,1.48586580,0.16525469
-2.62631316,1.07851139,0.00003760,0.38746866,0.03422740,0.00284802,0.47660214,1.31045343,0.14947606
-2.62031016,0.96443389,0.00003155,0.33925766,0.02947469,0.00245697,0.43796055,1.14920775,0.13477419
-2.61430715,0.85968076,0.00002631,0.29539721,0.02522054,0.00210636,0.40182113,1.00224396,0.12114951
-2.60830415,0.76414414,0.00002180,0.25584411,0.02144298,0.00179447,0.36816009,0.86944579,0.10858949
-2.60230115,0.67762500,0.00001795,0.22049757,0.01811496,0.00151918,0.33695317,0.75049990,0.09707084
-2.59629815,0.59985431,0.00001468,0.18921011,0.01520572,0.00127804,0.30817985,0.64493186,0.08656177
-2.59029515,0.53051355,0.00001193,0.16179841,0.01268204,0.00106841,0.28182688,0.55214231,0.07702414
-2.58429215,0.46925382,0.00000963,0.13805382,0.01050945,0.00088754,0.25789106,0.47144184,0.06841548
-2.57828914,0.41571293,0.00000772,0.11775216,0.00865315,0.00073263,0.23638119,0.40208372,0.06069078
-2.57228614,0.36953018,0.00000615,0.10066250,0.00707894,0.00060093,0.21731899,0.34329338,0.05380403
-2.56628314,0.33035831,0.00000487,0.08655474,0.00575382,0.00048979,0.20073926,0.29429416,0.04770953
-2.56028014,0.29787260,0.00000383,0.07520595,0.00464658,0.00039666,0.18668903,0.25432870,0.04236284
-2.55427714,0.27177699,0.00000299,0.06640530,0.00372817,0.00031920,0.17522584,0.22267586,0.03772152
-2.54827414,0.25180728,0.00000232,0.05995749,0.00297193,0.00025523,0.16641519,0.19866305,0.03374556
-2.54227114,0.23773143,0.00000178,0.05568497,0.00235372,0.00020278,0.16032723,0.18167411,0.03039760
-2.53626813,0.22934734,0.00000137,0.05342869,0.00185200,0.00016008,0.15703276,0.17115298,0.02764285
-2.53026513,0.22647823,0.00000104,0.05304778,0.00144775,0.00012556,0.15659858,0.16660348,0.02544895
-2.52426213,0.22896596,0.00000078,0.05441815,0.00112435,0.00009785,0.15908237,0.16758585,0.02378558
-2.51825913,0.23666281,0.00000059,0.05743017,0.00086750,0.00007577,0.16452724,0.17371026,0.02262397
-2.51225613,0.24942194,0.00000044,0.06198575,0.00066494,0.00005829,0.17295602,0.18462835,0.02193635
-2.50625313,0.26708718,0.00000032,0.06799485,0.00050634,0.00004455,0.18436555,0.20002296,0.02169536
-2.50025013,0.28948262,0.00000024,0.07537178,0.00038304,0.00003383,0.19872119,0.21959708,0.02187336
-2.49424712,0.31640242,0.00000017,0.08403140,0.00028786,0.00002553,0.21595175,0.24306246,0.02244193
-2.48824412,0.34760152,0.00000013,0.09388552,0.00021490,0.00001914,0.23594510,0.27012862,0.02337123
-2.48224112,0.38278778,0.00000009,0.10483960,0.00015938,0.00001425,0.25854479,0.30049283,0.02462959
-2.47623812,0.42161592,0.00000006,0.11679002,0.00011742,0.00001054,0.28354790,0.33383160,0.02618313
-2.47023512,0.46368384,0.00000005,0.12962202,0.00008594,0.00000775,0.31070434,0.36979417,0.02799559
-2.46423212,0.50853164,0.00000003,0.14320851,0.00006248,0.00000566,0.33971788,0.40799831,0.03002822
-2.45822911,0.55564367,0.00000002,0.15740970,0.00004512,0.00000411,0.37024908,0.44802881,0.03223994
-2.45222611,0.60445360,0.00000002,0.17207375,0.00003237,0.00000296,0.40192006,0.48943868,0.03458760
-2.44622311,0.65435266,0.00000001,0.18703833,0.00002307,0.00000212,0.43432131,0.53175300,0.03702653
-2.44022011,0.70470081,0.00000001,0.20213310,0.00001633,0.00000151,0.46702030,0.57447546,0.03951109
-2.43421711,0.75484048,0.00000001,0.21718289,0.00001148,0.00000107,0.49957168,0.61709709,0.04199559
-2.42821411,0.80411245,0.00000000,0.23201161,0.00000802,0.00000075,0.53152889,0.65910681,0.04443512
-2.42221111,0.85187315,0.00000000,0.24644650,0.00000556,0.00000052,0.56245657,0.70000330,0.04678667
-2.41620810,0.89751274,0.00000000,0.26032268,0.00000383,0.00000036,0.59194354,0.73930751,0.04901015
-2.41020510,0.94047310,0.00000000,0.27348762,0.00000263,0.00000025,0.61961554,0.77657518,0.05106951
-2.40420210,0.98026478,0.00000000,0.28580538,0.00000179,0.00000017,0.64514744,0.81140860,0.05293376
-2.39819910,1.01648228,0.00000000,0.29716032,0.00000121,0.00000012,0.66827408,0.84346704,0.05457795
-2.39219610,1.04881670,0.00000000,0.30746016,0.00000081,0.00000008,0.68879945,0.87247523,0.05598395
-2.38619310,1.07706513,0.00000000,0.31663813,0.00000054,0.00000005,0.70660363,0.89822943,0.05714105
-2.38019010,1.10113637,0.00000000,0.32465413,0.00000036,0.00000003,0.72164707,0.92060067,0.05804639
-2.37418709,1.12105255,0.00000000,0.33149490,0.00000023,0.00000002,0.73397210,0.93953514,0.05870509
-2.36818409,1.13694653,0.00000000,0.33717303,0.00000015,0.00000002,0.74370142,0.95505163,0.05913013
-2.36218109,1.14905521,0.00000000,0.34172511,0.00000010,0.00000001,0.75103359,0.96723613,0.05934193
-2.35617809,1.15770896,0.00000000,0.34520886,0.00000006,0.00000001,0.75623579,0.97623411,0.05936773
-2.35017509,1.16331770,0.00000000,0.34769964,0.00000004,0.00000000,0.75963391,0.98224072,0.05924064
-2.34417209,1.16635422,0.00000000,0.34928638,0.00000003,0.00000000,0.76160054,0.98548961,0.05899858
-2.33816908,1.16733532,0.00000000,0.35006719,0.00000002,0.00000000,0.76254121,0.98624098,0.05868290
-2.33216608,1.16680181,0.00000000,0.35014493,0.00000001,0.00000000,0.76287940,0.98476934,0.05833702
-2.32616308,1.16529798,0.00000000,0.34962283,0.00000001,0.00000000,0.76304095,0.98135184,0.05800486
-2.32016008,1.16335130,0.00000000,0.34860044,0.00000000,0.00000000,0.76343836,0.97625743,0.05772928
-2.31415708,1.16145328,0.00000000,0.34717009,0.00000000,0.00000000,0.76445553,0.96973753,0.05755057
-2.30815408,1.16004186,0.00000000,0.34541392,0.00000000,0.00000000,0.76643348,0.96201835,0.05750497
-2.30215108,1.15948618,0.00000000,0.34340153,0.00000000,0.00000000,0.76965748,0.95329516,0.05762331
-2.29614807,1.16007381,0.00000000,0.34118840,0.00000000,0.00000000,0.77434598,0.94372854,0.05792982
-2.29014507,1.16200110,0.00000000,0.33881498,0.00000000,0.00000000,0.78064172,0.93344256,0.05844113
-2.28414207,1.16536654,0.00000000,0.33630643,0.00000000,0.00000000,0.78860524,0.92252474,0.05916555
-2.27813907,1.17016747,0.00000000,0.33367298,0.00000000,0.00000000,0.79821095,0.91102752,0.06010255
-2.27213607,1.17630004,0.00000000,0.33091080,0.00000000,0.00000000,0.80934601,0.89897107,0.06124254
-2.26613307,1.18356236,0.00000000,0.32800323,0.00000000,0.00000000,0.82181195,0.88634697,0.06256698
-2.26013007,1.19166080,0.00000000,0.32492247,0.00000000,0.00000000,0.83532912,0.87312269,0.06404872
-2.25412706,1.20021910,0.00000000,0.32163140,0.00000000,0.00000000,0.84954381,0.85924638,0.06565272
-2.24812406,1.20879020,0.00000000,0.31808568,0.00000000,0.00000000,0.86403797,0.84465197,0.06733694
-2.24212106,1.21687045,0.00000000,0.31423586,0.00000000,0.00000000,0.87834124,0.82926414,0.06905359
-2.23611806,1.22391575,0.00000000,0.31002969,0.00000000,0.00000000,0.89194501,0.81300338,0.07075051
-2.23011506,1.22935931,0.00000000,0.30541431,0.00000000,0.00000000,0.90431817,0.79579063,0.07237282
-2.22411206,1.23263042,0.00000000,0.30033854,0.00000000,0.00000000,0.91492388,0.77755186,0.07386461
-2.21810905,1.23317381,0.00000000,0.29475507,0.00000000,0.00000000,0.92323718,0.75822224,0.07517073
-2.21210605,1.23046881,0.00000000,0.28862253,0.00000000,0.00000000,0.92876241,0.73775000,0.07623864
-2.20610305,1.22404787,0.00000000,0.28190749,0.00000000,0.00000000,0.93105019,0.71609997,0.07702010
-2.20010005,1.21351354,0.00000000,0.27458622,0.00000000,0.00000000,0.92971309,0.69325666,0.07747280
-2.19409705,1.19855343,0.00000000,0.26664623,0.00000000,0.00000000,0.92443939,0.66922685,0.07756179
-2.18809405,1.17895249,0.00000000,0.25808749,0.00000000,0.00000000,0.91500444,0.64404163,0.07726064
-2.18209105,1.15460201,0.00000000,0.24892333,0.00000000,0.00000000,0.90127907,0.61775778,0.07655230
-2.17608804,1.12550500,0.00000000,0.23918090,0.00000000,0.00000000,0.88323467,0.59045837,0.07542962
-2.17008504,1.09177770,0.00000000,0.22890114,0.00000000,0.00000000,0.86094468,0.56225256,0.07389559
-2.16408204,1.05364702,0.00000000,0.21813837,0.00000000,0.00000000,0.83458257,0.53327445,0.07196310
-2.15807904,1.01144411,0.00000000,0.20695928,0.00000000,0.00000000,0.80441614,0.50368110,0.06965442
-2.15207604,0.96559421,0.00000000,0.19544160,0.00000000,0.00000000,0.77079863,0.47364956,0.06700036
-2.14607304,0.91660337,0.00000000,0.18367216,0.00000000,0.00000000,0.73415696,0.44337317,0.06403913
-2.14007004,0.86504245,0.00000000,0.17174479,0.00000000,0.00000000,0.69497764,0.41305709,0.06081500
-2.13406703,0.81152931,0.00000000,0.15975785,0.00000000,0.00000000,0.65379097,0.38291335,0.05737673
-2.12806403,0.75670982,0.00000000,0.14781156,0.00000000,0.00000000,0.61115435,0.35315546,0.05377603
-2.12206103,0.70123863,0.00000000,0.13600539,0.00000000,0.00000000,0.56763529,0.32399305,0.05006586
-2.11605803,0.64576040,0.00000000,0.12443542,0.00000000,0.00000000,0.52379493,0.29562646,0.04629888
-2.11005503,0.59089245,0.00000000,0.11319192,0.00000000,0.00000000,0.48017274,0.26824186,0.04252595
-2.10405203,0.53720915,0.00000000,0.10235716,0.00000000,0.00000000,0.43727284,0.24200676,0.03879486
-2.09804902,0.48522898,0.00000000,0.09200361,0.00000000,0.00000000,0.39555256,0.21706635,0.03514914
-2.09204602,0.43540431,0.00000000,0.08219258,0.00000000,0.00000000,0.35541346,0.19354073,0.03162727
-2.08604302,0.38811428,0.00000000,0.07297320,0.00000000,0.00000000,0.31719502,0.17152302,0.02826200
-2.08004002,0.34366078,0.00000000,0.06438204,0.00000000,0.00000000,0.28117098,0.15107853,0.02508000
-2.07403702,0.30226745,0.00000000,0.05644303,0.00000000,0.00000000,0.24754836,0.13224486,0.02210173
-2.06803402,0.26408145,0.00000000,0.04916789,0.00000000,0.00000000,0.21646882,0.11503291,0.01934154
-2.06203102,0.22917766,0.00000000,0.04255694,0.00000000,0.00000000,0.18801212,0.09942876,0.01680795
-2.05602801,0.19756492,0.00000000,0.03660014,0.00000000,0.00000000,0.16220137,0.08539606,0.01450413
-2.05002501,0.16919379,0.00000000,0.03127849,0.00000000,0.00000000,0.13900956,0.07287912,0.01242847
-2.04402201,0.14396533,0.00000000,0.02656550,0.00000000,0.00000000,0.11836701,0.06180615,0.01057521
-2.03801901,0.12174060,0.00000000,0.02242875,0.00000000,0.00000000,0.10016935,0.05209285,0.00893521
-2.03201601,0.10235012,0.00000000,0.01883154,0.00000000,0.00000000,0.08428565,0.04364587,0.00749663
-2.02601301,0.08560325,0.00000000,0.01573441,0.00000000,0.00000000,0.07056628,0.03636624,0.00624565
-2.02001001,0.07129690,0.00000000,0.01309660,0.00000000,0.00000000,0.05885040,0.03015255,0.00516712
-2.01400700,0.05922343,0.00000000,0.01087735,0.00000000,0.00000000,0.04897264,0.02490381,0.00424519
-2.00800400,0.04917761,0.00000000,0.00903708,0.00000000,0.00000000,0.04076908,0.02052187,0.00346381
-2.00200100,0.04096240,0.00000000,0.00753826,0.00000000,0.00000000,0.03408212,0.01691348,0.00280715
-1.99599800,0.03439356,0.00000000,0.00634624,0.00000000,0.00000000,0.02876455,0.01399192,0.00226002
-1.98999500,0.02930316,0.00000000,0.00542974,0.00000000,0.00000000,0.02468245,0.01167808,0.00180807
-1.98399200,0.02554192,0.00000000,0.00476120,0.00000000,0.00000000,0.02171730,0.00990127,0.00143804
-1.97798899,0.02298050,0.00000000,0.00431702,0.00000000,0.00000000,0.01976710,0.00859955,0.00113784
-1.97198599,0.02150996,0.00000000,0.00407750,0.00000000,0.00000000,0.01874674,0.00771976,0.00089664
-1.96598299,0.02104122,0.00000000,0.00402675,0.00000000,0.00000000,0.01858767,0.00721726,0.00070487
-1.95997999,0.02150401,0.00000000,0.00415242,0.00000000,0.00000000,0.01923691,0.00705541,0.00055417
-1.95397699,0.02284507,0.00000000,0.00444537,0.00000000,0.00000000,0.02065557,0.00720487,0.00043734
-1.94797399,0.02502600,0.00000000,0.00489921,0.00000000,0.00000000,0.02281702,0.00764271,0.00034827
-1.94197099,0.02802067,0.00000000,0.00550980,0.00000000,0.00000000,0.02570463,0.00835152,0.00028180
-1.93596798,0.03181245,0.00000000,0.00627473,0.00000000,0.00000000,0.02930934,0.00931827,0.00023365
-1.92996498,0.03639124,0.00000000,0.00719270,0.00000000,0.00000000,0.03362713,0.01053333,0.00020029
-1.92396198,0.04175042,0.00000000,0.00826299,0.00000000,0.00000000,0.03865630,0.01198936,0.00017885
-1.91795898,0.04788393,0.00000000,0.00948485,0.00000000,0.00000000,0.04439492,0.01368026,0.00016698
-1.91195598,0.05478335,0.00000000,0.01085696,0.00000000,0.00000000,0.05083824,0.01560019,0.00016280
-1.90595298,0.06243526,0.00000000,0.01237692,0.00000000,0.00000000,0.05797638,0.01774267,0.00016482
-1.89994997,0.07081883,0.00000000,0.01404077,0.00000000,0.00000000,0.06579214,0.02009971,0.00017181
-1.89394697,0.07990377,0.00000000,0.01584262,0.00000000,0.00000000,0.07425922,0.02266119,0.00018280
-1.88794397,0.08964866,0.00000000,0.01777432,0.00000000,0.00000000,0.08334072,0.02541422,0.00019700
-1.88194097,0.09999979,0.00000000,0.01982524,0.00000000,0.00000000,0.09298811,0.02834275,0.00021373
-1.87593797,0.11089041,0.00000000,0.02198214,0.00000000,0.00000000,0.10314054,0.03142727,0.00023244
-1.86993497,0.12224053,0.00000000,0.02422912,0.00000000,0.00000000,0.11372475,0.03464473,0.00025263
-1.86393197,0.13395726,0.00000000,0.02654771,0.00000000,0.00000000,0.12465530,0.03796856,0.00027388
-1.85792896,0.14593557,0.00000000,0.02891704,0.00000000,0.00000000,0.13583534,0.04136884,0.00029577
-1.85192596,0.15805960,0.00000000,0.03131408,0.00000000,0.00000000,0.14715780,0.04481265,0.00031793
-1.84592296,0.17020432,0.00000000,0.03371400,0.00000000,0.00000000,0.15850695,0.04826451,0.00034000
-1.83991996,0.18223761,0.00000000,0.03609059,0.00000000,0.00000000,0.16976022,0.05168693,0.00036163
-1.83391696,0.19402252,0.00000000,0.03841668,0.00000000,0.00000000,0.18079043,0.05504106,0.00038250
-1.82791396,0.20541985,0.00000000,0.04066470,0.00000000,0.00000000,0.19146802,0.05828739,0.00040230
-1.82191096,0.21629073,0.00000000,0.04280718,0.00000000,0.00000000,0.20166356,0.06138646,0.00042073
-1.81590795,0.22649930,0.00000000,0.04481726,0.00000000,0.00000000,0.21125012,0.06429963,0.00043753
-1.80990495,0.23591531,0.00000000,0.04666925,0.00000000,0.00000000,0.22010579,0.06698978,0.00045246
-1.80390195,0.24441660,0.00000000,0.04833909,0.00000000,0.00000000,0.22811588,0.06942207,0.00046530
-1.79789895,0.25189140,0.00000000,0.04980482,0.00000000,0.00000000,0.23517518,0.07156450,0.00047588
-1.79189595,0.25824043,0.00000000,0.05104697,0.00000000,0.00000000,0.24118984,0.07338862,0.00048406
-1.78589295,0.26337865,0.00000000,0.05204896,0.00000000,0.00000000,0.24607911,0.07486992,0.00048973
-1.77988994,0.26723687,0.00000000,0.05279732,0.00000000,0.00000000,0.24977682,0.07598839,0.00049283
-1.77388694,0.26976288,0.00000000,0.05328200,0.00000000,0.00000000,0.25223250,0.07672878,0.00049335
-1.76788394,0.27092243,0.00000000,0.05349652,0.00000000,0.00000000,0.25341234,0.07708094,0.00049128
-1.76188094,0.27069976,0.00000000,0.05343802,0.00000000,0.00000000,0.25329975,0.07703995,0.00048669
-1.75587794,0.26909789,0.00000000,0.05310740,0.00000000,0.00000000,0.25189571,0.07660623,0.00047965
-1.74987494,0.26613856,0.00000000,0.05250923,0.00000000,0.00000000,0.24921874,0.07578555,0.00047030
-1.74387194,0.26186188,0.00000000,0.05165168,0.00000000,0.00000000,0.24530461,0.07458891,0.00045877
-1.73786893,0.25632562,0.00000000,0.05054640,0.00000000,0.00000000,0.24020582,0.07303238,0.00044525
-1.73186593,0.24960420,0.00000000,0.04920829,0.00000000,0.00000000,0.23399059,0.07113683,0.00042992
-1.72586293,0.24178737,0.00000000,0.04765524,0.00000000,0.00000000,0.22674175,0.06892751,0.00041300
-1.71985993,0.23297860,0.00000000,0.04590782,0.00000000,0.00000000,0.21855523,0.06643367,0.00039471
-1.71385693,0.22329317,0.00000000,0.04398888,0.00000000,0.00000000,0.20953829,0.06368797,0.00037529
-1.70785393,0.21285600,0.00000000,0.04192312,0.00000000,0.00000000,0.19980746,0.06072589,0.00035497
-1.70185093,0.20179924,0.00000000,0.03973665,0.00000000,0.00000000,0.18948640,0.05758502,0.00033400
-1.69584792,0.19025980,0.00000000,0.03745645,0.00000000,0.00000000,0.17870340,0.05430439,0.00031261
-1.68984492,0.17837661,0.00000000,0.03510988,0.00000000,0.00000000,0.16758892,0.05092363,0.00029104
-1.68384192,0.16628794,0.00000000,0.03272413,0.00000001,0.00000000,0.15627305,0.04748225,0.00026950
-1.67783892,0.15412878,0.00000000,0.03032572,0.00000001,0.00000000,0.14488292,0.04401888,0.00024821
-1.67183592,0.14202828,0.00000000,0.02794000,0.00000002,0.00000000,0.13354038,0.04057050,0.00022734
-1.66583292,0.13010743,0.00000000,0.02559069,0.00000003,0.00000000,0.12235968,0.03717178,0.00020709
-1.65982991,0.11847695,0.00000000,0.02329946,0.00000004,0.00000000,0.11144557,0.03385450,0.00018761
-1.65382691,0.10723564,0.00000000,0.02108565,0.00000007,0.00000000,0.10089160,0.03064704,0.00016903
-1.64782391,0.09646896,0.00000000,0.01896597,0.00000010,0.00000000,0.09077884,0.02757398,0.00015148
