energy_ev,total_up,C_s_up,C_p_up,Ca_p_up,Ca_d_up,Pd_p_up,Pd_d_up,Te_p_up,Te_d_up
-5.65182591,5.66806589,0.00734056,0.60759184,0.02458008,0.00000000,3.82211677,3.73272531,1.04526819,0.00000000
-5.64582291,5.75674250,0.00749452,0.61829868,0.02429251,0.00000000,3.85451442,3.79294569,1.06334377,0.00000000
-5.63981991,5.85010157,0.00768868,0.62884194,0.02400577,0.00000000,3.88868375,3.85496573,1.08484840,0.00000000
-5.63381691,5.94851103,0.00792489,0.63917937,0.02373250,0.00000000,3.92463064,3.91899172,1.11000111,0.00000000
-5.62781391,6.05217727,0.00820431,0.64925535,0.02348501,0.00000000,3.96217841,3.98516119,1.13895200,0.00000000
-5.62181091,6.16113372,0.00852742,0.65900221,0.02327488,0.00000000,4.00095896,4.05353841,1.17177473,0.00000000
-5.61580790,6.27523955,0.00889394,0.66834277,0.02311272,0.00000000,4.04041600,4.12411512,1.20846197,0.00000000
-5.60980490,6.39418835,0.00930281,0.67719392,0.02300799,0.00000000,4.07981997,4.19681572,1.24892406,0.00000000
-5.60380190,6.51752551,0.00975217,0.68547088,0.02296885,0.00000000,4.11829394,4.27150630,1.29299067,0.00000000
-5.59779890,6.64467291,0.01023936,0.69309198,0.02300217,0.00000000,4.15484885,4.34800659,1.34041535,0.00000000
-5.59179590,6.77495896,0.01076096,0.69998360,0.02311351,0.00000000,4.18842606,4.42610375,1.39088276,0.00000000
-5.58579290,6.90765223,0.01131279,0.70608479,0.02330728,0.00000000,4.21794487,4.50556700,1.44401807,0.00000000
-5.57978989,7.04199629,0.01188999,0.71135154,0.02358685,0.00000000,4.24235244,4.58616205,1.49939809,0.00000000
-5.57378689,7.17724395,0.01248709,0.71576012,0.02395471,0.00000000,4.26067312,4.66766436,1.55656364,0.00000000
-5.56778389,7.31268898,0.01309805,0.71930942,0.02441272,0.00000000,4.27205496,4.74987069,1.61503261,0.00000000
-5.56178089,7.44769377,0.01371645,0.72202220,0.02496221,0.00000000,4.27581064,4.83260823,1.67431301,0.00000000
-5.55577789,7.58171172,0.01433552,0.72394502,0.02560414,0.00000000,4.27145096,4.91574110,1.73391567,0.00000000
-5.54977489,7.71430338,0.01494835,0.72514692,0.02633922,0.00000000,4.25870920,4.99917407,1.79336584,0.00000000
-5.54377189,7.84514599,0.01554800,0.72571702,0.02716793,0.00000000,4.23755521,5.08285354,1.85221351,0.00000000
-5.53776888,7.97403608,0.01612767,0.72576098,0.02809046,0.00000000,4.20819876,5.16676599,1.91004186,0.00000000
-5.53176588,8.10088550,0.01668087,0.72539671,0.02910663,0.00000000,4.17108203,5.25093423,1.96647364,0.00000000
-5.52576288,8.22571113,0.01720155,0.72474946,0.03021569,0.00000000,4.12686187,5.33541169,2.02117538,0.00000000
-5.51975988,8.34861909,0.01768430,0.72394651,0.03141610,0.00000000,4.07638277,5.42027518,2.07385929,0.00000000
-5.51375688,8.46978415,0.01812442,0.72311181,0.03270521,0.00000000,4.02064207,5.50561640,2.12428290,0.00000000
-5.50775388,8.58942558,0.01851812,0.72236070,0.03407897,0.00000000,3.96074908,5.59153257,2.17224665,0.00000000
-5.50175088,8.70778019,0.01886257,0.72179506,0.03553157,0.00000000,3.89788014,5.67811638,2.21758967,0.00000000
-5.49574787,8.82507409,0.01915595,0.72149897,0.03705517,0.00000000,3.83323179,5.76544555,2.26018408,0.00000000
-5.48974487,8.94149415,0.01939753,0.72153511,0.03863962,0.00000000,3.76797420,5.85357227,2.29992835,0.00000000
-5.48374187,9.05716049,0.01958763,0.72194202,0.04027230,0.00000000,3.70320690,5.94251267,2.33674005,0.00000000
-5.47773887,9.17210128,0.01972763,0.72273230,0.04193799,0.00000000,3.63991877,6.03223679,2.37054859,0.00000000
-5.47173587,9.28623098,0.01981986,0.72389175,0.04361893,0.00000000,3.57895398,6.12265920,2.40128852,0.00000000
-5.46573287,9.39933317,0.01986753,0.72537963,0.04529493,0.00000000,3.52098521,6.21363077,2.42889379,0.00000000
-5.45972986,9.51104888,0.01987464,0.72712974,0.04694373,0.00000000,3.46649516,6.30493191,2.45329334,0.00000000
-5.45372686,9.62087131,0.01984579,0.72905260,0.04854131,0.00000000,3.41576693,6.39626776,2.47440859,0.00000000
-5.44772386,9.72814734,0.01978609,0.73103836,0.05006255,0.00000000,3.36888336,6.48726568,2.49215280,0.00000000
-5.44172086,9.83208605,0.01970099,0.73296046,0.05148174,0.00000000,3.32573525,6.57747533,2.50643253,0.00000000
-5.43571786,9.93177413,0.01959613,0.73467993,0.05277342,0.00000000,3.28603759,6.66637154,2.51715116,0.00000000
-5.42971486,10.02619770,0.01947720,0.73605003,0.05391306,0.00000000,3.24935296,6.75336006,2.52421427,0.00000000
-5.42371186,10.11426950,0.01934982,0.73692118,0.05487788,0.00000000,3.21512076,6.83778603,2.52753654,0.00000000
-5.41770885,10.19486044,0.01921943,0.73714592,0.05564760,0.00000000,3.18269058,6.91894489,2.52704979,0.00000000
-5.41170585,10.26683371,0.01909118,0.73658366,0.05620510,0.00000000,3.15135835,6.99609520,2.52271165,0.00000000
-5.40570285,10.32908020,0.01896988,0.73510511,0.05653708,0.00000000,3.12040322,7.06847289,2.51451432,0.00000000
-5.39969985,10.38055301,0.01885994,0.73259613,0.05663448,0.00000000,3.08912372,7.13530615,2.50249275,0.00000000
-5.39369685,10.42029973,0.01876532,0.72896089,0.05649282,0.00000000,3.05687141,7.19583022,2.48673181,0.00000000
-5.38769385,10.44749080,0.01868957,0.72412422,0.05611239,0.00000000,3.02308091,7.24930152,2.46737193,0.00000000
-5.38169085,10.46144276,0.01863578,0.71803302,0.05549821,0.00000000,2.98729486,7.29501044,2.44461280,0.00000000
-5.37568784,10.46163553,0.01860667,0.71065683,0.05465989,0.00000000,2.94918335,7.33229244,2.41871477,0.00000000
-5.36968484,10.44772333,0.01860456,0.70198743,0.05361132,0.00000000,2.90855697,7.36053726,2.38999806,0.00000000
-5.36368184,10.41953931,0.01863147,0.69203776,0.05237016,0.00000000,2.86537361,7.37919613,2.35883943,0.00000000
-5.35767884,10.37709432,0.01868917,0.68084004,0.05095735,0.00000000,2.81973897,7.38778751,2.32566669,0.00000000
-5.35167584,10.32057063,0.01877925,0.66844349,0.04939643,0.00000000,2.77190132,7.38590139,2.29095118,0.00000000
-5.34567284,10.25031191,0.01890316,0.65491172,0.04771285,0.00000000,2.72224105,7.37320306,2.25519857,0.00000000
-5.33966983,10.16681051,0.01906232,0.64031996,0.04593329,0.00000000,2.67125595,7.34943672,2.21893835,0.00000000
-5.33366683,10.07069367,0.01925816,0.62475243,0.04408496,0.00000000,2.61954316,7.31442972,2.18271247,0.00000000
-5.32766383,9.96270966,0.01949217,0.60829987,0.04219497,0.00000000,2.56777865,7.26809780,2.14706364,0.00000000
-5.32166083,9.84371508,0.01976596,0.59105755,0.04028975,0.00000000,2.51669535,7.21045175,2.11252365,0.00000000
-5.31565783,9.71466397,0.02008127,0.57312358,0.03839456,0.00000000,2.46706075,7.14160564,2.07960207,0.00000000
-5.30965483,9.57659925,0.02043999,0.55459787,0.03653310,0.00000000,2.41965485,7.06178641,2.04877590,0.00000000
-5.30365183,9.43064646,0.02084415,0.53558145,0.03472721,0.00000000,2.37524911,6.97134447,2.02048025,0.00000000
-5.29764882,9.27800956,0.02129586,0.51617626,0.03299663,0.00000000,2.33458695,6.87076463,1.99510040,0.00000000
-5.29164582,9.11996817,0.02179731,0.49648518,0.03135891,0.00000000,2.29836628,6.76067650,1.97296545,0.00000000
-5.28564282,8.95787530,0.02235061,0.47661237,0.02982933,0.00000000,2.26722421,6.64186331,1.95434355,0.00000000
-5.27963982,8.79315491,0.02295777,0.45666350,0.02842095,0.00000000,2.24172428,6.51526809,1.93943904,0.00000000
-5.27363682,8.62729786,0.02362053,0.43674598,0.02714460,0.00000000,2.22234610,6.38199611,1.92839119,0.00000000
-5.26763382,8.46185577,0.02434028,0.41696893,0.02600904,0.00000000,2.20947750,6.24331273,1.92127484,0.00000000
-5.26163082,8.29843162,0.02511791,0.39744288,0.02502101,0.00000000,2.20340901,6.10063573,1.91810260,0.00000000
-5.25562781,8.13866683,0.02595368,0.37827895,0.02418533,0.00000000,2.20433063,5.95552178,1.91882872,0.00000000
-5.24962481,7.98422441,0.02684712,0.35958777,0.02350505,0.00000000,2.21233068,5.80964683,1.92335429,0.00000000
-5.24362181,7.83676826,0.02779689,0.34147793,0.02298150,0.00000000,2.22739645,5.66478063,1.93153369,0.00000000
-5.23761881,7.69793896,0.02880075,0.32405408,0.02261436,0.00000000,2.24941663,5.52275586,1.94318189,0.00000000
-5.23161581,7.56932664,0.02985543,0.30741478,0.02240177,0.00000000,2.27818513,5.38543286,1.95808242,0.00000000
-5.22561281,7.45244182,0.03095663,0.29165031,0.02234033,0.00000000,2.31340612,5.25466092,1.97599566,0.00000000
-5.21960980,7.34868523,0.03209899,0.27684032,0.02242518,0.00000000,2.35470013,5.13223774,1.99666696,0.00000000
-5.21360680,7.25931772,0.03327610,0.26305178,0.02265003,0.00000000,2.40161096,5.01986843,2.01983433,0.00000000
-5.20760380,7.18543143,0.03448054,0.25033706,0.02300722,0.00000000,2.45361317,4.91912564,2.04523533,0.00000000
-5.20160080,7.12792344,0.03570393,0.23873251,0.02348776,0.00000000,2.51012015,4.83141249,2.07261285,0.00000000
-5.19559780,7.08747285,0.03693703,0.22825740,0.02408144,0.00000000,2.57049247,4.75792958,2.10171937,0.00000000
-5.18959480,7.06452233,0.03816984,0.21891351,0.02477689,0.00000000,2.63404668,4.69964738,2.13231983,0.00000000
-5.18359180,7.05926482,0.03939172,0.21068522,0.02556175,0.00000000,2.70006433,4.65728506,2.16419272,0.00000000
-5.17758879,7.07163602,0.04059154,0.20354018,0.02642276,0.00000000,2.76780141,4.63129631,2.19712967,0.00000000
-5.17158579,7.10131290,0.04175783,0.19743058,0.02734600,0.00000000,2.83649827,4.62186257,2.23093362,0.00000000
-5.16558279,7.14771853,0.04287898,0.19229486,0.02831706,0.00000000,2.90539006,4.62889361,2.26541579,0.00000000
-5.15957979,7.21003294,0.04394343,0.18805984,0.02932126,0.00000000,2.97371784,4.65203530,2.30039198,0.00000000
-5.15357679,7.28720989,0.04493990,0.18464324,0.03034393,0.00000000,3.04074055,4.69068381,2.33567851,0.00000000
-5.14757379,7.37799900,0.04585759,0.18195631,0.03137063,0.00000000,3.10574771,4.74400547,2.37108835,0.00000000
-5.14157079,7.48097253,0.04668649,0.17990668,0.03238744,0.00000000,3.16807296,4.81096138,2.40642791,0.00000000
-5.13556778,7.59455625,0.04741755,0.17840114,0.03338123,0.00000000,3.22710819,4.89033546,2.44149492,0.00000000
-5.12956478,7.71706324,0.04804304,0.17734837,0.03433992,0.00000000,3.28231817,4.98076497,2.47607782,0.00000000
-5.12356178,7.84672984,0.04855674,0.17666148,0.03525275,0.00000000,3.33325509,5.08077232,2.50995682,0.00000000
-5.11755878,7.98175277,0.04895421,0.17626024,0.03611047,0.00000000,3.37957268,5.18879710,2.54290679,0.00000000
-5.11155578,8.12032623,0.04923301,0.17607301,0.03690561,0.00000000,3.42103915,5.30322747,2.57470197,0.00000000
-5.10555278,8.26067818,0.04939291,0.17603827,0.03763261,0.00000000,3.45754833,5.42243021,2.60512219,0.00000000
-5.09954977,8.40110470,0.04943597,0.17610573,0.03828798,0.00000000,3.48912825,5.54477874,2.63396035,0.00000000
-5.09354677,8.54000162,0.04936668,0.17623695,0.03887041,0.00000000,3.51594635,5.66867900,2.66103059,0.00000000
-5.08754377,8.67589258,0.04919196,0.17640552,0.03938079,0.00000000,3.53831072,5.79259262,2.68617666,0.00000000
-5.08154077,8.80745298,0.04892103,0.17659684,0.03982223,0.00000000,3.55666672,5.91505770,2.70927975,0.00000000
-5.07553777,8.93352901,0.04856536,0.17680737,0.04019999,0.00000000,3.57158869,6.03470690,2.73026529,0.00000000
-5.06953477,9.05315169,0.04813833,0.17704358,0.04052142,0.00000000,3.58376645,6.15028310,2.74910804,0.00000000
-5.06353177,9.16554545,0.04765499,0.17732051,0.04079573,0.00000000,3.59398686,6.26065270,2.76583506,0.00000000
-5.05752876,9.27013129,0.04713163,0.17766007,0.04103383,0.00000000,3.60311072,6.36481654,2.78052616,0.00000000
-5.05152576,9.36652454,0.04658536,0.17808914,0.04124809,0.00000000,3.61204567,6.46191873,2.79331169,0.00000000
-5.04552276,9.45452758,0.04603355,0.17863751,0.04145197,0.00000000,3.62171615,6.55125296,2.80436778,0.00000000
-5.03951976,9.53411784,0.04549338,0.17933581,0.04165974,0.00000000,3.63303151,6.63226667,2.81390907,0.00000000
-5.03351676,9.60543176,0.04498128,0.18021347,0.04188609,0.00000000,3.64685373,6.70456262,2.82217949,0.00000000
-5.02751376,9.66874529,0.04451243,0.18129684,0.04214578,0.00000000,3.66396616,6.76789779,2.82944158,0.00000000
-5.02151076,9.72445191,0.04410026,0.18260747,0.04245319,0.00000000,3.68504476,6.82217966,2.83596499,0.00000000
-5.01550775,9.77303898,0.04375613,0.18416067,0.04282200,0.00000000,3.71063344,6.86745942,2.84201505,0.00000000
-5.00950475,9.81506338,0.04348892,0.18596451,0.04326474,0.00000000,3.74112463,6.90392248,2.84784197,0.00000000
-5.00350175,9.85112747,0.04330489,0.18801902,0.04379255,0.00000000,3.77674609,6.93187611,2.85367157,0.00000000
-4.99749875,9.88185641,0.04320756,0.19031598,0.04441476,0.00000000,3.81755492,6.95173452,2.85969811,0.00000000
-4.99149575,9.90787746,0.04319773,0.19283897,0.04513874,0.00000000,3.86343891,6.96400191,2.86607966,0.00000000
-4.98549275,9.92980240,0.04327360,0.19556388,0.04596964,0.00000000,3.91412530,6.96925375,2.87293635,0.00000000
-4.97948974,9.94821336,0.04343107,0.19845978,0.04691030,0.00000000,3.96919659,6.96811714,2.88035165,0.00000000
-4.97348674,9.96365271,0.04366406,0.20149002,0.04796123,0.00000000,4.02811244,6.96125094,2.88837648,0.00000000
-4.96748374,9.97661704,0.04396495,0.20461364,0.04912059,0.00000000,4.09023670,6.94932635,2.89703586,0.00000000
-4.96148074,9.98755526,0.04432513,0.20778690,0.05038434,0.00000000,4.15486800,6.93300884,2.90633764,0.00000000
-4.95547774,9.99687055,0.04473548,0.21096485,0.05174643,0.00000000,4.22127239,6.91294193,2.91628250,0.00000000
-4.94947474,10.00492543,0.04518698,0.21410294,0.05319907,0.00000000,4.28871621,6.88973365,2.92687465,0.00000000
-4.94347174,10.01204934,0.04567116,0.21715849,0.05473302,0.00000000,4.35649761,6.86394574,2.93813217,0.00000000
-4.93746873,10.01854770,0.04618064,0.22009200,0.05633799,0.00000000,4.42397483,6.83608611,2.95009635,0.00000000
-4.93146573,10.02471129,0.04670950,0.22286824,0.05800304,0.00000000,4.49059012,6.80660431,2.96283906,0.00000000
-4.92546273,10.03082495,0.04725359,0.22545708,0.05971694,0.00000000,4.55588776,6.77588993,2.97646760,0.00000000
-4.91945973,10.03717422,0.04781068,0.22783397,0.06146864,0.00000000,4.61952548,6.74427339,2.99112647,0.00000000
-4.91345673,10.04404917,0.04838053,0.22998013,0.06324760,0.00000000,4.68127869,6.71202867,3.00699561,0.00000000
-4.90745373,10.05174437,0.04896480,0.23188247,0.06504410,0.00000000,4.74103738,6.67937723,3.02428518,0.00000000
-4.90145073,10.06055442,0.04956680,0.23353317,0.06684951,0.00000000,4.79879597,6.64649250,3.04322666,0.00000000
-4.89544772,10.07076492,0.05019119,0.23492904,0.06865646,0.00000000,4.85463654,6.61350422,3.06406094,0.00000000
-4.88944472,10.08263875,0.05084347,0.23607070,0.07045888,0.00000000,4.90870670,6.58050209,3.08702356,0.00000000
-4.88344172,10.09639838,0.05152949,0.23696162,0.07225194,0.00000000,4.96119300,6.54753837,3.11232802,0.00000000
-4.87743872,10.11220478,0.05225483,0.23760706,0.07403196,0.00000000,5.01229154,6.51462910,3.14014797,0.00000000
-4.87143572,10.13013440,0.05302416,0.23801301,0.07579610,0.00000000,5.06217728,6.48175401,3.17059907,0.00000000
-4.86543272,10.15015537,0.05384067,0.23818519,0.07754203,0.00000000,5.11097376,6.44885521,3.20372168,0.00000000
-4.85942971,10.17210480,0.05470547,0.23812817,0.07926752,0.00000000,5.15872480,6.41583509,3.23946529,0.00000000
-4.85342671,10.19566866,0.05561711,0.23784456,0.08096997,0.00000000,5.20536980,6.38255383,3.27767558,0.00000000
-4.84742371,10.22036597,0.05657120,0.23733449,0.08264591,0.00000000,5.25072396,6.34882715,3.31808497,0.00000000
-4.84142071,10.24553877,0.05756018,0.23659522,0.08429055,0.00000000,5.29446456,6.31442491,3.36030732,0.00000000
-4.83541771,10.27034900,0.05857314,0.23562098,0.08589733,0.00000000,5.33612418,6.27907099,3.40383721,0.00000000
-4.82941471,10.29378311,0.05959596,0.23440311,0.08745755,0.00000000,5.37509122,6.24244499,3.44805406,0.00000000
-4.82341171,10.31466483,0.06061149,0.23293028,0.08896016,0.00000000,5.41061803,6.20418611,3.49223115,0.00000000
-4.81740870,10.33167596,0.06159991,0.23118901,0.09039159,0.00000000,5.44183628,6.16389917,3.53554918,0.00000000
-4.81140570,10.34338461,0.06253926,0.22916429,0.09173582,0.00000000,5.46777906,6.12116286,3.57711418,0.00000000
-4.80540270,10.34828002,0.06340604,0.22684038,0.09297456,0.00000000,5.48740877,6.07553999,3.61597880,0.00000000
-4.79939970,10.34481249,0.06417601,0.22420161,0.09408758,0.00000000,5.49964968,6.02658927,3.65116651,0.00000000
-4.79339670,10.33143700,0.06482487,0.22123331,0.09505324,0.00000000,5.50342367,5.97387826,3.68169756,0.00000000
-4.78739370,10.30665866,0.06532917,0.21792270,0.09584910,0.00000000,5.49768777,5.91699695,3.70661584,0.00000000
-4.78139070,10.26907834,0.06566704,0.21425975,0.09645271,0.00000000,5.48147189,5.85557136,3.72501568,0.00000000
-4.77538769,10.21743682,0.06581901,0.21023800,0.09684243,0.00000000,5.45391504,5.78927683,3.73606751,0.00000000
-4.76938469,10.15065589,0.06576865,0.20585523,0.09699831,0.00000000,5.41429890,5.71785050,3.73904165,0.00000000
-4.76338169,10.06787536,0.06550320,0.20111406,0.09690297,0.00000000,5.36207712,5.64110281,3.73332946,0.00000000
-4.75737869,9.96848487,0.06501401,0.19602240,0.09654247,0.00000000,5.29689952,5.55892778,3.71846121,0.00000000
-4.75137569,9.85215013,0.06429689,0.19059372,0.09590709,0.00000000,5.21863030,5.47131219,3.69412026,0.00000000
-4.74537269,9.71883310,0.06335228,0.18484720,0.09499197,0.00000000,5.12735974,5.37834359,3.66015335,0.00000000
-4.73936968,9.56880618,0.06218531,0.17880771,0.09379767,0.00000000,5.02340921,5.28021733,3.61657683,0.00000000
-4.73336668,9.40266049,0.06080568,0.17250562,0.09233048,0.00000000,4.90732943,5.17724274,3.56357881,0.00000000
-4.72736368,9.22130852,0.05922743,0.16597655,0.09060263,0.00000000,4.77989249,5.06984842,3.50151759,0.00000000
-4.72136068,9.02598133,0.05746860,0.15926084,0.08863225,0.00000000,4.64207790,4.95858672,3.43091632,0.00000000
-4.71535768,8.81822056,0.05555075,0.15240304,0.08644317,0.00000000,4.49505355,4.84413714,3.35245444,0.00000000
-4.70935468,8.59986521,0.05349845,0.14545121,0.08406448,0.00000000,4.34015237,4.72730832,3.26695601,0.00000000
-4.70335168,8.37303327,0.05133863,0.13845615,0.08152997,0.00000000,4.17884546,4.60903816,3.17537536,0.00000000
-4.69734867,8.14009785,0.04910000,0.13147059,0.07887739,0.00000000,4.01271272,4.49039135,3.07878036,0.00000000
-4.69134567,7.90365743,0.04681233,0.12454827,0.07614757,0.00000000,3.84341183,4.37255358,2.97833348,0.00000000
-4.68534267,7.66650003,0.04450580,0.11774298,0.07338347,0.00000000,3.67264636,4.25682169,2.87527105,0.00000000
-4.67933967,7.43156073,0.04221033,0.11110766,0.07062909,0.00000000,3.50213387,4.14458893,2.77088083,0.00000000
-4.67333667,7.20187231,0.03995495,0.10469340,0.06792844,0.00000000,3.33357458,4.03732486,2.66647828,0.00000000
-4.66733367,6.98050919,0.03776721,0.09854854,0.06532438,0.00000000,3.16862129,3.93654929,2.56338167,0.00000000
-4.66133067,6.77052487,0.03567262,0.09271776,0.06285758,0.00000000,3.00885099,3.84380045,2.46288646,0.00000000
-4.65532766,6.57488366,0.03369418,0.08724129,0.06056545,0.00000000,2.85573868,3.76059738,2.36623934,0.00000000
-4.64932466,6.39638816,0.03185192,0.08215414,0.05848120,0.00000000,2.71063363,3.68839750,2.27461233,0.00000000
-4.64332166,6.23760412,0.03016260,0.07748553,0.05663301,0.00000000,2.57473870,3.62855039,2.18907767,0.00000000
