energy_ev,total_up,C_s_up,C_p_up,Co_p_up,Co_d_up,Mo_p_up,Mo_d_up,S_s_up,S_p_up
-5.90395198,1.79719110,0.00699725,0.27550722,0.32442460,0.08986829,0.64983312,0.39659937,0.01874696,0.68772780
-5.89794897,1.83749204,0.00749113,0.27281096,0.33315569,0.09783956,0.63310913,0.40263810,0.02036324,0.71975528
-5.89194597,1.90074452,0.00808132,0.27407621,0.34514649,0.10707612,0.62445362,0.41464124,0.02223496,0.75994895
-5.88594297,1.98593592,0.00875863,0.27924458,0.36019697,0.11748031,0.62329373,0.43258008,0.02433927,0.80778260
-5.87993997,2.09169595,0.00951246,0.28821210,0.37803772,0.12893280,0.62895860,0.45635020,0.02664931,0.86257745
-5.87393697,2.21629964,0.01033089,0.30082910,0.39833159,0.14129250,0.64069070,0.48576818,0.02913423,0.92350379
-5.86793397,2.35767865,0.01120072,0.31690060,0.42067758,0.15439696,0.65765845,0.52056912,0.03175935,0.98958699
-5.86193097,2.51344194,0.01210760,0.33618736,0.44461684,0.16806362,0.67897048,0.56040575,0.03448656,1.05971852
-5.85592796,2.68090692,0.01303617,0.35840762,0.46964098,0.18209182,0.70369148,0.60484914,0.03727485,1.13267222
-5.84992496,2.85714115,0.01397032,0.38323995,0.49520247,0.19626578,0.73085967,0.65339150,0.04008109,1.20712575
-5.84392196,3.03901479,0.01489339,0.41032696,0.52072690,0.21035839,0.75950560,0.70545114,0.04286095,1.28168723
-5.83791896,3.22326273,0.01578852,0.43928013,0.54562697,0.22413587,0.78867208,0.76037983,0.04557004,1.35492630
-5.83191596,3.40655530,0.01663900,0.46968566,0.56931750,0.23736312,0.81743467,0.81747248,0.04816523,1.42540904
-5.82591296,3.58557557,0.01742858,0.50111127,0.59123124,0.24980966,0.84492232,0.87597895,0.05060596,1.49173549
-5.81990995,3.75710082,0.01814193,0.53311378,0.61083471,0.26125590,0.87033734,0.93511796,0.05285574,1.55257863
-5.81390695,3.91808547,0.01876497,0.56524737,0.62764357,0.27149956,0.89297416,0.99409249,0.05488359,1.60672321
-5.80790395,4.06574219,0.01928527,0.59707215,0.64123687,0.28036190,0.91223609,1.05210638,0.05666537,1.65310304
-5.80190095,4.19761835,0.01969236,0.62816296,0.65126956,0.28769360,0.92764946,1.10838162,0.05818512,1.69083505
-5.79589795,4.31166431,0.01997804,0.65811792,0.65748280,0.29337987,0.93887442,1.16217560,0.05943608,1.71924862
-5.78989495,4.40629095,0.02013660,0.68656668,0.65971151,0.29734470,0.94571217,1.21279791,0.06042153,1.73790887
-5.78389195,4.48041389,0.02016499,0.71317792,0.65788893,0.29955389,0.94810804,1.25962603,0.06115532,1.74663267
-5.77788894,4.53348234,0.02006287,0.73766601,0.65204787,0.30001675,0.94615040,1.30211944,0.06166207,1.74549663
-5.77188594,4.56549148,0.01983265,0.75979661,0.64231872,0.29878647,0.94006534,1.33983158,0.06197700,1.73483652
-5.76588294,4.57697767,0.01947938,0.77939103,0.62892418,0.29595885,0.93020748,1.37241960,0.06214535,1.71523790
-5.75987994,4.56899675,0.01901058,0.79632940,0.61217101,0.29166963,0.91704713,1.39965133,0.06222143,1.68751840
-5.75387694,4.54308641,0.01843604,0.81055253,0.59243917,0.28609047,0.90115439,1.42140964,0.06226736,1.65270208
-5.74787394,4.50121423,0.01776746,0.82206257,0.57016878,0.27942366,0.88318104,1.43769401,0.06235132,1.61198691
-5.74187094,4.44571365,0.01701814,0.83092250,0.54584558,0.27189574,0.86384070,1.44861964,0.06254569,1.56670677
-5.73586793,4.37921065,0.01620258,0.83725463,0.51998531,0.26375048,0.84388844,1.45441409,0.06292472,1.51828916
-5.72986493,4.30454415,0.01533604,0.84123825,0.49311797,0.25524119,0.82410038,1.45541190,0.06356225,1.46821062
-5.72386193,4.22468336,0.01443418,0.84310655,0.46577225,0.24662296,0.80525430,1.45204749,0.06452912,1.41795136
-5.71785893,4.14264539,0.01351258,0.84314305,0.43846104,0.23814500,0.78811204,1.44484669,0.06589068,1.36895088
-5.71185593,4.06141613,0.01258641,0.84167754,0.41166836,0.23004324,0.77340415,1.43441720,0.06770428,1.32256635
-5.70585293,3.98387728,0.01167004,0.83908188,0.38583830,0.22253384,0.76181753,1.42143843,0.07001696,1.28003503
-5.69984992,3.91274182,0.01077672,0.83576548,0.36136613,0.21580735,0.75398629,1.40665083,0.07286331,1.24244228
-5.69384692,3.85049994,0.00991837,0.83217071,0.33859203,0.21002420,0.75048608,1.39084514,0.07626370,1.21069593
-5.68784392,3.79937652,0.00910531,0.82876813,0.31779729,0.20531129,0.75183179,1.37485135,0.08022281,1.18550798
-5.68184092,3.76130111,0.00834617,0.82605156,0.29920318,0.20175996,0.75847853,1.35952784,0.08472867,1.16738384
-5.67583792,3.73789011,0.00764777,0.82453285,0.28297214,0.19942532,0.77082543,1.34575038,0.08975221,1.15661938
-5.66983492,3.73044092,0.00701506,0.82473629,0.26921116,0.19832683,0.78922164,1.33440095,0.09524724,1.15330536
-5.66383192,3.73993670,0.00645122,0.82719248,0.25797703,0.19845024,0.81397397,1.32635640,0.10115117,1.15733894
-5.65782891,3.76706028,0.00595764,0.83243149,0.24928293,0.19975050,0.84535515,1.32247660,0.10738606,1.16844133
-5.65182591,3.81221518,0.00553406,0.84097524,0.24310605,0.20215564,0.88361198,1.32359197,0.11386044,1.18618060
-5.64582291,3.87555142,0.00517872,0.85332884,0.23939566,0.20557139,0.92897223,1.33049027,0.12047144,1.20999847
-5.63981991,3.95699391,0.00488854,0.86997091,0.23808125,0.20988617,0.98164956,1.34390245,0.12710749,1.23923972
-5.63381691,4.05627092,0.00465925,0.89134283,0.23908022,0.21497646,1.04184558,1.36448754,0.13365133,1.27318292
-5.62781391,4.17294050,0.00448567,0.91783684,0.24230473,0.22071201,1.10974829,1.39281672,0.13998325,1.31107109
-5.62181091,4.30641292,0.00436188,0.94978340,0.24766745,0.22696091,1.18552664,1.42935672,0.14598455,1.35214087
-5.61580790,4.45596781,0.00428144,0.98743780,0.25508584,0.23359414,1.26932082,1.47445281,0.15154103,1.39564922
-5.60980490,4.62076502,0.00423766,1.03096660,0.26448493,0.24048961,1.36122857,1.52831209,0.15654628,1.44089649
-5.60380190,4.79984916,0.00422372,1.08043440,0.27579839,0.24753531,1.46128791,1.59098762,0.16090494,1.48724520
-5.59779890,4.99214807,0.00423297,1.13579146,0.28896812,0.25463180,1.56945713,1.66236427,0.16453545,1.53413402
-5.59179590,5.19646667,0.00425904,1.19686309,0.30394232,0.26169369,1.68559309,1.74214725,0.16737248,1.58108665
-5.58579290,5.41147774,0.00429606,1.26334151,0.32067243,0.26865044,1.80942945,1.82985438,0.16936876,1.62771585
-5.57978989,5.63571213,0.00433879,1.33478100,0.33910915,0.27544630,1.94055631,1.92481317,0.17049641,1.67372284
-5.57378689,5.86755097,0.00438275,1.41059721,0.35919796,0.28203963,2.07840303,2.02616361,0.17074752,1.71889270
-5.56778389,6.10522270,0.00442430,1.49007137,0.38087454,0.28840176,2.22222609,2.13286776,0.17013416,1.76308668
-5.56178089,6.34680767,0.00446074,1.57235978,0.40406046,0.29451547,2.37110360,2.24372657,0.16868776,1.80623219
-5.55577789,6.59025260,0.00449033,1.65650920,0.42865956,0.30037332,2.52393770,2.35740443,0.16645787,1.84831156
-5.54977489,6.83339671,0.00451231,1.74147792,0.45455538,0.30597599,2.67946617,2.47246131,0.16351035,1.88935060
-5.54377189,7.07401048,0.00452689,1.82616245,0.48160977,0.31133074,2.83628338,2.58739213,0.15992520,1.92940778
-5.53776888,7.30984697,0.00453517,1.90942917,0.50966300,0.31645018,2.99287082,2.70067231,0.15579394,1.96856479
-5.53176588,7.53870457,0.00453910,1.99014994,0.53853531,0.32135130,3.14763638,2.81080811,0.15121680,2.00691898
-5.52576288,7.75849894,0.00454135,2.06724047,0.56802987,0.32605496,3.29896111,2.91639001,0.14629979,2.04457809
-5.51975988,7.96734092,0.00454519,2.13969978,0.59793695,0.33058563,3.44525153,3.01614672,0.14115163,2.08165707
-5.51375688,8.16361613,0.00455438,2.20664911,0.62803908,0.33497150,3.58499511,3.10899743,0.13588093,2.11827694
-5.50775388,8.34606170,0.00457297,2.26736825,0.65811675,0.33924473,3.71681618,3.19409969,0.13059333,2.15456505
-5.50175088,8.51383476,0.00460514,2.32132737,0.68795435,0.34344178,3.83952930,3.27089015,0.12538910,2.19065625
-5.49574787,8.66656786,0.00465508,2.36821269,0.71734578,0.34760364,3.95218710,3.33911586,0.12036083,2.22669415
-5.48974487,8.80440667,0.00472674,2.40794419,0.74609948,0.35177588,4.05411976,3.39885386,0.11559163,2.26283172
-5.48374187,8.92802609,0.00482372,2.44068431,0.77404239,0.35600833,4.14496387,3.45051755,0.11115362,2.29923050
-5.47773887,9.03862216,0.00494912,2.46683658,0.80102267,0.36035436,4.22467860,3.49484872,0.10710682,2.33605801
-5.47173587,9.13787854,0.00510537,2.48703404,0.82691094,0.36486967,4.29354817,3.53289502,0.10349844,2.37348288
-5.46573287,9.22790768,0.00529417,2.50211751,0.85160000,0.36961052,4.35217015,3.56597324,0.10036253,2.41166776
-5.45972986,9.31116877,0.00551634,2.51310443,0.87500324,0.37463166,4.40143000,3.59561964,0.09771997,2.45076006
-5.45372686,9.39036566,0.00577181,2.52114958,0.89705177,0.37998381,4.44246305,3.62352924,0.09557879,2.49088132
-5.44772386,9.46832959,0.00605958,2.52749917,0.91769079,0.38571095,4.47660581,3.65148664,0.09393477,2.53211559
-5.44172086,9.54789249,0.00637775,2.53344050,0.93687539,0.39184762,4.50533910,3.68129124,0.09277235,2.57449799
-5.43571786,9.63175730,0.00672352,2.54024928,0.95456650,0.39841637,4.53022596,3.71468041,0.09206562,2.61800449
-5.42971486,9.72237199,0.00709334,2.54913699,0.97072713,0.40542559,4.55284727,3.75325380,0.09177969,2.66254373
-5.42371186,9.82181381,0.00748298,2.56120072,0.98531960,0.41286778,4.57473848,3.79840240,0.09187204,2.70795210
-5.41770885,9.93168968,0.00788769,2.57737743,0.99830392,0.42071864,4.59733016,3.85124535,0.09229405,2.75399259
-5.41170585,10.05305761,0.00830241,2.59840489,1.00963758,0.42893686,4.62189517,3.91257734,0.09299262,2.80035808
-5.40570285,10.18637284,0.00872193,2.62479046,1.01927701,0.43746474,4.64950443,3.98282865,0.09391181,2.84667907
-5.39969985,10.33146075,0.00914114,2.65678931,1.02718034,0.44622963,4.68099295,4.06203955,0.09499442,2.89253582
-5.39369685,10.48751738,0.00955522,2.69439239,1.03331171,0.45514616,4.71693695,4.14984976,0.09618359,2.93747409
-5.38769385,10.65313635,0.00995990,2.73732460,1.03764635,0.46411895,4.75764240,4.24550318,0.09742426,2.98102390
-5.38169085,10.82636020,0.01035160,2.78505296,1.04017648,0.47304592,4.80314469,4.34786743,0.09866455,3.02271987
-5.37568784,11.00475247,0.01072771,2.83680399,1.04091710,0.48182164,4.85321855,4.45546697,0.09985688,3.06212203
-5.36968484,11.18548644,0.01108663,2.89158955,1.03991155,0.49034085,4.90739720,4.56652813,0.10095893,3.09883565
-5.36368184,11.36544548,0.01142798,2.94823968,1.03723602,0.49850167,4.96499910,4.67903411,0.10193442,3.13252881
-5.35767884,11.54133029,0.01175259,3.00544121,1.03300279,0.50620844,5.02516090,4.79078757,0.10275347,3.16294643
-5.35167584,11.70976795,0.01206254,3.06178042,1.02736170,0.51337410,5.08687487,4.89947826,0.10339289,3.18992010
-5.34567284,11.86741854,0.01236110,3.11578823,1.02049975,0.51992183,5.14902929,5.00275332,0.10383607,3.21337285
-5.33966983,12.01107552,0.01265264,3.16598624,1.01263860,0.52578609,5.21045052,5.09828761,0.10407268,3.23331894
-5.33366683,12.13775685,0.01294244,3.21093230,1.00403015,0.53091299,5.26994544,5.18385206,0.10409813,3.24985871
-5.32766383,12.24478493,0.01323650,3.24926400,0.99495037,0.53526018,5.32634333,5.25737775,0.10391289,3.26316918
-5.32166083,12.32985389,0.01354128,3.27973897,0.98569165,0.53879619,5.37853643,5.31701402,0.10352163,3.27349121
-5.31565783,12.39108398,0.01386345,3.30127092,0.97655423,0.54149966,5.42551838,5.36117934,0.10293229,3.28111449
-5.30965483,12.42706304,0.01420954,3.31296058,0.96783704,0.54335840,5.46642009,5.38860346,0.10215516,3.28636154
-5.30365183,12.43687588,0.01458569,3.31412071,0.95982866,0.54436861,5.50054263,5.39836039,0.10120194,3.28957218
-5.29764882,12.42012242,0.01499731,3.30429489,0.95279879,0.54453438,5.52738632,5.38989141,0.10008494,3.29108958
-5.29164582,12.37692562,0.01544888,3.28326967,0.94699075,0.54386764,5.54667582,5.36301814,0.09881634,3.29124914
-5.28564282,12.30793040,0.01594368,3.25107998,0.94261542,0.54238856,5.55838035,5.31794554,0.09740768,3.29037092
-5.27963982,12.21429429,0.01648363,3.20800780,0.93984689,0.54012647,5.56272853,5.25525521,0.09586945,3.28875604
-5.27363682,12.09767051,0.01706919,3.15457444,0.93882006,0.53712131,5.56021696,5.17588955,0.09421096,3.28668741
-5.26763382,11.96018387,0.01769931,3.09152661,0.93963009,0.53342539,5.55161188,5.08112733,0.09244033,3.28443430
-5.26163082,11.80439966,0.01837148,3.01981688,0.94233390,0.52910540,5.53794318,4.97255169,0.09056467,3.28226031
-5.25562781,11.63328528,0.01908177,2.94057911,0.94695320,0.52424446,5.52049020,4.85201138,0.08859038,3.28043377
-5.24962481,11.45016465,0.01982503,2.85509962,0.95347904,0.51894383,5.50075884,4.72157650,0.08652357,3.27923953
-5.24362181,11.25866492,0.02059511,2.76478482,0.96187745,0.51332436,5.48044984,4.58348974,0.08437056,3.27899088
-5.23761881,11.06265564,0.02138508,2.67112623,0.97209563,0.50752704,5.46141846,4.44011445,0.08213831,3.28004026
-5.23161581,10.86618019,0.02218750,2.57566389,0.98406848,0.50171284,5.44562602,4.29388087,0.07983492,3.28278758
-5.22561281,10.67338019,0.02299474,2.47994898,0.99772492,0.49606145,5.43508427,4.14723150,0.07746995,3.28768515
-5.21960980,10.48841344,0.02379924,2.38550671,1.01299363,0.49076888,5.43179403,4.00256728,0.07505475,3.29523826
-5.21360680,10.31536689,0.02459380,2.29380044,1.02980792,0.48604400,5.43767980,3.86219539,0.07260254,3.30600089
-5.20760380,10.15816622,0.02537173,2.20619784,1.04810942,0.48210393,5.45452245,3.72828013,0.07012839,3.32056645
-5.20160080,10.02048427,0.02612710,2.12394000,1.06785039,0.47916857,5.48389263,3.60279776,0.06764910,3.33955356
-5.19559780,9.90565078,0.02685484,2.04811433,1.08899469,0.47745436,5.52708719,3.48749636,0.06518283,3.36358742
-5.18959480,9.81656635,0.02755077,1.97963172,1.11151718,0.47716754,5.58507161,3.38386167,0.06274865,3.39327744
-5.18359180,9.75562349,0.02821160,1.91920870,1.13540181,0.47849724,5.65843085,3.29308939,0.06036604,3.42919239
-5.17758879,9.72463763,0.02883491,1.86735497,1.16063845,0.48160875,5.74733113,3.21606479,0.05805423,3.47183397
-5.17158579,9.72479097,0.02941899,1.82436647,1.18721870,0.48663715,5.85149470,3.15334989,0.05583156,3.52161037
-5.16558279,9.75659145,0.02996270,1.79032423,1.21513091,0.49368174,5.97018904,3.10517844,0.05371483,3.57881109
-5.15957979,9.81984876,0.03046528,1.76509891,1.24435469,0.50280146,6.10223163,3.07145889,0.05171870,3.64358420
-5.15357679,9.91366875,0.03092620,1.74836084,1.27485528,0.51401146,6.24601036,3.05178493,0.04985518,3.71591728
-5.14757379,10.03646661,0.03134489,1.73959503,1.30657789,0.52728112,6.39951927,3.04545347,0.04813319,3.79562289
-5.14157079,10.18599876,0.03172065,1.73812090,1.33944248,0.54253332,6.56040827,3.05148936,0.04655826,3.88232938
-5.13556778,10.35941231,0.03205242,1.74311570,1.37333906,0.55964527,6.72604495,3.06867611,0.04513240,3.97547717
-5.12956478,10.55331036,0.03233873,1.75364108,1.40812384,0.57845053,6.89358606,3.09559159,0.04385409,4.07432099
-5.12356178,10.76383075,0.03257761,1.76867175,1.44361628,0.59874233,7.06005545,3.13064778,0.04271838,4.17793752
-5.11755878,10.98673535,0.03276657,1.78712530,1.47959719,0.62027781,7.22242539,3.17213316,0.04171718,4.28523833
-5.11155578,11.21750650,0.03290264,1.80789224,1.51580806,0.64278318,7.37769762,3.21825654,0.04083958,4.39498741
-5.10555278,11.45144747,0.03298247,1.82986513,1.55195151,0.66595932,7.52298100,3.26719116,0.04007236,4.50582252
-5.09954977,11.68378335,0.03300241,1.85196616,1.58769297,0.68948793,7.65556250,3.31711753,0.03940046,4.61627968
-5.09354677,11.90975938,0.03295872,1.87317202,1.62266357,0.71303764,7.77296918,3.36626408,0.03880752,4.72481986
-5.08754377,12.12473410,0.03284772,1.89253575,1.65646422,0.73627030,7.87301899,3.41294447,0.03827645,4.82985718
-5.08154077,12.32426510,0.03266598,1.90920481,1.68867086,0.75884703,7.95385926,3.45559074,0.03778998,4.92978799
-5.07553777,12.50418587,0.03241057,1.92243522,1.71884078,0.78043409,8.01399239,3.49278161,0.03733108,5.02302010
-5.06953477,12.66067290,0.03207916,1.93160150,1.74652003,0.80070851,8.05228895,3.52326552,0.03688349,5.10800186
-5.06353177,12.79030275,0.03167031,1.93620265,1.77125180,0.81936344,8.06798922,3.54597827,0.03643202,5.18325079
-5.05752876,12.89009929,0.03118352,1.93586423,1.79258571,0.83611326,8.06069465,3.56005514,0.03596294,5.24738132
-5.05152576,12.95757181,0.03061942,1.93033706,1.81008778,0.85069851,8.03035122,3.56483785,0.03546414,5.29913177
-5.04552276,12.99074485,0.02997984,1.91949282,1.82335106,0.86289066,7.97722686,3.55987657,0.03492535,5.33739016
-5.03951976,12.98818071,0.02926786,1.90331739,1.83200658,0.87249674,7.90188524,3.54492755,0.03433825,5.36121875
-5.03351676,12.94899564,0.02848783,1.88190218,1.83573435,0.87936391,7.80515795,3.51994688,0.03369654,5.36987717
-5.02751376,12.87287026,0.02764539,1.85543425,1.83427419,0.88338382,7.68811706,3.48508095,0.03299597,5.36284353
-5.02151076,12.76005483,0.02674737,1.82418561,1.82743589,0.88449682,7.55204935,3.44065423,0.03223435,5.33983339
-5.01550775,12.61136931,0.02580177,1.78850223,1.81510845,0.88269589,7.39843336,3.38715482,0.03141152,5.30081570
-5.00950475,12.42819807,0.02481768,1.74879307,1.79726778,0.87803008,7.22891964,3.32521837,0.03052934,5.24602532
-5.00350175,12.21247881,0.02380510,1.70551948,1.77398278,0.87060739,7.04531427,3.25561075,0.02959164,5.17597123
-4.99749875,11.96668495,0.02277489,1.65918509,1.74541903,0.86059692,6.84956536,3.17920990,0.02860423,5.09143994
-4.99149575,11.69380087,0.02173861,1.61032645,1.71184023,0.84822999,6.64375166,3.09698720,0.02757480,4.99349331
-4.98549275,11.39728941,0.02070840,1.55950428,1.67360677,0.83380023,6.43007270,3.00998863,0.02651294,4.88346051
-4.97948974,11.08105115,0.01969678,1.50729565,1.63117167,0.81766233,6.21083924,2.91931620,0.02543003,4.76292359
-4.97348674,10.74937564,0.01871658,1.45428675,1.58507364,0.80022955,5.98846334,2.82610967,0.02433923,4.63369690
-4.96748374,10.40688460,0.01778076,1.40106660,1.53592763,0.78196963,5.76544726,2.73152918,0.02325538,4.49780030
-4.96148074,10.05846824,0.01690225,1.34822136,1.48441297,0.76339946,5.54437045,2.63673887,0.02219489,4.35742693
-4.95547774,9.70921555,0.01609382,1.29632952,1.43125969,0.74507821,5.32787459,2.54289184,0.02117558,4.21490599
-4.94947474,9.36434021,0.01536793,1.24595772,1.37723324,0.72759923,5.11864616,2.45111674,0.02021655,4.07266178
-4.94347174,9.02910382,0.01473658,1.19765737,1.32311849,0.71158074,4.91939690,2.36250616,0.01933790,3.93316984
-4.93746873,8.70873825,0.01421114,1.15196199,1.26970335,0.69765551,4.73284209,2.27810696,0.01856053,3.79891164
-4.93146573,8.40836874,0.01380220,1.10938511,1.21776272,0.68645963,4.56167689,2.19891253,0.01790578,3.67232885
-4.92546273,8.13293948,0.01351939,1.07041877,1.16804320,0.67862073,4.40855092,2.12585692,0.01739505,3.55577842
-4.91945973,7.88714264,0.01337122,1.03553248,1.12124928,0.67474557,4.27604113,2.05981067,0.01704944,3.45148955
-4.91345673,7.67535199,0.01336491,1.00517224,1.07803102,0.67540753,4.16662288,2.00157782,0.01688921,3.36152334
-4.90745373,7.50156119,0.01350617,0.97975971,1.03897384,0.68113380,4.08263913,1.95189396,0.01693332,3.28773578
-4.90145073,7.36932716,0.01379904,0.95969097,1.00459035,0.69239283,4.02626744,1.91142446,0.01719886,3.23174466
-4.89544772,7.28171805,0.01424569,0.94533478,0.97531429,0.70958200,3.99948440,1.88076260,0.01770049,3.19490052
-4.88944472,7.24126540,0.01484626,0.93702993,0.95149650,0.73301574,4.00402739,1.86042698,0.01844981,3.17826192
-4.88344172,7.24992020,0.01559867,0.93508162,0.93340280,0.76291447,4.04135339,1.85085763,0.01945478,3.18257489
-4.87743872,7.30901232,0.01649846,0.93975651,0.92121334,0.79939441,4.11259520,1.85241071,0.02071918,3.20825672
-4.87143572,7.41921339,0.01753869,0.95127650,0.91502344,0.84245874,4.21851535,1.86535143,0.02224201,3.25538394
-4.86543272,7.58050347,0.01870985,0.96981120,0.91484530,0.89199030,4.35945890,1.88984529,0.02401708,3.32368466
-4.85942971,7.79214230,0.01999977,0.99546934,0.92061060,0.94774621,4.53530642,1.92594782,0.02603260,3.41253537
-4.85342671,8.05264653,0.02139372,1.02828923,0.93217353,1.00935486,4.74542920,1.97359342,0.02827096,3.52096247
-4.84742371,8.35977470,0.02287439,1.06822893,0.94931423,1.07631546,4.98864906,2.03258370,0.03070859,3.64764897
-4.84142071,8.71052220,0.02442209,1.11515646,0.97174248,1.14800064,5.26320544,2.10257643,0.03331604,3.79094673
-4.83541771,9.10112849,0.02601496,1.16884069,0.99910163,1.22366228,5.56673289,2.18307575,0.03605824,3.94889488
-4.82941471,9.52709903,0.02762928,1.22894367,1.03097270,1.30244082,5.89625158,2.27342479,0.03889495,4.11924457
-4.82341171,9.98324394,0.02923979,1.29501483,1.06687901,1.38337810,6.24817397,2.37280149,0.04178140,4.29949071
-4.81740870,10.46373506,0.03082023,1.36648793,1.10629110,1.46543365,6.61832949,2.48021861,0.04466919,4.48691053
-4.81140570,10.96218229,0.03234376,1.44268108,1.14863239,1.54750426,7.00200918,2.59452837,0.04750735,4.67860888
-4.80540270,11.47172921,0.03378359,1.52280029,1.19328552,1.62844634,7.39403086,2.71443236,0.05024348,4.87156979
-4.79939970,11.98516681,0.03511358,1.60594687,1.23959960,1.70710064,7.78882454,2.83849675,0.05282516,5.06271332
-4.79339670,12.49506336,0.03630883,1.69112864,1.28689828,1.78231851,8.18053682,2.96517262,0.05520134,5.24895649
-4.78739370,12.99390709,0.03734633,1.77727488,1.33448879,1.85298879,8.56315162,3.09282112,0.05732377,5.42727660
-4.78139070,13.47425744,0.03820553,1.86325466,1.38167177,1.91806460,8.93062378,3.21974256,0.05914842,5.59477510
-4.77538769,13.92890008,0.03886892,1.94789811,1.42775173,1.97658873,9.27702096,3.34420863,0.06063681,5.74873984
-4.76938469,14.35100016,0.03932248,2.03001985,1.47204801,2.02771692,9.59666867,3.46449652,0.06175713,5.88670339
-4.76338169,14.73424811,0.03955610,2.10844387,1.51390584,2.07073786,9.88429270,3.57892369,0.06248530,6.00649541
-4.75737869,15.07299251,0.03956380,2.18202898,1.55270725,2.10508925,10.13515331,3.68588203,0.06280561,6.10628691
-4.75137569,15.36235503,0.03934394,2.24969387,1.58788150,2.13036923,10.34516534,3.78387020,0.06271120,6.18462465
-4.74537269,15.59832301,0.03889923,2.31044098,1.61891464,2.14634267,10.51099941,3.87152293,0.06220420,6.24045447
-4.73936968,15.77781648,0.03823664,2.36337817,1.64535782,2.15294223,10.63015985,3.94763633,0.06129556,6.27313261
-4.73336668,15.89872767,0.03736712,2.40773765,1.66683425,2.15026410,10.70103614,4.01118856,0.06000459,6.28242478
-4.72736368,15.95993211,0.03630534,2.44289137,1.68304434,2.13855890,10.72292607,4.06135518,0.05835821,6.26849332
-4.72136068,15.96127193,0.03506916,2.46836264,1.69376909,2.11821803,10.69602993,4.09751915,0.05639000,6.23187326
-4.71535768,15.90351336,0.03367915,2.48383342,1.69887144,2.08975643,10.62141665,4.11927531,0.05413895,6.17343859
-4.70935468,15.78828112,0.03215796,2.48914746,1.69829577,2.05379240,10.50096386,4.12642970,0.05164823,6.09436062
-4.70335168,15.61797376,0.03052967,2.48430918,1.69206557,2.01102558,10.33727530,4.11899408,0.04896372,5.99606047
-4.69734867,15.39566417,0.02881921,2.46947857,1.68027929,1.96221411,10.13357959,4.09717623,0.04613264,5.88015780
-4.69134567,15.12499016,0.02705164,2.44496253,1.66310487,1.90815180,9.89361527,4.06136684,0.04320215,5.74841821
-4.68534267,14.81003986,0.02525160,2.41120291,1.64077290,1.84964641,9.62150741,4.01212344,0.04021807,5.60270139
-4.67933967,14.45523641,0.02344274,2.36876215,1.61356896,1.78749965,9.32164094,3.95015240,0.03722373,5.44491197
-4.67333667,14.06522619,0.02164724,2.31830669,1.58182521,1.72248968,8.99853583,3.87628946,0.03425901,5.27695478
-4.66733367,13.64477395,0.01988544,2.26058912,1.54591166,1.65535646,8.65672880,3.79147952,0.03135956,5.10069571
-4.66133067,13.19866750,0.01817548,2.19642941,1.50622744,1.58679019,8.30066538,3.69675621,0.02855623,4.91792907
-4.65532766,12.73163404,0.01653315,2.12669589,1.46319214,1.51742310,7.93460554,3.59322160,0.02587475,4.73035188
-4.64932466,12.24826904,0.01497173,2.05228658,1.41723766,1.44782427,7.56254505,3.48202651,0.02333560,4.53954518
-4.64332166,11.75297814,0.01350197,1.97411110,1.36880057,1.37849735,7.18815393,3.36435160,0.02095403,4.34696190
