energy_ev,total_up,Co_p_up,Co_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up,Y_p_up,Y_d_up
-5.78989495,2.28448092,0.86461942,0.53939199,0.00957735,0.12237758,1.41427082,0.00000000,0.60862826,0.28682680
-5.78389195,2.32889475,0.86744511,0.56081011,0.00906901,0.12619259,1.44146765,0.00000000,0.60117306,0.29696499
-5.77788894,2.37775841,0.87179712,0.58409511,0.00856009,0.13005363,1.47160387,0.00000000,0.59471138,0.30748048
-5.77188594,2.43121963,0.87790804,0.60918938,0.00805914,0.13393552,1.50478547,0.00000000,0.58953668,0.31831634
-5.76588294,2.48911925,0.88589428,0.63594320,0.00757367,0.13780283,1.54092330,0.00000000,0.58585680,0.32938446
-5.75987994,2.55097495,0.89574668,0.66411141,0.00711000,0.14160995,1.57972249,0.00000000,0.58378522,0.34056529
-5.75387694,2.61597984,0.90732683,0.69335415,0.00667311,0.14530180,1.62068122,0.00000000,0.58333656,0.35170912
-5.74787394,2.68301645,0.92036941,0.72324198,0.00626659,0.14881498,1.66309926,0.00000000,0.58442656,0.36263895
-5.74187094,2.75068590,0.93449044,0.75326524,0.00589268,0.15207951,1.70609605,0.00000000,0.58687653,0.37315477
-5.73586793,2.81735109,0.94920100,0.78284756,0.00555229,0.15502093,1.74863775,0.00000000,0.59042196,0.38303929
-5.72986493,2.88119233,0.96392599,0.81136288,0.00524510,0.15756288,1.78957216,0.00000000,0.59472494,0.39206471
-5.72386193,2.94027294,0.97802690,0.83815555,0.00496973,0.15962972,1.82767003,0.00000000,0.59938974,0.40000038
-5.71785893,2.99261214,0.99082769,0.86256248,0.00472389,0.16114947,1.86167103,0.00000000,0.60398080,0.40662096
-5.71185593,3.03626172,1.00164243,0.88393673,0.00450461,0.16205661,1.89033229,0.00000000,0.60804232,0.41171479
-5.70585293,3.06938334,1.00980366,0.90167111,0.00430838,0.16229478,1.91247730,0.00000000,0.61111846,0.41509193
-5.69984992,3.09032283,1.01468990,0.91522122,0.00413143,0.16181920,1.92704315,0.00000000,0.61277333,0.41659181
-5.69384692,3.09767813,1.01575135,0.92412645,0.00396990,0.16059875,1.93312374,0.00000000,0.61260972,0.41608979
-5.68784392,3.09035795,1.01253243,0.92802841,0.00382001,0.15861752,1.93000726,0.00000000,0.61028592,0.41350259
-5.68184092,3.06762851,1.00469035,0.92668564,0.00367823,0.15587586,1.91720613,0.00000000,0.60552981,0.40879227
-5.67583792,3.02914639,0.99200878,0.91998417,0.00354145,0.15239085,1.89447826,0.00000000,0.59814971,0.40196853
-5.66983492,2.97497630,0.97440635,0.90794343,0.00340702,0.14819612,1.86183873,0.00000000,0.58804166,0.39308930
-5.66383192,2.90559305,0.95193951,0.89071724,0.00327288,0.14334117,1.81956152,0.00000000,0.57519274,0.38225960
-5.65782891,2.82186821,0.92479989,0.86858996,0.00313760,0.13789002,1.76817144,0.00000000,0.55968075,0.36962865
-5.65182591,2.72504200,0.89330645,0.84196802,0.00300034,0.13191948,1.70842675,0.00000000,0.54167007,0.35538555
-5.64582291,2.61668241,0.85789290,0.81136733,0.00286093,0.12551696,1.64129358,0.00000000,0.52140427,0.33975350
-5.63981991,2.49863328,0.81909114,0.77739711,0.00271975,0.11877795,1.56791329,0.00000000,0.49919594,0.32298306
-5.63381691,2.37295420,0.77751163,0.74074097,0.00257772,0.11180339,1.48956459,0.00000000,0.47541412,0.30534459
-5.62781391,2.24185469,0.73382164,0.70213613,0.00243623,0.10469681,1.40762195,0.00000000,0.45047025,0.28712020
-5.62181091,2.10762582,0.68872233,0.66235158,0.00229703,0.09756164,1.32351233,0.00000000,0.42480310,0.26859572
-5.61580790,1.97257190,0.64292586,0.62216613,0.00216221,0.09049851,1.23867191,0.00000000,0.39886353,0.25005269
-5.60980490,1.83894502,0.59713330,0.58234719,0.00203403,0.08360285,1.15450458,0.00000000,0.37309960,0.23176103
-5.60380190,1.70888452,0.55201424,0.54363092,0.00191492,0.07696272,1.07234361,0.00000000,0.34794261,0.21397229
-5.59779890,1.58436366,0.50818886,0.50670445,0.00180733,0.07065701,0.99341787,0.00000000,0.32379465,0.19691394
-5.59179590,1.46714453,0.46621293,0.47219060,0.00171371,0.06475400,0.91882333,0.00000000,0.30101792,0.18078474
-5.58579290,1.35874247,0.42656609,0.44063538,0.00163642,0.05931031,0.84950072,0.00000000,0.27992609,0.16575127
-5.57978989,1.26040031,0.38964364,0.41249841,0.00157767,0.05437026,0.78621949,0.00000000,0.26077799,0.15194566
-5.57378689,1.17307247,0.35575186,0.38814635,0.00153947,0.04996563,0.72956819,0.00000000,0.24377342,0.13946459
-5.56778389,1.09741855,0.32510661,0.36784920,0.00152360,0.04611567,0.67995096,0.00000000,0.22905126,0.12836934
-5.56178089,1.03380582,0.29783511,0.35177922,0.00153158,0.04282760,0.63758982,0.00000000,0.21668959,0.11868691
-5.55577789,0.98231948,0.27398043,0.34001231,0.00156459,0.04009717,0.60253200,0.00000000,0.20670770,0.11041206
-5.54977489,0.94277978,0.25350820,0.33253153,0.00162354,0.03790964,0.57466171,0.00000000,0.19906970,0.10351010
-5.54377189,0.91476475,0.23631529,0.32923236,0.00170895,0.03624078,0.55371555,0.00000000,0.19368949,0.09792025
-5.53776888,0.89763735,0.22223974,0.32992952,0.00182104,0.03505806,0.53930065,0.00000000,0.19043677,0.09355949
-5.53176588,0.89057607,0.21107158,0.33436509,0.00195961,0.03432200,0.53091498,0.00000000,0.18914386,0.09032670
-5.52576288,0.89260760,0.20256413,0.34221751,0.00212417,0.03398741,0.52796884,0.00000000,0.18961300,0.08810691
-5.51975988,0.90264102,0.19644525,0.35311152,0.00231382,0.03400483,0.52980714,0.00000000,0.19162396,0.08677558
-5.51375688,0.91950239,0.19242839,0.36662858,0.00252738,0.03432181,0.53573155,0.00000000,0.19494161,0.08620284
-5.50775388,0.94196904,0.19022289,0.38231795,0.00276331,0.03488434,0.54502229,0.00000000,0.19932341,0.08625748
-5.50175088,0.96880306,0.18954354,0.39970789,0.00301983,0.03563807,0.55695890,0.00000000,0.20452650,0.08681069
-5.49574787,0.99878330,0.19011903,0.41831727,0.00329491,0.03652963,0.57083970,0.00000000,0.21031425,0.08773945
-5.48974487,1.03073530,0.19169920,0.43766706,0.00358631,0.03750779,0.58599948,0.00000000,0.21646230,0.08892955
-5.48374187,1.06355879,0.19406105,0.45729176,0.00389171,0.03852459,0.60182525,0.00000000,0.22276369,0.09027812
-5.47773887,1.09625218,0.19701330,0.47675045,0.00420868,0.03953641,0.61776967,0.00000000,0.22903327,0.09169580
-5.47173587,1.12793368,0.20039965,0.49563722,0.00453482,0.04050490,0.63336193,0.00000000,0.23511108,0.09310824
-5.46573287,1.15785841,0.20410052,0.51359071,0.00486779,0.04139779,0.64821599,0.00000000,0.24086479,0.09445729
-5.45972986,1.18543137,0.20803353,0.53030250,0.00520537,0.04218961,0.66203585,0.00000000,0.24619112,0.09570151
-5.45372686,1.21021562,0.21215256,0.54552388,0.00554555,0.04286226,0.67461789,0.00000000,0.25101617,0.09681626
-5.44772386,1.23193563,0.21644553,0.55907100,0.00588654,0.04340533,0.68585012,0.00000000,0.25529477,0.09779330
-5.44172086,1.25047545,0.22093111,0.57082775,0.00622680,0.04381636,0.69570850,0.00000000,0.25900878,0.09863983
-5.43571786,1.26587178,0.22565427,0.58074651,0.00656509,0.04410076,0.70425025,0.00000000,0.26216453,0.09937716
-5.42971486,1.27830193,0.23068102,0.58884642,0.00690039,0.04427165,0.71160450,0.00000000,0.26478941,0.10003894
-5.42371186,1.28806719,0.23609242,0.59520917,0.00723194,0.04434937,0.71796058,0.00000000,0.26692781,0.10066903
-5.41770885,1.29557182,0.24197803,0.59997250,0.00755914,0.04436083,0.72355417,0.00000000,0.26863655,0.10131914
-5.41170585,1.30129860,0.24842917,0.60332138,0.00788151,0.04433858,0.72865208,0.00000000,0.26998001,0.10204616
-5.40570285,1.30578170,0.25553204,0.60547739,0.00819859,0.04431978,0.73353593,0.00000000,0.27102512,0.10290940
-5.39969985,1.30957781,0.26336114,0.60668661,0.00850983,0.04434488,0.73848557,0.00000000,0.27183658,0.10396779
-5.39369685,1.31323687,0.27197309,0.60720645,0.00881453,0.04445620,0.74376286,0.00000000,0.27247230,0.10527706
-5.38769385,1.31727344,0.28140119,0.60729222,0.00911170,0.04469642,0.74959640,0.00000000,0.27297951,0.10688709
-5.38169085,1.32213997,0.29165101,0.60718387,0.00940004,0.04510692,0.75616798,0.00000000,0.27339156,0.10883944
-5.37568784,1.32820321,0.30269704,0.60709353,0.00967779,0.04572622,0.76360136,0.00000000,0.27372565,0.11116521
-5.36968484,1.33572478,0.31448072,0.60719471,0.00994276,0.04658835,0.77195381,0.00000000,0.27398156,0.11388318
-5.36368184,1.34484689,0.32691004,0.60761333,0.01019230,0.04772140,0.78121092,0.00000000,0.27414151,0.11699851
-5.35767884,1.35558379,0.33986052,0.60842136,0.01042327,0.04914617,0.79128492,0.00000000,0.27417107,0.12050183
-5.35167584,1.36781952,0.35317795,0.60963326,0.01063217,0.05087512,0.80201668,0.00000000,0.27402116,0.12436889
-5.34567284,1.38131208,0.36668249,0.61120544,0.01081519,0.05291150,0.81318123,0.00000000,0.27363094,0.12856083
-5.33966983,1.39570385,0.38017427,0.61303875,0.01096832,0.05524886,0.82449680,0.00000000,0.27293156,0.13302487
-5.33366683,1.41053790,0.39344022,0.61498398,0.01108750,0.05787091,0.83563673,0.00000000,0.27185043,0.13769571
-5.32766383,1.42527936,0.40626183,0.61684994,0.01116880,0.06075177,0.84624401,0.00000000,0.27031597,0.14249729
-5.32166083,1.43934098,0.41842365,0.61841387,0.01120856,0.06385659,0.85594762,0.00000000,0.26826231,0.14734517
-5.31565783,1.45211161,0.42972211,0.61943353,0.01120360,0.06714259,0.86437992,0.00000000,0.26563407,0.15214918
-5.30965483,1.46298638,0.43997436,0.61966032,0.01115136,0.07056048,0.87119443,0.00000000,0.26239055,0.15681644
-5.30365183,1.47139697,0.44902657,0.61885293,0.01105003,0.07405616,0.87608297,0.00000000,0.25850943,0.16125457
-5.29764882,1.47684070,0.45676161,0.61679060,0.01089871,0.07757274,0.87879153,0.00000000,0.25398965,0.16537503
-5.29164582,1.47890695,0.46310531,0.61328542,0.01069748,0.08105276,0.87913387,0.00000000,0.24885332,0.16909635
-5.28564282,1.47729968,0.46803137,0.60819305,0.01044745,0.08444047,0.87700246,0.00000000,0.24314654,0.17234730
-5.27963982,1.47185487,0.47156428,0.60142136,0.01015076,0.08768417,0.87237592,0.00000000,0.23693916,0.17506973
-5.27363682,1.46255218,0.47378031,0.59293643,0.00981054,0.09073848,0.86532280,0.00000000,0.23032342,0.17722099
-5.26763382,1.44952003,0.47480616,0.58276579,0.00943087,0.09356636,0.85600128,0.00000000,0.22341153,0.17877594
-5.26163082,1.43303403,0.47481543,0.57099872,0.00901663,0.09614088,0.84465489,0.00000000,0.21633232,0.17972823
-5.25562781,1.41350870,0.47402287,0.55778361,0.00857339,0.09844664,0.83160431,0.00000000,0.20922710,0.18009107
-5.24962481,1.39148282,0.47267653,0.54332256,0.00810723,0.10048071,0.81723561,0.00000000,0.20224493,0.17989716
-5.24362181,1.36759918,0.47104814,0.52786358,0.00762456,0.10225306,0.80198546,0.00000000,0.19553748,0.17919803
-5.23761881,1.34257961,0.46942208,0.51169078,0.00713193,0.10378650,0.78632390,0.00000000,0.18925375,0.17806264
-5.23161581,1.31719644,0.46808333,0.49511307,0.00663585,0.10511610,0.77073549,0.00000000,0.18353474,0.17657530
-5.22561281,1.29224188,0.46730496,0.47845204,0.00614262,0.10628805,0.75569976,0.00000000,0.17850861,0.17483316
-5.21960980,1.26849656,0.46733577,0.46202947,0.00565817,0.10735815,0.74167171,0.00000000,0.17428613,0.17294314
-5.21360680,1.24669897,0.46838862,0.44615528,0.00518791,0.10838980,0.72906345,0.00000000,0.17095695,0.17101864
-5.20760380,1.22751712,0.47063002,0.43111636,0.00473663,0.10945184,0.71822781,0.00000000,0.16858665,0.16917604
-5.20160080,1.21152377,0.47417167,0.41716693,0.00430846,0.11061609,0.70944463,0.00000000,0.16721489,0.16753120
-5.19559780,1.19917657,0.47906430,0.40452065,0.00390674,0.11195486,0.70291063,0.00000000,0.16685446,0.16619615
-5.18959480,1.19080387,0.48529430,0.39334512,0.00353411,0.11353849,0.69873306,0.00000000,0.16749165,0.16527600
-5.18359180,1.18659701,0.49278340,0.38375859,0.00319246,0.11543300,0.69692789,0.00000000,0.16908760,0.16486635
-5.17758879,1.18660934,0.50139159,0.37582934,0.00288300,0.11769806,0.69742224,0.00000000,0.17158084,0.16505115
-5.17158579,1.19076206,0.51092311,0.36957733,0.00260632,0.12038516,0.70006137,0.00000000,0.17489077,0.16590117
-5.16558279,1.19885645,0.52113563,0.36497821,0.00236250,0.12353627,0.70461961,0.00000000,0.17892207,0.16747314
-5.15957979,1.21059190,0.53175201,0.36196914,0.00215119,0.12718282,0.71081496,0.00000000,0.18356980,0.16980948
-5.15357679,1.22558880,0.54247425,0.36045633,0.00197176,0.13134520,0.71832658,0.00000000,0.18872499,0.17293870
-5.14757379,1.24341497,0.55299916,0.36032357,0.00182336,0.13603259,0.72681430,0.00000000,0.19428056,0.17687628
-5.14157079,1.26361450,0.56303485,0.36144146,0.00170507,0.14124324,0.73593936,0.00000000,0.20013718,0.18162608
-5.13556778,1.28573729,0.57231736,0.36367668,0.00161601,0.14696514,0.74538513,0.00000000,0.20620903,0.18718214
-5.12956478,1.30936801,0.58062664,0.36690101,0.00155544,0.15317693,0.75487709,0.00000000,0.21242903,0.19353063
-5.12356178,1.33415290,0.58780108,0.37099946,0.00152279,0.15984909,0.76420089,0.00000000,0.21875329,0.20065209
-5.11755878,1.35982335,0.59374988,0.37587721,0.00151781,0.16694534,0.77321764,0.00000000,0.22516480,0.20852359
-5.11155578,1.38621490,0.59846255,0.38146511,0.00154053,0.17442415,0.78187580,0.00000000,0.23167585,0.21712083
-5.10555278,1.41328110,0.60201521,0.38772353,0.00159134,0.18224032,0.79021902,0.00000000,0.23832936,0.22642012
-5.09954977,1.44110154,0.60457313,0.39464439,0.00167096,0.19034664,0.79838954,0.00000000,0.24519878,0.23640004
-5.09354677,1.46988393,0.60638951,0.40225146,0.00178040,0.19869549,0.80662715,0.00000000,0.25238674,0.24704293
-5.08754377,1.49996015,0.60780040,0.41059908,0.00192097,0.20724043,0.81526364,0.00000000,0.26002234,0.25833589
-5.08154077,1.53177685,0.60921596,0.41976934,0.00209417,0.21593774,0.82471300,0.00000000,0.26825721,0.27027158
-5.07553777,1.56588087,0.61110843,0.42986810,0.00230161,0.22474785,0.83545806,0.00000000,0.27726053,0.28284858
-5.06953477,1.60290050,0.61399724,0.44102008,0.00254493,0.23363662,0.84803385,0.00000000,0.28721303,0.29607147
-5.06353177,1.64352332,0.61843189,0.45336326,0.00282568,0.24257655,0.86300862,0.00000000,0.29830037,0.30995050
-5.05752876,1.68847143,0.62497317,0.46704305,0.00314519,0.25154772,0.88096318,0.00000000,0.31070603,0.32450096
-5.05152576,1.73847522,0.63417354,0.48220624,0.00350450,0.26053855,0.90246944,0.00000000,0.32460392,0.33974226
-5.04552276,1.79424624,0.64655737,0.49899509,0.00390419,0.26954627,0.92806876,0.00000000,0.34015102,0.35569660
-5.03951976,1.85645014,0.66260150,0.51754173,0.00434431,0.27857705,0.95825095,0.00000000,0.35748033,0.37238734
-5.03351676,1.92568003,0.68271713,0.53796278,0.00482425,0.28764572,0.99343449,0.00000000,0.37669414,0.38983706
-5.02751376,2.00243107,0.70723319,0.56035438,0.00534269,0.29677509,1.03394840,0.00000000,0.39785814,0.40806517
-5.02151076,2.08707634,0.73638194,0.58478759,0.00589752,0.30599470,1.08001632,0.00000000,0.42099612,0.42708524
-5.01550775,2.17984452,0.77028699,0.61130391,0.00648581,0.31533912,1.13174295,0.00000000,0.44608583,0.44690198
-5.00950475,2.28079951,0.80895415,0.63991115,0.00710378,0.32484567,1.18910319,0.00000000,0.47305573,0.46750790
-5.00350175,2.38982227,0.85226513,0.67057941,0.00774681,0.33455170,1.25193396,0.00000000,0.50178297,0.48887972
-4.99749875,2.50659524,0.89997435,0.70323711,0.00840949,0.34449133,1.31992904,0.00000000,0.53209241,0.51097472
-4.99149575,2.63058960,0.95170881,0.73776730,0.00908566,0.35469196,1.39263679,0.00000000,0.56375700,0.53372699
-4.98549275,2.76105599,1.00697108,0.77400423,0.00976851,0.36517047,1.46946091,0.00000000,0.59649922,0.55704401
-4.97948974,2.89701931,1.06514526,0.81173028,0.01045067,0.37592943,1.54966439,0.00000000,0.62999388,0.58080348
-4.97348674,3.03727810,1.12550597,0.85067376,0.01112431,0.38695348,1.63237657,0.00000000,0.66387203,0.60485088
-4.96748374,3.18040954,1.18723011,0.89050755,0.01178135,0.39820602,1.71660365,0.00000000,0.69772615,0.62899783
-4.96148074,3.32478064,1.24941139,0.93084922,0.01241350,0.40962658,1.80124245,0.00000000,0.73111642,0.65302160
-4.95547774,3.46856629,1.31107734,0.97126281,0.01301252,0.42112893,1.88509777,0.00000000,0.76357819,0.67666594
-4.94947474,3.60977485,1.37120862,1.01126264,0.01357030,0.43260028,1.96690300,0.00000000,0.79463042,0.69964331
-4.94347174,3.74628128,1.42876030,1.05031938,0.01407905,0.44390157,2.04534423,0.00000000,0.82378514,0.72163884
-4.93746873,3.87586798,1.48268477,1.08786864,0.01453147,0.45486910,2.11908717,0.00000000,0.85055760,0.74231585
-4.93146573,3.99627267,1.53195583,1.12332193,0.01492087,0.46531746,2.18680689,0.00000000,0.87447708,0.76132295
-4.92546273,4.10524243,1.57559335,1.15608008,0.01524132,0.47504371,2.24721932,0.00000000,0.89509805,0.77830260
-4.91945973,4.20059263,1.61268797,1.18554866,0.01548779,0.48383285,2.29911419,0.00000000,0.91201140,0.79290087
-4.91345673,4.28026865,1.64242498,1.21115502,0.01565624,0.49146421,2.34138797,0.00000000,0.92485542,0.80477805
-4.90745373,4.34240855,1.66410684,1.23236637,0.01574374,0.49771867,2.37307613,0.00000000,0.93332615,0.81361967
-4.90145073,4.38540395,1.67717333,1.24870812,0.01574852,0.50238637,2.39338317,0.00000000,0.93718683,0.81914760
-4.89544772,4.40795662,1.68121868,1.25978166,0.01567002,0.50527450,2.40170944,0.00000000,0.93627586,0.82113059
-4.88944472,4.40912823,1.67600495,1.26528075,0.01550895,0.50621495,2.39767338,0.00000000,0.93051315,0.81939378
-4.88344172,4.38838064,1.66147097,1.26500563,0.01526726,0.50507135,2.38112812,0.00000000,0.91990439,0.81382677
-4.87743872,4.34560476,1.63773647,1.25887418,0.01494813,0.50174513,2.35217163,0.00000000,0.90454302,0.80438980
-4.87143572,4.28113620,1.60510095,1.24692921,0.01455590,0.49618048,2.31114954,0.00000000,0.88460976,0.79111765
-4.86543272,4.19575668,1.56403735,1.22934172,0.01409600,0.48836769,2.25865052,0.00000000,0.86036962,0.77412108
-4.85942971,4.09068066,1.51518054,1.20640949,0.01357486,0.47834497,2.19549394,0.00000000,0.83216636,0.75358577
-4.85342671,3.96752758,1.45931101,1.17855126,0.01299973,0.46619847,2.12271037,0.00000000,0.80041473,0.72976855
-4.84742371,3.82828071,1.39733440,1.14629633,0.01237857,0.45206055,2.04151541,0.00000000,0.76559049,0.70299135
-4.84142071,3.67523405,1.33025759,1.11027025,0.01171988,0.43610642,1.95327806,0.00000000,0.72821881,0.67363283
-4.83541771,3.51092979,1.25916228,1.07117703,0.01103248,0.41854924,1.85948464,0.00000000,0.68886140,0.64211838
-4.82941471,3.33808881,1.18517717,1.02977874,0.01032537,0.39963401,1.76169996,0.00000000,0.64810279,0.60890858
-4.82341171,3.15953718,1.10944972,0.98687331,0.00960751,0.37963042,1.66152723,0.00000000,0.60653649,0.57448692
-4.81740870,2.97813186,1.03311867,0.94327167,0.00888765,0.35882502,1.56056830,0.00000000,0.56475132,0.53934711
-4.81140570,2.79668853,0.95728835,0.89977498,0.00817417,0.33751320,1.46038582,0.00000000,0.52331871,0.50398061
-4.80540270,2.61791444,0.88300552,0.85715328,0.00747493,0.31599102,1.36246872,0.00000000,0.48278107,0.46886486
-4.79939970,2.44434872,0.81123969,0.81612608,0.00679713,0.29454758,1.26820222,0.00000000,0.44364199,0.43445248
-4.79339670,2.27831209,0.74286726,0.77734584,0.00614721,0.27345794,1.17884322,0.00000000,0.40635822,0.40116215
-4.78739370,2.12186745,0.67865991,0.74138496,0.00553079,0.25297695,1.09550167,0.00000000,0.37133381,0.36937102
-4.78139070,1.97679215,0.61927720,0.70872642,0.00495262,0.23333427,1.01912827,0.00000000,0.33891629,0.33940916
-4.77538769,1.84456193,0.56526335,0.67975850,0.00441656,0.21473047,0.95050824,0.00000000,0.30939506,0.31155589
-4.76938469,1.72634628,0.51704777,0.65477340,0.00392558,0.19733457,0.89026090,0.00000000,0.28300156,0.28603808
-4.76338169,1.62301412,0.47494887,0.63396942,0.00348184,0.18128279,0.83884433,0.00000000,0.25991119,0.26303026
-4.75737869,1.53514825,0.43918050,0.61745647,0.00308666,0.16667851,0.79656417,0.00000000,0.24024647,0.24265628
-4.75137569,1.46306693,0.40986021,0.60526412,0.00274068,0.15359342,0.76358558,0.00000000,0.22408127,0.22499239
-4.74537269,1.40685041,0.38701874,0.59735166,0.00244386,0.14206955,0.73994714,0.00000000,0.21144551,0.21007127
-4.73936968,1.36637034,0.37060986,0.59361923,0.00219557,0.13212212,0.72557563,0.00000000,0.20233015,0.19788685
-4.73336668,1.34131991,0.36051993,0.59391941,0.00199473,0.12374292,0.72030046,0.00000000,0.19669190,0.18839946
-4.72736368,1.33124284,0.35657659,0.59806834,0.00183979,0.11690404,0.72386697,0.00000000,0.19445759,0.18154109
-4.72136068,1.33555958,0.35855618,0.60585590,0.00172888,0.11156169,0.73594760,0.00000000,0.19552766,0.17722040
-4.71535768,1.35358932,0.36618950,0.61705410,0.00165978,0.10766000,0.75615066,0.00000000,0.19977894,0.17532734
-4.70935468,1.38456702,0.37916594,0.63142353,0.00163006,0.10513449,0.78402608,0.00000000,0.20706634,0.17573713
-4.70335168,1.42765510,0.39713591,0.64871744,0.00163701,0.10391519,0.81906847,0.00000000,0.21722369,0.17831346
-4.69734867,1.48194973,0.41971183,0.66868342,0.00167775,0.10392919,0.86071750,0.00000000,0.23006374,0.18291100
-4.69134567,1.54648235,0.44646798,0.69106284,0.00174918,0.10510265,0.90835614,0.00000000,0.24537753,0.18937700
-4.68534267,1.62021740,0.47693985,0.71558830,0.00184802,0.10736215,0.96130764,0.00000000,0.26293334,0.19755232
-4.67933967,1.70204738,0.51062324,0.74197951,0.00197082,0.11063543,1.01883190,0.00000000,0.28247558,0.20727179
-4.67333667,1.79078691,0.54697399,0.76993828,0.00211391,0.11485159,1.08012236,0.00000000,0.30372397,0.21836412
-4.66733367,1.88516737,0.58540866,0.79914318,0.00227349,0.11994083,1.14430432,0.00000000,0.32637317,0.23065170
-4.66133067,1.98383373,0.62530686,0.82924463,0.00244560,0.12583373,1.21043565,0.00000000,0.35009336,0.24395022
-4.65532766,2.08534516,0.66601556,0.85986110,0.00262614,0.13246042,1.27751075,0.00000000,0.37453194,0.25806852
-4.64932466,2.18818065,0.70685560,0.89057702,0.00281091,0.13974953,1.34446834,0.00000000,0.39931648,0.27280880
-4.64332166,2.29075065,0.74713066,0.92094302,0.00299571,0.14762727,1.41020344,0.00000000,0.42405918,0.28796733
