energy_ev,total_up,N_s_up,N_p_up,Te_p_up,Te_d_up,Zn_p_up,Zn_d_up,Zr_p_up,Zr_d_up
-5.59779890,1.34429977,0.00481720,0.43021648,0.34948166,0.00000000,0.70158040,0.00628635,0.91296301,0.29665832
-5.59179590,1.40145042,0.00462501,0.44629984,0.36760111,0.00000000,0.73221444,0.00659002,0.93853802,0.31174023
-5.58579290,1.46133325,0.00443821,0.46338717,0.38630116,0.00000000,0.76414065,0.00690598,0.96583008,0.32734971
-5.57978989,1.52289051,0.00425899,0.48117534,0.40526065,0.00000000,0.79680072,0.00722871,0.99429593,0.34322917
-5.57378689,1.58490634,0.00408889,0.49930641,0.42412096,0.00000000,0.82955412,0.00755200,1.02328582,0.35908674
-5.56778389,1.64603722,0.00392877,0.51737656,0.44249498,0.00000000,0.86169491,0.00786910,1.05206103,0.37460354
-5.56178089,1.70485008,0.00377890,0.53494772,0.45997800,0.00000000,0.89247248,0.00817287,1.07981657,0.38944261
-5.55577789,1.75986682,0.00363895,0.55156128,0.47616011,0.00000000,0.92111547,0.00845605,1.10570828,0.40325918
-5.54977489,1.80961314,0.00350814,0.56675355,0.49063951,0.00000000,0.94685778,0.00871144,1.12888284,0.41571195
-5.54377189,1.85266993,0.00338528,0.58007204,0.50303631,0.00000000,0.96896562,0.00893217,1.14850961,0.42647471
-5.53776888,1.88772453,0.00326891,0.59109205,0.51300607,0.00000000,0.98676435,0.00911195,1.16381268,0.43524797
-5.53176588,1.91361984,0.00315738,0.59943278,0.52025254,0.00000000,0.99966386,0.00924527,1.17410165,0.44176999
-5.52576288,1.92939885,0.00304902,0.60477211,0.52453897,0.00000000,1.00718142,0.00932761,1.17879979,0.44582663
-5.51975988,1.93434254,0.00294217,0.60685956,0.52569747,0.00000000,1.00896080,0.00935565,1.17746812,0.44725972
-5.51375688,1.92799963,0.00283533,0.60552667,0.52363604,0.00000000,1.00478691,0.00932737,1.16982455,0.44597343
-5.50775388,1.91020665,0.00272719,0.60069457,0.51834288,0.00000000,0.99459536,0.00924214,1.15575706,0.44193844
-5.50175088,1.88109766,0.00261675,0.59237826,0.50988792,0.00000000,0.97847638,0.00910077,1.13533063,0.43519370
-5.49574787,1.84110339,0.00250329,0.58068751,0.49842136,0.00000000,0.95667323,0.00890550,1.10878760,0.42584575
-5.48974487,1.79093998,0.00238645,0.56582458,0.48416954,0.00000000,0.92957512,0.00865991,1.07654166,0.41406568
-5.48374187,1.73158802,0.00226617,0.54807864,0.46742828,0.00000000,0.89770513,0.00836885,1.03916607,0.40008387
-5.47773887,1.66426323,0.00214275,0.52781759,0.44855393,0.00000000,0.86170374,0.00803825,0.99737661,0.38418289
-5.47173587,1.59038015,0.00201675,0.50547739,0.42795287,0.00000000,0.82230894,0.00767497,0.95201039,0.36668879
-5.46573287,1.51151063,0.00188900,0.48154966,0.40606955,0.00000000,0.78033366,0.00728657,0.90400152,0.34796133
-5.45972986,1.42933906,0.00176051,0.45656802,0.38337397,0.00000000,0.73664169,0.00688111,0.85435481,0.32838353
-5.45372686,1.34561615,0.00163244,0.43109378,0.36034885,0.00000000,0.69212297,0.00646691,0.80411854,0.30835089
-5.44772386,1.26211302,0.00150605,0.40570149,0.33747710,0.00000000,0.64766931,0.00605233,0.75435751,0.28826099
-5.44172086,1.18057731,0.00138261,0.38096495,0.31522996,0.00000000,0.60415132,0.00564554,0.70612725,0.26850342
-5.43571786,1.10269247,0.00126338,0.35744399,0.29405610,0.00000000,0.56239722,0.00525438,0.66045008,0.24945075
-5.42971486,1.03004136,0.00114956,0.33567241,0.27437213,0.00000000,0.52317408,0.00488611,0.61829376,0.23145055
-5.42371186,0.96407480,0.00104223,0.31614731,0.25655441,0.00000000,0.48717195,0.00454732,0.58055296,0.21481859
-5.41770885,0.90608538,0.00094235,0.29931986,0.24093248,0.00000000,0.45499094,0.00424377,0.54803380,0.19983352
-5.41170585,0.85718678,0.00085072,0.28558777,0.22778400,0.00000000,0.42713135,0.00398035,0.52144155,0.18673276
-5.40570285,0.81829827,0.00076799,0.27528906,0.21733119,0.00000000,0.40398682,0.00376093,0.50137115,0.17570975
-5.39969985,0.79013415,0.00069460,0.26869746,0.20973866,0.00000000,0.38584029,0.00358842,0.48830064,0.16691239
-5.39369685,0.77319776,0.00063086,0.26601903,0.20511254,0.00000000,0.37286255,0.00346468,0.48258690,0.16044256
-5.38769385,0.76777953,0.00057691,0.26739000,0.20350080,0.00000000,0.36511311,0.00339053,0.48446373,0.15635656
-5.38169085,0.77395866,0.00053273,0.27287574,0.20489457,0.00000000,0.36254320,0.00336582,0.49404177,0.15466638
-5.37568784,0.79160815,0.00049819,0.28247077,0.20923052,0.00000000,0.36500057,0.00338939,0.51131021,0.15534163
-5.36968484,0.82040281,0.00047304,0.29609965,0.21639403,0.00000000,0.37223610,0.00345922,0.53614007,0.15831206
-5.36368184,0.85983013,0.00045696,0.31361899,0.22622330,0.00000000,0.38391176,0.00357239,0.56828908,0.16347063
-5.35767884,0.90920395,0.00044955,0.33482035,0.23851420,0.00000000,0.39961012,0.00372525,0.60740800,0.17067694
-5.35167584,0.96768095,0.00045039,0.35943423,0.25302594,0.00000000,0.41884513,0.00391344,0.65304864,0.17976115
-5.34567284,1.03427978,0.00045901,0.38713516,0.26948747,0.00000000,0.44107407,0.00413205,0.70467336,0.19052823
-5.33966983,1.10790302,0.00047498,0.41754792,0.28760460,0.00000000,0.46571075,0.00437568,0.76166633,0.20276266
-5.33366683,1.18736167,0.00049786,0.45025493,0.30706762,0.00000000,0.49213949,0.00463862,0.82334634,0.21623335
-5.32766383,1.27140196,0.00052726,0.48480473,0.32755950,0.00000000,0.51972996,0.00491493,0.88898117,0.23069891
-5.32166083,1.35873402,0.00056283,0.52072148,0.34876428,0.00000000,0.54785248,0.00519860,0.95780320,0.24591311
-5.31565783,1.44806187,0.00060429,0.55751526,0.37037551,0.00000000,0.57589335,0.00548371,1.02902599,0.26163044
-5.30965483,1.53811374,0.00065140,0.59469297,0.39210439,0.00000000,0.60326992,0.00576455,1.10186139,0.27761168
-5.30365183,1.62767200,0.00070401,0.63176950,0.41368739,0.00000000,0.62944481,0.00603577,1.17553654,0.29362916
-5.29764882,1.71560141,0.00076203,0.66827872,0.43489293,0.00000000,0.65393882,0.00629252,1.24931024,0.30947180
-5.29164582,1.80087470,0.00082541,0.70378406,0.45552669,0.00000000,0.67634199,0.00653054,1.32248797,0.32494951
-5.28564282,1.88259433,0.00089418,0.73788802,0.47543556,0.00000000,0.69632227,0.00674628,1.39443493,0.33989683
-5.27963982,1.96000942,0.00096838,0.77024053,0.49450958,0.00000000,0.71363154,0.00693699,1.46458652,0.35417576
-5.27363682,2.03252715,0.00104810,0.80054549,0.51268205,0.00000000,0.72810846,0.00710074,1.53245586,0.36767746
-5.26763382,2.09971803,0.00113342,0.82856548,0.52992750,0.00000000,0.73967816,0.00723645,1.59763796,0.38032286
-5.26163082,2.16131481,0.00122442,0.85412435,0.54625779,0.00000000,0.74834862,0.00734390,1.65981051,0.39206223
-5.25562781,2.21720524,0.00132114,0.87710768,0.56171629,0.00000000,0.75420406,0.00742364,1.71873136,0.40287347
-5.24962481,2.26741913,0.00142359,0.89746111,0.57637066,0.00000000,0.75739543,0.00747698,1.77423300,0.41275955
-5.24362181,2.31211057,0.00153173,0.91518683,0.59030446,0.00000000,0.75812878,0.00750587,1.82621463,0.42174504
-5.23761881,2.35153643,0.00164547,0.93033839,0.60360818,0.00000000,0.75665182,0.00751277,1.87463232,0.42987202
-5.23161581,2.38603237,0.00176465,0.94301427,0.61637016,0.00000000,0.75323966,0.00750054,1.91948821,0.43719556
-5.22561281,2.41598790,0.00188909,0.95335054,0.62866804,0.00000000,0.74818029,0.00747232,1.96081937,0.44377913
-5.21960980,2.44182194,0.00201858,0.96151315,0.64056121,0.00000000,0.74176067,0.00743136,1.99868732,0.44969010
-5.21360680,2.46396006,0.00215295,0.96769010,0.65208470,0.00000000,0.73425411,0.00738090,2.03316871,0.45499564
-5.20760380,2.48281474,0.00229208,0.97208401,0.66324507,0.00000000,0.72590955,0.00732406,2.06434779,0.45975917
-5.20160080,2.49876945,0.00243595,0.97490530,0.67401833,0.00000000,0.71694323,0.00726372,2.09231103,0.46403754
-5.19559780,2.51216696,0.00258476,0.97636619,0.68435019,0.00000000,0.70753317,0.00720243,2.11714406,0.46787909
-5.18959480,2.52330235,0.00273892,0.97667568,0.69415845,0.00000000,0.69781637,0.00714238,2.13893067,0.47132245
-5.18359180,2.53242018,0.00289918,0.97603545,0.70333754,0.00000000,0.68788895,0.00708531,2.15775385,0.47439625
-5.17758879,2.53971567,0.00306666,0.97463665,0.71176465,0.00000000,0.67780887,0.00703253,2.17369807,0.47711945
-5.17158579,2.54533885,0.00324295,0.97265741,0.71930726,0.00000000,0.66760081,0.00698491,2.18685242,0.47950228
-5.16558279,2.54940093,0.00343010,0.97026090,0.72583132,0.00000000,0.65726285,0.00694289,2.19731388,0.48154752
-5.15957979,2.55198176,0.00363072,0.96759370,0.73120971,0.00000000,0.64677435,0.00690652,2.20519001,0.48325199
-5.15357679,2.55313744,0.00384793,0.96478434,0.73533038,0.00000000,0.63610426,0.00687553,2.21060057,0.48460807
-5.14757379,2.55290723,0.00408539,0.96194181,0.73810355,0.00000000,0.62521951,0.00684934,2.21367749,0.48560499
-5.14157079,2.55131891,0.00434722,0.95915393,0.73946771,0.00000000,0.61409273,0.00682712,2.21456321,0.48622994
-5.13556778,2.54839238,0.00463790,0.95648570,0.73939396,0.00000000,0.60270893,0.00680788,2.21340702,0.48646880
-5.12956478,2.54414113,0.00496221,0.95397743,0.73788846,0.00000000,0.59107077,0.00679049,2.21035981,0.48630643
-5.12356178,2.53857177,0.00532502,0.95164315,0.73499305,0.00000000,0.57920215,0.00677372,2.20556762,0.48572679
-5.11755878,2.53168204,0.00573110,0.94946911,0.73078395,0.00000000,0.56715009,0.00675630,2.19916442,0.48471263
-5.11155578,2.52345779,0.00618495,0.94741290,0.72536880,0.00000000,0.55498490,0.00673697,2.19126486,0.48324517
-5.10555278,2.51386961,0.00669052,0.94540328,0.71888226,0.00000000,0.54279872,0.00671448,2.18195775,0.48130371
-5.09954977,2.50286990,0.00725096,0.94334101,0.71148054,0.00000000,0.53070283,0.00668762,2.17130083,0.47886536
-5.09354677,2.49039106,0.00786839,0.94110074,0.70333521,0.00000000,0.51882382,0.00665527,2.15931753,0.47590511
-5.08754377,2.47634537,0.00854362,0.93853430,0.69462680,0.00000000,0.50729912,0.00661641,2.14599605,0.47239620
-5.08154077,2.46062687,0.00927593,0.93547511,0.68553833,0.00000000,0.49627210,0.00657014,2.13129103,0.46831087
-5.07553777,2.44311561,0.01006289,0.93174384,0.67624943,0.00000000,0.48588718,0.00651572,2.11512778,0.46362167
-5.06953477,2.42368394,0.01090016,0.92715502,0.66693097,0.00000000,0.47628503,0.00645254,2.09740880,0.45830305
-5.06353177,2.40220464,0.01178149,0.92152433,0.65774070,0.00000000,0.46759836,0.00638019,2.07802219,0.45233333
-5.05752876,2.37856044,0.01269860,0.91467631,0.64881976,0.00000000,0.45994806,0.00629848,2.05685126,0.44569685
-5.05152576,2.35265395,0.01364130,0.90645190,0.64029022,0.00000000,0.45344017,0.00620740,2.03378464,0.43838612
-5.04552276,2.32441754,0.01459758,0.89671556,0.63225366,0.00000000,0.44816336,0.00610717,2.00872605,0.43040389
-5.03951976,2.29382205,0.01555387,0.88536155,0.62479048,0.00000000,0.44418709,0.00599824,1.98160308,0.42176484
-5.03351676,2.26088382,0.01649527,0.87231889,0.61795996,0.00000000,0.44156026,0.00588127,1.95237406,0.41249685
-5.02751376,2.22566917,0.01740599,0.85755488,0.61180093,0.00000000,0.44031033,0.00575714,1.92103289,0.40264170
-5.02151076,2.18829606,0.01826972,0.84107686,0.60633267,0.00000000,0.44044271,0.00562688,1.88761106,0.39225497
-5.01550775,2.14893256,0.01907011,0.82293227,0.60155613,0.00000000,0.44194040,0.00549170,1.85217714,0.38140533
-5.00950475,2.10779219,0.01979127,0.80320692,0.59745511,0.00000000,0.44476380,0.00535291,1.81483361,0.37017302
-5.00350175,2.06512643,0.02041829,0.78202165,0.59399747,0.00000000,0.44885064,0.00521191,1.77571151,0.35864779
-4.99749875,2.02121472,0.02093768,0.75952768,0.59113621,0.00000000,0.45411603,0.00507011,1.73496339,0.34692613
-4.99149575,1.97635274,0.02133790,0.73590087,0.58881045,0.00000000,0.46045266,0.00492889,1.69275515,0.33510821
-4.98549275,1.93083966,0.02160965,0.71133528,0.58694631,0.00000000,0.46773135,0.00478956,1.64925755,0.32329458
-4.97948974,1.88496524,0.02174627,0.68603640,0.58545781,0.00000000,0.47580186,0.00465330,1.60463807,0.31158277
-4.97348674,1.83899761,0.02174395,0.66021441,0.58424783,0.00000000,0.48449422,0.00452114,1.55905384,0.30006407
-4.96748374,1.79317253,0.02160182,0.63407782,0.58320921,0.00000000,0.49362073,0.00439387,1.51264609,0.28882057
-4.96148074,1.74768476,0.02132200,0.60782772,0.58222623,0.00000000,0.50297863,0.00427207,1.46553660,0.27792277
-4.95547774,1.70268215,0.02090952,0.58165295,0.58117642,0.00000000,0.51235357,0.00415607,1.41782638,0.26742765
-4.94947474,1.65826263,0.02037211,0.55572624,0.57993281,0.00000000,0.52152393,0.00404594,1.36959656,0.25737750
-4.94347174,1.61447448,0.01971993,0.53020141,0.57836677,0.00000000,0.53026597,0.00394150,1.32091136,0.24779939
-4.93746873,1.57131945,0.01896523,0.50521164,0.57635123,0.00000000,0.53835964,0.00384232,1.27182286,0.23870538
-4.93146573,1.52875881,0.01812188,0.48086881,0.57376442,0.00000000,0.54559503,0.00374779,1.22237706,0.23009341
-4.92546273,1.48672172,0.01720496,0.45726366,0.57049391,0.00000000,0.55177911,0.00365709,1.17262081,0.22194870
-4.91945973,1.44511539,0.01623030,0.43446675,0.56644086,0.00000000,0.55674258,0.00356930,1.12260891,0.21424578
-4.91345673,1.40383643,0.01521392,0.41253006,0.56152421,0.00000000,0.56034645,0.00348340,1.07241094,0.20695074
-4.90745373,1.36278265,0.01417167,0.39148896,0.55568477,0.00000000,0.56248809,0.00339835,1.02211727,0.20002382
-4.90145073,1.32186483,0.01311877,0.37136463,0.54888873,0.00000000,0.56310632,0.00331312,0.97184385,0.19342207
-4.89544772,1.28101750,0.01206945,0.35216658,0.54113062,0.00000000,0.56218533,0.00322675,0.92173550,0.18710207
-4.88944472,1.24020862,0.01103667,0.33389532,0.53243531,0.00000000,0.55975701,0.00313841,0.87196756,0.18102239
-4.88344172,1.19944734,0.01003185,0.31654512,0.52285900,0.00000000,0.55590174,0.00304741,0.82274584,0.17514594
-4.87743872,1.15878987,0.00906481,0.30010665,0.51248912,0.00000000,0.55074717,0.00295325,0.77430500,0.16944203
-4.87143572,1.11834314,0.00814356,0.28456975,0.50144289,0.00000000,0.54446536,0.00285565,0.72690564,0.16388799
-4.86543272,1.07826623,0.00727440,0.26992606,0.48986481,0.00000000,0.53726805,0.00275458,0.68083030,0.15847053
-4.85942971,1.03876985,0.00646191,0.25617162,0.47792299,0.00000000,0.52940044,0.00265021,0.63637881,0.15318664
-4.85342671,1.00011388,0.00570904,0.24330945,0.46580456,0.00000000,0.52113370,0.00254298,0.59386325,0.14804420
-4.84742371,0.96260349,0.00501729,0.23135195,0.45371043,0.00000000,0.51275660,0.00243355,0.55360302,0.14306214
-4.84142071,0.92658397,0.00438685,0.22032323,0.44184953,0.00000000,0.50456665,0.00232277,0.51592018,0.13827046
-4.83541771,0.89243485,0.00381678,0.21026115,0.43043302,0.00000000,0.49686123,0.00221169,0.48113531,0.13370980
-4.82941471,0.86056344,0.00330522,0.20121910,0.41966862,0.00000000,0.48992919,0.00210154,0.44956405,0.12943095
-4.82341171,0.83139835,0.00284960,0.19326725,0.40975546,0.00000000,0.48404321,0.00199364,0.42151434,0.12549408
-4.81740870,0.80538290,0.00244680,0.18649333,0.40087969,0.00000000,0.47945348,0.00188944,0.39728420,0.12196783
-4.81140570,0.78296881,0.00209332,0.18100266,0.39321101,0.00000000,0.47638275,0.00179042,0.37715998,0.11892831
-4.80540270,0.76461009,0.00178548,0.17691736,0.38690033,0.00000000,0.47502304,0.00169811,0.36141475,0.11645790
-4.79939970,0.75075703,0.00151950,0.17437457,0.38207853,0.00000000,0.47553401,0.00161404,0.35030655,0.11464395
-4.79339670,0.74185026,0.00129163,0.17352371,0.37885634,0.00000000,0.47804293,0.00153968,0.34407614,0.11357734
-4.78739370,0.73831449,0.00109827,0.17452256,0.37732523,0.00000000,0.48264595,0.00147646,0.34294405,0.11335084
-4.78139070,0.74055187,0.00093598,0.17753232,0.37755899,0.00000000,0.48941052,0.00142572,0.34710641,0.11405730
-4.77538769,0.74893458,0.00080157,0.18271152,0.37961592,0.00000000,0.49837853,0.00138865,0.35672965,0.11578758
-4.76938469,0.76379644,0.00069210,0.19020914,0.38354125,0.00000000,0.50956968,0.00136635,0.37194375,0.11862836
-4.76338169,0.78542359,0.00060491,0.20015684,0.38936940,0.00000000,0.52298487,0.00135972,0.39283426,0.12265958
-4.75737869,0.81404393,0.00053763,0.21266079,0.39712597,0.00000000,0.53860894,0.00136948,0.41943305,0.12795182
-4.75137569,0.84981572,0.00048811,0.22779321,0.40682901,0.00000000,0.55641274,0.00139615,0.45170841,0.13456340
-4.74537269,0.89281540,0.00045449,0.24558420,0.41848955,0.00000000,0.57635404,0.00144004,0.48955471,0.14253747
-4.73936968,0.94302528,0.00043508,0.26601401,0.43211106,0.00000000,0.59837734,0.00150119,0.53278243,0.15189909
-4.73336668,1.00032148,0.00042841,0.28900641,0.44768802,0.00000000,0.62241246,0.00157940,0.58110912,0.16265239
-4.72736368,1.06446301,0.00043316,0.31442340,0.46520354,0.00000000,0.64837209,0.00167418,0.63415216,0.17477805
-4.72136068,1.13508271,0.00044810,0.34206186,0.48462614,0.00000000,0.67614858,0.00178479,0.69142401,0.18823108
-4.71535768,1.21168092,0.00047214,0.37165226,0.50590606,0.00000000,0.70561019,0.00191017,0.75233080,0.20293928
-4.70935468,1.29362262,0.00050422,0.40285998,0.52897125,0.00000000,0.73659729,0.00204900,0.81617475,0.21880230
-4.70335168,1.38013889,0.00054332,0.43528927,0.55372344,0.00000000,0.76891895,0.00219967,0.88216102,0.23569154
-4.69734867,1.47033310,0.00058844,0.46848992,0.58003461,0.00000000,0.80235031,0.00236032,0.94940924,0.25345102
-4.69134567,1.56319223,0.00063860,0.50196674,0.60774418,0.00000000,0.83663114,0.00252884,1.01696972,0.27189919
-4.68534267,1.65760340,0.00069277,0.53519152,0.63665726,0.00000000,0.87146584,0.00270295,1.08384421,0.29083172
-4.67933967,1.75237538,0.00074993,0.56761718,0.66654408,0.00000000,0.90652528,0.00288016,1.14901051,0.31002529
-4.67333667,1.84626450,0.00080903,0.59869362,0.69714084,0.00000000,0.94145034,0.00305789,1.21145043,0.32924223
-4.66733367,1.93800421,0.00086901,0.62788482,0.72815208,0.00000000,0.97585727,0.00323349,1.27017976,0.34823589
-4.66133067,2.02633712,0.00092880,0.65468625,0.75925436,0.00000000,1.00934467,0.00340431,1.32427936,0.36675655
-4.65532766,2.11004835,0.00098734,0.67864207,0.79010134,0.00000000,1.04150179,0.00356774,1.37292568,0.38455761
-4.64932466,2.18799862,0.00104359,0.69936135,0.82032995,0.00000000,1.07191781,0.00372128,1.41541955,0.40140191
-4.64332166,2.25915578,0.00109656,0.71653233,0.84956744,0.00000000,1.10019165,0.00386259,1.45121168,0.41706779
