energy_ev,total_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,Rh_p_up,Rh_d_up,Te_p_up,Te_d_up
-6.00000000,7.61275139,0.01565385,1.27652841,2.30724190,0.43441814,3.97621163,3.55999149,2.38276928,0.00000000
-5.99399700,7.71184676,0.01603209,1.28466651,2.33806451,0.44352397,4.02704762,3.59993796,2.42410616,0.00000000
-5.98799400,7.79705332,0.01639534,1.29046867,2.36381534,0.45196312,4.07157440,3.63345930,2.46093587,0.00000000
-5.98199100,7.86609207,0.01673744,1.29356202,2.38385988,0.45960447,4.10857768,3.65952560,2.49252383,0.00000000
-5.97598799,7.91707523,0.01705281,1.29364205,2.39768621,0.46633488,4.13705618,3.67729412,2.51825739,0.00000000
-5.96998499,7.94858273,0.01733659,1.29048633,2.40492711,0.47206373,4.15626139,3.68614497,2.53766937,0.00000000
-5.96398199,7.95972324,0.01758486,1.28396517,2.40537770,0.47672705,4.16572845,3.68570909,2.55045722,0.00000000
-5.95797899,7.95017714,0.01779474,1.27404873,2.39900760,0.48029076,4.16529670,3.67588728,2.55649704,0.00000000
-5.95197599,7.92021941,0.01796450,1.26081026,2.38596703,0.48275307,4.15511910,3.65685938,2.55585167,0.00000000
-5.94597299,7.87072135,0.01809364,1.24442540,2.36658633,0.48414591,4.13566023,3.62908315,2.54877248,0.00000000
-5.93996998,7.80313092,0.01818291,1.22516749,2.34136892,0.48453511,4.10768282,3.59328299,2.53569471,0.00000000
-5.93396698,7.71943232,0.01823427,1.20339937,2.31097779,0.48401954,4.07222362,3.55042871,2.51722620,0.00000000
-5.92796398,7.62208627,0.01825082,1.17956169,2.27621592,0.48272896,4.03055948,3.50170537,2.49413012,0.00000000
-5.92196098,7.51395324,0.01823673,1.15415857,2.23800151,0.48082075,3.98416501,3.44847520,2.46730193,0.00000000
-5.91595798,7.39820243,0.01819706,1.12774111,2.19733874,0.47847558,3.93466355,3.39223319,2.43774168,0.00000000
-5.90995498,7.27820988,0.01813761,1.10088927,2.15528534,0.47589208,3.88377323,3.33455795,2.40652230,0.00000000
-5.90395198,7.15744951,0.01806473,1.07419315,2.11291815,0.47328070,3.83325020,3.27705972,2.37475523,0.00000000
-5.89794897,7.03938098,0.01798508,1.04823411,2.07129802,0.47085703,3.78483104,3.22132748,2.34355451,0.00000000
-5.89194597,6.92733858,0.01790544,1.02356658,2.03143540,0.46883465,3.74017631,3.16887698,2.31400069,0.00000000
-5.88594297,6.82442494,0.01783247,1.00070117,1.99425799,0.46741792,3.70081739,3.12110175,2.28710588,0.00000000
-5.87993997,6.73341355,0.01777249,0.98008962,1.96058161,0.46679495,3.66810810,3.07922868,2.26378115,0.00000000
-5.87393697,6.65666344,0.01773129,0.96211211,1.93108549,0.46713094,3.64318300,3.04427972,2.24480775,0.00000000
-5.86793397,6.59604901,0.01771395,0.94706730,1.90629280,0.46856226,3.62692348,3.01704114,2.23081294,0.00000000
-5.86193097,6.55290745,0.01772467,0.93516531,1.88655727,0.47119146,3.61993276,2.99804122,2.22225164,0.00000000
-5.85592796,6.52800551,0.01776670,0.92652387,1.87205618,0.47508356,3.62252070,2.98753723,2.21939442,0.00000000
-5.84992496,6.52152676,0.01784223,0.92116757,1.86279003,0.48026358,3.63469864,2.98551194,2.22232245,0.00000000
-5.84392196,6.53307946,0.01795233,0.91903024,1.85858884,0.48671569,3.65618458,2.99167976,2.23092959,0.00000000
-5.83791896,6.56172474,0.01809706,0.91996013,1.85912458,0.49438386,3.68641825,3.00550216,2.24493144,0.00000000
-5.83191596,6.60602376,0.01827541,0.92372775,1.86392925,0.50317416,3.72458567,3.02621166,2.26388109,0.00000000
-5.82591296,6.66410179,0.01848548,0.93003590,1.87241770,0.51295850,3.76965218,3.05284342,2.28719089,0.00000000
-5.81990995,6.73372671,0.01872459,0.93853158,1.88391418,0.52357981,3.82040271,3.08427319,2.31415927,0.00000000
