energy_ev,total_up,C_s_up,C_p_up,Ca_p_up,Ca_d_up,Re_p_up,Re_d_up,Te_p_up,Te_d_up
-5.63381691,5.72907870,0.04335219,0.83408437,0.03911423,0.00000000,2.70492142,2.66355221,2.24880770,0.00000000
-5.62781391,5.60299161,0.04344206,0.81712900,0.03816664,0.00000000,2.66078006,2.59438347,2.20568302,0.00000000
-5.62181091,5.47575791,0.04358615,0.79981884,0.03720775,0.00000000,2.61231013,2.52548455,2.16210990,0.00000000
-5.61580790,5.35063010,0.04380349,0.78265951,0.03626144,0.00000000,2.56082634,2.45853665,2.11924448,0.00000000
-5.60980490,5.23068879,0.04411065,0.76614103,0.03535035,0.00000000,2.50765278,2.39512476,2.07817256,0.00000000
-5.60380190,5.11876153,0.04452109,0.75072437,0.03449517,0.00000000,2.45408638,2.33669693,2.03988165,0.00000000
-5.59779890,5.01735247,0.04504456,0.73682922,0.03371413,0.00000000,2.40136302,2.28452896,2.00523741,0.00000000
-5.59179590,4.92858466,0.04568663,0.72482335,0.03302252,0.00000000,2.35062702,2.23969529,1.97496497,0.00000000
-5.58579290,4.85415597,0.04644842,0.71501371,0.03243236,0.00000000,2.30290490,2.20304665,1.94963557,0.00000000
-5.57978989,4.79530936,0.04732650,0.70763949,0.03195212,0.00000000,2.25908378,2.17519484,1.92965851,0.00000000
-5.57378689,4.75281742,0.04831288,0.70286721,0.03158666,0.00000000,2.21989483,2.15650462,1.91527830,0.00000000
-5.56778389,4.72698077,0.04939528,0.70078786,0.03133719,0.00000000,2.18590170,2.14709258,1.90657675,0.00000000
-5.56178089,4.71763946,0.05055749,0.70141607,0.03120137,0.00000000,2.15749402,2.14683257,1.90347944,0.00000000
-5.55577789,4.72419602,0.05177990,0.70469124,0.03117353,0.00000000,2.13488577,2.15536716,1.90576609,0.00000000
-5.54977489,4.74564883,0.05304012,0.71048048,0.03124495,0.00000000,2.11811794,2.17212439,1.91308412,0.00000000
-5.54377189,4.78063420,0.05431371,0.71858323,0.03140423,0.00000000,2.10706545,2.19633915,1.92496470,0.00000000
-5.53776888,4.82747524,0.05557500,0.72873739,0.03163770,0.00000000,2.10144758,2.22707832,1.94084069,0.00000000
-5.53176588,4.88423612,0.05679789,0.74062677,0.03192991,0.00000000,2.10084153,2.26326877,1.96006571,0.00000000
-5.52576288,4.94877984,0.05795667,0.75388966,0.03226411,0.00000000,2.10469864,2.30372762,1.98193384,0.00000000
-5.51975988,5.01882806,0.05902682,0.76812825,0.03262277,0.00000000,2.11236283,2.34719372,2.00569943,0.00000000
-5.51375688,5.09202155,0.05998574,0.78291881,0.03298808,0.00000000,2.12309061,2.39235986,2.03059651,0.00000000
-5.50775388,5.16597990,0.06081337,0.79782224,0.03334249,0.00000000,2.13607247,2.43790478,2.05585753,0.00000000
-5.50175088,5.23835934,0.06149276,0.81239496,0.03366914,0.00000000,2.15045496,2.48252461,2.08073097,0.00000000
-5.49574787,5.30690763,0.06201048,0.82619966,0.03395235,0.00000000,2.16536326,2.52496295,2.10449786,0.00000000
-5.48974487,5.36951503,0.06235686,0.83881595,0.03417798,0.00000000,2.17992363,2.56403906,2.12648674,0.00000000
-5.48374187,5.42426049,0.06252624,0.84985039,0.03433384,0.00000000,2.19328539,2.59867381,2.14608708,0.00000000
-5.47773887,5.46945238,0.06251690,0.85894595,0.03440991,0.00000000,2.20464205,2.62791276,2.16276104,0.00000000
-5.47173587,5.50366301,0.06233099,0.86579037,0.03439866,0.00000000,2.21325113,2.65094602,2.17605340,0.00000000
-5.46573287,5.52575652,0.06197429,0.87012352,0.03429514,0.00000000,2.21845218,2.66712447,2.18559968,0.00000000
-5.45972986,5.53490962,0.06145590,0.87174331,0.03409711,0.00000000,2.21968285,2.67597217,2.19113237,0.00000000
-5.45372686,5.53062500,0.06078783,0.87051009,0.03380509,0.00000000,2.21649239,2.67719448,2.19248525,0.00000000
-5.44772386,5.51273725,0.05998451,0.86634954,0.03342229,0.00000000,2.20855244,2.67068197,2.18959581,0.00000000
-5.44172086,5.48141143,0.05906227,0.85925372,0.03295453,0.00000000,2.19566498,2.65651001,2.18250590,0.00000000
-5.43571786,5.43713459,0.05803884,0.84928050,0.03241007,0.00000000,2.17776701,2.63493402,2.17136052,0.00000000
-5.42971486,5.38070060,0.05693279,0.83655125,0.03179941,0.00000000,2.15493218,2.60638077,2.15640505,0.00000000
-5.42371186,5.31318908,0.05576306,0.82124701,0.03113502,0.00000000,2.12736923,2.57143582,2.13798090,0.00000000
-5.41770885,5.23593916,0.05454848,0.80360316,0.03043108,0.00000000,2.09541746,2.53082776,2.11651989,0.00000000
-5.41170585,5.15051892,0.05330737,0.78390292,0.02970310,0.00000000,2.05953933,2.48540962,2.09253735,0.00000000
-5.40570285,5.05869158,0.05205726,0.76246980,0.02896764,0.00000000,2.02031047,2.43613812,2.06662422,0.00000000
-5.39969985,4.96237934,0.05081459,0.73965936,0.02824194,0.00000000,1.97840743,2.38405141,2.03943820,0.00000000
-5.39369685,4.86362572,0.04959455,0.71585052,0.02754357,0.00000000,1.93459348,2.33024582,2.01169410,0.00000000
-5.38769385,4.76455725,0.04841104,0.69143669,0.02689006,0.00000000,1.88970277,2.27585251,1.98415327,0.00000000
-5.38169085,4.66734520,0.04727656,0.66681705,0.02629861,0.00000000,1.84462318,2.22201424,1.95761237,0.00000000
-5.37568784,4.57416765,0.04620230,0.64238812,0.02578573,0.00000000,1.80027816,2.16986298,1.93289116,0.00000000
-5.36968484,4.48717234,0.04519818,0.61853596,0.02536694,0.00000000,1.75760795,2.12049869,1.91081937,0.00000000
-5.36368184,4.40844041,0.04427295,0.59562899,0.02505649,0.00000000,1.71755020,2.07496945,1.89222262,0.00000000
-5.35767884,4.33995095,0.04343427,0.57401168,0.02486709,0.00000000,1.68102054,2.03425315,1.87790708,0.00000000
-5.35167584,4.28354645,0.04268879,0.55399915,0.02480964,0.00000000,1.64889303,1.99924087,1.86864325,0.00000000
-5.34567284,4.24089901,0.04204220,0.53587259,0.02489306,0.00000000,1.62198098,1.97072186,1.86514849,0.00000000
-5.33966983,4.21347728,0.04149925,0.51987560,0.02512400,0.00000000,1.60101830,1.94937013,1.86806888,0.00000000
-5.33366683,4.20251449,0.04106371,0.50621134,0.02550673,0.00000000,1.58664160,1.93573264,1.87796040,0.00000000
-5.32766383,4.20897772,0.04073824,0.49504046,0.02604297,0.00000000,1.57937363,1.93021900,1.89527014,0.00000000
-5.32166083,4.23353911,0.04052436,0.48647964,0.02673176,0.00000000,1.57960817,1.93309284,1.92031797,0.00000000
-5.31565783,4.27654982,0.04042220,0.48060082,0.02756941,0.00000000,1.58759710,1.94446482,1.95327947,0.00000000
-5.30965483,4.33801775,0.04043033,0.47743095,0.02854942,0.00000000,1.60343986,1.96428765,1.99417092,0.00000000
-5.30365183,4.41759033,0.04054564,0.47695221,0.02966256,0.00000000,1.62707594,1.99235324,2.04283725,0.00000000
-5.29764882,4.51454359,0.04076309,0.47910277,0.03089689,0.00000000,1.65828093,2.02829240,2.09894381,0.00000000
-5.29164582,4.62777893,0.04107564,0.48377803,0.03223795,0.00000000,1.69666625,2.07157747,2.16197269,0.00000000
-5.28564282,4.75582881,0.04147415,0.49083233,0.03366891,0.00000000,1.74168315,2.12152819,2.23122449,0.00000000
-5.27963982,4.89687224,0.04194739,0.50008122,0.03517089,0.00000000,1.79263111,2.17732124,2.30582574,0.00000000
-5.27363682,5.04876092,0.04248213,0.51130424,0.03672327,0.00000000,1.84867047,2.23800353,2.38474252,0.00000000
-5.26763382,5.20905620,0.04306334,0.52424835,0.03830408,0.00000000,1.90883939,2.30250954,2.46680013,0.00000000
-5.26163082,5.37507649,0.04367442,0.53863188,0.03989042,0.00000000,1.97207468,2.36968250,2.55070845,0.00000000
-5.25562781,5.54395465,0.04429766,0.55414910,0.04145902,0.00000000,2.03723593,2.43829924,2.63509255,0.00000000
-5.24962481,5.71270371,0.04491459,0.57047525,0.04298662,0.00000000,2.10313235,2.50709824,2.71852757,0.00000000
-5.24362181,5.87828945,0.04550661,0.58727220,0.04445061,0.00000000,2.16855137,2.57481025,2.79957672,0.00000000
-5.23761881,6.03770737,0.04605545,0.60419434,0.04582942,0.00000000,2.23228819,2.64019064,2.87683111,0.00000000
-5.23161581,6.18806166,0.04654384,0.62089484,0.04710309,0.00000000,2.29317512,2.70205248,2.94895009,0.00000000
-5.22561281,6.32664350,0.04695605,0.63703199,0.04825361,0.00000000,2.35010986,2.75929939,3.01470036,0.00000000
-5.21960980,6.45100570,0.04727844,0.65227563,0.04926541,0.00000000,2.40208172,2.81095685,3.07299260,0.00000000
-5.21360680,6.55903125,0.04749999,0.66631328,0.05012556,0.00000000,2.44819492,2.85620101,3.12291421,0.00000000
-5.20760380,6.64899307,0.04761270,0.67885610,0.05082409,0.00000000,2.48768832,2.89438381,3.16375690,0.00000000
-5.20160080,6.71960307,0.04761191,0.68964428,0.05135411,0.00000000,2.51995098,2.92505353,3.19503825,0.00000000
-5.19559780,6.77004859,0.04749654,0.69845193,0.05171186,0.00000000,2.54453328,2.94796995,3.21651646,0.00000000
-5.18959480,6.80001521,0.04726918,0.70509123,0.05189675,0.00000000,2.56115350,2.96311347,3.22819795,0.00000000
-5.18359180,6.80969513,0.04693606,0.70941581,0.05191128,0.00000000,2.56969972,2.97068779,3.23033751,0.00000000
-5.17758879,6.79978103,0.04650691,0.71132333,0.05176083,0.00000000,2.57022754,2.97111615,3.22343140,0.00000000
-5.17158579,6.77144582,0.04599472,0.71075705,0.05145354,0.00000000,2.56295367,2.96503083,3.20820345,0.00000000
-5.16558279,6.72630898,0.04541533,0.70770667,0.05100001,0.00000000,2.54824613,2.95325659,3.18558502,0.00000000
-5.15957979,6.66639084,0.04478702,0.70220807,0.05041303,0.00000000,2.52661130,2.93678815,3.15668936,0.00000000
-5.15357679,6.59405613,0.04412994,0.69434228,0.04970728,0.00000000,2.49867860,2.91676255,3.12278144,0.00000000
-5.14757379,6.51194872,0.04346551,0.68423345,0.04889900,0.00000000,2.46518317,2.89442708,3.08524391,0.00000000
-5.14157079,6.42291931,0.04281583,0.67204612,0.04800565,0.00000000,2.42694706,2.87110360,3.04554046,0.00000000
-5.13556778,6.32994796,0.04220297,0.65798151,0.04704561,0.00000000,2.38485948,2.84815031,3.00517724,0.00000000
-5.12956478,6.23606369,0.04164831,0.64227321,0.04603780,0.00000000,2.33985634,2.82692187,2.96566348,0.00000000
-5.12356178,6.14426285,0.04117195,0.62518209,0.04500135,0.00000000,2.29289954,2.80872889,2.92847208,0.00000000
-5.11755878,6.05742824,0.04079205,0.60699068,0.04395532,0.00000000,2.24495611,2.79479795,2.89500107,0.00000000
-5.11155578,5.97825098,0.04052429,0.58799699,0.04291833,0.00000000,2.19697770,2.78623309,2.86653661,0.00000000
-5.10555278,5.90915664,0.04038136,0.56850796,0.04190822,0.00000000,2.14988030,2.78397975,2.84421838,0.00000000
-5.09954977,5.85223755,0.04037258,0.54883265,0.04094179,0.00000000,2.10452481,2.78879238,2.82900797,0.00000000
-5.09354677,5.80919273,0.04050350,0.52927526,0.04003441,0.00000000,2.06169831,2.80120626,2.82166103,0.00000000
-5.08754377,5.78127708,0.04077575,0.51012827,0.03919977,0.00000000,2.02209672,2.82151488,2.82270372,0.00000000
-5.08154077,5.76926114,0.04118684,0.49166573,0.03844956,0.00000000,1.98630888,2.84975327,2.83241408,0.00000000
-5.07553777,5.77340276,0.04173018,0.47413696,0.03779316,0.00000000,1.95480262,2.88568817,2.85080902,0.00000000
-5.06953477,5.79343172,0.04239511,0.45776089,0.03723741,0.00000000,1.92791316,2.92881559,2.87763733,0.00000000
-5.06353177,5.82854822,0.04316716,0.44272113,0.03678642,0.00000000,1.90583437,2.97836601,2.91237926,0.00000000
-5.05752876,5.87743585,0.04402829,0.42916200,0.03644134,0.00000000,1.88861321,3.03331762,2.95425295,0.00000000
-5.05152576,5.93828940,0.04495731,0.41718574,0.03620029,0.00000000,1.87614796,3.09241732,3.00222811,0.00000000
-5.04552276,6.00885725,0.04593035,0.40685094,0.03605830,0.00000000,1.86819037,3.15420946,3.05504680,0.00000000
-5.03951976,6.08649799,0.04692146,0.39817230,0.03600734,0.00000000,1.86435213,3.21707170,3.11125138,0.00000000
-5.03351676,6.16825028,0.04790321,0.39112187,0.03603650,0.00000000,1.86411583,3.27925714,3.16921919,0.00000000
-5.02751376,6.25091439,0.04884742,0.38563166,0.03613215,0.00000000,1.86685015,3.33894184,3.22720335,0.00000000
-5.02151076,6.33114349,0.04972585,0.38159771,0.03627827,0.00000000,1.87182935,3.39427636,3.28337889,0.00000000
-5.01550775,6.40554239,0.05051097,0.37888534,0.03645690,0.00000000,1.87825651,3.44343986,3.33589301,0.00000000
-5.00950475,6.47077074,0.05117673,0.37733560,0.03664860,0.00000000,1.88528982,3.48469514,3.38291820,0.00000000
-5.00350175,6.52364766,0.05169922,0.37677263,0.03683301,0.00000000,1.89207148,3.51644279,3.42270659,0.00000000
-4.99749875,6.56125430,0.05205742,0.37701162,0.03698951,0.00000000,1.89775784,3.53727274,3.45364383,0.00000000
-4.99149575,6.58103093,0.05223375,0.37786712,0.03709788,0.00000000,1.90155004,3.54601130,3.47430073,0.00000000
-4.98549275,6.58086497,0.05221466,0.37916141,0.03713892,0.00000000,1.90272383,3.54176211,3.48348073,0.00000000
-4.97948974,6.55916682,0.05199100,0.38073246,0.03709520,0.00000000,1.90065739,3.52393935,3.48026149,0.00000000
-4.97348674,6.51493035,0.05155837,0.38244123,0.03695160,0.00000000,1.89485601,3.49229197,3.46402887,0.00000000
-4.96748374,6.44777572,0.05091727,0.38417793,0.03669593,0.00000000,1.88497247,3.44691800,3.43450195,0.00000000
-4.96148074,6.35797257,0.05007313,0.38586687,0.03631938,0.00000000,1.87082221,3.38826813,3.39174790,0.00000000
-4.95547774,6.24644248,0.04903624,0.38746990,0.03581690,0.00000000,1.85239255,3.31713852,3.33618603,0.00000000
-4.94947474,6.11474021,0.04782146,0.38898783,0.03518742,0.00000000,1.82984540,3.23465280,3.26858054,0.00000000
-4.94347174,5.96501445,0.04644784,0.39046024,0.03443397,0.00000000,1.80351319,3.14223388,3.19002222,0.00000000
-4.93746873,5.79994899,0.04493811,0.39196318,0.03356366,0.00000000,1.77388824,3.04156664,3.10189958,0.00000000
-4.93146573,5.62268685,0.04331811,0.39360524,0.03258748,0.00000000,1.74160581,2.93455254,3.00586038,0.00000000
-4.92546273,5.43673974,0.04161601,0.39552187,0.03152005,0.00000000,1.70742161,2.82325797,2.90376512,0.00000000
-4.91945973,5.24588656,0.03986161,0.39786844,0.03037914,0.00000000,1.67218466,2.70985811,2.79763403,0.00000000
-4.91345673,5.05406457,0.03808552,0.40081219,0.02918523,0.00000000,1.63680676,2.59657820,2.68958971,0.00000000
-4.90745373,4.86525742,0.03631836,0.40452365,0.02796085,0.00000000,1.60222988,2.48563432,2.58179755,0.00000000
-4.90145073,4.68338402,0.03459001,0.40916781,0.02672998,0.00000000,1.56939293,2.37917571,2.47640607,0.00000000
-4.89544772,4.51219254,0.03292882,0.41489557,0.02551736,0.00000000,1.53919937,2.27923053,2.37548959,0.00000000
-4.88944472,4.35516290,0.03136105,0.42183592,0.02434782,0.00000000,1.51248711,2.18765668,2.28099498,0.00000000
-4.88344172,4.21542133,0.02991023,0.43008920,0.02324563,0.00000000,1.49000188,2.10609934,2.19469452,0.00000000
-4.87743872,4.09566933,0.02859680,0.43972182,0.02223387,0.00000000,1.47237529,2.03595614,2.11814621,0.00000000
-4.87143572,3.99812907,0.02743774,0.45076268,0.02133392,0.00000000,1.46010818,1.97835099,2.05266267,0.00000000
-4.86543272,3.92450631,0.02644639,0.46320141,0.02056494,0.00000000,1.45355998,1.93411685,1.99928925,0.00000000
-4.85942971,3.87597116,0.02563240,0.47698862,0.01994352,0.00000000,1.45294405,1.90378760,1.95879168,0.00000000
-4.85342671,3.85315604,0.02500182,0.49203787,0.01948333,0.00000000,1.45832909,1.88759863,1.93165290,0.00000000
-4.84742371,3.85616993,0.02455719,0.50822939,0.01919495,0.00000000,1.46964588,1.88549576,1.91807862,0.00000000
-4.84142071,3.88462676,0.02429791,0.52541530,0.01908571,0.00000000,1.48669899,1.89715131,1.91801061,0.00000000
-4.83541771,3.93768594,0.02422046,0.54342576,0.01915965,0.00000000,1.50918221,1.92198657,1.93114654,0.00000000
-4.82941471,4.01410214,0.02431886,0.56207596,0.01941754,0.00000000,1.53669686,1.95919915,1.95696491,0.00000000
-4.82341171,4.11228164,0.02458507,0.58117332,0.01985699,0.00000000,1.56877164,2.00779410,1.99475364,0.00000000
-4.81740870,4.23034238,0.02500937,0.60052456,0.02047257,0.00000000,1.60488313,2.06661728,2.04364082,0.00000000
-4.81140570,4.36617501,0.02558081,0.61994226,0.02125599,0.00000000,1.64447550,2.13438992,2.10262601,0.00000000
-4.80540270,4.51750246,0.02628753,0.63925047,0.02219639,0.00000000,1.68697883,2.20974282,2.17061101,0.00000000
-4.79939970,4.68193611,0.02711713,0.65828926,0.02328049,0.00000000,1.73182503,2.29124956,2.24642880,0.00000000
-4.79339670,4.85702681,0.02805690,0.67691779,0.02449301,0.00000000,1.77846087,2.37745744,2.32886990,0.00000000
-4.78739370,5.04030980,0.02909405,0.69501603,0.02581684,0.00000000,1.82635796,2.46691583,2.41670554,0.00000000
-4.78139070,5.22934295,0.03021583,0.71248506,0.02723348,0.00000000,1.87501927,2.55820122,2.50870732,0.00000000
-4.77538769,5.42173820,0.03140965,0.72924594,0.02872331,0.00000000,1.92398273,2.64993881,2.60366337,0.00000000
-4.76938469,5.61518660,0.03266310,0.74523748,0.03026597,0.00000000,1.97282200,2.74082072,2.70039119,0.00000000
-4.76338169,5.80747773,0.03396393,0.76041315,0.03184073,0.00000000,2.02114501,2.82962066,2.79774757,0.00000000
-4.75737869,5.99651447,0.03530008,0.77473736,0.03342689,0.00000000,2.06859094,2.91520563,2.89463621,0.00000000
-4.75137569,6.18032425,0.03665956,0.78818140,0.03500412,0.00000000,2.11482624,2.99654473,2.99001362,0.00000000
-4.74537269,6.35706804,0.03803048,0.80071958,0.03655293,0.00000000,2.15954042,3.07271574,3.08289394,0.00000000
-4.73936968,6.52504820,0.03940098,0.81232564,0.03805497,0.00000000,2.20244218,3.14290963,3.17235341,0.00000000
-4.73336668,6.68271606,0.04075926,0.82296977,0.03949348,0.00000000,2.24325653,3.20643376,3.25753493,0.00000000
-4.72736368,6.82868012,0.04209356,0.83261658,0.04085362,0.00000000,2.28172316,3.26271369,3.33765311,0.00000000
-4.72136068,6.96171521,0.04339226,0.84122392,0.04212276,0.00000000,2.31759641,3.31129433,3.41200012,0.00000000
-4.71535768,7.08077267,0.04464399,0.84874286,0.04329085,0.00000000,2.35064686,3.35184017,3.47995228,0.00000000
-4.70935468,7.18499142,0.04583774,0.85511857,0.04435055,0.00000000,2.38066452,3.38413508,3.54097733,0.00000000
-4.70335168,7.27370937,0.04696304,0.86029229,0.04529745,0.00000000,2.40746324,3.40808122,3.59464200,0.00000000
-4.69734867,7.34647436,0.04801018,0.86420392,0.04613016,0.00000000,2.43088619,3.42369735,3.64061950,0.00000000
-4.69134567,7.40305369,0.04897041,0.86679534,0.04685027,0.00000000,2.45081166,3.43111607,3.67869634,0.00000000
-4.68534267,7.44344122,0.04983617,0.86801400,0.04746229,0.00000000,2.46715894,3.43057989,3.70877777,0.00000000
-4.67933967,7.46786085,0.05060131,0.86781659,0.04797350,0.00000000,2.47989348,3.42243580,3.73089137,0.00000000
-4.67333667,7.47676557,0.05126129,0.86617261,0.04839364,0.00000000,2.48903089,3.40712834,3.74518809,0.00000000
-4.66733367,7.47083105,0.05181333,0.86306751,0.04873458,0.00000000,2.49463939,3.38519067,3.75194030,0.00000000
-4.66133067,7.45094335,0.05225661,0.85850514,0.04900990,0.00000000,2.49684017,3.35723388,3.75153642,0.00000000
-4.65532766,7.41818032,0.05259229,0.85250955,0.04923437,0.00000000,2.49580551,3.32393435,3.74447204,0.00000000
-4.64932466,7.37378689,0.05282356,0.84512581,0.04942348,0.00000000,2.49175459,3.28601936,3.73133747,0.00000000
-4.64332166,7.31914449,0.05295566,0.83641984,0.04959276,0.00000000,2.48494686,3.24425121,3.71280188,0.00000000
