energy_ev,total_up,Cu_p_up,Cu_d_up,Li_s_up,N_s_up,N_p_up,S_s_up,S_p_up
-6.00000000,0.65003297,0.06685783,0.10078571,0.05718086,0.00275099,0.09964559,0.00957172,0.18559703
-5.99399700,0.72208122,0.07514585,0.11198061,0.06031660,0.00309791,0.11117629,0.01065128,0.20565834
-5.98799400,0.79866303,0.08394423,0.12388663,0.06369934,0.00346503,0.12343804,0.01179571,0.22697041
-5.98199100,0.87922809,0.09319026,0.13641922,0.06730720,0.00384954,0.13634432,0.01299633,0.24937774
-5.97598799,0.96307340,0.10280482,0.14947001,0.07110885,0.00424792,0.14978433,0.01424225,0.27268230
-5.96998499,1.04934879,0.11269288,0.16290759,0.07506421,0.00465603,0.16362377,0.01552043,0.29664526
-5.96398199,1.13706850,0.12274467,0.17657929,0.07912571,0.00506911,0.17770648,0.01681587,0.32099052
-5.95797899,1.22512877,0.13283758,0.19031386,0.08324005,0.00548186,0.19185705,0.01811191,0.34540980
-5.95197599,1.31233136,0.14283855,0.20392506,0.08735018,0.00588858,0.20588432,0.01939057,0.36956955
-5.94597299,1.39741232,0.15260718,0.21721615,0.09139771,0.00628330,0.21958582,0.02063297,0.39311915
-5.93996998,1.47907544,0.16199928,0.22998505,0.09532553,0.00665988,0.23275292,0.02181985,0.41570052
-5.93396698,1.55602905,0.17087088,0.24203007,0.09908039,0.00701223,0.24517650,0.02293212,0.43695847
-5.92796398,1.62702500,0.17908240,0.25315597,0.10261560,0.00733447,0.25665311,0.02395141,0.45655176
-5.92196098,1.69089827,0.18650304,0.26318018,0.10589346,0.00762112,0.26699125,0.02486068,0.47416414
-5.91595798,1.74660553,0.19301505,0.27193884,0.10888740,0.00786728,0.27601748,0.02564479,0.48951506
-5.90995498,1.79326115,0.19851770,0.27929246,0.11158372,0.00806880,0.28358230,0.02629096,0.50236956
-5.90395198,1.83016882,0.20293091,0.28513095,0.11398282,0.00822244,0.28956531,0.02678931,0.51254690
-5.89794897,1.85684755,0.20619822,0.28937776,0.11609975,0.00832602,0.29387957,0.02713318,0.51992750
-5.89194597,1.87305065,0.20828906,0.29199293,0.11796414,0.00837850,0.29647492,0.02731943,0.52445783
-5.88594297,1.87877676,0.20920014,0.29297497,0.11961940,0.00838008,0.29734004,0.02734855,0.52615311
-5.87993997,1.87427242,0.20895591,0.29236132,0.12112127,0.00833222,0.29650323,0.02722472,0.52509747
-5.87393697,1.86002587,0.20760812,0.29022757,0.12253566,0.00823763,0.29403179,0.02695572,0.52144179
-5.86793397,1.83675221,0.20523438,0.28668520,0.12393596,0.00810028,0.29003008,0.02655269,0.51539902
-5.86193097,1.80537077,0.20193580,0.28187817,0.12539989,0.00792526,0.28463623,0.02602976,0.50723739
-5.85592796,1.76697527,0.19783391,0.27597835,0.12700598,0.00771868,0.27801776,0.02540370,0.49727167
-5.84992496,1.72279832,0.19306682,0.26918000,0.12882994,0.00748758,0.27036623,0.02469332,0.48585289
-5.84392196,1.67417171,0.18778498,0.26169361,0.13094095,0.00723967,0.26189116,0.02391892,0.47335692
-5.83791896,1.62248402,0.18214647,0.25373927,0.13339819,0.00698324,0.25281342,0.02310168,0.46017251
-5.83191596,1.56913750,0.17631228,0.24553985,0.13624767,0.00672685,0.24335845,0.02226304,0.44668912
-5.82591296,1.51550587,0.17044155,0.23731436,0.13951961,0.00647921,0.23374959,0.02142408,0.43328515
-5.81990995,1.46289459,0.16468709,0.22927160,0.14322632,0.00624888,0.22420166,0.02060492,0.42031696
-5.81390695,1.41250518,0.15919121,0.22160443,0.14736101,0.00604414,0.21491511,0.01982424,0.40810915
-5.80790395,1.36540472,0.15408218,0.21448478,0.15189719,0.00587272,0.20607099,0.01909883,0.39694626
-5.80190095,1.32250148,0.14947121,0.20805972,0.15678908,0.00574165,0.19782675,0.01844319,0.38706636
-5.79589795,1.28452713,0.14545022,0.20244836,0.16197273,0.00565705,0.19031313,0.01786932,0.37865645
-5.78989495,1.25202599,0.14209023,0.19774003,0.16736791,0.00562406,0.18363208,0.01738650,0.37184988
-5.78389195,1.22535108,0.13944060,0.19399341,0.17288076,0.00564664,0.17785578,0.01700124,0.36672563
-5.77788894,1.20466669,0.13752889,0.19123673,0.17840687,0.00572752,0.17302669,0.01671731,0.36330944
-5.77188594,1.18995685,0.13636144,0.18946895,0.18383485,0.00586813,0.16915860,0.01653583,0.36157651
-5.76588294,1.18103887,0.13592445,0.18866176,0.18905011,0.00606857,0.16623843,0.01645540,0.36145557
-5.75987994,1.17758107,0.13618563,0.18876220,0.19393870,0.00632760,0.16422881,0.01647241,0.36283411
-5.75387694,1.17912355,0.13709621,0.18969595,0.19839106,0.00664271,0.16307120,0.01658124,0.36556435
-5.74787394,1.18510112,0.13859325,0.19137088,0.20230552,0.00701012,0.16268927,0.01677459,0.36946980
-5.74187094,1.19486724,0.14060215,0.19368082,0.20559135,0.00742493,0.16299267,0.01704379,0.37435206
-5.73586793,1.20771814,0.14303932,0.19650948,0.20817139,0.00788120,0.16388065,0.01737912,0.37999769
-5.72986493,1.22291617,0.14581479,0.19973420,0.20998405,0.00837212,0.16524579,0.01777008,0.38618478
-5.72386193,1.23971184,0.14883494,0.20322953,0.21098465,0.00889014,0.16697731,0.01820572,0.39268932
-5.71785893,1.25736384,0.15200499,0.20687056,0.21114623,0.00942718,0.16896423,0.01867483,0.39929092
-5.71185593,1.27515676,0.15523143,0.21053581,0.21045957,0.00997477,0.17109808,0.01916621,0.40577802
-5.70585293,1.29241621,0.15842428,0.21410981,0.20893285,0.01052428,0.17327514,0.01966882,0.41195245
-5.69984992,1.30852116,0.16149905,0.21748512,0.20659063,0.01106709,0.17539829,0.02017194,0.41763325
-5.69384692,1.32291356,0.16437860,0.22056399,0.20347250,0.01159478,0.17737838,0.02066526,0.42265977
-5.68784392,1.33510533,0.16699455,0.22325954,0.19963140,0.01209930,0.17913511,0.02113899,0.42689412
-5.68184092,1.34468278,0.16928857,0.22549655,0.19513165,0.01257311,0.18059766,0.02158387,0.43022284
-5.67583792,1.35130879,0.17121324,0.22721183,0.19004692,0.01300933,0.18170480,0.02199125,0.43255793
-5.66983492,1.35472290,0.17273261,0.22835437,0.18445806,0.01340184,0.18240489,0.02235308,0.43383720
-5.66383192,1.35473971,0.17382249,0.22888505,0.17845095,0.01374540,0.18265561,0.02266197,0.43402396
-5.65782891,1.35124576,0.17447033,0.22877635,0.17211444,0.01403564,0.18242352,0.02291116,0.43310620
-5.65182591,1.34419531,0.17467476,0.22801172,0.16553831,0.01426918,0.18168367,0.02309459,0.43109507
-5.64582291,1.33360521,0.17444490,0.22658497,0.15881146,0.01444357,0.18041909,0.02320691,0.42802302
-5.63981991,1.31954918,0.17379932,0.22449957,0.15202016,0.01455734,0.17862040,0.02324358,0.42394138
-5.63381691,1.30215182,0.17276478,0.22176797,0.14524653,0.01460992,0.17628550,0.02320087,0.41891769
-5.62781391,1.28158254,0.17137477,0.21841096,0.13856718,0.01460162,0.17341937,0.02307601,0.41303274
-5.62181091,1.25804962,0.16966800,0.21445706,0.13205203,0.01453360,0.17003396,0.02286726,0.40637747
-5.61580790,1.23179476,0.16768675,0.20994208,0.12576335,0.01440774,0.16614823,0.02257397,0.39904992
-5.60980490,1.20308803,0.16547535,0.20490870,0.11975510,0.01422663,0.16178827,0.02219673,0.39115225
-5.60380190,1.17222366,0.16307873,0.19940619,0.11407237,0.01399349,0.15698751,0.02173745,0.38278807
-5.59779890,1.13951663,0.16054127,0.19349025,0.10875127,0.01371207,0.15178692,0.02119939,0.37406017
-5.59179590,1.10530007,0.15790580,0.18722286,0.10381894,0.01338660,0.14623526,0.02058728,0.36506875
-5.58579290,1.06992375,0.15521308,0.18067230,0.09929405,0.01302174,0.14038916,0.01990727,0.35591027
-5.57978989,1.03375337,0.15250160,0.17391314,0.09518740,0.01262253,0.13431329,0.01916700,0.34667700
-5.57378689,0.99717085,0.14980780,0.16702626,0.09150305,0.01219429,0.12808020,0.01837549,0.33745729
-5.56778389,0.96057526,0.14716669,0.16009892,0.08823958,0.01174263,0.12177013,0.01754308,0.32833654
-5.56178089,0.92438452,0.14461288,0.15322474,0.08539169,0.01127339,0.11547061,0.01668134,0.31939883
-5.55577789,0.88903739,0.14218187,0.14650364,0.08295199,0.01079259,0.10927579,0.01580287,0.31072914
-5.54977489,0.85499569,0.13991164,0.14004169,0.08091292,0.01030645,0.10328569,0.01492115,0.30241598
-5.54377189,0.82274627,0.13784429,0.13395081,0.07926879,0.00982132,0.09760509,0.01405032,0.29455428
-5.53776888,0.79280257,0.13602776,0.12834833,0.07801768,0.00934369,0.09234239,0.01320495,0.28724838
-5.53176588,0.76570522,0.13451731,0.12335635,0.07716331,0.00888014,0.08760808,0.01239981,0.28061475
-5.52576288,0.74202142,0.13337689,0.11910078,0.07671663,0.00843735,0.08351323,0.01164962,0.27478437
-5.51975988,0.72234261,0.13267990,0.11571023,0.07669704,0.00802205,0.08016759,0.01096881,0.26990447
-5.51375688,0.70728018,0.13250959,0.11331444,0.07713318,0.00764100,0.07767774,0.01037128,0.26613934
-5.50775388,0.69745884,0.13295874,0.11204248,0.07806326,0.00730092,0.07614489,0.00987015,0.26367013
-5.50175088,0.69350748,0.13412860,0.11202048,0.07953471,0.00700848,0.07566268,0.00947757,0.26269344
-5.49574787,0.69604737,0.13612715,0.11336906,0.08160330,0.00677019,0.07631479,0.00920449,0.26341856
-5.48974487,0.70567774,0.13906653,0.11620035,0.08433153,0.00659235,0.07817255,0.00906046,0.26606346
-5.48374187,0.72295895,0.14305980,0.12061469,0.08778655,0.00648089,0.08129235,0.00905347,0.27084936
-5.47773887,0.74839354,0.14821703,0.12669709,0.09203737,0.00644132,0.08571324,0.00918977,0.27799418
-5.47173587,0.78240568,0.15464089,0.13451348,0.09715172,0.00647854,0.09145448,0.00947372,0.28770500
-5.46573287,0.82531978,0.16242191,0.14410691,0.10319253,0.00659671,0.09851332,0.00990765,0.30016971
-5.45972986,0.87733909,0.17163359,0.15549389,0.11021411,0.00679909,0.10686299,0.01049176,0.31554819
-5.45372686,0.93852519,0.18232760,0.16866091,0.11825845,0.00708784,0.11645115,0.01122399,0.33396353
-5.44772386,1.00877958,0.19452930,0.18356155,0.12735145,0.00746391,0.12719876,0.01210003,0.35549348
-5.44172086,1.08782836,0.20823386,0.20011408,0.13749961,0.00792685,0.13899961,0.01311322,0.38016268
-5.43571786,1.17521122,0.22340316,0.21820006,0.14868712,0.00847467,0.15172058,0.01425461,0.40793613
-5.42971486,1.27027555,0.23996376,0.23766388,0.16087366,0.00910377,0.16520274,0.01551299,0.43871413
-5.42371186,1.37217681,0.25780603,0.25831352,0.17399295,0.00980885,0.17926332,0.01687502,0.47232926
-5.41770885,1.47988545,0.27678466,0.27992260,0.18795231,0.01058287,0.19369869,0.01832544,0.50854549
-5.41170585,1.59220106,0.29672058,0.30223376,0.20263315,0.01141714,0.20828819,0.01984722,0.54705980
-5.40570285,1.70777355,0.31740425,0.32496340,0.21789257,0.01230140,0.22279890,0.02142193,0.58750621
-5.39969985,1.82513109,0.33860037,0.34780773,0.23356599,0.01322393,0.23699119,0.02303005,0.62946237
-5.39369685,1.94271422,0.36005374,0.37044986,0.24947077,0.01417186,0.25062488,0.02465138,0.67245845
-5.38769385,2.05891488,0.38149621,0.39256787,0.26541072,0.01513139,0.26346579,0.02626546,0.71598814
-5.38169085,2.17211925,0.40265430,0.41384351,0.28118133,0.01608815,0.27529257,0.02785206,0.75952137
-5.37568784,2.28075253,0.42325730,0.43397121,0.29657552,0.01702759,0.28590335,0.02939161,0.80251813
-5.36968484,2.38332395,0.44304547,0.45266700,0.31138973,0.01793540,0.29512213,0.03086570,0.84444315
-5.36368184,2.47847018,0.46177791,0.46967711,0.32543003,0.01879792,0.30280441,0.03225747,0.88478048
-5.35767884,2.56499510,0.47923988,0.48478567,0.33851801,0.01960257,0.30884206,0.03355202,0.92304757
-5.35167584,2.64190429,0.49524909,0.49782134,0.35049627,0.02033829,0.31316699,0.03473674,0.95880820
-5.34567284,2.70843255,0.50966073,0.50866248,0.36123310,0.02099589,0.31575349,0.03580152,0.99168367
-5.33966983,2.76406339,0.52237110,0.51724068,0.37062640,0.02156841,0.31661923,0.03673894,1.02136177
-5.33366683,2.80853940,0.53331945,0.52354236,0.37860633,0.02205134,0.31582467,0.03754430,1.04760320
-5.32766383,2.84186331,0.54248825,0.52760860,0.38513700,0.02244283,0.31347105,0.03821561,1.07024515
-5.32166083,2.86428958,0.54990165,0.52953297,0.39021669,0.02274380,0.30969698,0.03875343,1.08920204
