energy_ev,total_up,N_s_up,N_p_up,Ru_p_up,Ru_d_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-5.30965483,3.42176886,0.02130693,0.23581958,1.09171630,1.38763445,0.03170817,1.41806173,0.64388538,0.10625423
-5.30365183,3.50578070,0.02196391,0.23872944,1.11321497,1.42788528,0.03157166,1.46283134,0.65483264,0.10829070
-5.29764882,3.57845609,0.02253540,0.24079776,1.13203883,1.46347945,0.03129150,1.50208410,0.66408110,0.11004972
-5.29164582,3.63832790,0.02300910,0.24198391,1.14771218,1.49378110,0.03086388,1.53509836,0.67137735,0.11148251
-5.28564282,3.68414001,0.02337430,0.24227456,1.15981359,1.51823081,0.03028837,1.56125080,0.67650475,0.11254552
-5.27963982,3.71488845,0.02362218,0.24168451,1.16798920,1.53636371,0.02956791,1.58003565,0.67929167,0.11320181
-5.27363682,3.72985549,0.02374613,0.24025622,1.17196382,1.54782515,0.02870878,1.59108096,0.67961820,0.11342223
-5.26763382,3.72863515,0.02374186,0.23805832,1.17154951,1.55238337,0.02772045,1.59416117,0.67742092,0.11318649
-5.26163082,3.71114874,0.02360760,0.23518289,1.16665118,1.54993846,0.02661525,1.58920540,0.67269544,0.11248390
-5.25562781,3.67764996,0.02334413,0.23174188,1.15726903,1.54052726,0.02540801,1.57630109,0.66549668,0.11131383
-5.24962481,3.62871917,0.02295473,0.22786271,1.14349787,1.52432397,0.02411555,1.55569283,0.65593676,0.10968586
-5.24362181,3.56524706,0.02244512,0.22368325,1.12552322,1.50163639,0.02275618,1.52777637,0.64418063,0.10761963
-5.23761881,3.48840876,0.02182324,0.21934652,1.10361457,1.47289806,0.02134912,1.49308810,0.63043984,0.10514434
-5.23161581,3.39962935,0.02109903,0.21499535,1.07811604,1.43865662,0.01991390,1.45229055,0.61496453,0.10229797
-5.22561281,3.30054255,0.02028415,0.21076713,1.04943505,1.39955897,0.01846987,1.40615435,0.59803428,0.09912617
-5.21960980,3.19294456,0.01939160,0.20678912,1.01802931,1.35633394,0.01703562,1.35553765,0.57994825,0.09568107
-5.21360680,3.07874505,0.01843541,0.20317442,0.98439295,1.30977320,0.01562858,1.30136377,0.56101509,0.09201976
-5.20760380,2.95991751,0.01743022,0.20001875,0.94904225,1.26071141,0.01426463,1.24459806,0.54154316,0.08820283
-5.20160080,2.83845112,0.01639090,0.19739835,0.91250165,1.21000626,0.01295783,1.18622481,0.52183154,0.08429276
-5.19559780,2.71630604,0.01533220,0.19536885,0.87529051,1.15851940,0.01172022,1.12722522,0.50216224,0.08035238
-5.18959480,2.59537367,0.01426844,0.19396541,0.83791124,1.10709885,0.01056178,1.06855711,0.48279396,0.07644347
-5.18359180,2.47744333,0.01321314,0.19320388,0.80083904,1.05656358,0.00949034,1.01113697,0.46395755,0.07262541
-5.17758879,2.36417605,0.01217883,0.19308297,0.76451361,1.00769056,0.00851177,0.95582493,0.44585335,0.06895406
-5.17158579,2.25708590,0.01117682,0.19358731,0.72933295,0.96120466,0.00763005,0.90341281,0.42865032,0.06548086
-5.16558279,2.15752871,0.01021708,0.19469115,0.69564930,0.91777143,0.00684755,0.85461539,0.41248694,0.06225213
-5.15957979,2.06669777,0.00930812,0.19636249,0.66376718,0.87799252,0.00616522,0.81006483,0.39747344,0.05930861
-5.15357679,1.98562529,0.00845699,0.19856734,0.63394319,0.84240365,0.00558288,0.77030787,0.38369529,0.05668516
-5.14757379,1.91518873,0.00766928,0.20127393,0.60638747,0.81147455,0.00509953,0.73580551,0.37121735,0.05441074
-5.14157079,1.85612016,0.00694915,0.20445644,0.58126636,0.78561041,0.00471356,0.70693463,0.36008847,0.05250848
-5.13556778,1.80901734,0.00629949,0.20809821,0.55870590,0.76515417,0.00442302,0.68399090,0.35034591,0.05099589
-5.12956478,1.77435473,0.00572197,0.21219394,0.53879582,0.75038914,0.00422581,0.66719251,0.34201941,0.04988513
-5.12356178,1.75249309,0.00521718,0.21675096,0.52159357,0.74154128,0.00411986,0.65668406,0.33513441,0.04918337
-5.11755878,1.74368631,0.00478481,0.22178932,0.50712811,0.73878057,0.00410322,0.65254006,0.32971433,0.04889306
-5.11155578,1.74808455,0.00442374,0.22734062,0.49540314,0.74222125,0.00417410,0.65476781,0.32578151,0.04901226
-5.10555278,1.76573313,0.00413219,0.23344569,0.48639955,0.75192042,0.00433089,0.66330913,0.32335707,0.04953484
-5.09954977,1.79656697,0.00390783,0.24015119,0.48007707,0.76787508,0.00457209,0.67804098,0.32245940,0.05045061
-5.09354677,1.84040087,0.00374785,0.24750520,0.47637497,0.79001763,0.00489622,0.69877488,0.32310166,0.05174544
-5.08754377,1.89691634,0.00364909,0.25555219,0.47521191,0.81821001,0.00530167,0.72525538,0.32528847,0.05340118
-5.08154077,1.96564608,0.00360804,0.26432749,0.47648517,0.85223708,0.00578657,0.75715779,0.32901204,0.05539561
-5.07553777,2.04595752,0.00362091,0.27385168,0.48006938,0.89179962,0.00634853,0.79408568,0.33424809,0.05770234
-5.06953477,2.13703706,0.00368366,0.28412518,0.48581508,0.93650777,0.00698455,0.83556865,0.34095211,0.06029066
-5.06353177,2.23787688,0.00379201,0.29512344,0.49354737,0.98587559,0.00769074,0.88106096,0.34905611,0.06312550
-5.05752876,2.34726604,0.00394142,0.30679299,0.50306504,1.03931757,0.00846225,0.92994158,0.35846636,0.06616734
-5.05152576,2.46378761,0.00412718,0.31904868,0.51414046,1.09614775,0.00929310,0.98151626,0.36906239,0.06937237
-5.04552276,2.58582333,0.00434436,0.33177235,0.52652047,1.15558226,0.01017608,1.03502219,0.38069749,0.07269271
-5.03951976,2.71156684,0.00458791,0.34481308,0.53992857,1.21674556,0.01110279,1.08963549,0.39320072,0.07607680
-5.03351676,2.83904636,0.00485263,0.35798909,0.55406850,1.27868097,0.01206359,1.14448191,0.40638070,0.07947005
-5.02751376,2.96615680,0.00513335,0.37109137,0.56862930,1.34036550,0.01304778,1.19865073,0.42003081,0.08281561
-5.02151076,3.09070105,0.00542491,0.38388878,0.58329189,1.40072877,0.01404369,1.25121173,0.43393591,0.08605542
-5.01550775,3.21043956,0.00572237,0.39613473,0.59773687,1.45867582,0.01503892,1.30123498,0.44788005,0.08913136
-5.00950475,3.32314664,0.00602107,0.40757485,0.61165362,1.51311310,0.01602064,1.34781280,0.46165495,0.09198663
-5.00350175,3.42667158,0.00631682,0.41795558,0.62475004,1.56297672,0.01697586,1.39008324,0.47506886,0.09456718
-4.99749875,3.51900224,0.00660602,0.42703319,0.63676286,1.60726209,0.01789184,1.42725426,0.48795516,0.09682321
-4.99149575,3.59832837,0.00688583,0.43458289,0.64746792,1.64505357,0.01875636,1.45862753,0.50018053,0.09871069
-4.98549275,3.66310203,0.00715433,0.44040757,0.65668996,1.67555306,0.01955817,1.48362090,0.51165189,0.10019274
-4.97948974,3.71209210,0.00741063,0.44434574,0.66431155,1.69810603,0.02028729,1.50178850,0.52232208,0.10124096
-4.97348674,3.74443045,0.00765497,0.44627846,0.67028053,1.71222399,0.02093529,1.51283737,0.53219363,0.10183648
-4.96748374,3.75964723,0.00788880,0.44613471,0.67461564,1.71760211,0.02149561,1.51663995,0.54132057,0.10197076
-4.96148074,3.75769358,0.00811482,0.44389519,0.67740999,1.71413123,0.02196368,1.51324140,0.54980809,0.10164613
-4.95547774,3.73895021,0.00833694,0.43959420,0.67883198,1.70190347,0.02233707,1.50286158,0.55780997,0.10087593
-4.94947474,3.70422135,0.00856020,0.43331960,0.67912357,1.68121113,0.02261554,1.48589108,0.56552394,0.09968428
-4.94347174,3.65471386,0.00879064,0.42521088,0.67859586,1.65253891,0.02280094,1.46288155,0.57318514,0.09810556
-4.93746873,3.59200232,0.00903513,0.41545539,0.67762183,1.61654944,0.02289714,1.43453039,0.58105787,0.09618343
-4.93146573,3.51798125,0.00930106,0.40428286,0.67662672,1.57406305,0.02290979,1.40166039,0.58942617,0.09396959
-4.92546273,3.43480655,0.00959613,0.39195861,0.67607592,1.52603223,0.02284612,1.36519506,0.59858347,0.09152228
-4.91945973,3.34482838,0.00992791,0.37877554,0.67646116,1.47351221,0.02271458,1.32613049,0.60882187,0.08890454
-4.91345673,3.25051831,0.01030356,0.36504541,0.67828505,1.41762861,0.02252456,1.28550495,0.62042146,0.08618228
-4.90745373,3.15439362,0.01072939,0.35108958,0.68204480,1.35954368,0.02228605,1.24436730,0.63364008,0.08342239
-4.90145073,3.05894185,0.01121052,0.33722978,0.68821548,1.30042239,0.02200929,1.20374550,0.64870405,0.08069072
-4.89544772,2.96654827,0.01175048,0.32377903,0.69723347,1.24139982,0.02170452,1.16461631,0.66579995,0.07805026
-4.88944472,2.87942915,0.01235088,0.31103313,0.70948069,1.18355089,0.02138165,1.12787746,0.68506795,0.07555940
-4.88344172,2.79957298,0.01301121,0.29926297,0.72527010,1.12786362,0.02105012,1.09432299,0.70659666,0.07327040
-4.87743872,2.72869142,0.01372852,0.28870786,0.74483302,1.07521668,0.02071869,1.06462290,0.73041976,0.07122812
-4.87143572,2.66818139,0.01449740,0.27957003,0.76830866,1.02636188,0.02039536,1.03930745,0.75651418,0.06946911
-4.86543272,2.61909889,0.01530994,0.27201044,0.79573623,0.98191176,0.02008730,1.01875659,0.78479994,0.06802089
-4.85942971,2.58214485,0.01615575,0.26614585,0.82704999,0.94233256,0.01980087,1.00319472,0.81514143,0.06690164
-4.85342671,2.55766261,0.01702221,0.26204734,0.86207719,0.90794218,0.01954163,0.99269059,0.84734988,0.06612014
-4.84742371,2.54564614,0.01789475,0.25973996,0.90053920,0.87891295,0.01931440,0.98716221,0.88118698,0.06567608
-4.84142071,2.54575799,0.01875719,0.25920373,0.94205563,0.85527838,0.01912332,0.98638612,0.91636913,0.06556050
-4.83541771,2.55735530,0.01959222,0.26037557,0.98615136,0.83694342,0.01897189,0.99001060,0.95257247,0.06575652
-4.82941471,2.57952234,0.02038196,0.26315228,1.03226625,0.82369734,0.01886305,0.99757199,0.98943812,0.06624028
-4.82341171,2.61110775,0.02110848,0.26739431,1.07976717,0.81522843,0.01879916,1.00851336,1.02657778,0.06698186
-4.81740870,2.65076476,0.02175443,0.27293010,1.12796198,0.81113981,0.01878202,1.02220467,1.06357936,0.06794641
-4.81140570,2.69699284,0.02230360,0.27956106,1.17611502,0.81096557,0.01881276,1.03796363,1.10001265,0.06909522
-4.80540270,2.74817923,0.02274147,0.28706674,1.22346357,0.81418660,0.01889181,1.05507657,1.13543496,0.07038682
-4.79939970,2.80263917,0.02305574,0.29521037,1.26923492,0.82024575,0.01901877,1.07281848,1.16939676,0.07177797
-4.79339670,2.85865395,0.02323671,0.30374438,1.31266328,0.82856175,0.01919226,1.09047175,1.20144732,0.07322468
-4.78739370,2.91450598,0.02327764,0.31241599,1.35300637,0.83854185,0.01940979,1.10734310,1.23114041,0.07468302
-4.78139070,2.96851060,0.02317495,0.32097259,1.38956098,0.84959300,0.01966766,1.12277837,1.25804005,0.07610990
-4.77538769,3.01904435,0.02292831,0.32916700,1.42167730,0.86113155,0.01996081,1.13617491,1.28172652,0.07746374
-4.76938469,3.06456985,0.02254064,0.33676236,1.44877158,0.87259167,0.02028280,1.14699162,1.30180238,0.07870503
-4.76338169,3.10365745,0.02201795,0.34353671,1.47033695,0.88343256,0.02062573,1.15475644,1.31789881,0.07979683
-4.75737869,3.13500390,0.02136912,0.34928713,1.48595220,0.89314474,0.02098038,1.15907169,1.32968193,0.08070513
-4.75137569,3.15744843,0.02060553,0.35383336,1.49528841,0.90125561,0.02133624,1.15961715,1.33685927,0.08139925
-4.74537269,3.16998653,0.01974065,0.35702095,1.49811353,0.90733439,0.02168177,1.15615143,1.33918609,0.08185213
-4.73936968,3.17178168,0.01878961,0.35872379,1.49429472,0.91099672,0.02200462,1.14851158,1.33647142,0.08204059
-4.73336668,3.16217517,0.01776864,0.35884604,1.48379878,0.91190892,0.02229199,1.13661150,1.32858373,0.08194559
-4.72736368,3.14069408,0.01669457,0.35732337,1.46669066,0.90979195,0.02253098,1.12043918,1.31545581,0.08155245
-4.72136068,3.10705721,0.01558435,0.35412363,1.44313020,0.90442501,0.02270901,1.10005312,1.29708878,0.08085105
-4.71535768,3.06117889,0.01445457,0.34924673,1.41336730,0.89564872,0.02281427,1.07557803,1.27355485,0.07983604
-4.70935468,3.00317022,0.01332102,0.34272393,1.37773569,0.88336758,0.02283614,1.04719998,1.24499881,0.07850687
-4.70335168,2.93333744,0.01219833,0.33461640,1.33664536,0.86755175,0.02276555,1.01516108,1.21163776,0.07686798
-4.69734867,2.85217713,0.01109968,0.32501320,1.29057395,0.84823764,0.02259540,0.97975371,1.17375921,0.07492869
-4.69134567,2.76036774,0.01003661,0.31402863,1.24005720,0.82552734,0.02232082,0.94131436,1.13171735,0.07270317
-4.68534267,2.65875742,0.00901884,0.30179908,1.18567854,0.79958668,0.02193938,0.90021707,1.08592744,0.07021026
-4.67933967,2.54834787,0.00805421,0.28847944,1.12805810,0.77064173,0.02145119,0.85686648,1.03685849,0.06747310
-4.67333667,2.43027453,0.00714873,0.27423915,1.06784127,0.73897375,0.02085898,0.81169050,0.98502437,0.06451879
-4.66733367,2.30578320,0.00630655,0.25925804,1.00568702,0.70491271,0.02016795,0.76513267,0.93097346,0.06137780
-4.66133067,2.17620364,0.00553020,0.24372196,0.94225613,0.66882937,0.01938567,0.71764430,0.87527735,0.05808339
-4.65532766,2.04292096,0.00482060,0.22781855,0.87819967,0.63112626,0.01852175,0.66967644,0.81851883,0.05467085
-4.64932466,1.90734550,0.00417738,0.21173304,0.81414794,0.59222779,0.01758759,0.62167198,0.76127954,0.05117677
-4.64332166,1.77088221,0.00359897,0.19564427,0.75070004,0.55256982,0.01659590,0.57405791,0.70412780,0.04763815
