energy_ev,total_up,Pt_p_up,Pt_d_up,Se_s_up,Se_p_up,Sn_p_up,Sn_d_up
-5.87393697,0.82143808,0.12704820,0.34774429,0.01448501,0.20077782,0.19717552,0.00007669
-5.86793397,0.82922438,0.12918508,0.35088049,0.01403549,0.21207634,0.19641853,0.00008056
-5.86193097,0.83958591,0.13226735,0.35512738,0.01359519,0.22355710,0.19623635,0.00008543
-5.85592796,0.85288420,0.13641014,0.36066956,0.01317526,0.23510969,0.19679227,0.00009133
-5.84992496,0.86943910,0.14171868,0.36767513,0.01278678,0.24661393,0.19824099,0.00009831
-5.84392196,0.88951440,0.14828424,0.37628861,0.01244043,0.25794204,0.20072245,0.00010637
-5.83791896,0.91330351,0.15617977,0.38662378,0.01214615,0.26896110,0.20435574,0.00011550
-5.83191596,0.94091603,0.16545574,0.39875701,0.01191281,0.27953579,0.20923321,0.00012565
-5.82591296,0.97236581,0.17613608,0.41272117,0.01174790,0.28953127,0.21541517,0.00013676
-5.81990995,1.00756126,0.18821467,0.42850062,0.01165728,0.29881612,0.22292543,0.00014874
-5.81390695,1.04629844,0.20165234,0.44602744,0.01164487,0.30726531,0.23174784,0.00016147
-5.80790395,1.08825755,0.21637475,0.46517929,0.01171258,0.31476310,0.24182419,0.00017481
-5.80190095,1.13300321,0.23227118,0.48577897,0.01186007,0.32120563,0.25305350,0.00018858
-5.79589795,1.17998873,0.24919448,0.50759585,0.01208479,0.32650337,0.26529286,0.00020258
-5.78989495,1.22856461,0.26696221,0.53034936,0.01238198,0.33058312,0.27835990,0.00021661
-5.78389195,1.27799101,0.28535900,0.55371421,0.01274472,0.33338958,0.29203680,0.00023043
-5.77788894,1.32745409,0.30414023,0.57732755,0.01316414,0.33488654,0.30607581,0.00024381
-5.77188594,1.37608578,0.32303688,0.60079771,0.01362963,0.33505738,0.32020605,0.00025651
-5.76588294,1.42298620,0.34176154,0.62371423,0.01412911,0.33390523,0.33414151,0.00026830
-5.75987994,1.46724833,0.36001534,0.64565900,0.01464938,0.33145250,0.34758974,0.00027894
-5.75387694,1.50798386,0.37749568,0.66621800,0.01517649,0.32773995,0.36026125,0.00028825
-5.74787394,1.54434942,0.39390444,0.68499336,0.01569613,0.32282532,0.37187894,0.00029605
-5.74187094,1.57557230,0.40895655,0.70161516,0.01619405,0.31678161,0.38218745,0.00030219
-5.73586793,1.60097470,0.42238841,0.71575284,0.01665649,0.30969501,0.39096200,0.00030657
-5.72986493,1.61999574,0.43396606,0.72712545,0.01707055,0.30166266,0.39801639,0.00030914
-5.72386193,1.63221030,0.44349268,0.73551083,0.01742463,0.29279032,0.40320979,0.00030989
-5.71785893,1.63734425,0.45081522,0.74075299,0.01770869,0.28318991,0.40645227,0.00030885
-5.71185593,1.63528533,0.45582984,0.74276777,0.01791463,0.27297728,0.40770857,0.00030611
-5.70585293,1.62608945,0.45848598,0.74154650,0.01803648,0.26226994,0.40700027,0.00030182
-5.69984992,1.60998217,0.45878885,0.73715744,0.01807058,0.25118518,0.40440603,0.00029614
-5.69384692,1.58735534,0.45680028,0.72974521,0.01801572,0.23983828,0.40006009,0.00028932
-5.68784392,1.55875894,0.45263782,0.71952803,0.01787312,0.22834115,0.39414889,0.00028161
-5.68184092,1.52488848,0.44647207,0.70679299,0.01764644,0.21680121,0.38690608,0.00027331
-5.67583792,1.48656839,0.43852241,0.69188950,0.01734162,0.20532054,0.37860600,0.00026472
-5.66983492,1.44473177,0.42905108,0.67522106,0.01696675,0.19399539,0.36955586,0.00025618
-5.66383192,1.40039729,0.41835596,0.65723572,0.01653180,0.18291589,0.36008688,0.00024802
-5.65782891,1.35464387,0.40676215,0.63841538,0.01604830,0.17216599,0.35054459,0.00024057
-5.65182591,1.30858384,0.39461269,0.61926438,0.01552907,0.16182348,0.34127877,0.00023416
-5.64582291,1.26333541,0.38225875,0.60029758,0.01498782,0.15196027,0.33263312,0.00022908
-5.63981991,1.21999538,0.37004949,0.58202841,0.01443876,0.14264261,0.32493514,0.00022562
-5.63381691,1.17961257,0.35832211,0.56495706,0.01389624,0.13393132,0.31848640,0.00022401
-5.62781391,1.14316316,0.34739233,0.54955933,0.01337434,0.12588214,0.31355374,0.00022445
-5.62181091,1.11152830,0.33754568,0.53627633,0.01288657,0.11854588,0.31036131,0.00022709
-5.61580790,1.08547492,0.32902985,0.52550543,0.01244550,0.11196862,0.30908412,0.00023205
-5.60980490,1.06564022,0.32204846,0.51759260,0.01206250,0.10619182,0.30984305,0.00023937
-5.60380190,1.05252033,0.31675651,0.51282653,0.01174749,0.10125236,0.31270158,0.00024907
-5.59779890,1.04646347,0.31325753,0.51143458,0.01150878,0.09718256,0.31766449,0.00026108
-5.59179590,1.04766791,0.31160269,0.51358065,0.01135294,0.09401010,0.32467840,0.00027530
-5.58579290,1.05618459,0.31179185,0.51936514,0.01128472,0.09175800,0.33363438,0.00029159
-5.57978989,1.07192438,0.31377650,0.52882674,0.01130703,0.09044447,0.34437241,0.00030975
-5.57378689,1.09466959,0.31746441,0.54194615,0.01142100,0.09008286,0.35668764,0.00032954
-5.56778389,1.12408922,0.32272592,0.55865125,0.01162600,0.09068150,0.37033823,0.00035070
-5.56178089,1.15975714,0.32940147,0.57882365,0.01191977,0.09224354,0.38505439,0.00037295
-5.55577789,1.20117253,0.33731001,0.60230615,0.01229858,0.09476685,0.40054843,0.00039598
-5.54977489,1.24778140,0.34625801,0.62891061,0.01275731,0.09824373,0.41652527,0.00041948
-5.54377189,1.29899836,0.35604857,0.65842603,0.01328966,0.10266070,0.43269300,0.00044315
-5.53776888,1.35422738,0.36649017,0.69062606,0.01388829,0.10799820,0.44877312,0.00046670
-5.53176588,1.41288065,0.37740475,0.72527588,0.01454496,0.11423014,0.46450980,0.00048986
-5.52576288,1.47439458,0.38863456,0.76213770,0.01525072,0.12132354,0.47967798,0.00051239
-5.51975988,1.53824220,0.40004766,0.80097491,0.01599597,0.12923795,0.49408978,0.00053409
-5.51375688,1.60394139,0.41154158,0.84155446,0.01677067,0.13792500,0.50759894,0.00055480
-5.50775388,1.67105866,0.42304520,0.88364749,0.01756443,0.14732780,0.52010320,0.00057440
-5.50175088,1.73920847,0.43451866,0.92702828,0.01836659,0.15738051,0.53154444,0.00059282
-5.49574787,1.80804827,0.44595130,0.97147155,0.01916640,0.16800792,0.54190667,0.00061004
-5.48974487,1.87726997,0.45735802,1.01674860,0.01995310,0.17912519,0.55121205,0.00062608
-5.48374187,1.94658838,0.46877400,1.06262252,0.02071605,0.19063786,0.55951516,0.00064101
-5.47773887,2.01572784,0.48024836,1.10884307,0.02144490,0.20244201,0.56689593,0.00065492
-5.47173587,2.08440789,0.49183702,1.15514164,0.02212973,0.21442479,0.57345161,0.00066793
-5.46573287,2.15232936,0.50359532,1.20122694,0.02276120,0.22646532,0.57928837,0.00068020
-5.45972986,2.21916189,0.51557064,1.24678183,0.02333077,0.23843589,0.58451288,0.00069188
-5.45372686,2.28453395,0.52779571,1.29146177,0.02383088,0.25020359,0.58922447,0.00070314
-5.44772386,2.34802629,0.54028278,1.33489529,0.02425512,0.26163220,0.59350821,0.00071414
-5.44172086,2.40916940,0.55301906,1.37668653,0.02459843,0.27258450,0.59742929,0.00072501
-5.43571786,2.46744535,0.56596374,1.41642019,0.02485730,0.28292477,0.60102905,0.00073589
-5.42971486,2.52229418,0.57904653,1.45366849,0.02502984,0.29252150,0.60432263,0.00074687
-5.42371186,2.57312446,0.59216795,1.48800024,0.02511597,0.30125014,0.60729844,0.00075802
-5.41770885,2.61932766,0.60520124,1.51899131,0.02511741,0.30899595,0.60991933,0.00076937
-5.41170585,2.66029545,0.61799571,1.54623632,0.02503772,0.31565659,0.61212525,0.00078092
-5.40570285,2.69543897,0.63038136,1.56936074,0.02488223,0.32114463,0.61383722,0.00079261
-5.39969985,2.72420914,0.64217441,1.58803293,0.02465795,0.32538968,0.61496227,0.00080437
-5.39369685,2.74611668,0.65318356,1.60197539,0.02437336,0.32834010,0.61539894,0.00081608
-5.38769385,2.76075084,0.66321643,1.61097469,0.02403824,0.32996429,0.61504312,0.00082760
-5.38169085,2.76779585,0.67208615,1.61488952,0.02366333,0.33025148,0.61379375,0.00083874
-5.37568784,2.76704418,0.67961749,1.61365652,0.02326006,0.32921186,0.61155812,0.00084931
-5.36968484,2.75840608,0.68565255,1.60729351,0.02284024,0.32687634,0.60825660,0.00085909
-5.36368184,2.74191491,0.69005563,1.59590006,0.02241564,0.32329558,0.60382641,0.00086786
-5.35767884,2.71772823,0.69271724,1.57965547,0.02199775,0.31853872,0.59822460,0.00087537
-5.35167584,2.68612470,0.69355713,1.55881419,0.02159739,0.31269157,0.59142990,0.00088141
-5.34567284,2.64749727,0.69252632,1.53369917,0.02122447,0.30585449,0.58344367,0.00088573
-5.33966983,2.60234306,0.68960820,1.50469337,0.02088772,0.29813995,0.57428993,0.00088814
-5.33366683,2.55125068,0.68481866,1.47223009,0.02059452,0.28967005,0.56401465,0.00088842
-5.32766383,2.49488583,0.67820544,1.43678249,0.02035076,0.28057377,0.55268438,0.00088642
-5.32166083,2.43397578,0.66984674,1.39885286,0.02016076,0.27098440,0.54038441,0.00088199
-5.31565783,2.36929368,0.65984926,1.35896223,0.02002726,0.26103693,0.52721668,0.00087503
-5.30965483,2.30164315,0.64834563,1.31764055,0.01995146,0.25086566,0.51329747,0.00086547
-5.30365183,2.23184394,0.63549154,1.27541794,0.01993306,0.24060199,0.49875504,0.00085329
-5.29764882,2.16071879,0.62146244,1.23281705,0.01997043,0.23037248,0.48372735,0.00083850
-5.29164582,2.08908190,0.60645007,1.19034687,0.02006072,0.22029712,0.46835986,0.00082117
-5.28564282,2.01772906,0.59065871,1.14849773,0.02020005,0.21048800,0.45280342,0.00080142
-5.27963982,1.94742935,0.57430140,1.10773764,0.02038365,0.20104813,0.43721235,0.00077940
-5.27363682,1.87891831,0.55759602,1.06850950,0.02060605,0.19207061,0.42174251,0.00075533
-5.26763382,1.81289227,0.54076144,1.03122932,0.02086128,0.18363802,0.40654951,0.00072945
-5.26163082,1.75000358,0.52401367,0.99628474,0.02114296,0.17582204,0.39178693,0.00070205
-5.25562781,1.69085652,0.50756223,0.96403395,0.02144453,0.16868321,0.37760449,0.00067345
-5.24962481,1.63600344,0.49160672,0.93480452,0.02175930,0.16227093,0.36414617,0.00064400
-5.24362181,1.58594111,0.47633371,0.90889197,0.02208061,0.15662349,0.35154828,0.00061406
-5.23761881,1.54110693,0.46191403,0.88655799,0.02240193,0.15176825,0.33993746,0.00058400
-5.23161581,1.50187507,0.44850053,0.86802809,0.02271693,0.14772190,0.32942861,0.00055421
-5.22561281,1.46855245,0.43622638,0.85348879,0.02301960,0.14449068,0.32012285,0.00052505
-5.21960980,1.44137462,0.42520394,0.84308425,0.02330427,0.14207076,0.31210548,0.00049687
-5.21360680,1.42050184,0.41552420,0.83691270,0.02356574,0.14044856,0.30544410,0.00047001
-5.20760380,1.40601541,0.40725689,0.83502264,0.02379931,0.13960110,0.30018685,0.00044477
-5.20160080,1.39791465,0.40045105,0.83740922,0.02400085,0.13949643,0.29636099,0.00042139
-5.19559780,1.39611476,0.39513624,0.84401110,0.02416684,0.14009402,0.29397178,0.00040011
-5.18959480,1.40044591,0.39132410,0.85470795,0.02429446,0.14134531,0.29300183,0.00038108
-5.18359180,1.41065376,0.38901032,0.86931911,0.02438157,0.14319418,0.29341089,0.00036442
-5.17758879,1.42640185,0.38817689,0.88760354,0.02442679,0.14557769,0.29513630,0.00035020
-5.17158579,1.44727585,0.38879451,0.90926145,0.02442946,0.14842677,0.29809390,0.00033844
-5.16558279,1.47278999,0.39082498,0.93393761,0.02438967,0.15166714,0.30217970,0.00032910
-5.15957979,1.50239552,0.39422368,0.96122661,0.02430823,0.15522031,0.30727202,0.00032210
-5.15357679,1.53549129,0.39894178,0.99067999,0.02418659,0.15900476,0.31323436,0.00031733
-5.14757379,1.57143609,0.40492825,1.02181504,0.02402684,0.16293721,0.31991861,0.00031461
-5.14157079,1.60956261,0.41213151,1.05412526,0.02383158,0.16693408,0.32716885,0.00031378
-5.13556778,1.64919235,0.42050074,1.08709189,0.02360387,0.17091297,0.33482530,0.00031462
-5.12956478,1.68965117,0.42998656,1.12019626,0.02334713,0.17479423,0.34272855,0.00031690
-5.12356178,1.73028463,0.44054134,1.15293237,0.02306503,0.17850249,0.35072368,0.00032038
-5.11755878,1.77047272,0.45211884,1.18481917,0.02276138,0.18196819,0.35866430,0.00032483
-5.11155578,1.80964296,0.46467326,1.21541197,0.02244006,0.18512891,0.36641613,0.00033001
-5.10555278,1.84728165,0.47815783,1.24431239,0.02210492,0.18793057,0.37386014,0.00033568
-5.09954977,1.88294236,0.49252280,1.27117647,0.02175967,0.19032831,0.38089499,0.00034164
-5.09354677,1.91625154,0.50771302,1.29572048,0.02140783,0.19228710,0.38743873,0.00034768
-5.08754377,1.94691094,0.52366528,1.31772425,0.02105264,0.19378207,0.39342963,0.00035363
-5.08154077,1.97469678,0.54030554,1.33703191,0.02069706,0.19479836,0.39882619,0.00035932
-5.07553777,1.99945600,0.55754619,1.35355014,0.02034364,0.19533075,0.40360637,0.00036464
-5.06953477,2.02110001,0.57528372,1.36724420,0.01999457,0.19538287,0.40776603,0.00036947
-5.06353177,2.03959650,0.59339695,1.37813215,0.01965165,0.19496624,0.41131686,0.00037375
-5.05752876,2.05496014,0.61174615,1.38627786,0.01931626,0.19409900,0.41428392,0.00037743
-5.05152576,2.06724308,0.63017320,1.39178326,0.01898940,0.19280463,0.41670295,0.00038048
-5.04552276,2.07652601,0.64850308,1.39478072,0.01867170,0.19111059,0.41861773,0.00038292
-5.03951976,2.08291084,0.66654673,1.39542604,0.01836348,0.18904699,0.42007770,0.00038479
-5.03351676,2.08651537,0.68410540,1.39389258,0.01806481,0.18664554,0.42113593,0.00038614
-5.02751376,2.08747082,0.70097640,1.39036709,0.01777554,0.18393854,0.42184771,0.00038707
-5.02151076,2.08592212,0.71696009,1.38504744,0.01749541,0.18095833,0.42226968,0.00038768
-5.01550775,2.08203111,0.73186779,1.37814219,0.01722412,0.17773688,0.42245963,0.00038811
-5.00950475,2.07598229,0.74553033,1.36987213,0.01696143,0.17430578,0.42247688,0.00038852
-5.00350175,2.06799036,0.75780663,1.36047317,0.01670721,0.17069647,0.42238311,0.00038907
-4.99749875,2.05830884,0.76859195,1.35020027,0.01646152,0.16694064,0.42224336,0.00038997
-4.99149575,2.04723852,0.77782504,1.33933171,0.01622471,0.16307087,0.42212724,0.00039140
-4.98549275,2.03513492,0.78549383,1.32817289,0.01599740,0.15912124,0.42210976,0.00039359
-4.97948974,2.02241320,0.79163907,1.31705912,0.01578054,0.15512793,0.42227187,0.00039675
-4.97348674,2.00954992,0.79635543,1.30635657,0.01557541,0.15112967,0.42270021,0.00040109
-4.96748374,1.99708053,0.79978991,1.29646078,0.01538352,0.14716798,0.42348612,0.00040683
-4.96148074,1.98559218,0.80213737,1.28779251,0.01520664,0.14328716,0.42472366,0.00041416
-4.95547774,1.97571156,0.80363316,1.28079055,0.01504664,0.13953384,0.42650662,0.00042327
-4.94947474,1.96808808,0.80454316,1.27590165,0.01490539,0.13595630,0.42892468,0.00043431
-4.94347174,1.96337275,0.80515156,1.27356779,0.01478470,0.13260337,0.43205880,0.00044743
-4.93746873,1.96219388,0.80574701,1.27421139,0.01468610,0.12952307,0.43597599,0.00046272
-4.93146573,1.96513072,0.80660774,1.27821923,0.01461079,0.12676102,0.44072392,0.00048026
-4.92546273,1.97268656,0.80798651,1.28592579,0.01455948,0.12435869,0.44632560,0.00050006
-4.91945973,1.98526289,0.81009622,1.29759734,0.01453230,0.12235169,0.45277457,0.00052214
-4.91345673,2.00313632,0.81309695,1.31341753,0.01452875,0.12076804,0.46003095,0.00054644
-4.90745373,2.02643980,0.81708526,1.33347567,0.01454762,0.11962679,0.46801869,0.00057288
-4.90145073,2.05514959,0.82208637,1.35775857,0.01458706,0.11893684,0.47662437,0.00060137
-4.89544772,2.08907906,0.82804983,1.38614663,0.01464456,0.11869626,0.48569775,0.00063175
-4.88944472,2.12788001,0.83484895,1.41841473,0.01471703,0.11889199,0.49505417,0.00066387
-4.88344172,2.17105204,0.84228404,1.45423821,0.01480095,0.11950022,0.50447891,0.00069758
-4.87743872,2.21795956,0.85008966,1.49320367,0.01489250,0.12048713,0.51373332,0.00073269
-4.87143572,2.26785602,0.85794531,1.53482461,0.01498769,0.12181029,0.52256258,0.00076906
-4.86543272,2.31991430,0.86548917,1.57856079,0.01508259,0.12342042,0.53070482,0.00080653
-4.85942971,2.37326178,0.87233430,1.62384091,0.01517346,0.12526358,0.53790110,0.00084497
-4.85342671,2.42701843,0.87808640,1.67008708,0.01525695,0.12728353,0.54390593,0.00088431
-4.84742371,2.48033590,0.88236235,1.71674005,0.01533024,0.12942435,0.54849771,0.00092448
-4.84142071,2.53243568,0.88480843,1.76328392,0.01539116,0.13163290,0.55148863,0.00096548
-4.83541771,2.58264417,0.88511755,1.80926878,0.01543829,0.13386123,0.55273357,0.00100735
-4.82941471,2.63042291,0.88304440,1.85433021,0.01547101,0.13606863,0.55213742,0.00105018
-4.82341171,2.67539216,0.87841791,1.89820452,0.01548947,0.13822328,0.54966056,0.00109410
-4.81740870,2.71734668,0.87115033,1.94073878,0.01549461,0.14030345,0.54532210,0.00113930
-4.81140570,2.75626266,0.86124256,1.98189506,0.01548802,0.14229798,0.53920075,0.00118599
-4.80540270,2.79229548,0.84878547,2.02174862,0.01547186,0.14420630,0.53143320,0.00123442
-4.79939970,2.82576826,0.83395713,2.06048000,0.01544869,0.14603777,0.52221008,0.00128484
-4.79339670,2.85715182,0.81701622,2.09836147,0.01542126,0.14781044,0.51176959,0.00133753
-4.78739370,2.88703703,0.79829188,2.13573835,0.01539240,0.14954939,0.50038923,0.00139274
-4.78139070,2.91610097,0.77817060,2.17300634,0.01536474,0.15128461,0.48837579,0.00145069
-4.77538769,2.94506859,0.75708075,2.21058586,0.01534056,0.15304870,0.47605422,0.00151157
-4.76938469,2.97467192,0.73547561,2.24889486,0.01532162,0.15487442,0.46375571,0.00157551
-4.76338169,3.00560880,0.71381553,2.28832131,0.01530900,0.15679235,0.45180571,0.00164256
-4.75737869,3.03850328,0.69255022,2.32919711,0.01530298,0.15882864,0.44051212,0.00171267
-4.75137569,3.07386965,0.67210192,2.37177439,0.01530301,0.16100321,0.43015445,0.00178571
-4.74537269,3.11208180,0.65285002,2.41620564,0.01530762,0.16332830,0.42097416,0.00186142
-4.73936968,3.15334942,0.63511798,2.46252863,0.01531451,0.16580762,0.41316670,0.00193944
-4.73336668,3.19770195,0.61916289,2.51065664,0.01532056,0.16843596,0.40687539,0.00201929
-4.72736368,3.24498108,0.60516802,2.56037463,0.01532193,0.17119953,0.40218754,0.00210037
-4.72136068,3.29484180,0.59323860,2.61134136,0.01531427,0.17407670,0.39913273,0.00218198
-4.71535768,3.34676185,0.58340086,2.66309718,0.01529282,0.17703933,0.39768325,0.00226331
-4.70935468,3.40005865,0.57560413,2.71507705,0.01525266,0.18005444,0.39775673,0.00234348
-4.70335168,3.45391291,0.56972588,2.76662796,0.01518887,0.18308615,0.39922064,0.00242154
-4.69734867,3.50739732,0.56557924,2.81702984,0.01509677,0.18609773,0.40189839,0.00249650
-4.69134567,3.55950887,0.56292252,2.86551873,0.01497211,0.18905375,0.40557682,0.00256734
-4.68534267,3.60920303,0.56147037,2.91131114,0.01481123,0.19192187,0.41001455,0.00263307
-4.67933967,3.65542829,0.56090583,2.95362833,0.01461125,0.19467459,0.41495104,0.00269269
-4.67333667,3.69715921,0.56089291,2.99171942,0.01437016,0.19729040,0.42011568,0.00274527
-4.66733367,3.73342682,0.56108899,3.02488234,0.01408691,0.19975461,0.42523682,0.00278997
-4.66133067,3.76334507,0.56115670,3.05248188,0.01376145,0.20205961,0.43005025,0.00282602
-4.65532766,3.78613242,0.56077483,3.07396414,0.01339476,0.20420459,0.43430688,0.00285278
-4.64932466,3.80112821,0.55964777,3.08886712,0.01298876,0.20619480,0.43777942,0.00286970
-4.64332166,3.80780340,0.55751354,3.09682738,0.01254629,0.20804034,0.44026785,0.00287641
-4.63731866,3.80576586,0.55414986,3.09758271,0.01207099,0.20975456,0.44160360,0.00287266
-4.63131566,3.79476064,0.54937852,3.09097139,0.01156716,0.21135231,0.44165236,0.00285833
-4.62531266,3.77466576,0.54306786,3.07692831,0.01103966,0.21284788,0.44031563,0.00283347
-4.61930965,3.74548432,0.53513352,3.05547868,0.01049371,0.21425312,0.43753096,0.00279825
-4.61330665,3.70733388,0.52553759,3.02672984,0.00993482,0.21557556,0.43327110,0.00275298
-4.60730365,3.66043387,0.51428635,2.99086206,0.00936858,0.21681678,0.42754211,0.00269809
-4.60130065,3.60509216,0.50142689,2.94811880,0.00880058,0.21797119,0.42038070,0.00263412
-4.59529765,3.54169141,0.48704277,2.89879703,0.00823631,0.21902518,0.41185093,0.00256172
-4.58929465,3.47067601,0.47124907,2.84323823,0.00768105,0.21995674,0.40204046,0.00248159
-4.58329165,3.39254009,0.45418703,2.78182026,0.00713987,0.22073568,0.39105658,0.00239456
-4.57728864,3.30781714,0.43601856,2.71495045,0.00661755,0.22132427,0.37902209,0.00230145
-4.57128564,3.21707123,0.41692069,2.64305998,0.00611863,0.22167842,0.36607136,0.00220318
-4.56528264,3.12089012,0.39708040,2.56659958,0.00564744,0.22174934,0.35234646,0.00210066
-4.55927964,3.01988011,0.37668971,2.48603652,0.00520815,0.22148550,0.33799372,0.00199484
-4.55327664,2.91466241,0.35594123,2.40185251,0.00480482,0.22083493,0.32316058,0.00188663
-4.54727364,2.80587088,0.33502432,2.31454263,0.00444156,0.21974768,0.30799295,0.00177698
-4.54127064,2.69415071,0.31412175,2.22461468,0.00412259,0.21817837,0.29263298,0.00166679
-4.53526763,2.58015775,0.29340702,2.13258892,0.00385237,0.21608864,0.27721730,0.00155691
-4.52926463,2.46455818,0.27304218,2.03899789,0.00363569,0.21344951,0.26187573,0.00144817
-4.52326163,2.34802805,0.25317622,1.94438590,0.00347781,0.21024343,0.24673039,0.00134133
-4.51725863,2.23125254,0.23394394,1.84930828,0.00338452,0.20646596,0.23189512,0.00123709
-4.51125563,2.11492449,0.21546529,1.75432984,0.00336224,0.20212705,0.21747528,0.00113608
-4.50525263,1.99974213,0.19784502,1.66002269,0.00341801,0.19725174,0.20356772,0.00103886
-4.49924962,1.88640575,0.18117264,1.56696313,0.00355951,0.19188038,0.19026088,0.00094590
-4.49324662,1.77561318,0.16552270,1.47572759,0.00379505,0.18606820,0.17763505,0.00085760
-4.48724362,1.66805410,0.15095511,1.38688762,0.00413343,0.17988438,0.16576253,0.00077427
-4.48124062,1.56440306,0.13751572,1.30100398,0.00458380,0.17341049,0.15470786,0.00069615
-4.47523762,1.46531146,0.12523685,1.21861977,0.00515551,0.16673852,0.14452786,0.00062339
-4.46923462,1.37139837,0.11413794,1.14025285,0.00585777,0.15996837,0.13527154,0.00055608
-4.46323162,1.28324068,0.10422615,1.06638770,0.00669941,0.15320507,0.12697989,0.00049423
-4.45722861,1.20136255,0.09549690,0.99746680,0.00768847,0.14655571,0.11968543,0.00043780
-4.45122561,1.12622466,0.08793445,0.93388197,0.00883182,0.14012629,0.11341168,0.00038668
-4.44522261,1.05821364,0.08151238,0.87596576,0.01013472,0.13401844,0.10817240,0.00034073
-4.43921961,0.99763189,0.07619404,0.82398341,0.01160035,0.12832635,0.10397085,0.00029975
-4.43321661,0.94468842,0.07193300,0.77812551,0.01322942,0.12313387,0.10079893,0.00026353
-4.42721361,0.89949112,0.06867348,0.73850184,0.01501969,0.11851191,0.09863637,0.00023181
-4.42121061,0.86204080,0.06635089,0.70513672,0.01696561,0.11451628,0.09745012,0.00020434
-4.41520760,0.83222757,0.06489237,0.67796613,0.01905803,0.11118609,0.09719383,0.00018082
-4.40920460,0.80982973,0.06421750,0.65683692,0.02128399,0.10854258,0.09780767,0.00016097
-4.40320160,0.79451576,0.06423912,0.64150837,0.02362658,0.10658869,0.09921849,0.00014450
-4.39719860,0.78584938,0.06486441,0.63165622,0.02606498,0.10530917,0.10134033,0.00013113
-4.39119560,0.78329795,0.06599609,0.62687938,0.02857462,0.10467138,0.10407545,0.00012057
-4.38519260,0.78624421,0.06753389,0.62670918,0.03112750,0.10462664,0.10731582,0.00011255
-4.37918959,0.79400123,0.06937618,0.63062126,0.03369262,0.10511214,0.11094500,0.00010681
-4.37318659,0.80583036,0.07142188,0.63804982,0.03623660,0.10605344,0.11484058,0.00010312
-4.36718359,0.82096186,0.07357242,0.64840396,0.03872440,0.10736721,0.11887691,0.00010126
-4.36118059,0.83861760,0.07573392,0.66108579,0.04112013,0.10896445,0.12292819,0.00010102
-4.35517759,0.85803533,0.07781931,0.67550982,0.04338798,0.11075384,0.12687179,0.00010224
-4.34917459,0.87849381,0.07975050,0.69112305,0.04549315,0.11264519,0.13059165,0.00010479
-4.34317159,0.89933789,0.08146043,0.70742522,0.04740286,0.11455285,0.13398163,0.00010855
-4.33716858,0.92000279,0.08289492,0.72398833,0.04908725,0.11639900,0.13694881,0.00011346
-4.33116558,0.94003657,0.08401423,0.74047500,0.05052030,0.11811666,0.13941630,0.00011949
-4.32516258,0.95911995,0.08479432,0.75665460,0.05168058,0.11965226,0.14132587,0.00012665
-4.31915958,0.97708257,0.08522769,0.77241667,0.05255194,0.12096782,0.14263979,0.00013502
-4.31315658,0.99391476,0.08532371,0.78778077,0.05312402,0.12204246,0.14334225,0.00014469
-4.30715358,1.00977430,0.08510849,0.80290216,0.05339255,0.12287331,0.14343995,0.00015582
