energy_ev,total_up,Pb_p_up,Pb_d_up,Ru_p_up,Ru_d_up,Se_s_up,Se_p_up
-5.60380190,1.13554089,0.46809209,0.00193553,0.45237427,0.72826110,0.00031464,0.07319846
-5.59779890,1.08681909,0.44643362,0.00188476,0.43104593,0.69986925,0.00035279,0.06816760
-5.59179590,1.03921324,0.42508387,0.00183940,0.40997323,0.67236729,0.00039451,0.06310645
-5.58579290,0.99377594,0.40449219,0.00180095,0.38958209,0.64640742,0.00043979,0.05809658
-5.57978989,0.95145214,0.38506614,0.00177072,0.37025617,0.62257098,0.00048856,0.05321377
-5.57378689,0.91306381,0.36716462,0.00174972,0.35233015,0.60135923,0.00054068,0.04852676
-5.56778389,0.87930124,0.35109374,0.00173870,0.33608559,0.58318854,0.00059598,0.04409652
-5.56178089,0.85072088,0.33710521,0.00173815,0.32174946,0.56838978,0.00065420,0.03997585
-5.55577789,0.82774936,0.32539729,0.00174831,0.30949500,0.55721188,0.00071506,0.03620937
-5.54977489,0.81069276,0.31611785,0.00176918,0.29944485,0.54982863,0.00077825,0.03283379
-5.54377189,0.79975017,0.30936915,0.00180059,0.29167588,0.54634849,0.00084342,0.02987850
-5.53776888,0.79503032,0.30521396,0.00184222,0.28622540,0.54682610,0.00091020,0.02736630
-5.53176588,0.79656967,0.30368231,0.00189359,0.28309816,0.55127481,0.00097822,0.02531424
-5.52576288,0.80435071,0.30477840,0.00195420,0.28227358,0.55967918,0.00104711,0.02373455
-5.51975988,0.81831893,0.30848708,0.00202347,0.28371275,0.57200641,0.00111652,0.02263542
-5.51375688,0.83839715,0.31477943,0.00210082,0.28736470,0.58821585,0.00118611,0.02202177
-5.50775388,0.86449621,0.32361697,0.00218567,0.29317147,0.60826586,0.00125555,0.02189582
-5.50175088,0.89652110,0.33495419,0.00227747,0.30107174,0.63211744,0.00132458,0.02225745
-5.49574787,0.93437212,0.34873924,0.00237570,0.31100281,0.65973428,0.00139292,0.02310429
-5.48974487,0.97794088,0.36491274,0.00247986,0.32290080,0.69107911,0.00146035,0.02443169
-5.48374187,1.02710145,0.38340477,0.00258944,0.33669917,0.72610664,0.00152666,0.02623232
-5.47773887,1.08169731,0.40413021,0.00270393,0.35232576,0.76475343,0.00159166,0.02849570
-5.47173587,1.14152497,0.42698302,0.00282278,0.36969864,0.80692540,0.00165518,0.03120746
-5.46573287,1.20631569,0.45182968,0.00294536,0.38872112,0.85248395,0.00171706,0.03434865
-5.45972986,1.27571674,0.47850256,0.00307094,0.40927650,0.90123172,0.00177714,0.03789492
-5.45372686,1.34927375,0.50679363,0.00319866,0.43122301,0.95289917,0.00183527,0.04181579
-5.44772386,1.42641604,0.53644939,0.00332751,0.45438954,1.00713318,0.00189131,0.04607410
-5.44172086,1.50644632,0.56716733,0.00345631,0.47857260,1.06348890,0.00194511,0.05062562
-5.43571786,1.58853637,0.59859470,0.00358372,0.50353508,1.12142584,0.00199657,0.05541899
-5.42971486,1.67172971,0.63032980,0.00370825,0.52900710,1.18030907,0.00204557,0.06039596
-5.42371186,1.75495221,0.66192624,0.00382826,0.55468928,1.23941615,0.00209205,0.06549203
-5.41770885,1.83703078,0.69290015,0.00394203,0.58025850,1.29795003,0.00213598,0.07063751
-5.41170585,1.91672022,0.72274035,0.00404778,0.60537614,1.35505797,0.00217742,0.07575892
-5.40570285,1.99273741,0.75092123,0.00414378,0.62969858,1.40985584,0.00221648,0.08078081
-5.39969985,2.06380188,0.77691784,0.00422834,0.65288973,1.46145728,0.00225336,0.08562780
-5.39369685,2.12868100,0.80022272,0.00429998,0.67463491,1.50900641,0.00228837,0.09022692
-5.38769385,2.18623808,0.82036359,0.00435744,0.69465566,1.55171285,0.00232194,0.09451004
-5.38169085,2.23548097,0.83692126,0.00439978,0.71272470,1.58888732,0.00235459,0.09841629
-5.37568784,2.27560892,0.84954672,0.00442645,0.72868025,1.61997630,0.00238698,0.10189439
-5.36968484,2.30605532,0.85797672,0.00443737,0.74243910,1.64459385,0.00241986,0.10490475
-5.36368184,2.32652401,0.86204686,0.00443294,0.75400756,1.66254900,0.00245411,0.10742115
-5.35767884,2.33701715,0.86170160,0.00441411,0.76348967,1.67386720,0.00249069,0.10943204
-5.35167584,2.33785303,0.85700052,0.00438236,0.77109222,1.67880450,0.00253061,0.11094121
-5.34567284,2.32967251,0.84812055,0.00433973,0.77712594,1.67785359,0.00257494,0.11196792
-5.33966983,2.31343345,0.83535374,0.00428875,0.78200285,1.67174103,0.00262479,0.11254630
-5.33366683,2.29039299,0.81910087,0.00423242,0.78622949,1.66141551,0.00268122,0.11272426
-5.32766383,2.26207797,0.79986076,0.00417414,0.79039621,1.64802730,0.00274528,0.11256163
-5.32166083,2.23024459,0.77821599,0.00411761,0.79516272,1.63289951,0.00281794,0.11212793
-5.31565783,2.19682854,0.75481535,0.00406674,0.80124039,1.61749210,0.00290004,0.11149961
-5.30965483,2.16388759,0.73035380,0.00402552,0.80937174,1.60335982,0.00299232,0.11075703
-5.30365183,2.13353854,0.70555082,0.00399793,0.82030792,1.59210563,0.00309533,0.10998128
-5.29764882,2.10789112,0.68112780,0.00398779,0.83478481,1.58533129,0.00320944,0.10925092
-5.29164582,2.08898100,0.65778552,0.00399866,0.85349871,1.58458671,0.00333480,0.10863893
-5.28564282,2.07870446,0.63618237,0.00403368,0.87708230,1.59132010,0.00347133,0.10820984
-5.27963982,2.07875695,0.61691430,0.00409551,0.90608177,1.60683038,0.00361872,0.10801730
-5.27363682,2.09057778,0.60049690,0.00418622,0.94093604,1.63222372,0.00377639,0.10810210
-5.26763382,2.11530261,0.58735043,0.00430718,0.98195861,1.66837560,0.00394351,0.10849081
-5.26163082,2.15372543,0.57778809,0.00445903,1.02932286,1.71589962,0.00411900,0.10919490
-5.25562781,2.20627113,0.57200785,0.00464162,1.08305132,1.77512421,0.00430155,0.11021068
-5.24962481,2.27297964,0.57008807,0.00485400,1.14300935,1.84607796,0.00448961,0.11151966
-5.24362181,2.35350183,0.57198684,0.00509444,1.20890349,1.92848415,0.00468145,0.11308962
-5.23761881,2.44710751,0.57754508,0.00536040,1.28028474,2.02176455,0.00487516,0.11487611
-5.23161581,2.55270497,0.58649313,0.00564866,1.35655663,2.12505257,0.00506868,0.11682439
-5.22561281,2.66887157,0.59846051,0.00595532,1.43698804,2.23721533,0.00525989,0.11887170
-5.21960980,2.79389430,0.61298857,0.00627596,1.52073035,2.35688393,0.00544660,0.12094977
-5.21360680,2.92581892,0.62954551,0.00660568,1.60683846,2.48249102,0.00562662,0.12298737
-5.20760380,3.06250626,0.64754330,0.00693930,1.69429506,2.61231452,0.00579781,0.12491293
-5.20160080,3.20169373,0.66635598,0.00727142,1.78203737,2.74452601,0.00595815,0.12665702
-5.19559780,3.34106012,0.68533866,0.00759665,1.86898542,2.87724230,0.00610575,0.12815465
-5.18959480,3.47829162,0.70384682,0.00790967,1.95407101,3.00857838,0.00623892,0.12934733
-5.18359180,3.61114693,0.72125516,0.00820544,2.03626636,3.13670008,0.00635623,0.13018479
-5.17758879,3.73751928,0.73697552,0.00847931,2.11461136,3.25987460,0.00645650,0.13062633
-5.17158579,3.85549348,0.75047329,0.00872715,2.18823862,3.37651733,0.00653887,0.13064183
-5.16558279,3.96339621,0.76128189,0.00894546,2.25639538,3.48523329,0.00660280,0.13021229
-5.15957979,4.05983789,0.76901482,0.00913146,2.31846160,3.58485203,0.00664809,0.12933008
-5.15357679,4.14374509,0.77337506,0.00928318,2.37396364,3.67445474,0.00667489,0.12799877
-5.14757379,4.21438252,0.77416141,0.00939946,2.42258323,3.75339305,0.00668368,0.12623267
-5.14157079,4.27136426,0.77127189,0.00948002,2.46416140,3.82129893,0.00667527,0.12405602
-5.13556778,4.31465415,0.76470395,0.00952542,2.49869757,3.87808578,0.00665079,0.12150203
-5.12956478,4.34455581,0.75455169,0.00953704,2.52634388,3.92394097,0.00661164,0.11861167
-5.12356178,4.36169304,0.74100036,0.00951701,2.54739527,3.95931036,0.00655948,0.11543239
-5.11755878,4.36698161,0.72431832,0.00946817,2.56227574,3.98487588,0.00649620,0.11201669
-5.11155578,4.36159399,0.70484688,0.00939394,2.57152147,4.00152703,0.00642387,0.10842073
-5.10555278,4.34691829,0.68298859,0.00929821,2.57576156,4.01032778,0.00634472,0.10470290
-5.09954977,4.32451320,0.65919422,0.00918528,2.57569707,4.01247993,0.00626110,0.10092253
-5.09354677,4.29606046,0.63394918,0.00905967,2.57207910,4.00928450,0.00617544,0.09713859
-5.08754377,4.26331647,0.60775967,0.00892604,2.56568660,4.00210219,0.00609021,0.09340856
-5.08154077,4.22806432,0.58113919,0.00878905,2.55730459,3.99231429,0.00600789,0.08978739
-5.07553777,4.19206765,0.55459558,0.00865328,2.54770313,3.98128481,0.00593093,0.08632664
-5.06953477,4.15702719,0.52861916,0.00852309,2.53761772,3.97032497,0.00586173,0.08307369
-5.06353177,4.12454095,0.50367210,0.00840253,2.52773129,3.96066045,0.00580254,0.08007110
-5.05752876,4.09606850,0.48017912,0.00829531,2.51865817,3.95340220,0.00575550,0.07735608
-5.05152576,4.07289991,0.45851987,0.00820464,2.51093012,3.94952100,0.00572253,0.07496005
-5.04552276,4.05612948,0.43902270,0.00813326,2.50498476,3.94982615,0.00570530,0.07290830
-5.03951976,4.04663452,0.42196005,0.00808335,2.50115627,3.95494841,0.00570522,0.07121971
-5.03351676,4.04505915,0.40754525,0.00805651,2.49966877,3.96532742,0.00572334,0.06990655
-5.02751376,4.05180325,0.39593073,0.00805375,2.50063215,3.98120346,0.00576034,0.06897432
-5.02151076,4.06701647,0.38720733,0.00807546,2.50404081,4.00261390,0.00581647,0.06842167
-5.01550775,4.09059742,0.38140489,0.00812141,2.50977505,4.02939400,0.00589154,0.06824039
-5.00950475,4.12219794,0.37849374,0.00819078,2.51760538,4.06118241,0.00598488,0.06841549
-5.00350175,4.16123252,0.37838717,0.00828219,2.52719982,4.09743107,0.00609531,0.06892538
-4.99749875,4.20689278,0.38094473,0.00839367,2.53813398,4.13741947,0.00622117,0.06974211
-4.99149575,4.25816692,0.38597638,0.00852275,2.54990394,4.18027320,0.00636032,0.07083183
-4.98549275,4.31386403,0.39324729,0.00866648,2.56194178,4.22498632,0.00651016,0.07215537
-4.97948974,4.37264283,0.40248353,0.00882151,2.57363329,4.27044729,0.00666771,0.07366890
-4.97348674,4.43304438,0.41337830,0.00898412,2.58433760,4.31546786,0.00682963,0.07532486
-4.96748374,4.49352823,0.42559887,0.00915031,2.59340802,4.35881431,0.00699232,0.07707296
-4.96148074,4.55251113,0.43879406,0.00931588,2.60021360,4.39924010,0.00715202,0.07886135
-4.95547774,4.60840726,0.45260216,0.00947651,2.60416041,4.43551919,0.00730491,0.08063787
-4.94947474,4.65966902,0.46665917,0.00962788,2.60471206,4.46647896,0.00744720,0.08235140
-4.94347174,4.70482695,0.48060715,0.00976571,2.60140834,4.49103163,0.00757524,0.08395316
-4.93746873,4.74252777,0.49410250,0.00988592,2.59388131,4.50820322,0.00768566,0.08539809
-4.93146573,4.77156899,0.50682397,0.00998466,2.58186820,4.51715911,0.00777544,0.08664603
-4.92546273,4.79092911,0.51848008,0.01005847,2.56522027,4.51722521,0.00784202,0.08766280
-4.91945973,4.79979237,0.52881574,0.01010431,2.54390763,4.50790413,0.00788336,0.08842115
-4.91345673,4.79756704,0.53761794,0.01011965,2.51801929,4.48888583,0.00789802,0.08890138
-4.90745373,4.78389702,0.54472008,0.01010255,2.48775901,4.46005249,0.00788518,0.08909177
-4.90145073,4.75866617,0.55000511,0.01005167,2.45343674,4.42147766,0.00784469,0.08898871
-4.89544772,4.72199573,0.55340705,0.00996632,2.41545650,4.37341993,0.00777702,0.08859652
-4.88944472,4.67423515,0.55491106,0.00984648,2.37430126,4.31631168,0.00768331,0.08792706
-4.88344172,4.61594703,0.55455213,0.00969279,2.33051574,4.25074367,0.00756524,0.08699908
-4.87743872,4.54788725,0.55241222,0.00950650,2.28468814,4.17744656,0.00742507,0.08583736
-4.87143572,4.47098140,0.54861635,0.00928946,2.23743188,4.09727020,0.00726551,0.08447170
-4.86543272,4.38629890,0.54332759,0.00904406,2.18936845,4.01116200,0.00708966,0.08293593
-4.85942971,4.29502608,0.53674135,0.00877318,2.14111212,3.92014538,0.00690093,0.08126670
-4.85342671,4.19843953,0.52907914,0.00848008,2.09325754,3.82529938,0.00670296,0.07950255
-4.84742371,4.09788072,0.52058220,0.00816834,2.04637060,3.72774000,0.00649956,0.07768282
-4.84142071,3.99473294,0.51150518,0.00784180,2.00098287,3.62860410,0.00629458,0.07584691
-4.83541771,3.89040090,0.50211008,0.00750444,1.95758968,3.52903594,0.00609188,0.07403352
-4.82941471,3.78629341,0.49266080,0.00716030,1.91665138,3.43017641,0.00589526,0.07228018
-4.82341171,3.68380894,0.48341831,0.00681346,1.87859728,3.33315458,0.00570838,0.07062286
-4.81740870,3.58432359,0.47463665,0.00646790,1.84383136,3.23908107,0.00553476,0.06909579
-4.81140570,3.48918089,0.46655962,0.00612746,1.81273883,3.14904232,0.00537766,0.06773133
-4.80540270,3.39968240,0.45941840,0.00579581,1.78569225,3.06409495,0.00524010,0.06655996
-4.79939970,3.31707820,0.45342970,0.00547636,1.76305628,2.98525916,0.00512478,0.06561027
-4.79339670,3.24255615,0.44879463,0.00517228,1.74518988,2.91351024,0.00503407,0.06490893
-4.78739370,3.17722921,0.44569785,0.00488638,1.73244520,2.84976750,0.00496996,0.06448058
-4.78139070,3.12211990,0.44430701,0.00462114,1.72516245,2.79487999,0.00493399,0.06434761
-4.77538769,3.07814170,0.44477221,0.00437870,1.72366057,2.74960879,0.00492726,0.06452980
-4.76938469,3.04607726,0.44722526,0.00416077,1.72822377,2.71460617,0.00495032,0.06504384
-4.76338169,3.02655391,0.45177870,0.00396868,1.73908426,2.69039193,0.00500320,0.06590266
-4.75737869,3.02001716,0.45852435,0.00380331,1.75640218,2.67732803,0.00508531,0.06711470
-4.75137569,3.02670353,0.46753140,0.00366512,1.78024368,2.67559265,0.00519542,0.06868302
-4.74537269,3.04661411,0.47884395,0.00355413,1.81055873,2.68515542,0.00533168,0.07060447
-4.73936968,3.07949066,0.49247812,0.00346990,1.84715999,2.70575527,0.00549154,0.07286886
-4.73336668,3.12479619,0.50841882,0.00341154,1.88970464,2.73688299,0.00567181,0.07545823
-4.72736368,3.18170181,0.52661636,0.00337774,1.93768047,2.77777011,0.00586867,0.07834635
-4.72136068,3.24908166,0.54698307,0.00336674,1.99039793,2.82738564,0.00607774,0.08149840
-4.71535768,3.32551740,0.56939025,0.00337640,2.04698910,2.88444200,0.00629413,0.08487108
-4.70935468,3.40931320,0.59366584,0.00340423,2.10641456,2.94741098,0.00651253,0.08841296
-4.70335168,3.49852196,0.61959286,0.00344740,2.16747841,3.01455001,0.00672738,0.09206530
-4.69734867,3.59098268,0.64690920,0.00350285,2.22885156,3.08393854,0.00693296,0.09576326
-4.69134567,3.68436832,0.67530882,0.00356730,2.28910261,3.15352376,0.00712358,0.09943744
-4.68534267,3.77624301,0.70444468,0.00363739,2.34673535,3.22117435,0.00729371,0.10301582
-4.67933967,3.86412684,0.73393345,0.00370968,2.40023153,3.28474026,0.00743818,0.10642595
-4.67333667,3.94556587,0.76336213,0.00378081,2.44809705,3.34211651,0.00755231,0.10959734
-4.66733367,4.01820478,0.79229645,0.00384754,2.48890964,3.39130818,0.00763210,0.11246394
-4.66133067,4.07985927,0.82029084,0.00390686,2.52136578,3.43049410,0.00767429,0.11496666
-4.65532766,4.12858520,0.84689982,0.00395604,2.54432488,3.45808644,0.00767658,0.11705572
-4.64932466,4.16274145,0.87169028,0.00399276,2.55684837,3.47278351,0.00763758,0.11869280
-4.64332166,4.18104398,0.89425418,0.00401507,2.55823225,3.47361366,0.00755695,0.11985287
-4.63731866,4.18260850,0.91422120,0.00402155,2.54803115,3.45996815,0.00743540,0.12052554
-4.63131566,4.16698006,0.93127072,0.00401127,2.52607327,3.43162178,0.00727462,0.12071598
-4.62531266,4.13414814,0.94514246,0.00398382,2.49246510,3.38874019,0.00707727,0.12044522
-4.61930965,4.08454657,0.95564534,0.00393931,2.44758615,3.33187386,0.00684686,0.11974989
-4.61330665,4.01903840,0.96266402,0.00387838,2.39207382,3.26193881,0.00658770,0.11868138
-4.60730365,3.93888612,0.96616264,0.00380211,2.32679923,3.18018525,0.00630468,0.11730435
-4.60130065,3.84570874,0.96618567,0.00371201,2.25283541,3.08815528,0.00600320,0.11569482
-4.59529765,3.74142730,0.96285561,0.00360994,2.17141910,2.98763164,0.00568896,0.11393762
-4.58929465,3.62820112,0.95636763,0.00349808,2.08390821,2.88057954,0.00536784,0.11212360
-4.58329165,3.50835728,0.94698142,0.00337876,1.99173669,2.76908389,0.00504573,0.11034647
-4.57728864,3.38431604,0.93501043,0.00325447,1.89636880,2.65528428,0.00472834,0.10869945
-4.57128564,3.25851494,0.92080927,0.00312774,1.79925471,2.54131011,0.00442115,0.10727191
-4.56528264,3.13333437,0.90475954,0.00300103,1.70178901,2.42921807,0.00412920,0.10614599
-4.55927964,3.01102704,0.88725502,0.00287670,1.60527373,2.32093389,0.00385703,0.10539351
-4.55327664,2.89365376,0.86868676,0.00275692,1.51088691,2.21820020,0.00360860,0.10507306
-4.54727364,2.78302727,0.84942878,0.00264360,1.41965769,2.12253179,0.00338716,0.10522758
-4.54127064,2.68066596,0.82982512,0.00253835,1.33244827,2.03517944,0.00319530,0.10588246
-4.53526763,2.58775829,0.81017859,0.00244243,1.24994305,1.95710290,0.00303482,0.10704411
-4.52926463,2.50513895,0.79074186,0.00235677,1.17264455,1.88895353,0.00290678,0.10869932
-4.52326163,2.43327675,0.77171118,0.00228187,1.10087584,1.83106661,0.00281145,0.11081521
-4.51725863,2.37227443,0.75322274,0.00221791,1.03478881,1.78346311,0.00274838,0.11333989
-4.51125563,2.32187970,0.73535192,0.00216467,0.97437717,1.74586046,0.00271640,0.11620385
-4.50525263,2.28150684,0.71811521,0.00212160,0.91949360,1.71769174,0.00271364,0.11932196
-4.49924962,2.25026792,0.70147462,0.00208785,0.86986959,1.69813229,0.00273766,0.12259606
-4.49324662,2.22701205,0.68534418,0.00206229,0.82513739,1.68613291,0.00278541,0.12591808
-4.48724362,2.21037157,0.66959820,0.00204359,0.78485271,1.68045847,0.00285341,0.12917353
-4.48124062,2.19881327,0.65408085,0.00203024,0.74851750,1.67973064,0.00293778,0.13224523
-4.47523762,2.19069311,0.63861641,0.00202064,0.71560198,1.68247363,0.00303436,0.13501725
-4.46923462,2.18431258,0.62301989,0.00201311,0.68556519,1.68716144,0.00313877,0.13737870
-4.46323162,2.17797508,0.60710744,0.00200600,0.65787369,1.69226528,0.00324661,0.13922750
-4.45722861,2.17004030,0.59070609,0.00199771,0.63201783,1.69629988,0.00335348,0.14047366
-4.45122561,2.15897534,0.57366250,0.00198675,0.60752552,1.69786723,0.00345515,0.14104228
-4.44522261,2.14340067,0.55585050,0.00197178,0.58397323,1.69569651,0.00354765,0.14087585
-4.43921961,2.12212987,0.53717691,0.00195165,0.56099431,1.68867917,0.00362737,0.13993599
-4.43321661,2.09420182,0.51758583,0.00192543,0.53828459,1.67589789,0.00369119,0.13820445
-4.42721361,2.05890469,0.49706111,0.00189244,0.51560543,1.65664895,0.00373655,0.13568336
-4.42121061,2.01579099,0.47562708,0.00185224,0.49278450,1.63045715,0.00376149,0.13239475
-4.41520760,1.96468367,0.45334766,0.00180465,0.46971441,1.59708313,0.00376476,0.12837944
-4.40920460,1.90567319,0.43032392,0.00174977,0.44634953,1.55652306,0.00374582,0.12369523
-4.40320160,1.83910624,0.40669045,0.00168790,0.42270138,1.50900092,0.00370487,0.11841458
-4.39719860,1.76556674,0.38261054,0.00161959,0.39883275,1.45495403,0.00364284,0.11262198
-4.39119560,1.68585027,0.35827072,0.00154558,0.37485101,1.39501254,0.00356136,0.10641089
-4.38519260,1.60093325,0.33387474,0.00146677,0.35090090,1.32997399,0.00346274,0.09988068
-4.37918959,1.51193831,0.30963743,0.00138419,0.32715704,1.26077424,0.00334991,0.09313350
-4.37318659,1.42009738,0.28577858,0.00129899,0.30381651,1.18845588,0.00322632,0.08627131
-4.36718359,1.32671414,0.26251723,0.00121235,0.28109169,1.11413564,0.00309591,0.07939316
-4.36118059,1.23312724,0.24006645,0.00112550,0.25920370,1.03897204,0.00296298,0.07259279
-4.35517759,1.14067567,0.21862886,0.00103966,0.23837633,0.96413453,0.00283211,0.06595666
-4.34917459,1.05066744,0.19839304,0.00095601,0.21883096,0.89077508,0.00270809,0.05956249
-4.34317159,0.96435238,0.17953072,0.00087569,0.20078211,0.82000310,0.00259579,0.05347825
-4.33716858,0.88289959,0.16219500,0.00079976,0.18443401,0.75286423,0.00250011,0.04776161
-4.33116558,0.80737997,0.14651931,0.00072918,0.16997786,0.69032337,0.00242583,0.04245993
-4.32516258,0.73875359,0.13261718,0.00066483,0.15758988,0.63325192,0.00237759,0.03761060
-4.31915958,0.67786175,0.12058266,0.00060747,0.14742992,0.58241912,0.00235978,0.03324180
-4.31315658,0.62542312,0.11049114,0.00055776,0.13964055,0.53848705,0.00237644,0.02937347
-4.30715358,0.58203326,0.10240050,0.00051627,0.13434645,0.50200874,0.00243122,0.02601860
