energy_ev,total_up,As_p_up,As_d_up,S_s_up,S_p_up,Zr_p_up,Zr_d_up
-6.00000000,0.99553795,0.01823185,0.00000000,0.00388633,0.69997602,0.38007112,0.39747464
-5.99399700,1.04607274,0.02057527,0.00000000,0.00413430,0.73749253,0.40506065,0.42202647
-5.98799400,1.10026955,0.02315355,0.00000000,0.00441701,0.77763645,0.43234688,0.44830913
-5.98199100,1.15805565,0.02596510,0.00000000,0.00473263,0.82035392,0.46188293,0.47627791
-5.97598799,1.21929754,0.02900396,0.00000000,0.00507886,0.86554390,0.49359750,0.50585364
-5.96998499,1.28378835,0.03225929,0.00000000,0.00545285,0.91304989,0.52738852,0.53691852
-5.96398199,1.35123754,0.03571483,0.00000000,0.00585110,0.96265351,0.56311728,0.56931344
-5.95797899,1.42126378,0.03934860,0.00000000,0.00626948,1.01407046,0.60060352,0.60283687
-5.95197599,1.49339159,0.04313271,0.00000000,0.00670320,1.06694930,0.63962182,0.63724561
-5.94597299,1.56705216,0.04703331,0.00000000,0.00714679,1.12087333,0.67989963,0.67225744
-5.93996998,1.64158860,0.05101090,0.00000000,0.00759422,1.17536546,0.72111723,0.70755567
-5.93396698,1.71626562,0.05502068,0.00000000,0.00803892,1.22989629,0.76290973,0.74279544
-5.92796398,1.79028319,0.05901328,0.00000000,0.00847394,1.28389475,0.80487123,0.77761149
-5.92196098,1.86279385,0.06293564,0.00000000,0.00889207,1.33676115,0.84656096,0.81162707
-5.91595798,1.93292270,0.06673213,0.00000000,0.00928598,1.38788189,0.88751135,0.84446364
-5.90995498,1.99978943,0.07034585,0.00000000,0.00964848,1.43664509,0.92723763,0.87575063
-5.90395198,2.06253109,0.07372008,0.00000000,0.00997262,1.48245651,0.96524868,0.90513512
-5.89794897,2.12032469,0.07679986,0.00000000,0.01025198,1.52475491,1.00105860,0.93229064
-5.89194597,2.17240866,0.07953356,0.00000000,0.01048080,1.56302608,1.03419860,0.95692482
-5.88594297,2.21810197,0.08187451,0.00000000,0.01065417,1.59681500,1.06422871,0.97878545
-5.87993997,2.25682043,0.08378251,0.00000000,0.01076823,1.62573554,1.09074882,0.99766480
-5.87393697,2.28808927,0.08522527,0.00000000,0.01082026,1.64947738,1.11340871,1.01340193
-5.86793397,2.31155193,0.08617959,0.00000000,0.01080876,1.66781004,1.13191664,1.02588310
-5.86193097,2.32697474,0.08663238,0.00000000,0.01073357,1.68058402,1.14604633,1.03504034
-5.85592796,2.33424768,0.08658137,0.00000000,0.01059584,1.68772923,1.15564215,1.04084851
-5.84992496,2.33338171,0.08603549,0.00000000,0.01039799,1.68925126,1.16062244,1.04332108
-5.84392196,2.32450304,0.08501502,0.00000000,0.01014369,1.68522578,1.16098100,1.04250515
-5.83791896,2.30784510,0.08355136,0.00000000,0.00983772,1.67579182,1.15678699,1.03847617
-5.83191596,2.28373904,0.08168650,0.00000000,0.00948588,1.66114447,1.14818311,1.03133266
-5.82591296,2.25260332,0.07947224,0.00000000,0.00909477,1.64152757,1.13538269,1.02119153
-5.81990995,2.21493326,0.07696917,0.00000000,0.00867168,1.61722694,1.11866548,1.00818418
-5.81390695,2.17129099,0.07424539,0.00000000,0.00822436,1.58856455,1.09837274,0.99245375
-5.80790395,2.12229633,0.07137519,0.00000000,0.00776085,1.55589379,1.07490152,0.97415344
-5.80190095,2.06861866,0.06843754,0.00000000,0.00728933,1.51959597,1.04869849,0.95344619
-5.79589795,2.01097002,0.06551454,0.00000000,0.00681788,1.48007805,1.02025333,0.93050530
-5.78989495,1.95009908,0.06268992,0.00000000,0.00635439,1.43777122,0.99009173,0.90551592
-5.78389195,1.88678584,0.06004751,0.00000000,0.00590641,1.39313012,0.95876802,0.87867706
-5.77788894,1.82183652,0.05766983,0.00000000,0.00548105,1.34663211,0.92685744,0.85020379
-5.77188594,1.75607827,0.05563675,0.00000000,0.00508488,1.29877633,0.89494799,0.82032911
-5.76588294,1.69035309,0.05402424,0.00000000,0.00472388,1.25008195,0.86363174,0.78930534
-5.75987994,1.62551066,0.05290328,0.00000000,0.00440345,1.20108519,0.83349569,0.75740441
-5.75387694,1.56239963,0.05233884,0.00000000,0.00412830,1.15233492,0.80511212,0.72491714
-5.74787394,1.50185734,0.05238902,0.00000000,0.00390254,1.10438664,0.77902853,0.69215103
-5.74187094,1.44469777,0.05310424,0.00000000,0.00372966,1.05779478,0.75575721,0.65942677
