energy_ev,total_up,Cd_p_up,Cd_d_up,In_p_up,In_d_up,Te_p_up,Te_d_up
-5.83191596,0.00032486,0.00025547,0.00002609,0.00001296,0.00000061,0.00021449,0.00000000
-5.82591296,0.00023588,0.00018504,0.00001898,0.00000946,0.00000044,0.00015480,0.00000000
-5.81990995,0.00017144,0.00013379,0.00001385,0.00000694,0.00000033,0.00011111,0.00000000
-5.81390695,0.00012578,0.00009712,0.00001024,0.00000520,0.00000025,0.00007948,0.00000000
-5.80790395,0.00009465,0.00007157,0.00000783,0.00000408,0.00000021,0.00005691,0.00000000
-5.80190095,0.00007504,0.00005461,0.00000636,0.00000349,0.00000019,0.00004113,0.00000000
-5.79589795,0.00006502,0.00004450,0.00000572,0.00000336,0.00000019,0.00003054,0.00000000
-5.78989495,0.00006358,0.00004015,0.00000583,0.00000372,0.00000022,0.00002399,0.00000000
-5.78389195,0.00007061,0.00004103,0.00000672,0.00000462,0.00000028,0.00002077,0.00000000
-5.77788894,0.00008686,0.00004714,0.00000847,0.00000618,0.00000037,0.00002054,0.00000000
-5.77188594,0.00011404,0.00005899,0.00001128,0.00000861,0.00000050,0.00002328,0.00000000
-5.76588294,0.00015490,0.00007763,0.00001542,0.00001219,0.00000069,0.00002934,0.00000000
-5.75987994,0.00021347,0.00010469,0.00002130,0.00001734,0.00000095,0.00003944,0.00000000
-5.75387694,0.00029531,0.00014247,0.00002948,0.00002463,0.00000130,0.00005475,0.00000000
-5.74787394,0.00040788,0.00019409,0.00004068,0.00003481,0.00000178,0.00007698,0.00000000
-5.74187094,0.00056097,0.00026356,0.00005588,0.00004892,0.00000242,0.00010853,0.00000000
-5.73586793,0.00076728,0.00035605,0.00007630,0.00006828,0.00000327,0.00015269,0.00000000
-5.72986493,0.00104309,0.00047804,0.00010354,0.00009464,0.00000438,0.00021386,0.00000000
-5.72386193,0.00140903,0.00063759,0.00013958,0.00013027,0.00000583,0.00029787,0.00000000
-5.71785893,0.00189102,0.00084461,0.00018692,0.00017802,0.00000771,0.00041236,0.00000000
-5.71185593,0.00252134,0.00111112,0.00024866,0.00024154,0.00001012,0.00056727,0.00000000
-5.70585293,0.00333980,0.00145156,0.00032859,0.00032538,0.00001319,0.00077535,0.00000000
-5.69984992,0.00439502,0.00188309,0.00043133,0.00043519,0.00001707,0.00105288,0.00000000
-5.69384692,0.00574592,0.00242591,0.00056243,0.00057788,0.00002193,0.00142041,0.00000000
-5.68784392,0.00746313,0.00310345,0.00072853,0.00076186,0.00002797,0.00190366,0.00000000
-5.68184092,0.00963057,0.00394264,0.00093743,0.00099721,0.00003543,0.00253455,0.00000000
-5.67583792,0.01234693,0.00497401,0.00119827,0.00129592,0.00004456,0.00335226,0.00000000
-5.66983492,0.01572711,0.00623177,0.00152161,0.00167204,0.00005565,0.00440444,0.00000000
-5.66383192,0.01990345,0.00775366,0.00191950,0.00214187,0.00006901,0.00574848,0.00000000
-5.65782891,0.02502670,0.00958076,0.00240556,0.00272406,0.00008496,0.00745279,0.00000000
-5.65182591,0.03126661,0.01175710,0.00299499,0.00343970,0.00010386,0.00959797,0.00000000
-5.64582291,0.03881200,0.01432897,0.00370450,0.00431223,0.00012606,0.01227803,0.00000000
-5.63981991,0.04787019,0.01734419,0.00455225,0.00536739,0.00015194,0.01560127,0.00000000
-5.63381691,0.05866564,0.02085100,0.00555765,0.00663291,0.00018184,0.01969097,0.00000000
-5.62781391,0.07143765,0.02489684,0.00674109,0.00813816,0.00021608,0.02468559,0.00000000
-5.62181091,0.08643715,0.02952687,0.00812362,0.00991357,0.00025497,0.03073857,0.00000000
-5.61580790,0.10392224,0.03478236,0.00972647,0.01198991,0.00029875,0.03801733,0.00000000
-5.60980490,0.12415263,0.04069887,0.01157051,0.01439746,0.00034760,0.04670164,0.00000000
-5.60380190,0.14738293,0.04730443,0.01367561,0.01716488,0.00040160,0.05698102,0.00000000
-5.59779890,0.17385471,0.05461768,0.01605995,0.02031805,0.00046075,0.06905118,0.00000000
-5.59179590,0.20378766,0.06264609,0.01873916,0.02387875,0.00052493,0.08310946,0.00000000
-5.58579290,0.23736977,0.07138431,0.02172550,0.02786324,0.00059389,0.09934922,0.00000000
-5.57978989,0.27474699,0.08081282,0.02502702,0.03228083,0.00066726,0.11795315,0.00000000
-5.57378689,0.31601262,0.09089694,0.02864663,0.03713249,0.00074451,0.13908577,0.00000000
-5.56778389,0.36119678,0.10158619,0.03258133,0.04240953,0.00082498,0.16288515,0.00000000
-5.56178089,0.41025654,0.11281429,0.03682144,0.04809250,0.00090787,0.18945408,0.00000000
-5.55577789,0.46306705,0.12449966,0.04135002,0.05415036,0.00099226,0.21885118,0.00000000
-5.54977489,0.51941440,0.13654654,0.04614239,0.06053996,0.00107712,0.25108209,0.00000000
-5.54377189,0.57899052,0.14884672,0.05116595,0.06720598,0.00116133,0.28609137,0.00000000
-5.53776888,0.64139081,0.16128194,0.05638017,0.07408129,0.00124369,0.32375549,0.00000000
-5.53176588,0.70611487,0.17372675,0.06173687,0.08108793,0.00132300,0.36387743,0.00000000
-5.52576288,0.77257057,0.18605185,0.06718084,0.08813850,0.00139805,0.40618332,0.00000000
-5.51975988,0.84008192,0.19812781,0.07265071,0.09513822,0.00146767,0.45032163,0.00000000
-5.51375688,0.90790060,0.20982896,0.07808013,0.10198737,0.00153076,0.49586518,0.00000000
-5.50775388,0.97522111,0.22103735,0.08339925,0.10858425,0.00158635,0.54231621,0.00000000
-5.50175088,1.04119935,0.23164653,0.08853638,0.11482844,0.00163362,0.58911479,0.00000000
-5.49574787,1.10497404,0.24156510,0.09341992,0.12062431,0.00167192,0.63565020,0.00000000
-5.48974487,1.16569031,0.25071979,0.09798035,0.12588459,0.00170080,0.68127542,0.00000000
-5.48374187,1.22252483,0.25905790,0.10215231,0.13053391,0.00172005,0.72532405,0.00000000
-5.47773887,1.27471124,0.26654908,0.10587663,0.13451211,0.00172970,0.76712926,0.00000000
-5.47173587,1.32156507,0.27318630,0.10910235,0.13777711,0.00173000,0.80604400,0.00000000
-5.46573287,1.36250707,0.27898600,0.11178836,0.14030741,0.00172145,0.84146163,0.00000000
-5.45972986,1.39708366,0.28398741,0.11390500,0.14210378,0.00170476,0.87283608,0.00000000
-5.45372686,1.42498383,0.28825116,0.11543516,0.14319029,0.00168088,0.89970063,0.00000000
-5.44772386,1.44605143,0.29185718,0.11637510,0.14361462,0.00165091,0.92168432,0.00000000
-5.44172086,1.46029228,0.29490212,0.11673475,0.14344736,0.00161610,0.93852529,0.00000000
-5.43571786,1.46787569,0.29749644,0.11653769,0.14278071,0.00157783,0.95008021,0.00000000
-5.42971486,1.46913017,0.29976125,0.11582056,0.14172628,0.00153755,0.95632943,0.00000000
-5.42371186,1.46453355,0.30182525,0.11463219,0.14041231,0.00149676,0.95737744,0.00000000
-5.41770885,1.45469780,0.30382185,0.11303221,0.13898033,0.00145694,0.95344862,0.00000000
-5.41170585,1.44034930,0.30588659,0.11108945,0.13758138,0.00141956,0.94487854,0.00000000
-5.40570285,1.42230542,0.30815510,0.10888006,0.13637205,0.00138603,0.93210109,0.00000000
-5.39969985,1.40144840,0.31076154,0.10648543,0.13551038,0.00135765,0.91563221,0.00000000
-5.39369685,1.37869789,0.31383765,0.10399007,0.13515183,0.00133560,0.89605101,0.00000000
-5.38769385,1.35498308,0.31751223,0.10147949,0.13544546,0.00132096,0.87397918,0.00000000
-5.38169085,1.33121598,0.32191111,0.09903807,0.13653036,0.00131463,0.85005975,0.00000000
-5.37568784,1.30826658,0.32715733,0.09674724,0.13853260,0.00131736,0.82493619,0.00000000
-5.36968484,1.28694115,0.33337143,0.09468370,0.14156247,0.00132976,0.79923294,0.00000000
-5.36368184,1.26796428,0.34067153,0.09291801,0.14571234,0.00135226,0.77353801,0.00000000
-5.35767884,1.25196516,0.34917314,0.09151336,0.15105488,0.00138514,0.74838861,0.00000000
-5.35167584,1.23946845,0.35898826,0.09052470,0.15764182,0.00142853,0.72426014,0.00000000
-5.34567284,1.23088964,0.37022384,0.08999807,0.16550301,0.00148242,0.70155892,0.00000000
-5.33966983,1.22653472,0.38297926,0.08997026,0.17464591,0.00154666,0.68061870,0.00000000
-5.33366683,1.22660370,0.39734296,0.09046869,0.18505528,0.00162095,0.66170085,0.00000000
-5.32766383,1.23119727,0.41338809,0.09151137,0.19669316,0.00170490,0.64499775,0.00000000
-5.32166083,1.24032595,0.43116743,0.09310720,0.20949903,0.00179797,0.63063902,0.00000000
-5.31565783,1.25392089,0.45070772,0.09525626,0.22339004,0.00189952,0.61869979,0.00000000
-5.30965483,1.27184545,0.47200368,0.09795020,0.23826156,0.00200880,0.60921036,0.00000000
-5.30365183,1.29390680,0.49501218,0.10117272,0.25398777,0.00212494,0.60216645,0.00000000
-5.29764882,1.31986695,0.51964685,0.10490004,0.27042259,0.00224696,0.59753926,0.00000000
-5.29164582,1.34945243,0.54577364,0.10910141,0.28740083,0.00237378,0.59528462,0.00000000
-5.28564282,1.38236240,0.57320768,0.11373961,0.30473974,0.00250422,0.59535076,0.00000000
-5.27963982,1.41827483,0.60171193,0.11877146,0.32224097,0.00263702,0.59768403,0.00000000
-5.27363682,1.45685060,0.63099773,0.12414833,0.33969302,0.00277079,0.60223237,0.00000000
-5.26763382,1.49773568,0.66072763,0.12981665,0.35687424,0.00290413,0.60894638,0.00000000
-5.26163082,1.54056142,0.69052048,0.13571844,0.37355629,0.00303554,0.61777800,0.00000000
-5.25562781,1.58494340,0.71995874,0.14179187,0.38950821,0.00316349,0.62867688,0.00000000
-5.24962481,1.63047902,0.74859777,0.14797182,0.40450080,0.00328645,0.64158491,0.00000000
-5.24362181,1.67674444,0.77597686,0.15419051,0.41831146,0.00340289,0.65642933,0.00000000
-5.23761881,1.72329120,0.80163147,0.16037809,0.43072908,0.00351133,0.67311484,0.00000000
-5.23161581,1.76964309,0.82510621,0.16646328,0.44155904,0.00361034,0.69151554,0.00000000
-5.22561281,1.81529371,0.84596795,0.17237408,0.45062793,0.00369859,0.71146717,0.00000000
-5.21960980,1.85970511,0.86381841,0.17803841,0.45778796,0.00377490,0.73276041,0.00000000
-5.21360680,1.90230799,0.87830580,0.18338481,0.46292066,0.00383819,0.75513578,0.00000000
-5.20760380,1.94250378,0.88913477,0.18834319,0.46593990,0.00388758,0.77828066,0.00000000
-5.20160080,1.97966877,0.89607443,0.19284550,0.46679394,0.00392235,0.80182893,0.00000000
-5.19559780,2.01316063,0.89896408,0.19682653,0.46546648,0.00394199,0.82536343,0.00000000
-5.18959480,2.04232717,0.89771636,0.20022468,0.46197663,0.00394617,0.84842138,0.00000000
-5.18359180,2.06651753,0.89231794,0.20298277,0.45637780,0.00393479,0.87050282,0.00000000
-5.17758879,2.08509543,0.88282774,0.20504890,0.44875566,0.00390792,0.89108174,0.00000000
-5.17158579,2.09745422,0.86937292,0.20637733,0.43922511,0.00386583,0.90961963,0.00000000
-5.16558279,2.10303339,0.85214299,0.20692941,0.42792661,0.00380895,0.92558089,0.00000000
-5.15957979,2.10133575,0.83138237,0.20667448,0.41502192,0.00373791,0.93844948,0.00000000
-5.15357679,2.09194485,0.80738190,0.20559081,0.40068948,0.00365345,0.94774603,0.00000000
-5.14757379,2.07454166,0.78046962,0.20366643,0.38511969,0.00355647,0.95304467,0.00000000
-5.14157079,2.04891985,0.75100147,0.20089990,0.36851019,0.00344794,0.95398876,0.00000000
-5.13556778,2.01499875,0.71935198,0.19730092,0.35106141,0.00332898,0.95030461,0.00000000
-5.12956478,1.97283324,0.68590557,0.19289080,0.33297248,0.00320074,0.94181280,0.00000000
-5.12356178,1.92262001,0.65104851,0.18770257,0.31443757,0.00306446,0.92843613,0.00000000
-5.11755878,1.86469942,0.61516178,0.18178095,0.29564286,0.00292142,0.91020412,0.00000000
-5.11155578,1.79955284,0.57861491,0.17518191,0.27676398,0.00277293,0.88725351,0.00000000
-5.10555278,1.72779520,0.54176087,0.16797189,0.25796414,0.00262030,0.85982499,0.00000000
-5.09954977,1.65016296,0.50493193,0.16022676,0.23939273,0.00246487,0.82825606,0.00000000
-5.09354677,1.56749771,0.46843639,0.15203035,0.22118442,0.00230794,0.79297055,0.00000000
-5.08754377,1.48072617,0.43255624,0.14347282,0.20345872,0.00215079,0.75446512,0.00000000
-5.08154077,1.39083717,0.39754546,0.13464867,0.18631992,0.00199466,0.71329356,0.00000000
-5.07553777,1.29885673,0.36362898,0.12565468,0.16985722,0.00184074,0.67004948,0.00000000
-5.06953477,1.20582216,0.33100217,0.11658775,0.15414524,0.00169011,0.62534828,0.00000000
-5.06353177,1.11275630,0.29983083,0.10754268,0.13924463,0.00154380,0.57980915,0.00000000
-5.05752876,1.02064301,0.27025153,0.09861015,0.12520280,0.00140271,0.53403789,0.00000000
-5.05152576,0.93040481,0.24237239,0.08987474,0.11205487,0.00126766,0.48861119,0.00000000
-5.04552276,0.84288365,0.21627422,0.08141335,0.09982461,0.00113932,0.44406304,0.00000000
-5.03951976,0.75882530,0.19201195,0.07329379,0.08852554,0.00101825,0.40087362,0.00000000
-5.03351676,0.67886803,0.16961648,0.06557379,0.07816213,0.00090486,0.35946096,0.00000000
-5.02751376,0.60353560,0.14909683,0.05830040,0.06873102,0.00079946,0.32017564,0.00000000
-5.02151076,0.53323482,0.13044266,0.05150971,0.06022238,0.00070221,0.28329828,0.00000000
-5.01550775,0.46825727,0.11362701,0.04522704,0.05262135,0.00061316,0.24903999,0.00000000
-5.00950475,0.40878489,0.09860938,0.03946735,0.04590948,0.00053223,0.21754513,0.00000000
-5.00350175,0.35489896,0.08533897,0.03423606,0.04006626,0.00045926,0.18889642,0.00000000
-4.99749875,0.30659169,0.07375805,0.02953005,0.03507063,0.00039400,0.16312167,0.00000000
-4.99149575,0.26377987,0.06380542,0.02533886,0.03090243,0.00033612,0.14020186,0.00000000
-4.98549275,0.22631970,0.05541977,0.02164603,0.02754380,0.00028523,0.12008006,0.00000000
-4.97948974,0.19402214,0.04854297,0.01843047,0.02498041,0.00024092,0.10267067,0.00000000
-4.97348674,0.16666811,0.04312305,0.01566783,0.02320249,0.00020273,0.08786871,0.00000000
-4.96748374,0.14402291,0.03911688,0.01333185,0.02220563,0.00017022,0.07555864,0.00000000
-4.96148074,0.12584922,0.03649246,0.01139557,0.02199122,0.00014294,0.06562248,0.00000000
-4.95547774,0.11191852,0.03523053,0.00983242,0.02256661,0.00012045,0.05794702,0.00000000
-4.94947474,0.10202030,0.03532577,0.00861712,0.02394477,0.00010236,0.05242971,0.00000000
-4.94347174,0.09596899,0.03678715,0.00772642,0.02614363,0.00008831,0.04898341,0.00000000
-4.93746873,0.09360859,0.03963767,0.00713964,0.02918486,0.00007798,0.04753963,0.00000000
-4.93146573,0.09481467,0.04391325,0.00683898,0.03309231,0.00007109,0.04805038,0.00000000
-4.92546273,0.09949408,0.04966087,0.00680967,0.03788997,0.00006744,0.05048857,0.00000000
-4.91945973,0.10758236,0.05693591,0.00703990,0.04359961,0.00006685,0.05484705,0.00000000
-4.91345673,0.11903902,0.06579875,0.00752062,0.05023805,0.00006921,0.06113630,0.00000000
-4.90745373,0.13384101,0.07631066,0.00824512,0.05781431,0.00007443,0.06938097,0.00000000
-4.90145073,0.15197469,0.08852907,0.00920855,0.06632656,0.00008250,0.07961528,0.00000000
-4.89544772,0.17342652,0.10250241,0.01040728,0.07575915,0.00009339,0.09187762,0.00000000
-4.88944472,0.19817306,0.11826453,0.01183822,0.08607985,0.00010714,0.10620438,0.00000000
-4.88344172,0.22617060,0.13582907,0.01349800,0.09723738,0.00012378,0.12262340,0.00000000
-4.87743872,0.25734492,0.15518387,0.01538227,0.10915941,0.00014334,0.14114713,0.00000000
-4.87143572,0.29158159,0.17628566,0.01748490,0.12175125,0.00016586,0.16176601,0.00000000
-4.86543272,0.32871748,0.19905540,0.01979724,0.13489525,0.00019133,0.18444210,0.00000000
-4.85942971,0.36853368,0.22337437,0.02230753,0.14845120,0.00021974,0.20910354,0.00000000
-4.85342671,0.41075055,0.24908149,0.02500032,0.16225751,0.00025103,0.23563988,0.00000000
-4.84742371,0.45502512,0.27597184,0.02785609,0.17613357,0.00028507,0.26389889,0.00000000
-4.84142071,0.50095110,0.30379680,0.03085107,0.18988299,0.00032172,0.29368471,0.00000000
-4.83541771,0.54806194,0.33226592,0.03395718,0.20329780,0.00036072,0.32475791,0.00000000
-4.82941471,0.59583681,0.36105052,0.03714220,0.21616348,0.00040179,0.35683731,0.00000000
-4.82341171,0.64370953,0.38978916,0.04037021,0.22826466,0.00044457,0.38960387,0.00000000
-4.81740870,0.69108039,0.41809488,0.04360213,0.23939127,0.00048863,0.42270631,0.00000000
-4.81140570,0.73733037,0.44556405,0.04679662,0.24934494,0.00053351,0.45576865,0.00000000
-4.80540270,0.78183745,0.47178659,0.04991099,0.25794540,0.00057868,0.48839914,0.00000000
-4.79939970,0.82399432,0.49635725,0.05290241,0.26503655,0.00062359,0.52020050,0.00000000
-4.79339670,0.86322701,0.51888767,0.05572913,0.27049206,0.00066768,0.55078089,0.00000000
-4.78739370,0.89901345,0.53901854,0.05835183,0.27422013,0.00071040,0.57976531,0.00000000
-4.78139070,0.93090146,0.55643165,0.06073497,0.27616726,0.00075121,0.60680678,0.00000000
-4.77538769,0.95852522,0.57086113,0.06284805,0.27632097,0.00078961,0.63159696,0.00000000
-4.76938469,0.98161963,0.58210351,0.06466685,0.27471106,0.00082520,0.65387560,0.00000000
-4.76338169,1.00003180,0.59002613,0.06617449,0.27140974,0.00085764,0.67343845,0.00000000
-4.75737869,1.01372933,0.59457342,0.06736220,0.26653032,0.00088671,0.69014339,0.00000000
-4.75137569,1.02280479,0.59577092,0.06823000,0.26022461,0.00091231,0.70391423,0.00000000
-4.74537269,1.02747637,0.59372655,0.06878698,0.25267926,0.00093450,0.71474237,0.00000000
-4.73936968,1.02808440,0.58862930,0.06905134,0.24411101,0.00095345,0.72268604,0.00000000
-4.73336668,1.02508406,0.58074511,0.06905006,0.23476111,0.00096951,0.72786726,0.00000000
-4.72736368,1.01903436,0.57041018,0.06881834,0.22488914,0.00098320,0.73046679,0.00000000
-4.72136068,1.01058373,0.55802179,0.06839865,0.21476643,0.00099515,0.73071713,0.00000000
-4.71535768,1.00045275,0.54402709,0.06783960,0.20466919,0.00100615,0.72889413,0.00000000
-4.70935468,0.98941449,0.52891013,0.06719450,0.19487179,0.00101710,0.72530739,0.00000000
-4.70335168,0.97827306,0.51317754,0.06651974,0.18564001,0.00102902,0.72028997,0.00000000
-4.69734867,0.96784089,0.49734351,0.06587307,0.17722478,0.00104298,0.71418766,0.00000000
-4.69134567,0.95891549,0.48191434,0.06531171,0.16985630,0.00106009,0.70734830,0.00000000
-4.68534267,0.95225606,0.46737326,0.06489050,0.16373872,0.00108148,0.70011144,0.00000000
-4.67933967,0.94856074,0.45416592,0.06466002,0.15904544,0.00110822,0.69279849,0.00000000
-4.67333667,0.94844487,0.44268698,0.06466483,0.15591515,0.00114134,0.68570378,0.00000000
-4.66733367,0.95242094,0.43326833,0.06494183,0.15444858,0.00118172,0.67908655,0.00000000
-4.66133067,0.96088057,0.42616912,0.06551881,0.15470600,0.00123012,0.67316410,0.00000000
-4.65532766,0.97407919,0.42156817,0.06641325,0.15670564,0.00128706,0.66810614,0.00000000
-4.64932466,0.99212378,0.41955868,0.06763144,0.16042286,0.00135288,0.66403048,0.00000000
-4.64332166,1.01496423,0.42014564,0.06916786,0.16579028,0.00142763,0.66100007,0.00000000
-4.63731866,1.04238862,0.42324601,0.07100500,0.17269879,0.00151107,0.65902151,0.00000000
-4.63131566,1.07402299,0.42869157,0.07311348,0.18099961,0.00160269,0.65804506,0.00000000
-4.62531266,1.10933578,0.43623444,0.07545265,0.19050721,0.00170164,0.65796618,0.00000000
-4.61930965,1.14764717,0.44555529,0.07797148,0.20100331,0.00180677,0.65862866,0.00000000
-4.61330665,1.18814341,0.45627367,0.08060991,0.21224184,0.00191666,0.65982935,0.00000000
-4.60730365,1.22989610,0.46796057,0.08330054,0.22395474,0.00202960,0.66132446,0.00000000
-4.60130065,1.27188603,0.48015258,0.08597052,0.23585870,0.00214365,0.66283729,0.00000000
-4.59529765,1.31303113,0.49236726,0.08854385,0.24766255,0.00225670,0.66406740,0.00000000
-4.58929465,1.35221783,0.50411931,0.09094370,0.25907510,0.00236650,0.66470081,0.00000000
-4.58329165,1.38833486,0.51493701,0.09309490,0.26981346,0.00247074,0.66442117,0.00000000
-4.57728864,1.42030845,0.52437821,0.09492646,0.27961123,0.00256711,0.66292131,0.00000000
-4.57128564,1.44713750,0.53204557,0.09637390,0.28822667,0.00265339,0.65991502,0.00000000
-4.56528264,1.46792756,0.53760029,0.09738148,0.29545018,0.00272751,0.65514840,0.00000000
-4.55927964,1.48192218,0.54077392,0.09790413,0.30111114,0.00278761,0.64841044,0.00000000
-4.55327664,1.48853018,0.54137785,0.09790899,0.30508362,0.00283214,0.63954227,0.00000000
-4.54727364,1.48734780,0.53931005,0.09737661,0.30729073,0.00285987,0.62844484,0.00000000
-4.54127064,1.47817462,0.53455884,0.09630158,0.30770752,0.00286997,0.61508437,0.00000000
-4.53526763,1.46102247,0.52720358,0.09469276,0.30636216,0.00286203,0.59949558,0.00000000
-4.52926463,1.43611693,0.51741222,0.09257295,0.30333540,0.00283606,0.58178232,0.00000000
-4.52326163,1.40389125,0.50543582,0.08997806,0.29875822,0.00279254,0.56211570,0.00000000
-4.51725863,1.36497292,0.49160030,0.08695590,0.29280781,0.00273233,0.54072958,0.00000000
-4.51125563,1.32016336,0.47629565,0.08356453,0.28570194,0.00265671,0.51791387,0.00000000
-4.50525263,1.27041178,0.45996308,0.07987028,0.27769192,0.00256728,0.49400563,0.00000000
-4.49924962,1.21678400,0.44308059,0.07594558,0.26905447,0.00246595,0.46937865,0.00000000
-4.49324662,1.16042783,0.42614735,0.07186661,0.26008268,0.00235485,0.44443179,0.00000000
-4.48724362,1.10253628,0.40966759,0.06771093,0.25107642,0.00223625,0.41957652,0.00000000
-4.48124062,1.04430997,0.39413442,0.06355512,0.24233259,0.00211251,0.39522450,0.00000000
-4.47523762,0.98692051,0.38001414,0.05947260,0.23413545,0.00198599,0.37177529,0.00000000
-4.46923462,0.93147577,0.36773153,0.05553160,0.22674741,0.00185898,0.34960502,0.00000000
-4.46323162,0.87898873,0.35765653,0.05179345,0.22040062,0.00173364,0.32905623,0.00000000
-4.45722861,0.83035051,0.35009275,0.04831112,0.21528946,0.00161194,0.31042944,0.00000000
-4.45122561,0.78630867,0.34526800,0.04512815,0.21156448,0.00149560,0.29397644,0.00000000
-4.44522261,0.74745126,0.34332728,0.04227797,0.20932762,0.00138607,0.27989583,0.00000000
-4.43921961,0.71419686,0.34432829,0.03978349,0.20862909,0.00128450,0.26833063,0.00000000
-4.43321661,0.68679089,0.34823952,0.03765712,0.20946597,0.00119172,0.25936811,0.00000000
-4.42721361,0.66530774,0.35494119,0.03590110,0.21178244,0.00110826,0.25304178,0.00000000
-4.42121061,0.64965875,0.36422879,0.03450814,0.21547184,0.00103433,0.24933524,0.00000000
-4.41520760,0.63960519,0.37581923,0.03346226,0.22038024,0.00096986,0.24818784,0.00000000
-4.40920460,0.63477569,0.38935946,0.03273993,0.22631161,0.00091453,0.24950180,0.00000000
-4.40320160,0.63468740,0.40443721,0.03231128,0.23303438,0.00086778,0.25315036,0.00000000
-4.39719860,0.63876983,0.42059368,0.03214156,0.24028901,0.00082888,0.25898677,0.00000000
-4.39119560,0.64639049,0.43733770,0.03219251,0.24779658,0.00079696,0.26685354,0.00000000
-4.38519260,0.65688142,0.45416091,0.03242386,0.25526792,0.00077104,0.27659164,0.00000000
-4.37918959,0.66956540,0.47055352,0.03279478,0.26241299,0.00075011,0.28804921,0.00000000
-4.37318659,0.68378116,0.48602009,0.03326522,0.26895021,0.00073312,0.30108934,0.00000000
-4.36718359,0.69890641,0.50009475,0.03379715,0.27461550,0.00071906,0.31559658,0.00000000
-4.36118059,0.71437804,0.51235532,0.03435571,0.27917045,0.00070696,0.33148180,0.00000000
-4.35517759,0.72970872,0.52243583,0.03491005,0.28240959,0.00069597,0.34868525,0.00000000
-4.34917459,0.74449937,0.53003688,0.03543410,0.28416632,0.00068532,0.36717737,0.00000000
-4.34317159,0.75844709,0.53493357,0.03590705,0.28431741,0.00067437,0.38695761,0.00000000
-4.33716858,0.77134831,0.53698061,0.03631354,0.28278579,0.00066263,0.40805090,0.00000000
-4.33116558,0.78309735,0.53611438,0.03664379,0.27954170,0.00064972,0.43050212,0.00000000
-4.32516258,0.79368030,0.53235211,0.03689330,0.27460207,0.00063544,0.45436868,0.00000000
-4.31915958,0.80316499,0.52578800,0.03706250,0.26802832,0.00061969,0.47971157,0.00000000
-4.31315658,0.81168733,0.51658673,0.03715614,0.25992260,0.00060249,0.50658525,0.00000000
-4.30715358,0.81943497,0.50497460,0.03718255,0.25042277,0.00058398,0.53502694,0.00000000
