energy_ev,total_up,C_s_up,C_p_up,Hf_p_up,Hf_d_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-5.73586793,1.12067880,0.01421478,0.04058629,0.36966717,0.14956150,0.00842285,0.76606212,0.32662800,0.14367197
-5.72986493,1.06422487,0.01331892,0.03984321,0.34867986,0.14424818,0.00763466,0.72612147,0.30822930,0.13555803
-5.72386193,1.00618122,0.01240708,0.03912463,0.32698547,0.13883208,0.00689082,0.68492997,0.28929429,0.12742035
-5.71785893,0.94725024,0.01149036,0.03845481,0.30485429,0.13340477,0.00619321,0.64297009,0.27002657,0.11933691
-5.71185593,0.88813633,0.01057926,0.03785680,0.28255272,0.12805700,0.00554279,0.60072915,0.25063351,0.11138364
-5.70585293,0.82952771,0.00968350,0.03735150,0.26033747,0.12287552,0.00493981,0.55868709,0.23132084,0.10363281
-5.69984992,0.77207920,0.00881188,0.03695659,0.23845046,0.11794009,0.00438388,0.51730482,0.21228769,0.09615154
-5.69384692,0.71639673,0.00797222,0.03668574,0.21711451,0.11332074,0.00387409,0.47701373,0.19372205,0.08900049
-5.68784392,0.66302430,0.00717127,0.03654780,0.19652989,0.10907558,0.00340911,0.43820684,0.17579722,0.08223276
-5.68184092,0.61243400,0.00641472,0.03654634,0.17687195,0.10524903,0.00298731,0.40123201,0.15866899,0.07589310
-5.67583792,0.56501965,0.00570719,0.03667933,0.15828982,0.10187089,0.00260684,0.36638752,0.14247393,0.07001755
-5.66983492,0.52109418,0.00505232,0.03693911,0.14090618,0.09895602,0.00226565,0.33392009,0.12732874,0.06463336
-5.66383192,0.48089104,0.00445284,0.03731262,0.12481807,0.09650483,0.00196166,0.30402559,0.11333065,0.05975947
-5.65782891,0.44456937,0.00391067,0.03778196,0.11009874,0.09450456,0.00169270,0.27685221,0.10055878,0.05540730
-5.65182591,0.41222286,0.00342712,0.03832511,0.09680034,0.09293126,0.00145668,0.25250602,0.08907656,0.05158199
-5.64582291,0.38389176,0.00300299,0.03891702,0.08495727,0.09175236,0.00125153,0.23105854,0.07893479,0.04828395
-5.63981991,0.35957751,0.00263877,0.03953075,0.07459026,0.09092991,0.00107531,0.21255613,0.07017552,0.04551077
-5.63381691,0.33925931,0.00233480,0.04013890,0.06571068,0.09042411,0.00092622,0.19703054,0.06283628,0.04325924
-5.62781391,0.32291193,0.00209150,0.04071505,0.05832516,0.09019718,0.00080266,0.18451026,0.05695464,0.04152758
-5.62181091,0.31052392,0.00190946,0.04123523,0.05244017,0.09021730,0.00070321,0.17503219,0.05257284,0.04031764
-5.61580790,0.30211530,0.00178966,0.04167949,0.04806645,0.09046243,0.00062670,0.16865290,0.04974231,0.03963701
-5.60980490,0.29775407,0.00173359,0.04203319,0.04522308,0.09092402,0.00057218,0.16545919,0.04852779,0.03950099
-5.60380190,0.29757061,0.00174332,0.04228831,0.04394097,0.09161017,0.00053898,0.16557715,0.04901096,0.03993421
-5.59779890,0.30176923,0.00182163,0.04244446,0.04426573,0.09254830,0.00052669,0.16917948,0.05129325,0.04097185
-5.59179590,0.31063626,0.00197202,0.04250972,0.04625963,0.09378712,0.00053514,0.17649041,0.05549777,0.04266043
-5.58579290,0.32454404,0.00219872,0.04250111,0.05000257,0.09539775,0.00056443,0.18778793,0.06177002,0.04505797
-5.57978989,0.34395028,0.00250659,0.04244488,0.05559213,0.09747398,0.00061485,0.20340295,0.07027746,0.04823355
-5.57378689,0.36939261,0.00290109,0.04237630,0.06314221,0.10013154,0.00068687,0.22371518,0.08120759,0.05226616
-5.56778389,0.40147799,0.00338809,0.04233931,0.07278075,0.10350631,0.00078111,0.24914557,0.09476455,0.05724289
-5.56178089,0.44086691,0.00397366,0.04238571,0.08464603,0.10775159,0.00089825,0.28014519,0.11116428,0.06325638
-5.55577789,0.48825279,0.00466385,0.04257410,0.09888188,0.11303434,0.00103900,0.31718083,0.13062810,0.07040160
-5.54977489,0.54433660,0.00546438,0.04296852,0.11563183,0.11953049,0.00120399,0.36071732,0.15337489,0.07877205
-5.54377189,0.60979754,0.00638036,0.04363680,0.13503222,0.12741944,0.00139370,0.41119719,0.17961200,0.08845544
-5.53776888,0.68526045,0.00741590,0.04464872,0.15720456,0.13687782,0.00160840,0.46901803,0.20952509,0.09952892
-5.53176588,0.77126092,0.00857377,0.04607398,0.18224737,0.14807270,0.00184803,0.53450834,0.24326718,0.11205415
-5.52576288,0.86820936,0.00985506,0.04797999,0.21022769,0.16115444,0.00211213,0.60790273,0.28094734,0.12607230
-5.51975988,0.97635532,0.01125884,0.05042963,0.24117272,0.17624944,0.00239979,0.68931734,0.32261936,0.14159914
-5.51375688,1.09575364,0.01278186,0.05347893,0.27506191,0.19345292,0.00270955,0.77872671,0.36827099,0.15862061
-5.50775388,1.22623389,0.01441831,0.05717481,0.31181975,0.21282211,0.00303936,0.87594306,0.41781415,0.17708897
-5.50175088,1.36737482,0.01615963,0.06155289,0.35130993,0.23437008,0.00338659,0.98059928,0.47107673,0.19691972
-5.49574787,1.51848518,0.01799444,0.06663549,0.39333093,0.25806049,0.00374795,1.09213656,0.52779645,0.21798970
-5.48974487,1.67859252,0.01990854,0.07242985,0.43761361,0.28380356,0.00411960,1.20979778,0.58761723,0.24013636
-5.48374187,1.84644095,0.02188499,0.07892671,0.48382093,0.31145346,0.00449711,1.33262740,0.65008852,0.26315838
-5.47773887,2.02049885,0.02390437,0.08609919,0.53155010,0.34080743,0.00487559,1.45947845,0.71466779,0.28681790
-5.47173587,2.19897702,0.02594503,0.09390229,0.58033715,0.37160676,0.00524977,1.58902698,0.78072648,0.31084414
-5.46573287,2.37985721,0.02798361,0.10227274,0.62966402,0.40353972,0.00561412,1.71979381,0.84755927,0.33493855
-5.45972986,2.56093092,0.02999547,0.11112958,0.67896801,0.43624655,0.00596299,1.85017344,0.91439666,0.35878141
-5.45372686,2.73984723,0.03195529,0.12037530,0.72765331,0.46932648,0.00629080,1.97846921,0.98042052,0.38203948
-5.44772386,2.91416867,0.03383773,0.12989758,0.77510437,0.50234658,0.00659215,2.10293381,1.04478214,0.40437473
-5.44172086,3.08143301,0.03561807,0.13957173,0.82070055,0.53485231,0.00686202,2.22181371,1.10662227,0.42545366
-5.43571786,3.23921914,0.03727289,0.14926369,0.86383162,0.56637944,0.00709597,2.33339602,1.16509235,0.44495693
-5.42971486,3.38521437,0.03878069,0.15883347,0.90391352,0.59646695,0.00729020,2.43605588,1.21937629,0.46258892
-5.42371186,3.51728072,0.04012251,0.16813913,0.94040376,0.62467044,0.00744176,2.52830270,1.26871191,0.47808674
-5.41770885,3.63351745,0.04128241,0.17704096,0.97281588,0.65057562,0.00754864,2.60882321,1.31241116,0.49122852
-5.41170585,3.73231743,0.04224793,0.18540579,1.00073247,0.67381126,0.00760980,2.67651973,1.34987853,0.50184032
-5.40570285,3.81241487,0.04301036,0.19311135,1.02381611,0.69406104,0.00762528,2.73054197,1.38062678,0.50980163
-5.39969985,3.87292246,0.04356496,0.20005024,1.04181795,0.71107395,0.00759614,2.77031114,1.40428946,0.51504904
-5.39369685,3.91335643,0.04391098,0.20613371,1.05458361,0.72467254,0.00752446,2.79553524,1.42062980,0.51757801
-5.38769385,3.93364839,0.04405162,0.21129464,1.06205603,0.73475878,0.00741329,2.80621514,1.42954566,0.51744254
-5.38169085,3.93414349,0.04399380,0.21548994,1.06427548,0.74131720,0.00726650,2.80264104,1.43107032,0.51475289
-5.37568784,3.91558501,0.04374788,0.21870202,1.06137648,0.74441508,0.00708873,2.78537969,1.42536937,0.50967139
-5.36968484,3.87908617,0.04332720,0.22093929,1.05358201,0.74419975,0.00688516,2.75525291,1.41273363,0.50240642
-5.36368184,3.82609021,0.04274762,0.22223574,1.04119519,0.74089297,0.00666143,2.71330837,1.39356866,0.49320501
-5.35767884,3.75832072,0.04202692,0.22264951,1.02458877,0.73478270,0.00642343,2.66078396,1.36838125,0.48234424
-5.35167584,3.67772416,0.04118425,0.22226049,1.00419292,0.72621265,0.00617717,2.59906729,1.33776344,0.47012186
-5.34567284,3.58640710,0.04023947,0.22116719,0.98048177,0.71556993,0.00592857,2.52965193,1.30237481,0.45684650
-5.33966983,3.48657071,0.03921255,0.21948291,0.95395927,0.70327151,0.00568341,2.45409229,1.26292357,0.44282795
-5.33366683,3.38044526,0.03812299,0.21733147,0.92514483,0.68975002,0.00544710,2.37395880,1.22014736,0.42836775
-5.32766383,3.27022708,0.03698927,0.21484262,0.89455925,0.67543959,0.00522467,2.29079519,1.17479419,0.41375067
-5.32166083,3.15802040,0.03582839,0.21214750,0.86271158,0.66076220,0.00502063,2.20607929,1.12760445,0.39923717
-5.31565783,3.04578615,0.03465546,0.20937425,0.83008711,0.64611537,0.00483896,2.12118880,1.07929420,0.38505730
-5.30965483,2.93529941,0.03348342,0.20664391,0.79713705,0.63186143,0.00468308,2.03737296,1.03054063,0.37140610
-5.30365183,2.82811659,0.03232280,0.20406706,0.76427009,0.61831893,0.00455582,1.95573089,0.98196962,0.35844065
-5.29764882,2.72555312,0.03118165,0.20174094,0.73184605,0.60575642,0.00445945,1.87719701,0.93414606,0.34627886
-5.29164582,2.62867187,0.03006553,0.19974752,0.70017178,0.59438870,0.00439572,1.80253349,0.88756682,0.33499979
-5.28564282,2.53828164,0.02897760,0.19815220,0.66949920,0.58437553,0.00436589,1.73232960,0.84265642,0.32464562
-5.27963982,2.45494526,0.02791880,0.19700344,0.64002550,0.57582268,0.00437077,1.66700717,0.79976537,0.31522479
-5.27363682,2.37899561,0.02688814,0.19633301,0.61189526,0.56878495,0.00441078,1.60683144,0.75917097,0.30671638
-5.26763382,2.31055831,0.02588302,0.19615683,0.58520423,0.56327093,0.00448597,1.55192626,0.72108011,0.29907514
-5.26163082,2.24957897,0.02489959,0.19647640,0.56000446,0.55924887,0.00459607,1.50229227,0.68563399,0.29223704
-5.25562781,2.19585324,0.02393319,0.19728033,0.53631038,0.55665327,0.00474047,1.45782701,0.65291399,0.28612502
-5.24962481,2.14905761,0.02297872,0.19854624,0.51410556,0.55539173,0.00491827,1.41834554,0.62294862,0.28065452
-5.24362181,2.10877928,0.02203109,0.20024245,0.49334954,0.55535145,0.00512824,1.38360053,0.59572077,0.27573866
-5.23761881,2.07454350,0.02108555,0.20232968,0.47398462,0.55640513,0.00536880,1.35330074,0.57117509,0.27129273
-5.23161581,2.04583714,0.02013804,0.20476239,0.45594210,0.55841596,0.00563799,1.32712707,0.54922505,0.26723779
-5.22561281,2.02212776,0.01918546,0.20748989,0.43914781,0.56124135,0.00593342,1.30474579,0.52975945,0.26350343
-5.21960980,2.00287774,0.01822584,0.21045711,0.42352665,0.56473558,0.00625223,1.28581844,0.51264807,0.26002944
-5.21360680,1.98755352,0.01725852,0.21360500,0.40900621,0.56875115,0.00659104,1.27000858,0.49774647,0.25676654
-5.20760380,1.97563046,0.01628414,0.21687081,0.39551919,0.57313929,0.00694595,1.25698561,0.48489990,0.25367623
-5.20160080,1.96659402,0.01530463,0.22018808,0.38300489,0.57774958,0.00731250,1.24642608,0.47394632,0.25072983
-5.19559780,1.95993843,0.01432311,0.22348671,0.37140980,0.58242922,0.00768567,1.23801319,0.46471871,0.24790702
-5.18959480,1.95516391,0.01334376,0.22669302,0.36068743,0.58702224,0.00805995,1.23143525,0.45704681,0.24519396
-5.18359180,1.95177375,0.01237159,0.22973006,0.35079757,0.59136894,0.00842939,1.22638374,0.45075861,0.24258119
-5.17758879,1.94927237,0.01141220,0.23251821,0.34170536,0.59530592,0.00878768,1.22255191,0.44568159,0.24006172
-5.17158579,1.94716536,0.01047154,0.23497613,0.33338006,0.59866703,0.00912832,1.21963438,0.44164411,0.23762922
-5.16558279,1.94496209,0.00955568,0.23702215,0.32579405,0.60128522,0.00944470,1.21732827,0.43847692,0.23527663
-5.15957979,1.94218140,0.00867051,0.23857605,0.31892190,0.60299550,0.00973037,1.21533609,0.43601506,0.23299528
-5.15357679,1.93836025,0.00782156,0.23956117,0.31273983,0.60363890,0.00997916,1.21337054,0.43409999,0.23077448
-5.14757379,1.93306499,0.00701379,0.23990683,0.30722542,0.60306725,0.01018537,1.21116088,0.43258210,0.22860175
-5.14157079,1.92590470,0.00625147,0.23955092,0.30235770,0.60114853,0.01034403,1.20846052,0.43132333,0.22646339
-5.13556778,1.91654547,0.00553803,0.23844240,0.29811748,0.59777247,0.01045100,1.20505543,0.43019991,0.22434558
-5.12956478,1.90472467,0.00487602,0.23654370,0.29448784,0.59285599,0.01050319,1.20077245,0.42910492,0.22223569
-5.12356178,1.89026394,0.00426713,0.23383286,0.29145468,0.58634806,0.01049862,1.19548702,0.42795053,0.22012369
-5.11755878,1.87307981,0.00371216,0.23030504,0.28900718,0.57823371,0.01043656,1.18912942,0.42666975,0.21800358
-5.11155578,1.85319090,0.00321112,0.22597358,0.28713814,0.56853669,0.01031751,1.18168907,0.42521746,0.21587463
-5.10555278,1.83072086,0.00276332,0.22087029,0.28584393,0.55732067,0.01014327,1.17321630,0.42357064,0.21374234
-5.09954977,1.80589670,0.00236748,0.21504495,0.28512424,0.54468873,0.00991678,1.16382124,0.42172775,0.21161891
-5.09354677,1.77904219,0.00202189,0.20856419,0.28498133,0.53078110,0.00964212,1.15366989,0.41970722,0.20952342
-5.08754377,1.75056658,0.00172451,0.20150949,0.28541908,0.51577129,0.00932430,1.14297729,0.41754513,0.20748136
-5.08154077,1.72094919,0.00147318,0.19397462,0.28644168,0.49986067,0.00896911,1.13199823,0.41529221,0.20552382
-5.07553777,1.69072064,0.00126569,0.18606262,0.28805217,0.48327186,0.00858292,1.12101601,0.41301032,0.20368623
-5.06953477,1.66044183,0.00110000,0.17788231,0.29025091,0.46624120,0.00817247,1.11032982,0.41076865,0.20200680
-5.06353177,1.63068181,0.00097428,0.16954467,0.29303416,0.44901076,0.00774465,1.10024161,0.40863985,0.20052476
-5.05752876,1.60199581,0.00088706,0.16115919,0.29639285,0.43182030,0.00730626,1.09104307,0.40669631,0.19927858
-5.05152576,1.57490481,0.00083730,0.15283043,0.30031166,0.41489955,0.00686388,1.08300364,0.40500682,0.19830417
-5.04552276,1.54987744,0.00082446,0.14465485,0.30476856,0.39846124,0.00642363,1.07636012,0.40363380,0.19763335
-5.03951976,1.52731549,0.00084850,0.13671814,0.30973477,0.38269522,0.00599107,1.07130848,0.40263116,0.19729256
-5.03351676,1.50754343,0.00090993,0.12909314,0.31517527,0.36776381,0.00557105,1.06799824,0.40204293,0.19730196
-5.02751376,1.49080238,0.00100977,0.12183840,0.32104968,0.35379870,0.00516769,1.06652959,0.40190262,0.19767500
-5.02151076,1.47724863,0.00114950,0.11499744,0.32731363,0.34089941,0.00478431,1.06695332,0.40223330,0.19841834
-5.01550775,1.46695652,0.00133100,0.10859872,0.33392026,0.32913318,0.00442341,1.06927334,0.40304820,0.19953229
-5.00950475,1.45992494,0.00155643,0.10265618,0.34082195,0.31853639,0.00408674,1.07345145,0.40435184,0.20101161
-5.00350175,1.45608714,0.00182811,0.09717046,0.34797200,0.30911713,0.00377532,1.07941384,0.40614134,0.20284660
-4.99749875,1.45532255,0.00214840,0.09213056,0.35532603,0.30085879,0.00348953,1.08705884,0.40840787,0.20502448
-4.99149575,1.45746999,0.00251946,0.08751581,0.36284314,0.29372438,0.00322919,1.09626517,0.41113799,0.20753080
-4.98549275,1.46234110,0.00294314,0.08329818,0.37048653,0.28766121,0.00299369,1.10690021,0.41431476,0.21035098
-4.97948974,1.46973311,0.00342073,0.07944461,0.37822361,0.28260574,0.00278202,1.11882753,0.41791842,0.21347167
-4.97348674,1.47944020,0.00395279,0.07591939,0.38602544,0.27848821,0.00259294,1.13191336,0.42192671,0.21688202
-4.96748374,1.49126270,0.00453893,0.07268636,0.39386563,0.27523686,0.00242503,1.14603147,0.42631466,0.22057455
-4.96148074,1.50501374,0.00517766,0.06971086,0.40171870,0.27278153,0.00227678,1.16106633,0.43105391,0.22454586
-4.95547774,1.52052304,0.00586620,0.06696147,0.40955796,0.27105648,0.00214665,1.17691429,0.43611168,0.22879688
-4.94947474,1.53763790,0.00660034,0.06441123,0.41735318,0.27000235,0.00203313,1.19348300,0.44144946,0.23333273
-4.94347174,1.55622143,0.00737443,0.06203857,0.42506816,0.26956718,0.00193480,1.21068902,0.44702154,0.23816229
-4.93746873,1.57614850,0.00818124,0.05982776,0.43265833,0.26970661,0.00185030,1.22845419,0.45277352,0.24329729
-4.93146573,1.59729982,0.00901207,0.05776897,0.44006882,0.27038325,0.00177840,1.24670077,0.45864112,0.24875125
-4.92546273,1.61955469,0.00985678,0.05585795,0.44723294,0.27156535,0.00171796,1.26534616,0.46454920,0.25453801
-4.91945973,1.64278324,0.01070398,0.05409538,0.45407137,0.27322493,0.00166797,1.28429736,0.47041132,0.26067021
-4.91345673,1.66683858,0.01154119,0.05248593,0.46049223,0.27533558,0.00162749,1.30344572,0.47612986,0.26715749
-4.90745373,1.69154955,0.01235519,0.05103715,0.46639196,0.27786999,0.00159565,1.32266245,0.48159679,0.27400478
-4.90145073,1.71671472,0.01313227,0.04975819,0.47165720,0.28079754,0.00157165,1.34179508,0.48669509,0.28121055
-4.89544772,1.74209780,0.01385865,0.04865846,0.47616749,0.28408193,0.00155471,1.36066527,0.49130084,0.28876508
-4.88944472,1.76742506,0.01452085,0.04774640,0.47979875,0.28767926,0.00154409,1.37906808,0.49528587,0.29664898
-4.88344172,1.79238466,0.01510613,0.04702818,0.48242738,0.29153637,0.00153904,1.39677271,0.49852087,0.30483181
-4.87743872,1.81662820,0.01560284,0.04650667,0.48393474,0.29558980,0.00153879,1.41352480,0.50087891,0.31327100
-4.87143572,1.83977423,0.01600087,0.04618055,0.48421182,0.29976534,0.00154257,1.42905011,0.50223908,0.32191110
-4.86543272,1.86141365,0.01629194,0.04604368,0.48316382,0.30397814,0.00154959,1.44305946,0.50249014,0.33068327
-4.85942971,1.88111680,0.01646992,0.04608467,0.48071436,0.30813352,0.00155901,1.45525469,0.50153417,0.33950524
-4.85342671,1.89844186,0.01653101,0.04628681,0.47680924,0.31212834,0.00157001,1.46533536,0.49928970,0.34828171
-4.84742371,1.91294438,0.01647392,0.04662818,0.47141927,0.31585300,0.00158174,1.47300602,0.49569461,0.35690511
-4.84142071,1.92418749,0.01629986,0.04708212,0.46454237,0.31919381,0.00159333,1.47798375,0.49070838,0.36525696
-4.83541771,1.93175263,0.01601254,0.04761782,0.45620458,0.32203591,0.00160394,1.48000569,0.48431369,0.37320958
-4.82941471,1.93525031,0.01561804,0.04820128,0.44645999,0.32426635,0.00161276,1.47883644,0.47651747,0.38062848
-4.82341171,1.93433082,0.01512454,0.04879628,0.43538980,0.32577746,0.00161901,1.47427509,0.46735111,0.38737505
-4.81740870,1.92869450,0.01454212,0.04936558,0.42310030,0.32647020,0.00162196,1.46616167,0.45687010,0.39330977
-4.81140570,1.91810138,0.01388236,0.04987216,0.40972009,0.32625745,0.00162098,1.45438296,0.44515299,0.39829580
-4.80540270,1.90237993,0.01315797,0.05028050,0.39539673,0.32506716,0.00161551,1.43887751,0.43229980,0.40220283
-4.79939970,1.88143472,0.01238239,0.05055784,0.38029279,0.32284511,0.00160511,1.41963965,0.41842993,0.40491109
-4.79339670,1.85525277,0.01156938,0.05067532,0.36458176,0.31955732,0.00158947,1.39672256,0.40367967,0.40631538
-4.78739370,1.82390829,0.01073264,0.05060912,0.34844374,0.31519185,0.00156840,1.37024012,0.38819937,0.40632901
-4.78139070,1.78756571,0.00988539,0.05034129,0.33206141,0.30976011,0.00154191,1.34036746,0.37215045,0.40488745
-4.77538769,1.74648068,0.00904009,0.04986051,0.31561603,0.30329741,0.00151012,1.30734022,0.35570218,0.40195145
-4.76938469,1.70099905,0.00820812,0.04916265,0.29928398,0.29586293,0.00147338,1.27145235,0.33902851,0.39750965
-4.76338169,1.65155345,0.00739958,0.04825100,0.28323369,0.28753890,0.00143219,1.23305232,0.32230480,0.39158031
-4.75737869,1.59865771,0.00662317,0.04713641,0.26762302,0.27842917,0.00138724,1.19253798,0.30570475,0.38421226
-4.75137569,1.54289886,0.00588601,0.04583716,0.25259724,0.26865709,0.00133943,1.15034978,0.28939736,0.37548483
-4.74537269,1.48492708,0.00519369,0.04437860,0.23828743,0.25836297,0.00128984,1.10696269,0.27354411,0.36550680
-4.73936968,1.42544355,0.00455025,0.04279266,0.22480948,0.24770087,0.00123974,1.06287689,0.25829637,0.35441436
-4.73336668,1.36518669,0.00395829,0.04111717,0.21226337,0.23683524,0.00119057,1.01860743,0.24379309,0.34236814
-4.72736368,1.30491702,0.00341902,0.03939509,0.20073289,0.22593715,0.00114397,0.97467313,0.23015871,0.32954938
-4.72136068,1.24540121,0.00293248,0.03767362,0.19028564,0.21518055,0.00110173,0.93158508,0.21750146,0.31615548
-4.71535768,1.18739570,0.00249765,0.03600321,0.18097328,0.20473840,0.00106580,0.88983508,0.20591192,0.30239490
-4.70935468,1.13163036,0.00211264,0.03443659,0.17283192,0.19477905,0.00103827,0.84988439,0.19546204,0.28848191
-4.70335168,1.07879294,0.00177489,0.03302773,0.16588263,0.18546271,0.00102134,0.81215311,0.18620438,0.27463102
-4.69734867,1.02951439,0.00148132,0.03183079,0.16013206,0.17693827,0.00101733,0.77701067,0.17817182,0.26105166
-4.69134567,0.98435576,0.00122851,0.03089910,0.15557307,0.16934049,0.00102860,0.74476755,0.17137753,0.24794301
-4.68534267,0.94379690,0.00101282,0.03028409,0.15218535,0.16278753,0.00105755,0.71566861,0.16581531,0.23548930
-4.67933967,0.90822715,0.00083056,0.03003432,0.14993610,0.15737889,0.00110660,0.68988819,0.16146023,0.22385572
-4.67333667,0.87793821,0.00067807,0.03019437,0.14878062,0.15319379,0.00117808,0.66752702,0.15826955,0.21318491
-4.66733367,0.85311927,0.00055183,0.03080389,0.14866291,0.15028983,0.00127422,0.64861110,0.15618378,0.20359429
-4.66133067,0.83385433,0.00044848,0.03189651,0.14951629,0.14870210,0.00139708,0.63309234,0.15512813,0.19517405
-4.65532766,0.82012157,0.00036494,0.03349889,0.15126392,0.14844258,0.00154845,0.62085109,0.15501391,0.18798597
-4.64932466,0.81179482,0.00029836,0.03562963,0.15381945,0.14949978,0.00172981,0.61170023,0.15574025,0.18206297
-4.64332166,0.80864677,0.00024619,0.03829837,0.15708756,0.15183875,0.00194223,0.60539077,0.15719579,0.17740928
