energy_ev,total_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-6.00000000,1.48620936,0.22295594,0.34377087,0.01441824,0.12609509,0.04645297,0.45397940,0.20459896,0.15315084
-5.99399700,1.51667414,0.22644418,0.35228887,0.01482465,0.12921424,0.04779833,0.46235770,0.20621787,0.15605771
-5.98799400,1.54070977,0.22925577,0.35914569,0.01514097,0.13185867,0.04892863,0.46874393,0.20754855,0.15820336
-5.98199100,1.55806438,0.23138366,0.36425053,0.01536218,0.13400273,0.04984116,0.47306878,0.20860043,0.15956106
-5.97598799,1.56869077,0.23285816,0.36756352,0.01548538,0.13564109,0.05053968,0.47532098,0.20939362,0.16012561
-5.96998499,1.57274712,0.23374671,0.36909679,0.01550986,0.13678865,0.05103414,0.47554799,0.20995859,0.15991333
-5.96398199,1.57058981,0.23415235,0.36891358,0.01543714,0.13747970,0.05134019,0.47385427,0.21033511,0.15896111
-5.95797899,1.56275805,0.23421083,0.36712536,0.01527086,0.13776628,0.05147837,0.47039730,0.21057066,0.15732470
-5.95197599,1.54995117,0.23408636,0.36388711,0.01501662,0.13771586,0.05147309,0.46538143,0.21071828,0.15507623
-5.94597299,1.53299944,0.23396614,0.35939085,0.01468179,0.13740826,0.05135145,0.45904988,0.21083401,0.15230113
-5.93996998,1.51282953,0.23405364,0.35385780,0.01427518,0.13693213,0.05114191,0.45167519,0.21097393,0.14909450
-5.93396698,1.49042639,0.23456107,0.34752956,0.01380673,0.13638098,0.05087288,0.44354862,0.21119118,0.14555722
-5.92796398,1.46679314,0.23570108,0.34065850,0.01328711,0.13584898,0.05057136,0.43496895,0.21153290,0.14179191
-5.92196098,1.44291080,0.23767804,0.33349809,0.01272737,0.13542669,0.05026165,0.42623120,0.21203750,0.13789894
-5.91595798,1.41969972,0.24067931,0.32629337,0.01213857,0.13519696,0.04996417,0.41761578,0.21273219,0.13397269
-5.90995498,1.39798436,0.24486668,0.31927199,0.01153138,0.13523113,0.04969455,0.40937852,0.21363108,0.13009820
-5.90395198,1.37846285,0.25036842,0.31263636,0.01091583,0.13558567,0.04946292,0.40174197,0.21473389,0.12634837
-5.89794897,1.36168268,0.25727228,0.30655697,0.01030100,0.13629955,0.04927352,0.39488835,0.21602535,0.12278188
-5.89194597,1.34802322,0.26561963,0.30116731,0.00969485,0.13739222,0.04912463,0.38895435,0.21747529,0.11944172
-5.88594297,1.33768577,0.27540117,0.29656042,0.00910404,0.13886255,0.04900877,0.38402783,0.21903950,0.11635461
-5.87993997,1.33069113,0.28655425,0.29278722,0.00853388,0.14068854,0.04891321,0.38014662,0.22066118,0.11353106
-5.87393697,1.32688456,0.29896211,0.28985649,0.00798834,0.14282797,0.04882075,0.37729924,0.22227291,0.11096623
-5.86793397,1.32594760,0.31245506,0.28773651,0.00747006,0.14521987,0.04871072,0.37542738,0.22379921,0.10864137
-5.86193097,1.32741589,0.32681362,0.28635823,0.00698047,0.14778675,0.04856011,0.37443006,0.22515922,0.10652576
-5.85592796,1.33070206,0.34177360,0.28561953,0.00651992,0.15043750,0.04834480,0.37416904,0.22626971,0.10457913
-5.84992496,1.33512238,0.35703292,0.28539066,0.00608789,0.15307085,0.04804083,0.37447535,0.22704808,0.10275424
-5.84392196,1.33992608,0.37226009,0.28552031,0.00568310,0.15557915,0.04762565,0.37515652,0.22741522,0.10099968
-5.83791896,1.34432588,0.38710392,0.28584216,0.00530379,0.15785249,0.04707920,0.37600425,0.22729827,0.09926255
-5.83191596,1.34752870,0.40120427,0.28618166,0.00494786,0.15978272,0.04638494,0.37680228,0.22663305,0.09749115
-5.82591296,1.34876528,0.41420337,0.28636271,0.00461304,0.16126752,0.04553057,0.37733411,0.22536618,0.09563729
-5.81990995,1.34731777,0.42575729,0.28621405,0.00429709,0.16221406,0.04450862,0.37739036,0.22345684,0.09365834
-5.81390695,1.34254438,0.43554727,0.28557520,0.00399788,0.16254238,0.04331672,0.37677564,0.22087809,0.09151891
-5.80790395,1.33390058,0.44329028,0.28430172,0.00371353,0.16218821,0.04195769,0.37531470,0.21761797,0.08919208
-5.80190095,1.32095621,0.44874861,0.28226971,0.00344243,0.16110512,0.04043938,0.37285778,0.21368009,0.08666022
-5.79589795,1.30340834,0.45173795,0.27937949,0.00318335,0.15926617,0.03877423,0.36928503,0.20908401,0.08391531
-5.78989495,1.28108970,0.45213388,0.27555833,0.00293538,0.15666468,0.03697876,0.36451001,0.20386537,0.08095899
-5.78389195,1.25397271,0.44987627,0.27076228,0.00269796,0.15331446,0.03507284,0.35848210,0.19807574,0.07780214
-5.77788894,1.22216940,0.44497179,0.26497709,0.00247083,0.14924929,0.03307890,0.35118803,0.19178233,0.07446424
-5.77188594,1.18592744,0.43749410,0.25821823,0.00225400,0.14452186,0.03102108,0.34265237,0.18506751,0.07097241
-5.76588294,1.14562263,0.42758215,0.25053009,0.00204768,0.13920211,0.02892437,0.33293700,0.17802823,0.06736039
-5.75987994,1.10174844,0.41543637,0.24198444,0.00185226,0.13337523,0.02681378,0.32213979,0.17077532,0.06366730
-5.75387694,1.05490306,0.40131326,0.23267824,0.00166819,0.12713922,0.02471357,0.31039236,0.16343261,0.05993642
-5.74787394,1.00577435,0.38551836,0.22273081,0.00149596,0.12060232,0.02264661,0.29785709,0.15613597,0.05621396
-5.74187094,0.95512347,0.36839821,0.21228061,0.00133608,0.11388027,0.02063383,0.28472348,0.14903215,0.05254785
-5.73586793,0.90376744,0.35033135,0.20148167,0.00118899,0.10709355,0.01869377,0.27120391,0.14227749,0.04898663
-5.72986493,0.85256127,0.33171893,0.19049967,0.00105504,0.10036471,0.01684231,0.25752892,0.13603632,0.04557844
-5.72386193,0.80237989,0.31297512,0.17950803,0.00093452,0.09381579,0.01509249,0.24394216,0.13047915,0.04237010
-5.71785893,0.75410042,0.29451769,0.16868381,0.00082756,0.08756600,0.01345448,0.23069507,0.12578055,0.03940635
-5.71185593,0.70858490,0.27675893,0.15820375,0.00073421,0.08172952,0.01193561,0.21804136,0.12211668,0.03672910
-5.70585293,0.66666373,0.26009721,0.14824037,0.00065439,0.07641366,0.01054057,0.20623155,0.11966243,0.03437691
-5.69984992,0.62911994,0.24490924,0.13895833,0.00058791,0.07171713,0.00927156,0.19550745,0.11858822,0.03238441
-5.69384692,0.59667452,0.23154306,0.13051094,0.00053450,0.06772861,0.00812859,0.18609682,0.11905639,0.03078187
-5.68784392,0.56997262,0.22031196,0.12303702,0.00049378,0.06452546,0.00710981,0.17820829,0.12121721,0.02959474
-5.68184092,0.54957090,0.21148911,0.11665809,0.00046531,0.06217267,0.00621175,0.17202654,0.12520463,0.02884331
-5.67583792,0.53592595,0.20530296,0.11147585,0.00044860,0.06072179,0.00542968,0.16770779,0.13113174,0.02854228
-5.66983492,0.52938389,0.20193340,0.10757003,0.00044307,0.06021017,0.00475791,0.16537588,0.13908620,0.02870040
-5.66383192,0.53017125,0.20150854,0.10499671,0.00044811,0.06066007,0.00419005,0.16511877,0.14912556,0.02932011
-5.65782891,0.53838736,0.20410206,0.10378691,0.00046309,0.06207804,0.00371927,0.16698566,0.16127294,0.03039724
-5.65182591,0.55399841,0.20973129,0.10394574,0.00048730,0.06445431,0.00333853,0.17098488,0.17551304,0.03192070
-5.64582291,0.57683356,0.21835587,0.10545191,0.00052001,0.06776231,0.00304074,0.17708246,0.19178877,0.03387230
-5.63981991,0.60658332,0.22987714,0.10825776,0.00056045,0.07195840,0.00281895,0.18520166,0.20999886,0.03622662
-5.63381691,0.64280074,0.24413842,0.11228987,0.00060783,0.07698182,0.00266648,0.19522350,0.22999646,0.03895108
-5.62781391,0.68490571,0.26092619,0.11745014,0.00066131,0.08275495,0.00257703,0.20698824,0.25158914,0.04200613
-5.62181091,0.73219255,0.27997248,0.12361758,0.00072004,0.08918392,0.00254477,0.22029807,0.27454035,0.04534564
-5.61580790,0.78384147,0.30095846,0.13065056,0.00078313,0.09615968,0.00256445,0.23492088,0.29857254,0.04891760
-5.60980490,0.83893375,0.32351941,0.13838989,0.00084971,0.10355958,0.00263148,0.25059523,0.32337189,0.05266488
-5.60380190,0.89647066,0.34725124,0.14666235,0.00091891,0.11124938,0.00274200,0.26703631,0.34859475,0.05652643
-5.59779890,0.95539611,0.37171842,0.15528485,0.00098992,0.11908598,0.00289300,0.28394290,0.37387559,0.06043851
-5.59179590,1.01462232,0.39646334,0.16406919,0.00106195,0.12692046,0.00308239,0.30100517,0.39883623,0.06433628
-5.58579290,1.07305809,0.42101697,0.17282706,0.00113433,0.13460180,0.00330911,0.31791298,0.42309620,0.06815538
-5.57978989,1.12963870,0.44491053,0.18137553,0.00120647,0.14198086,0.00357323,0.33436449,0.44628358,0.07183375
-5.57378689,1.18335655,0.46768790,0.18954248,0.00127794,0.14891470,0.00387608,0.35007475,0.46804620,0.07531335
-5.56778389,1.23329121,0.48891828,0.19717214,0.00134846,0.15527102,0.00422030,0.36478394,0.48806244,0.07854190
-5.56178089,1.27863790,0.50820874,0.20413030,0.00141794,0.16093262,0.00460999,0.37826484,0.50605130,0.08147444
-5.55577789,1.31873289,0.52521612,0.21030909,0.00148649,0.16580165,0.00505075,0.39032922,0.52178117,0.08407471
-5.54977489,1.35307489,0.53965770,0.21563119,0.00155442,0.16980342,0.00554972,0.40083291,0.53507689,0.08631624
-5.54377189,1.38134123,0.55132030,0.22005314,0.00162226,0.17288979,0.00611563,0.40967921,0.54582471,0.08818308
-5.53776888,1.40339808,0.56006723,0.22356776,0.00169074,0.17504168,0.00675874,0.41682041,0.55397494,0.08967015
-5.53176588,1.41930410,0.56584285,0.22620542,0.00176075,0.17627089,0.00749074,0.42225748,0.55954206,0.09078314
-5.52576288,1.42930727,0.56867442,0.22803418,0.00183335,0.17662084,0.00832466,0.42603781,0.56260228,0.09153809
-5.51975988,1.43383491,0.56867115,0.22915875,0.00190970,0.17616636,0.00927461,0.42825109,0.56328877,0.09196043
-5.51375688,1.43347735,0.56602039,0.22971819,0.00199105,0.17501238,0.01035553,0.42902365,0.56178460,0.09208376
-5.50775388,1.42896582,0.56098122,0.22988257,0.00207861,0.17329167,0.01158287,0.42851137,0.55831402,0.09194829
-5.50175088,1.42114566,0.55387554,0.22984855,0.00217357,0.17116150,0.01297214,0.42689168,0.55313219,0.09159905
-5.49574787,1.41094584,0.54507711,0.22983412,0.00227700,0.16879957,0.01453851,0.42435500,0.54651424,0.09108396
-5.48974487,1.39934631,0.53499905,0.23007262,0.00238978,0.16639910,0.01629621,0.42109599,0.53874389,0.09045188
-5.48374187,1.38734444,0.52408015,0.23080624,0.00251255,0.16416345,0.01825808,0.41730520,0.53010242,0.08975063
-5.47773887,1.37592199,0.51277081,0.23227926,0.00264566,0.16230031,0.02043493,0.41316139,0.52085837,0.08902530
-5.47173587,1.36601396,0.50151885,0.23473117,0.00278911,0.16101571,0.02283499,0.40882495,0.51125848,0.08831662
-5.46573287,1.35848040,0.49075605,0.23838996,0.00294252,0.16050812,0.02546336,0.40443279,0.50152023,0.08765973
-5.45972986,1.35408237,0.48088569,0.24346575,0.00310511,0.16096269,0.02832149,0.40009479,0.49182634,0.08708325
-5.45372686,1.35346264,0.47227165,0.25014485,0.00327568,0.16254594,0.03140673,0.39589197,0.48232122,0.08660872
-5.44772386,1.35713163,0.46522934,0.25858470,0.00345264,0.16540099,0.03471198,0.39187643,0.47310957,0.08625043
-5.44172086,1.36545909,0.46001878,0.26890949,0.00363400,0.16964364,0.03822542,0.38807298,0.46425697,0.08601561
-5.43571786,1.37867120,0.45683999,0.28120684,0.00381746,0.17535912,0.04193035,0.38448221,0.45579237,0.08590496
-5.42971486,1.39685309,0.45583071,0.29552555,0.00400039,0.18259998,0.04580527,0.38108485,0.44771215,0.08591345
-5.42371186,1.41995629,0.45706649,0.31187450,0.00417998,0.19138491,0.04982400,0.37784702,0.43998543,0.08603136
-5.41770885,1.44781050,0.46056304,0.33022271,0.00435327,0.20169864,0.05395599,0.37472606,0.43256034,0.08624550
-5.41170585,1.48013903,0.46628064,0.35050064,0.00451722,0.21349295,0.05816685,0.37167664,0.42537085,0.08654042
-5.40570285,1.51657698,0.47413039,0.37260269,0.00466884,0.22668875,0.06241899,0.36865660,0.41834369,0.08689973
-5.39969985,1.55669157,0.48398209,0.39639077,0.00480528,0.24117905,0.06667233,0.36563242,0.41140514,0.08730727
-5.39369685,1.60000350,0.49567327,0.42169900,0.00492389,0.25683299,0.07088529,0.36258383,0.40448735,0.08774823
-5.38769385,1.64600871,0.50901919,0.44833925,0.00502231,0.27350051,0.07501570,0.35950745,0.39753377,0.08820997
