energy_ev,total_up,S_s_up,S_p_up,Sn_p_up,Sn_d_up,Zn_p_up,Zn_d_up
-6.00000000,0.44607855,0.01432329,0.01945266,0.09694845,0.00007296,0.11020886,0.03075140
-5.99399700,0.42451649,0.01364922,0.01827628,0.09370065,0.00006893,0.10514365,0.02883318
-5.98799400,0.40218036,0.01294151,0.01716691,0.09004106,0.00006480,0.09986052,0.02696013
-5.98199100,0.37924445,0.01220765,0.01611115,0.08601802,0.00006062,0.09439905,0.02513218
-5.97598799,0.35589774,0.01145528,0.01509949,0.08168567,0.00005643,0.08880398,0.02335111
-5.96998499,0.33233986,0.01069205,0.01412618,0.07710265,0.00005226,0.08312411,0.02162033
-5.96398199,0.30877666,0.00992551,0.01318884,0.07233051,0.00004815,0.07741109,0.01994463
-5.95797899,0.28541546,0.00916297,0.01228818,0.06743218,0.00004413,0.07171802,0.01832994
-5.95197599,0.26246027,0.00841137,0.01142748,0.06247034,0.00004023,0.06609812,0.01678295
-5.94597299,0.24010717,0.00767715,0.01061219,0.05750590,0.00003648,0.06060336,0.01531084
-5.93996998,0.21854006,0.00696616,0.00984941,0.05259651,0.00003290,0.05528322,0.01392093
-5.93396698,0.19792688,0.00628356,0.00914745,0.04779532,0.00002950,0.05018359,0.01262043
-5.92796398,0.17841656,0.00563375,0.00851543,0.04314994,0.00002630,0.04534582,0.01141614
-5.92196098,0.16013659,0.00502031,0.00796288,0.03870160,0.00002332,0.04080599,0.01031426
-5.91595798,0.14319146,0.00444599,0.00749939,0.03448460,0.00002055,0.03659441,0.00932022
-5.90995498,0.12766188,0.00391271,0.00713436,0.03052605,0.00001801,0.03273532,0.00843855
-5.90395198,0.11360474,0.00342157,0.00687673,0.02684582,0.00001568,0.02924678,0.00767277
-5.89794897,0.10105372,0.00297292,0.00673480,0.02345678,0.00001357,0.02614082,0.00702539
-5.89194597,0.09002053,0.00256638,0.00671604,0.02036516,0.00001168,0.02342367,0.00649789
-5.88594297,0.08049662,0.00220096,0.00682700,0.01757117,0.00000999,0.02109619,0.00609068
-5.87993997,0.07245519,0.00187515,0.00707319,0.01506969,0.00000849,0.01915438,0.00580325
-5.87393697,0.06585346,0.00158696,0.00745898,0.01285109,0.00000718,0.01758990,0.00563409
-5.86793397,0.06063505,0.00133409,0.00798760,0.01090203,0.00000603,0.01639076,0.00558089
-5.86193097,0.05673232,0.00111396,0.00866107,0.00920629,0.00000504,0.01554187,0.00564051
-5.85592796,0.05406875,0.00092386,0.00948020,0.00774563,0.00000420,0.01502572,0.00580910
-5.84992496,0.05256112,0.00076098,0.01044464,0.00650054,0.00000348,0.01482290,0.00608222
-5.84392196,0.05212155,0.00062253,0.01155296,0.00545085,0.00000289,0.01491274,0.00645487
-5.83791896,0.05265944,0.00050577,0.01280271,0.00457643,0.00000240,0.01527377,0.00692165
-5.83191596,0.05408317,0.00040808,0.01419062,0.00385761,0.00000200,0.01588427,0.00747683
-5.82591296,0.05630174,0.00032697,0.01571279,0.00327559,0.00000169,0.01672269,0.00811451
-5.81990995,0.05922622,0.00026017,0.01736494,0.00281278,0.00000146,0.01776811,0.00882875
-5.81390695,0.06277113,0.00020557,0.01914271,0.00245294,0.00000129,0.01900067,0.00961373
-5.80790395,0.06685575,0.00016129,0.02104197,0.00218137,0.00000119,0.02040192,0.01046389
-5.80190095,0.07140529,0.00012566,0.02305921,0.00198494,0.00000115,0.02195520,0.01137411
-5.79589795,0.07635197,0.00009722,0.02519183,0.00185209,0.00000115,0.02364597,0.01233989
-5.78989495,0.08163605,0.00007468,0.02743850,0.00177276,0.00000121,0.02546211,0.01335747
-5.78389195,0.08720663,0.00005697,0.02979942,0.00173833,0.00000132,0.02739416,0.01442399
-5.77788894,0.09302227,0.00004315,0.03227658,0.00174151,0.00000148,0.02943545,0.01553758
-5.77188594,0.09905141,0.00003245,0.03487379,0.00177615,0.00000168,0.03158225,0.01669741
-5.76588294,0.10527249,0.00002423,0.03759678,0.00183715,0.00000193,0.03383370,0.01790371
-5.75987994,0.11167365,0.00001796,0.04045299,0.00192027,0.00000223,0.03619174,0.01915767
-5.75387694,0.11825226,0.00001322,0.04345135,0.00202199,0.00000258,0.03866084,0.02046137
-5.74787394,0.12501385,0.00000967,0.04660185,0.00213938,0.00000297,0.04124765,0.02181758
-5.74187094,0.13197088,0.00000701,0.04991498,0.00226989,0.00000342,0.04396057,0.02322946
-5.73586793,0.13914101,0.00000506,0.05340110,0.00241131,0.00000392,0.04680912,0.02470033
-5.72986493,0.14654516,0.00000362,0.05706964,0.00256158,0.00000446,0.04980330,0.02623324
-5.72386193,0.15420535,0.00000257,0.06092828,0.00271872,0.00000506,0.05295289,0.02783063
-5.71785893,0.16214235,0.00000181,0.06498213,0.00288074,0.00000571,0.05626663,0.02949393
-5.71185593,0.17037331,0.00000127,0.06923282,0.00304557,0.00000640,0.05975149,0.03122318
-5.70585293,0.17890949,0.00000088,0.07367780,0.00321105,0.00000714,0.06341190,0.03301663
-5.69984992,0.18775411,0.00000061,0.07830958,0.00337483,0.00000792,0.06724904,0.03487046
-5.69384692,0.19690049,0.00000042,0.08311519,0.00353446,0.00000874,0.07126025,0.03677853
-5.68784392,0.20633052,0.00000029,0.08807579,0.00368734,0.00000959,0.07543848,0.03873220
-5.68184092,0.21601354,0.00000020,0.09316640,0.00383080,0.00001047,0.07977192,0.04072023
-5.67583792,0.22590575,0.00000013,0.09835593,0.00396214,0.00001138,0.08424374,0.04272886
-5.66983492,0.23595003,0.00000009,0.10360729,0.00407869,0.00001230,0.08883191,0.04474184
-5.66383192,0.24607630,0.00000006,0.10887775,0.00417791,0.00001323,0.09350932,0.04674069
-5.65782891,0.25620236,0.00000004,0.11411951,0.00425747,0.00001417,0.09824385,0.04870499
-5.65182591,0.26623522,0.00000003,0.11928039,0.00431532,0.00001510,0.10299869,0.05061276
-5.64582291,0.27607276,0.00000002,0.12430464,0.00434980,0.00001603,0.10773279,0.05244087
-5.63981991,0.28560590,0.00000002,0.12913397,0.00435970,0.00001693,0.11240136,0.05416560
-5.63381691,0.29472094,0.00000002,0.13370856,0.00434433,0.00001782,0.11695659,0.05576308
-5.62781391,0.30330229,0.00000002,0.13796826,0.00430359,0.00001867,0.12134836,0.05720991
-5.62181091,0.31123533,0.00000002,0.14185374,0.00423795,0.00001948,0.12552520,0.05848370
-5.61580790,0.31840951,0.00000003,0.14530776,0.00414855,0.00002025,0.12943526,0.05956361
-5.60980490,0.32472145,0.00000004,0.14827639,0.00403713,0.00002097,0.13302744,0.06043089
-5.60380190,0.33007819,0.00000005,0.15071029,0.00390604,0.00002164,0.13625260,0.06106937
-5.59779890,0.33440042,0.00000007,0.15256593,0.00375822,0.00002225,0.13906489,0.06146595
-5.59179590,0.33762561,0.00000009,0.15380676,0.00359715,0.00002279,0.14142309,0.06161098
-5.58579290,0.33971101,0.00000012,0.15440434,0.00342679,0.00002328,0.14329209,0.06149862
-5.57978989,0.34063644,0.00000017,0.15433935,0.00325156,0.00002369,0.14464435,0.06112715
-5.57378689,0.34040671,0.00000022,0.15360250,0.00307626,0.00002405,0.14546124,0.06049912
-5.56778389,0.33905369,0.00000029,0.15219525,0.00290604,0.00002434,0.14573446,0.05962153
-5.56178089,0.33663774,0.00000038,0.15013036,0.00274637,0.00002457,0.14546717,0.05850583
-5.55577789,0.33324857,0.00000050,0.14743220,0.00260299,0.00002475,0.14467500,0.05716783
-5.54977489,0.32900530,0.00000065,0.14413678,0.00248191,0.00002489,0.14338674,0.05562754
-5.54377189,0.32405565,0.00000084,0.14029152,0.00238943,0.00002499,0.14164467,0.05390889
-5.53776888,0.31857427,0.00000108,0.13595470,0.00233210,0.00002507,0.13950461,0.05203927
-5.53176588,0.31276001,0.00000138,0.13119460,0.00231673,0.00002514,0.13703535,0.05004912
-5.52576288,0.30683230,0.00000175,0.12608831,0.00235044,0.00002521,0.13431779,0.04797122
-5.51975988,0.30102647,0.00000220,0.12072023,0.00244064,0.00002531,0.13144348,0.04584008
