energy_ev,total_up,C_s_up,C_p_up,Re_p_up,Re_d_up,Te_p_up,Te_d_up,Zn_p_up,Zn_d_up
-6.00000000,1.79987544,0.01944832,0.22959334,0.78790369,0.91452149,0.40577987,0.00000000,0.54652367,0.03695460
-5.99399700,1.81780618,0.01955285,0.22639429,0.78115885,0.95195501,0.39596963,0.00000000,0.51893227,0.03594798
-5.98799400,1.83199847,0.01954767,0.22269051,0.77276402,0.98692538,0.38572705,0.00000000,0.49112113,0.03491287
-5.98199100,1.84217524,0.01943116,0.21853092,0.76279617,1.01880503,0.37523508,0.00000000,0.46360706,0.03386693
-5.97598799,1.84809531,0.01920422,0.21396261,0.75133226,1.04699544,0.36468170,0.00000000,0.43689541,0.03282825
-5.96998499,1.84956669,0.01887017,0.20903067,0.73844994,1.07094607,0.35425648,0.00000000,0.41147002,0.03181501
-5.96398199,1.84646058,0.01843466,0.20377851,0.72422932,1.09017295,0.34414765,0.00000000,0.38778457,0.03084523
-5.95797899,1.83872488,0.01790541,0.19824846,0.70875575,1.10427580,0.33453945,0.00000000,0.36625548,0.02993651
-5.95197599,1.82639614,0.01729196,0.19248257,0.69212299,1.11295307,0.32560975,0.00000000,0.34725613,0.02910579
-5.94597299,1.80960851,0.01660533,0.18652347,0.67443639,1.11601375,0.31752782,0.00000000,0.33111228,0.02836918
-5.93996998,1.78859889,0.01585768,0.18041519,0.65581562,1.11338553,0.31045197,0.00000000,0.31809840,0.02774171
-5.93396698,1.76370718,0.01506189,0.17420365,0.63639650,1.10511865,0.30452712,0.00000000,0.30843470,0.02723709
-5.92796398,1.73537129,0.01423119,0.16793704,0.61633171,1.09138516,0.29988208,0.00000000,0.30228464,0.02686745
-5.92196098,1.70411657,0.01337878,0.16166560,0.59578999,1.07247357,0.29662651,0.00000000,0.29975273,0.02664305
-5.91595798,1.67053992,0.01251750,0.15544117,0.57495392,1.04877901,0.29484761,0.00000000,0.30088253,0.02657188
-5.90995498,1.63528913,0.01165943,0.14931623,0.55401620,1.02078937,0.29460659,0.00000000,0.30565482,0.02665937
-5.90395198,1.59903837,0.01081571,0.14334264,0.53317455,0.98906813,0.29593504,0.00000000,0.31398602,0.02690799
-5.89794897,1.56246103,0.00999625,0.13757006,0.51262570,0.95423451,0.29883146,0.00000000,0.32572700,0.02731689
-5.89194597,1.52620148,0.00920956,0.13204425,0.49255860,0.91694208,0.30325808,0.00000000,0.34066256,0.02788158
-5.88594297,1.49084714,0.00846266,0.12680525,0.47314743,0.87785680,0.30913841,0.00000000,0.35851180,0.02859370
-5.87993997,1.45690274,0.00776101,0.12188570,0.45454484,0.83763549,0.31635557,0.00000000,0.37892974,0.02944082
-5.87393697,1.42476805,0.00710853,0.11730933,0.43687585,0.79690571,0.32475187,0.00000000,0.40151041,0.03040642
-5.86793397,1.39472063,0.00650759,0.11308984,0.42023285,0.75624805,0.33412975,0.00000000,0.42579185,0.03147000
-5.86193097,1.36690462,0.00595918,0.10923008,0.40467203,0.71618144,0.34425425,0.00000000,0.45126292,0.03260735
-5.85592796,1.34132628,0.00546296,0.10572188,0.39021156,0.67715210,0.35485718,0.00000000,0.47737236,0.03379094
-5.84992496,1.31785680,0.00501746,0.10254628,0.37683157,0.63952646,0.36564285,0.00000000,0.50353972,0.03499053
-5.84392196,1.29624208,0.00462027,0.09967438,0.36447608,0.60358813,0.37629538,0.00000000,0.52916831,0.03617396
-5.83791896,1.27611919,0.00426816,0.09706865,0.35305673,0.56953893,0.38648737,0.00000000,0.55365960,0.03730796
-5.83191596,1.25703862,0.00395735,0.09468469,0.34245811,0.53750344,0.39588952,0.00000000,0.57642882,0.03835919
-5.82591296,1.23849106,0.00368367,0.09247335,0.33254442,0.50753687,0.40418100,0.00000000,0.59692113,0.03929524
-5.81990995,1.21993732,0.00344272,0.09038311,0.32316709,0.47963544,0.41105998,0.00000000,0.61462772,0.04008576
-5.81390695,1.20083978,0.00323008,0.08836251,0.31417299,0.45374856,0.41625401,0.00000000,0.62910127,0.04070341
-5.80790395,1.18069370,0.00304142,0.08636266,0.30541265,0.42979210,0.41952954,0.00000000,0.63996985,0.04112491
-5.80190095,1.15905664,0.00287267,0.08433955,0.29674823,0.40766194,0.42070041,0.00000000,0.64694887,0.04133181
-5.79589795,1.13557460,0.00272009,0.08225614,0.28806067,0.38724708,0.41963460,0.00000000,0.64985029,0.04131121
-5.78989495,1.11000354,0.00258038,0.08008406,0.27925575,0.36844151,0.41625919,0.00000000,0.64858870,0.04105620
-5.78389195,1.08222505,0.00245070,0.07780490,0.27026881,0.35115447,0.41056302,0.00000000,0.64318393,0.04056615
-5.77788894,1.05225579,0.00232874,0.07541104,0.26106778,0.33531850,0.40259711,0.00000000,0.63376002,0.03984671
-5.77188594,1.02025003,0.00221271,0.07290587,0.25165457,0.32089508,0.39247274,0.00000000,0.62054052,0.03890958
-5.76588294,0.98649550,0.00210131,0.07030364,0.24206475,0.30787764,0.38035731,0.00000000,0.60384039,0.03777211
-5.75987994,0.95140278,0.00199372,0.06762864,0.23236549,0.29629192,0.36646810,0.00000000,0.58405473,0.03645665
-5.75387694,0.91548895,0.00188956,0.06491410,0.22265214,0.28619396,0.35106444,0.00000000,0.56164497,0.03498968
-5.74787394,0.87935644,0.00178882,0.06220058,0.21304342,0.27766569,0.33443840,0.00000000,0.53712302,0.03340094
-5.74187094,0.84366805,0.00169178,0.05953417,0.20367566,0.27080878,0.31690465,0.00000000,0.51103410,0.03172233
-5.73586793,0.80911969,0.00159899,0.05696439,0.19469635,0.26573687,0.29878983,0.00000000,0.48393903,0.02998685
-5.72986493,0.77641175,0.00151112,0.05454200,0.18625731,0.26256686,0.28042193,0.00000000,0.45639664,0.02822750
-5.72386193,0.74622078,0.00142898,0.05231687,0.17850778,0.26140968,0.26212007,0.00000000,0.42894701,0.02647626
-5.71785893,0.71917252,0.00135338,0.05033578,0.17158782,0.26236101,0.24418519,0.00000000,0.40209617,0.02476312
-5.71185593,0.69581735,0.00128512,0.04864051,0.16562220,0.26549246,0.22689181,0.00000000,0.37630283,0.02311527
-5.70585293,0.67660936,0.00122490,0.04726608,0.16071505,0.27084364,0.21048122,0.00000000,0.35196737,0.02155639
-5.69984992,0.66188950,0.00117333,0.04623933,0.15694556,0.27841558,0.19515635,0.00000000,0.32942366,0.02010611
-5.69384692,0.65187363,0.00113084,0.04557778,0.15436462,0.28816567,0.18107823,0.00000000,0.30893355,0.01877973
-5.68784392,0.64664565,0.00109771,0.04528901,0.15299283,0.30000454,0.16836422,0.00000000,0.29068423,0.01758795
-5.68184092,0.64615588,0.00107401,0.04537024,0.15281959,0.31379487,0.15708790,0.00000000,0.27478838,0.01653695
-5.67583792,0.65022463,0.00105965,0.04580853,0.15380352,0.32935246,0.14728045,0.00000000,0.26128671,0.01562850
-5.66983492,0.65855067,0.00105434,0.04658122,0.15587393,0.34644918,0.13893354,0.00000000,0.25015289,0.01486026
-5.66383192,0.67072412,0.00105761,0.04765687,0.15893345,0.36481815,0.13200322,0.00000000,0.24130030,0.01422621
-5.65782891,0.68624333,0.00106886,0.04899650,0.16286159,0.38416052,0.12641494,0.00000000,0.23459031,0.01371716
-5.65182591,0.70453481,0.00108735,0.05055511,0.16751897,0.40415402,0.12206921,0.00000000,0.22984169,0.01332132
-5.64582291,0.72497562,0.00111220,0.05228355,0.17275232,0.42446262,0.11884769,0.00000000,0.22684064,0.01302495
-5.63981991,0.74691730,0.00114249,0.05413049,0.17839978,0.44474721,0.11661960,0.00000000,0.22535125,0.01281299
-5.63381691,0.76971048,0.00117722,0.05604452,0.18429646,0.46467666,0.11524812,0.00000000,0.22512573,0.01266974
-5.62781391,0.79272916,0.00121535,0.05797631,0.19028001,0.48393906,0.11459651,0.00000000,0.22591429,0.01257946
-5.62181091,0.81539400,0.00125584,0.05988067,0.19619604,0.50225254,0.11453400,0.00000000,0.22747427,0.01252693
-5.61580790,0.83719364,0.00129764,0.06171851,0.20190314,0.51937533,0.11494099,0.00000000,0.22957829,0.01249801
-5.60980490,0.85770337,0.00133976,0.06345848,0.20727739,0.53511471,0.11571363,0.00000000,0.23202121,0.01248006
-5.60380190,0.87660049,0.00138123,0.06507843,0.21221626,0.54933435,0.11676758,0.00000000,0.23462576,0.01246230
-5.59779890,0.89367581,0.00142114,0.06656634,0.21664157,0.56195998,0.11804090,0.00000000,0.23724664,0.01243607
-5.59179590,0.90884094,0.00145866,0.06792088,0.22050177,0.57298294,0.11949591,0.00000000,0.23977325,0.01239502
-5.58579290,0.92213104,0.00149304,0.06915150,0.22377307,0.58246159,0.12112014,0.00000000,0.24213081,0.01233517
-5.57978989,0.93370294,0.00152360,0.07027794,0.22645976,0.59052048,0.12292619,0.00000000,0.24428004,0.01225492
-5.57378689,0.94382877,0.00154977,0.07132928,0.22859346,0.59734721,0.12495062,0.00000000,0.24621549,0.01215489
-5.56778389,0.95288512,0.00157107,0.07234251,0.23023152,0.60318718,0.12725183,0.00000000,0.24796255,0.01203780
-5.56178089,0.96133820,0.00158714,0.07336060,0.23145446,0.60833624,0.12990710,0.00000000,0.24957341,0.01190815
-5.55577789,0.96972553,0.00159768,0.07443029,0.23236271,0.61313155,0.13300870,0.00000000,0.25112205,0.01177195
-5.54977489,0.97863454,0.00160253,0.07559955,0.23307270,0.61794091,0.13665940,0.00000000,0.25269853,0.01163632
-5.54377189,0.98867907,0.00160162,0.07691489,0.23371233,0.62315079,0.14096731,0.00000000,0.25440281,0.01150912
-5.53776888,1.00047429,0.00159497,0.07841859,0.23441622,0.62915363,0.14604034,0.00000000,0.25633829,0.01139851
-5.53176588,1.01461119,0.00158272,0.08014613,0.23532055,0.63633451,0.15198042,0.00000000,0.25860532,0.01131257
-5.52576288,1.03163122,0.00156506,0.08212367,0.23655803,0.64505792,0.15887765,0.00000000,0.26129499,0.01125886
-5.51975988,1.05200225,0.00154231,0.08436602,0.23825282,0.65565488,0.16680465,0.00000000,0.26448332,0.01124404
-5.51375688,1.07609663,0.00151482,0.08687493,0.24051581,0.66841087,0.17581122,0.00000000,0.26822618,0.01127360
-5.50775388,1.10417220,0.00148302,0.08963805,0.24344030,0.68355504,0.18591963,0.00000000,0.27255495,0.01135147
-5.50175088,1.13635706,0.00144740,0.09262839,0.24709815,0.70125114,0.19712070,0.00000000,0.27747339,0.01147988
-5.49574787,1.17263873,0.00140847,0.09580451,0.25153676,0.72159044,0.20937088,0.00000000,0.28295547,0.01165919
-5.48974487,1.21285838,0.00136676,0.09911132,0.25677669,0.74458705,0.22259040,0.00000000,0.28894457,0.01188776
-5.48374187,1.25671023,0.00132283,0.10248158,0.26281024,0.77017583,0.23666280,0.00000000,0.29535387,0.01216200
-5.47773887,1.30374666,0.00127723,0.10583792,0.26960096,0.79821317,0.25143583,0.00000000,0.30206812,0.01247641
-5.47173587,1.35338871,0.00123049,0.10909543,0.27708406,0.82848050,0.26672369,0.00000000,0.30894649,0.01282376
-5.46573287,1.40494194,0.00118312,0.11216459,0.28516790,0.86069078,0.28231081,0.00000000,0.31582670,0.01319527
-5.45972986,1.45761713,0.00113562,0.11495453,0.29373634,0.89449757,0.29795686,0.00000000,0.32253000,0.01358089
-5.45372686,1.51055513,0.00108845,0.11737634,0.30265201,0.92950658,0.31340309,0.00000000,0.32886706,0.01396967
-5.44772386,1.56285503,0.00104205,0.11934640,0.31176039,0.96528918,0.32837965,0.00000000,0.33464435,0.01435006
-5.44172086,1.61360465,0.00099684,0.12078950,0.32089452,1.00139754,0.34261372,0.00000000,0.33967092,0.01471037
-5.43571786,1.66191209,0.00095323,0.12164170,0.32988028,1.03738069,0.35583820,0.00000000,0.34376521,0.01503913
-5.42971486,1.70693723,0.00091164,0.12185267,0.33854199,1.07280088,0.36780056,0.00000000,0.34676177,0.01532549
-5.42371186,1.74792179,0.00087251,0.12138751,0.34670811,1.10724957,0.37827163,0.00000000,0.34851743,0.01555962
-5.41770885,1.78421675,0.00083633,0.12022800,0.35421698,1.14036235,0.38705388,0.00000000,0.34891689,0.01573305
-5.41170585,1.81530601,0.00080365,0.11837316,0.36092214,1.17183212,0.39398889,0.00000000,0.34787740,0.01583894
-5.40570285,1.84082516,0.00077508,0.11583908,0.36669729,1.20141980,0.39896379,0.00000000,0.34535234,0.01587236
-5.39969985,1.86057474,0.00075138,0.11265825,0.37144047,1.22896222,0.40191624,0.00000000,0.34133372,0.01583043
-5.39369685,1.87452723,0.00073339,0.10887816,0.37507743,1.25437664,0.40283791,0.00000000,0.33585333,0.01571243
-5.38769385,1.88282752,0.00072211,0.10455950,0.37756397,1.27766170,0.40177620,0.00000000,0.32898264,0.01551985
-5.38169085,1.88578694,0.00071870,0.09977388,0.37888719,1.29889471,0.39883418,0.00000000,0.32083144,0.01525632
-5.37568784,1.88387101,0.00072446,0.09460133,0.37906559,1.31822534,0.39416872,0.00000000,0.31154521,0.01492746
-5.36968484,1.87768148,0.00074085,0.08912762,0.37814799,1.33586600,0.38798689,0.00000000,0.30130154,0.01454078
-5.36368184,1.86793353,0.00076949,0.08344153,0.37621132,1.35207941,0.38054081,0.00000000,0.29030544,0.01410536
-5.35767884,1.85542911,0.00081212,0.07763223,0.37335749,1.36716378,0.37212107,0.00000000,0.27878402,0.01363157
-5.35167584,1.84102756,0.00087060,0.07178686,0.36970926,1.38143656,0.36304905,0.00000000,0.26698050,0.01313080
-5.34567284,1.82561491,0.00094686,0.06598846,0.36540556,1.39521737,0.35366839,0.00000000,0.25514788,0.01261508
-5.33966983,1.81007306,0.00104286,0.06031412,0.36059630,1.40881106,0.34433593,0.00000000,0.24354241,0.01209670
-5.33366683,1.79525022,0.00116058,0.05483376,0.35543698,1.42249182,0.33541236,0.00000000,0.23241714,0.01158793
-5.32766383,1.78193376,0.00130189,0.04960918,0.35008341,1.43648903,0.32725305,0.00000000,0.22201558,0.01110061
-5.32166083,1.77082666,0.00146855,0.04469364,0.34468665,1.45097573,0.32019917,0.00000000,0.21256579,0.01064590
-5.31565783,1.76252822,0.00166216,0.04013192,0.33938862,1.46606009,0.31456943,0.00000000,0.20427500,0.01023395
-5.30965483,1.75751988,0.00188406,0.03596067,0.33431835,1.48178058,0.31065275,0.00000000,0.19732483,0.00987372
-5.30365183,1.75615641,0.00213531,0.03220925,0.32958924,1.49810482,0.30870183,0.00000000,0.19186732,0.00957273
-5.29764882,1.75866253,0.00241662,0.02890073,0.32529731,1.51493214,0.30892796,0.00000000,0.18802173,0.00933695
-5.29164582,1.76513494,0.00272837,0.02605324,0.32152059,1.53209979,0.31149704,0.00000000,0.18587231,0.00917073
-5.28564282,1.77554923,0.00307059,0.02368132,0.31831961,1.54939220,0.31652693,0.00000000,0.18546698,0.00907669
-5.27963982,1.78977103,0.00344292,0.02179750,0.31573892,1.56655269,0.32408605,0.00000000,0.18681698,0.00905580
-5.27363682,1.80757077,0.00384476,0.02041369,0.31380954,1.58329710,0.33419334,0.00000000,0.18989752,0.00910738
-5.26763382,1.82864087,0.00427524,0.01954267,0.31255219,1.59932813,0.34681942,0.00000000,0.19464935,0.00922923
-5.26163082,1.85261456,0.00473337,0.01919925,0.31198103,1.61434991,0.36188890,0.00000000,0.20098130,0.00941774
-5.25562781,1.87908528,0.00521818,0.01940133,0.31210775,1.62808165,0.37928374,0.00000000,0.20877360,0.00966806
-5.24962481,1.90762562,0.00572884,0.02017064,0.31294562,1.64026972,0.39884762,0.00000000,0.21788208,0.00997431
-5.24362181,1.93780504,0.00626484,0.02153314,0.31451337,1.65069755,0.42039097,0.00000000,0.22814288,0.01032976
-5.23761881,1.96920554,0.00682616,0.02351911,0.31683849,1.65919278,0.44369677,0.00000000,0.23937776,0.01072710
-5.23161581,2.00143474,0.00741347,0.02616278,0.31995986,1.66563141,0.46852671,0.00000000,0.25139972,0.01115861
-5.22561281,2.03413589,0.00802829,0.02950165,0.32392932,1.66993894,0.49462760,0.00000000,0.26401874,0.01161647
-5.21960980,2.06699473,0.00867311,0.03357532,0.32881219,1.67208852,0.52173783,0.00000000,0.27704745,0.01209292
-5.21360680,2.09974287,0.00935148,0.03842402,0.33468651,1.67209656,0.54959365,0.00000000,0.29030652,0.01258049
-5.20760380,2.13215811,0.01006809,0.04408673,0.34164096,1.67001610,0.57793499,0.00000000,0.30362946,0.01307220
-5.20160080,2.16406164,0.01082868,0.05059903,0.34977154,1.66592871,0.60651061,0.00000000,0.31686676,0.01356169
-5.19559780,2.19531268,0.01163999,0.05799071,0.35917701,1.65993539,0.63508242,0.00000000,0.32988903,0.01404334
-5.18959480,2.22580083,0.01250951,0.06628327,0.36995334,1.65214727,0.66342875,0.00000000,0.34258906,0.01451236
-5.18359180,2.25543678,0.01344521,0.07548730,0.38218726,1.64267650,0.69134632,0.00000000,0.35488269,0.01496482
-5.17758879,2.28414178,0.01445518,0.08560005,0.39594928,1.63162821,0.71865106,0.00000000,0.36670841,0.01539765
-5.17158579,2.31183650,0.01554714,0.09660306,0.41128652,1.61909359,0.74517750,0.00000000,0.37802568,0.01580854
-5.16558279,2.33842980,0.01672796,0.10846024,0.42821557,1.60514466,0.77077695,0.00000000,0.38881215,0.01619592
-5.15957979,2.36380804,0.01800302,0.12111632,0.44671593,1.58983084,0.79531454,0.00000000,0.39905982,0.01655877
-5.15357679,2.38782533,0.01937570,0.13449590,0.46672428,1.57317719,0.81866531,0.00000000,0.40877042,0.01689649
-5.14757379,2.41029538,0.02084673,0.14850317,0.48813000,1.55518456,0.84070974,0.00000000,0.41795026,0.01720871
-5.14157079,2.43098530,0.02241372,0.16302235,0.51077229,1.53583116,0.86132893,0.00000000,0.42660492,0.01749512
-5.13556778,2.44961187,0.02407063,0.17791892,0.53443907,1.51507550,0.88039993,0.00000000,0.43473405,0.01775529
-5.12956478,2.46584058,0.02580748,0.19304167,0.55886798,1.49286047,0.89779158,0.00000000,0.44232661,0.01798847
-5.12356178,2.47928762,0.02761009,0.20822544,0.58374954,1.46911801,0.91336133,0.00000000,0.44935702,0.01819353
-5.11755878,2.48952518,0.02946010,0.22329464,0.60873234,1.44377448,0.92695324,0.00000000,0.45578230,0.01836879
-5.11155578,2.49608986,0.03133505,0.23806720,0.63343047,1.41675611,0.93839770,0.00000000,0.46154056,0.01851199
-5.10555278,2.49849416,0.03320879,0.25235910,0.65743266,1.38799449,0.94751288,0.00000000,0.46655101,0.01862029
-5.09954977,2.49624076,0.03505194,0.26598899,0.68031298,1.35743199,0.95410803,0.00000000,0.47071539,0.01869033
-5.09354677,2.48883914,0.03683268,0.27878290,0.70164275,1.32502671,0.95798868,0.00000000,0.47392099,0.01871832
-5.08754377,2.47582384,0.03851759,0.29057882,0.72100295,1.29075708,0.95896345,0.00000000,0.47604493,0.01870018
-5.08154077,2.45677376,0.04007266,0.30123087,0.73799695,1.25462587,0.95685228,0.00000000,0.47695965,0.01863175
-5.07553777,2.43133149,0.04146442,0.31061288,0.75226268,1.21666355,0.95149555,0.00000000,0.47653923,0.01850902
-5.06953477,2.39922189,0.04266104,0.31862132,0.76348390,1.17693098,0.94276367,0.00000000,0.47466619,0.01832831
-5.06353177,2.36026893,0.04363350,0.32517740,0.77140012,1.13552127,0.93056659,0.00000000,0.47123843,0.01808660
-5.05752876,2.31440994,0.04435658,0.33022825,0.77581452,1.09256083,0.91486254,0.00000000,0.46617590,0.01778169
-5.05152576,2.26170652,0.04480991,0.33374720,0.77659982,1.04820952,0.89566569,0.00000000,0.45942667,0.01741242
-5.04552276,2.20235152,0.04497865,0.33573323,0.77370169,1.00265993,0.87305191,0.00000000,0.45097197,0.01697888
-5.03951976,2.13667164,0.04485415,0.33620961,0.76713973,0.95613567,0.84716254,0.00000000,0.44083005,0.01648250
-5.03351676,2.06512562,0.04443426,0.33522193,0.75700596,0.90888892,0.81820570,0.00000000,0.42905866,0.01592610
-5.02751376,1.98829795,0.04372344,0.33283560,0.74346110,0.86119705,0.78645513,0.00000000,0.41575592,0.01531397
-5.02151076,1.90688854,0.04273266,0.32913309,0.72672877,0.81335869,0.75224645,0.00000000,0.40105975,0.01465176
-5.01550775,1.82169884,0.04147897,0.32421101,0.70708816,0.76568918,0.71597107,0.00000000,0.38514583,0.01394641
-5.00950475,1.73361522,0.03998493,0.31817736,0.68486536,0.71851570,0.67806817,0.00000000,0.36822427,0.01320600
-5.00350175,1.64359027,0.03827779,0.31114887,0.66042400,0.67217230,0.63901480,0.00000000,0.35053515,0.01243955
-4.99749875,1.55262317,0.03638859,0.30324882,0.63415554,0.62699492,0.59931499,0.00000000,0.33234338,0.01165681
-4.99149575,1.46173987,0.03435111,0.29460521,0.60646969,0.58331674,0.55948810,0.00000000,0.31393287,0.01086801
