energy_ev,total_up,Al_p_up,Al_d_up,Se_s_up,Se_p_up,Y_p_up,Y_d_up
-5.86193097,0.15789452,0.00304315,0.00000000,0.00012585,0.08761809,0.12661430,0.05073178
-5.85592796,0.14698411,0.00292455,0.00000000,0.00011018,0.08197527,0.11775430,0.04720625
-5.84992496,0.13692406,0.00284252,0.00000000,0.00010026,0.07684177,0.10899335,0.04395309
-5.84392196,0.12781492,0.00280167,0.00000000,0.00009577,0.07228900,0.10041945,0.04100475
-5.83791896,0.11977091,0.00280748,0.00000000,0.00009652,0.06839726,0.09211964,0.03839801
-5.83191596,0.11291764,0.00286628,0.00000000,0.00010249,0.06525440,0.08417793,0.03617336
-5.82591296,0.10738966,0.00298513,0.00000000,0.00011376,0.06295450,0.07667350,0.03437429
-5.81990995,0.10332794,0.00317171,0.00000000,0.00013059,0.06159625,0.06967923,0.03304657
-5.81390695,0.10087723,0.00343418,0.00000000,0.00015337,0.06128142,0.06326051,0.03223752
-5.80790395,0.10018355,0.00378104,0.00000000,0.00018264,0.06211314,0.05747460,0.03199532
-5.80190095,0.10139165,0.00422096,0.00000000,0.00021906,0.06419421,0.05237030,0.03236837
-5.79589795,0.10464261,0.00476254,0.00000000,0.00026348,0.06762536,0.04798803,0.03340464
-5.78989495,0.11007148,0.00541415,0.00000000,0.00031688,0.07250344,0.04436032,0.03515113
-5.78389195,0.11780515,0.00618363,0.00000000,0.00038037,0.07891971,0.04151256,0.03765335
-5.77788894,0.12796028,0.00707814,0.00000000,0.00045525,0.08695810,0.03946411,0.04095490
-5.77188594,0.14064165,0.00810385,0.00000000,0.00054295,0.09669368,0.03822958,0.04509713
-5.76588294,0.15594070,0.00926576,0.00000000,0.00064509,0.10819122,0.03782022,0.05011887
-5.75987994,0.17393461,0.01056746,0.00000000,0.00076345,0.12150411,0.03824558,0.05605639
-5.75387694,0.19468585,0.01201101,0.00000000,0.00089998,0.13667355,0.03951509,0.06294337
-5.74787394,0.21824243,0.01359682,0.00000000,0.00105681,0.15372829,0.04163968,0.07081119
-5.74187094,0.24463877,0.01532355,0.00000000,0.00123625,0.17268474,0.04463345,0.07968927
-5.73586793,0.27389743,0.01718817,0.00000000,0.00144077,0.19354779,0.04851514,0.08960564
-5.72986493,0.30603144,0.01918601,0.00000000,0.00167302,0.21631208,0.05330953,0.10058766
-5.72386193,0.34104740,0.02131098,0.00000000,0.00193575,0.24096387,0.05904857,0.11266284
-5.71785893,0.37894897,0.02355574,0.00000000,0.00223184,0.26748329,0.06577235,0.12585964
-5.71185593,0.41974067,0.02591204,0.00000000,0.00256422,0.29584690,0.07352956,0.14020833
-5.70585293,0.46343158,0.02837108,0.00000000,0.00293580,0.32603037,0.08237767,0.15574155
-5.69984992,0.51003861,0.03092384,0.00000000,0.00334942,0.35801098,0.09238245,0.17249466
-5.69384692,0.55958882,0.03356150,0.00000000,0.00380772,0.39176959,0.10361701,0.19050566
-5.68784392,0.61212051,0.03627578,0.00000000,0.00431304,0.42729202,0.11616007,0.20981444
-5.68184092,0.66768240,0.03905926,0.00000000,0.00486731,0.46456925,0.13009353,0.23046149
-5.67583792,0.72633079,0.04190553,0.00000000,0.00547187,0.50359640,0.14549925,0.25248570
-5.66983492,0.78812415,0.04480936,0.00000000,0.00612730,0.54437013,0.16245509,0.27592134
-5.66383192,0.85311522,0.04776666,0.00000000,0.00683334,0.58688455,0.18103017,0.30079430
-5.65782891,0.92134051,0.05077427,0.00000000,0.00758866,0.63112535,0.20127963,0.32711738
-5.65182591,0.99280745,0.05382969,0.00000000,0.00839075,0.67706257,0.22323875,0.35488509
-5.64582291,1.06747970,0.05693058,0.00000000,0.00923579,0.72464203,0.24691699,0.38406793
-5.63981991,1.14526112,0.06007422,0.00000000,0.01011858,0.77377603,0.27229187,0.41460646
-5.63381691,1.22597942,0.06325683,0.00000000,0.01103248,0.82433362,0.29930332,0.44640565
-5.62781391,1.30937037,0.06647285,0.00000000,0.01196942,0.87613125,0.32784855,0.47932967
-5.62181091,1.39506378,0.06971421,0.00000000,0.01291995,0.92892438,0.35777799,0.51319760
-5.61580790,1.48257225,0.07296971,0.00000000,0.01387338,0.98240078,0.38889258,0.54778059
-5.60980490,1.57128406,0.07622442,0.00000000,0.01481799,1.03617631,0.42094275,0.58280063
-5.60380190,1.66046104,0.07945931,0.00000000,0.01574125,1.08979370,0.45362931,0.61793142
-5.59779890,1.74924223,0.08265109,0.00000000,0.01663016,1.14272483,0.48660656,0.65280146
-5.59179590,1.83665416,0.08577223,0.00000000,0.01747166,1.19437701,0.51948763,0.68699962
-5.58579290,1.92162763,0.08879135,0.00000000,0.01825299,1.24410318,0.55185206,0.72008309
-5.57978989,2.00302117,0.09167383,0.00000000,0.01896217,1.29121618,0.58325563,0.75158765
-5.57378689,2.07965058,0.09438275,0.00000000,0.01958846,1.33500653,0.61324194,0.78103998
-5.56778389,2.15032358,0.09688001,0.00000000,0.02012282,1.37476335,0.64135559,0.80797163
-5.56178089,2.21387845,0.09912777,0.00000000,0.02055829,1.40979757,0.66715646,0.83193413
-5.55577789,2.26922501,0.10108993,0.00000000,0.02089043,1.43946641,0.69023436,0.85251462
-5.54977489,2.31538615,0.10273379,0.00000000,0.02111756,1.46319817,0.71022364,0.86935131
-5.54377189,2.35153809,0.10403166,0.00000000,0.02124101,1.48051609,0.72681684,0.88214815
-5.53776888,2.37704718,0.10496238,0.00000000,0.02126528,1.49106003,0.73977704,0.89068783
-5.53176588,2.39150158,0.10551270,0.00000000,0.02119795,1.49460500,0.74894793,0.89484262
-5.52576288,2.39473588,0.10567843,0.00000000,0.02104969,1.49107541,0.75426133,0.89458239
-5.51975988,2.38684734,0.10546516,0.00000000,0.02083395,1.48055420,0.75574151,0.88997930
-5.51375688,2.36820265,0.10488872,0.00000000,0.02056667,1.46328638,0.75350622,0.88120889
-5.50775388,2.33943441,0.10397514,0.00000000,0.02026582,1.43967643,0.74776401,0.86854741
-5.50175088,2.30142740,0.10276019,0.00000000,0.01995086,1.41027968,0.73880810,0.85236528
-5.49574787,2.25529465,0.10128846,0.00000000,0.01964216,1.37578772,0.72700680,0.83311702
-5.48974487,2.20234426,0.09961204,0.00000000,0.01936029,1.33700851,0.71279098,0.81132783
-5.48374187,2.14403821,0.09778878,0.00000000,0.01912538,1.29484180,0.69663891,0.78757739
-5.47773887,2.08194461,0.09588031,0.00000000,0.01895634,1.25025087,0.67905933,0.76248149
-5.47173587,2.01768538,0.09394977,0.00000000,0.01887026,1.20423179,0.66057319,0.73667217
-5.46573287,1.95288163,0.09205940,0.00000000,0.01888168,1.15778127,0.64169507,0.71077719
-5.45972986,1.88909865,0.09026819,0.00000000,0.01900208,1.11186464,0.62291495,0.68539957
-5.45372686,1.82779313,0.08862951,0.00000000,0.01923934,1.06738498,0.60468117,0.66109812
-5.44772386,1.77026451,0.08718897,0.00000000,0.01959740,1.02515485,0.58738524,0.63836953
-5.44172086,1.71761255,0.08598261,0.00000000,0.02007596,0.98587158,0.57134923,0.61763299
-5.43571786,1.67070278,0.08503534,0.00000000,0.02067041,0.95009715,0.55681613,0.59921760
-5.42971486,1.63014124,0.08435999,0.00000000,0.02137180,0.91824336,0.54394369,0.58335331
-5.42371186,1.59625935,0.08395673,0.00000000,0.02216706,0.89056276,0.53280184,0.57016558
-5.41770885,1.56910951,0.08381307,0.00000000,0.02303932,0.86714572,0.52337375,0.55967396
-5.41170585,1.54847146,0.08390435,0.00000000,0.02396830,0.84792355,0.51556050,0.55179459
-5.40570285,1.53386901,0.08419485,0.00000000,0.02493099,0.83267749,0.50918891,0.54634649
-5.39969985,1.52459627,0.08463920,0.00000000,0.02590227,0.82105308,0.50402231,0.54306139
-5.39369685,1.51975221,0.08518434,0.00000000,0.02685568,0.81257922,0.49977351,0.54159655
-5.38769385,1.51828212,0.08577175,0.00000000,0.02776429,0.80669119,0.49611955,0.54155016
-5.38169085,1.51902385,0.08633983,0.00000000,0.02860152,0.80275638,0.49271727,0.54247859
-5.37568784,1.52075730,0.08682653,0.00000000,0.02934200,0.80010194,0.48921932,0.54391480
-5.36968484,1.52225462,0.08717188,0.00000000,0.02996239,0.79804295,0.48528963,0.54538718
-5.36368184,1.52232953,0.08732041,0.00000000,0.03044209,0.79591018,0.48061779,0.54643801
-5.35767884,1.51988329,0.08722345,0.00000000,0.03076394,0.79307618,0.47493183,0.54664092
-5.35167584,1.51394600,0.08684101,0.00000000,0.03091470,0.78897877,0.46800872,0.54561651
-5.34567284,1.50371125,0.08614333,0.00000000,0.03088547,0.78314105,0.45968247,0.54304570
-5.33966983,1.48856322,0.08511197,0.00000000,0.03067187,0.77518727,0.44984937,0.53868030
-5.33366683,1.46809510,0.08374045,0.00000000,0.03027418,0.76485393,0.43847044,0.53235029
-5.32766383,1.44211856,0.08203429,0.00000000,0.02969717,0.75199590,0.42557093,0.52396791
-5.32166083,1.41066400,0.08001070,0.00000000,0.02894990,0.73658753,0.41123733,0.51352816
-5.31565783,1.37397204,0.07769769,0.00000000,0.02804531,0.71871879,0.39561177,0.50110609
-5.30965483,1.33247687,0.07513282,0.00000000,0.02699971,0.69858678,0.37888463,0.48685092
-5.30365183,1.28678250,0.07236158,0.00000000,0.02583216,0.67648327,0.36128531,0.47097747
-5.29764882,1.23763315,0.06943552,0.00000000,0.02456383,0.65277889,0.34307208,0.45375534
-5.29164582,1.18587937,0.06641019,0.00000000,0.02321720,0.62790466,0.32452128,0.43549629
-5.28564282,1.13244139,0.06334295,0.00000000,0.02181544,0.60233203,0.30591630,0.41654061
-5.27963982,1.07827148,0.06029085,0.00000000,0.02038159,0.57655202,0.28753712,0.39724298
-5.27363682,1.02431678,0.05730856,0.00000000,0.01893800,0.55105475,0.26965048,0.37795849
-5.26763382,0.97148442,0.05444645,0.00000000,0.01750566,0.52630986,0.25250130,0.35902935
-5.26163082,0.92061005,0.05174895,0.00000000,0.01610375,0.50274895,0.23630550,0.34077303
-5.25562781,0.87243102,0.04925320,0.00000000,0.01474920,0.48075055,0.22124456,0.32347197
-5.24962481,0.82756531,0.04698799,0.00000000,0.01345643,0.46062819,0.20746177,0.30736550
-5.24362181,0.78649647,0.04497315,0.00000000,0.01223713,0.44262203,0.19506046,0.29264415
-5.23761881,0.74956534,0.04321926,0.00000000,0.01110025,0.42689422,0.18410397,0.27944635
-5.23161581,0.71696823,0.04172770,0.00000000,0.01005198,0.41352806,0.17461735,0.26785776
-5.22561281,0.68876160,0.04049117,0.00000000,0.00909591,0.40253095,0.16659072,0.25791305
-5.21960980,0.66487256,0.03949444,0.00000000,0.00823323,0.39384065,0.15998395,0.24959982
-5.21360680,0.64511460,0.03871534,0.00000000,0.00746300,0.38733476,0.15473245,0.24286468
-5.20760380,0.62920757,0.03812615,0.00000000,0.00678249,0.38284260,0.15075386,0.23762085
-5.20160080,0.61680089,0.03769493,0.00000000,0.00618750,0.38015907,0.14795526,0.23375700
-5.19559780,0.60749890,0.03738718,0.00000000,0.00567277,0.37905972,0.14624062,0.23114687
-5.18959480,0.60088701,0.03716734,0.00000000,0.00523232,0.37931632,0.14551819,0.22965922
-5.18359180,0.59655760,0.03700041,0.00000000,0.00485980,0.38071218,0.14570751,0.22916755
-5.17758879,0.59413449,0.03685342,0.00000000,0.00454885,0.38305654,0.14674574,0.22955921
-5.17158579,0.59329483,0.03669677,0.00000000,0.00429337,0.38619723,0.14859304,0.23074344
-5.16558279,0.59378762,0.03650539,0.00000000,0.00408778,0.39003120,0.15123681,0.23265805
-5.15957979,0.59544803,0.03625963,0.00000000,0.00392721,0.39451224,0.15469455,0.23527421
-5.15357679,0.59820692,0.03594598,0.00000000,0.00380765,0.39965563,0.15901514,0.23859950
-5.14757379,0.60209530,0.03555742,0.00000000,0.00372607,0.40553939,0.16427858,0.24267866
-5.14157079,0.60724354,0.03509355,0.00000000,0.00368045,0.41230210,0.17059401,0.24759232
-5.13556778,0.61387546,0.03456045,0.00000000,0.00366976,0.42013741,0.17809614,0.25345364
-5.12956478,0.62229761,0.03397025,0.00000000,0.00369393,0.42928527,0.18694006,0.26040300
-5.12356178,0.63288432,0.03334047,0.00000000,0.00375376,0.44002052,0.19729469,0.26860092
-5.11755878,0.64605920,0.03269327,0.00000000,0.00385078,0.45263907,0.20933511,0.27821976
-5.11155578,0.66227393,0.03205440,0.00000000,0.00398712,0.46744251,0.22323389,0.28943423
-5.10555278,0.68198548,0.03145213,0.00000000,0.00416530,0.48472168,0.23915192,0.30241152
-5.09954977,0.70563257,0.03091618,0.00000000,0.00438810,0.50474006,0.25722910,0.31730115
-5.09354677,0.73361263,0.03047650,0.00000000,0.00465833,0.52771772,0.27757513,0.33422533
-5.08754377,0.76626024,0.03016224,0.00000000,0.00497867,0.55381657,0.30026105,0.35327005
-5.08154077,0.80382789,0.03000069,0.00000000,0.00535146,0.58312769,0.32531179,0.37447744
-5.07553777,0.84647013,0.03001640,0.00000000,0.00577860,0.61566119,0.35270014,0.39783979
-5.06953477,0.89423147,0.03023041,0.00000000,0.00626137,0.65133937,0.38234252,0.42329537
-5.06353177,0.94703873,0.03065961,0.00000000,0.00680034,0.68999327,0.41409679,0.45072642
-5.05752876,1.00469800,0.03131632,0.00000000,0.00739528,0.73136298,0.44776223,0.47995939
-5.05152576,1.06689613,0.03220803,0.00000000,0.00804515,0.77510160,0.48308197,0.51076721
-5.04552276,1.13320676,0.03333721,0.00000000,0.00874801,0.82078289,0.51974757,0.54287389
-5.03951976,1.20310027,0.03470139,0.00000000,0.00950111,0.86791197,0.55740584,0.57596076
-5.03351676,1.27595711,0.03629327,0.00000000,0.01030084,0.91593891,0.59566754,0.60967450
-5.02751376,1.35108390,0.03810099,0.00000000,0.01114287,0.96427438,0.63411765,0.64363629
-5.02151076,1.42773121,0.04010841,0.00000000,0.01202215,1.01230675,0.67232677,0.67745182
-5.01550775,1.50511239,0.04229554,0.00000000,0.01293304,1.05941984,0.70986306,0.71072166
-5.00950475,1.58242244,0.04463890,0.00000000,0.01386934,1.10501057,0.74630438,0.74305159
-5.00350175,1.65885613,0.04711199,0.00000000,0.01482441,1.14850569,0.78124982,0.77406247
-4.99749875,1.73362470,0.04968572,0.00000000,0.01579125,1.18937701,0.81433034,0.80339921
-4.99149575,1.80597062,0.05232883,0.00000000,0.01676251,1.22715438,0.84521791,0.83073864
-4.98549275,1.87517994,0.05500833,0.00000000,0.01773061,1.26143623,0.87363283,0.85579599
-4.97948974,1.94059218,0.05768995,0.00000000,0.01868774,1.29189698,0.89934895,0.87832977
-4.97348674,2.00160770,0.06033856,0.00000000,0.01962591,1.31829163,0.92219667,0.89814509
-4.96748374,2.05769274,0.06291868,0.00000000,0.02053701,1.34045718,0.94206371,0.91509547
-4.96148074,2.10838253,0.06539493,0.00000000,0.02141280,1.35831127,0.95889387,0.92908299
-4.95547774,2.15328281,0.06773263,0.00000000,0.02224495,1.37184830,0.97268380,0.94005733
-4.94947474,2.19207034,0.06989837,0.00000000,0.02302515,1.38113345,0.98347850,0.94801350
-4.94347174,2.22449289,0.07186068,0.00000000,0.02374514,1.38629505,0.99136564,0.95298879
-4.93746873,2.25036911,0.07359074,0.00000000,0.02439680,1.38751591,0.99646939,0.95505902
-4.93146573,2.26958872,0.07506311,0.00000000,0.02497230,1.38502413,0.99894418,0.95433438
-4.92546273,2.28211323,0.07625656,0.00000000,0.02546425,1.37908377,0.99896877,0.95095504
-4.91945973,2.28797721,0.07715474,0.00000000,0.02586584,1.36998602,0.99674110,0.94508669
-4.91345673,2.28729020,0.07774703,0.00000000,0.02617109,1.35804103,0.99247414,0.93691629
-4.90745373,2.28023876,0.07802908,0.00000000,0.02637502,1.34357077,0.98639284,0.92664788
-4.90145073,2.26708863,0.07800341,0.00000000,0.02647386,1.32690304,0.97873239,0.91449874
-4.89544772,2.24818617,0.07767976,0.00000000,0.02646529,1.30836659,0.96973741,0.90069574
-4.88944472,2.22395881,0.07707526,0.00000000,0.02634857,1.28828742,0.95966215,0.88547209
-4.88344172,2.19491384,0.07621436,0.00000000,0.02612471,1.26698598,0.94877108,0.86906418
-4.87743872,2.16163507,0.07512848,0.00000000,0.02579657,1.24477522,0.93733975,0.85170872
-4.87143572,2.12477685,0.07385548,0.00000000,0.02536888,1.22195908,0.92565530,0.83364005
-4.86543272,2.08505538,0.07243872,0.00000000,0.02484823,1.19883132,0.91401622,0.81508755
-4.85942971,2.04323693,0.07092597,0.00000000,0.02424294,1.17567430,0.90273109,0.79627314
-4.85342671,2.00012321,0.06936806,0.00000000,0.02356295,1.15275773,0.89211584,0.77740895
-4.84742371,1.95653418,0.06781729,0.00000000,0.02281950,1.13033693,0.88248948,0.75869505
-4.84142071,1.91328860,0.06632579,0.00000000,0.02202491,1.10865074,0.87416808,0.74031726
-4.83541771,1.87118322,0.06494376,0.00000000,0.02119217,1.08791904,0.86745723,0.72244521
-4.82941471,1.83097112,0.06371771,0.00000000,0.02033460,1.06833978,0.86264306,0.70523053
-4.82341171,1.79334038,0.06268880,0.00000000,0.01946541,1.05008578,0.85998240,0.68880532
-4.81740870,1.75889378,0.06189129,0.00000000,0.01859734,1.03330150,0.85969227,0.67328087
-4.81140570,1.72813067,0.06135123,0.00000000,0.01774225,1.01809989,0.86193957,0.65874684
-4.80540270,1.70143191,0.06108541,0.00000000,0.01691077,1.00455968,0.86683148,0.64527080
-4.79939970,1.67904851,0.06110071,0.00000000,0.01611201,0.99272341,0.87440711,0.63289820
-4.79339670,1.66109493,0.06139365,0.00000000,0.01535337,0.98259635,0.88463129,0.62165295
-4.78739370,1.64754723,0.06195051,0.00000000,0.01464029,0.97414674,0.89739081,0.61153845
-4.78139070,1.63824658,0.06274772,0.00000000,0.01397630,0.96730730,0.91249360,0.60253927
-4.77538769,1.63290790,0.06375266,0.00000000,0.01336291,0.96197840,0.92967123,0.59462335
-4.76938469,1.63113365,0.06492480,0.00000000,0.01279980,0.95803272,0.94858481,0.58774474
-4.76338169,1.63243211,0.06621716,0.00000000,0.01228491,0.95532145,0.96883409,0.58184694
-4.75737869,1.63623955,0.06757792,0.00000000,0.01181470,0.95368188,0.98996974,0.57686657
-4.75137569,1.64194536,0.06895237,0.00000000,0.01138445,0.95294612,1.01150820,0.57273753
-4.74537269,1.64891911,0.07028476,0.00000000,0.01098851,0.95295058,1.03294859,0.56939525
-4.73936968,1.65653830,0.07152030,0.00000000,0.01062070,0.95354590,1.05379095,0.56678114
-4.73336668,1.66421567,0.07260701,0.00000000,0.01027461,0.95460665,1.07355497,0.56484685
-4.72736368,1.67142481,0.07349751,0.00000000,0.00994396,0.95604058,1.09179840,0.56355829
-4.72136068,1.67772281,0.07415053,0.00000000,0.00962287,0.95779658,1.10813429,0.56289901
-4.71535768,1.68276912,0.07453218,0.00000000,0.00930613,0.95987108,1.12224615,0.56287299
-4.70935468,1.68633948,0.07461692,0.00000000,0.00898946,0.96231234,1.13390049,0.56350630
-4.70335168,1.68833455,0.07438820,0.00000000,0.00866962,0.96522226,1.14295597,0.56484779
-4.69734867,1.68878258,0.07383874,0.00000000,0.00834457,0.96875543,1.14936884,0.56696833
-4.69134567,1.68783624,0.07297047,0.00000000,0.00801351,0.97311533,1.15319447,0.56995873
-4.68534267,1.68576360,0.07179415,0.00000000,0.00767687,0.97854766,1.15458481,0.57392624
-4.67933967,1.68293382,0.07032872,0.00000000,0.00733629,0.98533092,1.15378198,0.57898964
-4.67333667,1.67979819,0.06860036,0.00000000,0.00699454,0.99376464,1.15110840,0.58527309
-4.66733367,1.67686751,0.06664139,0.00000000,0.00665537,1.00415562,1.14695384,0.59289893
-4.66133067,1.67468690,0.06448905,0.00000000,0.00632339,1.01680283,1.14176010,0.60197971
-4.65532766,1.67380916,0.06218415,0.00000000,0.00600390,1.03198163,1.13600404,0.61260982
-4.64932466,1.67476813,0.05976973,0.00000000,0.00570272,1.04992796,1.13017969,0.62485715
-4.64332166,1.67805321,0.05728974,0.00000000,0.00542601,1.07082352,1.12478031,0.63875515
-4.63731866,1.68408617,0.05478783,0.00000000,0.00518012,1.09478233,1.12028113,0.65429584
-4.63131566,1.69320141,0.05230621,0.00000000,0.00497138,1.12183971,1.11712343,0.67142418
-4.62531266,1.70563048,0.04988466,0.00000000,0.00480598,1.15194410,1.11570063,0.69003414
-4.61930965,1.72149133,0.04755974,0.00000000,0.00468982,1.18495217,1.11634678,0.70996687
-4.61330665,1.74078293,0.04536410,0.00000000,0.00462836,1.22062765,1.11932787,0.73101115
-4.60730365,1.76338498,0.04332604,0.00000000,0.00462648,1.25864390,1.12483598,0.75290628
-4.60130065,1.78906287,0.04146915,0.00000000,0.00468840,1.29859021,1.13298645,0.77534737
-4.59529765,1.81747713,0.03981214,0.00000000,0.00481757,1.33998152,1.14381787,0.79799283
-4.58929465,1.84819690,0.03836880,0.00000000,0.00501654,1.38227125,1.15729462,0.82047393
-4.58329165,1.88071658,0.03714804,0.00000000,0.00528690,1.42486650,1.17331176,0.84240586
-4.57728864,1.91447457,0.03615405,0.00000000,0.00562922,1.46714507,1.19170170,0.86339996
-4.57128564,1.94887325,0.03538653,0.00000000,0.00604296,1.50847341,1.21224230,0.88307640
-4.56528264,1.98329909,0.03484094,0.00000000,0.00652644,1.54822482,1.23466604,0.90107678
-4.55927964,2.01714201,0.03450886,0.00000000,0.00707684,1.58579697,1.25866959,0.91707605
-4.55327664,2.04981311,0.03437833,0.00000000,0.00769017,1.62062806,1.28392360,0.93079311
-4.54727364,2.08076007,0.03443429,0.00000000,0.00836131,1.65221099,1.31008232,0.94199954
-4.54127064,2.10947978,0.03465896,0.00000000,0.00908410,1.68010499,1.33679264,0.95052614
-4.53526763,2.13552779,0.03503233,0.00000000,0.00985141,1.70394435,1.36370245,0.95626687
-4.52926463,2.15852456,0.03553264,0.00000000,0.01065526,1.72344402,1.39046813,0.95918007
-4.52326163,2.17815842,0.03613690,0.00000000,0.01148700,1.73840210,1.41676097,0.95928697
-4.51725863,2.19418568,0.03682140,0.00000000,0.01233750,1.74869920,1.44227252,0.95666754
-4.51125563,2.20642801,0.03756223,0.00000000,0.01319731,1.75429508,1.46671880,0.95145403
-4.50525263,2.21476767,0.03833586,0.00000000,0.01405692,1.75522281,1.48984336,0.94382259
-4.49924962,2.21914112,0.03911964,0.00000000,0.01490698,1.75158100,1.51141909,0.93398339
-4.49324662,2.21953141,0.03989225,0.00000000,0.01573847,1.74352449,1.53124892,0.92216988
-4.48724362,2.21596009,0.04063419,0.00000000,0.01654294,1.73125415,1.54916540,0.90862765
-4.48124062,2.20847884,0.04132812,0.00000000,0.01731265,1.71500625,1.56502914,0.89360365
-4.47523762,2.19716158,0.04195915,0.00000000,0.01804072,1.69504192,1.57872629,0.87733611
-4.46923462,2.18209720,0.04251501,0.00000000,0.01872122,1.67163710,1.59016513,0.86004575
-4.46323162,2.16338324,0.04298619,0.00000000,0.01934918,1.64507352,1.59927208,0.84192872
-4.45722861,2.14112097,0.04336587,0.00000000,0.01992066,1.61563076,1.60598712,0.82315134
-4.45122561,2.11541165,0.04364984,0.00000000,0.02043267,1.58357987,1.61025920,0.80384705
-4.44522261,2.08635450,0.04383627,0.00000000,0.02088309,1.54917864,1.61204184,0.78411546
-4.43921961,2.05404604,0.04392547,0.00000000,0.02127061,1.51266848,1.61128925,0.76402345
-4.43321661,2.01858112,0.04391958,0.00000000,0.02159458,1.47427308,1.60795352,0.74360820
-4.42721361,1.98005538,0.04382217,0.00000000,0.02185494,1.43419877,1.60198312,0.72288190
-4.42121061,1.93856913,0.04363803,0.00000000,0.02205208,1.39263641,1.59332315,0.70183766
-4.41520760,1.89423255,0.04337278,0.00000000,0.02218677,1.34976472,1.58191755,0.68045648
-4.40920460,1.84717197,0.04303272,0.00000000,0.02226016,1.30575482,1.56771343,0.65871473
-4.40320160,1.79753708,0.04262465,0.00000000,0.02227373,1.26077583,1.55066754,0.63659181
-4.39719860,1.74550875,0.04215587,0.00000000,0.02222935,1.21500109,1.53075487,0.61407754
-4.39119560,1.69130717,0.04163421,0.00000000,0.02212936,1.16861493,1.50797886,0.59117912
-4.38519260,1.63519999,0.04106820,0.00000000,0.02197674,1.12181951,1.48238309,0.56792714
-4.37918959,1.57751005,0.04046730,0.00000000,0.02177520,1.07484156,1.45406358,0.54438065
-4.37318659,1.51862230,0.03984220,0.00000000,0.02152944,1.02793854,1.42318123,0.52063095
-4.36718359,1.45898948,0.03920516,0.00000000,0.02124525,0.98140407,1.38997351,0.49680409
-4.36118059,1.39913623,0.03857031,0.00000000,0.02092976,0.93557228,1.35476461,0.47306208
-4.35517759,1.33966118,0.03795396,0.00000000,0.02059154,0.89082075,1.31797331,0.44960275
-4.34917459,1.28123663,0.03737477,0.00000000,0.02024068,0.84757195,1.28011769,0.42665837
-4.34317159,1.22460574,0.03685386,0.00000000,0.01988887,0.80629286,1.24181620,0.40449315
-4.33716858,1.17057680,0.03641474,0.00000000,0.01954928,0.76749270,1.20378449,0.38339974
-4.33116558,1.12001458,0.03608308,0.00000000,0.01923649,0.73171870,1.16682762,0.36369480
-4.32516258,1.07382872,0.03588632,0.00000000,0.01896622,0.69954983,1.13182774,0.34571389
-4.31915958,1.03295930,0.03585303,0.00000000,0.01875503,0.67158851,1.09972701,0.32980574
-4.31315658,0.99835957,0.03601218,0.00000000,0.01861986,0.64845047,1.07150636,0.31632601
-4.30715358,0.97097636,0.03639219,0.00000000,0.01857760,0.63075278,1.04816038,0.30563068
