energy_ev,total_up,total_down,Ag_p_up,Ag_p_down,Ag_d_up,Ag_d_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-4.20510255,0.41361279,-0.41369463,0.05434541,-0.05434488,0.09044137,-0.09043757,0.19117216,-0.19124102,0.18182111,-0.18187546,0.00243368,-0.00243287,0.03589685,-0.03591089,0.09885770,-0.09888062,0.00000000,-0.00000000
-4.19909955,0.40870506,-0.40877787,0.05669810,-0.05669500,0.09543911,-0.09543322,0.18002574,-0.18009033,0.17361442,-0.17366587,0.00285221,-0.00285127,0.03373605,-0.03374918,0.09725248,-0.09727284,0.00000000,-0.00000000
-4.19309655,0.40702615,-0.40708894,0.06020219,-0.06019654,0.10126439,-0.10125642,0.17029228,-0.17035182,0.16628433,-0.16633227,0.00333406,-0.00333297,0.03189196,-0.03190400,0.09660349,-0.09662102,0.00000000,-0.00000000
-4.18709355,0.40865294,-0.40870498,0.06481934,-0.06481117,0.10786277,-0.10785278,0.16209220,-0.16214607,0.15989947,-0.15994346,0.00388462,-0.00388338,0.03040479,-0.03041560,0.09694123,-0.09695572,0.00000000,-0.00000000
-4.18109055,0.41360811,-0.41364895,0.07051460,-0.07050395,0.11516949,-0.11515758,0.15551645,-0.15556420,0.15450041,-0.15454012,0.00450891,-0.00450750,0.02930946,-0.02931892,0.09828733,-0.09829863,0.00000000,-0.00000000
-4.17508754,0.42185599,-0.42188544,0.07725251,-0.07723944,0.12310878,-0.12309509,0.15062383,-0.15066515,0.15009976,-0.15013499,0.00521137,-0.00520979,0.02863479,-0.02864280,0.10065246,-0.10066046,0.00000000,-0.00000000
-4.16908454,0.43330052,-0.43331864,0.08499372,-0.08497833,0.13159363,-0.13157833,0.14743935,-0.14747410,0.14668342,-0.14671412,0.00599564,-0.00599388,0.02840288,-0.02840939,0.10403459,-0.10403929,0.00000000,-0.00000000
-4.16308154,0.44778520,-0.44779233,0.09369188,-0.09367427,0.14052608,-0.14050939,0.14595375,-0.14598193,0.14421268,-0.14423888,0.00686427,-0.00686232,0.02862855,-0.02863353,0.10841778,-0.10841918,0.00000000,-0.00000000
-4.15707854,0.46509502,-0.46509172,0.10329105,-0.10327137,0.14979810,-0.14978027,0.14612407,-0.14614583,0.14262704,-0.14264890,0.00781849,-0.00781635,0.02931893,-0.02932238,0.11377119,-0.11376940,0.00000000,-0.00000000
-4.15107554,0.48496013,-0.48494715,0.11372376,-0.11370220,0.15929298,-0.15927429,0.14787511,-0.14789073,0.14184765,-0.14186541,0.00885795,-0.00885563,0.03047304,-0.03047499,0.12004868,-0.12004384,0.00000000,-0.00000000
-4.14507254,0.50706103,-0.50703933,0.12490969,-0.12488647,0.16888717,-0.16886792,0.15110182,-0.15111168,0.14178115,-0.14179510,0.00998048,-0.00997799,0.03208160,-0.03208211,0.12718869,-0.12718100,0.00000000,-0.00000000
-4.13906953,0.53103528,-0.53100596,0.13675513,-0.13673050,0.17845262,-0.17843313,0.15567233,-0.15567690,0.14232365,-0.14233418,0.01118192,-0.01117926,0.03412688,-0.03412602,0.13511457,-0.13510428,0.00000000,-0.00000000
-4.13306653,0.55648541,-0.55644967,0.14915321,-0.14912745,0.18785948,-0.18784008,0.16143168,-0.16143152,0.14336493,-0.14337241,0.01245592,-0.01245311,0.03658270,-0.03658058,0.14373532,-0.14372271,0.00000000,-0.00000000
-4.12706353,0.58298783,-0.58294695,0.16198494,-0.16195836,0.19697907,-0.19696008,0.16820611,-0.16820182,0.14479237,-0.14479723,0.01379388,-0.01379094,0.03941464,-0.03941138,0.15294674,-0.15293212,0.00000000,-0.00000000
-4.12106053,0.61010271,-0.61005804,0.17512112,-0.17509405,0.20568713,-0.20566887,0.17580776,-0.17579998,0.14649483,-0.14649750,0.01518489,-0.01518185,0.04258035,-0.04257608,0.16263302,-0.16261674,0.00000000,-0.00000000
-4.11505753,0.63738459,-0.63733746,0.18842498,-0.18839775,0.21386719,-0.21384995,0.18403972,-0.18402909,0.14836618,-0.14836706,0.01661585,-0.01661275,0.04603020,-0.04602508,0.17266881,-0.17265124,0.00000000,-0.00000000
-4.10905453,0.66439341,-0.66434512,0.20175560,-0.20172854,0.22141388,-0.22139794,0.19270132,-0.19268850,0.15030841,-0.15030790,0.01807157,-0.01806843,0.04970806,-0.04970226,0.18292168,-0.18290319,0.00000000,-0.00000000
-4.10305153,0.69070593,-0.69065773,0.21497194,-0.21494538,0.22823629,-0.22822189,0.20159354,-0.20157918,0.15223440,-0.15223285,0.01953504,-0.01953191,0.05355240,-0.05354609,0.19325504,-0.19323602,0.00000000,-0.00000000
-4.09704852,0.71592721,-0.71588024,0.22793738,-0.22791162,0.23426104,-0.23424835,0.21052444,-0.21050912,0.15407012,-0.15406786,0.02098778,-0.02098468,0.05749762,-0.05749097,0.20353143,-0.20351223,0.00000000,-0.00000000
-4.09104552,0.73970184,-0.73965712,0.24052455,-0.24049987,0.23943504,-0.23942421,0.21931437,-0.21929866,0.15575643,-0.15575373,0.02241024,-0.02240724,0.06147562,-0.06146880,0.21361609,-0.21359708,0.00000000,-0.00000000
-4.08504252,0.76172469,-0.76168309,0.25262037,-0.25259701,0.24372789,-0.24371901,0.22780102,-0.22778540,0.15725028,-0.15724737,0.02378238,-0.02377950,0.06541759,-0.06541077,0.22338082,-0.22336234,0.00000000,-0.00000000
-4.07903952,0.78175076,-0.78171297,0.26413091,-0.26410903,0.24713374,-0.24712681,0.23584386,-0.23582876,0.15852548,-0.15852253,0.02508413,-0.02508144,0.06925600,-0.06924933,0.23270785,-0.23269019,0.00000000,-0.00000000
-4.07303652,0.79960381,-0.79957034,0.27498593,-0.27496566,0.24967247,-0.24966745,0.24332815,-0.24331392,0.15957291,-0.15957004,0.02629613,-0.02629364,0.07292661,-0.07292024,0.24149371,-0.24147712,0.00000000,-0.00000000
-4.06703352,0.81518342,-0.81515456,0.28514289,-0.28512427,0.25139029,-0.25138709,0.25016806,-0.25015496,0.16040026,-0.16039754,0.02740021,-0.02739798,0.07637063,-0.07636469,0.24965284,-0.24963754,0.00000000,-0.00000000
-4.06103052,0.82847003,-0.82844586,0.29459009,-0.29457310,0.25235951,-0.25235794,0.25630901,-0.25629721,0.16103126,-0.16102870,0.02838013,-0.02837819,0.07953672,-0.07953130,0.25712084,-0.25710699,0.00000000,-0.00000000
-4.05502751,0.83952773,-0.83950811,0.30334887,-0.30333341,0.25267752,-0.25267737,0.26172890,-0.26171849,0.16150448,-0.16150205,0.02922204,-0.02922041,0.08238287,-0.08237806,0.26385714,-0.26384483,0.00000000,-0.00000000
-4.04902451,0.84850443,-0.84848902,0.31147454,-0.31146043,0.25246501,-0.25246599,0.26643833,-0.26642932,0.16187165,-0.16186927,0.02991501,-0.02991371,0.08487808,-0.08487392,0.26984688,-0.26983615,0.00000000,-0.00000000
-4.04302151,0.85562936,-0.85561762,0.31905604,-0.31904303,0.25186337,-0.25186515,0.27047966,-0.27047198,0.16219564,-0.16219321,0.03045143,-0.03045048,0.08700359,-0.08700010,0.27510201,-0.27509284,0.00000000,-0.00000000
-4.03701851,0.86120764,-0.86119887,0.32621428,-0.32620206,0.25103137,-0.25103358,0.27392489,-0.27391841,0.16254809,-0.16254547,0.03082729,-0.03082669,0.08875381,-0.08875097,0.27966133,-0.27965364,0.00000000,-0.00000000
-4.03101551,0.86561212,-0.86560544,0.33309904,-0.33308724,0.25014115,-0.25014340,0.27687256,-0.27686705,0.16300671,-0.16300373,0.03104226,-0.03104201,0.09013665,-0.09013444,0.28358958,-0.28358322,0.00000000,-0.00000000
-4.02501251,0.86927251,-0.86926694,0.33988465,-0.33987286,0.24937370,-0.24937558,0.27944349,-0.27943872,0.16365248,-0.16364898,0.03109977,-0.03109986,0.09117342,-0.09117175,0.28697537,-0.28697016,0.00000000,-0.00000000
-4.01900950,0.87266229,-0.87265676,0.34676452,-0.34675229,0.24891389,-0.24891498,0.28177589,-0.28177157,0.16456671,-0.16456250,0.03100678,-0.03100719,0.09189806,-0.09189684,0.28992826,-0.28992397,0.00000000,-0.00000000
-4.01300650,0.87628365,-0.87627704,0.35394476,-0.35393164,0.24894527,-0.24894517,0.28401967,-0.28401549,0.16582809,-0.16582299,0.03077353,-0.03077423,0.09235593,-0.09235505,0.29257490,-0.29257127,0.00000000,-0.00000000
-4.00700350,0.88065120,-0.88064237,0.36163719,-0.36162273,0.24964479,-0.24964313,0.28633044,-0.28632607,0.16750995,-0.16750379,0.03041311,-0.03041407,0.09260202,-0.09260134,0.29505444,-0.29505118,0.00000000,-0.00000000
-4.00100050,0.88627494,-0.88626279,0.37005204,-0.37003580,0.25117766,-0.25117408,0.28886330,-0.28885844,0.16967773,-0.16967035,0.02994093,-0.02994212,0.09269875,-0.09269813,0.29751350,-0.29751032,0.00000000,-0.00000000
-3.99499750,0.89364336,-0.89362686,0.37939062,-0.37937220,0.25369243,-0.25368662,0.29176685,-0.29176121,0.17238684,-0.17237809,0.02937410,-0.02937548,0.09271337,-0.09271267,0.30010081,-0.30009740,0.00000000,-0.00000000
-3.98899450,0.90320733,-0.90318555,0.38983850,-0.38981754,0.25731673,-0.25730843,0.29517752,-0.29517083,0.17568104,-0.17567082,0.02873080,-0.02873234,0.09271517,-0.09271424,0.30296188,-0.30295796,0.00000000,-0.00000000
-3.98299150,0.91536551,-0.91533765,0.40155929,-0.40153550,0.26215351,-0.26214253,0.29921454,-0.29920659,0.17959146,-0.17957966,0.02802960,-0.02803125,0.09277251,-0.09277122,0.30623395,-0.30622926,0.00000000,-0.00000000
-3.97698849,0.93045203,-0.93041742,0.41468954,-0.41466270,0.26827825,-0.26826445,0.30397586,-0.30396648,0.18413618,-0.18412274,0.02728878,-0.02729050,0.09294988,-0.09294812,0.31004139,-0.31003569,0.00000000,-0.00000000
-3.97098549,0.94872684,-0.94868500,0.42933488,-0.42930482,0.27573702,-0.27572033,0.30953501,-0.30952409,0.18932067,-0.18930555,0.02652572,-0.02652748,0.09330511,-0.09330279,0.31449188,-0.31448496,0.00000000,-0.00000000
-3.96498249,0.97036944,-0.97032004,0.44556764,-0.44553428,0.28454563,-0.28452604,0.31593920,-0.31592667,0.19513889,-0.19512205,0.02575638,-0.02575814,0.09388686,-0.09388391,0.31967340,-0.31966510,0.00000000,-0.00000000
-3.95897949,0.99547596,-0.99541884,0.46342597,-0.46338928,0.29468977,-0.29466734,0.32320852,-0.32319438,0.20157510,-0.20155652,0.02499482,-0.02499655,0.09473245,-0.09472883,0.32565233,-0.32564253,0.00000000,-0.00000000
-3.95297649,1.02405993,-1.02399508,0.48291453,-0.48287456,0.30612630,-0.30610112,0.33133646,-0.33132075,0.20860632,-0.20858598,0.02425288,-0.02425457,0.09586626,-0.09586196,0.33247251,-0.33246112,0.00000000,-0.00000000
-3.94697349,1.05605648,-1.05598402,0.50400671,-0.50396354,0.31878543,-0.31875766,0.34029143,-0.34027423,0.21620530,-0.21618318,0.02353998,-0.02354160,0.09729861,-0.09729367,0.34015543,-0.34014239,0.00000000,-0.00000000
-3.94097049,1.09132982,-1.09124997,0.52664798,-0.52660174,0.33257392,-0.33254374,0.35001925,-0.35000070,0.22434390,-0.22431997,0.02286298,-0.02286451,0.09902535,-0.09901983,0.34870132,-0.34868662,0.00000000,-0.00000000
-3.93496748,1.12968343,-1.12959647,0.55076040,-0.55071124,0.34737895,-0.34734655,0.36044655,-0.36042679,0.23299663,-0.23297081,0.02222625,-0.02222770,0.10102797,-0.10102196,0.35809114,-0.35807478,0.00000000,-0.00000000
-3.92896448,1.17087246,-1.17077870,0.57624778,-0.57619585,0.36307261,-0.36303820,0.37148454,-0.37146374,0.24214423,-0.24211642,0.02163179,-0.02163314,0.10327440,-0.10326803,0.36828921,-0.36827122,0.00000000,-0.00000000
-3.92296148,1.21461760,-1.21451736,0.60300124,-0.60294668,0.37951677,-0.37948057,0.38303320,-0.38301153,0.25177705,-0.25174711,0.02107944,-0.02108069,0.10572039,-0.10571379,0.37924629,-0.37922670,0.00000000,-0.00000000
-3.91695848,1.26061975,-1.26051326,0.63090476,-0.63084768,0.39656819,-0.39653039,0.39498548,-0.39496312,0.26189805,-0.26186578,0.02056722,-0.02056837,0.10831132,-0.10830466,0.39090294,-0.39088177,0.00000000,-0.00000000
-3.91095548,1.30857448,-1.30846192,0.65984038,-0.65978085,0.41408347,-0.41404422,0.40723136,-0.40720846,0.27252523,-0.27249036,0.02009163,-0.02009269,0.11098451,-0.11097796,0.40319282,-0.40317010,0.00000000,-0.00000000
-3.90495248,1.35818584,-1.35806724,0.68969277,-0.68963079,0.43192387,-0.43188329,0.41966140,-0.41963810,0.28369321,-0.28365543,0.01964810,-0.01964907,0.11367178,-0.11366551,0.41604589,-0.41602163,0.00000000,-0.00000000
-3.89894947,1.40917859,-1.40905386,0.72035287,-0.72028840,0.44995957,-0.44991771,0.43216984,-0.43214624,0.29545411,-0.29541302,0.01923133,-0.01923223,0.11630219,-0.11629636,0.42939115,-0.42936535,0.00000000,-0.00000000
-3.89294647,1.46130832,-1.46117718,0.75172043,-0.75165336,0.46807335,-0.46803023,0.44465691,-0.44463310,0.30787727,-0.30783241,0.01883573,-0.01883655,0.11880488,-0.11879965,0.44315894,-0.44313157,0.00000000,-0.00000000
-3.88694347,1.51436905,-1.51423108,0.78370540,-0.78363555,0.48616354,-0.48611910,0.45703044,-0.45700647,0.32104806,-0.32099894,0.01845570,-0.01845645,0.12111179,-0.12110729,0.45728262,-0.45725364,0.00000000,-0.00000000
-3.88094047,1.56819796,-1.56805257,0.81622802,-0.81615514,0.50414598,-0.50410012,0.46920668,-0.46918255,0.33506567,-0.33501172,0.01808600,-0.01808669,0.12316023,-0.12315658,0.47169960,-0.47166893,0.00000000,-0.00000000
-3.87493747,1.62267709,-1.62252355,0.84921789,-0.84914170,0.52195515,-0.52190771,0.48111041,-0.48108612,0.35003982,-0.34998046,0.01772199,-0.01772262,0.12489518,-0.12489247,0.48635177,-0.48631934,0.00000000,-0.00000000
-3.86893447,1.67773204,-1.67756948,0.88261199,-0.88253218,0.53954427,-0.53949502,0.49267450,-0.49265003,0.36608670,-0.36602132,0.01735982,-0.01736039,0.12627117,-0.12626945,0.50118538,-0.50115108,0.00000000,-0.00000000
-3.86293147,1.73332777,-1.73315526,0.91635205,-0.91626828,0.55688445,-0.55683315,0.50383894,-0.50381425,0.38332407,-0.38325207,0.01699652,-0.01699704,0.12725377,-0.12725306,0.51615037,-0.51611411,0.00000000,-0.00000000
-3.85692846,1.78946188,-1.78927846,0.95038133,-0.95029326,0.57396298,-0.57390935,0.51454965,-0.51452467,0.40186577,-0.40178659,0.01663013,-0.01663059,0.12782059,-0.12782089,0.53119945,-0.53116113,0.00000000,-0.00000000
-3.85092546,1.84615568,-1.84596039,0.98464130,-0.98454863,0.59078080,-0.59072456,0.52475710,-0.52473180,0.42181586,-0.42172899,0.01625966,-0.01626005,0.12796179,-0.12796305,0.54628685,-0.54624640,0.00000000,-0.00000000
-3.84492246,1.90344350,-1.90323549,1.01906837,-1.01897085,0.60734926,-0.60729013,0.53441509,-0.53438942,0.44326245,-0.44316745,0.01588501,-0.01588534,0.12768012,-0.12768228,0.56136709,-0.56132444,0.00000000,-0.00000000
-3.83891946,1.96136095,-1.96113951,1.05359100,-1.05348844,0.62368641,-0.62362417,0.54347970,-0.54345364,0.46627158,-0.46616814,0.01550694,-0.01550720,0.12699051,-0.12699346,0.57639367,-0.57634881,0.00000000,-0.00000000
-3.83291646,2.01993243,-2.01969705,1.08812736,-1.08801968,0.63981290,-0.63974735,0.55190863,-0.55188219,0.49088131,-0.49076925,0.01512685,-0.01512703,0.12591919,-0.12592280,0.59131805,-0.59127098,0.00000000,-0.00000000
-3.82691346,2.07915866,-2.07890915,1.12258378,-1.12247100,0.65574761,-0.65567865,0.55966097,-0.55963419,0.51709620,-0.51697552,0.01474667,-0.01474678,0.12450254,-0.12450668,0.60608869,-0.60603950,0.00000000,-0.00000000
-3.82091046,2.13900475,-2.13874123,1.15685391,-1.15673619,0.67150343,-0.67143103,0.56669751,-0.56667046,0.54488244,-0.54475332,0.01436866,-0.01436869,0.12278561,-0.12279012,0.62065058,-0.62059939,0.00000000,-0.00000000
-3.81490745,2.19938921,-2.19911220,1.19081885,-1.19069651,0.68708305,-0.68700729,0.57298148,-0.57295426,0.57416378,-0.57402661,0.01399522,-0.01399517,0.12082045,-0.12082515,0.63494489,-0.63489190,0.00000000,-0.00000000
-3.80890445,2.26017454,-2.25988502,1.22434797,-1.22422145,0.70247521,-0.70239631,0.57847979,-0.57845256,0.60481847,-0.60467387,0.01362870,-0.01362857,0.11866425,-0.11866899,0.64890913,-0.64885460,0.00000000,-0.00000000
-3.80290145,2.32115973,-2.32085914,1.25730041,-1.25717035,0.71765149,-0.71756979,0.58316461,-0.58313755,0.63667740,-0.63652622,0.01327127,-0.01327106,0.11637754,-0.11638215,0.66247744,-0.66242171,0.00000000,-0.00000000
-3.79689845,2.38207508,-2.38176533,1.28952716,-1.28939432,0.73256369,-0.73247969,0.58701520,-0.58698853,0.66952351,-0.66936684,0.01292470,-0.01292443,0.11402228,-0.11402660,0.67558125,-0.67552472,0.00000000,-0.00000000
-3.79089545,2.44257956,-2.44226305,1.32087337,-1.32073870,0.74714215,-0.74705647,0.59001984,-0.58999379,0.70309265,-0.70293183,0.01259032,-0.01258998,0.11166006,-0.11166394,0.68815011,-0.68809326,0.00000000,-0.00000000
-3.78489245,2.50226104,-2.50194066,1.35118092,-1.35104551,0.76129493,-0.76120835,0.59217768,-0.59215252,0.73707600,-0.73691257,0.01226887,-0.01226849,0.10935045,-0.10935376,0.70011269,-0.70005605,0.00000000,-0.00000000
-3.77888944,2.56063957,-2.56031861,1.38029088,-1.38015594,0.77490806,-0.77482149,0.59350042,-0.59347643,0.77112397,-0.77095968,0.01196048,-0.01196007,0.10714949,-0.10715212,0.71139787,-0.71134205,0.00000000,-0.00000000
-3.77288644,2.61717354,-2.61685569,1.40804582,-1.40791268,0.78784683,-0.78776129,0.59401366,-0.59399112,0.80485180,-0.80468856,0.01166466,-0.01166423,0.10510838,-0.10511023,0.72193596,-0.72188158,0.00000000,-0.00000000
-3.76688344,2.67126906,-2.67095829,1.43429189,-1.43416196,0.79995822,-0.79987482,0.59375780,-0.59373697,0.83784652,-0.83768638,0.01138029,-0.01137986,0.10327240,-0.10327339,0.73165985,-0.73160760,0.00000000,-0.00000000
-3.76088044,2.72229206,-2.72199256,1.45888047,-1.45875525,0.81107430,-0.81099423,0.59278834,-0.59276950,0.86967552,-0.86952061,0.01110569,-0.01110528,0.10168005,-0.10168014,0.74050631,-0.74045687,0.00000000,-0.00000000
-3.75487744,2.76958321,-2.76929928,1.48166966,-1.48155065,0.82101674,-0.82094122,0.59117575,-0.59115912,0.89989624,-0.89974872,0.01083870,-0.01083833,0.10036251,-0.10036168,0.74841720,-0.74837126,0.00000000,-0.00000000
-3.74887444,2.81247506,-2.81221098,1.50252536,-1.50241410,0.82960206,-0.82953231,0.58900458,-0.58899036,0.92806692,-0.92792893,0.01057681,-0.01057650,0.09934330,-0.09934153,0.75534070,-0.75529896,0.00000000,-0.00000000
-3.74287144,2.85031105,-2.85007101,1.52132231,-1.52122029,0.83664764,-0.83658487,0.58637215,-0.58636051,0.95375809,-0.95363168,0.01031726,-0.01031702,0.09863821,-0.09863552,0.76123261,-0.76119570,0.00000000,-0.00000000
-3.73686843,2.88246593,-2.88225384,1.53794504,-1.53785369,0.84197825,-0.84192358,0.58338666,-0.58337771,0.97656444,-0.97645152,0.01005719,-0.01005705,0.09825553,-0.09825197,0.76605752,-0.76602605,0.00000000,-0.00000000
-3.73086543,2.90836665,-2.90818606,1.55228896,-1.55220962,0.84543274,-0.84538722,0.58016486,-0.58015865,0.99611662,-0.99601892,0.00979380,-0.00979377,0.09819655,-0.09819216,0.76979008,-0.76976458,0.00000000,-0.00000000
-3.72486243,2.92751327,-2.92736725,1.56426169,-1.56419556,0.84687084,-0.84683536,0.57682946,-0.57682600,1.01209266,-1.01201163,0.00952450,-0.00952459,0.09845621,-0.09845106,0.77241618,-0.77239709,0.00000000,-0.00000000
-3.71885943,2.93949897,-2.93938998,1.57378476,-1.57373288,0.84617953,-0.84615481,0.57350629,-0.57350552,1.02422842,-1.02416523,0.00924701,-0.00924723,0.09902415,-0.09901830,0.77393407,-0.77392172,0.00000000,-0.00000000
-3.71285643,2.94402824,-2.94395810,1.58079575,-1.58075897,0.84327894,-0.84326550,0.57032142,-0.57032323,1.03232676,-1.03228223,0.00895955,-0.00895991,0.09988581,-0.09987933,0.77435536,-0.77434999,0.00000000,-0.00000000
-3.70685343,2.94093278,-2.94090251,1.58525091,-1.58522986,0.83812730,-0.83812546,0.56739827,-0.56740249,1.03626494,-1.03623952,0.00866087,-0.00866137,0.10102381,-0.10101677,0.77370591,-0.77370763,0.00000000,-0.00000000
-3.70085043,2.93018395,-2.93019381,1.58712814,-1.58712321,0.83072487,-0.83073471,0.56485493,-0.56486132,1.03599994,-1.03599370,0.00835039,-0.00835102,0.10241948,-0.10241195,0.77202645,-0.77203523,0.00000000,-0.00000000
-3.69484742,2.91190150,-2.91195091,1.58643039,-1.58644169,0.82111652,-0.82113789,0.56280167,-0.56280996,1.03157142,-1.03158405,0.00802821,-0.00802897,0.10405443,-0.10404645,0.76937295,-0.76938863,0.00000000,-0.00000000
-3.68884442,2.88635784,-2.88644541,1.58318906,-1.58321644,0.80939283,-0.80942534,0.56133884,-0.56134870,1.02310218,-1.02313296,0.00769514,-0.00769603,0.10591220,-0.10590382,0.76581663,-0.76583890,0.00000000,-0.00000000
-3.68284142,2.85397761,-2.85410114,1.57746746,-1.57751050,0.79568970,-0.79573272,0.56055507,-0.56056613,1.01079585,-1.01084372,0.00735270,-0.00735371,0.10797987,-0.10797108,0.76144361,-0.76147205,0.00000000,-0.00000000
-3.67683842,2.81533228,-2.81548883,1.56936386,-1.56942184,0.78018625,-0.78023895,0.56052594,-0.56053779,0.99493219,-0.99499575,0.00700308,-0.00700418,0.11024952,-0.11024033,0.75635409,-0.75638814,0.00000000,-0.00000000
-3.67083542,2.77112988,-2.77131585,1.55901388,-1.55908581,0.76310133,-0.76316268,0.56131300,-0.56132525,0.97585981,-0.97593735,0.00664903,-0.00665021,0.11271959,-0.11270994,0.75066109,-0.75070009,0.00000000,-0.00000000
-3.66483242,2.72220006,-2.72241127,1.54659196,-1.54667661,0.74468844,-0.74475725,0.56296324,-0.56297544,0.95398670,-0.95407628,0.00629382,-0.00629506,0.11539581,-0.11538563,0.74448870,-0.74453191,0.00000000,-0.00000000
-3.65882941,2.66947472,-2.66970653,1.53231160,-1.53240749,0.72522944,-0.72530440,0.56550879,-0.56552053,0.92976900,-0.92986850,0.00594111,-0.00594238,0.11829190,-0.11828108,0.73796991,-0.73801648,0.00000000,-0.00000000
-3.65282641,2.61396502,-2.61421246,1.51642405,-1.51652951,0.70502724,-0.70510695,0.56896696,-0.56897781,0.90369826,-0.90380541,0.00559479,-0.00559607,0.12142973,-0.12141815,0.73124389,-0.73129294,0.00000000,-0.00000000
-3.64682341,2.55673514,-2.55699304,1.49921535,-1.49932854,0.68439758,-0.68448059,0.57334040,-0.57334997,0.87628772,-0.87640020,0.00525889,-0.00526017,0.12483905,-0.12482654,0.72445294,-0.72450356,0.00000000,-0.00000000
-3.64082041,2.49887387,-2.49913700,1.48100147,-1.48112043,0.66366039,-0.66374523,0.57861736,-0.57862528,0.84805816,-0.84817365,0.00493741,-0.00493866,0.12855654,-0.12854293,0.71773910,-0.71779036,0.00000000,-0.00000000
-3.63481741,2.44146465,-2.44172788,1.46212164,-1.46224432,0.64313086,-0.64321609,0.58477190,-0.58477785,0.81952374,-0.81964000,0.00463419,-0.00463539,0.13262443,-0.13260952,0.71124035,-0.71129136,0.00000000,-0.00000000
-3.62881441,2.38555522,-2.38581364,1.44292979,-1.44305415,0.62311064,-0.62319489,0.59176403,-0.59176773,0.79117837,-0.79129324,0.00435276,-0.00435390,0.13708846,-0.13707206,0.70508677,-0.70513665,0.00000000,-0.00000000
-3.62281141,2.33212752,-2.33237658,1.42378441,-1.42390843,0.60387939,-0.60396139,0.59953962,-0.59954088,0.76348291,-0.76359444,0.00409625,-0.00409731,0.14199534,-0.14197726,0.69939641,-0.69944439,0.00000000,-0.00000000
-3.61680840,2.28206908,-2.28230469,1.40503698,-1.40515874,0.58568696,-0.58576558,0.60803014,-0.60802882,0.73685385,-0.73696028,0.00386725,-0.00386822,0.14738975,-0.14736982,0.69427130,-0.69431666,0.00000000,-0.00000000
-3.61080540,2.23614651,-2.23636517,1.38701950,-1.38713722,0.56874648,-0.56882076,0.61715208,-0.61714813,0.71165344,-0.71175327,0.00366774,-0.00366861,0.15331107,-0.15328915,0.68979341,-0.68983557,0.00000000,-0.00000000
-3.60480240,2.19498210,-2.19518097,1.37003145,-1.37014359,0.55322858,-0.55329771,0.62680629,-0.62679975,0.68818187,-0.68827388,0.00349903,-0.00349978,0.15978985,-0.15976585,0.68602099,-0.68605948,0.00000000,-0.00000000
-3.59879940,2.15903432,-2.15921128,1.35432693,-1.35443218,0.53925676,-0.53932016,0.63687702,-0.63686802,0.66667140,-0.66675465,0.00336167,-0.00336232,0.16684429,-0.16681818,0.68298518,-0.68301968,0.00000000,-0.00000000
-3.59279640,2.12858271,-2.12873643,1.34010241,-1.34019975,0.52690434,-0.52696160,0.64723110,-0.64721988,0.64728271,-0.64735659,0.00325550,-0.00325603,0.17447693,-0.17444872,0.68068716,-0.68071751,0.00000000,-0.00000000
-3.58679340,2.10371806,-2.10384799,1.32748585,-1.32757461,0.51619277,-0.51624370,0.65771717,-0.65770406,0.63010344,-0.63016761,0.00317959,-0.00318002,0.18267161,-0.18264142,0.67909605,-0.67912222,0.00000000,-0.00000000
-3.58079040,2.08433811,-2.08444450,1.31652785,-1.31660771,0.50709156,-0.50713616,0.66816526,-0.66815069,0.61514891,-0.61520335,0.00313232,-0.00313265,0.19139115,-0.19135916,0.67814752,-0.67816967,0.00000000,-0.00000000
-3.57478739,2.07014925,-2.07023310,1.30719531,-1.30726632,0.49951981,-0.49955829,0.67838690,-0.67837141,0.60236504,-0.60241000,0.00311138,-0.00311161,0.20057561,-0.20054209,0.67774352,-0.67776194,0.00000000,-0.00000000
-3.56878439,2.06067431,-2.06073734,1.29936820,-1.29943076,0.49334921,-0.49338194,0.68817603,-0.68816022,0.59163315,-0.59166912,0.00311385,-0.00311400,0.21014156,-0.21010690,0.67775302,-0.67776819,0.00000000,-0.00000000
-3.56278139,2.05526656,-2.05531112,1.29283979,-1.29289467,0.48840858,-0.48843609,0.69731075,-0.69729531,0.58277671,-0.58280441,0.00313634,-0.00313641,0.21998238,-0.21994701,0.67801409,-0.67802658,0.00000000,-0.00000000
-3.55677839,2.05312961,-2.05315861,1.28732057,-1.28736885,0.48448973,-0.48451267,0.70555622,-0.70554190,0.57556970,-0.57559001,0.00317499,-0.00317501,0.22996954,-0.22993399,0.67833714,-0.67834765,0.00000000,-0.00000000
-3.55077539,2.05334290,-2.05335968,1.28244594,-1.28248900,0.48135451,-0.48137365,0.71266880,-0.71265637,0.56974637,-0.56976033,0.00322569,-0.00322567,0.23995508,-0.23991994,0.67850954,-0.67851887,0.00000000,-0.00000000
-3.54477239,2.05489198,-2.05490020,1.27778751,-1.27782695,0.47874287,-0.47875905,0.71840131,-0.71839157,0.56501218,-0.56502090,0.00328413,-0.00328408,0.24977510,-0.24974101,0.67830146,-0.67831047,0.00000000,-0.00000000
