energy_ev,total_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,Pd_p_up,Pd_d_up,Se_s_up,Se_p_up
-5.83791896,7.23099532,0.01358794,1.41920683,0.81061378,0.34769820,6.92269874,3.02118493,0.13690763,1.70687198
-5.83191596,7.19830719,0.01415248,1.39592437,0.78656265,0.35490981,6.85746456,2.99759348,0.13945690,1.71017377
-5.82591296,7.18162043,0.01470197,1.37579935,0.76417561,0.36307041,6.80123013,2.98073771,0.14229984,1.71774384
-5.81990995,7.17970397,0.01522713,1.35862763,0.74362819,0.37204942,6.75354418,2.96997279,0.14541730,1.72933165
-5.81390695,7.19099752,0.01571856,1.34416170,0.72503611,0.38168813,6.71366278,2.96458077,0.14877774,1.74455054
-5.80790395,7.21363994,0.01616699,1.33211413,0.70845327,0.39180331,6.68054949,2.96378263,0.15233815,1.76288719
-5.80190095,7.24551036,0.01656352,1.32216258,0.69387220,0.40219162,6.65288972,2.96675316,0.15604554,1.78371614
-5.79589795,7.28428103,0.01689991,1.31395664,0.68122701,0.41263488,6.62911961,2.97263827,0.15983878,1.80631896
-5.78989495,7.32748018,0.01716886,1.30712607,0.67039846,0.42290593,6.60746892,2.98057440,0.16365090,1.82990710
-5.78389195,7.37256282,0.01736418,1.30129043,0.66122113,0.43277475,6.58601680,2.98970927,0.16741149,1.85364786
-5.77788894,7.41698637,0.01748107,1.29606967,0.65349201,0.44201494,6.56275810,2.99922319,0.17104943,1.87669194
-5.77188594,7.45828816,0.01751622,1.29109516,0.64698036,0.45040994,6.53567761,3.00835011,0.17449542,1.89820174
-5.76588294,7.49416103,0.01746797,1.28602083,0.64143804,0.45775911,6.50282849,3.01639727,0.17768454,1.91737898
-5.75987994,7.52252377,0.01733637,1.28053383,0.63661012,0.46388313,6.46241143,3.02276253,0.18055848,1.93349047
-5.75387694,7.54158270,0.01712314,1.27436403,0.63224504,0.46862876,6.41285014,3.02694850,0.18306745,1.94589079
-5.74787394,7.54988165,0.01683167,1.26729210,0.62810396,0.47187258,6.35285954,3.02857249,0.18517155,1.95404106
-5.74187094,7.54633751,0.01646689,1.25915551,0.62396889,0.47352374,6.28150277,3.02737182,0.18684174,1.95752283
-5.73586793,7.53025979,0.01603509,1.24985218,0.61964927,0.47352544,6.19823408,3.02320395,0.18806011,1.95604664
-5.72986493,7.50135312,0.01554377,1.23934149,0.61498678,0.47185530,6.10292502,3.01604134,0.18881964,1.94945492
-5.72386193,7.45970264,0.01500133,1.22764263,0.60985830,0.46852444,5.99587248,3.00596133,0.18912340,1.93771936
-5.71785893,7.40574325,0.01441687,1.21483016,0.60417686,0.46357555,5.87778798,2.99313120,0.18898327,1.92093299
-5.71185593,7.34021442,0.01379989,1.20102713,0.59789090,0.45707986,5.74976858,2.97778954,0.18841825,1.89929768
-5.70585293,7.26410325,0.01315999,1.18639603,0.59098184,0.44913338,5.61325075,2.96022459,0.18745249,1.87310783
-5.69984992,7.17857905,0.01250664,1.17112797,0.58346025,0.43985250,5.46994969,2.94075095,0.18611320,1.84273137
-5.69384692,7.08492301,0.01184888,1.15543073,0.57536112,0.42936924,5.32178678,2.91968582,0.18442857,1.80858925
-5.68784392,6.98445719,0.01119516,1.13951622,0.56673828,0.41782638,5.17080909,2.89732625,0.18242573,1.77113450
-5.68184092,6.87847653,0.01055308,1.12358815,0.55765875,0.40537265,5.01910481,2.87392866,0.18012911,1.73083226
-5.67583792,6.76818778,0.00992928,1.10783033,0.54819700,0.39215840,4.86871864,2.84969179,0.17755903,1.68814172
-5.66983492,6.65465858,0.00932933,1.09239651,0.53842976,0.37833161,4.72157150,2.82474423,0.17473088,1.64350091
-5.66383192,6.53877935,0.00875764,1.07740206,0.52843159,0.36403473,4.57938801,2.79913726,0.17165467,1.59731513
-5.65782891,6.42123990,0.00821750,1.06291807,0.51827140,0.34940225,4.44363540,2.77284349,0.16833516,1.54994937
-5.65182591,6.30252181,0.00771104,1.04896818,0.50801015,0.33455907,4.31547640,2.74576162,0.16477246,1.50172504
-5.64582291,6.18290666,0.00723933,1.03552820,0.49769990,0.31961971,4.19573807,2.71772710,0.16096304,1.45292077
-5.63981991,6.06249959,0.00680244,1.02252875,0.48738409,0.30468831,4.08489789,2.68852830,0.15690110,1.40377710
-5.63381691,5.94126640,0.00639961,1.00986064,0.47709910,0.28985928,3.98308727,2.65792767,0.15258019,1.35450449
-5.62781391,5.81908235,0.00602935,0.99738280,0.46687698,0.27521854,3.89011209,2.62568673,0.14799488,1.30529381
-5.62181091,5.69578956,0.00568961,0.98493236,0.45674916,0.26084512,3.80548886,2.59159396,0.14314246,1.25632866
-5.61580790,5.57126023,0.00537792,0.97233643,0.44675087,0.24681301,3.72849455,2.55549425,0.13802456,1.20779856
-5.60980490,5.44546206,0.00509157,0.95942500,0.43692619,0.23319310,3.65822745,2.51731860,0.13264841,1.15991204
-5.60380190,5.31852253,0.00482776,0.94604425,0.42733320,0.22005508,3.59367590,2.47711270,0.12702787,1.11290890
-5.59779890,5.19078885,0.00458373,0.93206978,0.41804920,0.20746904,3.53379159,2.43506298,0.12118403,1.06707085
-5.59179590,5.06288020,0.00435688,0.91741899,0.40917550,0.19550681,3.47756373,2.39151892,0.11514539,1.02272983
-5.58579290,4.93572968,0.00414490,0.90206201,0.40084162,0.18424289,3.42409049,2.34701032,0.10894762,0.98027363
-5.57978989,4.81061350,0.00394584,0.88603066,0.39320861,0.17375488,3.37264437,2.30225861,0.10263289,0.94014833
-5.57378689,4.68916559,0.00375820,0.86942485,0.38647113,0.16412342,3.32272827,2.25818115,0.09624887,0.90285750
-5.56778389,4.57337627,0.00358091,0.85241623,0.38085826,0.15543166,3.27411954,2.21588805,0.08984739,0.86895806
-5.56178089,4.46557414,0.00341344,0.83524849,0.37663266,0.14776423,3.22690001,2.17667080,0.08348297,0.83905283
-5.55577789,4.36839112,0.00325572,0.81823454,0.37408810,0.14120577,3.18147042,2.14198278,0.07721113,0.81378010
-5.54977489,4.28471103,0.00310819,0.80175027,0.37354512,0.13583916,3.13854848,2.11341144,0.07108675,0.79380036
-5.54377189,4.21760254,0.00297171,0.78622513,0.37534496,0.13174336,3.09915067,2.09264275,0.06516242,0.77978070
-5.53776888,4.17023834,0.00284753,0.77212982,0.37984167,0.12899116,3.06455860,2.08141830,0.05948697,0.77237722
-5.53176588,4.14580242,0.00273726,0.75996144,0.38739249,0.12764671,3.03627124,2.08148616,0.05410415,0.77221593
-5.52576288,4.14738824,0.00264275,0.75022664,0.39834682,0.12776310,3.01594548,2.09454672,0.04905162,0.77987281
-5.51975988,4.17789086,0.00256604,0.74342339,0.41303389,0.12937999,3.00532756,2.12219482,0.04436008,0.79585335
-5.51375688,4.23989652,0.00250926,0.74002200,0.43174955,0.13252141,3.00617874,2.16586030,0.04005285,0.82057243
-5.50775388,4.33557368,0.00247459,0.74044627,0.45474257,0.13719385,3.02019860,2.22674855,0.03614556,0.85433503
-5.50175088,4.46656935,0.00246411,0.74505541,0.48220097,0.14338469,3.04894954,2.30578353,0.03264624,0.89731843
-5.49574787,4.63391514,0.00247978,0.75412748,0.51423880,0.15106108,3.09378624,2.40355543,0.02955554,0.94955668
-5.48974487,4.83794700,0.00252334,0.76784522,0.55088412,0.16016935,3.15579327,2.52027514,0.02686723,1.01092792
-5.48374187,5.07824255,0.00259626,0.78628466,0.59206867,0.17063501,3.23573378,2.65573789,0.02456880,1.08114529
-5.47773887,5.35357967,0.00269966,0.80940729,0.63761981,0.18236339,3.33401189,2.80929806,0.02264223,1.15975203
-5.47173587,5.66191916,0.00283429,0.83705592,0.68725541,0.19524101,3.45065033,2.97985686,0.02106480,1.24612131
-5.46573287,6.00041383,0.00300051,0.86895471,0.74058199,0.20913753,3.58528451,3.16586437,0.01980997,1.33946126
-5.45972986,6.36544526,0.00319828,0.90471331,0.79709675,0.22390853,3.73717316,3.36533677,0.01884829,1.43882548
-5.45372686,6.75268856,0.00342715,0.94383499,0.85619358,0.23939885,3.90522502,3.57588916,0.01814825,1.54312920
-5.44772386,7.15720443,0.00368633,0.98572860,0.91717319,0.25544652,4.08804013,3.79478373,0.01767713,1.65117091
-5.44172086,7.57355635,0.00397470,1.02972381,0.97925745,0.27188722,4.28396381,4.01899234,0.01740183,1.76165923
-5.43571786,7.99594998,0.00429092,1.07508920,1.04160752,0.28855907,4.49115047,4.24527198,0.01728959,1.87324439
-5.42971486,8.41839048,0.00463348,1.12105229,1.10334537,0.30530766,4.70763423,4.47025095,0.01730865,1.98455356
-5.42371186,8.83485259,0.00500086,1.16682107,1.16357820,0.32199117,4.93140292,4.69052299,0.01742888,2.09422891
-5.41770885,9.23945757,0.00539160,1.21160589,1.22142478,0.33848532,5.16047189,4.90274616,0.01762230,2.20096731
-5.41170585,9.62665066,0.00580445,1.25464111,1.27604287,0.35468805,5.39295411,5.10374298,0.01786355,2.30356005
-5.40570285,9.99137222,0.00623851,1.29520568,1.32665662,0.37052376,5.62712336,5.29059802,0.01813022,2.40093139
-5.39969985,10.32921617,0.00669335,1.33264184,1.37258300,0.38594682,5.86146773,5.46074935,0.01840323,2.49217414
-5.39369685,10.63656922,0.00716913,1.36637150,1.41325587,0.40094436,6.09473102,5.61207003,0.01866697,2.57658099
-5.38769385,10.91072555,0.00766668,1.39590956,1.44824693,0.41553808,6.32594059,5.74293659,0.01890953,2.65367021
-5.38169085,11.14997215,0.00818763,1.42087412,1.47728245,0.42978505,6.55442063,5.85228162,0.01912267,2.72320442
-5.37568784,11.35364132,0.00873440,1.44099304,1.50025501,0.44377745,6.77979070,5.93962817,0.01930191,2.78520175
-5.36968484,11.52212819,0.00931021,1.45610715,1.51722965,0.45764109,7.00195026,6.00510466,0.01944631,2.83993854
-5.36368184,11.65687233,0.00991908,1.46616984,1.52844415,0.47153293,7.22105023,6.04943955,0.01955842,2.88794337
-5.35767884,11.76030427,0.01056568,1.47124354,1.53430325,0.48563744,7.43745351,6.07393573,0.01964392,2.92998250
-5.35167584,11.83575864,0.01125525,1.47149327,1.53536701,0.50016196,7.65168668,6.08042577,0.01971136,2.96703706
-5.34567284,11.88735741,0.01199337,1.46717763,1.53233364,0.51533120,7.86438538,6.07120945,0.01977174,3.00027261
-5.33966983,11.91986734,0.01278574,1.45863778,1.52601761,0.53138088,8.07623610,6.04897604,0.01983808,3.03100221
-5.33366683,11.93853692,0.01363791,1.44628487,1.51732361,0.54855084,8.28791704,6.01671403,0.01992492,3.06064412
-5.32766383,11.94891873,0.01455500,1.43058631,1.50721754,0.56707757,8.50004054,5.97761176,0.02004777,3.09067550
-5.32166083,11.95668310,0.01554131,1.41205153,1.49669556,0.58718658,8.71309950,5.93495229,0.02022261,3.12258374
-5.31565783,11.96742985,0.01660009,1.39121741,1.48675227,0.60908464,8.92741959,5.89200639,0.02046531,3.15781699
-5.30965483,11.98650403,0.01773314,1.36863405,1.47834923,0.63295217,9.14311894,5.85192719,0.02079110,3.19773548
-5.30365183,12.01882191,0.01894058,1.34485095,1.47238490,0.65893609,9.36007655,5.81765009,0.02121408,3.24356527
-5.29764882,12.06871258,0.02022059,1.32040406,1.46966703,0.68714323,9.57790998,5.79180122,0.02174675,3.29635593
-5.29164582,12.13978027,0.02156921,1.29580379,1.47088840,0.71763472,9.79596308,5.77661733,0.02239963,3.35694351
-5.28564282,12.23479145,0.02298028,1.27152430,1.47660659,0.75042140,10.01330363,5.77387967,0.02318095,3.42592012
-5.27963982,12.35559027,0.02444538,1.24799404,1.48722852,0.78546076,10.22873086,5.78486375,0.02409642,3.50361109
-5.27363682,12.50304480,0.02595393,1.22558779,1.50300004,0.82265542,10.44079253,5.81030658,0.02514913,3.59006062
-5.26763382,12.67702563,0.02749341,1.20462020,1.52400087,0.86185335,10.64781094,5.85039205,0.02633954,3.68502653
-5.26163082,12.87641757,0.02904962,1.18534093,1.55014494,0.90285014,10.84791731,5.90475489,0.02766560,3.78798440
-5.25562781,13.09916398,0.03060706,1.16793144,1.58118601,0.94539321,11.03909372,5.97250285,0.02912293,3.89814120
-5.24962481,13.34234222,0.03214948,1.15250344,1.61672827,0.98918793,11.21922157,6.05225611,0.03070517,4.01445805
-5.24362181,13.60226794,0.03366036,1.13909902,1.65624150,1.03390573,11.38613548,6.14220244,0.03240435,4.13568166
-5.23761881,13.87462455,0.03512359,1.12769251,1.69908009,1.07919377,11.53768138,6.24016629,0.03421140,4.26038330
-5.23161581,14.15461347,0.03652407,1.11819394,1.74450538,1.12468598,11.67177716,6.34368899,0.03611662,4.38700418
-5.22561281,14.43711982,0.03784837,1.11045408,1.79171037,1.17001491,11.78647424,6.45011749,0.03811024,4.51390554
-5.21960980,14.71688757,0.03908532,1.10427095,1.83984586,1.21482408,11.88001800,6.55669810,0.04018290,4.63942156
-5.21360680,14.98869737,0.04022657,1.09939763,1.88804717,1.25877998,11.95090506,6.66067209,0.04232616,4.76191309
-5.20760380,15.24754019,0.04126705,1.09555113,1.93546038,1.30158333,11.99793498,6.75936926,0.04453285,4.87981980
-5.20160080,15.48877986,0.04220528,1.09242210,1.98126713,1.34297875,12.02025435,6.85029619,0.04679738,4.99170866
-5.19559780,15.70829765,0.04304352,1.08968506,2.02470710,1.38276243,12.01739091,6.93121568,0.04911584,5.09631639
-5.18959480,15.90261293,0.04378785,1.08700883,2.06509727,1.42078713,11.98927577,7.00021432,0.05148608,5.19258402
-5.18359180,16.06897457,0.04444795,1.08406677,2.10184744,1.45696419,11.93625238,7.05575566,0.05390745,5.27968175
-5.17758879,16.20541936,0.04503677,1.08054660,2.13447124,1.49126223,11.85907081,7.09671682,0.05638052,5.35702299
-5.17158579,16.31079474,0.04557003,1.07615925,2.16259260,1.52370252,11.75886735,7.12240743,0.05890659,5.42426680
-5.16558279,16.38474531,0.04606554,1.07064666,2.18594734,1.55435108,11.63712929,7.13257022,0.06148708,5.48130860
-5.15957979,16.42766415,0.04654239,1.06378809,2.20438016,1.58330789,11.49564628,7.12736357,0.06412276,5.52825975
-5.15357679,16.44061167,0.04702008,1.05540495,2.21783730,1.61069373,11.33644985,7.10732733,0.06681300,5.56541697
-5.14757379,16.42520673,0.04751752,1.04536376,2.22635551,1.63663531,11.16174362,7.07333360,0.06955495,5.59322356
-5.14157079,16.38349611,0.04805213,1.03357752,2.23004795,1.66124958,10.97382744,7.02652540,0.07234271,5.61222443
-5.13556778,16.31780946,0.04863881,1.02000530,2.22908807,1.68462807,10.77501886,6.96824637,0.07516669,5.62301768
-5.12956478,16.23060799,0.04928918,1.00465032,2.22369231,1.70682236,10.56757575,6.89996515,0.07801296,5.62620555
-5.12356178,16.12433517,0.05001077,0.98755666,2.21410274,1.72783144,10.35362396,6.82319852,0.08086291,5.62234761
-5.11755878,16.00127785,0.05080651,0.96880494,2.20057055,1.74759206,10.13509359,6.73943712,0.08369302,5.61191903
-5.11155578,15.86344540,0.05167433,0.94850713,2.18334133,1.76597249,9.91366713,6.65007765,0.08647494,5.59527637
-5.10555278,15.71247344,0.05260700,0.92680098,2.16264299,1.78277048,9.69074200,6.55636480,0.08917581,5.57263302
-5.09954977,15.54955730,0.05359222,0.90384433,2.13867675,1.79771558,9.46740943,6.45934582,0.09175880,5.54404570
-5.09354677,15.37541846,0.05461292,0.87980949,2.11161176,1.81047587,9.24445041,6.35983972,0.09418398,5.50941279
-5.08754377,15.19030543,0.05564777,0.85487819,2.08158345,1.82066890,9.02234891,6.25842235,0.09640931,5.46848470
-5.08154077,14.99402826,0.05667192,0.82923705,2.04869538,1.82787633,8.80132108,6.15542757,0.09839192,5.42088544
-5.07553777,14.78602399,0.05765784,0.80307396,2.01302451,1.83166167,8.58135878,6.05096406,0.10008937,5.36614409
-5.06953477,14.56544868,0.05857636,0.77657525,1.97462919,1.83159002,8.36228449,5.94494614,0.10146118,5.30373431
-5.06353177,14.33128984,0.05939774,0.74992378,1.93355921,1.82724908,8.14381445,5.83713643,0.10247013,5.23311932
-5.05752876,14.08249225,0.06009274,0.72329783,1.88986721,1.81827007,7.92562617,5.72719749,0.10308372,5.15379969
-5.05152576,13.81808934,0.06063372,0.69687074,1.84362043,1.80434766,7.70742626,5.61474907,0.10327536,5.06536098
-5.04552276,13.53733207,0.06099565,0.67081104,1.79491202,1.78525771,7.48901474,5.49942746,0.10302544,4.96751848
-5.03951976,13.23980755,0.06115697,0.64528299,1.74387103,1.76087206,7.27034203,5.38094330,0.10232214,4.86015627
-5.03351676,12.92554042,0.06110036,0.62044718,1.69067038,1.73116954,7.05155526,5.25913437,0.10116205,4.74335844
-5.02751376,12.59507101,0.06081324,0.59646108,1.63553222,1.69624263,6.83303147,5.13401036,0.09955041,4.61743061
-5.02151076,12.24950573,0.06028822,0.57347936,1.57873018,1.65629956,6.61539545,5.00578682,0.09750110,4.48291057
-5.01550775,11.89053680,0.05952316,0.55165362,1.52058842,1.61166173,6.39952155,4.87490651,0.09503633,4.34056749
-5.00950475,11.52043012,0.05852121,0.53113161,1.46147736,1.56275664,6.18651892,4.74204682,0.09218609,4.19138982
-5.00350175,11.14198187,0.05729051,0.51205579,1.40180640,1.51010676,5.97770115,4.60811268,0.08898727,4.03656251
-4.99749875,10.75844594,0.05584388,0.49456104,1.34201377,1.45431482,5.77454170,4.47421543,0.08548263,3.87743486
-4.99149575,10.37343592,0.05419821,0.47877183,1.28255434,1.39604642,5.57861738,4.34163848,0.08171963,3.71548082
-4.98549275,9.99080647,0.05237387,0.46479861,1.22388579,1.33601061,5.39154275,4.21179153,0.07774907,3.55225355
-4.97948974,9.61451999,0.05039398,0.45273384,1.16645399,1.27493936,5.21489865,4.08615557,0.07362376,3.38933682
-4.97348674,9.24850475,0.04828367,0.44264769,1.11067839,1.21356688,5.05015851,3.96622139,0.06939711,3.22829533
-4.96748374,8.89651143,0.04606930,0.43458359,1.05693803,1.15260949,4.89861602,3.85342447,0.06512181,3.07062644
-4.96148074,8.56197448,0.04377777,0.42855405,1.00555912,1.09274678,4.76131764,3.74907966,0.06084856,2.91771529
-4.95547774,8.24788465,0.04143579,0.42453684,0.95680461,1.03460480,4.63900340,3.65431855,0.05662500,2.77079525
-4.94947474,7.95667827,0.03906929,0.42247192,0.91086637,0.97874173,4.53205883,3.57003284,0.05249469,2.63091521
-4.94347174,7.69014810,0.03670288,0.42225929,0.86786036,0.92563628,4.44048033,3.49682637,0.04849637,2.49891477
-4.93746873,7.44937942,0.03435940,0.42375799,0.82782502,0.87567924,4.36385583,3.43497837,0.04466337,2.37540811
-4.93146573,7.23471411,0.03205961,0.42678653,0.79072277,0.82916811,4.30136169,3.38441972,0.04102321,2.26077673
-4.92546273,7.04574389,0.02982191,0.43112468,0.75644484,0.78630490,4.25177629,3.34472381,0.03759745,2.15517104
-4.91945973,6.88133308,0.02766220,0.43651688,0.72481879,0.74719685,4.21350967,3.31511251,0.03440168,2.05852027
-4.91345673,6.73966974,0.02559383,0.44267707,0.69561865,0.71185998,4.18464836,3.29447755,0.03144573,1.97054989
-4.90745373,6.61834294,0.02362758,0.44929500,0.66857693,0.68022510,4.16301328,3.28141661,0.02873401,1.89080553
-4.90145073,6.51444308,0.02177178,0.45604377,0.64339808,0.65214604,4.14622866,3.27428289,0.02626600,1.81868217
-4.89544772,6.42468109,0.02003240,0.46258833,0.61977269,0.62740957,4.13179898,3.27124629,0.02403684,1.75345726
-4.88944472,6.34552179,0.01841325,0.46859477,0.59739174,0.60574694,4.11719091,3.27036383,0.02203802,1.69432632
-4.88344172,6.27332614,0.01691622,0.47373994,0.57596040,0.58684634,4.09991684,3.26965655,0.02025811,1.64043970
-4.87743872,6.20449685,0.01554146,0.47772108,0.55521057,0.57036606,4.07761688,3.26718964,0.01868349,1.59093908
-4.87143572,6.13562179,0.01428768,0.48026508,0.53491195,0.55594806,4.04813596,3.26115266,0.01729912,1.54499254
-4.86543272,6.06360977,0.01315239,0.48113698,0.51488092,0.54323130,4.00959317,3.24993638,0.01608927,1.50182700
-4.85942971,5.98581369,0.01213216,0.48014741,0.49498720,0.53186479,3.96044092,3.23220319,0.01503819,1.46075719
-4.85342671,5.90013662,0.01122288,0.47715863,0.47515791,0.52151985,3.89951182,3.20694820,0.01413071,1.42121035
-4.84742371,5.80511711,0.01042000,0.47208887,0.45537915,0.51190126,3.82605183,3.17354834,0.01335279,1.38274601
-4.84142071,5.69999093,0.00971871,0.46491501,0.43569512,0.50275711,3.73973898,3.13179769,0.01269195,1.34507056
-4.83541771,5.58472735,0.00911419,0.45567324,0.41620493,0.49388695,3.64068733,3.08192755,0.01213760,1.30804646
-4.82941471,5.46003918,0.00860174,0.44445793,0.39705748,0.48514822,3.52943678,3.02461046,0.01168129,1.27169588
-4.82341171,5.32736670,0.00817692,0.43141860,0.37844471,0.47646055,3.40692957,2.96094826,0.01131682,1.23619916
-4.81740870,5.18883651,0.00783565,0.41675530,0.36059361,0.46780805,3.27447510,2.89244443,0.01104030,1.20188818
-4.81140570,5.04719744,0.00757426,0.40071246,0.34375756,0.45923939,3.13370482,2.82096223,0.01085003,1.16923522
-4.80540270,4.90573608,0.00738955,0.38357158,0.32820719,0.45086566,2.98651940,2.74866998,0.01074643,1.13883775
-4.79939970,4.76817537,0.00727873,0.36564298,0.31422145,0.44285629,2.83503051,2.67797569,0.01073175,1.11139969
-4.79339670,4.63855980,0.00723943,0.34725696,0.30207902,0.43543288,2.68149938,2.61145350,0.01080977,1.08770989
-4.78739370,4.52113138,0.00726962,0.32875469,0.29205052,0.42886144,2.52827465,2.55176423,0.01098553,1.06861850
-4.78139070,4.42020030,0.00736748,0.31047907,0.28439161,0.42344305,2.37773129,2.50157304,0.01126486,1.05501176
-4.77538769,4.34001433,0.00753133,0.29276596,0.27933729,0.41950345,2.23221260,2.46346656,0.01165401,1.04778603
-4.76938469,4.28463070,0.00775952,0.27593590,0.27709733,0.41738180,2.09397661,2.43987205,0.01215923,1.04782162
-4.76338169,4.25779396,0.00805025,0.26028657,0.27785282,0.41741888,1.96514818,2.43298107,0.01278630,1.05595696
-4.75737869,4.26282284,0.00840146,0.24608618,0.28175398,0.41994536,1.84767738,2.44467950,0.01354017,1.07296376
-4.75137569,4.30250890,0.00881076,0.23356792,0.28891869,0.42527023,1.74330465,2.47648592,0.01442451,1.09952345
-4.74537269,4.37902900,0.00927525,0.22292539,0.29943203,0.43366984,1.65353278,2.52949978,0.01544136,1.13620553
-4.73936968,4.49387347,0.00979149,0.21430932,0.31334619,0.44537789,1.57960561,2.60436063,0.01659080,1.18344797
-4.73336668,4.64779126,0.01035540,0.20782532,0.33068087,0.46057659,1.52249291,2.70121927,0.01787067,1.24154013
-4.72736368,4.84075301,0.01096224,0.20353277,0.35142369,0.47938917,1.48288097,2.81972156,0.01927636,1.31060840
-4.72136068,5.07193250,0.01160656,0.20144481,0.37553065,0.50187400,1.46116836,2.95900523,0.02080061,1.39060481
-4.71535768,5.33970678,0.01228228,0.20152929,0.40292627,0.52802043,1.45746604,3.11770972,0.02243345,1.48129873
-4.70935468,5.64167479,0.01298265,0.20371066,0.43350347,0.55774624,1.47160143,3.29399905,0.02416218,1.58227195
-4.70335168,5.97469396,0.01370035,0.20787276,0.46712303,0.59089702,1.50312580,3.48559709,0.02597142,1.69291717
-4.69734867,6.33493406,0.01442755,0.21386229,0.50361264,0.62724721,1.55132466,3.68983462,0.02784324,1.81244011
-4.69134567,6.71794720,0.01515605,0.22149298,0.54276571,0.66650274,1.61523079,3.90370714,0.02975741,1.93986517
-4.68534267,7.11875253,0.01587735,0.23055033,0.58433990,0.70830540,1.69363987,4.12394207,0.03169169,2.07404488
-4.67933967,7.53193374,0.01658277,0.24079678,0.62805568,0.75223845,1.78512858,4.34707375,0.03362223,2.21367293
-4.67333667,7.95174748,0.01726363,0.25197722,0.67359505,0.79783366,1.88807524,4.56952445,0.03552398,2.35730077
-4.66733367,8.37224000,0.01791138,0.26382471,0.72060071,0.84457938,2.00068304,4.78768903,0.03737127,2.50335768
-4.66133067,8.78736944,0.01851768,0.27606629,0.76867592,0.89192946,2.12100585,4.99802119,0.03913831,2.65017402
-4.65532766,9.19113072,0.01907463,0.28842877,0.81738530,0.93931302,2.24697685,5.19711849,0.04079984,2.79600727
-4.64932466,9.57767999,0.01957487,0.30064431,0.86625676,0.98614460,2.37643960,5.38180398,0.04233176,2.93907062
-4.64332166,9.94145525,0.02001170,0.31245569,0.91478485,1.03183469,2.50718166,5.54920166,0.04371169,3.07756341
