energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Co_p_up,Co_d_up,S_s_up,S_p_up
-5.85592796,4.52920448,0.99491380,2.63553486,0.00767609,0.31547738,0.85119232,0.44330690,0.00342594,1.04212374
-5.84992496,4.53658961,0.97881467,2.68029647,0.00700152,0.32597507,0.82897483,0.42992026,0.00337279,1.00858449
-5.84392196,4.55436930,0.96605163,2.72879165,0.00635479,0.33685746,0.80980602,0.41816575,0.00335451,0.97949724
-5.83791896,4.58084571,0.95632164,2.77976497,0.00574093,0.34790708,0.79359350,0.40799103,0.00336926,0.95472579
-5.83191596,4.61401527,0.94922832,2.83181538,0.00516383,0.35889013,0.78015605,0.39931422,0.00341473,0.93403083
-5.82591296,4.65162676,0.94429760,2.88343117,0.00462629,0.36956194,0.76923411,0.39202732,0.00348817,0.91708198
-5.81990995,4.69124786,0.94099550,2.93302951,0.00413001,0.37967285,0.76050266,0.38600036,0.00358640,0.90347226
-5.81390695,4.73033807,0.93874755,2.97899953,0.00367568,0.38897466,0.75358578,0.38108607,0.00370582,0.89273442
-5.80790395,4.76632537,0.93695906,3.01974725,0.00326311,0.39722711,0.74807242,0.37712481,0.00384248,0.88435833
-5.80190095,4.79668384,0.93503542,3.05374116,0.00289129,0.40420454,0.74353246,0.37394963,0.00399211,0.87780880
-5.79589795,4.81900959,0.93240186,3.07955667,0.00255856,0.40970217,0.73953256,0.37139121,0.00415019,0.87254311
-5.78989495,4.83109212,0.92852189,3.09591791,0.00226274,0.41354198,0.73565105,0.36928256,0.00431200,0.86802765
-5.78389195,4.83097860,0.92291369,3.10173527,0.00200124,0.41557788,0.73149146,0.36746319,0.00447278,0.86375306
-5.77788894,4.81702889,0.91516419,3.09613742,0.00177123,0.41570004,0.72669402,0.36578276,0.00462773,0.85924746
-5.77188594,4.78795925,0.90494003,3.07849659,0.00156972,0.41383803,0.72094506,0.36410402,0.00477220,0.85408740
-5.76588294,4.74287360,0.89199544,3.04844606,0.00139368,0.40996283,0.71398387,0.36230502,0.00490178,0.84790627
-5.75987994,4.68128147,0.87617664,3.00588958,0.00124014,0.40408755,0.70560714,0.36028060,0.00501237,0.84040028
-5.75387694,4.60310229,0.85742280,2.95100216,0.00110627,0.39626670,0.69567085,0.35794315,0.00510036,0.83133171
-5.74787394,4.50865655,0.83576380,2.88422257,0.00098941,0.38659429,0.68408997,0.35522283,0.00516267,0.82052999
-5.74187094,4.39864472,0.81131477,2.80623796,0.00088713,0.37520056,0.67083604,0.35206714,0.00519685,0.80789047
-5.73586793,4.27411523,0.78426806,2.71796138,0.00079725,0.36224770,0.65593311,0.34844019,0.00520117,0.79337142
-5.72986493,4.13642345,0.75488295,2.62050336,0.00071785,0.34792464,0.63945228,0.34432163,0.00517464,0.77698958
-5.72386193,3.98718378,0.72347366,2.51513877,0.00064730,0.33244110,0.62150533,0.33970544,0.00511703,0.75881455
-5.71785893,3.82821702,0.69039628,2.40327057,0.00058419,0.31602128,0.60223784,0.33459873,0.00502890,0.73896251
-5.71185593,3.66149550,0.65603521,2.28639181,0.00052736,0.29889728,0.58182205,0.32902054,0.00491155,0.71758946
-5.70585293,3.48908819,0.62078968,2.16604755,0.00047589,0.28130272,0.56044995,0.32300082,0.00476694,0.69488452
-5.69984992,3.31310783,0.58506088,2.04379800,0.00042902,0.26346656,0.53832671,0.31657954,0.00459768,0.67106325
-5.69384692,3.13566193,0.54924024,1.92118433,0.00038616,0.24560762,0.51566477,0.30980606,0.00440689,0.64636148
-5.68784392,2.95880892,0.51369916,1.79969788,0.00034689,0.22792972,0.49267869,0.30273855,0.00419812,0.62102949
-5.68184092,2.78452064,0.47878049,1.68075386,0.00031086,0.21061774,0.46958076,0.29544362,0.00397523,0.59532685
-5.67583792,2.61465151,0.44479199,1.56566983,0.00027783,0.19383466,0.44657748,0.28799588,0.00374226,0.56951767
-5.66983492,2.45091462,0.41200177,1.45564909,0.00024763,0.17771956,0.42386675,0.28047756,0.00350332,0.54386648
-5.66383192,2.29486436,0.38063563,1.35176905,0.00022013,0.16238663,0.40163576,0.27297780,0.00326250,0.51863438
-5.65782891,2.14788508,0.35087625,1.25497406,0.00019525,0.14792505,0.38005936,0.26559183,0.00302371,0.49407557
-5.65182591,2.01118473,0.32286403,1.16607216,0.00017293,0.13439975,0.35929887,0.25841973,0.00279064,0.47043401
-5.64582291,1.88579259,0.29669912,1.08573508,0.00015311,0.12185278,0.33950114,0.25156477,0.00256665,0.44794021
-5.63981991,1.77255984,0.27244461,1.01450069,0.00013574,0.11030535,0.32079769,0.24513135,0.00235471,0.42680799
-5.63381691,1.67216193,0.25013035,0.95277698,0.00012080,0.09976007,0.30330393,0.23922248,0.00215739,0.40723117
-5.62781391,1.58510178,0.22975718,0.90084691,0.00010825,0.09020360,0.28711830,0.23393687,0.00197676,0.38938024
-5.62181091,1.51171292,0.21130131,0.85887346,0.00009804,0.08160928,0.27232133,0.22936567,0.00181446,0.37339900
-5.61580790,1.45216218,0.19471850,0.82690417,0.00009014,0.07393974,0.25897461,0.22558907,0.00167162,0.35940126
-5.60980490,1.40645142,0.17994806,0.80487507,0.00008451,0.06714937,0.24711976,0.22267284,0.00154895,0.34746773
-5.60380190,1.37441855,0.16691625,0.79261364,0.00008110,0.06118658,0.23677739,0.22066493,0.00144669,0.33764328
-5.59779890,1.35573786,0.15553925,0.78984094,0.00007988,0.05599575,0.22794627,0.21959250,0.00136469,0.32993464
-5.59179590,1.34992036,0.14572559,0.79617302,0.00008080,0.05151891,0.22060263,0.21945941,0.00130244,0.32430895
-5.58579290,1.35631467,0.13737800,0.81112208,0.00008380,0.04769707,0.21470001,0.22024436,0.00125909,0.32069308
-5.57978989,1.37410928,0.13039488,0.83409778,0.00008884,0.04447133,0.21016944,0.22190000,0.00123352,0.31897406
-5.57378689,1.40233706,0.12467131,0.86440928,0.00009584,0.04178365,0.20692033,0.22435292,0.00122437,0.31900072
-5.56778389,1.43988270,0.12009991,0.90126861,0.00010474,0.03957750,0.20484194,0.22750477,0.00123009,0.32058657
-5.56178089,1.48549385,0.11657149,0.94379583,0.00011545,0.03779825,0.20380568,0.23123444,0.00124896,0.32351395
-5.55577789,1.53779638,0.11397566,0.99102656,0.00012786,0.03639351,0.20366801,0.23540134,0.00127918,0.32753946
-5.54977489,1.59531408,0.11220152,1.04192215,0.00014184,0.03531339,0.20427409,0.23984961,0.00131888,0.33240047
-5.54377189,1.65649270,0.11113846,1.09538277,0.00015724,0.03451066,0.20546200,0.24441324,0.00136615,0.33782265
-5.53776888,1.71972819,0.11067711,1.15026334,0.00017389,0.03394098,0.20706740,0.24892173,0.00141911,0.34352813
-5.53176588,1.78339839,0.11071048,1.20539231,0.00019158,0.03356310,0.20892859,0.25320625,0.00147593,0.34924407
-5.52576288,1.84589744,0.11113528,1.25959278,0.00021008,0.03333908,0.21089154,0.25710585,0.00153486,0.35471135
-5.51975988,1.90567182,0.11185331,1.31170555,0.00022913,0.03323453,0.21281497,0.26047358,0.00159430,0.35969288
-5.51375688,1.96125675,0.11277298,1.36061338,0.00024844,0.03321885,0.21457505,0.26318207,0.00165278,0.36398135
-5.50775388,2.01131157,0.11381083,1.40526568,0.00026771,0.03326549,0.21606958,0.26512851,0.00170903,0.36740591
-5.50175088,2.05465279,0.11489287,1.44470271,0.00028662,0.03335215,0.21722147,0.26623856,0.00176202,0.36983752
-5.49574787,2.09028332,0.11595582,1.47807849,0.00030484,0.03346091,0.21798129,0.26646917,0.00181094,0.37119276
-5.48974487,2.11741670,0.11694812,1.50468132,0.00032203,0.03357837,0.21832885,0.26581003,0.00185529,0.37143581
-5.48374187,2.13549523,0.11783046,1.52395118,0.00033787,0.03369559,0.21827361,0.26428364,0.00189483,0.37057860
-5.47773887,2.14420118,0.11857612,1.53549323,0.00035205,0.03380801,0.21785387,0.26194401,0.00192962,0.36867892
-5.47173587,2.14346041,0.11917067,1.53908681,0.00036429,0.03391520,0.21713487,0.25887393,0.00196007,0.36583677
-5.46573287,2.13343827,0.11961141,1.53468935,0.00037434,0.03402048,0.21620575,0.25518105,0.00198685,0.36218892
-5.45972986,2.11452784,0.11990625,1.52243524,0.00038199,0.03413050,0.21517546,0.25099288,0.00201095,0.35790201
-5.45372686,2.08733092,0.12007221,1.50262926,0.00038709,0.03425457,0.21416785,0.24645101,0.00203364,0.35316443
-5.44772386,2.05263241,0.12013366,1.47573512,0.00038953,0.03440403,0.21331609,0.24170473,0.00205641,0.34817742
-5.44172086,2.01136940,0.12012011,1.44235927,0.00038928,0.03459144,0.21275664,0.23690445,0.00208099,0.34314568
-5.43571786,1.96459585,0.12006402,1.40323065,0.00038635,0.03482982,0.21262297,0.23219521,0.00210921,0.33826807
-5.42971486,1.91344461,0.11999842,1.35917730,0.00038083,0.03513177,0.21303944,0.22771047,0.00214305,0.33372861
-5.42371186,1.85908826,0.11995460,1.31110049,0.00037288,0.03550870,0.21411536,0.22356672,0.00218448,0.32968839
-5.41770885,1.80270032,0.11995993,1.25994760,0.00036268,0.03597002,0.21593966,0.21985887,0.00223541,0.32627868
-5.41170585,1.74541844,0.12003605,1.20668473,0.00035051,0.03652251,0.21857634,0.21665692,0.00229765,0.32359546
-5.40570285,1.68831119,0.12019729,1.15227008,0.00033668,0.03716973,0.22206086,0.21400375,0.00237279,0.32169580
-5.39969985,1.63234949,0.12044961,1.09762920,0.00032153,0.03791159,0.22639765,0.21191449,0.00246212,0.32059605
-5.39369685,1.57838403,0.12079005,1.04363288,0.00030544,0.03874410,0.23155891,0.21037714,0.00256659,0.32027208
-5.38769385,1.52712936,0.12120669,0.99107872,0.00028883,0.03965931,0.23748466,0.20935470,0.00268670,0.32066146
-5.38169085,1.47915520,0.12167920,0.94067668,0.00027212,0.04064542,0.24408415,0.20878846,0.00282249,0.32166750
-5.37568784,1.43488506,0.12217988,0.89303938,0.00025574,0.04168706,0.25123863,0.20860251,0.00297348,0.32316497
-5.36968484,1.39460219,0.12267527,0.84867702,0.00024015,0.04276587,0.25880526,0.20870912,0.00313865,0.32500725
-5.36368184,1.35846217,0.12312804,0.80799718,0.00022578,0.04386108,0.26662216,0.20901476,0.00331645,0.32703455
-5.35767884,1.32651152,0.12349942,0.77130910,0.00021306,0.04495042,0.27451444,0.20942660,0.00350482,0.32908295
-5.35167584,1.29871118,0.12375164,0.73883206,0.00020242,0.04601105,0.28230084,0.20985899,0.00370123,0.33099372
-5.34567284,1.27496365,0.12385064,0.71070729,0.00019427,0.04702058,0.28980103,0.21023989,0.00390279,0.33262257
-5.33966983,1.25514235,0.12376866,0.68701246,0.00018900,0.04795821,0.29684297,0.21051669,0.00410628,0.33384858
-5.33366683,1.23912163,0.12348678,0.66777804,0.00018701,0.04880582,0.30327033,0.21066143,0.00430829,0.33458217
-5.32766383,1.22680599,0.12299710,0.65300445,0.00018864,0.04954902,0.30894959,0.21067497,0.00450537,0.33477200
-5.32166083,1.21815686,0.12230467,0.64267907,0.00019424,0.05017818,0.31377650,0.21059000,0.00469412,0.33441041
-5.31565783,1.21321555,0.12142886,0.63679194,0.00020414,0.05068923,0.31768169,0.21047283,0.00487137,0.33353720
-5.30965483,1.21212121,0.12040430,0.63534956,0.00021862,0.05108443,0.32063526,0.21042370,0.00503430,0.33224151
-5.30365183,1.21512258,0.11928114,0.63838554,0.00023796,0.05137278,0.32264999,0.21057567,0.00518054,0.33066186
-5.29764882,1.22258287,0.11812483,0.64596790,0.00026239,0.05157031,0.32378314,0.21109208,0.00530838,0.32898414
-5.29164582,1.23497726,0.11701513,0.65820211,0.00029209,0.05170008,0.32413668,0.21216258,0.00541677,0.32743770
-5.28564282,1.25288279,0.11604468,0.67522991,0.00032721,0.05179188,0.32385587,0.21399796,0.00550544,0.32628964
-5.27963982,1.27696090,0.11531689,0.69722371,0.00036784,0.05188171,0.32312623,0.21682370,0.00557497,0.32583734
-5.27363682,1.30793304,0.11494340,0.72437677,0.00041400,0.05201093,0.32216889,0.22087271,0.00562675,0.32639964
-5.26763382,1.34655031,0.11504103,0.75688963,0.00046563,0.05222519,0.32123447,0.22637723,0.00566301,0.32830675
-5.26163082,1.39355815,0.11572844,0.79495344,0.00052258,0.05257312,0.32059568,0.23356032,0.00568676,0.33188930
-5.25562781,1.44965750,0.11712252,0.83873089,0.00058462,0.05310485,0.32053877,0.24262702,0.00570170,0.33746675
-5.24962481,1.51546413,0.11933457,0.88833593,0.00065140,0.05387031,0.32135419,0.25375573,0.00571213,0.34533570
-5.24362181,1.59146776,0.12246648,0.94381313,0.00072247,0.05491752,0.32332667,0.26708980,0.00572281,0.35575820
-5.23761881,1.67799288,0.12660699,1.00511803,0.00079726,0.05629077,0.32672510,0.28272993,0.00573880,0.36895071
-5.23161581,1.77516305,0.13182806,1.07209945,0.00087510,0.05802883,0.33179258,0.30072734,0.00576532,0.38507387
-5.22561281,1.88287040,0.13818158,1.14448487,0.00095519,0.06016326,0.33873682,0.32107836,0.00580756,0.40422353
-5.21960980,2.00075187,0.14569647,1.22186990,0.00103665,0.06271685,0.34772147,0.34372027,0.00587051,0.42642337
-5.21360680,2.12817353,0.15437622,1.30371241,0.00111848,0.06570225,0.35885853,0.36852895,0.00595878,0.45161939
-5.20760380,2.26422395,0.16419710,1.38933205,0.00119963,0.06912087,0.37220211,0.39531825,0.00607645,0.47967655
-5.20160080,2.40771720,0.17510694,1.47791523,0.00127899,0.07296210,0.38774393,0.42384134,0.00622691,0.51037763
-5.19559780,2.55720571,0.18702469,1.56852578,0.00135540,0.07720283,0.40541060,0.45379389,0.00641271,0.54342468
-5.18959480,2.71100292,0.19984072,1.66012080,0.00142772,0.08180740,0.42506290,0.48481930,0.00663548,0.57844289
-5.18359180,2.86721478,0.21341794,1.75157132,0.00149482,0.08672790,0.44649716,0.51651562,0.00689583,0.61498689
-5.17758879,3.02377954,0.22759371,1.84168689,0.00155562,0.09190488,0.46944859,0.54844413,0.00719328,0.65254944
-5.17158579,3.17851402,0.24218247,1.92924326,0.00160915,0.09726840,0.49359668,0.58013928,0.00752622,0.69057231
-5.16558279,3.32916521,0.25697921,2.01301196,0.00165452,0.10273951,0.51857242,0.61111973,0.00789191,0.72845893
-5.15957979,3.47346498,0.27176346,2.09179070,0.00169102,0.10823199,0.54396725,0.64090010,0.00828653,0.76558860
-5.15357679,3.60918631,0.28630403,2.16443342,0.00171809,0.11365433,0.56934327,0.66900308,0.00870519,0.80133175
-5.14757379,3.73419901,0.30036403,2.22987884,0.00173538,0.11891202,0.59424475,0.69497145,0.00914207,0.83506583
-5.14157079,3.84652300,0.31370631,2.28717663,0.00174271,0.12390987,0.61821029,0.71837968,0.00959046,0.86619133
-5.13556778,3.94437768,0.32609910,2.33551030,0.00174016,0.12855444,0.64078539,0.73884471,0.01004299,0.89414729
-5.12956478,4.02622565,0.33732157,2.37421609,0.00172802,0.13275648,0.66153511,0.75603553,0.01049172,0.91842609
-5.12356178,4.09080985,0.34716939,2.40279770,0.00170679,0.13643324,0.68005629,0.76968130,0.01092838,0.93858667
-5.11755878,4.13718298,0.35545986,2.42093625,0.00167720,0.13951065,0.69598905,0.77957775,0.01134453,0.95426606
-5.11155578,4.16472871,0.36203661,2.42849576,0.00164017,0.14192526,0.70902717,0.78559172,0.01173185,0.96518874
-5.10555278,4.17317436,0.36677378,2.42552407,0.00159681,0.14362588,0.71892704,0.78766370,0.01208229,0.97117347
-5.09954977,4.16259493,0.36957928,2.41224960,0.00154839,0.14457492,0.72551485,0.78580835,0.01238835,0.97213755
-5.09354677,4.13340885,0.37039740,2.38907422,0.00149630,0.14474930,0.72869183,0.78011306,0.01264328,0.96809825
-5.08754377,4.08636566,0.36921031,2.35656269,0.00144204,0.14414101,0.72843740,0.77073466,0.01284130,0.95917152
-5.08154077,4.02252640,0.36603866,2.31542914,0.00138717,0.14275721,0.72480996,0.75789441,0.01297778,0.94556796
-5.07553777,3.94323725,0.36094117,2.26652101,0.00133331,0.14062000,0.71794551,0.74187142,0.01304940,0.92758630
-5.06953477,3.85009743,0.35401316,2.21080094,0.00128204,0.13776564,0.70805399,0.72299492,0.01305428,0.90560462
-5.06353177,3.74492210,0.34538416,2.14932694,0.00123495,0.13424362,0.69541351,0.70163544,0.01299204,0.88006955
-5.05752876,3.62970130,0.33521466,2.08323136,0.00119354,0.13011518,0.68036261,0.67819527,0.01286388,0.85148397
-5.05152576,3.50655596,0.32369208,2.01369885,0.00115923,0.12545176,0.66329095,0.65309855,0.01267253,0.82039351
-5.04552276,3.37769199,0.31102608,1.94194386,0.00113330,0.12033307,0.64462855,0.62678115,0.01242222,0.78737240
-5.03951976,3.24535363,0.29744348,1.86918797,0.00111692,0.11484512,0.62483410,0.59968070,0.01211857,0.75300903
-5.03351676,3.11177713,0.28318281,1.79663744,0.00111105,0.10907811,0.60438277,0.57222708,0.01176846,0.71789179
-5.02751376,2.97914595,0.26848885,1.72546150,0.00111649,0.10312434,0.58375375,0.54483349,0.01137982,0.68259555
-5.02151076,2.84954864,0.25360717,1.65677172,0.00113383,0.09707619,0.56341824,0.51788845,0.01096147,0.64766927
-5.01550775,2.72494051,0.23877901,1.59160314,0.00116346,0.09102412,0.54382806,0.49174891,0.01052286,0.61362501
-5.00950475,2.60711011,0.22423647,1.53089750,0.00120553,0.08505496,0.52540542,0.46673452,0.01007382,0.58092875
-5.00350175,2.49765159,0.21019840,1.47548923,0.00125997,0.07925039,0.50853412,0.44312343,0.00962437,0.54999313
-4.99749875,2.39794346,0.19686683,1.42609446,0.00132650,0.07368559,0.49355249,0.42114934,0.00918440,0.52117238
-4.99149575,2.30913462,0.18442421,1.38330373,0.00140461,0.06842827,0.48074820,0.40100028,0.00876354,0.49475940
-4.98549275,2.23213765,0.17303138,1.34757829,0.00149359,0.06353791,0.47035506,0.38281867,0.00837089,0.47098500
-4.97948974,2.16762962,0.16282633,1.31925048,0.00159251,0.05906533,0.46255181,0.36670288,0.00801489,0.45001913
-4.97348674,2.11605988,0.15392367,1.29852785,0.00170028,0.05505250,0.45746284,0.35271007,0.00770313,0.43197398
-4.96748374,2.07766441,0.14641475,1.28550098,0.00181564,0.05153258,0.45516053,0.34086010,0.00744230,0.41690860
-4.96148074,2.05248559,0.14036835,1.28015452,0.00193720,0.04853021,0.45566908,0.33114038,0.00723807,0.40483463
-4.95547774,2.04039637,0.13583179,1.28238080,0.00206345,0.04606191,0.45896933,0.32351127,0.00709509,0.39572296
-4.94947474,2.04112724,0.13283231,1.29199536,0.00219278,0.04413665,0.46500443,0.31791192,0.00701691,0.38951062
-4.94347174,2.05429474,0.13137869,1.30875348,0.00232356,0.04275649,0.47368565,0.31426614,0.00700606,0.38610782
-4.93746873,2.07942959,0.13146278,1.33236689,0.00245411,0.04191726,0.48489825,0.31248803,0.00706404,0.38540443
-4.93146573,2.11600318,0.13306113,1.36251958,0.00258274,0.04160918,0.49850678,0.31248713,0.00719138,0.38727583
-4.92546273,2.16345094,0.13613626,1.39888203,0.00270783,0.04181758,0.51435978,0.31417284,0.00738771,0.39158771
-4.91945973,2.22119135,0.14063783,1.44112291,0.00282778,0.04252338,0.53229329,0.31745793,0.00765181,0.39819967
-4.91345673,2.28863987,0.14650349,1.48891781,0.00294109,0.04370366,0.55213347,0.32226097,0.00798165,0.40696751
-4.90745373,2.36521725,0.15365944,1.54195452,0.00304636,0.04533208,0.57369790,0.32850768,0.00837452,0.41774430
-4.90145073,2.45035204,0.16202076,1.59993467,0.00314232,0.04737914,0.59679582,0.33613107,0.00882702,0.43038017
-4.89544772,2.54347775,0.17149154,1.66257184,0.00322784,0.04981251,0.62122745,0.34507065,0.00933513,0.44472113
-4.88944472,2.64402514,0.18196494,1.72958647,0.00330194,0.05259722,0.64678260,0.35527060,0.00989429,0.46060716
-4.88344172,2.75141083,0.19332309,1.80069801,0.00336378,0.05569576,0.67323880,0.36667723,0.01049938,0.47786981
-4.87743872,2.86502338,0.20543727,1.87561519,0.00341272,0.05906830,0.70035949,0.37923600,0.01114480,0.49632978
-4.87143572,2.98420823,0.21816802,1.95402504,0.00344827,0.06267275,0.72789234,0.39288816,0.01182448,0.51579468
-4.86543272,3.10825316,0.23136576,2.03558186,0.00347011,0.06646500,0.75556836,0.40756750,0.01253193,0.53605741
-4.85942971,3.23637564,0.24487156,2.11989688,0.00347811,0.07039910,0.78310179,0.42319732,0.01326027,0.55689535
-4.85342671,3.36771338,0.25851844,2.20652967,0.00347228,0.07442754,0.81019123,0.43968794,0.01400226,0.57807066
-4.84742371,3.50131941,0.27213300,2.29498201,0.00345279,0.07850162,0.83652205,0.45693492,0.01475039,0.59933180
-4.84142071,3.63616225,0.28553759,2.38469496,0.00341997,0.08257187,0.86177016,0.47481817,0.01549692,0.62041616
-4.83541771,3.77113200,0.29855276,2.47504957,0.00337430,0.08658857,0.88560707,0.49320207,0.01623399,0.64105406
-4.82941471,3.90505211,0.31100019,2.56537137,0.00331637,0.09050234,0.90770613,0.51193653,0.01695367,0.66097361
-4.82341171,4.03669686,0.32270582,2.65493877,0.00324690,0.09426479,0.92774969,0.53085915,0.01764814,0.67990652
-4.81740870,4.16481377,0.33350314,2.74299499,0.00316671,0.09782921,0.94543683,0.54979823,0.01830976,0.69759439
-4.81140570,4.28815004,0.34323663,2.82876309,0.00307672,0.10115133,0.96049138,0.56857655,0.01893121,0.71379521
-4.80540270,4.40548182,0.35176504,2.91146355,0.00297793,0.10419002,0.97266980,0.58701581,0.01950568,0.72828975
-4.79939970,4.51564495,0.35896463,2.99033337,0.00287138,0.10690806,0.98176844,0.60494136,0.02002695,0.74088748
-4.79339670,4.61756570,0.36473199,3.06464598,0.00275820,0.10927286,0.98763000,0.62218704,0.02048957,0.75143169
-4.78739370,4.71029014,0.36898662,3.13373103,0.00263950,0.11125707,0.99014873,0.63860004,0.02088901,0.75980361
-4.78139070,4.79301067,0.37167289,3.19699304,0.00251645,0.11283921,0.98927410,0.65404520,0.02122172,0.76592532
-4.77538769,4.86508859,0.37276162,3.25392823,0.00239019,0.11400417,0.98501292,0.66840892,0.02148528,0.76976120
-4.76938469,4.92607184,0.37225093,3.30413870,0.00226187,0.11474359,0.97742967,0.68160218,0.02167845,0.77131810
-4.76338169,4.97570708,0.37016663,3.34734353,0.00213259,0.11505619,0.96664507,0.69356273,0.02180126,0.77064408
-4.75737869,5.01394587,0.36656183,3.38338642,0.00200342,0.11494792,0.95283313,0.70425625,0.02185495,0.76782584
-4.75137569,5.04094489,0.36151610,3.41223964,0.00187538,0.11443197,0.93621654,0.71367655,0.02184204,0.76298515
-4.74537269,5.05706031,0.35513396,3.43400442,0.00174942,0.11352872,0.91706099,0.72184466,0.02176621,0.75627425
-4.73936968,5.06283697,0.34754279,3.44890786,0.00162642,0.11226542,0.89566828,0.72880711,0.02163227,0.74787072
-4.73336668,5.05899295,0.33889039,3.45729680,0.00150719,0.11067582,0.87236892,0.73463329,0.02144603,0.73797183
-4.72736368,5.04640035,0.32934194,3.45962901,0.00139244,0.10879963,0.84751413,0.73941223,0.02121417,0.72678880
-4.72136068,5.02606334,0.31907669,3.45646227,0.00128281,0.10668176,0.82146782,0.74324883,0.02094408,0.71454119
-4.71535768,4.99909430,0.30828430,3.44844180,0.00117885,0.10437149,0.79459859,0.74625993,0.02064369,0.70145147
-4.70935468,4.96668896,0.29716095,3.43628662,0.00108100,0.10192152,0.76727219,0.74857017,0.02032128,0.68774016
-4.70335168,4.93010152,0.28590526,3.42077527,0.00098964,0.09938681,0.73984444,0.75030811,0.01998533,0.67362156
-4.69734867,4.89062016,0.27471418,3.40273127,0.00090505,0.09682339,0.71265487,0.75160256,0.01964427,0.65930014
-4.69134567,4.84954376,0.26377880,3.38300863,0.00082744,0.09428707,0.68602112,0.75257937,0.01930634,0.64496765
-4.68534267,4.80815993,0.25328033,3.36247768,0.00075692,0.09183212,0.66023427,0.75335883,0.01897941,0.63080106
-4.67933967,4.76772482,0.24338617,3.34201113,0.00069355,0.08950988,0.63555498,0.75405357,0.01867080,0.61696106
-4.67333667,4.72944448,0.23424626,3.32247062,0.00063733,0.08736750,0.61221056,0.75476715,0.01838713,0.60359125
-4.66733367,4.69445791,0.22598988,3.30469356,0.00058817,0.08544660,0.59039284,0.75559325,0.01813421,0.59081791
-4.66133067,4.66382158,0.21872271,3.28948026,0.00054595,0.08378218,0.57025695,0.75661530,0.01791690,0.57875009
-4.65532766,4.63849518,0.21252461,3.27758121,0.00051051,0.08240160,0.55192071,0.75790661,0.01773901,0.56748011
-4.64932466,4.61932844,0.20744793,3.26968452,0.00048162,0.08132376,0.53546486,0.75953075,0.01760327,0.55708421
-4.64332166,4.60704880,0.20351645,3.26640346,0.00045904,0.08055856,0.52093381,0.76154201,0.01751119,0.54762331
