energy_ev,total_up,Os_p_up,Os_d_up,Se_s_up,Se_p_up,Sn_p_up,Sn_d_up
-5.72386193,15.47094279,4.18991994,7.44305684,0.16370914,8.13027001,1.12193532,0.00197091
-5.71785893,15.56556115,4.25519643,7.48311660,0.16141419,8.22479632,1.09728013,0.00198900
-5.71185593,15.61614620,4.30902277,7.50104390,0.15911255,8.29288760,1.06975346,0.00200421
-5.70585293,15.62267336,4.35088699,7.49684177,0.15686613,8.33377544,1.03982551,0.00201661
-5.69984992,15.58546573,4.38035436,7.47070908,0.15472584,8.34697486,1.00797053,0.00202624
-5.69384692,15.50520505,4.39708382,7.42304522,0.15273013,8.33230684,0.97465786,0.00203315
-5.68784392,15.38294464,4.40084525,7.35445499,0.15090418,8.28991797,0.94034419,0.00203737
-5.68184092,15.22012255,4.39153644,7.26575303,0.14925962,8.22029576,0.90546708,0.00203892
-5.67583792,15.01857265,4.36919887,7.15796658,0.14779494,8.12427813,0.87043987,0.00203783
-5.66983492,14.78053153,4.33403120,7.03233585,0.14649630,8.00305598,0.83564798,0.00203418
-5.66383192,14.50863880,4.28639946,6.89031057,0.14533904,7.85816748,0.80144651,0.00202806
-5.65782891,14.20592887,4.22684323,6.73354221,0.14428948,7.69148352,0.76815910,0.00201959
-5.65182591,13.87581260,4.15607706,6.56387080,0.14330720,7.50518370,0.73607792,0.00200898
-5.64582291,13.52204768,4.07498672,6.38330623,0.14234747,7.30172299,0.70546455,0.00199648
-5.63981991,13.14869749,3.98462007,6.19400361,0.14136393,7.08378954,0.67655170,0.00198240
-5.63381691,12.76007854,3.88617267,5.99823322,0.14031121,6.85425452,0.64954538,0.00196713
-5.62781391,12.36069753,3.78096831,5.79834535,0.13914755,6.61611554,0.62462751,0.00195112
-5.62181091,11.95517941,3.67043506,5.59673116,0.13783716,6.37243522,0.60195855,0.00193489
-5.61580790,11.54818856,3.55607754,5.39578037,0.13635233,6.12627709,0.58168007,0.00191899
-5.60980490,11.14434541,3.43944620,5.19783743,0.13467510,5.88064086,0.56391697,0.00190403
-5.60380190,10.74814097,3.32210460,5.00515726,0.13279855,5.63839934,0.54877925,0.00189064
-5.59779890,10.36385213,3.20559568,4.81986213,0.13072748,5.40223912,0.53636302,0.00187946
-5.59179590,9.99546000,3.09140804,4.64390098,0.12847865,5.17460687,0.52675083,0.00187110
-5.58579290,9.64657406,2.98094328,4.47901238,0.12608043,4.95766303,0.52001104,0.00186618
-5.57978989,9.32036380,2.87548527,4.32669221,0.12357189,4.75324404,0.51619638,0.00186521
-5.57378689,9.01950006,2.77617232,4.18816684,0.12100148,4.56283419,0.51534161,0.00186868
-5.56778389,8.74610719,2.68397300,4.06437238,0.11842527,4.38754740,0.51746045,0.00187696
-5.56178089,8.50172727,2.59966626,3.95594052,0.11590475,4.22811923,0.52254192,0.00189032
-5.55577789,8.28729707,2.52382650,3.86319103,0.11350453,4.08490890,0.53054620,0.00190890
-5.54977489,8.10313829,2.45681400,3.78613095,0.11128979,3.95791059,0.54140047,0.00193271
-5.54377189,7.94896111,2.39877101,3.72446046,0.10932364,3.84677357,0.55499484,0.00196160
-5.53776888,7.82388133,2.34962379,3.67758523,0.10766469,3.75082998,0.57117879,0.00199530
-5.53176588,7.72645062,2.30909058,3.64463487,0.10636463,3.66912942,0.58975843,0.00203337
-5.52576288,7.65469990,2.27669551,3.62448737,0.10546610,3.60047917,0.61049494,0.00207523
-5.51975988,7.60619506,2.25178818,3.61579916,0.10500099,3.54348895,0.63310448,0.00212017
-5.51375688,7.57810471,2.23356868,3.61704031,0.10498898,3.49661923,0.65725981,0.00216736
-5.50775388,7.56727890,2.22111733,3.62653471,0.10543668,3.45823194,0.68259392,0.00221588
-5.50175088,7.57033784,2.21342880,3.64250447,0.10633721,3.42664270,0.70870568,0.00226475
-5.49574787,7.58376926,2.20944947,3.66311818,0.10767027,3.40017341,0.73516762,0.00231293
-5.48974487,7.60403261,2.20811732,3.68654210,0.10940279,3.37720439,0.76153573,0.00235937
-5.48374187,7.62766812,2.20840319,3.71099342,0.11149001,3.35622486,0.78736117,0.00240307
-5.47773887,7.65140803,2.20935218,3.73479446,0.11387710,3.33588096,0.81220345,0.00244307
-5.47173587,7.67228713,2.21012392,3.75642640,0.11650114,3.31501987,0.83564481,0.00247853
-5.46573287,7.68774934,2.21003039,3.77458101,0.11929346,3.29272934,0.85730523,0.00250873
-5.45972986,7.69574668,2.20856985,3.78820869,0.12218223,3.26837097,0.87685748,0.00253313
-5.45372686,7.69482681,2.20545563,3.79656083,0.12509529,3.24160655,0.89404153,0.00255140
-5.44772386,7.68420536,2.20063835,3.79922484,0.12796294,3.21241594,0.90867766,0.00256342
-5.44172086,7.66381931,2.19432053,3.79614975,0.13072074,3.18110573,0.92067756,0.00256931
-5.43571786,7.63435807,2.18696257,3.78766082,0.13331216,3.14830776,0.93005268,0.00256947
-5.42971486,7.59726926,2.17927929,3.77446178,0.13569091,3.11496674,0.93691936,0.00256455
-5.42371186,7.55473730,2.17222655,3.75762342,0.13782288,3.08231678,0.94150014,0.00255545
-5.41770885,7.50963327,2.16697784,3.73855822,0.13968767,3.05184684,0.94412081,0.00254330
-5.41170585,7.46543613,2.16489088,3.71898064,0.14127946,3.02525541,0.94520321,0.00252947
-5.40570285,7.42612615,2.16746498,3.70085395,0.14260732,3.00439531,0.94525356,0.00251549
-5.39969985,7.39605285,2.17628988,3.68632448,0.14369488,2.99121006,0.94484658,0.00250302
-5.39369685,7.37978094,2.19298761,3.67764535,0.14457924,2.98766332,0.94460583,0.00249383
-5.38769385,7.38191903,2.21914899,3.67709191,0.14530936,2.99566373,0.94518084,0.00248972
-5.38169085,7.40693664,2.25626674,3.68687195,0.14594386,3.01698759,0.94722173,0.00249243
-5.37568784,7.45897630,2.30566775,3.70903388,0.14654819,3.05320201,0.95135248,0.00250364
-5.36968484,7.54166786,2.36844675,3.74537658,0.14719165,3.10559162,0.95814364,0.00252486
-5.36368184,7.65795241,2.44540425,3.79736456,0.14794392,3.17509161,0.96808584,0.00255737
-5.35767884,7.80992350,2.53699128,3.86605205,0.14887170,3.26222996,0.98156523,0.00260219
-5.35167584,7.99869246,2.64326347,3.95201944,0.15003523,3.36708147,0.99884183,0.00266000
-5.34567284,8.22428434,2.76384686,4.05532506,0.15148518,3.48923575,1.02003211,0.00273112
-5.33966983,8.48556973,2.89791722,4.17547466,0.15325979,3.62778101,1.04509650,0.00281548
-5.33366683,8.78023630,3.04419462,4.31141021,0.15538257,3.78130460,1.07383260,0.00291256
-5.32766383,9.10480247,3.20095398,4.46151913,0.15786061,3.94791094,1.10587461,0.00302144
-5.32166083,9.45467382,3.36605197,4.62366369,0.16068355,4.12525656,1.14069923,0.00314079
-5.31565783,9.82424107,3.53697000,4.79523002,0.16382335,4.31060129,1.17763782,0.00326887
-5.30965483,10.20701660,3.71087200,4.97319483,0.16723481,4.50087392,1.21589463,0.00340360
-5.30365183,10.59580498,3.88467549,5.15420762,0.17085685,4.69275024,1.25457041,0.00354260
-5.29764882,10.98290143,4.05513343,5.33468506,0.17461450,4.88274056,1.29269047,0.00368323
-5.29164582,11.36031082,4.21892405,5.51091423,0.17842153,5.06728358,1.32923617,0.00382269
-5.28564282,11.71997923,4.37274535,5.67916060,0.18218357,5.24284334,1.36317858,0.00395808
-5.27963982,12.05402935,4.51341073,5.83577680,0.18580168,5.40600555,1.39351290,0.00408649
-5.27363682,12.35499112,4.63794213,5.97730828,0.18917609,5.55357007,1.41929228,0.00420507
-5.26763382,12.61601910,4.74365722,6.10059184,0.19221009,5.68263627,1.43965972,0.00431115
-5.26163082,12.83108897,4.82824722,6.20284388,0.19481385,5.79067846,1.45387672,0.00440225
-5.25562781,12.99516633,4.88984250,6.28173540,0.19690799,5.87560898,1.46134753,0.00447619
-5.24962481,13.10434233,4.92706375,6.33545143,0.19842683,5.93582721,1.46163825,0.00453118
-5.24362181,13.15593211,4.93905673,6.36273338,0.19932107,5.97025330,1.45448991,0.00456581
-5.23761881,13.14853347,4.92550996,6.36290346,0.19956000,5.97834594,1.43982530,0.00457910
-5.23161581,13.08204496,4.88665474,6.33587087,0.19913286,5.96010432,1.41774934,0.00457055
-5.22561281,12.95764396,4.82324821,6.28212042,0.19804959,5.91605479,1.38854322,0.00454013
-5.21960980,12.77772685,4.73654051,6.20268449,0.19634073,5.84722335,1.35265268,0.00448825
-5.21360680,12.54581464,4.62822781,6.09910016,0.19405656,5.75509551,1.31067109,0.00441578
-5.20760380,12.26642847,4.50039345,5.97335325,0.19126552,5.64156528,1.26331823,0.00432397
-5.20160080,11.94494040,4.35543989,5.82781192,0.18805195,5.50887552,1.21141564,0.00421444
-5.19559780,11.58740522,4.19601416,5.66515219,0.18451317,5.35955172,1.15585979,0.00408912
-5.18959480,11.20037962,4.02493003,5.48827802,0.18075622,5.19633161,1.09759394,0.00395017
-5.18359180,10.79073512,3.84508951,5.30023891,0.17689409,5.02209276,1.03757994,0.00379992
-5.17758879,10.36547083,3.65940673,5.10414721,0.17304188,4.83978048,0.97677100,0.00364081
-5.17158579,9.93153214,3.47073640,4.90309807,0.16931287,4.65233780,0.91608621,0.00347530
-5.16558279,9.49564050,3.28180924,4.70009395,0.16581472,4.46263961,0.85638774,0.00330586
-5.15957979,9.06413925,3.09517580,4.49797589,0.16264590,4.27343231,0.79846124,0.00313482
-5.15357679,8.64285926,2.91316018,4.29936325,0.15989262,4.08728050,0.74299993,0.00296442
-5.14757379,8.23700765,2.73782422,4.10660317,0.15762625,3.90652163,0.69059268,0.00279666
-5.14157079,7.85108155,2.57094254,3.92173098,0.15590135,3.73322944,0.64171611,0.00263335
-5.13556778,7.48880834,2.41398830,3.74644202,0.15475452,3.56918666,0.59673076,0.00247605
-5.12956478,7.15311260,2.26812912,3.58207524,0.15420392,3.41586714,0.55588103,0.00232604
-5.12356178,6.84610913,2.13423230,3.42960846,0.15424959,3.27442735,0.51929864,0.00218435
-5.11755878,6.56912067,2.01287820,3.28966482,0.15487453,3.14570691,0.48700924,0.00205171
-5.11155578,6.32271807,1.90438040,3.16252955,0.15604637,3.03023740,0.45894164,0.00192865
-5.10555278,6.10678028,1.80881121,3.04817602,0.15771974,2.92825881,0.43493915,0.00181542
-5.09954977,5.92057049,1.72603106,2.94629967,0.15983900,2.83974244,0.41477258,0.00171210
-5.09354677,5.76282507,1.65572010,2.85635821,0.16234133,2.76441916,0.39815428,0.00161858
-5.08754377,5.63185116,1.59741071,2.77761630,0.16515999,2.70181167,0.38475279,0.00153462
-5.08154077,5.52562889,1.55051961,2.70919300,0.16822755,2.65126945,0.37420758,0.00145984
-5.07553777,5.44191450,1.51437833,2.65011007,0.17147900,2.61200507,0.36614356,0.00139383
-5.06953477,5.37834037,1.48826129,2.59933934,0.17485450,2.58313042,0.36018481,0.00133611
-5.06353177,5.33250885,1.47141060,2.55584755,0.17830179,2.56369169,0.35596739,0.00128619
-5.05752876,5.30207680,1.46305722,2.51863703,0.18177793,2.55270204,0.35315097,0.00124359
-5.05152576,5.28482864,1.46243825,2.48678125,0.18525048,2.54917091,0.35142900,0.00120784
-5.04552276,5.27873607,1.46881024,2.45945394,0.18869802,2.55212923,0.35053731,0.00117854
-5.03951976,5.28200349,1.48145882,2.43595138,0.19210997,2.56065019,0.35026116,0.00115532
-5.03351676,5.29309862,1.49970490,2.41570747,0.19548569,2.57386498,0.35044057,0.00113787
-5.02751376,5.31076871,1.52290796,2.39830144,0.19883308,2.59097380,0.35097407,0.00112591
-5.02151076,5.33404304,1.55046708,2.38345865,0.20216660,2.61125201,0.35182075,0.00111925
-5.01550775,5.36222323,1.58182022,2.37104502,0.20550489,2.63405206,0.35300085,0.00111769
-5.00950475,5.39486312,1.61644254,2.36105582,0.20886820,2.65880168,0.35459483,0.00112111
-5.00350175,5.43174039,1.65384436,2.35359989,0.21227566,2.68499900,0.35674109,0.00112936
-4.99749875,5.47282224,1.69356929,2.34888043,0.21574261,2.71220563,0.35963237,0.00114232
-4.99149575,5.51822753,1.73519311,2.34717337,0.21927814,2.74003828,0.36351105,0.00115989
-4.98549275,5.56818765,1.77832371,2.34880472,0.22288303,2.76816011,0.36866322,0.00118192
-4.97948974,5.62300824,1.82260231,2.35412772,0.22654811,2.79627230,0.37541182,0.00120825
-4.97348674,5.68303338,1.86770597,2.36350090,0.23025324,2.82410681,0.38410872,0.00123872
-4.96748374,5.74861374,1.91335138,2.37726771,0.23396686,2.85142063,0.39512598,0.00127311
-4.96148074,5.82007927,1.95929949,2.39573834,0.23764631,2.87799195,0.40884614,0.00131119
-4.95547774,5.89771686,2.00536063,2.41917392,0.24123871,2.90361833,0.42565178,0.00135269
-4.94947474,5.98175272,2.05139946,2.44777334,0.24468253,2.92811677,0.44591424,0.00139733
-4.94347174,6.07233873,2.09733902,2.48166242,0.24790957,2.95132527,0.46998177,0.00144480
-4.93746873,6.16954182,2.14316328,2.52088529,0.25084749,2.97310543,0.49816709,0.00149478
-4.93146573,6.27333504,2.18891718,2.56539748,0.25342247,2.99334538,0.53073452,0.00154693
-4.92546273,6.38358901,2.23470376,2.61506042,0.25556207,3.01196228,0.56788714,0.00160091
-4.91945973,6.50006252,2.28067747,2.66963678,0.25719803,3.02890364,0.60975390,0.00165637
-4.91345673,6.62239123,2.32703363,2.72878656,0.25826884,3.04414682,0.65637738,0.00171296
-4.90745373,6.75007385,2.37399357,2.79206348,0.25872202,3.05769606,0.70770243,0.00177033
-4.90145073,6.88245577,2.42178589,2.85891195,0.25851594,3.06957674,0.76356623,0.00182810
-4.89544772,7.01871044,2.47062405,2.92866458,0.25762110,3.07982677,0.82369024,0.00188589
-4.88944472,7.15781978,2.52068135,3.00054078,0.25602085,3.08848526,0.88767471,0.00194332
-4.88344172,7.29855494,2.57206416,3.07364700,0.25371151,3.09557902,0.95499599,0.00199995
-4.87743872,7.43945969,2.62478497,3.14697920,0.25070199,3.10110752,1.02500749,0.00205533
-4.87143572,7.57883873,2.67873681,3.21942847,0.24701279,3.10502743,1.09694430,0.00210897
-4.86543272,7.71475319,2.73367065,3.28979030,0.24267473,3.10723779,1.16993201,0.00216033
-4.85942971,7.84502602,2.78917759,3.35677833,0.23772725,3.10756715,1.24299974,0.00220882
-4.85342671,7.96725890,2.84467742,3.41904286,0.23221663,3.10576376,1.31509736,0.00225383
-4.84742371,8.07886240,2.89941491,3.47519430,0.22619407,3.10149010,1.38511662,0.00229470
-4.84142071,8.17709999,2.95246481,3.52383146,0.21971382,3.09432249,1.45191577,0.00233072
-4.83541771,8.25914582,3.00274627,3.56357407,0.21283154,3.08375651,1.51434705,0.00236120
-4.82941471,8.32215511,3.04904668,3.59309871,0.20560277,3.06921846,1.57128612,0.00238542
-4.82341171,8.36334522,3.09005440,3.61117702,0.19808178,3.05008267,1.62166255,0.00240270
-4.81740870,8.38008443,3.12439944,3.61671459,0.19032069,3.02569418,1.66449028,0.00241238
-4.81140570,8.36998478,3.15070056,3.60878899,0.18236893,2.99539587,1.69889678,0.00241391
-4.80540270,8.33099485,3.16761660,3.58668511,0.17427302,2.95855868,1.72414987,0.00240678
-4.79939970,8.26148797,3.17389989,3.54992615,0.16607654,2.91461352,1.73968105,0.00239063
-4.79339670,8.16034141,3.16844900,3.49829848,0.15782041,2.86308308,1.74510436,0.00236523
-4.78739370,8.02700225,3.15035830,3.43186923,0.14954324,2.80361186,1.74022990,0.00233052
-4.78139070,7.86153643,3.11896177,3.35099531,0.14128182,2.73599263,1.72507151,0.00228658
-4.77538769,7.66465788,3.07386875,3.25632335,0.13307156,2.66018798,1.69984816,0.00223371
-4.76938469,7.43773592,3.01498971,3.14878018,0.12494697,2.57634545,1.66497894,0.00217237
-4.76338169,7.18278002,2.94255074,3.02955429,0.11694197,2.48480550,1.62107198,0.00210322
-4.75737869,6.90240210,2.85709590,2.90006861,0.10909016,2.38610180,1.56890755,0.00202708
-4.75137569,6.59975797,2.75947728,2.76194606,0.10142491,2.28095355,1.50941620,0.00194496
-4.74537269,6.27846994,2.65083320,2.61696885,0.09397928,2.17025042,1.44365266,0.00185798
-4.73936968,5.94253422,2.53255575,2.46703349,0.08678587,2.05503063,1.37276676,0.00176740
-4.73336668,5.59621664,2.40624900,2.31410309,0.07987651,1.93645331,1.29797221,0.00167454
-4.72736368,5.24394131,2.27368016,2.16015891,0.07328185,1.81576639,1.22051471,0.00158080
-4.72136068,4.89017649,2.13672578,2.00715284,0.06703091,1.69427171,1.14164026,0.00148760
-4.71535768,4.53932217,1.99731544,1.85696250,0.06115059,1.57328865,1.06256502,0.00139634
-4.70935468,4.19560346,1.85737547,1.71135039,0.05566516,1.45411809,0.98444742,0.00130836
-4.70335168,3.86297341,1.71877488,1.57192825,0.05059584,1.33800812,0.90836345,0.00122495
-4.69734867,3.54502809,1.58327562,1.44012742,0.04596036,1.22612263,0.83528579,0.00114728
-4.69134567,3.24493639,1.45248892,1.31717579,0.04177259,1.11951420,0.76606699,0.00107638
-4.68534267,2.96538570,1.32783900,1.20408151,0.03804237,1.01910170,0.70142715,0.00101312
-4.67933967,2.70854424,1.21053509,1.10162340,0.03477522,0.92565342,0.64194594,0.00095820
-4.67333667,2.47603997,1.10155213,1.01034772,0.03197232,0.83977568,0.58805899,0.00091214
-4.66733367,2.26895521,1.00162029,0.93057075,0.02963043,0.76190716,0.54005814,0.00087525
-4.66133067,2.08783578,0.91122293,0.86238651,0.02774200,0.69231833,0.49809543,0.00084764
-4.65532766,1.93271294,0.83060221,0.80567887,0.02629519,0.63111574,0.46219009,0.00082922
-4.64932466,1.80313624,0.75977171,0.76013720,0.02527408,0.57825042,0.43223821,0.00081971
-4.64332166,1.69821509,0.69853470,0.72527480,0.02465881,0.53352967,0.40802448,0.00081863
-4.63731866,1.61666721,0.64650696,0.70044928,0.02442582,0.49663151,0.38923539,0.00082536
-4.63131566,1.55687164,0.60314307,0.68488435,0.02454804,0.46712100,0.37547357,0.00083910
-4.62531266,1.51692481,0.56776478,0.67769232,0.02499518,0.44446767,0.36627269,0.00085893
-4.61930965,1.49469782,0.53959043,0.67789678,0.02573400,0.42806359,0.36111254,0.00088381
-4.61330665,1.48789369,0.51776440,0.68445525,0.02672860,0.41724131,0.35943400,0.00091263
-4.60730365,1.49410336,0.50138575,0.69628130,0.02794076,0.41129138,0.36065354,0.00094422
-4.60130065,1.51085953,0.48953522,0.71226602,0.02933031,0.40947903,0.36417712,0.00097738
-4.59529765,1.53568769,0.48130009,0.73129853,0.03085560,0.41105985,0.36941312,0.00101092
-4.58929465,1.56615365,0.47579636,0.75228554,0.03247389,0.41529417,0.37578441,0.00104366
-4.58329165,1.59990724,0.47218799,0.77416964,0.03414195,0.42146020,0.38273914,0.00107448
-4.57728864,1.63472178,0.46970300,0.79594629,0.03581664,0.42886572,0.38976040,0.00110236
-4.57128564,1.66852900,0.46764627,0.81667930,0.03745549,0.43685848,0.39637452,0.00112634
-4.56528264,1.69944918,0.46540908,0.83551470,0.03901744,0.44483514,0.40215796,0.00114563
-4.55927964,1.72581635,0.46247544,0.85169274,0.04046347,0.45224887,0.40674284,0.00115952
-4.55327664,1.74619819,0.45842543,0.86455792,0.04175740,0.45861557,0.40982097,0.00116751
-4.54727364,1.75941064,0.45293559,0.87356682,0.04286649,0.46351869,0.41114636,0.00116919
-4.54127064,1.76452695,0.44577682,0.87829362,0.04376215,0.46661273,0.41053637,0.00116436
-4.53526763,1.76088125,0.43680987,0.87843312,0.04442050,0.46762521,0.40787129,0.00115294
-4.52926463,1.74806658,0.42597896,0.87380121,0.04482292,0.46635738,0.40309270,0.00113504
-4.52326163,1.72592747,0.41330372,0.86433278,0.04495634,0.46268337,0.39620036,0.00111086
-4.51725863,1.69454753,0.39886990,0.85007707,0.04481358,0.45654803,0.38724813,0.00108078
-4.51125563,1.65423208,0.38281925,0.83119054,0.04439341,0.44796340,0.37633868,0.00104526
-4.50525263,1.60548671,0.36533882,0.80792761,0.04370045,0.43700387,0.36361747,0.00100487
-4.49924962,1.54899207,0.34665021,0.78062926,0.04274499,0.42380022,0.34926603,0.00096025
-4.49324662,1.48557579,0.32699894,0.74971011,0.04154258,0.40853257,0.33349477,0.00091209
-4.48724362,1.41618240,0.30664436,0.71564417,0.04011350,0.39142262,0.31653555,0.00086113
-4.48124062,1.34184196,0.28585024,0.67894981,0.03848204,0.37272515,0.29863421,0.00080810
-4.47523762,1.26363847,0.26487640,0.64017429,0.03667583,0.35271927,0.28004335,0.00075376
-4.46923462,1.18267894,0.24397138,0.59987854,0.03472488,0.33169945,0.26101541,0.00069882
-4.46323162,1.10006397,0.22336634,0.55862233,0.03266078,0.30996686,0.24179630,0.00064394
-4.45722861,1.01686058,0.20327026,0.51695062,0.03051577,0.28782095,0.22261983,0.00058978
-4.45122561,0.93407812,0.18386638,0.47538112,0.02832184,0.26555181,0.20370284,0.00053687
-4.44522261,0.85264769,0.16530989,0.43439367,0.02610996,0.24343335,0.18524129,0.00048573
-4.43921961,0.77340549,0.14772679,0.39442140,0.02390932,0.22171745,0.16740731,0.00043678
-4.43321661,0.69708037,0.13121374,0.35584410,0.02174674,0.20062934,0.15034718,0.00039034
-4.42721361,0.62428559,0.11583891,0.31898364,0.01964610,0.18036411,0.13418023,0.00034670
-4.42121061,0.55551480,0.10164351,0.28410150,0.01762806,0.16108450,0.11899870,0.00030603
-4.41520760,0.49114185,0.08864400,0.25139831,0.01570974,0.14291988,0.10486829,0.00026846
-4.40920460,0.43142417,0.07683468,0.22101528,0.01390467,0.12596635,0.09182949,0.00023404
-4.40320160,0.37650920,0.06619063,0.19303716,0.01222282,0.11028781,0.07989944,0.00020276
-4.39719860,0.32644337,0.05667082,0.16749659,0.01067071,0.09591799,0.06907430,0.00017455
-4.39119560,0.28118292,0.04822120,0.14437947,0.00925162,0.08286309,0.05933185,0.00014933
-4.38519260,0.24060620,0.04077774,0.12363104,0.00796596,0.07110496,0.05063439,0.00012694
-4.37918959,0.20452651,0.03426931,0.10516245,0.00681157,0.06060466,0.04293160,0.00010723
-4.37318659,0.17270534,0.02862032,0.08885743,0.00578413,0.05130615,0.03616346,0.00008999
-4.36718359,0.14486518,0.02375310,0.07457885,0.00487758,0.04314004,0.03026303,0.00007505
-4.36118059,0.12070167,0.01958987,0.06217502,0.00408451,0.03602717,0.02515892,0.00006218
-4.35517759,0.09989482,0.01605450,0.05148541,0.00339656,0.02988198,0.02077769,0.00005119
-4.34917459,0.08211882,0.01307389,0.04234582,0.00280477,0.02461555,0.01704577,0.00004187
-4.34317159,0.06705059,0.01057897,0.03459278,0.00229989,0.02013829,0.01389117,0.00003402
-4.33716858,0.05437672,0.00850551,0.02806725,0.00187269,0.01636217,0.01124484,0.00002746
-4.33116558,0.04379908,0.00679460,0.02261753,0.00151415,0.01320252,0.00904167,0.00002202
-4.32516258,0.03503886,0.00539290,0.01810145,0.00121566,0.01057947,0.00722131,0.00001754
-4.31915958,0.02783944,0.00425270,0.01438791,0.00096915,0.00841890,0.00572856,0.00001388
-4.31315658,0.02196800,0.00333181,0.01135775,0.00076718,0.00665314,0.00451367,0.00001091
-4.30715358,0.01721614,0.00259336,0.00890419,0.00060303,0.00522122,0.00353234,0.00000852
