energy_ev,total_up,B_p_up,B_d_up,Pt_p_up,Pt_d_up,S_s_up,S_p_up
-5.71785893,7.60029455,0.92438456,0.00000000,2.70259768,4.64698697,0.10484126,1.63137439
-5.71185593,7.43455818,0.91042284,0.00000000,2.65141053,4.55016323,0.10498133,1.58494098
-5.70585293,7.27469912,0.89646323,0.00000000,2.60179182,4.45638368,0.10515654,1.54038962
-5.69984992,7.12059947,0.88245748,0.00000000,2.55368057,4.36544187,0.10532631,1.49786948
-5.69384692,6.97197392,0.86834616,0.00000000,2.50694680,4.27705786,0.10545049,1.45747624
-5.68784392,6.82841922,0.85406397,0.00000000,2.46141069,4.19091026,0.10549108,1.41925914
-5.68184092,6.68946369,0.83954506,0.00000000,2.41686248,4.10666731,0.10541389,1.38322869
-5.67583792,6.55461418,0.82472821,0.00000000,2.37308191,4.02401516,0.10518997,1.34936438
-5.66983492,6.42339801,0.80956147,0.00000000,2.32985620,3.94268218,0.10479666,1.31762212
-5.66383192,6.29539825,0.79400609,0.00000000,2.28699579,3.86245819,0.10421846,1.28794094
-5.65782891,6.17028078,0.77803969,0.00000000,2.24434710,3.78320796,0.10344741,1.26024878
-5.65182591,6.04781261,0.76165839,0.00000000,2.20180198,3.70487878,0.10248317,1.23446710
-5.64582291,5.92787134,0.74487800,0.00000000,2.15930360,3.62750216,0.10133276,1.21051437
-5.63981991,5.81044637,0.72773420,0.00000000,2.11684894,3.55119016,0.10000991,1.18830849
-5.63381691,5.69563282,0.71028181,0.00000000,2.07448803,3.47612729,0.09853422,1.16776833
-5.62781391,5.58361991,0.69259334,0.00000000,2.03232056,3.40255890,0.09693009,1.14881452
-5.62181091,5.47467542,0.67475683,0.00000000,1.99049039,3.33077749,0.09522547,1.13137000
-5.61580790,5.36912840,0.65687333,0.00000000,1.94917866,3.26110820,0.09345062,1.11536038
-5.60980490,5.26735203,0.63905408,0.00000000,1.90859619,3.19389480,0.09163686,1.10071466
-5.60380190,5.16974853,0.62141770,0.00000000,1.86897598,3.12948753,0.08981541,1.08736641
-5.59779890,5.07673763,0.60408753,0.00000000,1.83056624,3.06823364,0.08801634,1.07525557
-5.59179590,4.98874975,0.58718918,0.00000000,1.79362456,3.01047158,0.08626783,1.06433118
-5.58579290,4.90622447,0.57084856,0.00000000,1.75841344,2.95652910,0.08459551,1.05455474
-5.57978989,4.82961450,0.55519034,0.00000000,1.72519737,2.90672543,0.08302217,1.04590438
-5.57378689,4.75939443,0.54033687,0.00000000,1.69424142,2.86137726,0.08156762,1.03837938
-5.56778389,4.69607345,0.52640759,0.00000000,1.66581105,2.82080779,0.08024884,1.03200489
-5.56178089,4.64021047,0.51351876,0.00000000,1.64017291,2.78535791,0.07908027,1.02683640
-5.55577789,4.59242979,0.50178349,0.00000000,1.61759609,2.75539837,0.07807425,1.02296354
-5.54977489,4.55343524,0.49131184,0.00000000,1.59835323,2.73134145,0.07724157,1.02051278
-5.54377189,4.52402075,0.48221084,0.00000000,1.58272110,2.71365071,0.07659204,1.01964856
-5.53776888,4.50507516,0.47458440,0.00000000,1.57098003,2.70284750,0.07613497,1.02057254
-5.53176588,4.49757950,0.46853269,0.00000000,1.56341165,2.69951264,0.07587969,1.02352053
-5.52576288,4.50259534,0.46415116,0.00000000,1.56029483,2.70428255,0.07583579,1.02875716
-5.51975988,4.52124316,0.46152887,0.00000000,1.56189940,2.71783873,0.07601328,1.03656790
-5.51375688,4.55467055,0.46074622,0.00000000,1.56847771,2.74089036,0.07642257,1.04724881
-5.50775388,4.60401043,0.46187197,0.00000000,1.58025419,2.77415011,0.07707410,1.06109408
-5.50175088,4.67033036,0.46495976,0.00000000,1.59741317,2.81830348,0.07797797,1.07838179
-5.49574787,4.75457477,0.47004409,0.00000000,1.62008544,2.87397280,0.07914319,1.09935841
-5.48974487,4.85750215,0.47713603,0.00000000,1.64833424,2.94167718,0.08057691,1.12422272
-5.48374187,4.97962034,0.48621882,0.00000000,1.68214124,3.02179030,0.08228351,1.15310972
-5.47773887,5.12112295,0.49724372,0.00000000,1.72139355,3.11449793,0.08426360,1.18607551
-5.47173587,5.28183049,0.51012622,0.00000000,1.76587242,3.21975772,0.08651308,1.22308383
-5.46573287,5.46113969,0.52474309,0.00000000,1.81524441,3.33726340,0.08902227,1.26399497
-5.45972986,5.65798452,0.54093039,0.00000000,1.86905610,3.46641595,0.09177516,1.30855789
-5.45372686,5.87081177,0.55848283,0.00000000,1.92673255,3.60630365,0.09474892,1.35640609
-5.44772386,6.09757400,0.57715455,0.00000000,1.98758041,3.75569315,0.09791356,1.40705771
-5.44172086,6.33574157,0.59666163,0.00000000,2.05079585,3.91303277,0.10123200,1.45992006
-5.43571786,6.58233482,0.61668630,0.00000000,2.11547731,4.07646910,0.10466037,1.51429895
-5.42971486,6.83397663,0.63688279,0.00000000,2.18064323,4.24387709,0.10814870,1.56941230
-5.42371186,7.08696433,0.65688486,0.00000000,2.24525417,4.41290332,0.11164188,1.62440818
-5.41770885,7.33735929,0.67631476,0.00000000,2.30823875,4.58102149,0.11508095,1.67838640
-5.41170585,7.58109126,0.69479323,0.00000000,2.36852274,4.74559825,0.11840461,1.73042308
-5.40570285,7.81407389,0.71195037,0.00000000,2.42506010,4.90396732,0.12155098,1.77959738
-5.39969985,8.03232707,0.72743678,0.00000000,2.47686492,5.05350892,0.12445943,1.82501932
-5.39369685,8.23210116,0.74093465,0.00000000,2.52304288,5.19173144,0.12707250,1.86585757
-5.38769385,8.40999815,0.75216821,0.00000000,2.56282094,5.31635191,0.12933780,1.90136618
-5.38169085,8.56308436,0.76091309,0.00000000,2.59557400,5.42537183,0.13120976,1.93090911
-5.37568784,8.68898976,0.76700421,0.00000000,2.62084708,5.51714496,0.13265123,1.95398151
-5.36968484,8.78598958,0.77034171,0.00000000,2.63837211,5.59043395,0.13363480,1.97022682
-5.36368184,8.85306418,0.77089467,0.00000000,2.64807832,5.64445337,0.13414381,1.97944894
-5.35767884,8.88993434,0.76870237,0.00000000,2.65009561,5.67889678,0.13417299,1.98161893
-5.35167584,8.89707029,0.76387306,0.00000000,2.64475042,5.69394675,0.13372868,1.97687588
-5.34567284,8.87567354,0.75658014,0.00000000,2.63255437,5.69026708,0.13282870,1.96552190
-5.33966983,8.82763227,0.74705599,0.00000000,2.61418558,5.66897750,0.13150173,1.94801135
-5.33366683,8.75545188,0.73558369,0.00000000,2.59046367,5.63161183,0.12978638,1.92493481
-5.32766383,8.66216365,0.72248690,0.00000000,2.56231923,5.58006136,0.12772989,1.89699837
-5.32166083,8.55121521,0.70811843,0.00000000,2.53075905,5.51650589,0.12538653,1.86499919
-5.31565783,8.42634767,0.69284798,0.00000000,2.49682863,5.44333536,0.12281581,1.82979822
-5.30965483,8.29146442,0.67704952,0.00000000,2.46157353,5.36306543,0.12008052,1.79229139
-5.30365183,8.15049738,0.66108903,0.00000000,2.42600137,5.27825067,0.11724471,1.75338034
-5.29764882,8.00727617,0.64531287,0.00000000,2.39104611,5.19139887,0.11437171,1.71394396
-5.29164582,7.86540563,0.63003749,0.00000000,2.35753634,5.10489013,0.11152221,1.67481190
-5.28564282,7.72815681,0.61554085,0.00000000,2.32616885,5.02090389,0.10875255,1.63674113
-5.27963982,7.59837544,0.60205575,0.00000000,2.29748886,4.94135676,0.10611320,1.60039640
-5.27363682,7.47841155,0.58976541,0.00000000,2.27187764,4.86785337,0.10364758,1.56633530
-5.26763382,7.37007229,0.57880142,0.00000000,2.24954809,4.80165191,0.10139118,1.53499856
-5.26163082,7.27459939,0.56924397,0.00000000,2.23054822,4.74364520,0.09937099,1.50670555
-5.25562781,7.19267114,0.56112422,0.00000000,2.21477247,4.69435747,0.09760538,1.48165517
-5.24962481,7.12442788,0.55442875,0.00000000,2.20197986,4.65395633,0.09610423,1.45993175
-5.24362181,7.06951872,0.54910549,0.00000000,2.19181807,4.62227872,0.09486941,1.44151548
-5.23761881,7.02716644,0.54507103,0.00000000,2.18385196,4.59886892,0.09389556,1.42629660
-5.23161581,6.99624671,0.54221861,0.00000000,2.17759507,4.58302649,0.09317106,1.41409250
-5.22561281,6.97537705,0.54042654,0.00000000,2.17254217,4.57386124,0.09267919,1.40466674
-5.21960980,6.96301106,0.53956643,0.00000000,2.16820120,4.57035267,0.09239936,1.39774895
-5.21360680,6.95753292,0.53951083,0.00000000,2.16412294,4.57141055,0.09230843,1.39305444
-5.20760380,6.95734768,0.54014000,0.00000000,2.15992674,4.57593417,0.09238194,1.39030266
-5.20160080,6.96096313,0.54134737,0.00000000,2.15532120,4.58286720,0.09259526,1.38923361
-5.19559780,6.96705984,0.54304349,0.00000000,2.15011862,4.59124624,0.09292468,1.38962129
-5.18959480,6.97454635,0.54515843,0.00000000,2.14424288,4.60024083,0.09334818,1.39128384
-5.18359180,6.98259798,0.54764248,0.00000000,2.13773037,4.60918377,0.09384612,1.39408993
-5.17758879,6.99067802,0.55046531,0.00000000,2.13072426,4.61759090,0.09440166,1.39796133
-5.17158579,6.99854165,0.55361370,0.00000000,2.12346274,4.62516994,0.09500099,1.40287161
-5.16558279,7.00622332,0.55708814,0.00000000,2.11626194,4.63181897,0.09563330,1.40884158
-5.15957979,7.01400944,0.56089846,0.00000000,2.10949505,4.63761506,0.09629064,1.41593165
-5.15357679,7.02239890,0.56505903,0.00000000,2.10356861,4.64279451,0.09696761,1.42423188
-5.14757379,7.03205415,0.56958368,0.00000000,2.09889769,4.64772618,0.09766096,1.43385046
-5.14157079,7.04374631,0.57448085,0.00000000,2.09588133,4.65287979,0.09836906,1.44490137
-5.13556778,7.05829751,0.57974917,0.00000000,2.09487951,4.65879110,0.09909150,1.45749202
-5.12956478,7.07652382,0.58537386,0.00000000,2.09619302,4.66602607,0.09982854,1.47171154
-5.12356178,7.09918179,0.59132405,0.00000000,2.10004711,4.67514569,0.10058075,1.48762057
-5.11755878,7.12692124,0.59755130,0.00000000,2.10657960,4.68667347,0.10134863,1.50524294
-5.11155578,7.16024631,0.60398929,0.00000000,2.11583400,4.70106685,0.10213245,1.52455962
-5.10555278,7.19948645,0.61055474,0.00000000,2.12775761,4.71869372,0.10293206,1.54550545
-5.09954977,7.24477799,0.61714943,0.00000000,2.14220452,4.73981490,0.10374692,1.56796841
-5.09354677,7.29605665,0.62366329,0.00000000,2.15894300,4.76457291,0.10457619,1.59179160
-5.08754377,7.35306040,0.62997814,0.00000000,2.17766668,4.79298708,0.10541884,1.61677761
-5.08154077,7.41534186,0.63597217,0.00000000,2.19800870,4.82495469,0.10627395,1.64269492
-5.07553777,7.48228858,0.64152456,0.00000000,2.21955781,4.86025752,0.10714086,1.66928595
-5.06953477,7.55314960,0.64652020,0.00000000,2.24187552,4.89857286,0.10801951,1.69627612
-5.06353177,7.62706613,0.65085416,0.00000000,2.26451335,4.93948811,0.10891059,1.72338350
-5.05752876,7.70310434,0.65443565,0.00000000,2.28702918,4.98251754,0.10981572,1.75032829
-5.05152576,7.78028812,0.65719133,0.00000000,2.30900197,5.02712028,0.11073753,1.77684181
-5.04552276,7.85763010,0.65906774,0.00000000,2.33004431,5.07271831,0.11167966,1.80267432
-5.03951976,7.93415909,0.66003277,0.00000000,2.34981209,5.11871338,0.11264663,1.82760147
-5.03351676,8.00894308,0.66007614,0.00000000,2.36801131,5.16450229,0.11364365,1.85142887
-5.02751376,8.08110661,0.65920884,0.00000000,2.38440177,5.20948959,0.11467636,1.87399490
-5.02151076,8.14984258,0.65746165,0.00000000,2.39879777,5.25309776,0.11575040,1.89517147
-5.01550775,8.21441840,0.65488281,0.00000000,2.41106618,5.29477454,0.11687100,1.91486305
-5.00950475,8.27417704,0.65153502,0.00000000,2.42112218,5.33399769,0.11804259,1.93300400
-5.00350175,8.32853411,0.64749191,0.00000000,2.42892328,5.37027765,0.11926827,1.94955464
-4.99749875,8.37697186,0.64283425,0.00000000,2.43446207,5.40315856,0.12054943,1.96449644
-4.99149575,8.41903163,0.63764598,0.00000000,2.43775843,5.43221842,0.12188539,1.97782661
-4.98549275,8.45430605,0.63201047,0.00000000,2.43885168,5.45706904,0.12327308,1.98955277
-4.97948974,8.48243219,0.62600694,0.00000000,2.43779315,5.47735642,0.12470691,1.99968785
-4.97348674,8.50308690,0.61970745,0.00000000,2.43463976,5.49276217,0.12617864,2.00824579
-4.96748374,8.51598481,0.61317435,0.00000000,2.42944870,5.50300626,0.12767746,2.01523816
-4.96148074,8.52087966,0.60645849,0.00000000,2.42227361,5.50785129,0.12919015,2.02067200
-4.95547774,8.51756870,0.59959810,0.00000000,2.41316214,5.50710808,0.13070131,2.02454878
-4.94947474,8.50589988,0.59261834,0.00000000,2.40215499,5.50064238,0.13219377,2.02686462
-4.94347174,8.48578087,0.58553155,0.00000000,2.38928609,5.48838193,0.13364896,2.02761147
-4.93746873,8.45718890,0.57833810,0.00000000,2.37458377,5.47032324,0.13504739,2.02677901
-4.93146573,8.42018006,0.57102774,0.00000000,2.35807260,5.44653712,0.13636916,2.02435707
-4.92546273,8.37489666,0.56358128,0.00000000,2.33977545,5.41717223,0.13759440,2.02033806
-4.91945973,8.32157138,0.55597255,0.00000000,2.31971552,5.38245561,0.13870370,2.01471926
-4.91345673,8.26052710,0.54817053,0.00000000,2.29791808,5.34268971,0.13967855,2.00750449
-4.90745373,8.19217154,0.54014136,0.00000000,2.27441157,5.29824530,0.14050162,1.99870504
-4.90145073,8.11698642,0.53185037,0.00000000,2.24922798,5.24955029,0.14115703,1.98833964
-4.89544772,8.03551124,0.52326384,0.00000000,2.22240253,5.19707449,0.14163055,1.97643348
-4.88944472,7.94832225,0.51435052,0.00000000,2.19397259,5.14131099,0.14190974,1.96301632
-4.88344172,7.85600775,0.50508287,0.00000000,2.16397607,5.08275491,0.14198400,1.94811983
-4.87743872,7.75914113,0.49543804,0.00000000,2.13244955,5.02188076,0.14184466,1.93177458
-4.87143572,7.65825365,0.48539849,0.00000000,2.09942630,4.95911970,0.14148499,1.91400680
-4.86543272,7.55380871,0.47495244,0.00000000,2.06493466,4.89483828,0.14090029,1.89483552
-4.85942971,7.44617985,0.46409404,0.00000000,2.02899705,4.82932009,0.14008790,1.87427036
-4.85342671,7.33563424,0.45282347,0.00000000,1.99162985,4.76275176,0.13904738,1.85231031
-4.84742371,7.22232328,0.44114689,0.00000000,1.95284436,4.69521444,0.13778060,1.82894393
-4.84142071,7.10628146,0.42907635,0.00000000,1.91264904,4.62668176,0.13629195,1.80415105
-4.83541771,6.98743421,0.41662976,0.00000000,1.87105302,4.55702465,0.13458859,1.77790611
-4.82941471,6.86561463,0.40383082,0.00000000,1.82807069,4.48602316,0.13268066,1.75018303
-4.82341171,6.74058862,0.39070903,0.00000000,1.78372733,4.41338494,0.13058151,1.72096161
-4.81740870,6.61208716,0.37729975,0.00000000,1.73806530,4.33876946,0.12830798,1.69023484
-4.81140570,6.47984406,0.36364429,0.00000000,1.69115053,4.26181685,0.12588051,1.65801700
-4.80540270,6.34363695,0.34978997,0.00000000,1.64307878,4.18217982,0.12332323,1.62435185
-4.79939970,6.20332913,0.33579015,0.00000000,1.59398116,4.09955676,0.12066394,1.58932041
-4.79339670,6.05890956,0.32170416,0.00000000,1.54402855,4.01372437,0.11793396,1.55304780
-4.78739370,5.91052863,0.30759712,0.00000000,1.49343435,3.92456767,0.11516783,1.51570847
-4.78139070,5.75852720,0.29353955,0.00000000,1.44245542,3.83210585,0.11240282,1.47752948
-4.77538769,5.60345689,0.27960678,0.00000000,1.39139066,3.73651215,0.10967837,1.43879143
-4.76938469,5.44609035,0.26587810,0.00000000,1.34057748,3.63812684,0.10703532,1.39982669
-4.76338169,5.28742026,0.25243569,0.00000000,1.29038589,3.53746220,0.10451505,1.36101500
-4.75737869,5.12864706,0.23936335,0.00000000,1.24121055,3.43519923,0.10215853,1.32277637
-4.75137569,4.97115566,0.22674496,0.00000000,1.19346104,3.33217617,0.10000533,1.28556167
-4.74537269,4.81648214,0.21466285,0.00000000,1.14755085,3.22936924,0.09809258,1.24984110
-4.73936968,4.66627206,0.20319608,0.00000000,1.10388544,3.12786660,0.09645402,1.21609122
-4.73336668,4.52223233,0.19241867,0.00000000,1.06285020,3.02883673,0.09511910,1.18478105
-4.72736368,4.38607905,0.18239793,0.00000000,1.02479875,2.93349281,0.09411223,1.15635791
-4.72136068,4.25948381,0.17319287,0.00000000,0.99004222,2.84305468,0.09345215,1.13123372
-4.71535768,4.14402095,0.16485290,0.00000000,0.95884012,2.75871029,0.09315149,1.10977234
-4.70935468,4.04111827,0.15741676,0.00000000,0.93139316,2.68157815,0.09321663,1.09227862
-4.70335168,3.95201323,0.15091170,0.00000000,0.90783842,2.61267251,0.09364761,1.07898958
-4.69734867,3.87771639,0.14535315,0.00000000,0.88824706,2.55287263,0.09443840,1.07006808
-4.69134567,3.81898352,0.14074463,0.00000000,0.87262460,2.50289715,0.09557728,1.06559926
-4.68534267,3.77629697,0.13707803,0.00000000,0.86091364,2.46328445,0.09704741,1.06558971
-4.67933967,3.74985662,0.13433424,0.00000000,0.85299883,2.43437936,0.09882753,1.06996937
-4.67333667,3.73958025,0.13248398,0.00000000,0.84871367,2.41632642,0.10089276,1.07859579
-4.66733367,3.74511250,0.13148890,0.00000000,0.84784870,2.40906960,0.10321543,1.09126060
-4.66133067,3.76584145,0.13130275,0.00000000,0.85016049,2.41235779,0.10576597,1.10769751
-4.65532766,3.80092156,0.13187266,0.00000000,0.85538095,2.42575577,0.10851368,1.12759156
-4.64932466,3.84930147,0.13314032,0.00000000,0.86322634,2.44865961,0.11142754,1.15058900
-4.64332166,3.90975513,0.13504320,0.00000000,0.87340558,2.48031579,0.11447682,1.17630727
-4.63731866,3.98091499,0.13751554,0.00000000,0.88562740,2.51984313,0.11763169,1.20434484
-4.63131566,4.06130587,0.14048924,0.00000000,0.89960601,2.56625661,0.12086364,1.23429030
-4.62531266,4.14937842,0.14389447,0.00000000,0.91506524,2.61849237,0.12414584,1.26573063
-4.61930965,4.24354150,0.14766028,0.00000000,0.93174099,2.67543311,0.12745339,1.29825846
-4.61330665,4.34219277,0.15171486,0.00000000,0.94938220,2.73593338,0.13076352,1.33147815
-4.60730365,4.44374718,0.15598578,0.00000000,0.96775048,2.79884416,0.13405570,1.36501092
-4.60130065,4.54666327,0.16040022,0.00000000,0.98661882,2.86303630,0.13731181,1.39849901
-4.59529765,4.64946727,0.16488505,0.00000000,1.00576962,2.92742271,0.14051622,1.43160902
-4.58929465,4.75077490,0.16936708,0.00000000,1.02499253,2.99097860,0.14365599,1.46403472
-4.58329165,4.84931116,0.17377340,0.00000000,1.04408259,3.05275996,0.14672101,1.49549943
-4.57728864,4.94392796,0.17803185,0.00000000,1.06283875,3.11191960,0.14970423,1.52575808
-4.57128564,5.03361954,0.18207170,0.00000000,1.08106341,3.16772082,0.15260190,1.55459909
-4.56528264,5.11753553,0.18582453,0.00000000,1.09856291,3.21954827,0.15541375,1.58184610
-4.55927964,5.19499121,0.18922533,0.00000000,1.11514906,3.26691569,0.15814319,1.60735941
-4.55327664,5.26547471,0.19221374,0.00000000,1.13064190,3.30947048,0.16079743,1.63103706
-4.54727364,5.32865047,0.19473544,0.00000000,1.14487321,3.34699473,0.16338741,1.65281542
-4.54127064,5.38435872,0.19674359,0.00000000,1.15769076,3.37940258,0.16592762,1.67266898
-4.53526763,5.43261039,0.19820026,0.00000000,1.16896292,3.40673405,0.16843575,1.69060926
-4.52926463,5.47357724,0.19907776,0.00000000,1.17858316,3.42914519,0.17093201,1.70668256
-4.52326163,5.50757729,0.19935977,0.00000000,1.18647422,3.44689511,0.17343837,1.72096648
-4.51725863,5.53505560,0.19904226,0.00000000,1.19259148,3.46032999,0.17597739,1.73356521
-4.51125563,5.55656102,0.19813405,0.00000000,1.19692531,3.46986494,0.17857106,1.74460356
-4.50525263,5.57271973,0.19665707,0.00000000,1.19950213,3.47596423,0.18123935,1.75422008
-4.49924962,5.58420657,0.19464613,0.00000000,1.20038410,3.47912089,0.18399872,1.76255927
-4.49324662,5.59171567,0.19214843,0.00000000,1.19966741,3.47983648,0.18686068,1.76976368
-4.48724362,5.59593162,0.18922261,0.00000000,1.19747932,3.47860206,0.18983040,1.77596594
-4.48124062,5.59750294,0.18593756,0.00000000,1.19397412,3.47588125,0.19290556,1.78128155
-4.47523762,5.59701922,0.18237095,0.00000000,1.18932826,3.47209616,0.19607545,1.78580270
-4.46923462,5.59499325,0.17860751,0.00000000,1.18373506,3.46761698,0.19932045,1.78959381
-4.46323162,5.59184926,0.17473734,0.00000000,1.17739932,3.46275549,0.20261203,1.79268898
-4.45722861,5.58791798,0.17085411,0.00000000,1.17053214,3.45776301,0.20591312,1.79509173
-4.45122561,5.58343868,0.16705328,0.00000000,1.16334640,3.45283250,0.20917908,1.79677720
-4.44522261,5.57856826,0.16343052,0.00000000,1.15605287,3.44810472,0.21235913,1.79769662
-4.43921961,5.57339643,0.16008020,0.00000000,1.14885743,3.44367788,0.21539815,1.79778399
-4.43321661,5.56796621,0.15709403,0.00000000,1.14195918,3.43961999,0.21823901,1.79696455
-4.42721361,5.56229805,0.15455996,0.00000000,1.13554957,3.43598309,0.22082495,1.79516447
-4.42121061,5.55641607,0.15256115,0.00000000,1.12981225,3.43281826,0.22310228,1.79232120
-4.41520760,5.55037436,0.15117505,0.00000000,1.12492355,3.43019049,0.22502291,1.78839379
-4.40920460,5.54428142,0.15047259,0.00000000,1.12105324,3.42819209,0.22654688,1.78337235
-4.40320160,5.53832103,0.15051738,0.00000000,1.11836523,3.42695407,0.22764449,1.77728611
-4.39719860,5.53276774,0.15136486,0.00000000,1.11701791,3.42665425,0.22829800,1.77020932
-4.39119560,5.52799579,0.15306144,0.00000000,1.11716396,3.42752181,0.22850293,1.76226461
-4.38519260,5.52448054,0.15564346,0.00000000,1.11894915,3.42983767,0.22826859,1.75362339
-4.37918959,5.52279192,0.15913613,0.00000000,1.12251026,3.43393064,0.22761807,1.74450315
-4.37318659,5.52358002,0.16355241,0.00000000,1.12797190,3.44016940,0.22658755,1.73516170
-4.36718359,5.52755343,0.16889174,0.00000000,1.13544236,3.44895067,0.22522497,1.72588862
-4.36118059,5.53545118,0.17513898,0.00000000,1.14500855,3.46068407,0.22358811,1.71699415
-4.35517759,5.54800995,0.18226325,0.00000000,1.15673042,3.47577451,0.22174228,1.70879636
-4.34917459,5.56592796,0.19021719,0.00000000,1.17063510,3.49460292,0.21975757,1.70160694
-4.34317159,5.58982776,0.19893638,0.00000000,1.18671110,3.51750631,0.21770591,1.69571665
-4.33716858,5.62021974,0.20833922,0.00000000,1.20490308,3.54475824,0.21565814,1.69138092
-4.33116558,5.65746836,0.21832730,0.00000000,1.22510749,3.57655056,0.21368104,1.68880671
-4.32516258,5.70176309,0.22878640,0.00000000,1.24716954,3.61297755,0.21183467,1.68814093
-4.31915958,5.75309554,0.23958797,0.00000000,1.27088176,3.65402317,0.21016999,1.68946138
-4.31315658,5.81124413,0.25059135,0.00000000,1.29598441,3.69955213,0.20872699,1.69277045
-4.30715358,5.87576725,0.26164652,0.00000000,1.32216797,3.74930542,0.20753332,1.69799209
