energy_ev,total_up,Cd_p_up,Cd_d_up,Cr_p_up,Cr_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-2.92646323,2.09315704,0.51720871,0.11125008,1.09759380,0.80022986,0.04668564,0.39430524,0.59476125,0.00000000
-2.92046023,2.09900687,0.51223320,0.11091149,1.10061485,0.81296576,0.04599618,0.38916025,0.59481657,0.00000000
-2.91445723,2.10830660,0.50744549,0.11074773,1.10350520,0.82837532,0.04529132,0.38519831,0.59415514,0.00000000
-2.90845423,2.12141101,0.50294909,0.11078174,1.10653982,0.84647430,0.04456369,0.38254542,0.59296538,0.00000000
-2.90245123,2.13859400,0.49883387,0.11103135,1.11000723,0.86724591,0.04380595,0.38129360,0.59143404,0.00000000
-2.89644822,2.16004305,0.49517432,0.11150885,1.11420460,0.89064266,0.04301091,0.38149916,0.58974099,0.00000000
-2.89044522,2.18585745,0.49202875,0.11222067,1.11943326,0.91658938,0.04217180,0.38318219,0.58805514,0.00000000
-2.88444222,2.21605032,0.48943935,0.11316737,1.12599444,0.94498705,0.04128249,0.38632719,0.58653148,0.00000000
-2.87843922,2.25055365,0.48743305,0.11434382,1.13418527,0.97571737,0.04033770,0.39088482,0.58530932,0.00000000
-2.87243622,2.28922575,0.48602299,0.11573950,1.14429463,1.00864741,0.03933320,0.39677446,0.58451161,0.00000000
-2.86643322,2.33186014,0.48521042,0.11733896,1.15659860,1.04363414,0.03826603,0.40388759,0.58424509,0.00000000
-2.86043022,2.37819497,0.48498676,0.11912235,1.17135520,1.08052823,0.03713465,0.41209152,0.58460108,0.00000000
-2.85442721,2.42792196,0.48533570,0.12106593,1.18879822,1.11917680,0.03593904,0.42123356,0.58565654,0.00000000
-2.84842421,2.48069404,0.48623510,0.12314266,1.20912980,1.15942465,0.03468081,0.43114518,0.58747524,0.00000000
-2.84242121,2.53613101,0.48765852,0.12532271,1.23251191,1.20111383,0.03336316,0.44164618,0.59010859,0.00000000
-2.83641821,2.59382275,0.48957629,0.12757389,1.25905666,1.24408145,0.03199089,0.45254865,0.59359612,0.00000000
-2.83041521,2.65332999,0.49195607,0.12986206,1.28881582,1.28815558,0.03057030,0.46366060,0.59796529,0.00000000
-2.82441221,2.71418254,0.49476288,0.13215150,1.32176990,1.33314974,0.02910906,0.47478930,0.60323064,0.00000000
-2.81840920,2.77587577,0.49795867,0.13440514,1.35781752,1.37885622,0.02761604,0.48574420,0.60939229,0.00000000
-2.81240620,2.83786579,0.50150160,0.13658492,1.39676578,1.42503873,0.02610107,0.49633955,0.61643396,0.00000000
-2.80640320,2.89956449,0.50534507,0.13865202,1.43832243,1.47142518,0.02457477,0.50639673,0.62432055,0.00000000
-2.80040020,2.96033543,0.50943680,0.14056725,1.48209071,1.51770129,0.02304826,0.51574631,0.63299573,0.00000000
-2.79439720,3.01949170,0.51371807,0.14229143,1.52756786,1.56350576,0.02153295,0.52423000,0.64237967,0.00000000
-2.78839420,3.07629683,0.51812334,0.14378593,1.57414770,1.60842778,0.02004030,0.53170248,0.65236729,0.00000000
-2.78239120,3.12996965,0.52258040,0.14501330,1.62112815,1.65200754,0.01858161,0.53803323,0.66282732,0.00000000
-2.77638819,3.17969371,0.52701117,0.14593800,1.66772379,1.69374014,0.01716783,0.54310838,0.67360240,0.00000000
-2.77038519,3.22463156,0.53133322,0.14652734,1.71308346,1.73308335,0.01580940,0.54683256,0.68451039,0.00000000
-2.76438219,3.26394391,0.53546202,0.14675235,1.75631272,1.76946903,0.01451613,0.54913078,0.69534711,0.00000000
-2.75837919,3.29681303,0.53931380,0.14658886,1.79650035,1.80231818,0.01329710,0.54995021,0.70589032,0.00000000
-2.75237619,3.32246971,0.54280904,0.14601849,1.83274806,1.83105904,0.01216061,0.54926188,0.71590511,0.00000000
-2.74637319,3.34022240,0.54587623,0.14502962,1.86420208,1.85514743,0.01111414,0.54706209,0.72515034,0.00000000
-2.74037019,3.34948719,0.54845579,0.14361823,1.89008520,1.87408855,0.01016434,0.54337351,0.73338590,0.00000000
-2.73436718,3.34981673,0.55050389,0.14178863,1.90972779,1.88745882,0.00931704,0.53824572,0.74038058,0.00000000
-2.72836418,3.34092658,0.55199585,0.13955383,1.92259594,1.89492685,0.00857722,0.53175521,0.74592006,0.00000000
-2.72236118,3.32271693,0.55292887,0.13693576,1.92831536,1.89627205,0.00794911,0.52400465,0.74981458,0.00000000
-2.71635818,3.29528848,0.55332378,0.13396514,1.92668965,1.89139980,0.00743611,0.51512131,0.75190609,0.00000000
-2.71035518,3.25895082,0.55322582,0.13068094,1.91771156,1.88035211,0.00704082,0.50525480,0.75207425,0.00000000
-2.70435218,3.21422259,0.55270393,0.12712959,1.90156677,1.86331298,0.00676502,0.49457387,0.75024119,0.00000000
-2.69834917,3.16182280,0.55184885,0.12336386,1.87862950,1.84060781,0.00660962,0.48326248,0.74637450,0.00000000
-2.69234617,3.10265341,0.55076973,0.11944138,1.84945009,1.81269666,0.00657459,0.47151527,0.74048857,0.00000000
-2.68634317,3.03777345,0.54958955,0.11542301,1.81473502,1.78016150,0.00665885,0.45953245,0.73264394,0.00000000
-2.68034017,2.96836577,0.54843926,0.11137100,1.77532013,1.74368782,0.00686019,0.44751434,0.72294481,0.00000000
-2.67433717,2.89569783,0.54745120,0.10734707,1.73213845,1.70404136,0.00717517,0.43565588,0.71153477,0.00000000
-2.66833417,2.82107816,0.54675176,0.10341047,1.68618400,1.66204102,0.00759893,0.42414112,0.69859091,0.00000000
-2.66233117,2.74581058,0.54645391,0.09961609,1.63847353,1.61852926,0.00812515,0.41313811,0.68431671,0.00000000
-2.65632816,2.67114832,0.54664984,0.09601280,1.59000785,1.57434129,0.00874592,0.40279440,0.66893392,0.00000000
-2.65032516,2.59825033,0.54740416,0.09264200,1.54173487,1.53027465,0.00945167,0.39323324,0.65267387,0.00000000
-2.64432216,2.52814167,0.54874810,0.08953637,1.49451596,1.48706067,0.01023118,0.38455076,0.63576865,0.00000000
-2.63831916,2.46168022,0.55067501,0.08671915,1.44909734,1.44533915,0.01107157,0.37681429,0.61844259,0.00000000
-2.63231616,2.39953103,0.55313758,0.08420363,1.40608775,1.40563750,0.01195843,0.37006180,0.60090440,0.00000000
-2.62631316,2.34214965,0.55604687,0.08199320,1.36594339,1.36835544,0.01287595,0.36430259,0.58334033,0.00000000
-2.62031016,2.28977520,0.55927347,0.08008162,1.32896062,1.33375579,0.01380717,0.35951916,0.56590875,0.00000000
-2.61430715,2.24243347,0.56265079,0.07845386,1.29527662,1.30196201,0.01473426,0.35567014,0.54873630,0.00000000
-2.60830415,2.19994960,0.56598029,0.07708713,1.26487771,1.27296221,0.01563890,0.35269418,0.53191571,0.00000000
-2.60230115,2.16196993,0.56903872,0.07595222,1.23761457,1.24661968,0.01650268,0.35051459,0.51550556,0.00000000
-2.59629815,2.12799146,0.57158685,0.07501516,1.21322337,1.22268904,0.01730757,0.34904449,0.49953165,0.00000000
-2.59029515,2.09739755,0.57337946,0.07423882,1.19135147,1.20083735,0.01803636,0.34819216,0.48399005,0.00000000
-2.58429215,2.06949797,0.57417608,0.07358478,1.17158618,1.18066884,0.01867319,0.34786631,0.46885158,0.00000000
-2.57828914,2.04357102,0.57375201,0.07301503,1.15348487,1.16175212,0.01920395,0.34798115,0.45406731,0.00000000
-2.57228614,2.01890581,0.57190900,0.07249357,1.13660488,1.14364834,0.01961677,0.34846066,0.43957496,0.00000000
-2.56628314,1.99484230,0.56848521,0.07198793,1.12053150,1.12593894,0.01990232,0.34924220,0.42530558,0.00000000
-2.56028014,1.97080738,0.56336379,0.07147033,1.10490274,1.10825146,0.02005413,0.35027900,0.41119030,0.00000000
-2.55427714,1.94634497,0.55647982,0.07091864,1.08942959,1.09028234,0.02006880,0.35154153,0.39716679,0.00000000
-2.54827414,1.92113904,0.54782511,0.07031694,1.07391092,1.07181538,0.01994604,0.35301772,0.38318493,0.00000000
-2.54227114,1.89502837,0.53745081,0.06965583,1.05824240,1.05273518,0.01968874,0.35471193,0.36921165,0.00000000
-2.53626813,1.86801259,0.52546747,0.06893235,1.04241925,1.03303481,0.01930277,0.35664286,0.35523449,0.00000000
-2.53026513,1.84024965,0.51204292,0.06814960,1.02653302,1.01281762,0.01879684,0.35884056,0.34126399,0.00000000
-2.52426213,1.81204487,0.49739769,0.06731615,1.01076263,0.99229306,0.01818218,0.36134271,0.32733462,0.00000000
-2.51825913,1.78383267,0.48179861,0.06644510,0.99536069,0.97176687,0.01747216,0.36419042,0.31350444,0.00000000
-2.51225613,1.75615223,0.46555060,0.06555316,0.98063587,0.95162639,0.01668187,0.36742387,0.29985358,0.00000000
-2.50625313,1.72961844,0.44898734,0.06465946,0.96693261,0.93232164,0.01582771,0.37107812,0.28648160,0.00000000
-2.50025013,1.70489011,0.43246103,0.06378446,0.95460932,0.91434349,0.01492688,0.37517927,0.27350403,0.00000000
-2.49424712,1.68263706,0.41633185,0.06294881,0.94401647,0.89819983,0.01399696,0.37974132,0.26104833,0.00000000
-2.48824412,1.66350809,0.40095753,0.06217239,0.93547574,0.88439130,0.01305547,0.38476385,0.24924946,0.00000000
-2.48224112,1.64810136,0.38668341,0.06147338,0.92926136,0.87338770,0.01211955,0.39023073,0.23824538,0.00000000
-2.47623812,1.63693878,0.37383343,0.06086764,0.92558472,0.86560625,0.01120560,0.39610994,0.22817260,0.00000000
-2.47023512,1.63044558,0.36270219,0.06036820,0.92458294,0.86139306,0.01032904,0.40235436,0.21916217,0.00000000
-2.46423212,1.62893598,0.35354849,0.05998498,0.92631194,0.86100838,0.00950420,0.40890373,0.21133604,0.00000000
-2.45822911,1.63260536,0.34659022,0.05972475,0.93074440,0.86461666,0.00874415,0.41568737,0.20480400,0.00000000
-2.45222611,1.64152926,0.34200089,0.05959128,0.93777244,0.87228171,0.00806072,0.42262767,0.19966140,0.00000000
-2.44622311,1.65566876,0.33990757,0.05958558,0.94721496,0.88396710,0.00746447,0.42964401,0.19598736,0.00000000
-2.44022011,1.67488184,0.34039032,0.05970640,0.95882909,0.89954183,0.00696482,0.43665696,0.19384376,0.00000000
-2.43421711,1.69893973,0.34348279,0.05995070,0.97232513,0.91879078,0.00657009,0.44359249,0.19327479,0.00000000
-2.42821411,1.72754717,0.34917409,0.06031425,0.98738407,0.94142936,0.00628763,0.45038588,0.19430698,0.00000000
-2.42221111,1.76036544,0.35741145,0.06079220,1.00367677,0.96712147,0.00612392,0.45698522,0.19694978,0.00000000
-2.41620810,1.79703645,0.36810372,0.06137964,1.02088388,0.99549981,0.00608464,0.46335427,0.20119635,0.00000000
-2.41020510,1.83720690,0.38112545,0.06207208,1.03871525,1.02618730,0.00617477,0.46947456,0.20702475,0.00000000
-2.40420210,1.88055082,0.39632140,0.06286587,1.05692800,1.05881849,0.00639855,0.47534666,0.21439914,0.00000000
-2.39819910,1.92678940,0.41351128,0.06375847,1.07534224,1.09305980,0.00675948,0.48099059,0.22327123,0.00000000
-2.39219610,1.97570703,0.43249469,0.06474862,1.09385360,1.12862730,0.00726024,0.48644534,0.23358168,0.00000000
-2.38619310,2.02716269,0.45305611,0.06583643,1.11244198,1.16530132,0.00790253,0.49176758,0.24526151,0.00000000
-2.38019010,2.08109606,0.47496979,0.06702326,1.13117609,1.20293686,0.00868693,0.49702965,0.25823347,0.00000000
-2.37418709,2.13752819,0.49800449,0.06831155,1.15021344,1.24146947,0.00961267,0.50231696,0.27241335,0.00000000
-2.36818409,2.19655661,0.52192808,0.06970455,1.16979586,1.28091611,0.01067739,0.50772480,0.28771122,0.00000000
-2.36218109,2.25834527,0.54651172,0.07120595,1.19024076,1.32137130,0.01187692,0.51335483,0.30403256,0.00000000
-2.35617809,2.32310987,0.57153374,0.07281946,1.21192853,1.36299850,0.01320503,0.51931133,0.32127936,0.00000000
-2.35017509,2.39109947,0.59678304,0.07454837,1.23528666,1.40601768,0.01465322,0.52569727,0.33935112,0.00000000
-2.34417209,2.46257539,0.62206196,0.07639507,1.26077153,1.45068954,0.01621060,0.53261043,0.35814573,0.00000000
-2.33816908,2.53778861,0.64718866,0.07836065,1.28884845,1.49729762,0.01786375,0.54013955,0.37756038,0.00000000
-2.33216608,2.61695689,0.67199876,0.08044444,1.31997127,1.54612916,0.01959671,0.54836076,0.39749233,0.00000000
-2.32616308,2.70024300,0.69634644,0.08264371,1.35456213,1.59745601,0.02139108,0.55733426,0.41783969,0.00000000
-2.32016008,2.78773507,0.72010480,0.08495339,1.39299254,1.65151651,0.02322618,0.56710137,0.43850206,0.00000000
-2.31415708,2.87943027,0.74316564,0.08736587,1.43556645,1.70849949,0.02507932,0.57768210,0.45938119,0.00000000
-2.30815408,2.97522250,0.76543855,0.08987096,1.48250596,1.76853094,0.02692619,0.58907318,0.48038154,0.00000000
-2.30215108,3.07489479,0.78684949,0.09245593,1.53394022,1.83166410,0.02874130,0.60124674,0.50141075,0.00000000
-2.29614807,3.17811648,0.80733885,0.09510557,1.58989775,1.89787317,0.03049860,0.61414959,0.52238005,0.00000000
-2.29014507,3.28444532,0.82685909,0.09780252,1.65030224,1.96705060,0.03217203,0.62770316,0.54320450,0.00000000
-2.28414207,3.39333388,0.84537212,0.10052753,1.71497173,2.03900786,0.03373622,0.64180422,0.56380313,0.00000000
-2.27813907,3.50413988,0.86284645,0.10325984,1.78362087,2.11347897,0.03516718,0.65632617,0.58409880,0.00000000
-2.27213607,3.61613926,0.87925426,0.10597764,1.85586583,2.19012639,0.03644296,0.67112109,0.60401794,0.00000000
-2.26613307,3.72854125,0.89456850,0.10865854,1.93123132,2.26854816,0.03754426,0.68602232,0.62348997,0.00000000
-2.26013007,3.84050411,0.90876016,0.11127996,2.00915912,2.34828583,0.03845505,0.70084764,0.64244647,0.00000000
-2.25412706,3.95115063,0.92179572,0.11381960,2.08901760,2.42883203,0.03916302,0.71540284,0.66082006,0.00000000
-2.24812406,4.05958234,0.93363497,0.11625578,2.17011171,2.50963730,0.03965997,0.72948566,0.67854304,0.00000000
-2.24212106,4.16489172,0.94422921,0.11856775,2.25169305,2.59011561,0.03994205,0.74288987,0.69554576,0.00000000
-2.23611806,4.26617188,0.95351991,0.12073587,2.33296964,2.66964824,0.04000985,0.75540949,0.71175490,0.00000000
-2.23011506,4.36252361,0.96143797,0.12274172,2.41311546,2.74758626,0.03986840,0.76684287,0.72709165,0.00000000
-2.22411206,4.45305981,0.96790355,0.12456815,2.49127951,2.82325161,0.03952693,0.77699661,0.74146998,0.00000000
-2.21810905,4.53690788,0.97282646,0.12619915,2.56659478,2.89593763,0.03899863,0.78568923,0.75479513,0.00000000
-2.21210605,4.61321058,0.97610733,0.12761974,2.63818715,2.96490938,0.03830015,0.79275434,0.76696251,0.00000000
-2.20610305,4.68112653,0.97763938,0.12881578,2.70518464,3.02940493,0.03745107,0.79804351,0.77785706,0.00000000
-2.20010005,4.73983101,0.97731086,0.12977377,2.76672726,3.08863813,0.03647330,0.80142848,0.78735341,0.00000000
-2.19409705,4.78851833,0.97500814,0.13048063,2.82197775,3.14180388,0.03539040,0.80280299,0.79531678,0.00000000
-2.18809405,4.82640654,0.97061936,0.13092363,2.87013334,3.18808646,0.03422684,0.80208407,0.80160487,0.00000000
-2.18209105,4.85274509,0.96403857,0.13109022,2.91043859,3.22667127,0.03300732,0.79921285,0.80607057,0.00000000
-2.17608804,4.86682601,0.95517020,0.13096815,2.94219923,3.25676015,0.03175603,0.79415491,0.80856574,0.00000000
-2.17008504,4.86799854,0.94393377,0.13054555,2.96479677,3.27759013,0.03049608,0.78690028,0.80894571,0.00000000
-2.16408204,4.85568702,0.93026859,0.12981123,2.97770335,3.28845495,0.02924883,0.77746308,0.80707452,0.00000000
-2.15807904,4.82941123,0.91413827,0.12875503,2.98049641,3.28872864,0.02803346,0.76588089,0.80283061,0.00000000
-2.15207604,4.78880846,0.89553492,0.12736831,2.97287245,3.27789001,0.02686649,0.75221381,0.79611271,0.00000000
-2.14607304,4.73365590,0.87448264,0.12564451,2.95465929,3.25554681,0.02576153,0.73654341,0.78684565,0.00000000
-2.14007004,4.66389201,0.85104027,0.12357974,2.92582608,3.22145820,0.02472906,0.71897136,0.77498581,0.00000000
-2.13406703,4.57963568,0.82530315,0.12117339,2.88649046,3.17555419,0.02377632,0.69961801,0.76052575,0.00000000
-2.12806403,4.48120150,0.79740379,0.11842870,2.83692244,3.11795090,0.02290736,0.67862073,0.74349800,0.00000000
-2.12206103,4.36911034,0.76751129,0.11535328,2.77754464,3.04896049,0.02212312,0.65613217,0.72397754,0.00000000
-2.11605803,4.24409408,0.73582961,0.11195946,2.70892876,2.96909522,0.02142166,0.63231830,0.70208294,0.00000000
-2.11005503,4.10709407,0.70259458,0.10826456,2.63178836,2.87906514,0.02079843,0.60735642,0.67797595,0.00000000
-2.10405203,3.95925312,0.66806986,0.10429097,2.54696826,2.77976941,0.02024666,0.58143300,0.65185967,0.00000000
-2.09804902,3.80190118,0.63254192,0.10006599,2.45543097,2.67228164,0.01975776,0.55474144,0.62397525,0.00000000
-2.09204602,3.63653535,0.59631430,0.09562162,2.35824078,2.55782993,0.01932179,0.52747978,0.59459732,0.00000000
-2.08604302,3.46479503,0.55970130,0.09099402,2.25654621,2.43777251,0.01892794,0.49984841,0.56402832,0.00000000
-2.08004002,3.28843342,0.52302149,0.08622290,2.15156159,2.31357019,0.01856506,0.47204781,0.53259211,0.00000000
-2.07403702,3.10928656,0.48659118,0.08135080,2.04454846,2.18675691,0.01822213,0.44427627,0.50062697,0.00000000
-2.06803402,2.92924129,0.45071818,0.07642220,1.93679744,2.05890959,0.01788875,0.41672784,0.46847855,0.00000000
-2.06203102,2.75020345,0.41569606,0.07148264,1.82961123,1.93161863,0.01755561,0.38959036,0.43649284,0.00000000
-2.05602801,2.57406737,0.38179916,0.06657776,1.72428898,1.80646008,0.01721484,0.36304366,0.40500963,0.00000000
-2.05002501,2.40268778,0.34927838,0.06175244,1.62211241,1.68497028,0.01686035,0.33725803,0.37435659,0.00000000
-2.04402201,2.23785468,0.31835802,0.05704992,1.52433364,1.56862379,0.01648814,0.31239290,0.34484418,0.00000000
-2.03801901,2.08127170,0.28923359,0.05251106,1.43216461,1.45881469,0.01609638,0.28859569,0.31676161,0.00000000
-2.03201601,1.93453808,0.26207062,0.04817369,1.34676788,1.35684155,0.01568559,0.26600099,0.29037371,0.00000000
-2.02601301,1.79913410,0.23700446,0.04407211,1.26924841,1.26389578,0.01525858,0.24472992,0.26591888,0.00000000
-2.02001001,1.67640962,0.21414085,0.04023665,1.20064584,1.18105291,0.01482037,0.22488964,0.24360796,0.00000000
-2.01400700,1.56757525,0.19355725,0.03669347,1.14192672,1.10926643,0.01437800,0.20657312,0.22362389,0.00000000
-2.00800400,1.47369541,0.17530470,0.03346440,1.09397645,1.04936327,0.01394030,0.18985903,0.20612200,0.00000000
-2.00200100,1.39568263,0.15941003,0.03056693,1.05759025,1.00204053,0.01351753,0.17481165,0.19123081,0.00000000
-1.99599800,1.33429244,0.14587826,0.02801428,1.03346302,0.96786255,0.01312097,0.16148104,0.17905300,0.00000000
-1.98999500,1.29011823,0.13469509,0.02581554,1.02217801,0.94725792,0.01276254,0.14990310,0.16966645,0.00000000
-1.98399200,1.26358566,0.12582920,0.02397588,1.02419404,0.94051594,0.01245429,0.14009977,0.16312514,0.00000000
-1.97798899,1.25494631,0.11923433,0.02249673,1.03983182,0.94778226,0.01220792,0.13207922,0.15945978,0.00000000
-1.97198599,1.26427058,0.11485104,0.02137607,1.06925943,0.96905374,0.01203434,0.12583603,0.15867806,0.00000000
-1.96598299,1.29143997,0.11260807,0.02060860,1.11247766,1.00417257,0.01194316,0.12135142,0.16076438,0.00000000
-1.95997999,1.33613902,0.11242332,0.02018599,1.16930594,1.05282008,0.01194228,0.11859344,0.16567924,0.00000000
-1.95397699,1.39784768,0.11420438,0.02009701,1.23936954,1.11451076,0.01203752,0.11751717,0.17335811,0.00000000
-1.94797399,1.47583459,0.11784870,0.02032774,1.32208912,1.18858709,0.01223229,0.11806501,0.18371011,0.00000000
-1.94197099,1.56915232,0.12324354,0.02086164,1.41667347,1.27421607,0.01252736,0.12016688,0.19661645,0.00000000
-1.93596798,1.67663535,0.13026563,0.02167967,1.52211649,1.37038817,0.01292066,0.12374053,0.21192892,0.00000000
-1.92996498,1.79690176,0.13878080,0.02276041,1.63719920,1.47591955,0.01340724,0.12869194,0.22946864,0.00000000
-1.92396198,1.92835937,0.14864355,0.02408010,1.76049762,1.58945831,0.01397926,0.13491568,0.24902520,0.00000000
-1.91795898,2.06921732,0.15969683,0.02561276,1.89039715,1.70949538,0.01462612,0.14229550,0.27035653,0.00000000
-1.91195598,2.21750333,0.17177200,0.02733034,2.02511371,1.83438052,0.01533466,0.15070485,0.29318955,0.00000000
-1.90595298,2.37108723,0.18468915,0.02920283,2.16272188,1.96234365,0.01608943,0.16000767,0.31722186,0.00000000
-1.89994997,2.52771069,0.19825784,0.03119854,2.30118967,2.09152156,0.01687313,0.17005922,0.34212459,0.00000000
-1.89394697,2.68502301,0.21227833,0.03328433,2.43841958,2.21998966,0.01766702,0.18070711,0.36754639,0.00000000
-1.88794397,2.84062234,0.22654326,0.03542592,2.57229490,2.34579820,0.01845140,0.19179242,0.39311859,0.00000000
-1.88194097,2.99210154,0.24083997,0.03758837,2.70073013,2.46701219,0.01920626,0.20315103,0.41846150,0.00000000
-1.87593797,3.13709750,0.25495316,0.03973645,2.82172396,2.58175383,0.01991176,0.21461521,0.44319162,0.00000000
-1.86993497,3.27334252,0.26866815,0.04183522,2.93341307,2.68824624,0.02054887,0.22601521,0.46692958,0.00000000
-1.86393197,3.39871612,0.28177441,0.04385057,3.03412477,2.78485684,0.02109993,0.23718126,0.48930864,0.00000000
-1.85792896,3.51129546,0.29406938,0.04574981,3.12242638,2.87013900,0.02154916,0.24794555,0.50998321,0.00000000
-1.85192596,3.60940259,0.30536242,0.04750229,3.19716929,2.94287010,0.02188314,0.25814455,0.52863730,0.00000000
-1.84592296,3.69164663,0.31547877,0.04907999,3.25752561,3.00208454,0.02209123,0.26762136,0.54499240,0.00000000
-1.83991996,3.75695919,0.32426338,0.05045812,3.30301567,3.04710028,0.02216582,0.27622823,0.55881454,0.00000000
-1.83391696,3.80462142,0.33158440,0.05161563,3.33352471,3.07753741,0.02210259,0.28382912,0.56992009,0.00000000
-1.82791396,3.83428149,0.33733624,0.05253569,3.34930775,3.09332807,0.02190054,0.29030226,0.57818023,0.00000000
-1.82191096,3.84596145,0.34144214,0.05320607,3.35098186,3.09471680,0.02156202,0.29554265,0.58352369,0.00000000
-1.81590795,3.84005313,0.34385594,0.05361941,3.33950567,3.08225111,0.02109256,0.29946444,0.58593784,0.00000000
-1.80990495,3.81730283,0.34456315,0.05377339,3.31614656,3.05676255,0.02050064,0.30200303,0.58546783,0.00000000
-1.80390195,3.77878527,0.34358123,0.05367076,3.28243657,3.01933855,0.01979738,0.30311688,0.58221415,0.00000000
-1.79789895,3.72586767,0.34095900,0.05331927,3.24011841,2.97128620,0.01899612,0.30278890,0.57632834,0.00000000
-1.79189595,3.66016523,0.33677519,0.05273146,3.19108369,2.91408929,0.01811198,0.30102738,0.56800746,0.00000000
-1.78589295,3.58348964,0.33113629,0.05192429,3.13730579,2.84936001,0.01716134,0.29786638,0.55748720,0.00000000
-1.77988994,3.49779268,0.32417365,0.05091876,3.08077007,2.77878753,0.01616138,0.29336544,0.54503422,0.00000000
-1.77388694,3.40510707,0.31604000,0.04973933,3.02340433,2.70408520,0.01512955,0.28760880,0.53093790,0.00000000
-1.76788394,3.30748686,0.30690554,0.04841333,2.96701247,2.62693863,0.01408312,0.28070393,0.51550189,0.00000000
-1.76188094,3.20694973,0.29695368,0.04697033,2.91321422,2.54895666,0.01303877,0.27277943,0.49903580,0.00000000
-1.75587794,3.10542336,0.28637664,0.04544140,2.86339339,2.47162703,0.01201218,0.26398242,0.48184742,0.00000000
-1.74987494,3.00469784,0.27537103,0.04385845,2.81865703,2.39627862,0.01101780,0.25447550,0.46423555,0.00000000
-1.74387194,2.90638588,0.26413364,0.04225356,2.77980700,2.32405135,0.01006860,0.24443322,0.44648387,0.00000000
-1.73786893,2.81189187,0.25285739,0.04065831,2.74732512,2.25587489,0.00917588,0.23403836,0.42885592,0.00000000
-1.73186593,2.72239087,0.24172775,0.03910322,2.72137239,2.19245665,0.00834931,0.22347800,0.41159122,0.00000000
-1.72586293,2.63881751,0.23091960,0.03761721,2.70180193,2.13427909,0.00759679,0.21293958,0.39490269,0.00000000
-1.71985993,2.56186480,0.22059459,0.03622719,2.68818477,2.08160597,0.00692464,0.20260700,0.37897518,0.00000000
-1.71385693,2.49199211,0.21089906,0.03495764,2.67984701,2.03449682,0.00633756,0.19265690,0.36396508,0.00000000
-1.70785393,2.42944105,0.20196245,0.03383036,2.67591610,1.99282839,0.00583889,0.18325522,0.35000091,0.00000000
-1.70185093,2.37425797,0.19389625,0.03286422,2.67537388,1.95632153,0.00543067,0.17455409,0.33718456,0.00000000
-1.69584792,2.32632114,0.18679337,0.03207504,2.67711345,1.92457205,0.00511384,0.16668908,0.32559312,0.00000000
-1.68984492,2.28537077,0.18072785,0.03147544,2.67999694,1.89708350,0.00488839,0.15977691,0.31528092,0.00000000
-1.68384192,2.25104000,0.17575486,0.03107478,2.68291119,1.87330019,0.00475346,0.15391356,0.30628184,0.00000000
-1.67783892,2.22288493,0.17191096,0.03087915,2.68481875,1.85263879,0.00470751,0.14917289,0.29861135,0.00000000
-1.67183592,2.20041207,0.16921444,0.03089132,2.68480152,1.83451686,0.00474836,0.14560565,0.29226849,0.00000000
-1.66583292,2.18310201,0.16766575,0.03111072,2.68209533,1.81837721,0.00487325,0.14323896,0.28723739,0.00000000
-1.65982991,2.17042826,0.16724806,0.03153349,2.67611401,1.80370710,0.00507886,0.14207620,0.28348855,0.00000000
-1.65382691,2.16187083,0.16792776,0.03215245,2.66646224,1.79005183,0.00536127,0.14209737,0.28097967,0.00000000
-1.64782391,2.15692453,0.16965516,0.03295716,2.65293725,1.77702257,0.00571597,0.14325990,0.27965619,0.00000000
-1.64182091,2.15510241,0.17236520,0.03393402,2.63551991,1.76429876,0.00613776,0.14549989,0.27945165,0.00000000
-1.63581791,2.15593512,0.17597840,0.03506635,2.61435664,1.75162570,0.00662072,0.14873381,0.28028804,0.00000000
-1.62981491,2.15896746,0.18040208,0.03633463,2.58973377,1.73880818,0.00715812,0.15286081,0.28207614,0.00000000
-1.62381191,2.16375324,0.18553189,0.03771677,2.56204671,1.72570146,0.00774242,0.15776535,0.28471633,0.00000000
-1.61780890,2.16985013,0.19125383,0.03918849,2.53176626,1.71220067,0.00836518,0.16332058,0.28809971,0.00000000
-1.61180590,2.17681588,0.19744665,0.04072381,2.49940453,1.69823003,0.00901716,0.16939203,0.29210993,0.00000000
-1.60580290,2.18420707,0.20398489,0.04229570,2.46548300,1.68373314,0.00968831,0.17584189,0.29662571,0.00000000
-1.59979990,2.19158154,0.21074233,0.04387680,2.43050478,1.66866515,0.01036786,0.18253367,0.30152416,0.00000000
-1.59379690,2.19850518,0.21759600,0.04544026,2.39493275,1.65298799,0.01104452,0.18933714,0.30668486,0.00000000
-1.58779390,2.20456312,0.22443049,0.04696068,2.35917500,1.63666868,0.01170665,0.19613349,0.31199457,0.00000000
-1.58179090,2.20937537,0.23114258,0.04841506,2.32357795,1.61968140,0.01234246,0.20282042,0.31735260,0.00000000
-1.57578789,2.21261594,0.23764581,0.04978384,2.28842747,1.60201264,0.01294032,0.20931709,0.32267635,0.00000000
-1.56978489,2.21403457,0.24387501,0.05105182,2.25395714,1.58366939,0.01348904,0.21556862,0.32790695,0.00000000
-1.56378189,2.21347945,0.24979027,0.05220907,2.22036272,1.56468920,0.01397819,0.22154985,0.33301457,0.00000000
