energy_ev,total_up,Ag_p_up,Ag_d_up,Ir_p_up,Ir_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.75987994,7.41704770,0.59187653,1.20493925,1.79373551,2.69171513,0.07658706,0.88388217,0.04204895,2.16543715
-5.75387694,7.47144179,0.58685848,1.24543320,1.78618231,2.70147396,0.07419969,0.90242492,0.04226904,2.14668180
-5.74787394,7.54492941,0.58370902,1.28754150,1.78502913,2.71857355,0.07163571,0.92475562,0.04264656,2.13326830
-5.74187094,7.63551873,0.58228973,1.33082927,1.78974645,2.74221324,0.06894473,0.95051257,0.04317339,2.12493518
-5.73586793,7.74059426,0.58241072,1.37478910,1.79961910,2.77135817,0.06617612,0.97922676,0.04383885,2.12124215
-5.72986493,7.85700595,0.58383770,1.41884895,1.81377738,2.80478206,0.06337737,1.01033513,0.04463037,2.12158976
-5.72386193,7.98117045,0.58629985,1.46238174,1.83123115,2.84111447,0.06059258,1.04319584,0.04553407,2.12524242
-5.71785893,8.10918155,0.58949810,1.50471662,1.85090537,2.87889065,0.05786117,1.07710543,0.04653541,2.13135413
-5.71185593,8.23692632,0.59311389,1.54515165,1.87167607,2.91660225,0.05521687,1.11131720,0.04761973,2.13899617
-5.70585293,8.36020408,0.59681804,1.58296808,1.89240570,2.95274720,0.05268697,1.14506052,0.04877274,2.14718602
-5.69984992,8.47484494,0.60027961,1.61744586,1.91197688,2.98587707,0.05029189,1.17756058,0.04998095,2.15491689
-5.69384692,8.57682513,0.60317473,1.64788018,1.92932382,3.01464058,0.04804511,1.20805810,0.05123200,2.16118702
-5.68784392,8.66237619,0.60519499,1.67359882,1.94346066,3.03782207,0.04595330,1.23582857,0.05251485,2.16502830
-5.68184092,8.72808540,0.60605547,1.69397988,1.95350634,3.05437376,0.04401687,1.26020051,0.05381994,2.16553336
-5.67583792,8.77098485,0.60550209,1.70846928,1.95870538,3.06344128,0.04223056,1.28057228,0.05513919,2.16188061
-5.66983492,8.78862689,0.60331816,1.71659768,1.95844442,3.06438157,0.04058440,1.29642695,0.05646588,2.15335659
-5.66383192,8.77914386,0.59932998,1.71799603,1.95226425,3.05677324,0.03906465,1.30734487,0.05779452,2.13937492
-5.65782891,8.74129049,0.59341128,1.71240925,1.93986719,3.04041904,0.03765489,1.31301337,0.05912052,2.11949156
-5.65182591,8.67446771,0.58548645,1.69970732,1.92111989,3.01534076,0.03633708,1.31323343,0.06043988,2.09341573
-5.64582291,8.57872728,0.57553233,1.67989340,1.89605156,2.98176711,0.03509260,1.30792293,0.06174877,2.06101624
-5.63981991,8.45475727,0.56357859,1.65310844,1.86484792,2.94011518,0.03390316,1.29711650,0.06304307,2.02232308
-5.63381691,8.30384915,0.54970666,1.61963200,1.82784123,2.89096646,0.03275168,1.28096180,0.06431795,1.97752424
-5.62781391,8.12784786,0.53404723,1.57987926,1.78549666,2.83503868,0.03162289,1.25971255,0.06556741,1.92695783
-5.62181091,7.92908723,0.51677632,1.53439419,1.73839581,2.77315463,0.03050387,1.23371849,0.06678387,1.87109996
-5.61580790,7.71031355,0.49811028,1.48383922,1.68721776,2.70620956,0.02938437,1.20341270,0.06795790,1.81054884
-5.60980490,7.47460068,0.47829963,1.42898181,1.63271857,2.63513856,0.02825697,1.16929685,0.06907797,1.74600574
-5.60380190,7.22526037,0.45762227,1.37067854,1.57570982,2.56088539,0.02711706,1.13192511,0.07013036,1.67825367
-5.59779890,6.96575200,0.43637606,1.30985746,1.51703703,2.48437425,0.02596279,1.09188718,0.07109928,1.60813467
-5.59179590,6.69959532,0.41487121,1.24749949,1.45755874,2.40648549,0.02479474,1.04979146,0.07196707,1.53652653
-5.58579290,6.43028990,0.39342277,1.18461967,1.39812684,2.32803653,0.02361570,1.00624881,0.07271459,1.46431998
-5.57978989,6.16124448,0.37234333,1.12224899,1.33956882,2.24976832,0.02243022,0.96185768,0.07332185,1.39239718
-5.57378689,5.89571844,0.35193639,1.06141765,1.28267233,2.17233804,0.02124430,0.91719111,0.07376867,1.32161213
-5.56778389,5.63677708,0.33249042,1.00314014,1.22817250,2.09631765,0.02006494,0.87278596,0.07403558,1.25277377
-5.56178089,5.38726129,0.31427378,0.94840266,1.17674203,2.02219823,0.01889981,0.82913475,0.07410472,1.18663204
-5.55577789,5.14977140,0.29753072,0.89815306,1.12898421,1.95039915,0.01775690,0.78668007,0.07396082,1.12386724
-5.54977489,4.92666396,0.28247832,0.85329332,1.08542864,1.88128115,0.01664425,0.74581161,0.07359217,1.06508261
-5.54377189,4.72005949,0.26930439,0.81467441,1.04652940,1.81516205,0.01556970,0.70686557,0.07299154,1.01080007
-5.53776888,4.53185862,0.25816640,0.78309324,1.01266539,1.75233373,0.01454076,0.67012616,0.07215692,0.96145880
-5.53176588,4.36376364,0.24919109,0.75929113,0.98414223,1.69307888,0.01356443,0.63582866,0.07109217,0.91741614
-5.52576288,4.21730213,0.24247478,0.74395335,0.96119544,1.63768610,0.01264718,0.60416378,0.06980741,0.87895048
-5.51975988,4.09384961,0.23808420,0.73770907,0.94399424,1.58646209,0.01179486,0.57528256,0.06831920,0.84626533
-5.51375688,3.99464813,0.23605759,0.74113103,0.93264565,1.53973989,0.01101274,0.54930152,0.06665037,0.81949420
-5.50775388,3.92081842,0.23640601,0.75473450,0.92719840,1.49788217,0.01030546,0.52630749,0.06482970,0.79870571
-5.50175088,3.87336368,0.23911469,0.77897484,0.92764642,1.46127943,0.00967708,0.50636178,0.06289122,0.78390839
-5.49574787,3.85316373,0.24414425,0.81424348,0.93393154,1.43034259,0.00913109,0.48950345,0.06087329,0.77505493
-5.48974487,3.86095941,0.25143179,0.86086201,0.94594542,1.40549051,0.00867039,0.47575136,0.05881750,0.77204553
-5.48374187,3.89732739,0.26089174,0.91907430,0.96353057,1.38713284,0.00829732,0.46510502,0.05676736,0.77473028
-5.47773887,3.96264675,0.27241654,0.98903691,0.98648050,1.37564916,0.00801362,0.45754430,0.05476684,0.78291048
-5.47173587,4.05705915,0.28587705,1.07080796,1.01453919,1.37136549,0.00782040,0.45302801,0.05285894,0.79633913
-5.46573287,4.18042516,0.30112291,1.16433510,1.04740002,1.37452951,0.00771812,0.45149158,0.05108419,0.81472066
-5.45972986,4.33227948,0.31798281,1.26944315,1.08470444,1.38528595,0.00770653,0.45284426,0.04947919,0.83771022
-5.45372686,4.51178840,0.33626487,1.38582214,1.12604067,1.40365359,0.00778466,0.45696595,0.04807539,0.86491296
-5.44772386,4.71771267,0.35575719,1.51301674,1.17094270,1.42950536,0.00795076,0.46370414,0.04689791,0.89588351
-5.44172086,4.94837898,0.37622878,1.65041786,1.21889002,1.46255280,0.00820232,0.47287126,0.04596468,0.93012625
-5.43571786,5.20166296,0.39743094,1.79725730,1.26930827,1.50233611,0.00853605,0.48424285,0.04528579,0.96709656
-5.42971486,5.47498639,0.41909917,1.95260642,1.32157132,1.54822053,0.00894792,0.49755673,0.04486312,1.00620349
-5.42371186,5.76533017,0.44095590,2.11537939,1.37500479,1.59939986,0.00943323,0.51251346,0.04469030,1.04681416
-5.41770885,6.06926471,0.46271376,2.28434167,1.42889158,1.65490724,0.00998672,0.52877842,0.04475296,1.08825998
-5.41170585,6.38299779,0.48407979,2.45812397,1.48247921,1.71363305,0.01060263,0.54598527,0.04502917,1.12984489
-5.40570285,6.70243963,0.50476026,2.63524185,1.53498939,1.77434973,0.01127491,0.56374127,0.04549034,1.17085553
-5.39969985,7.02328367,0.52446611,2.81412062,1.58562952,1.83574241,0.01199736,0.58163391,0.04610211,1.21057323
-5.39369685,7.34110075,0.54291901,2.99312510,1.63360621,1.89644447,0.01276378,0.59923910,0.04682566,1.24828761
-5.38769385,7.65144360,0.55985761,3.17059339,1.67814037,1.95507654,0.01356817,0.61613037,0.04761896,1.28331127
-5.38169085,7.94995767,0.57504393,3.34487337,1.71848356,2.01028725,0.01440487,0.63188895,0.04843830,1.31499522
-5.37568784,8.23249389,0.58826953,3.51436075,1.75393510,2.06079420,0.01526868,0.64611425,0.04923967,1.34274431
-5.36968484,8.49521853,0.59936122,3.67753693,1.78385924,2.10542303,0.01615500,0.65843438,0.04998028,1.36603216
-5.36368184,8.73471518,0.60818597,3.83300502,1.80770179,2.14314314,0.01705983,0.66851618,0.05061991,1.38441479
-5.35767884,8.94807407,0.61465475,3.97952241,1.82500532,2.17309815,0.01797977,0.67607435,0.05112212,1.39754229
-5.35167584,9.13296444,0.61872507,4.11602810,1.83542228,2.19462993,0.01891198,0.68087932,0.05145539,1.40516796
-5.34567284,9.28768623,0.62040199,4.24166354,1.83872526,2.20729493,0.01985405,0.68276333,0.05159394,1.40715436
-5.33966983,9.41119861,0.61973751,4.35578579,1.83481392,2.21087211,0.02080380,0.68162461,0.05151835,1.40347590
-5.33366683,9.50312361,0.61682823,4.45797236,1.82371788,2.20536236,0.02175907,0.67742929,0.05121597,1.39421764
-5.32766383,9.56372501,0.61181142,4.54801733,1.80559554,2.19097926,0.02271745,0.67021108,0.05068099,1.37957050
-5.32166083,9.59386337,0.60485955,4.62591924,1.78072861,2.16813208,0.02367602,0.66006860,0.04991433,1.35982274
-5.31565783,9.59493004,0.59617360,4.69186136,1.74951261,2.13740175,0.02463103,0.64716062,0.04892324,1.33534838
-5.30965483,9.56876359,0.58597534,4.74618564,1.71244366,2.09951146,0.02557771,0.63169935,0.04772074,1.30659285
-5.30365183,9.51755371,0.57449910,4.78936200,1.67010228,2.05529317,0.02651000,0.61394228,0.04632482,1.27405677
-5.29764882,9.44373785,0.56198334,4.82195504,1.62313483,2.00565217,0.02742045,0.59418271,0.04475759,1.23827852
-5.29164582,9.34989647,0.54866250,4.84459022,1.57223376,1.95153129,0.02830010,0.57273974,0.04304427,1.19981659
-5.28564282,9.23865272,0.53475948,4.85792176,1.51811733,1.89387666,0.02913860,0.54994801,0.04121221,1.15923248
-5.27963982,9.11258207,0.52047929,4.86260441,1.46151012,1.83360671,0.02992425,0.52614774,0.03928985,1.11707503
-5.27363682,8.97413637,0.50600393,4.85927082,1.40312511,1.77158569,0.03064432,0.50167546,0.03730579,1.07386692
-5.26763382,8.82558616,0.49148904,4.84851589,1.34364804,1.70860285,0.03128533,0.47685591,0.03528791,1.03009382
-5.26163082,8.66898345,0.47706219,4.83088904,1.28372500,1.64535782,0.03183352,0.45199526,0.03326262,0.98619667
-5.25562781,8.50614592,0.46282293,4.80689466,1.22395334,1.58245257,0.03227534,0.42737604,0.03125427,0.94256724
-5.24962481,8.33866189,0.44884465,4.77700030,1.16487632,1.52038976,0.03259793,0.40325363,0.02928465,0.89954691
-5.24362181,8.16791427,0.43517777,4.74165170,1.10698140,1.45957693,0.03278978,0.37985457,0.02737275,0.85742849
-5.23761881,7.99512020,0.42185435,4.70129328,1.05070187,1.40033564,0.03284116,0.35737635,0.02553451,0.81646073
-5.23161581,7.82138219,0.40889345,4.65639191,0.99642139,1.34291464,0.03274470,0.33598869,0.02378290,0.77685487
-5.22561281,7.64774617,0.39630707,4.60746198,0.94448085,1.28750569,0.03249576,0.31583589,0.02212794,0.73879268
-5.21960980,7.47526113,0.38410623,4.55508940,0.89518672,1.23426081,0.03209282,0.29704005,0.02057694,0.70243533
-5.21360680,7.30503553,0.37230668,4.49995215,0.84882030,1.18330968,0.03153760,0.27970489,0.01913475,0.66793234
-5.20760380,7.13828585,0.36093402,4.44283544,0.80564684,1.13477600,0.03083526,0.26391961,0.01780413,0.63542999
-5.20160080,6.97637334,0.35002781,4.38463987,0.76592407,1.08879193,0.02999427,0.24976288,0.01658601,0.60507865
-5.19559780,6.82082625,0.33964448,4.32638116,0.72990934,1.04550971,0.02902624,0.23730626,0.01547993,0.57703857
-5.18959480,6.67334562,0.32985880,4.26918127,0.69786497,1.00511010,0.02794570,0.22661720,0.01448435,0.55148378
-5.18359180,6.53579421,0.32076394,4.21425049,0.67006133,0.96780731,0.02676959,0.21776125,0.01359695,0.52860400
-5.17758879,6.41016904,0.31247004,4.16286148,0.64677774,0.93385042,0.02551688,0.21080342,0.01281496,0.50860440
-5.17158579,6.29855924,0.30510137,4.11631633,0.62830081,0.90352158,0.02420796,0.20580872,0.01213532,0.49170339
-5.16558279,6.20309183,0.29879237,4.07590818,0.61492061,0.87713130,0.02286411,0.20284183,0.01155497,0.47812863
-5.15957979,6.12586859,0.29368261,4.04287959,0.60692486,0.85501146,0.02150688,0.20196602,0.01107092,0.46811149
-5.15357679,6.06889766,0.28991110,4.01837972,0.60459133,0.83750651,0.02015758,0.20324130,0.01068039,0.46188038
-5.14757379,6.03402373,0.28761022,4.00342256,0.60817915,0.82496363,0.01883674,0.20672219,0.01038088,0.45965326
-5.14157079,6.02286045,0.28689948,3.99884843,0.61791917,0.81772224,0.01756364,0.21245494,0.01017018,0.46162974
-5.13556778,6.03672846,0.28787955,4.00529058,0.63400415,0.81610371,0.01635593,0.22047464,0.01004637,0.46798325
-5.12956478,6.07660188,0.29062679,4.02314856,0.65657896,0.82040131,0.01522932,0.23080218,0.01000779,0.47885344
-5.12356178,6.14306562,0.29518848,4.05256950,0.68573148,0.83087112,0.01419735,0.24344137,0.01005301,0.49433925
-5.11755878,6.23628492,0.30157902,4.09343818,0.72148432,0.84772386,0.01327124,0.25837616,0.01018071,0.51449281
-5.11155578,6.35598802,0.30977728,4.14537597,0.76378793,0.87111786,0.01245977,0.27556830,0.01038958,0.53931450
-5.10555278,6.50146218,0.31972509,4.20774881,0.81251515,0.90115322,0.01176932,0.29495537,0.01067827,0.56874907
-5.09954977,6.67156249,0.33132695,4.27968354,0.86745747,0.93786700,0.01120382,0.31644927,0.01104517,0.60268307
-5.09354677,6.86473269,0.34445100,4.36009184,0.92832317,0.98122948,0.01076491,0.33993528,0.01148835,0.64094362
-5.08754377,7.07903656,0.35893115,4.44770080,0.99473727,1.03114124,0.01045196,0.36527167,0.01200535,0.68329836
-5.08154077,7.31219839,0.37457015,4.54108884,1.06624336,1.08743104,0.01026223,0.39228995,0.01259308,0.72945668
-5.07553777,7.56165101,0.39114366,4.63872585,1.14230729,1.14985428,0.01019101,0.42079554,0.01324765,0.77907212
-5.06953477,7.82458942,0.40840496,4.73901615,1.22232257,1.21809209,0.01023177,0.45056917,0.01396425,0.83174584
-5.06353177,8.09802872,0.42609023,4.84034326,1.30561739,1.29175092,0.01037632,0.48136868,0.01473702,0.88703109
-5.05752876,8.37886481,0.44392417,4.94111508,1.39146307,1.37036281,0.01061497,0.51293140,0.01555903,0.94443857
-5.05152576,8.66393652,0.46162578,5.03980875,1.47908393,1.45338623,0.01093674,0.54497695,0.01642217,1.00344269
-5.04552276,8.95008813,0.47891418,5.13501405,1.56766823,1.54020785,0.01132952,0.57721049,0.01731721,1.06348844
-5.03951976,9.23423142,0.49551424,5.22547464,1.65638007,1.63014523,0.01178035,0.60932638,0.01823388,1.12399909
-5.03351676,9.51340634,0.51116200,5.31012633,1.74437212,1.72245077,0.01227562,0.64101219,0.01916092,1.18438429
-5.02751376,9.78483956,0.52560967,5.38813167,1.83079900,1.81631708,0.01280137,0.67195302,0.02008637,1.24404887
-5.02151076,10.04600019,0.53863027,5.45891009,1.91483093,1.91088399,0.01334355,0.70183613,0.02099772,1.30240184
-5.01550775,10.29465190,0.55002176,5.52216299,1.99566777,2.00524728,0.01388835,0.73035575,0.02188227,1.35886593
-5.00950475,10.52890045,0.55961060,5.57789279,2.07255291,2.09846940,0.01442251,0.75721817,0.02272743,1.41288709
-5.00350175,10.74723559,0.56725484,5.62641535,2.14478700,2.18959207,0.01493366,0.78214678,0.02352109,1.46394424
-4.99749875,10.94856629,0.57284657,5.66836477,2.21174111,2.27765075,0.01541063,0.80488731,0.02425202,1.51155872
-4.99149575,11.13224766,0.57631382,5.70468973,2.27286922,2.36169079,0.01584374,0.82521282,0.02491020,1.55530355
-4.98549275,11.29809847,0.57762179,5.73664077,2.32771945,2.44078501,0.01622508,0.84292859,0.02548720,1.59481200
-4.97948974,11.44640746,0.57677344,5.76574758,2.37594403,2.51405223,0.01654869,0.85787668,0.02597647,1.62978541
-4.97348674,11.57792730,0.57380935,5.79378612,2.41730738,2.58067624,0.01681077,0.86993991,0.02637355,1.65999989
-4.96748374,11.69385483,0.56880688,5.82273524,2.45169207,2.63992461,0.01700969,0.87904528,0.02667625,1.68531155
-4.96148074,11.79579675,0.56187849,5.85472306,2.47910238,2.69116662,0.01714604,0.88516652,0.02688469,1.70566017
-4.95547774,11.88572020,0.55316930,5.89196378,2.49966493,2.73388947,0.01722255,0.88832566,0.02700130,1.72107082
-4.94947474,11.96588856,0.54285383,5.93668612,2.51362630,2.76771216,0.01724387,0.88859351,0.02703065,1.73165329
-4.94347174,12.03878308,0.53113191,5.99105503,2.52134737,2.79239614,0.01721640,0.88608878,0.02697926,1.73759924
-4.93746873,12.10701211,0.51822390,6.05708900,2.52329414,2.80785221,0.01714793,0.88097602,0.02685523,1.73917687
-4.93146573,12.17321022,0.50436527,6.13657573,2.52002519,2.81414309,0.01704728,0.87346197,0.02666793,1.73672303
-4.92546273,12.23993038,0.48980061,6.23098928,2.51217583,2.81148128,0.01692389,0.86379069,0.02642750,1.73063311
-4.91945973,12.30953326,0.47477734,6.34141234,2.50043916,2.80022212,0.01678741,0.85223728,0.02614442,1.72134860
-4.91345673,12.38407785,0.45953928,6.46846710,2.48554450,2.78085217,0.01664725,0.83910047,0.02582902,1.70934295
-4.90745373,12.46521845,0.44432028,6.61225852,2.46823383,2.75397307,0.01651217,0.82469415,0.02549107,1.69510584
-4.90145073,12.55411285,0.42933819,6.77233317,2.44923683,2.72028168,0.01638992,0.80933823,0.02513932,1.67912666
-4.89544772,12.65134659,0.41478939,6.94765670,2.42924543,2.68054707,0.01628692,0.79334902,0.02478119,1.66187766
-4.88944472,12.75687766,0.40084405,7.13661204,2.40888886,2.63558548,0.01620801,0.77702961,0.02442250,1.64379741
-4.88344172,12.87000525,0.38764246,7.33701973,2.38871014,2.58623424,0.01615628,0.76066040,0.02406730,1.62527536
-4.87743872,12.98936521,0.37529239,7.54618073,2.36914502,2.53332591,0.01613304,0.74449047,0.02371780,1.60663812
-4.87143572,13.11295367,0.36386769,7.76094096,2.35050446,2.47766368,0.01613776,0.72872989,0.02337440,1.58813811
-4.86543272,13.23817881,0.35340823,7.97777556,2.33296147,2.41999936,0.01616820,0.71354348,0.02303581,1.56994508
-4.85942971,13.36193934,0.34392092,8.19289019,2.31654304,2.36101458,0.01622060,0.69904626,0.02269928,1.55214110
-4.85342671,13.48072700,0.33538205,8.40233505,2.30112789,2.30130640,0.01628986,0.68530077,0.02236085,1.53471914
-4.84742371,13.59074857,0.32774052,8.60212717,2.28645023,2.24137744,0.01636987,0.67231658,0.02201574,1.51758555
-4.84142071,13.68806250,0.32092191,8.78837564,2.27210962,2.18163113,0.01645383,0.66005182,0.02165863,1.50056622
-4.83541771,13.76872357,0.31483320,8.95740416,2.25758683,2.12237183,0.01653456,0.64841687,0.02128414,1.48341641
-4.82941471,13.82892921,0.30936777,9.10586545,2.24226504,2.06380970,0.01660481,0.63727993,0.02088713,1.46583365
-4.82341171,13.86516056,0.30441057,9.23084259,2.22545566,2.00606955,0.01665765,0.62647440,0.02046303,1.44747330
-4.81740870,13.87431169,0.29984307,9.32993264,2.20642781,1.94920313,0.01668667,0.61580753,0.02000821,1.42796594
-4.81140570,13.85380129,0.29554799,9.40130912,2.18444006,1.89320382,0.01668624,0.60507015,0.01952014,1.40693595
-4.80540270,13.80166172,0.29141332,9.44376113,2.15877311,1.83802272,0.01665171,0.59404697,0.01899757,1.38402023
-4.79939970,13.71660204,0.28733582,9.45670781,2.12876203,1.78358515,0.01657953,0.58252686,0.01844066,1.35888641
-4.79339670,13.59804270,0.28322368,9.44018856,2.09382648,1.72980650,0.01646727,0.57031289,0.01785095,1.33124953
-4.78739370,13.44612142,0.27899841,9.39483035,2.05349756,1.67660676,0.01631367,0.55723144,0.01723132,1.30088649
-4.78139070,13.26167124,0.27459592,9.32179495,2.00744013,1.62392263,0.01611859,0.54314014,0.01658589,1.26764771
-4.77538769,13.04617304,0.26996687,9.22270961,1.95546956,1.57171713,0.01588288,0.52793421,0.01591983,1.23146543
-4.76938469,12.80168628,0.26507637,9.09958555,1.89756226,1.51998605,0.01560829,0.51155103,0.01523915,1.19235838
-4.76338169,12.53076263,0.25990321,8.95472901,1.83385944,1.46876134,0.01529734,0.49397272,0.01455047,1.15043266
-4.75737869,12.23634765,0.25443860,8.79064981,1.76466433,1.41811149,0.01495309,0.47522676,0.01386072,1.10587900
-4.75137569,11.92167623,0.24868474,8.60997209,1.69043284,1.36813918,0.01457905,0.45538460,0.01317694,1.05896657
-4.74537269,11.59016723,0.24265321,8.41535143,1.61175847,1.31897683,0.01417898,0.43455850,0.01250599,1.01003378
-4.73936968,11.24532267,0.23636349,8.20940209,1.52935222,1.27078036,0.01375678,0.41289684,0.01185433,0.95947668
-4.73336668,10.89063569,0.22984144,7.99463688,1.44401864,1.22372194,0.01331636,0.39057802,0.01122785,0.90773548
-4.72736368,10.52951130,0.22311811,7.77342169,1.35662917,1.17798243,0.01286155,0.36780365,0.01063169,0.85528003
-4.72136068,10.16520214,0.21622873,7.54794520,1.26809417,1.13374393,0.01239606,0.34479096,0.01007010,0.80259488
-4.71535768,9.80076109,0.20921203,7.32020380,1.17933482,1.09118309,0.01192339,0.32176524,0.00954644,0.75016462
-4.70935468,9.43901095,0.20210980,7.09200059,1.09125619,1.05046560,0.01144688,0.29895227,0.00906306,0.69846016
-4.70335168,9.08253060,0.19496675,6.86495665,1.00472251,1.01174215,0.01096968,0.27657143,0.00862139,0.64792644
-4.69734867,8.73365623,0.18783052,6.64053234,0.92053556,0.97514591,0.01049477,0.25482946,0.00822192,0.59897199
-4.69134567,8.39449519,0.18075196,6.42005584,0.83941687,0.94079183,0.01002501,0.23391523,0.00786434,0.55196070
-4.68534267,8.06694992,0.17378537,6.20475608,0.76199415,0.90877728,0.00956314,0.21399565,0.00754757,0.50720582
-4.67933967,7.75274861,0.16698887,5.99579718,0.68879207,0.87918421,0.00911182,0.19521278,0.00726994,0.46496633
-4.67333667,7.45347956,0.16042469,5.79431166,0.62022750,0.85208221,0.00867365,0.17768203,0.00702930,0.42544554
-4.66733367,7.17062591,0.15415932,5.60143001,0.55660880,0.82753236,0.00825120,0.16149162,0.00682313,0.38879178
-4.66133067,6.90559799,0.14826353,5.41830459,0.49813885,0.80559129,0.00784697,0.14670292,0.00664872,0.35510075
-4.65532766,6.65976055,0.14281222,5.24612625,0.44492118,0.78631524,0.00746341,0.13335178,0.00650323,0.32441946
-4.64932466,6.43445295,0.13788389,5.08613270,0.39696863,0.76976360,0.00710287,0.12145043,0.00638386,0.29675112
-4.64332166,6.23100069,0.13356003,4.93960787,0.35421378,0.75600179,0.00676757,0.11098995,0.00628793,0.27206077
