energy_ev,total_up,N_s_up,N_p_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up,Y_p_up,Y_d_up
-3.46673337,2.04320634,0.00016622,0.52387471,0.86867027,0.00000000,0.35821102,0.61893345,1.19678509,0.29541627
-3.46073037,2.04660065,0.00013984,0.52020154,0.87468554,0.00000000,0.35923326,0.62722698,1.19127565,0.29363375
-3.45472736,2.03985168,0.00011704,0.51318433,0.87754284,0.00000000,0.35861942,0.63234979,1.17859396,0.29047483
-3.44872436,2.02266260,0.00009756,0.50296515,0.87682952,0.00000000,0.35628106,0.63408950,1.15892667,0.28592657
-3.44272136,1.99498111,0.00008113,0.48975018,0.87223376,0.00000000,0.35217488,0.63230982,1.13260797,0.28000983
-3.43671836,1.95699663,0.00006750,0.47380250,0.86355152,0.00000000,0.34630271,0.62695367,1.10010714,0.27277796
-3.43071536,1.90913048,0.00005644,0.45543357,0.85069020,0.00000000,0.33871022,0.61804385,1.06201272,0.26431462
-3.42471236,1.85201951,0.00004778,0.43499358,0.83366875,0.00000000,0.32948443,0.60568132,1.01901394,0.25473077
-3.41870935,1.78649421,0.00004136,0.41286129,0.81261442,0.00000000,0.31875021,0.59004102,0.97188029,0.24416102
-3.41270635,1.71355224,0.00003711,0.38943372,0.78775641,0.00000000,0.30666601,0.57136566,0.92144026,0.23275956
-3.40670335,1.63432877,0.00003499,0.36511610,0.75941664,0.00000000,0.29341881,0.54995767,0.86856010,0.22069581
-3.40070035,1.55006469,0.00003505,0.34031257,0.72799830,0.00000000,0.27921882,0.52616960,0.81412355,0.20815001
-3.39469735,1.46207430,0.00003741,0.31541794,0.69397250,0.00000000,0.26429383,0.50039353,0.75901323,0.19530891
-3.38869435,1.37171343,0.00004228,0.29081064,0.65786371,0.00000000,0.24888365,0.47304986,0.70409441,0.18236171
-3.38269135,1.28034928,0.00004998,0.26684734,0.62023450,0.00000000,0.23323473,0.44457581,0.65020161,0.16949650
-3.37668834,1.18933297,0.00006092,0.24385903,0.58167026,0.00000000,0.21759517,0.41541425,0.59812836,0.15689707
-3.37068534,1.09997537,0.00007564,0.22214871,0.54276430,0.00000000,0.20221018,0.38600313,0.54862012,0.14474039
-3.36468234,1.01352689,0.00009479,0.20199071,0.50410392,0.00000000,0.18731818,0.35676572,0.50237050,0.13319465
-3.35867934,0.93116141,0.00011919,0.18363122,0.46625771,0.00000000,0.17314753,0.32810224,0.46002028,0.12241792
-3.35267634,0.85396446,0.00014975,0.16729013,0.42976449,0.00000000,0.15991390,0.30038272,0.42215911,0.11255733
-3.34667334,0.78292531,0.00018758,0.15316363,0.39512405,0.00000000,0.14781831,0.27394134,0.38932910,0.10374878
-3.34067034,0.71893274,0.00023390,0.14142747,0.36278975,0.00000000,0.13704564,0.24907242,0.36202995,0.09611693
-3.33466733,0.66277381,0.00029011,0.13224048,0.33316292,0.00000000,0.12776372,0.22602770,0.34072475,0.08977565
-3.32866433,0.61513497,0.00035772,0.12574800,0.30658914,0.00000000,0.12012267,0.20501509,0.32584584,0.08482840
-3.32266133,0.57660479,0.00043840,0.12208497,0.28335606,0.00000000,0.11425456,0.18619861,0.31780009,0.08136880
-3.31665833,0.54767748,0.00053391,0.12137837,0.26369260,0.00000000,0.11027310,0.16969927,0.31697288,0.07948101
-3.31065533,0.52875651,0.00064613,0.12374880,0.24776932,0.00000000,0.10827334,0.15559687,0.32373022,0.07923995
-3.30465233,0.52015758,0.00077697,0.12931094,0.23569968,0.00000000,0.10833128,0.14393228,0.33841866,0.08071115
-3.29864932,0.52211050,0.00092837,0.13817286,0.22754189,0.00000000,0.11050319,0.13471016,0.36136248,0.08395026
-3.29264632,0.53475944,0.00110223,0.15043400,0.22330124,0.00000000,0.11482478,0.12790187,0.39285813,0.08900220
-3.28664332,0.55816138,0.00130039,0.16618200,0.22293258,0.00000000,0.12131012,0.12344838,0.43316586,0.09589973
-3.28064032,0.59228279,0.00152454,0.18548825,0.22634296,0.00000000,0.12995019,0.12126320,0.48249864,0.10466184
-3.27463732,0.63699457,0.00177614,0.20840244,0.23339428,0.00000000,0.14071148,0.12123505,0.54100867,0.11529156
-3.26863432,0.69206567,0.00205639,0.23494636,0.24390584,0.00000000,0.15353436,0.12323044,0.60877210,0.12777375
-3.26263132,0.75715581,0.00236616,0.26510711,0.25765701,0.00000000,0.16833160,0.12709600,0.68577240,0.14207257
-3.25662831,0.83180808,0.00270587,0.29883009,0.27438988,0.00000000,0.18498711,0.13266076,0.77188331,0.15812911
-3.25062531,0.91544195,0.00307547,0.33601224,0.29381208,0.00000000,0.20335498,0.13973820,0.86685209,0.17585906
-3.24462231,1.00734762,0.00347439,0.37649568,0.31559983,0.00000000,0.22325917,0.14812842,0.97028414,0.19515084
-3.23861931,1.10668242,0.00390146,0.42006244,0.33940133,0.00000000,0.24449379,0.15762025,1.08162974,0.21586414
-3.23261631,1.21247004,0.00435486,0.46643033,0.36484059,0.00000000,0.26682420,0.16799358,1.20017415,0.23782916
-3.22661331,1.32360319,0.00483214,0.51525065,0.39152170,0.00000000,0.28998906,0.17902181,1.32503159,0.26084661
-3.22061031,1.43885014,0.00533022,0.56610771,0.41903368,0.00000000,0.31370323,0.19047452,1.45514416,0.28468863
-3.21460730,1.55686566,0.00584534,0.61852058,0.44695574,0.00000000,0.33766170,0.20212041,1.58928611,0.30910068
-3.20860430,1.67620625,0.00637315,0.67194718,0.47486311,0.00000000,0.36154432,0.21373038,1.72607399,0.33380440
-3.20260130,1.79534974,0.00690873,0.72579077,0.50233312,0.00000000,0.38502144,0.22508089,1.86398272,0.35850153
-3.19659830,1.91271890,0.00744670,0.77940868,0.52895160,0.00000000,0.40776007,0.23595729,2.00136769,0.38287863
-3.19059530,2.02670856,0.00798125,0.83212331,0.55431935,0.00000000,0.42943055,0.24615728,2.13649240,0.40661275
-3.18459230,2.13571545,0.00850630,0.88323501,0.57805851,0.00000000,0.44971353,0.25549421,2.26756108,0.42937772
-3.17858929,2.23817008,0.00901557,0.93203648,0.59981874,0.00000000,0.46830681,0.26380024,2.39275550,0.45085093
-3.17258629,2.33256942,0.00950274,0.97782836,0.61928293,0.00000000,0.48493205,0.27092912,2.51027480,0.47072040
-3.16658329,2.41750956,0.00996157,1.01993538,0.63617234,0.00000000,0.49934099,0.27675865,2.61837717,0.48869188
-3.16058029,2.49171703,0.01038603,1.05772257,0.65025109,0.00000000,0.51132090,0.28119258,2.71542191,0.50449580
-3.15457729,2.55407793,0.01077044,1.09061104,0.66132971,0.00000000,0.52069926,0.28416196,2.79991050,0.51789372
-3.14857429,2.60366361,0.01110956,1.11809263,0.66926788,0.00000000,0.52734723,0.28562589,2.87052516,0.52868421
-3.14257129,2.63975234,0.01139878,1.13974294,0.67397622,0.00000000,0.53118217,0.28557164,2.92616353,0.53670778
-3.13656828,2.66184594,0.01163412,1.15523240,0.67541700,0.00000000,0.53216873,0.28401413,2.96596814,0.54185082
-3.13056528,2.66968103,0.01181240,1.16433476,0.67360406,0.00000000,0.53031893,0.28099484,2.98934970,0.54404843
-3.12456228,2.66323447,0.01193126,1.16693290,0.66860172,0.00000000,0.52569090,0.27658016,2.99600321,0.54328585
-3.11855928,2.64272300,0.01198922,1.16302162,0.66052287,0.00000000,0.51838657,0.27085927,2.98591647,0.53959878
-3.11255628,2.60859698,0.01198571,1.15270747,0.64952630,0.00000000,0.50854847,0.26394169,2.95937058,0.53307230
-3.10655328,2.56152874,0.01192105,1.13620558,0.63581340,0.00000000,0.49635554,0.25595446,2.91693263,0.52383862
-3.10055028,2.50239591,0.01179647,1.11383370,0.61962422,0.00000000,0.48201842,0.24703919,2.85944077,0.51207371
-3.09454727,2.43226039,0.01161403,1.08600365,0.60123315,0.00000000,0.46577425,0.23734903,2.78798236,0.49799289
-3.08854427,2.35234376,0.01137661,1.05321065,0.58094409,0.00000000,0.44788111,0.22704555,2.70386613,0.48184573
-3.08254127,2.26399994,0.01108783,1.01602083,0.55908546,0.00000000,0.42861243,0.21629579,2.60858925,0.46391012
-3.07653827,2.16868588,0.01075195,0.97505746,0.53600493,0.00000000,0.40825148,0.20526935,2.50380065,0.44448612
-3.07053527,2.06793141,0.01037379,0.93098631,0.51206406,0.00000000,0.38708596,0.19413575,2.39126183,0.42388938
-3.06453227,1.96330880,0.00995862,0.88450077,0.48763277,0.00000000,0.36540305,0.18306196,2.27280640,0.40244459
-3.05852926,1.85640299,0.00951210,0.83630704,0.46308394,0.00000000,0.34348479,0.17221015,2.15029969,0.38047911
-3.05252626,1.74878309,0.00904008,0.78710987,0.43878791,0.00000000,0.32160408,0.16173573,2.02559950,0.35831672
-3.04652326,1.64197577,0.00854860,0.73759925,0.41510717,0.00000000,0.30002107,0.15178559,1.90051909,0.33627194
-3.04052026,1.53744088,0.00804369,0.68843832,0.39239108,0.00000000,0.27898025,0.14249654,1.77679323,0.31464476
-3.03451726,1.43654983,0.00753131,0.64025268,0.37097082,0.00000000,0.25870807,0.13399401,1.65604802,0.29371601
-3.02851426,1.34056661,0.00701726,0.59362132,0.35115456,0.00000000,0.23941102,0.12639082,1.53977489,0.27374333
-3.02251126,1.25063191,0.00650708,0.54906917,0.33322285,0.00000000,0.22127429,0.11978618,1.42930927,0.25495784
-3.01650825,1.16775007,0.00600594,0.50706138,0.31742437,0.00000000,0.20446087,0.11426475,1.32581385,0.23756141
-3.01050525,1.09277890,0.00551862,0.46799911,0.30397203,0.00000000,0.18911097,0.10989584,1.23026655,0.22172465
-3.00450225,1.02642223,0.00504943,0.43221694,0.29303953,0.00000000,0.17534182,0.10673262,1.14345310,0.20758547
-2.99849925,0.96922508,0.00460216,0.39998161,0.28475841,0.00000000,0.16324769,0.10481154,1.06596385,0.19524823
-2.99249625,0.92157120,0.00418003,0.37149196,0.27921573,0.00000000,0.15290012,0.10415175,0.99819470,0.18478345
-2.98649325,0.88368291,0.00378570,0.34688007,0.27645232,0.00000000,0.14434832,0.10475463,0.94035176,0.17622802
-2.98049025,0.85562306,0.00342125,0.32621319,0.27646182,0.00000000,0.13761959,0.10660356,0.89245924,0.16958588
-2.97448724,0.83729901,0.00308816,0.30949660,0.27919051,0.00000000,0.13271988,0.10966374,0.85437055,0.16482915
-2.96848424,0.82846858,0.00278735,0.29667701,0.28453793,0.00000000,0.12963437,0.11388233,0.82578192,0.16189965
-2.96248124,0.82874787,0.00251919,0.28764667,0.29235841,0.00000000,0.12832812,0.11918878,0.80624845,0.16071087
-2.95647824,0.83762098,0.00228352,0.28224794,0.30246356,0.00000000,0.12874670,0.12549552,0.79520216,0.16115022
-2.95047524,0.85445160,0.00207969,0.28027830,0.31462555,0.00000000,0.13081703,0.13269895,0.79197169,0.16308177
-2.94447224,0.87849650,0.00190664,0.28149584,0.32858144,0.00000000,0.13444822,0.14068086,0.79580351,0.16634923
-2.93846923,0.90892077,0.00176288,0.28562518,0.34403820,0.00000000,0.13953265,0.14931019,0.80588401,0.17077932
-2.93246623,0.94481492,0.00164662,0.29236377,0.36067866,0.00000000,0.14594725,0.15844525,0.82136240,0.17618541
-2.92646323,0.98521355,0.00155577,0.30138854,0.37816805,0.00000000,0.15355504,0.16793633,0.84137379,0.18237144
-2.92046023,1.02911559,0.00148802,0.31236295,0.39616111,0.00000000,0.16220701,0.17762866,0.86506219,0.18913605
-2.91445723,1.07550560,0.00144092,0.32494427,0.41430969,0.00000000,0.17174437,0.18736575,0.89160280,0.19627690
-2.90845423,1.12337606,0.00141190,0.33879104,0.43227047,0.00000000,0.18200112,0.19699299,0.92022322,0.20359503
-2.90245123,1.17174997,0.00139838,0.35357056,0.44971288,0.00000000,0.19280712,0.20636137,0.95022291,0.21089922
-2.89644822,1.21970336,0.00139779,0.36896629,0.46632681,0.00000000,0.20399139,0.21533140,0.98099048,0.21801030
-2.89044522,1.26638711,0.00140768,0.38468491,0.48182995,0.00000000,0.21538586,0.22377694,1.01201817,0.22476518
-2.88444222,1.31104736,0.00142570,0.40046280,0.49597466,0.00000000,0.22682925,0.23158887,1.04291309,0.23102064
-2.87843922,1.35304387,0.00144976,0.41607183,0.50855406,0.00000000,0.23817114,0.23867855,1.07340473,0.23665654
-2.87243622,1.39186572,0.00147798,0.43132400,0.51940711,0.00000000,0.24927602,0.24498083,1.10334840,0.24157865
-2.86643322,1.42714360,0.00150881,0.44607496,0.52842266,0.00000000,0.26002720,0.25045657,1.13272439,0.24572073
-2.86043022,1.45865817,0.00154102,0.46022597,0.53554218,0.00000000,0.27033038,0.25509452,1.16163271,0.24904582
-2.85442721,1.48634409,0.00157377,0.47372436,0.54076112,0.00000000,0.28011681,0.25891251,1.19028347,0.25154688
-2.84842421,1.51028933,0.00160658,0.48656222,0.54412877,0.00000000,0.28934570,0.26195779,1.21898317,0.25324641
-2.84242121,1.53072969,0.00163941,0.49877353,0.54574665,0.00000000,0.29800594,0.26430663,1.24811728,0.25419531
-2.83641821,1.54803847,0.00167260,0.51042951,0.54576539,0.00000000,0.30611683,0.26606300,1.27812967,0.25447089
-2.83041521,1.56271172,0.00170688,0.52163266,0.54438014,0.00000000,0.31372788,0.26735642,1.30949971,0.25417399
-2.82441221,1.57534923,0.00174335,0.53250945,0.54182464,0.00000000,0.32091749,0.26833903,1.34271775,0.25342549
-2.81840920,1.58663217,0.00178344,0.54320221,0.53836412,0.00000000,0.32779062,0.26918192,1.37826011,0.25236212
-2.81240620,1.59729793,0.00182882,0.55386041,0.53428718,0.00000000,0.33447543,0.27007082,1.41656443,0.25113183
-2.80640320,1.60811310,0.00188141,0.56463177,0.52989690,0.00000000,0.34111892,0.27120115,1.45800654,0.24988874
-2.80040020,1.61984566,0.00194323,0.57565378,0.52550144,0.00000000,0.34788190,0.27277280,1.50287967,0.24878804
-2.79439720,1.63323712,0.00201634,0.58704575,0.52140442,0.00000000,0.35493317,0.27498452,1.55137694,0.24798073
-2.78839420,1.64897588,0.00210279,0.59890207,0.51789535,0.00000000,0.36244329,0.27802813,1.60357775,0.24760857
-2.78239120,1.66767241,0.00220445,0.61128674,0.51524044,0.00000000,0.37057813,0.28208275,1.65943874,0.24779940
-2.77638819,1.68983732,0.00232297,0.62422953,0.51367402,0.00000000,0.37949231,0.28730917,1.71878936,0.24866277
-2.77038519,1.71586271,0.00245963,0.63772393,0.51339087,0.00000000,0.38932291,0.29384440,1.78133235,0.25028631
-2.76438219,1.74600750,0.00261530,0.65172681,0.51453968,0.00000000,0.40018348,0.30179661,1.84664887,0.25273261
-2.75837919,1.78038702,0.00279033,0.66615985,0.51721791,0.00000000,0.41215877,0.31124065,1.91420785,0.25603707
-2.75237619,1.81896701,0.00298449,0.68091244,0.52146807,0.00000000,0.42530012,0.32221409,1.98337904,0.26020638
-2.74637319,1.86156199,0.00319691,0.69584603,0.52727562,0.00000000,0.43962194,0.33471409,2.05344909,0.26521800
-2.74037019,1.90783816,0.00342604,0.71079938,0.53456867,0.00000000,0.45509916,0.34869515,2.12363984,0.27102040
-2.73436718,1.95732024,0.00366965,0.72559458,0.54321928,0.00000000,0.47166597,0.36406778,2.19312796,0.27753429
-2.72836418,2.00940237,0.00392486,0.74004339,0.55304648,0.00000000,0.48921582,0.38069833,2.26106521,0.28465449
-2.72236118,2.06336240,0.00418816,0.75395363,0.56382103,0.00000000,0.50760275,0.39841005,2.32659858,0.29225273
-2.71635818,2.11837947,0.00445548,0.76713534,0.57527157,0.00000000,0.52664415,0.41698536,2.38888973,0.30018105
-2.71035518,2.17355430,0.00472228,0.77940644,0.58709229,0.00000000,0.54612476,0.43616950,2.44713319,0.30827583
-2.70435218,2.22793193,0.00498367,0.79059768,0.59895170,0.00000000,0.56580203,0.45567559,2.50057311,0.31636235
-2.69834917,2.28052632,0.00523455,0.80055698,0.61050239,0.00000000,0.58541264,0.47519092,2.54851836,0.32425966
-2.69234617,2.33034658,0.00546975,0.80915283,0.62139158,0.00000000,0.60468010,0.49438463,2.59035590,0.33178585
-2.68634317,2.37642404,0.00568417,0.81627708,0.63127200,0.00000000,0.62332307,0.51291642,2.62556253,0.33876327
-2.68034017,2.41783989,0.00587298,0.82184692,0.63981289,0.00000000,0.64106442,0.53044624,2.65371509,0.34502388
-2.67433717,2.45375248,0.00603174,0.82580634,0.64671080,0.00000000,0.65764051,0.54664462,2.67449927,0.35041428
-2.66833417,2.48342377,0.00615658,0.82812710,0.65169976,0.00000000,0.67281051,0.56120336,2.68771700,0.35480051
-2.66233117,2.50624412,0.00624429,0.82880926,0.65456059,0.00000000,0.68636535,0.57384611,2.69329257,0.35807225
-2.65632816,2.52175444,0.00629247,0.82788144,0.65512885,0.00000000,0.69813595,0.58433860,2.69127724,0.36014644
-2.65032516,2.52966514,0.00629959,0.82540076,0.65330133,0.00000000,0.70800045,0.59249787,2.68185231,0.36097009
-2.64432216,2.52987070,0.00626503,0.82145253,0.64904070,0.00000000,0.71589001,0.59820029,2.66533012,0.36052225
-2.63831916,2.52245946,0.00618914,0.81614958,0.64237812,0.00000000,0.72179291,0.60138775,2.64215298,0.35881490
-2.63231616,2.50771770,0.00607316,0.80963121,0.63341372,0.00000000,0.72575684,0.60207187,2.61288929,0.35589294
-2.62631316,2.48612761,0.00591924,0.80206167,0.62231496,0.00000000,0.72788909,0.60033584,2.57822667,0.35183304
-2.62031016,2.45835901,0.00573029,0.79362802,0.60931269,0.00000000,0.72835460,0.59633368,2.53896178,0.34674158
-2.61430715,2.42525460,0.00550997,0.78453733,0.59469536,0.00000000,0.72737203,0.59028699,2.49598661,0.34075154
-2.60830415,2.38780915,0.00526245,0.77501313,0.57880124,0.00000000,0.72520780,0.58247902,2.45027117,0.33401869
-2.60230115,2.34714305,0.00499237,0.76529113,0.56200919,0.00000000,0.72216851,0.57324648,2.40284284,0.32671697
-2.59629815,2.30447114,0.00470465,0.75561410,0.54472814,0.00000000,0.71859184,0.56296910,2.35476274,0.31903342
-2.59029515,2.26106781,0.00440431,0.74622611,0.52738576,0.00000000,0.71483661,0.55205755,2.30709963,0.31116278
-2.58429215,2.21822952,0.00409639,0.73736628,0.51041668,0.00000000,0.71127209,0.54094002,2.26090225,0.30330193
-2.57828914,2.17723626,0.00378576,0.72926204,0.49425066,0.00000000,0.70826732,0.53004810,2.21717092,0.29564445
-2.57228614,2.13931335,0.00347700,0.72212234,0.47930104,0.00000000,0.70618065,0.51980245,2.17682961,0.28837540
-2.56628314,2.10559485,0.00317435,0.71613086,0.46595400,0.00000000,0.70535019,0.51059892,2.14069934,0.28166661
-2.56028014,2.07709020,0.00288154,0.71143970,0.45455873,0.00000000,0.70608528,0.50279554,2.10947423,0.27567251
-2.55427714,2.05465504,0.00260182,0.70816360,0.44541889,0.00000000,0.70865949,0.49670102,2.08370105,0.27052669
-2.54827414,2.03896736,0.00233787,0.70637510,0.43878547,0.00000000,0.71330533,0.49256514,2.06376310,0.26633929
-2.54227114,2.03050974,0.00209178,0.70610078,0.43485122,0.00000000,0.72021076,0.49057134,2.04986912,0.26319518
-2.53626813,2.02955798,0.00186510,0.70731881,0.43374674,0.00000000,0.72951749,0.49083183,2.04204773,0.26115302
-2.53026513,2.03617665,0.00165883,0.70995790,0.43553809,0.00000000,0.74132111,0.49338524,2.04014733,0.26024513
-2.52426213,2.05022108,0.00147347,0.71389771,0.44022604,0.00000000,0.75567269,0.49819693,2.04384174,0.26047814
-2.51825913,2.07134574,0.00130906,0.71897080,0.44774680,0.00000000,0.77258172,0.50516181,2.05264089,0.26183424
-2.51225613,2.09901830,0.00116526,0.72496603,0.45797410,0.00000000,0.79201994,0.51410946,2.06590642,0.26427304
-2.50625313,2.13253854,0.00104139,0.73163333,0.47072256,0.00000000,0.81392566,0.52481123,2.08287120,0.26773384
-2.50025013,2.17106137,0.00093652,0.73868972,0.48575212,0.00000000,0.83820822,0.53698908,2.10266219,0.27213821
-2.49424712,2.21362263,0.00084949,0.74582635,0.50277352,0.00000000,0.86475215,0.55032553,2.12432557,0.27739269
-2.48824412,2.25916701,0.00077902,0.75271637,0.52145456,0.00000000,0.89342051,0.56447452,2.14685343,0.28339156
-2.48224112,2.30657661,0.00072373,0.75902350,0.54142712,0.00000000,0.92405733,0.57907248,2.16921092,0.29001954
-2.47623812,2.35469953,0.00068219,0.76441084,0.56229473,0.00000000,0.95648874,0.59374936,2.19036319,0.29715424
-2.47023512,2.40237732,0.00065297,0.76854983,0.58364058,0.00000000,0.99052277,0.60813910,2.20930119,0.30466846
-2.46423212,2.44847069,0.00063464,0.77112906,0.60503587,0.00000000,1.02594778,0.62188924,2.22506590,0.31243210
-2.45822911,2.49188276,0.00062584,0.77186265,0.62604830,0.00000000,1.06252979,0.63466932,2.23677020,0.32031379
-2.45222611,2.53157955,0.00062526,0.77049794,0.64625072,0.00000000,1.10000890,0.64617798,2.24361811,0.32818225
-2.44622311,2.56660732,0.00063164,0.76682239,0.66522954,0.00000000,1.13809527,0.65614848,2.24492118,0.33590724
-2.44022011,2.59610684,0.00064381,0.76066931,0.68259299,0.00000000,1.17646526,0.66435274,2.24011167,0.34336043
-2.43421711,2.61932451,0.00066064,0.75192248,0.69797903,0.00000000,1.21475820,0.67060385,2.22875259,0.35041606
-2.42821411,2.63562069,0.00068110,0.74051930,0.71106262,0.00000000,1.25257460,0.67475721,2.21054456,0.35695152
-2.42221111,2.64447554,0.00070420,0.72645263,0.72156242,0.00000000,1.28947626,0.67671048,2.18532974,0.36284800
-2.41620810,2.64549270,0.00072899,0.70977113,0.72924666,0.00000000,1.32498891,0.67640248,2.15309272,0.36799126
-2.41020510,2.63840130,0.00075459,0.69057811,0.73393808,0.00000000,1.35860785,0.67381142,2.11395888,0.37227261
-2.40420210,2.62305676,0.00078017,0.66902907,0.73551786,0.00000000,1.38980665,0.66895255,2.06819027,0.37559014
-2.39819910,2.59944058,0.00080494,0.64532793,0.73392849,0.00000000,1.41804928,0.66187556,2.01617934,0.37785025
-2.39219610,2.56765959,0.00082814,0.61972210,0.72917545,0.00000000,1.44280517,0.65266191,1.95844078,0.37896951
-2.38619310,2.52794465,0.00084909,0.59249662,0.72132774,0.00000000,1.46356693,0.64142225,1.89560172,0.37887674
-2.38019010,2.48064893,0.00086715,0.56396752,0.71051718,0.00000000,1.47987011,0.62829395,1.82839049,0.37751528
-2.37418709,2.42624569,0.00088176,0.53447461,0.69693660,0.00000000,1.49131393,0.61343895,1.75762416,0.37484542
-2.36818409,2.36532523,0.00089241,0.50437401,0.68083683,0.00000000,1.49758218,0.59704177,1.68419511,0.37084672
-2.36218109,2.29859077,0.00089871,0.47403047,0.66252261,0.00000000,1.49846286,0.57930765,1.60905662,0.36552018
-2.35617809,2.22685286,0.00090034,0.44380988,0.64234751,0.00000000,1.49386563,0.56046071,1.53320772,0.35889005
-2.35017509,2.15102191,0.00089708,0.41407200,0.62070782,0.00000000,1.48383567,0.54074210,1.45767732,0.35100518
-2.34417209,2.07209831,0.00088883,0.38516360,0.59803568,0.00000000,1.46856304,0.52040776,1.38350768,0.34193964
-2.33816908,1.99116003,0.00087561,0.35741223,0.57479135,0.00000000,1.44838662,0.49972586,1.31173734,0.33179270
-2.33216608,1.90934722,0.00085754,0.33112057,0.55145489,0.00000000,1.42379205,0.47897373,1.24338354,0.32068788
-2.32616308,1.82784386,0.00083486,0.30656152,0.52851728,0.00000000,1.39540332,0.45843413,1.17942421,0.30877114
-2.32016008,1.74785662,0.00080793,0.28397404,0.50647112,0.00000000,1.36396805,0.43839095,1.12077974,0.29620823
-2.31415708,1.67059095,0.00077719,0.26355970,0.48580110,0.00000000,1.33033695,0.41912419,1.06829470,0.28318123
-2.30815408,1.59722530,0.00074320,0.24548004,0.46697425,0.00000000,1.29543798,0.40090451,1.02271978,0.26988428
-2.30215108,1.52888372,0.00070658,0.22985463,0.45043039,0.00000000,1.26024641,0.38398738,0.98469434,0.25651888
-2.29614807,1.46660811,0.00066804,0.21675986,0.43657263,0.00000000,1.22575195,0.36860695,0.95473002,0.24328874
-2.29014507,1.41133080,0.00062833,0.20622841,0.42575840,0.00000000,1.19292460,0.35497009,0.93319593,0.23039441
-2.28414207,1.36384873,0.00058825,0.19824943,0.41829101,0.00000000,1.16268048,0.34325073,0.92030600,0.21802800
-2.27813907,1.32480036,0.00054864,0.19276949,0.41441206,0.00000000,1.13584966,0.33358476,0.91610918,0.20636810
-2.27213607,1.29464627,0.00051037,0.18969410,0.41429484,0.00000000,1.11314721,0.32606593,0.92048310,0.19557521
-2.26613307,1.27365462,0.00047433,0.18889008,0.41803899,0.00000000,1.09514907,0.32074286,0.93313188,0.18578775
-2.26013007,1.26189226,0.00044141,0.19018867,0.42566653,0.00000000,1.08227388,0.31761743,0.95358852,0.17711883
-2.25412706,1.25922219,0.00041255,0.19338934,0.43711958,0.00000000,1.07477159,0.31664477,0.98122251,0.16965403
-2.24812406,1.26530778,0.00038866,0.19826446,0.45225977,0.00000000,1.07271958,0.31773486,1.01525279,0.16345001
-2.24212106,1.27962385,0.00037072,0.20456465,0.47086961,0.00000000,1.07602638,0.32075585,1.05476613,0.15853423
-2.23611806,1.30147456,0.00035971,0.21202485,0.49265576,0.00000000,1.08444279,0.32553889,1.09874088,0.15490561
-2.23011506,1.33001748,0.00035666,0.22037101,0.51725435,0.00000000,1.09757997,0.33188450,1.14607542,0.15253609
-2.22411206,1.36429313,0.00036261,0.22932720,0.54423828,0.00000000,1.11493344,0.33957011,1.19562075,0.15137308
-2.21810905,1.40325883,0.00037867,0.23862308,0.57312631,0.00000000,1.13591187,0.34835855,1.24621615,0.15134255
-2.21210605,1.44582569,0.00040599,0.24800131,0.60339393,0.00000000,1.15986920,0.35800703,1.29672655,0.15235276
-2.20610305,1.49089694,0.00044574,0.25722490,0.63448557,0.00000000,1.18613842,0.36827630,1.34608021,0.15429829
-2.20010005,1.53740626,0.00049916,0.26608401,0.66582797,0.00000000,1.21406519,0.37893954,1.39330505,0.15706429
-2.19409705,1.58435414,0.00056745,0.27440192,0.69684429,0.00000000,1.24303969,0.38979054,1.43756194,0.16053087
-2.18809405,1.63084070,0.00065185,0.28204000,0.72696847,0.00000000,1.27252494,0.40065067,1.47817322,0.16457711
-2.18209105,1.67609351,0.00075355,0.28890133,0.75565942,0.00000000,1.30208007,0.41137453,1.51464505,0.16908503
-2.17608804,1.71948887,0.00087365,0.29493264,0.78241447,0.00000000,1.33137731,0.42185367,1.54668205,0.17394283
-2.17008504,1.76056567,0.00101314,0.30012465,0.80678170,0.00000000,1.36021180,0.43201841,1.57419344,0.17904777
-2.16408204,1.79903097,0.00117286,0.30451041,0.82837053,0.00000000,1.38850357,0.44183759,1.59728993,0.18430820
-2.15807904,1.83475714,0.00135339,0.30816188,0.84686031,0.00000000,1.41629163,0.45131610,1.61627121,0.18964496
-2.15207604,1.86777057,0.00155506,0.31118475,0.86200638,0.00000000,1.44372047,0.46049061,1.63160438,0.19499203
-2.14607304,1.89823263,0.00177785,0.31371157,0.87364364,0.00000000,1.47101958,0.46942339,1.64389426,0.20029637
-2.14007004,1.92641377,0.00202134,0.31589370,0.88168714,0.00000000,1.49847719,0.47819479,1.65384659,0.20551716
-2.13406703,1.95266233,0.00228471,0.31789223,0.88613006,0.00000000,1.52640971,0.48689464,1.66222613,0.21062444
-2.12806403,1.97736956,0.00256661,0.31986836,0.88703890,0.00000000,1.55512854,0.49561321,1.66981148,0.21559733
-2.12206103,2.00093301,0.00286522,0.32197375,0.88454644,0.00000000,1.58490612,0.50443209,1.67734907,0.22042187
-2.11605803,2.02372025,0.00317819,0.32434128,0.87884255,0.00000000,1.61594332,0.51341555,1.68550850,0.22508888
-2.11005503,2.04603506,0.00350269,0.32707672,0.87016352,0.00000000,1.64834002,0.52260307,1.69484183,0.22959176
-2.10405203,2.06808806,0.00383537,0.33025169,0.85878053,0.00000000,1.68207074,0.53200320,1.70574875,0.23392460
