energy_ev,total_up,C_s_up,C_p_up,Ru_p_up,Ru_d_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-5.63381691,1.56140004,0.01051523,0.13569884,0.94324024,0.49136062,0.00466737,0.75794551,0.29868736,0.11161769
-5.62781391,1.59767972,0.01024651,0.13688010,0.98436052,0.50277862,0.00433709,0.78356986,0.31648503,0.11409509
-5.62181091,1.64251018,0.01005369,0.13852006,1.02956177,0.51677628,0.00404389,0.81384504,0.33619411,0.11716975
-5.61580790,1.69565184,0.00994374,0.14058525,1.07840204,0.53325015,0.00378908,0.84864970,0.35771496,0.12082941
-5.60980490,1.75662413,0.00992201,0.14301986,1.13028628,0.55202380,0.00357311,0.88774738,0.38089924,0.12504563
-5.60380190,1.82472843,0.00999233,0.14574796,1.18448306,0.57285613,0.00339568,0.93079696,0.40555360,0.12977556
-5.59779890,1.89907869,0.01015713,0.14867647,1.24014717,0.59545210,0.00325582,0.97736671,0.43144497,0.13496421
-5.59179590,1.97863832,0.01041757,0.15169892,1.29634695,0.61947522,0.00315201,1.02695106,0.45830709,0.14054721
-5.58579290,2.06226114,0.01077376,0.15469966,1.35209542,0.64456115,0.00308225,1.07898925,0.48584806,0.14645381
-5.57978989,2.14873457,0.01122493,0.15755850,1.40638358,0.67033184,0.00304419,1.13288489,0.51375846,0.15261004
-5.57378689,2.23682273,0.01176963,0.16015536,1.45821464,0.69640928,0.00303525,1.18802538,0.54171970,0.15894182
-5.56778389,2.32530741,0.01240590,0.16237493,1.50663746,0.72242840,0.00305267,1.24380032,0.56941222,0.16537784
-5.56178089,2.41302505,0.01313144,0.16411096,1.55077779,0.74804835,0.00309360,1.29961800,0.59652321,0.17185214
-5.55577789,2.49889814,0.01394369,0.16527011,1.58986591,0.77296171,0.00315519,1.35491922,0.62275339,0.17830621
-5.54977489,2.58195970,0.01483995,0.16577516,1.62325955,0.79690130,0.00323464,1.40918807,0.64782283,0.18469045
-5.54377189,2.66137026,0.01581738,0.16556743,1.65046113,0.81964423,0.00332919,1.46195916,0.67147545,0.19096514
-5.53776888,2.73642692,0.01687297,0.16460843,1.67112871,0.84101339,0.00343624,1.51282149,0.69348210,0.19710063
-5.53176588,2.80656486,0.01800351,0.16288055,1.68508044,0.86087624,0.00355329,1.56141887,0.71364250,0.20307695
-5.52576288,2.87135181,0.01920547,0.16038702,1.69229260,0.87914139,0.00367797,1.60744761,0.73178572,0.20888290
-5.51975988,2.93047681,0.02047484,0.15715090,1.69289163,0.89575328,0.00380807,1.65065166,0.74776979,0.21451451
-5.51375688,2.98373440,0.02180698,0.15321352,1.68714078,0.91068561,0.00394151,1.69081634,0.76148041,0.21997329
-5.50775388,3.03100609,0.02319645,0.14863218,1.67542254,0.92393390,0.00407636,1.72776104,0.77282910,0.22526413
-5.50175088,3.07224057,0.02463680,0.14347748,1.65821773,0.93550808,0.00421081,1.76133201,0.78175112,0.23039313
-5.49574787,3.10743439,0.02612044,0.13783031,1.63608260,0.94542542,0.00434320,1.79139568,0.78820338,0.23536550
-5.48974487,3.13661458,0.02763848,0.13177870,1.60962521,0.95370457,0.00447200,1.81783334,0.79216263,0.24018368
-5.48374187,3.15982425,0.02918063,0.12541469,1.57948209,0.96036088,0.00459582,1.84053756,0.79362405,0.24484565
-5.47773887,3.17711217,0.03073516,0.11883129,1.54629639,0.96540347,0.00471341,1.85941059,0.79260033,0.24934375
-5.47173587,3.18852664,0.03228891,0.11211976,1.51069836,0.96883416,0.00482369,1.87436482,0.78912143,0.25366391
-5.46573287,3.19411377,0.03382740,0.10536723,1.47328866,0.97064809,0.00492572,1.88532517,0.78323476,0.25778541
-5.45972986,3.19391979,0.03533495,0.09865468,1.43462520,0.97083615,0.00501872,1.89223305,0.77500581,0.26168107
-5.45372686,3.18799685,0.03679497,0.09205545,1.39521341,0.96938857,0.00510210,1.89505153,0.76451903,0.26531800
-5.44772386,3.17641122,0.03819025,0.08563414,1.35550010,0.96629965,0.00517544,1.89377096,0.75187872,0.26865866
-5.44172086,3.15925312,0.03950335,0.07944604,1.31587063,0.96157294,0.00523848,1.88841469,0.73720977,0.27166235
-5.43571786,3.13664674,0.04071704,0.07353687,1.27664900,0.95522648,0.00529114,1.87904405,0.72065800,0.27428687
-5.42971486,3.10875982,0.04181479,0.06794295,1.23810041,0.94729764,0.00533349,1.86576237,0.70238992,0.27649037
-5.42371186,3.07581143,0.04278131,0.06269163,1.20043576,0.93784719,0.00536576,1.84871730,0.68259174,0.27823324
-5.41770885,3.03807757,0.04360302,0.05780199,1.16381758,0.92696214,0.00538832,1.82810142,0.66146773,0.27947989
-5.41170585,2.99589388,0.04426860,0.05328562,1.12836669,0.91475732,0.00540164,1.80415101,0.63923761,0.28020049
-5.40570285,2.94965537,0.04476943,0.04914760,1.09416930,0.90137535,0.00540631,1.77714279,0.61613335,0.28037245
-5.39969985,2.89981302,0.04510001,0.04538740,1.06128412,0.88698514,0.00540297,1.74738919,0.59239526,0.27998155
-5.39369685,2.84686772,0.04525824,0.04199989,1.02974893,0.87177892,0.00539236,1.71523213,0.56826769,0.27902292
-5.38769385,2.79136170,0.04524567,0.03897620,0.99958668,0.85596802,0.00537523,1.68103586,0.54399446,0.27750152
-5.38169085,2.73386829,0.04506761,0.03630455,0.97081072,0.83977764,0.00535239,1.64517932,0.51981426,0.27543238
-5.37568784,2.67498035,0.04473303,0.03397096,0.94342913,0.82344083,0.00532462,1.60804826,0.49595626,0.27284036
-5.36968484,2.61529823,0.04425445,0.03195990,0.91744826,0.80719214,0.00529274,1.57002779,0.47263608,0.26975976
-5.36368184,2.55541768,0.04364761,0.03025479,0.89287527,0.79126113,0.00525754,1.53149544,0.45005241,0.26623341
-5.35767884,2.49591839,0.04293104,0.02883844,0.86971993,0.77586604,0.00521977,1.49281515,0.42838424,0.26231163
-5.35167584,2.43735345,0.04212551,0.02769335,0.84799568,0.76120809,0.00518016,1.45433229,0.40778889,0.25805091
-5.34567284,2.38024018,0.04125345,0.02680208,0.82772011,0.74746635,0.00513939,1.41636978,0.38840091,0.25351237
-5.33966983,2.32505246,0.04033817,0.02614739,0.80891492,0.73479360,0.00509809,1.37922526,0.37033170,0.24876018
-5.33366683,2.27221475,0.03940316,0.02571255,0.79160564,0.72331328,0.00505681,1.34316933,0.35366984,0.24385978
-5.32766383,2.22209779,0.03847137,0.02548150,0.77582100,0.71311752,0.00501601,1.30844466,0.33848211,0.23887621
-5.32166083,2.17501615,0.03756442,0.02543909,0.76159237,0.70426640,0.00497608,1.27526580,0.32481499,0.23387245
-5.31565783,2.13122734,0.03670197,0.02557137,0.74895321,0.69678846,0.00493729,1.24381963,0.31269648,0.22890784
-5.30965483,2.09093266,0.03590113,0.02586589,0.73793867,0.69068231,0.00489984,1.21426622,0.30213822,0.22403674
-5.30365183,2.05427956,0.03517596,0.02631203,0.72858547,0.68591944,0.00486378,1.18674002,0.29313765,0.21930739
-5.29764882,2.02136554,0.03453711,0.02690142,0.72093217,0.68244793,0.00482912,1.16135132,0.28568020,0.21476102
-5.29164582,1.99224325,0.03399163,0.02762838,0.71501976,0.68019715,0.00479575,1.13818780,0.27974130,0.21043130
-5.28564282,1.96692691,0.03354286,0.02849040,0.71089254,0.67908298,0.00476351,1.11731634,0.27528826,0.20634410
-5.27963982,1.94539961,0.03319052,0.02948859,0.70859941,0.67901367,0.00473223,1.09878483,0.27228182,0.20251760
-5.27363682,1.92762128,0.03293091,0.03062817,0.70819525,0.67989577,0.00470175,1.08262403,0.27067750,0.19896262
-5.26763382,1.91353707,0.03275725,0.03191882,0.70974230,0.68164015,0.00467197,1.06884957,0.27042657,0.19568335
-5.26163082,1.90308561,0.03266011,0.03337505,0.71331140,0.68416756,0.00464291,1.05746381,0.27147680,0.19267822
-5.25562781,1.89620678,0.03262796,0.03501636,0.71898274,0.68741367,0.00461478,1.04845764,0.27377289,0.18994093
-5.24962481,1.89284850,0.03264773,0.03686725,0.72684598,0.69133313,0.00458803,1.04181207,0.27725667,0.18746168
-5.24362181,1.89297197,0.03270542,0.03895702,0.73699939,0.69590247,0.00456338,1.03749947,0.28186704,0.18522827
-5.23761881,1.89655507,0.03278676,0.04131934,0.74954783,0.70112161,0.00454193,1.03548440,0.28753979,0.18322723
-5.23161581,1.90359330,0.03287779,0.04399157,0.76459945,0.70701379,0.00452514,1.03572384,0.29420723,0.18144484
-5.22561281,1.91409814,0.03296540,0.04701373,0.78226087,0.71362389,0.00451487,1.03816682,0.30179770,0.17986787
-5.21960980,1.92809266,0.03303786,0.05042728,0.80263095,0.72101502,0.00451340,1.04275326,0.31023507,0.17848416
-5.21360680,1.94560427,0.03308520,0.05427352,0.82579310,0.72926361,0.00452339,1.04941216,0.31943808,0.17728293
-5.20760380,1.96665502,0.03309956,0.05859183,0.85180648,0.73845310,0.00454785,1.05805903,0.32931983,0.17625474
-5.20160080,1.99124958,0.03307534,0.06341768,0.88069623,0.74866646,0.00459008,1.06859287,0.33978716,0.17539129
-5.19559780,2.01936166,0.03300937,0.06878045,0.91244321,0.75997802,0.00465354,1.08089254,0.35074019,0.17468490
-5.18959480,2.05091942,0.03290084,0.07470129,0.94697379,0.77244484,0.00474179,1.09481316,0.36207195,0.17412783
-5.18359180,2.08579079,0.03275120,0.08119090,0.98415013,0.78609833,0.00485831,1.11018242,0.37366811,0.17371151
-5.17758879,2.12376953,0.03256398,0.08824749,1.02376172,0.80093621,0.00500634,1.12679730,0.38540695,0.17342563
-5.17158579,2.16456300,0.03234443,0.09585494,1.06551862,0.81691569,0.00518877,1.14442153,0.39715952,0.17325734
-5.16558279,2.20778246,0.03209917,0.10398138,1.10904711,0.83394795,0.00540792,1.16278389,0.40879005,0.17319047
-5.15957979,2.25293676,0.03183577,0.11257804,1.15388823,0.85189452,0.00566538,1.18157787,0.42015664,0.17320491
-5.15357679,2.29943005,0.03156227,0.12157881,1.19949963,0.87056564,0.00596188,1.20046271,0.43111231,0.17327625
-5.14757379,2.34656412,0.03128670,0.13090029,1.24526097,0.88972102,0.00629713,1.21906604,0.44150634,0.17337566
-5.14157079,2.39354548,0.03101661,0.14044251,1.29048304,0.90907283,0.00666971,1.23698830,0.45118594,0.17347000
-5.13556778,2.43949745,0.03075864,0.15009039,1.33442062,0.92829113,0.00707703,1.25380878,0.45999831,0.17352233
-5.12956478,2.48347695,0.03051809,0.15971580,1.37628861,0.94701140,0.00751522,1.26909331,0.46779296,0.17349262
-5.12356178,2.52449566,0.03029864,0.16918036,1.41528127,0.96484406,0.00797924,1.28240333,0.47442439,0.17333876
-5.11755878,2.56154487,0.03010207,0.17833871,1.45059370,0.98138553,0.00846286,1.29330623,0.47975495,0.17301781
-5.11155578,2.59362323,0.02992819,0.18704240,1.48144509,0.99623060,0.00895880,1.30138642,0.48365789,0.17248743
-5.10555278,2.61976632,0.02977470,0.19514396,1.50710247,1.00898533,0.00945891,1.30625695,0.48602052,0.17170733
-5.09954977,2.63907701,0.02963740,0.20250137,1.52690447,1.01928025,0.00995434,1.30757111,0.48674731,0.17064092
-5.09354677,2.65075528,0.02951027,0.20898238,1.54028357,1.02678318,0.01043580,1.30503358,0.48576294,0.16925677
-5.08754377,2.65412634,0.02938581,0.21446881,1.54678631,1.03121119,0.01089385,1.29841076,0.48301500,0.16753005
-5.08154077,2.64866583,0.02925541,0.21886044,1.54609026,1.03234112,0.01131918,1.28753970,0.47847640,0.16544378
-5.07553777,2.63402086,0.02910975,0.22207846,1.53801701,1.03001832,0.01170287,1.27233525,0.47214726,0.16298982
-5.06953477,2.61002610,0.02893933,0.22406821,1.52254063,1.02416312,0.01203679,1.25279524,0.46405619,0.16016960
-5.06353177,2.57671389,0.02873491,0.22480117,1.49979106,1.01477483,0.01231375,1.22900314,0.45426086,0.15699447
-5.05752876,2.53431798,0.02848802,0.22427607,1.47005228,1.00193295,0.01252786,1.20112825,0.44284787,0.15348575
-5.05152576,2.48327044,0.02819139,0.22251901,1.43375528,0.98579563,0.01267463,1.16942319,0.42993170,0.14967435
-5.04552276,2.42419184,0.02783933,0.21958270,1.39146604,0.96659524,0.01275121,1.13421876,0.41565294,0.14560007
-5.03951976,2.35787495,0.02742801,0.21554477,1.34386923,0.94463139,0.01275638,1.09591632,0.40017571,0.14131057
-5.03351676,2.28526244,0.02695564,0.21050519,1.29174806,0.92026150,0.01269065,1.05497789,0.38368437,0.13685996
-5.02751376,2.20741961,0.02642258,0.20458307,1.23596139,0.89388934,0.01255619,1.01191431,0.36637961,0.13230725
-5.02151076,2.12550306,0.02583127,0.19791281,1.17741905,0.86595202,0.01235667,0.96727195,0.34847410,0.12771451
-5.01550775,2.04072673,0.02518608,0.19063991,1.11705638,0.83690598,0.01209719,0.92161845,0.33018784,0.12314500
-5.00950475,1.95432666,0.02449307,0.18291659,1.05580916,0.80721247,0.01178396,0.87552791,0.31174341,0.11866127
-5.00350175,1.86752601,0.02375968,0.17489743,0.99458996,0.77732330,0.01142414,0.82956637,0.29336127,0.11432323
-4.99749875,1.78150175,0.02299431,0.16673519,0.93426686,0.74766734,0.01102547,0.78427789,0.27525536,0.11018652
-4.99149575,1.69735457,0.02220590,0.15857704,0.87564524,0.71863839,0.01059608,0.74017194,0.25762915,0.10630097
-4.98549275,1.61608309,0.02140351,0.15056131,0.81945350,0.69058494,0.01014410,0.69771247,0.24067224,0.10270943
-4.97948974,1.53856346,0.02059591,0.14281498,0.76633278,0.66380232,0.00967748,0.65730911,0.22455778,0.09944692
-4.97348674,1.46553513,0.01979117,0.13545174,0.71683109,0.63852743,0.00920372,0.61931084,0.20944056,0.09654019
-4.96748374,1.39759311,0.01899637,0.12857102,0.67140170,0.61493622,0.00872965,0.58400219,0.19545602,0.09400766
-4.96148074,1.33518688,0.01821738,0.12225759,0.63040545,0.59314419,0.00826129,0.55160203,0.18272006,0.09185981
-4.95547774,1.27862556,0.01745866,0.11658201,0.59411651,0.57320944,0.00780377,0.52226503,0.17132955,0.09009991
-4.94947474,1.22808885,0.01672329,0.11160161,0.56273099,0.55513828,0.00736123,0.49608529,0.16136349,0.08872510
-4.94347174,1.18364277,0.01601288,0.10736197,0.53637745,0.53889297,0.00693686,0.47310206,0.15288478,0.08772774
-4.93746873,1.14525906,0.01532779,0.10389880,0.51512865,0.52440099,0.00653292,0.45330700,0.14594212,0.08709700
-4.93146573,1.11283696,0.01466727,0.10123990,0.49901346,0.51156542,0.00615083,0.43665254,0.14057229,0.08682043
-4.92546273,1.08622600,0.01402966,0.09940725,0.48802828,0.50027572,0.00579128,0.42306076,0.13680220,0.08688567
-4.91945973,1.06524840,0.01341271,0.09841897,0.48214700,0.49041841,0.00545435,0.41243237,0.13465089,0.08728203
-4.91345673,1.04971976,0.01281383,0.09829094,0.48132907,0.48188692,0.00513968,0.40465510,0.13413107,0.08800180
-4.90745373,1.03946701,0.01223037,0.09903818,0.48552509,0.47459029,0.00484660,0.39961132,0.13525024,0.08904150
-4.90145073,1.03434270,0.01165991,0.10067572,0.49467974,0.46846016,0.00457429,0.39718420,0.13801129,0.09040261
-4.89544772,1.03423494,0.01110043,0.10321912,0.50873200,0.46345581,0.00432188,0.39726246,0.14241252,0.09209214
-4.88944472,1.03907290,0.01055054,0.10668441,0.52761278,0.45956712,0.00408859,0.39974339,0.14844708,0.09412269
-4.88344172,1.04882785,0.01000955,0.11108776,0.55124048,0.45681536,0.00387380,0.40453414,0.15610207,0.09651231
-4.87743872,1.06350997,0.00947759,0.11644473,0.57951481,0.45525204,0.00367710,0.41155150,0.16535723,0.09928392
-4.87143572,1.08316186,0.00895562,0.12276935,0.61230984,0.45495596,0.00349837,0.42072029,0.17618344,0.10246461
-4.86543272,1.10784935,0.00844536,0.13007307,0.64946676,0.45602878,0.00333775,0.43197072,0.18854135,0.10608462
-4.85942971,1.13765068,0.00794923,0.13836373,0.69078744,0.45858966,0.00319563,0.44523507,0.20238007,0.11017634
-4.85342671,1.17264522,0.00747026,0.14764465,0.73602932,0.46276923,0.00307265,0.46044418,0.21763635,0.11477321
-4.84742371,1.21290257,0.00701192,0.15791393,0.78490244,0.46870347,0.00296961,0.47752401,0.23423424,0.11990874
-4.84142071,1.25847302,0.00657799,0.16916411,0.83706908,0.47652779,0.00288745,0.49639282,0.25208541,0.12561559
-4.83541771,1.30938009,0.00617240,0.18138206,0.89214640,0.48637170,0.00282719,0.51695917,0.27109027,0.13192480
-4.82941471,1.36561559,0.00579905,0.19454930,0.94971208,0.49835437,0.00278981,0.53912093,0.29113967,0.13886529
-4.82341171,1.42713731,0.00546173,0.20864254,1.00931286,0.51258110,0.00277624,0.56276549,0.31211743,0.14646343
-4.81740870,1.49386926,0.00516396,0.22363441,1.07047564,0.52914077,0.00278726,0.58777106,0.33390327,0.15474276
-4.81140570,1.56570400,0.00490887,0.23949441,1.13272040,0.54810426,0.00282346,0.61400904,0.35637621,0.16372386
-4.80540270,1.64250636,0.00469919,0.25618963,1.19557420,0.56952349,0.00288521,0.64134697,0.37941801,0.17342411
-4.79939970,1.72411780,0.00453712,0.27368542,1.25858535,0.59343106,0.00297254,0.66965205,0.40291648,0.18385747
-4.79339670,1.81036030,0.00442435,0.29194567,1.32133663,0.61983991,0.00308521,0.69879455,0.42676841,0.19503397
-4.78739370,1.90103897,0.00436200,0.31093262,1.38345668,0.64874297,0.00322260,0.72865081,0.45088179,0.20695907
-4.78139070,1.99594243,0.00435066,0.33060617,1.44462866,0.68011222,0.00338373,0.75910554,0.47517706,0.21963256
-4.77538769,2.09484039,0.00439037,0.35092249,1.50459531,0.71389728,0.00356726,0.79005283,0.49958738,0.23304720
-4.76938469,2.19747795,0.00448067,0.37183217,1.56316012,0.75002303,0.00377146,0.82139583,0.52405760,0.24718700
-4.76338169,2.30356664,0.00462059,0.39327771,1.62018418,0.78838653,0.00399422,0.85304499,0.54854205,0.26202511
-4.75737869,2.41277254,0.00480871,0.41519069,1.67557894,0.82885312,0.00423310,0.88491466,0.57300120,0.27752160
-4.75137569,2.52470207,0.00504319,0.43748872,1.72929531,0.87125214,0.00448529,0.91691848,0.59739738,0.29362106
-4.74537269,2.63888663,0.00532178,0.46007237,1.78130958,0.91537234,0.00474768,0.94896368,0.62168974,0.31025030
-4.73936968,2.75476732,0.00564190,0.48282248,1.83160752,0.96095773,0.00501687,0.98094484,0.64582892,0.32731632
-4.73336668,2.87168132,0.00600065,0.50559793,1.88016735,1.00770410,0.00528923,1.01273756,0.66975167,0.34470476
-4.72736368,2.98885144,0.00639486,0.52823437,1.92694329,1.05525692,0.00556092,1.04419269,0.69337602,0.36227895
-4.72136068,3.10538046,0.00682112,0.55054402,1.97185069,1.10321108,0.00582796,1.07513167,0.71659717,0.37987991
-4.71535768,3.22025170,0.00727587,0.57231676,2.01475412,1.15111294,0.00608631,1.10534359,0.73928480,0.39732731
-4.70935468,3.33233672,0.00775542,0.59332279,2.05545942,1.19846502,0.00633192,1.13458441,0.76128175,0.41442155
-4.70335168,3.44041107,0.00825600,0.61331671,2.09371057,1.24473370,0.00656079,1.16257872,0.78240469,0.43094701
-4.69734867,3.54317814,0.00877383,0.63204318,2.12919195,1.28935974,0.00676908,1.18902422,0.80244660,0.44667645
-4.69134567,3.63930088,0.00930518,0.64924391,2.16153606,1.33177180,0.00695316,1.21359891,0.82118122,0.46137640
-4.68534267,3.72744048,0.00984637,0.66466584,2.19033653,1.37140240,0.00710974,1.23597085,0.83836939,0.47481350
-4.67933967,3.80630072,0.01039389,0.67807025,2.21516601,1.40770597,0.00723588,1.25581006,0.85376687,0.48676144
-4.67333667,3.87467613,0.01094434,0.68924225,2.23559779,1.44017828,0.00732913,1.27280206,0.86713351,0.49700823
-4.66733367,3.93150185,0.01149452,0.69800046,2.25123018,1.46837646,0.00738758,1.28666234,0.87824314,0.50536355
-4.66133067,3.97590265,0.01204138,0.70420630,2.26171233,1.49193876,0.00740988,1.29715093,0.88689381,0.51166577
-4.65532766,4.00723891,0.01258205,0.70777248,2.26676973,1.51060305,0.00739535,1.30408642,0.89291781,0.51578832
-4.64932466,4.02514680,0.01311377,0.70867024,2.26622831,1.52422317,0.00734394,1.30735829,0.89619089,0.51764504
-4.64332166,4.02957071,0.01363387,0.70693503,2.26003530,1.53278235,0.00725630,1.30693717,0.89664029,0.51719432
