energy_ev,total_up,Mo_p_up,Mo_d_up,Pb_p_up,Pb_d_up,Se_s_up,Se_p_up
-6.00000000,0.48159161,0.35199521,0.09469598,0.12982033,0.00036945,0.00002592,0.28068051
-5.99399700,0.49533380,0.36186471,0.09961330,0.13718931,0.00037194,0.00002736,0.28347310
-5.98799400,0.50627322,0.36964907,0.10411098,0.14402161,0.00037194,0.00002876,0.28431531
-5.98199100,0.51418989,0.37519618,0.10810389,0.15018806,0.00036941,0.00003008,0.28317939
-5.97598799,0.51892279,0.37839678,0.11151425,0.15556827,0.00036436,0.00003129,0.28008190
-5.96998499,0.52037410,0.37918742,0.11427399,0.16005431,0.00035688,0.00003235,0.27508262
-5.96398199,0.51851157,0.37755212,0.11632692,0.16355412,0.00034711,0.00003323,0.26828196
-5.95797899,0.51336897,0.37352249,0.11763059,0.16599451,0.00033524,0.00003392,0.25981704
-5.95197599,0.50504463,0.36717652,0.11815787,0.16732371,0.00032150,0.00003439,0.24985671
-5.94597299,0.49369818,0.35863599,0.11789796,0.16751327,0.00030617,0.00003464,0.23859562
-5.93996998,0.47954558,0.34806254,0.11685710,0.16655921,0.00028955,0.00003466,0.22624763
-5.93396698,0.46285261,0.33565282,0.11505862,0.16448246,0.00027195,0.00003445,0.21303897
-5.92796398,0.44392734,0.32163266,0.11254260,0.16132851,0.00025370,0.00003403,0.19920126
-5.92196098,0.42311169,0.30625067,0.10936509,0.15716626,0.00023513,0.00003340,0.18496488
-5.91595798,0.40077248,0.28977156,0.10559687,0.15208627,0.00021656,0.00003260,0.17055277
-5.90995498,0.37729251,0.27246930,0.10132188,0.14619840,0.00019832,0.00003166,0.15617495
-5.90395198,0.35306186,0.25462053,0.09663553,0.13962894,0.00018069,0.00003060,0.14202399
-5.89794897,0.32846981,0.23649843,0.09164273,0.13251756,0.00016398,0.00002949,0.12827141
-5.89194597,0.30389764,0.21836722,0.08645605,0.12501400,0.00014843,0.00002837,0.11506520
-5.88594297,0.27971272,0.20047748,0.08119382,0.11727488,0.00013430,0.00002730,0.10252834
-5.87993997,0.25626368,0.18306240,0.07597850,0.10946056,0.00012183,0.00002634,0.09075842
-5.87393697,0.23387723,0.16633509,0.07093523,0.10173244,0.00011126,0.00002557,0.07982811
-5.86793397,0.21285617,0.15048689,0.06619067,0.09425049,0.00010279,0.00002506,0.06978644
-5.86193097,0.19347884,0.13568661,0.06187217,0.08717133,0.00009668,0.00002490,0.06066079
-5.85592796,0.17599973,0.12208077,0.05810720,0.08064681,0.00009314,0.00002519,0.05245931
-5.84992496,0.16065102,0.10979452,0.05502297,0.07482291,0.00009244,0.00002602,0.04517371
-5.84392196,0.14764481,0.09893324,0.05274636,0.06983920,0.00009485,0.00002751,0.03878215
-5.83791896,0.13717575,0.08958446,0.05140373,0.06582853,0.00010066,0.00002977,0.03325222
-5.83191596,0.12942362,0.08182015,0.05112085,0.06291690,0.00011019,0.00003292,0.02854378
-5.82591296,0.12455569,0.07569881,0.05202249,0.06122340,0.00012380,0.00003710,0.02461155
-5.81990995,0.12272830,0.07126757,0.05423183,0.06086009,0.00014185,0.00004244,0.02140742
-5.81390695,0.12408757,0.06856380,0.05786928,0.06193155,0.00016473,0.00004907,0.01888236
