energy_ev,total_up,Cu_p_up,Cu_d_up,Fe_p_up,Fe_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-5.86193097,1.50254451,0.42174059,0.18912831,0.52458114,0.21115322,0.00344834,0.05442703,0.03563496,0.79092178
-5.85592796,1.49772345,0.41925185,0.19199323,0.52920962,0.20709855,0.00323274,0.05319734,0.03421990,0.79122507
-5.84992496,1.49072086,0.41689169,0.19443688,0.53214393,0.20317607,0.00301031,0.05200722,0.03277066,0.79018236
-5.84392196,1.48211557,0.41480038,0.19651356,0.53349179,0.19954713,0.00278463,0.05087348,0.03130824,0.78809078
-5.83791896,1.47259219,0.41313760,0.19829719,0.53341931,0.19637976,0.00255911,0.04981379,0.02985410,0.78530963
-5.83191596,1.46292479,0.41208067,0.19987927,0.53214739,0.19384492,0.00233689,0.04884645,0.02842948,0.78225150
-5.82591296,1.45395586,0.41182123,0.20136601,0.52994565,0.19211238,0.00212079,0.04799015,0.02705483,0.77937071
-5.81990995,1.44657095,0.41256040,0.20287460,0.52712412,0.19134640,0.00191323,0.04726359,0.02574918,0.77714931
-5.81390695,1.44166960,0.41450237,0.20452875,0.52402273,0.19170114,0.00171627,0.04668485,0.02452965,0.77608100
-5.80790395,1.44013345,0.41784677,0.20645369,0.52099921,0.19331606,0.00153154,0.04627079,0.02341102,0.77665340
-5.80190095,1.44279264,0.42277993,0.20877083,0.51841560,0.19631123,0.00136026,0.04603623,0.02240539,0.77932939
-5.79589795,1.45039160,0.42946552,0.21159219,0.51662406,0.20078276,0.00120325,0.04599319,0.02152188,0.78452804
-5.78989495,1.46355567,0.43803501,0.21501496,0.51595249,0.20679849,0.00106098,0.04615000,0.02076645,0.79260598
-5.78389195,1.48275988,0.44857831,0.21911637,0.51669056,0.21439396,0.00093357,0.04651055,0.02014184,0.80383996
-5.77788894,1.50830130,0.46113517,0.22394906,0.51907673,0.22356905,0.00082083,0.04707359,0.01964754,0.81841126
-5.77188594,1.54027613,0.47568783,0.22953727,0.52328693,0.23428510,0.00072234,0.04783214,0.01927985,0.83639276
-5.76588294,1.57856294,0.49215530,0.23587393,0.52942517,0.24646304,0.00063746,0.04877315,0.01903209,0.85773930
-5.75987994,1.62281270,0.51038974,0.24291891,0.53751679,0.25998237,0.00056537,0.04987735,0.01889477,0.88228168
-5.75387694,1.67244656,0.53017512,0.25059842,0.54750446,0.27468134,0.00050511,0.05111930,0.01885592,0.90972504
-5.74787394,1.72666176,0.55122849,0.25880578,0.55924723,0.29035831,0.00045567,0.05246781,0.01890142,0.93965146
-5.74187094,1.78444572,0.57320395,0.26740338,0.57252273,0.30677437,0.00041594,0.05388649,0.01901542,0.97152716
-5.73586793,1.84459810,0.59569916,0.27622593,0.58703241,0.32365732,0.00038480,0.05533465,0.01918078,1.00471406
-5.72986493,1.90576040,0.61826444,0.28508486,0.60240981,0.34070689,0.00036113,0.05676840,0.01937955,1.03848542
-5.72386193,1.96645212,0.64041406,0.29377372,0.61823141,0.35760116,0.00034383,0.05814189,0.01959342,1.07204516
-5.71785893,2.02511234,0.66163940,0.30207434,0.63402979,0.37400406,0.00033183,0.05940872,0.01980424,1.10455019
-5.71185593,2.08014534,0.68142359,0.30976360,0.64930854,0.38957370,0.00032410,0.06052344,0.01999451,1.13513500
-5.70585293,2.12996867,0.69925698,0.31662056,0.66355854,0.40397135,0.00031972,0.06144303,0.02014779,1.16293777
-5.69984992,2.17306188,0.71465295,0.32243359,0.67627472,0.41687068,0.00031778,0.06212834,0.02024913,1.18712684
-5.69384692,2.20801405,0.72716339,0.32700731,0.68697293,0.42796701,0.00031751,0.06254544,0.02028547,1.20692681
-5.68784392,2.23356852,0.73639335,0.33016906,0.69520616,0.43698624,0.00031817,0.06266679,0.02024589,1.22164312
-5.68184092,2.24866286,0.74201410,0.33177458,0.70057952,0.44369300,0.00031915,0.06247221,0.02012188,1.23068419
-5.67583792,2.25246276,0.74377432,0.33171282,0.70276335,0.44789785,0.00031990,0.06194954,0.01990749,1.23358044
-5.66983492,2.24438840,0.74150872,0.32990956,0.70150416,0.44946302,0.00031997,0.06109509,0.01959941,1.22999919
-5.66383192,2.22413236,0.73514400,0.32632975,0.69663272,0.44830671,0.00031901,0.05991380,0.01919694,1.21975517
-5.65782891,2.19166856,0.72470174,0.32097858,0.68806930,0.44440545,0.00031674,0.05841899,0.01870195,1.20281602
-5.65182591,2.14725168,0.71029824,0.31390110,0.67582571,0.43779475,0.00031297,0.05663202,0.01811868,1.17930275
-5.64582291,2.09140754,0.69214132,0.30518058,0.66000420,0.42856769,0.00030759,0.05458151,0.01745355,1.14948519
-5.63981991,2.02491473,0.67052421,0.29493563,0.64079337,0.41687170,0.00030056,0.05230248,0.01671485,1.11377260
-5.63381691,1.94877845,0.64581690,0.28331615,0.61846117,0.40290371,0.00029189,0.04983526,0.01591243,1.07270001
-5.62781391,1.86419782,0.61845523,0.27049850,0.59334556,0.38690362,0.00028169,0.04722428,0.01505735,1.02691081
-5.62181091,1.77252801,0.58892826,0.25667992,0.56584308,0.36914677,0.00027006,0.04451677,0.01416150,0.97713642
-5.61580790,1.67523885,0.55776438,0.24207248,0.53639596,0.34993533,0.00025719,0.04176152,0.01323722,0.92417391
-5.60980490,1.57387158,0.52551675,0.22689691,0.50547823,0.32958927,0.00024328,0.03900757,0.01229696,0.86886249
-5.60380190,1.46999554,0.49274856,0.21137647,0.47358156,0.30843712,0.00022854,0.03630299,0.01135292,0.81205972
-5.59779890,1.36516624,0.46001860,0.19573102,0.44120116,0.28680697,0.00021321,0.03369381,0.01041678,0.75461850
-5.59179590,1.26088642,0.42786764,0.18017174,0.40882242,0.26501797,0.00019753,0.03122303,0.00949942,0.69736546
-5.58579290,1.15857126,0.39680599,0.16489641,0.37690870,0.24337265,0.00018172,0.02892976,0.00861076,0.64108162
-5.57978989,1.05951872,0.36730251,0.15008551,0.34589060,0.22215035,0.00016600,0.02684855,0.00775955,0.58648571
-5.57378689,0.96488561,0.33977528,0.13589919,0.31615699,0.20160181,0.00015057,0.02500885,0.00695333,0.53422075
-5.56778389,0.87566993,0.31458414,0.12247526,0.28804801,0.18194523,0.00013561,0.02343459,0.00619838,0.48484385
-5.56178089,0.79269932,0.29202505,0.10992795,0.26185007,0.16336354,0.00012127,0.02214396,0.00549973,0.43881951
-5.55577789,0.71662560,0.27232628,0.09834765,0.23779288,0.14600318,0.00010768,0.02114922,0.00486124,0.39651631
-5.54977489,0.64792494,0.25564640,0.08780145,0.21604837,0.12997404,0.00009494,0.02045670,0.00428567,0.35820658
-5.54377189,0.58690291,0.24207386,0.07833430,0.19673132,0.11535056,0.00008311,0.02006683,0.00377484,0.32406902
-5.53776888,0.53370387,0.23162815,0.06997081,0.17990157,0.10217388,0.00007224,0.01997430,0.00332974,0.29419356
-5.53176588,0.48832372,0.22426221,0.06271740,0.16556747,0.09045461,0.00006234,0.02016826,0.00295073,0.26858828
-5.52576288,0.45062526,0.21986617,0.05656478,0.15369038,0.08017636,0.00005342,0.02063263,0.00263768,0.24718772
-5.51975988,0.42035525,0.21827200,0.05149058,0.14418987,0.07129945,0.00004544,0.02134642,0.00239012,0.22986222
-5.51375688,0.39716245,0.21925923,0.04746194,0.13694949,0.06376501,0.00003839,0.02228422,0.00220738,0.21642776
-5.50775388,0.38061591,0.22256135,0.04443802,0.13182274,0.05749893,0.00003219,0.02341665,0.00208870,0.20665609
-5.50175088,0.37022295,0.22787302,0.04237236,0.12863915,0.05241576,0.00002681,0.02471094,0.00203335,0.20028450
-5.49574787,0.36544627,0.23485781,0.04121486,0.12721026,0.04842234,0.00002217,0.02613168,0.00204063,0.19702530
-5.48974487,0.36571995,0.24315646,0.04091352,0.12733534,0.04542110,0.00001820,0.02764147,0.00210992,0.19657444
-5.48374187,0.37046388,0.25239543,0.04141581,0.12880676,0.04331292,0.00001484,0.02920181,0.00224067,0.19861947
-5.47773887,0.37909665,0.26219581,0.04266962,0.13141489,0.04199959,0.00001201,0.03077399,0.00243236,0.20284636
-5.47173587,0.39104666,0.27218219,0.04462394,0.13495258,0.04138583,0.00000965,0.03232005,0.00268440,0.20894548
-5.46573287,0.40576154,0.28199142,0.04722915,0.13921903,0.04138087,0.00000771,0.03380378,0.00299605,0.21661646
-5.45972986,0.42271587,0.29128115,0.05043714,0.14402319,0.04189961,0.00000612,0.03519174,0.00336629,0.22557215
-5.45372686,0.44141737,0.29973770,0.05420111,0.14918648,0.04286352,0.00000482,0.03645427,0.00379369,0.23554165
-5.44772386,0.46141165,0.30708334,0.05847536,0.15454510,0.04420109,0.00000379,0.03756647,0.00427631,0.24627247
-5.44172086,0.48228584,0.31308241,0.06321501,0.15995173,0.04584823,0.00000296,0.03850909,0.00481153,0.25753209
-5.43571786,0.50367109,0.31754652,0.06837573,0.16527676,0.04774836,0.00000232,0.03926938,0.00539597,0.26910887
-5.42971486,0.52524445,0.32033819,0.07391366,0.17040907,0.04985245,0.00000182,0.03984177,0.00602542,0.28081254
-5.42371186,0.54673016,0.32137323,0.07978550,0.17525639,0.05211903,0.00000144,0.04022842,0.00669481,0.29247448
-5.41770885,0.56790063,0.32062153,0.08594891,0.17974533,0.05451413,0.00000117,0.04043962,0.00739817,0.30394775
-5.41170585,0.58857744,0.31810640,0.09236319,0.18382118,0.05701131,0.00000099,0.04049405,0.00812874,0.31510720
-5.40570285,0.60863232,0.31390238,0.09899035,0.18744735,0.05959180,0.00000088,0.04041877,0.00887904,0.32584962
-5.39969985,0.62798837,0.30813177,0.10579645,0.19060483,0.06224458,0.00000085,0.04024916,0.00964107,0.33609409
-5.39369685,0.64662156,0.30096002,0.11275328,0.19329139,0.06496672,0.00000087,0.04002860,0.01040645,0.34578259
-5.38769385,0.66456232,0.29259007,0.11984032,0.19552080,0.06776361,0.00000096,0.03980801,0.01116677,0.35488074
-5.38169085,0.68189726,0.28325601,0.12704669,0.19732199,0.07064932,0.00000111,0.03964521,0.01191380,0.36337879
-5.37568784,0.69877068,0.27321627,0.13437329,0.19873816,0.07364690,0.00000132,0.03960415,0.01263982,0.37129257
-5.36968484,0.71538555,0.26274656,0.14183465,0.19982583,0.07678856,0.00000161,0.03975398,0.01333793,0.37866451
-5.36368184,0.73200361,0.25213281,0.14946053,0.20065384,0.08011573,0.00000198,0.04016799,0.01400236,0.38556419
-5.35767884,0.74894418,0.24166430,0.15729710,0.20130218,0.08367884,0.00000244,0.04092240,0.01462871,0.39208853
-5.35167584,0.76658113,0.23162721,0.16540737,0.20186072,0.08753679,0.00000302,0.04209505,0.01521420,0.39836125
-5.34567284,0.78533779,0.22229863,0.17387096,0.20242757,0.09175606,0.00000371,0.04376388,0.01575778,0.40453134
-5.33966983,0.80567925,0.21394117,0.18278290,0.20310723,0.09640931,0.00000455,0.04600547,0.01626023,0.41077047
-5.33366683,0.82810205,0.20679828,0.19225152,0.20400842,0.10157361,0.00000556,0.04889327,0.01672413,0.41726917
-5.32766383,0.85312104,0.20109012,0.20239542,0.20524149,0.10732809,0.00000676,0.05249592,0.01715377,0.42423162
-5.32166083,0.88125367,0.19701023,0.21333943,0.20691550,0.11375123,0.00000818,0.05687548,0.01755492,0.43186933
-5.31565783,0.91300201,0.19472278,0.22520987,0.20913507,0.12091771,0.00000985,0.06208562,0.01793454,0.44039353
-5.30965483,0.94883313,0.19436041,0.23812918,0.21199694,0.12889500,0.00001181,0.06816991,0.01830043,0.45000677
-5.30365183,0.98915854,0.19602281,0.25221018,0.21558651,0.13773979,0.00001410,0.07516023,0.01866079,0.46089391
-5.29764882,1.03431380,0.19977580,0.26755023,0.21997439,0.14749449,0.00001677,0.08307540,0.01902376,0.47321297
-5.29164582,1.08453925,0.20565107,0.28422573,0.22521323,0.15818383,0.00001985,0.09192004,0.01939692,0.48708637
-5.28564282,1.13996316,0.21364662,0.30228708,0.23133500,0.16981198,0.00002340,0.10168381,0.01978688,0.50259296
-5.27963982,1.20058843,0.22372776,0.32175468,0.23834887,0.18236019,0.00002748,0.11234116,0.02019878,0.51976150
-5.27363682,1.26628384,0.23582898,0.34261610,0.24623991,0.19578529,0.00003214,0.12385151,0.02063601,0.53856599
-5.26763382,1.33678096,0.24985643,0.36482477,0.25496874,0.21001906,0.00003745,0.13616004,0.02109989,0.55892334
-5.26163082,1.41167720,0.26569129,0.38830029,0.26447228,0.22496880,0.00004348,0.14919906,0.02158958,0.58069366
-5.25562781,1.49044548,0.28319384,0.41293057,0.27466557,0.24051896,0.00005030,0.16289001,0.02210198,0.60368330
-5.24962481,1.57245045,0.30220829,0.43857569,0.28544472,0.25653396,0.00005798,0.17714596,0.02263193,0.62765082
-5.24362181,1.65697095,0.32256830,0.46507339,0.29669085,0.27286219,0.00006659,0.19187471,0.02317236,0.65231559
-5.23761881,1.74322784,0.34410296,0.49224606,0.30827497,0.28934086,0.00007620,0.20698220,0.02371470,0.67736878
-5.23161581,1.83041610,0.36664326,0.51990880,0.32006346,0.30580187,0.00008688,0.22237626,0.02424935,0.70248630
-5.22561281,1.91773983,0.39002861,0.54787825,0.33192401,0.32207803,0.00009869,0.23797046,0.02476619,0.72734302
-5.21960980,2.00444826,0.41411344,0.57598175,0.34373167,0.33800973,0.00011170,0.25368791,0.02525524,0.75162756
-5.21360680,2.08987117,0.43877337,0.60406627,0.35537471,0.35345145,0.00012595,0.26946485,0.02570728,0.77505699
-5.20760380,2.17345177,0.46391092,0.63200678,0.36675998,0.36827792,0.00014148,0.28525382,0.02611445,0.79739045
-5.20160080,2.25477521,0.48946035,0.65971347,0.37781750,0.38238957,0.00015829,0.30102634,0.02647086,0.81844119
-5.19559780,2.33359126,0.51539146,0.68713754,0.38850396,0.39571693,0.00017640,0.31677475,0.02677308,0.83808607
-5.18959480,2.40982980,0.54171227,0.71427523,0.39880501,0.40822377,0.00019578,0.33251345,0.02702053,0.85627221
-5.18359180,2.48360827,0.56847023,0.74116983,0.40873620,0.41990867,0.00021639,0.34827910,0.02721577,0.87302027
-5.17758879,2.55523048,0.59575213,0.76791170,0.41834245,0.43080502,0.00023815,0.36413005,0.02736460,0.88842410
-5.17158579,2.62517695,0.62368249,0.79463612,0.42769612,0.44097935,0.00026098,0.38014483,0.02747599,0.90264692
-5.16558279,2.69408702,0.65242065,0.82151931,0.43689379,0.45052798,0.00028474,0.39641995,0.02756190,0.91591399
-5.15957979,2.76273363,0.68215655,0.84877268,0.44605187,0.45957218,0.00030928,0.41306691,0.02763688,0.92850231
-5.15357679,2.83199206,0.71310534,0.87663573,0.45530127,0.46825206,0.00033442,0.43020871,0.02771758,0.94072780
-5.14757379,2.90280403,0.74550110,0.90536780,0.46478144,0.47671940,0.00035998,0.44797589,0.02782207,0.95293056
-5.14157079,2.97613882,0.77958980,0.93523920,0.47463399,0.48512984,0.00038571,0.46650238,0.02796912,0.96545910
-5.13556778,3.05295326,0.81562168,0.96652205,0.48499619,0.49363472,0.00041140,0.48592115,0.02817735,0.97865413
-5.12956478,3.13415228,0.85384331,0.99948109,0.49599479,0.50237307,0.00043680,0.50635999,0.02846446,0.99283290
-5.12356178,3.22055162,0.89448953,1.03436491,0.50774015,0.51146398,0.00046166,0.52793735,0.02884629,1.00827462
-5.11755878,3.31284419,0.93777534,1.07139784,0.52032115,0.52099988,0.00048574,0.55075849,0.02933615,1.02520783
-5.11155578,3.41157130,0.98388801,1.11077262,0.53380098,0.53104100,0.00050883,0.57491187,0.02994401,1.04379998
-5.10555278,3.51709953,1.03297943,1.15264402,0.54821392,0.54161121,0.00053071,0.60046602,0.03067598,1.06414999
-5.09954977,3.62960409,1.08515890,1.19712355,0.56356323,0.55269556,0.00055122,0.62746667,0.03153385,1.08628364
-5.09354677,3.74905864,1.14048647,1.24427515,0.57982022,0.56423954,0.00057024,0.65593434,0.03251484,1.11015220
-5.08754377,3.87523185,1.19896681,1.29411202,0.59692436,0.57615023,0.00058769,0.68586238,0.03361148,1.13563409
-5.08154077,4.00769039,1.26054398,1.34659441,0.61478465,0.58829910,0.00060355,0.71721530,0.03481178,1.16253938
-5.07553777,4.14580786,1.32509699,1.40162835,0.63328180,0.60052659,0.00061789,0.74992768,0.03609950,1.19061689
-5.06953477,4.28877910,1.39243647,1.45906543,0.65227150,0.61264802,0.00063084,0.78390336,0.03745468,1.21956342
-5.06353177,4.43563927,1.46230257,1.51870337,0.67158831,0.62446076,0.00064261,0.81901523,0.03885428,1.24903466
-5.05752876,4.58528680,1.53436433,1.58028768,0.69105029,0.63575222,0.00065352,0.85510555,0.04027302,1.27865726
-5.05152576,4.73650947,1.60822061,1.64351407,0.71046399,0.64630837,0.00066395,0.89198678,0.04168428,1.30804153
-5.04552276,4.88801281,1.68340285,1.70803203,0.72962986,0.65592242,0.00067440,0.92944314,0.04306109,1.33679422
-5.03951976,5.03845004,1.75937973,1.77344929,0.74834768,0.66440314,0.00068545,0.96723293,0.04437718,1.36453090
-5.03351676,5.18645266,1.83556386,1.83933734,0.76642203,0.67158273,0.00069778,1.00509152,0.04560792,1.39088749
-5.02751376,5.33066097,1.91132044,1.90523800,0.78366745,0.67732354,0.00071214,1.04273516,0.04673132,1.41553051
-5.02151076,5.46975377,1.98597784,1.97067098,0.79991332,0.68152364,0.00072936,1.07986563,0.04772882,1.43816573
-5.01550775,5.60247647,2.05883997,2.03514228,0.81500810,0.68412084,0.00075032,1.11617550,0.04858603,1.45854505
-5.00950475,5.72766685,2.12920004,2.09815336,0.82882288,0.68509498,0.00077593,1.15135410,0.04929316,1.47647123
-5.00350175,5.84427786,2.19635543,2.15921083,0.84125410,0.68446849,0.00080715,1.18509385,0.04984539,1.49180065
-4.99749875,5.95139674,2.25962312,2.21783634,0.85222535,0.68230513,0.00084488,1.21709694,0.05024297,1.50444387
-4.99149575,6.04825995,2.31835525,2.27357646,0.86168806,0.67870690,0.00089004,1.24708201,0.05049102,1.51436416
-4.98549275,6.13426344,2.37195408,2.32601197,0.86962122,0.67380950,0.00094341,1.27479061,0.05059922,1.52157414
-4.97948974,6.20896786,2.41988592,2.37476648,0.87602999,0.66777625,0.00100572,1.29999310,0.05058126,1.52613075
-4.97348674,6.27209860,2.46169334,2.41951373,0.88094333,0.66079103,0.00107751,1.32249391,0.05045411,1.52812873
-4.96748374,6.32354072,2.49700525,2.45998330,0.88441075,0.65305038,0.00115915,1.34213567,0.05023713,1.52769311
-4.96148074,6.36332877,2.52554441,2.49596457,0.88649830,0.64475521,0.00125080,1.35880218,0.04995113,1.52497091
-4.95547774,6.39163219,2.54713194,2.52730856,0.88728407,0.63610251,0.00135233,1.37241997,0.04961738,1.52012260
-4.94947474,6.40873676,2.56168891,2.55392750,0.88685337,0.62727743,0.00146338,1.38295843,0.04925653,1.51331352
-4.94347174,6.41502302,2.56923477,2.57579227,0.88529386,0.61844601,0.00158323,1.39042841,0.04888775,1.50470591
-4.93746873,6.41094251,2.56988283,2.59292772,0.88269095,0.60974910,0.00171090,1.39487940,0.04852778,1.49445169
-4.93146573,6.39699318,2.56383305,2.60540606,0.87912363,0.60129748,0.00184504,1.39639544,0.04819027,1.48268648
-4.92546273,6.37369490,2.55136251,2.61333863,0.87466107,0.59316856,0.00198404,1.39508986,0.04788523,1.46952509
-4.91945973,6.34156641,2.53281407,2.61686662,0.86936010,0.58540474,0.00212597,1.39109924,0.04761866,1.45505865
-4.91345673,6.30110468,2.50858368,2.61615101,0.86326375,0.57801342,0.00226866,1.38457681,0.04739244,1.43935349
-4.90745373,6.25276787,2.47910713,2.61136242,0.85640094,0.57096877,0.00240975,1.37568560,0.04720441,1.42245193
-4.90145073,6.19696245,2.44484651,2.60267135,0.84878726,0.56421488,0.00254672,1.36459177,0.04704864,1.40437467
-4.89544772,6.13403520,2.40627734,2.59023941,0.84042684,0.55767039,0.00267699,1.35145835,0.04691591,1.38512490
-4.88944472,6.06427047,2.36387645,2.57421192,0.83131519,0.55123414,0.00279795,1.33643972,0.04679435,1.36469364
-4.88344172,5.98789246,2.31811143,2.55471248,0.82144274,0.54479161,0.00290709,1.31967715,0.04667013,1.34306618
-4.87743872,5.90507266,2.26943171,2.53183959,0.81079891,0.53822176,0.00300205,1.30129546,0.04652836,1.32022918
-4.87143572,5.81594162,2.21826154,2.50566582,0.79937651,0.53140406,0.00308071,1.28140104,0.04635385,1.29617801
-4.86543272,5.72060452,2.16499510,2.47623927,0.78717603,0.52422522,0.00314124,1.26008122,0.04613198,1.27092406
-4.85942971,5.61915959,2.10999359,2.44358757,0.77420980,0.51658537,0.00318218,1.23740505,0.04584948,1.24450151
-4.85342671,5.51171840,2.05358432,2.40772402,0.76050560,0.50840347,0.00320251,1.21342527,0.04549509,1.21697327
-4.84742371,5.39842680,1.99606159,2.36865557,0.74610960,0.49962170,0.00320164,1.18818143,0.04506012,1.18843583
-4.84142071,5.27948563,1.93768906,2.32639234,0.73108857,0.49020865,0.00317946,1.16170391,0.04453885,1.15902281
-4.83541771,5.15516996,1.87870349,2.28095802,0.71553113,0.48016129,0.00313632,1.13401859,0.04392881,1.12890697
-4.82941471,5.02584603,1.81931931,2.23240064,0.69954819,0.46950571,0.00307306,1.10515186,0.04323081,1.09830080
-4.82341171,4.89198499,1.75973385,2.18080312,0.68327247,0.45829661,0.00299091,1.07513578,0.04244895,1.06745543
-4.81740870,4.75417281,1.70013293,2.12629300,0.66685721,0.44661579,0.00289151,1.04401302,0.04159037,1.03665829
-4.81140570,4.61311585,1.64069625,2.06905071,0.65047418,0.43456961,0.00277680,1.01184132,0.04066495,1.00622919
-4.80540270,4.46964166,1.58160256,2.00931599,0.63431113,0.42228572,0.00264898,0.97869728,0.03968488,0.97651541
-4.79939970,4.32469495,1.52303415,1.94739197,0.61856866,0.40990929,0.00251045,0.94467924,0.03866419,0.94788562
-4.79339670,4.17932863,1.46518053,1.88364648,0.60345679,0.39759872,0.00236368,0.90990911,0.03761824,0.92072293
-4.78739370,4.03468996,1.40824093,1.81851063,0.58919114,0.38552129,0.00221120,0.87453303,0.03656316,0.89541725
-4.78139070,3.89200221,1.35242567,1.75247427,0.57598884,0.37384866,0.00205547,0.83872087,0.03551532,0.87235702
-4.77538769,3.75254199,1.29795608,1.68607865,0.56406429,0.36275248,0.00189886,0.80266443,0.03449083,0.85192041
-4.76938469,3.61761290,1.24506306,1.61990628,0.55362455,0.35240019,0.00174355,0.76657461,0.03350510,0.83446622
-4.76338169,3.48851586,1.19398414,1.55456833,0.54486467,0.34295098,0.00159152,0.73067741,0.03257237,0.82032443
-4.75737869,3.36651710,1.14495913,1.49068998,0.53796260,0.33455210,0.00144451,0.69520916,0.03170541,0.80978663
-4.75137569,3.25281438,1.09822454,1.42889429,0.53307412,0.32733542,0.00130398,0.66041090,0.03091518,0.80309638
-4.74537269,3.14850252,1.05400688,1.36978509,0.53032744,0.32141428,0.00117109,0.62652233,0.03021056,0.80043978
-4.73936968,3.05453928,1.01251506,1.31392950,0.52981782,0.31688065,0.00104674,0.59377549,0.02959820,0.80193645
-4.73336668,2.97171266,0.97393234,1.26184091,0.53160233,0.31380270,0.00093154,0.56238836,0.02908235,0.80763113
-4.72736368,2.90061100,0.93840804,1.21396297,0.53569478,0.31222259,0.00082586,0.53255874,0.02866474,0.81748638
-4.72136068,2.84159702,0.90604962,1.17065525,0.54206124,0.31215481,0.00072980,0.50445859,0.02834458,0.83137666
-4.71535768,2.79478706,0.87691533,1.13218127,0.55061636,0.31358488,0.00064330,0.47822904,0.02811851,0.84908424
-4.70935468,2.76003675,0.85100807,1.09869932,0.56122077,0.31646869,0.00056607,0.45397635,0.02798070,0.87029737
-4.70335168,2.73693406,0.82827086,1.07025659,0.57367979,0.32073238,0.00049772,0.43176892,0.02792293,0.89461108
-4.69734867,2.72480053,0.80858416,1.04678684,0.58774390,0.32627298,0.00043773,0.41163554,0.02793472,0.92153084
-4.69134567,2.72270127,0.79176543,1.02811183,0.60311100,0.33295982,0.00038548,0.39356491,0.02800364,0.95047945
-4.68534267,2.72946368,0.77757121,1.01394647,0.61943072,0.34063669,0.00034033,0.37750648,0.02811550,0.98080712
-4.67933967,2.74370490,0.76570157,1.00390754,0.63631070,0.34912495,0.00030158,0.36337261,0.02825477,1.01180470
-4.67333667,2.76386710,0.75580711,0.99752570,0.65332498,0.35822726,0.00026854,0.35104190,0.02840492,1.04271985
-4.66733367,2.78825973,0.74749816,0.99426030,0.67002411,0.36773214,0.00024052,0.34036368,0.02854892,1.07277565
-4.66133067,2.81510713,0.74035599,0.99351641,0.68594683,0.37741908,0.00021686,0.33116325,0.02866967,1.10119116
-4.65532766,2.84259988,0.73394542,0.99466343,0.70063284,0.38706407,0.00019694,0.32324797,0.02875053,1.12720316
-4.64932466,2.86894770,0.72782853,0.99705445,0.71363622,0.39644534,0.00018018,0.31641363,0.02877583,1.15008817
-4.64332166,2.89243199,0.72157861,1.00004573,0.72453894,0.40534912,0.00016605,0.31045104,0.02873132,1.16918390
