energy_ev,total_up,C_s_up,C_p_up,Os_p_up,Os_d_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-6.00000000,2.52665967,0.00979765,0.07710444,0.55137083,0.69063354,0.04284145,0.89425782,0.71844337,0.27338302
-5.99399700,2.48388187,0.00994263,0.07487092,0.54281530,0.67572629,0.04200835,0.88110539,0.70260430,0.26776569
-5.98799400,2.43528688,0.01008283,0.07263645,0.53318533,0.65910005,0.04105025,0.86584075,0.68548075,0.26144845
-5.98199100,2.38175793,0.01022105,0.07044146,0.52267375,0.64110189,0.03998259,0.84869280,0.66730324,0.25453167
-5.97598799,2.32416234,0.01036030,0.06832037,0.51146491,0.62207936,0.03882136,0.82988561,0.64827788,0.24711499
-5.96998499,2.26333822,0.01050374,0.06630117,0.49973160,0.60237344,0.03758284,0.80963667,0.62858506,0.23929581
-5.96398199,2.20008466,0.01065458,0.06440529,0.48763288,0.58231245,0.03628345,0.78815587,0.60837968,0.23116807
-5.95797899,2.13515506,0.01081596,0.06264792,0.47531280,0.56220721,0.03493954,0.76564533,0.58779305,0.22282130
-5.95197599,2.06925338,0.01099080,0.06103848,0.46289995,0.54234742,0.03356729,0.74229960,0.56693591,0.21433990
-5.94597299,2.00303308,0.01118169,0.05958141,0.45050779,0.52299938,0.03218251,0.71830632,0.54590235,0.20580264
-5.93996998,1.93709815,0.01139066,0.05827716,0.43823568,0.50440488,0.03080057,0.69384685,0.52477427,0.19728234
-5.93396698,1.87200592,0.01161911,0.05712324,0.42617050,0.48678132,0.02943623,0.66909705,0.50362596,0.18884569
-5.92796398,1.80827119,0.01186757,0.05611541,0.41438868,0.47032273,0.02810354,0.64422786,0.48252854,0.18055322
-5.92196098,1.74637128,0.01213565,0.05524881,0.40295862,0.45520180,0.02681576,0.61940574,0.46155398,0.17245929
-5.91595798,1.68675152,0.01242193,0.05451908,0.39194326,0.44157238,0.02558520,0.59479297,0.44077845,0.16461230
-5.90995498,1.62983096,0.01272390,0.05392328,0.38140285,0.42957255,0.02442318,0.57054774,0.42028487,0.15705481
-5.90395198,1.57600789,0.01303795,0.05346076,0.37139746,0.41932777,0.02333991,0.54682415,0.40016451,0.14982386
-5.89794897,1.52566487,0.01335945,0.05313372,0.36198950,0.41095411,0.02234443,0.52377213,0.38051773,0.14295125
-5.89194597,1.47917299,0.01368285,0.05294758,0.35324578,0.40456108,0.02144455,0.50153731,0.36145377,0.13646391
-5.88594297,1.43689514,0.01400184,0.05291105,0.34523908,0.40025409,0.02064683,0.48026088,0.34308972,0.13038432
-5.87993997,1.39918793,0.01430956,0.05303602,0.33804925,0.39813620,0.01995651,0.46007951,0.32554880,0.12473086
-5.87393697,1.36640220,0.01459885,0.05333706,0.33176344,0.39830905,0.01937752,0.44112518,0.30895799,0.11951821
-5.86793397,1.33888171,0.01486254,0.05383078,0.32647564,0.40087292,0.01891248,0.42352499,0.29344525,0.11475776
-5.86193097,1.31696010,0.01509373,0.05453489,0.32228529,0.40592573,0.01856269,0.40740091,0.27913645,0.11045787
-5.85592796,1.30095593,0.01528608,0.05546712,0.31929500,0.41356109,0.01832813,0.39286924,0.26615204,0.10662414
-5.84992496,1.29116578,0.01543410,0.05664397,0.31760741,0.42386547,0.01820748,0.38003990,0.25460380,0.10325957
-5.84392196,1.28785568,0.01553336,0.05807938,0.31732127,0.43691439,0.01819814,0.36901534,0.24459152,0.10036459
-5.83791896,1.29125099,0.01558070,0.05978338,0.31852671,0.45276810,0.01829622,0.35988916,0.23619995,0.09793705
-5.83191596,1.30152510,0.01557436,0.06176080,0.32130018,0.47146664,0.01849657,0.35274422,0.22949588,0.09597208
-5.82591296,1.31878751,0.01551403,0.06401000,0.32569892,0.49302474,0.01879281,0.34765054,0.22452567,0.09446182
-5.81990995,1.34307170,0.01540090,0.06652191,0.33175551,0.51742677,0.01917730,0.34466279,0.22131296,0.09339521
-5.81390695,1.37432361,0.01523750,0.06927919,0.33947266,0.54462194,0.01964123,0.34381768,0.21985702,0.09275765
-5.80790395,1.41239132,0.01502765,0.07225577,0.34881852,0.57452023,0.02017466,0.34513124,0.22013136,0.09253074
-5.80190095,1.45701665,0.01477621,0.07541664,0.35972296,0.60698909,0.02076654,0.34859633,0.22208305,0.09269200
-5.79589795,1.50782943,0.01448889,0.07871811,0.37207495,0.64185134,0.02140487,0.35418042,0.22563244,0.09321470
-5.78989495,1.56434494,0.01417192,0.08210843,0.38572135,0.67888445,0.02207680,0.36182392,0.23067356,0.09406790
-5.78389195,1.62596513,0.01383184,0.08552870,0.40046738,0.71782129,0.02276875,0.37143926,0.23707514,0.09521647
-5.77788894,1.69198387,0.01347518,0.08891434,0.41607874,0.75835250,0.02346668,0.38291088,0.24468227,0.09662141
-5.77188594,1.76159648,0.01310823,0.09219671,0.43228555,0.80013053,0.02415622,0.39609614,0.25331866,0.09824031
-5.76588294,1.83391341,0.01273677,0.09530510,0.44878803,0.84277521,0.02482300,0.41082747,0.26278963,0.10002797
-5.75987994,1.90797790,0.01236594,0.09816895,0.46526371,0.88588091,0.02545288,0.42691544,0.27288567,0.10193722
-5.75387694,1.98278705,0.01200006,0.10072006,0.48137605,0.92902483,0.02603227,0.44415298,0.28338652,0.10391982
-5.74787394,2.05731566,0.01164259,0.10289501,0.49678408,0.97177633,0.02654843,0.46232036,0.29406580,0.10592751
-5.74187094,2.13054204,0.01129607,0.10463738,0.51115269,1.01370702,0.02698977,0.48119099,0.30469597,0.10791315
-5.73586793,2.20147463,0.01096221,0.10589982,0.52416316,1.05440093,0.02734616,0.50053747,0.31505356,0.10983177
-5.72986493,2.26917844,0.01064191,0.10664595,0.53552354,1.09346470,0.02760921,0.52013794,0.32492452,0.11164170
-5.72386193,2.33280017,0.01033542,0.10685183,0.54497829,1.13053708,0.02777251,0.53978207,0.33410950,0.11330552
-5.71785893,2.39159078,0.01004248,0.10650710,0.55231690,1.16529744,0.02783184,0.55927666,0.34242891,0.11479094
-5.71185593,2.44492472,0.00976250,0.10561565,0.55738100,1.19747290,0.02778535,0.57845034,0.34972764,0.11607144
-5.70585293,2.49231456,0.00949472,0.10419585,0.56006972,1.22684364,0.02763362,0.59715726,0.35587920,0.11712676
-5.69984992,2.53342078,0.00923838,0.10228025,0.56034307,1.25324620,0.02737974,0.61527950,0.36078913,0.11794315
-5.69384692,2.56805599,0.00899286,0.09991493,0.55822318,1.27657467,0.02702926,0.63272814,0.36439773,0.11851331
-5.68784392,2.59618353,0.00875786,0.09715837,0.55379340,1.29677950,0.02659011,0.64944287,0.36668174,0.11883619
-5.68184092,2.61791071,0.00853343,0.09407997,0.54719537,1.31386425,0.02607241,0.66539038,0.36765513,0.11891653
-5.67583792,2.63347692,0.00832011,0.09075832,0.53862420,1.32788033,0.02548826,0.68056154,0.36736893,0.11876420
-5.66983492,2.64323765,0.00811888,0.08727925,0.52832208,1.33892002,0.02485145,0.69496760,0.36591005,0.11839339
-5.66383192,2.64764497,0.00793126,0.08373375,0.51657062,1.34710831,0.02417708,0.70863589,0.36339921,0.11782175
-5.65782891,2.64722599,0.00775919,0.08021590,0.50368231,1.35259396,0.02348122,0.72160505,0.35998806,0.11706939
-5.65182591,2.64256014,0.00760507,0.07682077,0.48999149,1.35554026,0.02278044,0.73392045,0.35585562,0.11615794
-5.64582291,2.63425682,0.00747160,0.07364250,0.47584527,1.35611624,0.02209138,0.74562990,0.35120411,0.11510970
-5.63981991,2.62293428,0.00736179,0.07077253,0.46159471,1.35448865,0.02143028,0.75678000,0.34625444,0.11394676
-5.63381691,2.60920102,0.00727881,0.06829806,0.44758667,1.35081533,0.02081252,0.76741342,0.34124139,0.11269039
-5.62781391,2.59364034,0.00722597,0.06630071,0.43415647,1.34524027,0.02025218,0.77756720,0.33640872,0.11136052
-5.62181091,2.57679863,0.00720658,0.06485549,0.42162169,1.33789068,0.01976166,0.78727204,0.33200432,0.10997544
-5.61580790,2.55917781,0.00722393,0.06403002,0.41027707,1.32887608,0.01935126,0.79655274,0.32827548,0.10855158
-5.60980490,2.54123170,0.00728121,0.06388398,0.40039067,1.31828961,0.01902892,0.80542945,0.32546441,0.10710363
-5.60380190,2.52336615,0.00738148,0.06446882,0.39220117,1.30621109,0.01879997,0.81391958,0.32380409,0.10564461
-5.59779890,2.50594236,0.00752757,0.06582761,0.38591616,1.29271183,0.01866695,0.82204023,0.32351440,0.10418620
-5.59179590,2.48928267,0.00772211,0.06799514,0.38171136,1.27786055,0.01862957,0.82981063,0.32479868,0.10273908
-5.58579290,2.47367787,0.00796743,0.07099809,0.37973059,1.26173010,0.01868468,0.83725445,0.32784052,0.10131327
