energy_ev,total_up,C_s_up,C_p_up,Hf_p_up,Hf_d_up,Mn_p_up,Mn_d_up,Se_s_up,Se_p_up
-5.68784392,1.14087246,0.00568740,0.01225191,0.27692940,0.15673800,0.50040346,0.18818535,0.00119444,0.82396107
-5.68184092,1.18287041,0.00523559,0.01353027,0.27922953,0.16710118,0.51532770,0.19154333,0.00127241,0.85391698
-5.67583792,1.22932061,0.00484715,0.01492189,0.28252406,0.17773096,0.53199214,0.19653717,0.00136339,0.88700388
-5.66983492,1.27954288,0.00451681,0.01642741,0.28662520,0.18852750,0.55008783,0.20308572,0.00146668,0.92273185
-5.66383192,1.33282502,0.00423892,0.01804661,0.29133423,0.19938981,0.56928371,0.21110247,0.00158154,0.96058387
-5.65782891,1.38844711,0.00400761,0.01977838,0.29644899,0.21021878,0.58923762,0.22049961,0.00170722,1.00003324
-5.65182591,1.44570389,0.00381697,0.02162066,0.30177091,0.22091992,0.60960650,0.23119166,0.00184290,1.04055973
-5.64582291,1.50392438,0.00366125,0.02357045,0.30711126,0.23140589,0.63005554,0.24309863,0.00198770,1.08166372
-5.63981991,1.56248795,0.00353492,0.02562378,0.31229636,0.24159844,0.65026583,0.25614850,0.00214065,1.12287792
-5.63381691,1.62083650,0.00343283,0.02777566,0.31717166,0.25142998,0.66994037,0.27027893,0.00230066,1.16377640
-5.62781391,1.67848243,0.00335026,0.03002002,0.32160472,0.26084448,0.68880849,0.28543825,0.00246654,1.20398061
-5.62181091,1.73501253,0.00328297,0.03234973,0.32548691,0.26979784,0.70662857,0.30158562,0.00263695,1.24316272
-5.61580790,1.79008811,0.00322726,0.03475653,0.32873413,0.27825771,0.72318938,0.31869043,0.00281043,1.28104626
-5.60980490,1.84344189,0.00317993,0.03723100,0.33128660,0.28620282,0.73831024,0.33673107,0.00298540,1.31740470
-5.60380190,1.89487229,0.00313834,0.03976258,0.33310786,0.29362188,0.75184028,0.35569302,0.00316020,1.35205830
-5.59779890,1.94423615,0.00310031,0.04233959,0.33418329,0.30051225,0.76365722,0.37556660,0.00333307,1.38486984
-5.59179590,1.99144040,0.00306418,0.04494924,0.33451832,0.30687837,0.77366601,0.39634435,0.00350227,1.41573993
-5.58579290,2.03643392,0.00302869,0.04757772,0.33413650,0.31273015,0.78179756,0.41801832,0.00366607,1.44460241
-5.57978989,2.07920002,0.00299301,0.05021031,0.33307768,0.31808149,0.78800789,0.44057747,0.00382286,1.47142029
-5.57378689,2.11975033,0.00295670,0.05283150,0.33139632,0.32294885,0.79227788,0.46400525,0.00397119,1.49618272
-5.56778389,2.15812048,0.00291961,0.05542517,0.32916017,0.32735023,0.79461359,0.48827758,0.00410985,1.51890319
-5.56178089,2.19436778,0.00288195,0.05797480,0.32644915,0.33130429,0.79504721,0.51336137,0.00423799,1.53961900
-5.55577789,2.22857087,0.00284417,0.06046368,0.32335457,0.33482991,0.79363842,0.53921366,0.00435511,1.55839198
-5.54977489,2.26083107,0.00280702,0.06287516,0.31997845,0.33794605,0.79047606,0.56578136,0.00446117,1.57531021
-5.54377189,2.29127508,0.00277146,0.06519292,0.31643299,0.34067188,0.78567962,0.59300178,0.00455662,1.59049028
-5.53776888,2.32005827,0.00273868,0.06740124,0.31283987,0.34302714,0.77940044,0.62080368,0.00464245,1.60407978
-5.53176588,2.34736804,0.00271006,0.06948520,0.30932932,0.34503263,0.77182205,0.64910887,0.00472016,1.61625929
-5.52576288,2.37342634,0.00268716,0.07143097,0.30603879,0.34671079,0.76315955,0.67783428,0.00479176,1.62724350
-5.51975988,2.39849074,0.00267168,0.07322598,0.30311113,0.34808617,0.75365760,0.70689420,0.00485973,1.63728083
-5.51375688,2.42285337,0.00266545,0.07485909,0.30069210,0.34918580,0.74358692,0.73620251,0.00492696,1.64665115
-5.50775388,2.44683717,0.00267035,0.07632071,0.29892729,0.35003935,0.73323918,0.76567486,0.00499667,1.65566143
-5.50175088,2.47078930,0.00268832,0.07760285,0.29795837,0.35067901,0.72292035,0.79523035,0.00507229,1.66463889
-5.49574787,2.49507144,0.00272125,0.07869917,0.29791886,0.35113898,0.71294262,0.82479270,0.00515734,1.67392200
-5.48974487,2.52004720,0.00277100,0.07960489,0.29892947,0.35145474,0.70361520,0.85429070,0.00525534,1.68384924
-5.48374187,2.54606710,0.00283926,0.08031678,0.30109328,0.35166199,0.69523432,0.88365779,0.00536963,1.69474623
-5.47773887,2.57345151,0.00292754,0.08083296,0.30449086,0.35179526,0.68807289,0.91283086,0.00550328,1.70691157
-5.47173587,2.60247259,0.00303709,0.08115280,0.30917582,0.35188645,0.68237033,0.94174804,0.00565897,1.72060213
-5.46573287,2.63333584,0.00316886,0.08127674,0.31517073,0.35196315,0.67832308,0.97034584,0.00583887,1.73601854
-5.45972986,2.66616257,0.00332341,0.08120609,0.32246398,0.35204707,0.67607614,0.99855559,0.00604457,1.75329158
-5.45372686,2.70097400,0.00350090,0.08094291,0.33100754,0.35215251,0.67571642,1.02629949,0.00627701,1.77247029
-5.44772386,2.73767821,0.00370100,0.08048982,0.34071598,0.35228503,0.67726784,1.05348645,0.00653647,1.79351246
-5.44172086,2.77606054,0.00392290,0.07984990,0.35146670,0.35244047,0.68068883,1.08000806,0.00682252,1.81627815
-5.43571786,2.81577837,0.00416529,0.07902661,0.36310158,0.35260431,0.68587214,1.10573505,0.00713405,1.84052667
-5.42971486,2.85636064,0.00442629,0.07802378,0.37542991,0.35275146,0.69264714,1.13051441,0.00746933,1.86591733
-5.42371186,2.89721236,0.00470353,0.07684560,0.38823259,0.35284648,0.70078437,1.15416751,0.00782600,1.89201403
-5.41770885,2.93762414,0.00499413,0.07549669,0.40126737,0.35284433,0.71000236,1.17648950,0.00820120,1.91829375
-5.41170585,2.97678656,0.00529471,0.07398221,0.41427504,0.35269144,0.71997613,1.19725011,0.00859158,1.94415847
-5.40570285,3.01380880,0.00560149,0.07230796,0.42698616,0.35232729,0.73034721,1.21619595,0.00899343,1.96895021
-5.39969985,3.04774088,0.00591030,0.07048057,0.43912827,0.35168617,0.74073460,1.23305435,0.00940272,1.99196867
-5.39369685,3.07759872,0.00621665,0.06850759,0.45043305,0.35069930,0.75074629,1.24753867,0.00981517,2.01249054
-5.38769385,3.10239105,0.00651584,0.06639769,0.46064337,0.34929697,0.75999075,1.25935491,0.01022632,2.02979007
-5.38169085,3.12114709,0.00680303,0.06416073,0.46951983,0.34741078,0.76808807,1.26820948,0.01063159,2.04315975
-5.37568784,3.13294402,0.00707333,0.06180785,0.47684662,0.34497587,0.77468025,1.27381769,0.01102630,2.05193065
-5.36968484,3.13693333,0.00732195,0.05935149,0.48243656,0.34193290,0.77944040,1.27591280,0.01140573,2.05549145
-5.36368184,3.13236503,0.00754424,0.05680539,0.48613506,0.33822997,0.78208045,1.27425516,0.01176512,2.05330564
-5.35767884,3.11860902,0.00773586,0.05418443,0.48782305,0.33382413,0.78235741,1.26864104,0.01209974,2.04492639
-5.35167584,3.09517304,0.00789285,0.05150458,0.48741882,0.32868274,0.78007794,1.25891089,0.01240492,2.03000861
-5.34567284,3.06171665,0.00801177,0.04878260,0.48487873,0.32278439,0.77510120,1.24495656,0.01267604,2.00831785
-5.33966983,3.01806098,0.00808975,0.04603585,0.48019692,0.31611956,0.76734024,1.22672729,0.01290865,1.97973615
-5.33366683,2.96419419,0.00812462,0.04328199,0.47340406,0.30869096,0.75676179,1.20423407,0.01309850,1.94426448
-5.32766383,2.90027250,0.00811493,0.04053867,0.46456533,0.30051358,0.74338489,1.17755234,0.01324158,1.90202218
-5.32166083,2.82661707,0.00806005,0.03782320,0.45377769,0.29161441,0.72727827,1.14682279,0.01333429,1.85324330
-5.31565783,2.74370699,0.00796015,0.03515225,0.44116658,0.28203204,0.70855683,1.11225031,0.01337346,1.79827034
-5.30965483,2.65216856,0.00781625,0.03254157,0.42688223,0.27181587,0.68737745,1.07410100,0.01335650,1.73754549
-5.30365183,2.55276148,0.00763015,0.03000574,0.41109569,0.26102537,0.66393416,1.03269746,0.01328148,1.67159990
-5.29764882,2.44636231,0.00740443,0.02755792,0.39399468,0.24972896,0.63845293,0.98841250,0.01314726,1.60104125
-5.29164582,2.33394569,0.00714237,0.02520974,0.37577938,0.23800291,0.61118622,0.94166138,0.01295354,1.52654006
-5.28564282,2.21656391,0.00684786,0.02297115,0.35665822,0.22593012,0.58240739,0.89289305,0.01270095,1.44881510
-5.27963982,2.09532534,0.00652530,0.02085043,0.33684381,0.21359872,0.55240505,0.84258046,0.01239111,1.36861836
-5.27363682,1.97137234,0.00617948,0.01885416,0.31654900,0.20110075,0.52147745,0.79121050,0.01202662,1.28671985
-5.26763382,1.84585905,0.00581545,0.01698732,0.29598318,0.18853070,0.48992704,0.73927371,0.01161104,1.20389268
-5.26163082,1.71992981,0.00543839,0.01525335,0.27534889,0.17598406,0.45805521,0.68725421,0.01114887,1.12089877
-5.25562781,1.59469863,0.00505346,0.01365440,0.25483866,0.16355591,0.42615727,0.63562014,0.01064543,1.03847542
-5.24962481,1.47123009,0.00466572,0.01219144,0.23463232,0.15133951,0.39451786,0.58481485,0.01010675,0.95732317
-5.24362181,1.35052246,0.00427996,0.01086449,0.21489464,0.13942497,0.36340669,0.53524915,0.00953943,0.87809505
-5.23761881,1.23349300,0.00390064,0.00967285,0.19577347,0.12789810,0.33307484,0.48729483,0.00895049,0.80138761
-5.23161581,1.12096611,0.00353175,0.00861534,0.17739825,0.11683925,0.30375163,0.44127948,0.00834715,0.72773375
-5.22561281,1.01366435,0.00317682,0.00769051,0.15987909,0.10632243,0.27564208,0.39748291,0.00773665,0.65759753
-5.21960980,0.91220255,0.00283882,0.00689682,0.14330632,0.09641459,0.24892509,0.35613496,0.00712612,0.59137101
-5.21360680,0.81708506,0.00252015,0.00623287,0.12775045,0.08717506,0.22375228,0.31741492,0.00652234,0.52937309
-5.20760380,0.72870592,0.00222264,0.00569752,0.11326274,0.07865522,0.20024765,0.28145221,0.00593159,0.47185027
-5.20160080,0.64735196,0.00194757,0.00529003,0.09987606,0.07089839,0.17850782,0.24832854,0.00535958,0.41897921
-5.19559780,0.57320837,0.00169571,0.00501016,0.08760629,0.06393989,0.15860305,0.21808099,0.00481126,0.37087091
-5.18959480,0.50636652,0.00146735,0.00485815,0.07645397,0.05780725,0.14057880,0.19070615,0.00429082,0.32757614
-5.18359180,0.44683349,0.00126237,0.00483481,0.06640627,0.05252059,0.12445786,0.16616493,0.00380159,0.28909202
-5.17758879,0.39454291,0.00108030,0.00494139,0.05743918,0.04809308,0.11024282,0.14438783,0.00334606,0.25536934
-5.17158579,0.34936660,0.00092041,0.00517954,0.04951981,0.04453148,0.09791891,0.12528053,0.00292591,0.22632022
-5.16558279,0.31112642,0.00078177,0.00555116,0.04260878,0.04183671,0.08745701,0.10872943,0.00254202,0.20182605
-5.15957979,0.27960608,0.00066330,0.00605826,0.03666251,0.04000436,0.07881662,0.09460715,0.00219455,0.18174504
-5.15357679,0.25456220,0.00056389,0.00670272,0.03163552,0.03902522,0.07194885,0.08277763,0.00188303,0.16591949
-5.14757379,0.23573449,0.00048240,0.00748611,0.02748247,0.03888569,0.06679917,0.07310076,0.00160646,0.15418225
-5.14157079,0.22285457,0.00041778,0.00840942,0.02415995,0.03956813,0.06330986,0.06543648,0.00136337,0.14636229
-5.13556778,0.21565327,0.00036906,0.00947284,0.02162807,0.04105112,0.06142204,0.05964815,0.00115197,0.14228933
-5.12956478,0.21386629,0.00033542,0.01067553,0.01985162,0.04330955,0.06107740,0.05560526,0.00097022,0.14179717
-5.12356178,0.21723801,0.00031618,0.01201537,0.01880091,0.04631475,0.06221922,0.05318530,0.00081592,0.14472599
-5.11755878,0.22552356,0.00031088,0.01348880,0.01845217,0.05003442,0.06479306,0.05227501,0.00068682,0.15092333
-5.11155578,0.23848915,0.00031921,0.01509065,0.01878758,0.05443257,0.06874688,0.05277085,0.00058064,0.16024398
-5.10555278,0.25591073,0.00034108,0.01681403,0.01979487,0.05946945,0.07403054,0.05457877,0.00049518,0.17254876
-5.09954977,0.27757123,0.00037651,0.01865026,0.02146653,0.06510138,0.08059502,0.05761349,0.00042833,0.18770230
-5.09354677,0.30325644,0.00042573,0.02058892,0.02379866,0.07128070,0.08839104,0.06179713,0.00037811,0.20556999
-5.08754377,0.33274993,0.00048902,0.02261786,0.02678943,0.07795569,0.09736745,0.06705750,0.00034269,0.22601421
-5.08154077,0.36582709,0.00056675,0.02472336,0.03043739,0.08507061,0.10746920,0.07332601,0.00032039,0.24889009
-5.07553777,0.40224875,0.00065932,0.02689030,0.03473940,0.09256571,0.11863529,0.08053534,0.00030972,0.27404087
-5.06953477,0.44175460,0.00076707,0.02910243,0.03968855,0.10037744,0.13079642,0.08861704,0.00030928,0.30129329
-5.06353177,0.48405676,0.00089027,0.03134259,0.04527197,0.10843866,0.14387291,0.09749905,0.00031785,0.33045298
-5.05752876,0.52883388,0.00102901,0.03359311,0.05146871,0.11667902,0.15777252,0.10710343,0.00033430,0.36130033
-5.05152576,0.57572609,0.00118319,0.03583610,0.05824777,0.12502535,0.17238875,0.11734426,0.00035758,0.39358697
-5.04552276,0.62433122,0.00135244,0.03805386,0.06556640,0.13340225,0.18759940,0.12812586,0.00038673,0.42703311
-5.03951976,0.67420251,0.00153605,0.04022923,0.07336873,0.14173268,0.20326576,0.13934160,0.00042082,0.46132604
-5.03351676,0.72484829,0.00173297,0.04234598,0.08158493,0.14993878,0.21923236,0.15087309,0.00045896,0.49611998
-5.02751376,0.77573378,0.00194175,0.04438911,0.09013088,0.15794265,0.23532750,0.16259013,0.00050027,0.53103739
-5.02151076,0.82628513,0.00216052,0.04634526,0.09890843,0.16566734,0.25136459,0.17435131,0.00054388,0.56567206
-5.01550775,0.87589604,0.00238699,0.04820291,0.10780640,0.17303788,0.26714433,0.18600529,0.00058893,0.59959383
-5.00950475,0.92393672,0.00261850,0.04995271,0.11670221,0.17998243,0.28245776,0.19739288,0.00063454,0.63235510
-5.00350175,0.96976517,0.00285198,0.05158760,0.12546417,0.18643345,0.29709012,0.20834974,0.00067985,0.66349895
-4.99749875,1.01274055,0.00308409,0.05310305,0.13395439,0.19232900,0.31082541,0.21870971,0.00072404,0.69256877
-4.99149575,1.05223822,0.00331122,0.05449707,0.14203224,0.19761401,0.32345169,0.22830863,0.00076630,0.71911905
-4.98549275,1.08766595,0.00352959,0.05577030,0.14955823,0.20224152,0.33476663,0.23698859,0.00080590,0.74272697
-4.97948974,1.11848078,0.00373538,0.05692598,0.15639808,0.20617392,0.34458348,0.24460232,0.00084217,0.76300449
-4.97348674,1.14420569,0.00392480,0.05796986,0.16242708,0.20938410,0.35273694,0.25101756,0.00087456,0.77961030
-4.96748374,1.16444558,0.00409423,0.05891013,0.16753418,0.21185639,0.35908880,0.25612139,0.00090266,0.79226117
-4.96148074,1.17890166,0.00424031,0.05975718,0.17162601,0.21358736,0.36353312,0.25982400,0.00092619,0.80074223
-4.95547774,1.18738364,0.00436007,0.06052351,0.17463041,0.21458638,0.36600065,0.26206200,0.00094509,0.80491561
-4.94947474,1.18981904,0.00445102,0.06122344,0.17649935,0.21487594,0.36646229,0.26280100,0.00095947,0.80472702
-4.94347174,1.18625931,0.00451125,0.06187292,0.17721126,0.21449160,0.36493139,0.26203724,0.00096968,0.80020999
-4.93746873,1.17688215,0.00453945,0.06248934,0.17677244,0.21348172,0.36146487,0.25979832,0.00097630,0.79148731
-4.93146573,1.16199000,0.00453503,0.06309130,0.17521761,0.21190688,0.35616290,0.25614293,0.00098014,0.77876980
-4.92546273,1.14200472,0.00449808,0.06369848,0.17260961,0.20983891,0.34916727,0.25115949,0.00098227,0.76235221
-4.91945973,1.11745854,0.00442939,0.06433153,0.16903814,0.20735983,0.34065838,0.24496392,0.00098398,0.74260642
-4.91345673,1.08898164,0.00433043,0.06501194,0.16461768,0.20456042,0.33085117,0.23769649,0.00098681,0.71997229
-4.90745373,1.05728691,0.00420328,0.06576210,0.15948468,0.20153866,0.31998976,0.22951791,0.00099249,0.69494629
-4.90145073,1.02315238,0.00405057,0.06660523,0.15379402,0.19839807,0.30834145,0.22060495,0.00100294,0.66806866
-4.89544772,0.98740206,0.00387537,0.06756547,0.14771508,0.19524593,0.29618991,0.21114557,0.00102023,0.63990934
-4.88944472,0.95088585,0.00368113,0.06866793,0.14142733,0.19219140,0.28382806,0.20133394,0.00104654,0.61105330
-4.88344172,0.91445925,0.00347153,0.06993866,0.13511576,0.18934381,0.27155074,0.19136546,0.00108412,0.58208583
-4.87743872,0.87896350,0.00325035,0.07140473,0.12896628,0.18681074,0.25964749,0.18143195,0.00113527,0.55357833
-4.87143572,0.84520677,0.00302142,0.07309405,0.12316112,0.18469638,0.24839560,0.17171721,0.00120224,0.52607490
-4.86543272,0.81394686,0.00278846,0.07503529,0.11787448,0.18309978,0.23805364,0.16239317,0.00128718,0.50008035
-4.85942971,0.78587593,0.00255500,0.07725748,0.11326848,0.18211329,0.22885565,0.15361649,0.00139214,0.47604977
-4.85342671,0.76160743,0.00232430,0.07978965,0.10948945,0.18182105,0.22100611,0.14552600,0.00151895,0.45438001
-4.84742371,0.74166555,0.00209927,0.08266020,0.10666479,0.18229758,0.21467576,0.13824082,0.00166919,0.43540314
-4.84142071,0.72647722,0.00188247,0.08589619,0.10490022,0.18360651,0.20999839,0.13185913,0.00184416,0.41938203
-4.83541771,0.71636682,0.00167599,0.08952252,0.10427763,0.18579942,0.20706857,0.12645778,0.00204478,0.40650795
-4.82941471,0.71155347,0.00148151,0.09356102,0.10485354,0.18891487,0.20594038,0.12209248,0.00227163,0.39690024
-4.82341171,0.71215082,0.00130030,0.09802943,0.10665805,0.19297762,0.20662717,0.11879862,0.00252484,0.39060783
-4.81740870,0.71816936,0.00113318,0.10294049,0.10969449,0.19799811,0.20910221,0.11659259,0.00280415,0.38761244
-4.81140570,0.72952090,0.00098061,0.10830102,0.11393955,0.20397211,0.21330034,0.11547352,0.00310887,0.38783337
-4.80540270,0.74602516,0.00084270,0.11411116,0.11934410,0.21088085,0.21912040,0.11542532,0.00343789,0.39113348
-4.79939970,0.76741816,0.00071923,0.12036369,0.12583450,0.21869127,0.22642859,0.11641896,0.00378974,0.39732628
-4.79339670,0.79336218,0.00060977,0.12704371,0.13331456,0.22735675,0.23506240,0.11841480,0.00416260,0.40618373
-4.78739370,0.82345691,0.00051366,0.13412844,0.14166791,0.23681806,0.24483529,0.12136497,0.00455438,0.41744452
-4.78139070,0.85725154,0.00043007,0.14158727,0.15076101,0.24700466,0.25554176,0.12521556,0.00496278,0.43082266
-4.77538769,0.89425721,0.00035811,0.14938219,0.16044645,0.25783617,0.26696284,0.12990867,0.00538535,0.44601589
-4.76938469,0.93395961,0.00029677,0.15746829,0.17056669,0.26922408,0.27887177,0.13538419,0.00581958,0.46271378
-4.76338169,0.97583108,0.00024504,0.16579454,0.18095804,0.28107340,0.29103970,0.14158113,0.00626299,0.48060533
-4.75737869,1.01934191,0.00020191,0.17430470,0.19145487,0.29328444,0.30324128,0.14843861,0.00671313,0.49938561
-4.75137569,1.06397048,0.00016640,0.18293830,0.20189379,0.30575434,0.31525992,0.15589642,0.00716771,0.51876154
-4.74537269,1.10921174,0.00013758,0.19163166,0.21211784,0.31837852,0.32689263,0.16389512,0.00762458,0.53845645
-4.73936968,1.15458396,0.00011457,0.20031887,0.22198051,0.33105173,0.33795422,0.17237569,0.00808177,0.55821351
-4.73336668,1.19963357,0.00009657,0.20893273,0.23134942,0.34366895,0.34828079,0.18127882,0.00853746,0.57779786
-4.72736368,1.24393812,0.00008286,0.21740552,0.24010972,0.35612585,0.35773245,0.19054399,0.00898999,0.59699768
-4.72136068,1.28710742,0.00007279,0.22566978,0.24816696,0.36831911,0.36619520,0.20010821,0.00943775,0.61562422
-4.71535768,1.32878335,0.00006581,0.23365890,0.25544948,0.38014641,0.37358193,0.20990484,0.00987915,0.63351093
-4.70935468,1.36863852,0.00006141,0.24130772,0.26191028,0.39150644,0.37983269,0.21986238,0.01031253,0.65051215
-4.70335168,1.40637443,0.00005917,0.24855310,0.26752839,0.40229885,0.38491424,0.22990354,0.01073605,0.66650130
-4.69734867,1.44171960,0.00005874,0.25533453,0.27230970,0.41242440,0.38881897,0.23994467,0.01114763,0.68136916
-4.69134567,1.47442825,0.00005980,0.26159493,0.27628739,0.42178538,0.39156337,0.24989560,0.01154485,0.69502227
-4.68534267,1.50427991,0.00006212,0.26728151,0.27952189,0.43028642,0.39318612,0.25966014,0.01192491,0.70738172
-4.67933967,1.53108044,0.00006548,0.27234700,0.28210060,0.43783586,0.39374603,0.26913715,0.01228458,0.71838259
-4.67333667,1.55466465,0.00006972,0.27675102,0.28413727,0.44434751,0.39331979,0.27822231,0.01262021,0.72797389
-4.66733367,1.57490050,0.00007473,0.28046174,0.28577119,0.44974306,0.39199978,0.28681048,0.01292778,0.73611924
-4.66133067,1.59169478,0.00008042,0.28345772,0.28716604,0.45395484,0.38989187,0.29479857,0.01320297,0.74279798
-4.65532766,1.60499984,0.00008673,0.28572992,0.28850863,0.45692892,0.38711327,0.30208881,0.01344125,0.74800662
-4.64932466,1.61482089,0.00009364,0.28728365,0.29000727,0.45862834,0.38379048,0.30859229,0.01363811,0.75176043
-4.64332166,1.62122307,0.00010117,0.28814047,0.29188973,0.45903629,0.38005720,0.31423247,0.01378914,0.75409472
