energy_ev,total_up,N_s_up,N_p_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-6.00000000,32.77065027,0.02631410,0.20890761,0.04342731,0.83167326,1.07540116,31.39076585
-5.99399700,31.82034633,0.02627482,0.19907230,0.04374837,0.81454521,1.05862693,30.44443996
-5.98799400,30.85714895,0.02627162,0.18952660,0.04432090,0.79612260,1.04020759,29.48703938
-5.98199100,29.89443115,0.02630703,0.18027870,0.04516337,0.77657446,1.02022987,28.53176658
-5.97598799,28.94587512,0.02638251,0.17133388,0.04629422,0.75608491,0.99879734,27.59208171
-5.96998499,28.02525620,0.02649829,0.16269556,0.04773157,0.73484800,0.97602903,26.68149124
-5.96398199,27.14622106,0.02665333,0.15436625,0.04949286,0.71306286,0.95205802,25.81333217
-5.95797899,26.32206219,0.02684532,0.14634843,0.05159445,0.69092882,0.92702991,25.00055359
-5.95197599,25.56549086,0.02707078,0.13864518,0.05405109,0.66864113,0.90110123,24.25549767
-5.94597299,24.88841118,0.02732523,0.13126083,0.05687538,0.64638702,0.87443765,23.58968236
-5.93996998,24.30169796,0.02760339,0.12420116,0.06007720,0.62434235,0.84721201,23.01358850
-5.93396698,23.81498160,0.02789950,0.11747359,0.06366307,0.60266883,0.81960222,22.53645418
-5.92796398,23.43644345,0.02820769,0.11108702,0.06763558,0.58151190,0.79178898,22.16607971
-5.92196098,23.17262554,0.02852236,0.10505156,0.07199278,0.56099914,0.76395324,21.90864690
-5.91595798,23.02825876,0.02883858,0.09937803,0.07672772,0.54123927,0.73627369,21.76855651
-5.90995498,23.00611401,0.02915257,0.09407737,0.08182801,0.52232166,0.70892393,21.74828820
-5.90395198,23.10688081,0.02946202,0.08915990,0.08727549,0.50431627,0.68206983,21.84828738
-5.89794897,23.32907815,0.02976650,0.08463460,0.09304611,0.48727403,0.65586674,22.06688344
-5.89194597,23.66900208,0.03006772,0.08050829,0.09910988,0.47122747,0.63045692,22.40024375
-5.88594297,24.12071447,0.03036977,0.07678492,0.10543102,0.45619166,0.60596715,22.84236758
-5.87993997,24.67607662,0.03067923,0.07346487,0.11196830,0.44216538,0.58250669,23.38512350
-5.87393697,25.32483095,0.03100519,0.07054442,0.11867551,0.42913247,0.56016555,24.01833326
-5.86793397,26.05473268,0.03135917,0.06801528,0.12550210,0.41706331,0.53901335,24.72990377
-5.86193097,26.85173231,0.03175492,0.06586434,0.13239398,0.40591651,0.51909866,25.50600815
-5.85592796,27.70020809,0.03220818,0.06407361,0.13929443,0.39564063,0.50044897,26.33131450
-5.84992496,28.58324588,0.03273629,0.06262023,0.14614509,0.38617614,0.48307129,27.18926022
-5.84392196,29.48296198,0.03335778,0.06147683,0.15288704,0.37745738,0.46695331,28.06236716
-5.83791896,30.38086247,0.03409186,0.06061190,0.15946189,0.36941466,0.45206521,28.93259144
-5.83191596,31.25823072,0.03495799,0.05999039,0.16581289,0.36197642,0.43836192,29.78169975
-5.82591296,32.09653304,0.03597528,0.05957450,0.17188597,0.35507135,0.42578582,30.59166253
-5.81990995,32.87783103,0.03716201,0.05932441,0.17763079,0.34863053,0.41426970,31.34505277
-5.81390695,33.58518784,0.03853515,0.05919927,0.18300159,0.34258942,0.40373990,32.02543837
-5.80790395,34.20305561,0.04010991,0.05915809,0.18795804,0.33688974,0.39411947,32.61775562
-5.80190095,34.71763074,0.04189928,0.05916072,0.19246588,0.33148097,0.38533113,33.10865120
-5.79589795,35.11716478,0.04391368,0.05916873,0.19649741,0.32632168,0.37730004,33.48678085
-5.78989495,35.39221981,0.04616065,0.05914630,0.20003186,0.32138035,0.36995601,33.74305423
