energy_ev,total_up,C_s_up,C_p_up,Co_p_up,Co_d_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up
-5.64582291,3.40910029,0.01977099,0.10097416,0.62492324,0.84695527,0.41116777,0.11494758,2.08519930,0.00000000
-5.63981991,3.59571591,0.02118756,0.10541331,0.66921888,0.89028470,0.43015787,0.12195061,2.20304947,0.00000000
-5.63381691,3.77461883,0.02258767,0.10945945,0.71396652,0.93115004,0.44779097,0.12879034,2.31679099,0.00000000
-5.62781391,3.94408010,0.02395653,0.11306031,0.75890158,0.96909046,0.46388572,0.13540391,2.42538547,0.00000000
-5.62181091,4.10247174,0.02527914,0.11616960,0.80373795,1.00367760,0.47828388,0.14172938,2.52784681,0.00000000
-5.61580790,4.24829298,0.02654059,0.11874801,0.84816761,1.03452409,0.49085311,0.14770673,2.62325575,0.00000000
-5.60980490,4.38019326,0.02772638,0.12076403,0.89186072,1.06129125,0.50148893,0.15327889,2.71077248,0.00000000
-5.60380190,4.49699140,0.02882276,0.12219467,0.93446643,1.08369578,0.51011591,0.15839269,2.78964720,0.00000000
-5.59779890,4.59769110,0.02981697,0.12302588,0.97561453,1.10151535,0.51668809,0.16299986,2.85922856,0.00000000
-5.59179590,4.68149259,0.03069762,0.12325289,1.01491834,1.11459277,0.52118866,0.16705795,2.91897012,0.00000000
-5.58579290,4.74780066,0.03145490,0.12288028,1.05197885,1.12283884,0.52362904,0.17053127,2.96843505,0.00000000
-5.57978989,4.79622927,0.03208083,0.12192187,1.08639030,1.12623372,0.52404744,0.17339165,3.00729902,0.00000000
-5.57378689,4.82660289,0.03256944,0.12040054,1.11774728,1.12482669,0.52250703,0.17561927,3.03535181,0.00000000
-5.56778389,4.83895508,0.03291690,0.11834771,1.14565314,1.11873451,0.51909388,0.17720328,3.05249755,0.00000000
-5.56178089,4.83352437,0.03312159,0.11580287,1.16972968,1.10813813,0.51391482,0.17814240,3.05875408,0.00000000
-5.55577789,4.81074790,0.03318410,0.11281291,1.18962777,1.09327809,0.50709529,0.17844531,3.05425122,0.00000000
-5.54977489,4.77125307,0.03310714,0.10943132,1.20503864,1.07444858,0.49877731,0.17813096,3.03922845,0.00000000
-5.54377189,4.71584735,0.03289548,0.10571739,1.21570528,1.05199033,0.48911768,0.17722875,3.01403182,0.00000000
-5.53776888,4.64550674,0.03255568,0.10173535,1.22143365,1.02628263,0.47828643,0.17577851,2.97911028,0.00000000
-5.53176588,4.56136290,0.03209593,0.09755345,1.22210307,0.99773470,0.46646564,0.17383036,2.93501140,0.00000000
-5.52576288,4.46468944,0.03152570,0.09324303,1.21767539,0.96677672,0.45384847,0.17144447,2.88237665,0.00000000
-5.51975988,4.35688751,0.03085550,0.08887768,1.20820243,0.93385079,0.44063862,0.16869064,2.82193602,0.00000000
-5.51375688,4.23947112,0.03009650,0.08453237,1.19383137,0.89940226,0.42704989,0.16564779,2.75450233,0.00000000
-5.50775388,4.11405226,0.02926024,0.08028262,1.17480774,0.86387165,0.41330611,0.16240339,2.68096503,0.00000000
-5.50175088,3.98232638,0.02835835,0.07620375,1.15147583,0.82768749,0.39964107,0.15905280,2.60228356,0.00000000
-5.49574787,3.84605804,0.02740221,0.07237025,1.12427637,0.79126030,0.38629857,0.15569853,2.51948049,0.00000000
-5.48974487,3.70706724,0.02640278,0.06885510,1.09374163,0.75497801,0.37353235,0.15244947,2.43363412,0.00000000
-5.48374187,3.56721610,0.02537035,0.06572930,1.06048779,0.71920263,0.36160594,0.14942011,2.34587082,0.00000000
-5.47773887,3.42839600,0.02431448,0.06306133,1.02520507,0.68426850,0.35079212,0.14672957,2.25735679,0.00000000
-5.47173587,3.29251479,0.02324385,0.06091680,0.98864565,0.65048182,0.34137217,0.14450075,2.16928929,0.00000000
-5.46573287,3.16148374,0.02216628,0.05935803,0.95160981,0.61812134,0.33363446,0.14285916,2.08288704,0.00000000
-5.45972986,3.03720367,0.02108873,0.05844371,0.91493061,0.58743994,0.32787263,0.14193178,1.99937959,0.00000000
-5.45372686,2.92154977,0.02001735,0.05822858,0.87945740,0.55866687,0.32438299,0.14184568,1.91999548,0.00000000
-5.44772386,2.81635440,0.01895762,0.05876305,0.84603865,0.53201013,0.32346119,0.14272637,1.84594879,0.00000000
-5.44172086,2.72338744,0.01791440,0.06009280,0.81550432,0.50765885,0.32539823,0.14469600,1.77842403,0.00000000
-5.43571786,2.64433355,0.01689209,0.06225835,0.78864811,0.48578509,0.33047552,0.14787125,1.71855907,0.00000000
-5.42971486,2.58076634,0.01589469,0.06529455,0.76621007,0.46654499,0.33895924,0.15236092,1.66742619,0.00000000
-5.42371186,2.53411922,0.01492598,0.06922996,0.74885963,0.45007884,0.35109398,0.15826332,1.62601127,0.00000000
-5.41770885,2.50565326,0.01398949,0.07408619,0.73717954,0.43651014,0.36709575,0.16566335,1.59519151,0.00000000
-5.41170585,2.49642292,0.01308862,0.07987714,0.73165109,0.42594339,0.38714451,0.17462949,1.57571205,0.00000000
-5.40570285,2.50724034,0.01222666,0.08660818,0.73264069,0.41846093,0.41137651,0.18521066,1.56816233,0.00000000
-5.39969985,2.53863978,0.01140674,0.09427525,0.74038850,0.41411875,0.43987653,0.19743315,1.57295291,0.00000000
-5.39369685,2.59084380,0.01063181,0.10286398,0.75499919,0.41294184,0.47267052,0.21129766,1.59029403,0.00000000
-5.38769385,2.66373289,0.00990460,0.11234881,0.77643547,0.41491911,0.50971873,0.22677669,1.62017674,0.00000000
-5.38169085,2.75682078,0.00922754,0.12269211,0.80451450,0.41999854,0.55090993,0.24381237,1.66235822,0.00000000
-5.37568784,2.86923717,0.00860269,0.13384356,0.83890774,0.42808292,0.59605685,0.26231487,1.71635210,0.00000000
-5.36968484,2.99971977,0.00803165,0.14573945,0.87914437,0.43902644,0.64489325,0.28216163,1.78142505,0.00000000
-5.36368184,3.14661729,0.00751550,0.15830246,0.92461858,0.45263278,0.69707298,0.30319737,1.85660052,0.00000000
-5.35767884,3.30790428,0.00705477,0.17144145,0.97460067,0.46865478,0.75217114,0.32523517,1.94067008,0.00000000
-5.35167584,3.48120869,0.00664937,0.18505178,1.02825202,0.48679601,0.80968764,0.34805847,2.03221274,0.00000000
-5.34567284,3.66385184,0.00629860,0.19901587,1.08464351,0.50671438,0.86905302,0.37142426,2.12962206,0.00000000
-5.33966983,3.85290042,0.00600117,0.21320415,1.14277719,0.52802765,0.92963681,0.39506709,2.23114044,0.00000000
-5.33366683,4.04522896,0.00575523,0.22747654,1.20161037,0.55032088,0.99075794,0.41870424,2.33489962,0.00000000
-5.32766383,4.23759096,0.00555844,0.24168428,1.26008145,0.57315539,1.05169723,0.44204152,2.43896607,0.00000000
-5.32166083,4.42669606,0.00540802,0.25567218,1.31713671,0.59607898,1.11171140,0.46477986,2.54138951,0.00000000
-5.31565783,4.60929055,0.00530089,0.26928133,1.37175679,0.61863701,1.17004833,0.48662226,2.64025265,0.00000000
-5.30965483,4.78223776,0.00523371,0.28235216,1.42298211,0.64038368,1.22596290,0.50728107,2.73372013,0.00000000
-5.30365183,4.94259542,0.00520306,0.29472779,1.46993608,0.66089320,1.27873302,0.52648514,2.82008451,0.00000000
-5.29764882,5.08768661,0.00520548,0.30625761,1.51184512,0.67977026,1.32767508,0.54398683,2.89780758,0.00000000
-5.29164582,5.21516166,0.00523762,0.31680101,1.54805481,0.69665924,1.37215856,0.55956847,2.96555494,0.00000000
-5.28564282,5.32304853,0.00529629,0.32623111,1.57804153,0.71125202,1.41161902,0.57304806,3.02222293,0.00000000
-5.27963982,5.40978998,0.00537859,0.33443837,1.60141915,0.72329387,1.44556922,0.58428417,3.06695661,0.00000000
-5.27363682,5.47426648,0.00548193,0.34133399,1.61794080,0.73258728,1.47360798,0.59317967,3.09915861,0.00000000
-5.26763382,5.51580450,0.00560412,0.34685295,1.62749577,0.73899383,1.49542659,0.59968429,3.11848881,0.00000000
-5.26163082,5.53417068,0.00574338,0.35095653,1.63010196,0.74243390,1.51081263,0.60379596,3.12485542,0.00000000
-5.25562781,5.52955289,0.00589840,0.35363420,1.62589459,0.74288460,1.51965129,0.60556079,3.11839849,0.00000000
-5.24962481,5.50252989,0.00606831,0.35490480,1.61511192,0.74037595,1.52192416,0.60507176,3.09946712,0.00000000
-5.24362181,5.45403175,0.00625270,0.35481691,1.59807889,0.73498592,1.51770594,0.60246621,3.06859209,0.00000000
-5.23761881,5.38529334,0.00645156,0.35344829,1.57518975,0.72683434,1.50715912,0.59792211,3.02645551,0.00000000
-5.23161581,5.29780337,0.00666532,0.35090442,1.54689056,0.71607637,1.49052710,0.59165323,2.97385931,0.00000000
-5.22561281,5.19325149,0.00689472,0.34731613,1.51366245,0.70289572,1.46812605,0.58390346,2.91169412,0.00000000
-5.21960980,5.07347555,0.00714079,0.34283629,1.47600647,0.68749795,1.44033587,0.57494027,2.84091009,0.00000000
-5.21360680,4.94041093,0.00740475,0.33763568,1.43443046,0.67010420,1.40759057,0.56504749,2.76249053,0.00000000
-5.20760380,4.79604348,0.00768795,0.33189811,1.38943839,0.65094553,1.37036836,0.55451767,2.67742937,0.00000000
-5.20160080,4.64236693,0.00799173,0.32581494,1.34152233,0.63025793,1.32918168,0.54364415,2.58671276,0.00000000
-5.19559780,4.48134550,0.00831728,0.31957914,1.29115690,0.60827820,1.28456738,0.53271295,2.49130475,0.00000000
-5.18959480,4.31488175,0.00866558,0.31337916,1.23879598,0.58524047,1.23707711,0.52199479,2.39213703,0.00000000
-5.18359180,4.14478968,0.00903718,0.30739268,1.18487140,0.56137357,1.18726817,0.51173736,2.29010196,0.00000000
-5.17758879,3.97277246,0.00943210,0.30178057,1.12979299,0.53689892,1.13569475,0.50215816,2.18604842,0.00000000
-5.17158579,3.80040461,0.00984969,0.29668136,1.07394952,0.51202888,1.08289964,0.49343793,2.08077959,0.00000000
-5.16558279,3.62911770,0.01028849,0.29220623,1.01771011,0.48696556,1.02940660,0.48571517,1.97505200,0.00000000
-5.15957979,3.46018950,0.01074613,0.28843497,0.96142549,0.46189975,0.97571320,0.47908171,1.86957505,0.00000000
-5.15357679,3.29473595,0.01121922,0.28541298,0.90542891,0.43701007,0.92228450,0.47357963,1.76501057,0.00000000
-5.14757379,3.13370586,0.01170334,0.28314946,0.85003632,0.41246222,0.86954745,0.46919982,1.66197198,0.00000000
-5.14157079,2.97787835,0.01219300,0.28161695,0.79554578,0.38840825,0.81788620,0.46588206,1.56102296,0.00000000
-5.13556778,2.82786319,0.01268168,0.28075231,0.74223605,0.36498599,0.76763847,0.46351699,1.46267552,0.00000000
-5.12956478,2.68410411,0.01316195,0.28045905,0.69036456,0.34231857,0.71909308,0.46194973,1.36738783,0.00000000
-5.12356178,2.54688554,0.01362560,0.28061103,0.64016484,0.32051418,0.67248869,0.46098539,1.27556193,0.00000000
-5.11755878,2.41634289,0.01406383,0.28105738,0.59184379,0.29966608,0.62801395,0.46039600,1.18754193,0.00000000
-5.11155578,2.29247650,0.01446748,0.28162849,0.54557905,0.27985293,0.58580896,0.45992902,1.10361288,0.00000000
-5.10555278,2.17516918,0.01482737,0.28214282,0.50151672,0.26113963,0.54596811,0.45931686,1.02400083,0.00000000
-5.09954977,2.06420719,0.01513453,0.28241419,0.45976976,0.24357842,0.50854414,0.45828717,0.94887436,0.00000000
-5.09354677,1.95930389,0.01538062,0.28225945,0.42041722,0.22721052,0.47355339,0.45657362,0.87834769,0.00000000
-5.08754377,1.86012562,0.01555817,0.28150592,0.38350451,0.21206812,0.44098189,0.45392642,0.81248540,0.00000000
-5.08154077,1.76631856,0.01566095,0.27999850,0.34904459,0.19817662,0.41079212,0.45012253,0.75130872,0.00000000
-5.07553777,1.67753570,0.01568423,0.27760612,0.31702031,0.18555710,0.38293010,0.44497477,0.69480307,0.00000000
-5.06953477,1.59346252,0.01562504,0.27422712,0.28738752,0.17422880,0.35733250,0.43833967,0.64292647,0.00000000
-5.06353177,1.51384034,0.01548230,0.26979351,0.26007904,0.16421149,0.33393349,0.43012364,0.59561843,0.00000000
-5.05752876,1.43848611,0.01525701,0.26427383,0.23500908,0.15552760,0.31267085,0.42028718,0.55280869,0.00000000
-5.05152576,1.36730776,0.01495223,0.25767460,0.21207806,0.14820384,0.29349129,0.40884700,0.51442550,0.00000000
-5.04552276,1.30031431,0.01457309,0.25004031,0.19117740,0.14227234,0.27635458,0.39587609,0.48040268,0.00000000
-5.03951976,1.23762035,0.01412663,0.24145192,0.17219431,0.13777101,0.26123640,0.38150160,0.45068539,0.00000000
-5.03351676,1.17944472,0.01362172,0.23202414,0.15501620,0.13474329,0.24812983,0.36590089,0.42523408,0.00000000
-5.02751376,1.12610354,0.01306871,0.22190154,0.13953457,0.13323701,0.23704540,0.34929580,0.40402648,0.00000000
-5.02151076,1.07799821,0.01247926,0.21125379,0.12564842,0.13330259,0.22800987,0.33194569,0.38705771,0.00000000
-5.01550775,1.03559895,0.01186594,0.20027024,0.11326699,0.13499051,0.22106377,0.31413938,0.37433848,0.00000000
-5.00950475,0.99942497,0.01124193,0.18915401,0.10231180,0.13834829,0.21625798,0.29618650,0.36589163,0.00000000
-5.00350175,0.97002243,0.01062068,0.17811613,0.09271818,0.14341705,0.21364951,0.27840866,0.36174739,0.00000000
-4.99749875,0.94794123,0.01001553,0.16736962,0.08443605,0.15022789,0.21329684,0.26113072,0.36193763,0.00000000
-4.99149575,0.93371196,0.00943944,0.15712394,0.07743036,0.15879827,0.21525502,0.24467256,0.36648969,0.00000000
-4.98549275,0.92782410,0.00890466,0.14758000,0.07168092,0.16912863,0.21957091,0.22934156,0.37542016,0.00000000
-4.97948974,0.93070640,0.00842249,0.13892564,0.06718199,0.18119951,0.22627866,0.21542600,0.38872900,0.00000000
-4.97348674,0.94271030,0.00800304,0.13133191,0.06394148,0.19496924,0.23539586,0.20318949,0.40639460,0.00000000
-4.96748374,0.96409691,0.00765506,0.12495004,0.06197993,0.21037252,0.24692036,0.19286643,0.42836988,0.00000000
-4.96148074,0.99502786,0.00738581,0.11990901,0.06132924,0.22731992,0.26082804,0.18465858,0.45457976,0.00000000
-4.95547774,1.03556021,0.00720096,0.11631386,0.06203126,0.24569838,0.27707142,0.17873252,0.48492015,0.00000000
-4.94947474,1.08564504,0.00710450,0.11424452,0.06413610,0.26537281,0.29557931,0.17521796,0.51925845,0.00000000
-4.94347174,1.14512957,0.00709875,0.11375511,0.06770035,0.28618859,0.31625732,0.17420679,0.55743544,0.00000000
-4.93746873,1.21376222,0.00718430,0.11487358,0.07278499,0.30797508,0.33898918,0.17575257,0.59926848,0.00000000
-4.93146573,1.29119992,0.00736009,0.11760171,0.07945324,0.33054977,0.36363874,0.17987057,0.64455562,0.00000000
-4.92546273,1.37701719,0.00762339,0.12191525,0.08776808,0.35372311,0.39005249,0.18653800,0.69308054,0.00000000
-4.91945973,1.47071618,0.00796991,0.12776436,0.09778979,0.37730360,0.41806248,0.19569456,0.74461771,0.00000000
-4.91345673,1.57173724,0.00839382,0.13507410,0.10957323,0.40110303,0.44748935,0.20724322,0.79893782,0.00000000
-4.90745373,1.67946966,0.00888788,0.14374520,0.12316525,0.42494161,0.47814547,0.22105120,0.85581294,0.00000000
-4.90145073,1.79326217,0.00944354,0.15365501,0.13860212,0.44865285,0.50983809,0.23695142,0.91502132,0.00000000
-4.89544772,1.91243333,0.01005109,0.16465882,0.15590719,0.47208789,0.54237220,0.25474427,0.97635183,0.00000000
-4.88944472,2.03628195,0.01069982,0.17659152,0.17508897,0.49511931,0.57555347,0.27420006,1.03960793,0.00000000
-4.88344172,2.16409771,0.01137820,0.18926972,0.19613969,0.51764424,0.60919082,0.29506220,1.10461125,0.00000000
-4.87743872,2.29517268,0.01207413,0.20249449,0.21903453,0.53958687,0.64309913,0.31705126,1.17120510,0.00000000
-4.87143572,2.42881398,0.01277518,0.21605461,0.24373172,0.56090033,0.67710184,0.33986997,1.23925798,0.00000000
-4.86543272,2.56435837,0.01346887,0.22973058,0.27017350,0.58156799,0.71103370,0.36320934,1.30866756,0.00000000
-4.85942971,2.70118888,0.01414301,0.24329920,0.29828804,0.60160443,0.74474372,0.38675578,1.37936510,0.00000000
-4.85342671,2.83875391,0.01478596,0.25653874,0.32799240,0.62105606,0.77809842,0.41019921,1.45132071,0.00000000
-4.84742371,2.97658868,0.01538700,0.26923467,0.35919629,0.64000156,0.81098536,0.43324202,1.52454941,0.00000000
-4.84142071,3.11433852,0.01593667,0.28118574,0.39180665,0.65855213,0.84331698,0.45560862,1.59911785,0.00000000
-4.83541771,3.25178339,0.01642702,0.29221025,0.42573279,0.67685171,0.87503462,0.47705533,1.67515145,0.00000000
-4.82941471,3.38886228,0.01685189,0.30215238,0.46089169,0.69507690,0.90611256,0.49738013,1.75284142,0.00000000
-4.82341171,3.52569617,0.01720717,0.31088815,0.49721335,0.71343666,0.93656188,0.51643210,1.83245101,0.00000000
-4.81740870,3.66260754,0.01749090,0.31833107,0.53464551,0.73217140,0.96643375,0.53411982,1.91432011,0.00000000
-4.81140570,3.80013455,0.01770340,0.32443699,0.57315769,0.75155130,0.99582200,0.55041856,1.99886723,0.00000000
-4.80540270,3.93903776,0.01784723,0.32920798,0.61274379,0.77187356,1.02486435,0.56537568,2.08658790,0.00000000
-4.79939970,4.08029757,0.01792714,0.33269515,0.65342324,0.79345821,1.05374221,0.57911401,2.17804845,0.00000000
-4.79339670,4.22510061,0.01794988,0.33500014,0.69524012,0.81664219,1.08267861,0.59183280,2.27387448,0.00000000
-4.78739370,4.37481391,0.01792396,0.33627521,0.73826037,0.84177163,1.11193406,0.60380613,2.37473323,0.00000000
-4.78139070,4.53094649,0.01785930,0.33672185,0.78256672,0.86919192,1.14180023,0.61537869,2.48130993,0.00000000
-4.77538769,4.69509826,0.01776688,0.33658794,0.82825166,0.89923592,1.17259157,0.62695891,2.59427802,0.00000000
-4.76938469,4.86889747,0.01765825,0.33616344,0.87540858,0.93221021,1.20463480,0.63900959,2.71426400,0.00000000
-4.76338169,5.05392858,0.01754516,0.33577484,0.92412142,0.96837993,1.23825682,0.65203626,2.84180813,0.00000000
-4.75737869,5.25165309,0.01743902,0.33577831,0.97445340,1.00795266,1.27377133,0.66657371,2.97732237,0.00000000
-4.75137569,5.46332704,0.01735050,0.33655187,1.02643542,1.05106200,1.31146483,0.68317097,3.12104776,0.00000000
-4.74537269,5.68991882,0.01728913,0.33848680,1.08005483,1.09775180,1.35158260,0.70237528,3.27301351,0.00000000
-4.73936968,5.93203194,0.01726297,0.34197831,1.13524526,1.14796190,1.39431540,0.72471564,3.43300021,0.00000000
-4.73336668,6.18983691,0.01727829,0.34741597,1.19187832,1.20151626,1.43978766,0.75068636,3.60050984,0.00000000
-4.72736368,6.46301659,0.01733945,0.35517384,1.24975768,1.25811462,1.48804773,0.78073125,3.77474500,0.00000000
-4.72136068,6.75072866,0.01744878,0.36560076,1.30861620,1.31732831,1.53906097,0.81522882,3.95459921,0.00000000
-4.71535768,7.05158816,0.01760660,0.37901085,1.36811649,1.37860104,1.59270595,0.85447901,4.13866024,0.00000000
-4.70935468,7.36367212,0.01781127,0.39567449,1.42785492,1.44125503,1.64877408,0.89869182,4.32522711,0.00000000
-4.70335168,7.68454708,0.01805943,0.41580991,1.48736936,1.50450276,1.70697295,0.94797813,4.51234120,0.00000000
-4.69734867,8.01131904,0.01834618,0.43957565,1.54615008,1.56746410,1.76693293,1.00234282,4.69783082,0.00000000
-4.69134567,8.34070416,0.01866541,0.46706398,1.60365363,1.62918856,1.82821702,1.06168057,4.87936786,0.00000000
-4.68534267,8.66911725,0.01901013,0.49829542,1.65931882,1.68868176,1.89033320,1.12577407,5.05453439,0.00000000
-4.67933967,8.99277408,0.01937278,0.53321459,1.71258413,1.74493527,1.95274872,1.19429487,5.22089641,0.00000000
-4.67333667,9.30780281,0.01974560,0.57168739,1.76290555,1.79695843,2.01490547,1.26680667,5.37608129,0.00000000
-4.66733367,9.61035894,0.02012089,0.61349971,1.80977386,1.84381092,2.07623566,1.34277092,5.51785543,0.00000000
-4.66133067,9.89673847,0.02049133,0.65835778,1.85273049,1.88463446,2.13617685,1.42155453,5.64419814,0.00000000
-4.65532766,10.16348369,0.02085020,0.70589011,1.89138090,1.91868224,2.19418556,1.50243948,5.75336831,0.00000000
-4.64932466,10.40747660,0.02119149,0.75565122,1.92540490,1.94534464,2.24974876,1.58463409,5.84396029,0.00000000
-4.64332166,10.62601581,0.02151003,0.80712701,1.95456331,1.96417004,2.30239277,1.66728570,5.91494639,0.00000000
