energy_ev,total_up,In_p_up,In_d_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-6.00000000,1.28698472,0.12861789,0.00214476,0.71210340,0.00000000,1.23453252,0.13421761
-5.99399700,1.29391709,0.12807765,0.00212597,0.72113513,0.00000000,1.24952338,0.13629487
-5.98799400,1.29709901,0.12699472,0.00209607,0.72839565,0.00000000,1.25974184,0.13846660
-5.98199100,1.29611270,0.12535099,0.00205499,0.73359556,0.00000000,1.26483929,0.14063753
-5.97598799,1.29064358,0.12314305,0.00200296,0.73649092,0.00000000,1.26457076,0.14271418
-5.96998499,1.28048791,0.12038227,0.00194047,0.73688926,0.00000000,1.25879911,0.14460760
-5.96398199,1.26555636,0.11709426,0.00186829,0.73465379,0.00000000,1.24749558,0.14623590
-5.95797899,1.24587374,0.11331790,0.00178742,0.72970610,0.00000000,1.23073691,0.14752658
-5.95197599,1.22157529,0.10910378,0.00169903,0.72202717,0.00000000,1.20869948,0.14841876
-5.94597299,1.19290029,0.10451252,0.00160448,0.71165724,0.00000000,1.18165105,0.14886518
-5.93996998,1.16018331,0.09961264,0.00150521,0.69869438,0.00000000,1.14994071,0.14883387
-5.93396698,1.12384397,0.09447844,0.00140274,0.68329217,0.00000000,1.11398743,0.14830965
-5.92796398,1.08437557,0.08918789,0.00129857,0.66565657,0.00000000,1.07426800,0.14729521
-5.92196098,1.04233328,0.08382049,0.00119419,0.64604207,0.00000000,1.03130469,0.14581187
-5.91595798,0.99832214,0.07845536,0.00109102,0.62474728,0.00000000,0.98565303,0.14389994
-5.90995498,0.95298524,0.07316961,0.00099034,0.60211001,0.00000000,0.93789016,0.14161857
-5.90395198,0.90699230,0.06803681,0.00089332,0.57850182,0.00000000,0.88860378,0.13904520
-5.89794897,0.86102868,0.06312592,0.00080098,0.55432211,0.00000000,0.83838199,0.13627438
-5.89194597,0.81578482,0.05850036,0.00071416,0.52999172,0.00000000,0.78780405,0.13341623
-5.88594297,0.77194619,0.05421742,0.00063354,0.50594603,0.00000000,0.73743201,0.13059417
-5.87993997,0.73018348,0.05032784,0.00055964,0.48262764,0.00000000,0.68780330,0.12794235
-5.87393697,0.69114305,0.04687567,0.00049280,0.46047853,0.00000000,0.63942414,0.12560244
-5.86793397,0.65543755,0.04389817,0.00043323,0.43993195,0.00000000,0.59276380,0.12372011
-5.86193097,0.62363663,0.04142585,0.00038100,0.42140394,0.00000000,0.54824961,0.12244109
-5.85592796,0.59625774,0.03948259,0.00033607,0.40528479,0.00000000,0.50626279,0.12190708
-5.84992496,0.57375707,0.03808574,0.00029830,0.39193050,0.00000000,0.46713497,0.12225135
-5.84392196,0.55652078,0.03724623,0.00026749,0.38165446,0.00000000,0.43114554,0.12359450
-5.83791896,0.54485670,0.03696862,0.00024336,0.37471970,0.00000000,0.39851979,0.12604012
-5.83191596,0.53898666,0.03725115,0.00022558,0.37133166,0.00000000,0.36942784,0.12967088
-5.82591296,0.53903985,0.03808571,0.00021382,0.37163213,0.00000000,0.34398449,0.13454480
-5.81990995,0.54504732,0.03945784,0.00020770,0.37569422,0.00000000,0.32224990,0.14069217
-5.81390695,0.55693819,0.04134669,0.00020683,0.38351882,0.00000000,0.30423112,0.14811302
-5.80790395,0.57453762,0.04372502,0.00021083,0.39503266,0.00000000,0.28988452,0.15677539
-5.80190095,0.59756691,0.04655920,0.00021930,0.41008810,0.00000000,0.27911894,0.16661438
-5.79589795,0.62564600,0.04980939,0.00023183,0.42846486,0.00000000,0.27179962,0.17753224
-5.78989495,0.65829832,0.05342978,0.00024804,0.44987353,0.00000000,0.26775271,0.18939933
-5.78389195,0.69495830,0.05736888,0.00026752,0.47396104,0.00000000,0.26677020,0.20205612
