energy_ev,total_up,Ir_p_up,Ir_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-5.75987994,0.65916505,0.18866077,0.27006514,0.00664580,0.10237929,0.00381197,0.22470903,0.11470933,0.03036279
-5.75387694,0.64132916,0.18101467,0.26441450,0.00698534,0.09774564,0.00370498,0.21763516,0.10948498,0.02939613
-5.74787394,0.62590901,0.17434138,0.25956308,0.00731087,0.09367609,0.00361588,0.21146985,0.10483827,0.02854513
-5.74187094,0.61237899,0.16848799,0.25530128,0.00761365,0.09008550,0.00354063,0.20604094,0.10069472,0.02778806
-5.73586793,0.60020333,0.16329558,0.25141604,0.00788552,0.08688725,0.00347526,0.20117032,0.09697396,0.02710247
-5.72986493,0.58885259,0.15860453,0.24769739,0.00811909,0.08399552,0.00341596,0.19667989,0.09359282,0.02646588
-5.72386193,0.57782015,0.15425964,0.24394514,0.00830790,0.08132762,0.00335915,0.19239755,0.09046840,0.02585656
-5.71785893,0.56663789,0.15011514,0.23997521,0.00844666,0.07880610,0.00330158,0.18816287,0.08752108,0.02525419
-5.71185593,0.55489043,0.14603905,0.23562535,0.00853130,0.07636084,0.00324041,0.18383217,0.08467722,0.02464059
-5.70585293,0.54222717,0.14191699,0.23076007,0.00855915,0.07393069,0.00317325,0.17928295,0.08187160,0.02400021
-5.69984992,0.52837177,0.13765509,0.22527441,0.00852899,0.07146485,0.00309825,0.17441735,0.07904928,0.02332065
-5.69384692,0.51312857,0.13318216,0.21909649,0.00844104,0.06892381,0.00301404,0.16916460,0.07616710,0.02259294
-5.68784392,0.49638596,0.12845079,0.21218878,0.00829699,0.06627987,0.00291983,0.16348239,0.07319456,0.02181179
-5.68184092,0.47811648,0.12343770,0.20454796,0.00809990,0.06351719,0.00281533,0.15735717,0.07011423,0.02097563
-5.67583792,0.45837405,0.11814312,0.19620362,0.00785414,0.06063149,0.00270073,0.15080347,0.06692161,0.02008652
-5.66983492,0.43728843,0.11258955,0.18721570,0.00756519,0.05762934,0.00257669,0.14386229,0.06362463,0.01915001
-5.66383192,0.41505749,0.10681982,0.17767112,0.00723953,0.05452711,0.00244424,0.13659874,0.06024267,0.01817485
-5.65782891,0.39193783,0.10089473,0.16767952,0.00688446,0.05134974,0.00230472,0.12909919,0.05680540,0.01717262
-5.65182591,0.36823417,0.09489038,0.15736866,0.00650786,0.04812929,0.00215973,0.12146794,0.05335135,0.01615738
-5.64582291,0.34428827,0.08889538,0.14687949,0.00611804,0.04490345,0.00201100,0.11382375,0.04992637,0.01514517
-5.63981991,0.32046791,0.08300802,0.13636129,0.00572353,0.04171404,0.00186037,0.10629644,0.04658213,0.01415369
-5.63381691,0.29715631,0.07733362,0.12596703,0.00533289,0.03860550,0.00170967,0.09902355,0.04337458,0.01320181
-5.62781391,0.27474260,0.07198211,0.11584916,0.00495459,0.03562363,0.00156069,0.09214732,0.04036262,0.01230925
-5.62181091,0.25361349,0.06706590,0.10615599,0.00459685,0.03281438,0.00141510,0.08581209,0.03760687,0.01149628
-5.61580790,0.23414639,0.06269814,0.09702877,0.00426751,0.03022287,0.00127441,0.08016207,0.03516856,0.01078345
-5.60980490,0.21670408,0.05899126,0.08859944,0.00397396,0.02789263,0.00113992,0.07533952,0.03310871,0.01019134
-5.60380190,0.20163084,0.05605589,0.08098922,0.00372309,0.02586502,0.00101274,0.07148340,0.03148740,0.00974049
-5.59779890,0.18924981,0.05400001,0.07430781,0.00352120,0.02417884,0.00089372,0.06872820,0.03036315,0.00945120
-5.59179590,0.17986157,0.05292830,0.06865323,0.00337398,0.02287003,0.00078348,0.06720315,0.02979239,0.00934347
-5.58579290,0.17374335,0.05294157,0.06411217,0.00328650,0.02197158,0.00068243,0.06703136,0.02982905,0.00943689
-5.57978989,0.17114877,0.05413614,0.06076077,0.00326314,0.02151343,0.00059074,0.06832906,0.03052395,0.00975050
-5.57378689,0.17230772,0.05660322,0.05866561,0.00330760,0.02152244,0.00050841,0.07120467,0.03192428,0.01030270
-5.56778389,0.17742602,0.06042808,0.05788480,0.00342282,0.02202232,0.00043526,0.07575760,0.03407287,0.01111099
-5.56178089,0.18668473,0.06568891,0.05846922,0.00361095,0.02303352,0.00037098,0.08207685,0.03700736,0.01219178
-5.55577789,0.20023887,0.07245561,0.06046348,0.00387329,0.02457312,0.00031514,0.09023920,0.04075918,0.01356001
-5.54977489,0.21821550,0.08078822,0.06390689,0.00421018,0.02665455,0.00026724,0.10030715,0.04535245,0.01522882
-5.54377189,0.24071123,0.09073519,0.06883410,0.00462096,0.02928733,0.00022671,0.11232656,0.05080268,0.01720910
-5.53776888,0.26778918,0.10233166,0.07527556,0.00510381,0.03247668,0.00019296,0.12632420,0.05711553,0.01950906
-5.53176588,0.29947582,0.11559762,0.08325776,0.00565574,0.03622322,0.00016540,0.14230527,0.06428554,0.02213370
-5.52576288,0.33575770,0.13053641,0.09280319,0.00627243,0.04052259,0.00014342,0.16025119,0.07229497,0.02508441
-5.51975988,0.37657873,0.14713348,0.10393020,0.00694819,0.04536524,0.00012646,0.18011764,0.08111289,0.02835857
-5.51375688,0.42183820,0.16535569,0.11665268,0.00767596,0.05073622,0.00011398,0.20183342,0.09069466,0.03194923
-5.50775388,0.47138996,0.18515136,0.13097973,0.00844725,0.05661531,0.00010551,0.22529991,0.10098179,0.03584497
-5.50175088,0.52504319,0.20645113,0.14691524,0.00925221,0.06297725,0.00010062,0.25039180,0.11190238,0.04002989
-5.49574787,0.58256491,0.22916977,0.16445756,0.01007972,0.06979229,0.00009892,0.27695874,0.12337224,0.04448382
-5.48974487,0.64368447,0.25320903,0.18359909,0.01091755,0.07702702,0.00010010,0.30482840,0.13529657,0.04918274
-5.48374187,0.70810008,0.27846151,0.20432609,0.01175252,0.08464552,0.00010392,0.33381077,0.14757249,0.05409945
-5.47773887,0.77548723,0.30481545,0.22661833,0.01257082,0.09261070,0.00011019,0.36370362,0.16009207,0.05920446
-5.47173587,0.84550870,0.33216029,0.25044887,0.01335825,0.10088600,0.00011878,0.39429904,0.17274609,0.06446706
-5.46573287,0.91782590,0.36039281,0.27578379,0.01410061,0.10943714,0.00012963,0.42539079,0.18542814,0.06985663
-5.45972986,0.99211073,0.38942346,0.30258171,0.01478405,0.11823399,0.00014274,0.45678216,0.19803913,0.07534398
-5.45372686,1.06805756,0.41918259,0.33079331,0.01539547,0.12725246,0.00015817,0.48829388,0.21049174,0.08090285
-5.44772386,1.14539436,0.44962611,0.36036049,0.01592286,0.13647617,0.00017605,0.51977171,0.22271490,0.08651135
-5.44172086,1.22389227,0.48074010,0.39121544,0.01635574,0.14589785,0.00019654,0.55109321,0.23465767,0.09215322
-5.43571786,1.30337288,0.51254409,0.42327930,0.01668541,0.15552039,0.00021988,0.58217321,0.24629258,0.09781904
-5.42971486,1.38371241,0.54509232,0.45646067,0.01690530,0.16535725,0.00024633,0.61296753,0.25761796,0.10350702
-5.42371186,1.46484227,0.57847293,0.49065387,0.01701111,0.17543231,0.00027620,0.64347460,0.26865917,0.10922352
-5.41770885,1.54674561,0.61280460,0.52573704,0.01700103,0.18577897,0.00030982,0.67373462,0.27946849,0.11498307
-5.41170585,1.62944956,0.64823063,0.56157028,0.01687574,0.19643846,0.00034756,0.70382625,0.29012346,0.12080793
-5.40570285,1.71301337,0.68491040,0.59799385,0.01663839,0.20745744,0.00038975,0.73386051,0.30072389,0.12672716
-5.39969985,1.79751267,0.72300836,0.63482659,0.01629453,0.21888478,0.00043674,0.76397235,0.31138722,0.13277512
-5.39369685,1.88302043,0.76268098,0.67186488,0.01585188,0.23076781,0.00048882,0.79430981,0.32224267,0.13898959
-5.38769385,1.96958556,0.80406206,0.70888210,0.01532010,0.24314796,0.00054625,0.82502158,0.33342415,0.14540931
-5.38169085,2.05721019,0.84724705,0.74562894,0.01471047,0.25605616,0.00060921,0.85624312,0.34506241,0.15207141
-5.37568784,2.14582682,0.89227723,0.78183452,0.01403551,0.26950816,0.00067779,0.88808241,0.35727664,0.15900844
-5.36968484,2.23527678,0.93912453,0.81720864,0.01330866,0.28349992,0.00075198,0.92060579,0.37016600,0.16624544
-5.36368184,2.32529144,0.98767799,0.85144500,0.01254382,0.29800355,0.00083163,0.95382494,0.38380163,0.17379708
-5.35767884,2.41547742,1.03773275,0.88422557,0.01175503,0.31296385,0.00091649,0.98768563,0.39821937,0.18166507
-5.35167584,2.50530719,1.08898240,0.91522599,0.01095608,0.32829588,0.00100614,1.02205914,0.41341391,0.18983599
-5.34567284,2.59411597,1.14101552,0.94412194,0.01016020,0.34388367,0.00110006,1.05673697,0.42933456,0.19827967
-5.33966983,2.68110590,1.19331699,0.97059624,0.00937980,0.35958035,0.00119756,1.09142938,0.44588311,0.20694832
-5.33366683,2.76535768,1.24527438,0.99434667,0.00862622,0.37520972,0.00129787,1.12576811,0.46291394,0.21577646
-5.32766383,2.84584992,1.29618968,1.01509405,0.00790961,0.39056945,0.00140011,1.15931345,0.48023664,0.22468168
-5.32166083,2.92148574,1.34529612,1.03259041,0.00723882,0.40543572,0.00150333,1.19156555,0.49762094,0.23356637
-5.31565783,2.99112589,1.39177975,1.04662694,0.00662135,0.41956935,0.00160654,1.22197973,0.51480404,0.24232024
-5.30965483,3.05362717,1.43480497,1.05704146,0.00606336,0.43272310,0.00170877,1.24998515,0.53150003,0.25082368
-5.30365183,3.10788467,1.47354312,1.06372495,0.00556971,0.44465000,0.00180909,1.27500614,0.54741084,0.25895176
-5.29764882,3.15287601,1.50720299,1.06662703,0.00514409,0.45511223,0.00190666,1.29648532,0.56223861,0.26657872
-5.29164582,3.18770553,1.53506177,1.06576002,0.00478908,0.46389031,0.00200075,1.31390736,0.57569849,0.27358277
-5.28564282,3.21164636,1.55649516,1.06120137,0.00450629,0.47079208,0.00209083,1.32682228,0.58753160,0.27985097
-5.27963982,3.22417830,1.57100515,1.05309435,0.00429648,0.47566112,0.00217656,1.33486729,0.59751734,0.28528397
-5.27363682,3.22501945,1.57824400,1.04164687,0.00415970,0.47838414,0.00225783,1.33778577,0.60548438,0.28980027
-5.26763382,3.21414995,1.57803333,1.02712830,0.00409537,0.47889703,0.00233481,1.33544278,0.61131999,0.29333997
-5.26163082,3.19182645,1.57037725,1.00986445,0.00410236,0.47718916,0.00240791,1.32783594,0.61497686,0.29586766
-5.25562781,3.15858625,1.55546864,0.99023079,0.00417907,0.47330576,0.00247779,1.31510131,0.61647742,0.29737436
-5.24962481,3.11524076,1.53368845,0.96864403,0.00432348,0.46734827,0.00254540,1.29751376,0.61591505,0.29787843
-5.24362181,3.06285825,1.50559761,0.94555229,0.00453312,0.45947250,0.00261188,1.27548183,0.61345233,0.29742527
-5.23761881,3.00273640,1.47192207,0.92142429,0.00480511,0.44988467,0.00267858,1.24953717,0.60931627,0.29608607
-5.23161581,2.93636589,1.43353145,0.89673781,0.00513611,0.43883562,0.00274699,1.22031902,0.60379067,0.29395536
-5.22561281,2.86538623,1.39141222,0.87196774,0.00552228,0.42661322,0.00281869,1.18855449,0.59720609,0.29114772
-5.21960980,2.79153602,1.34663666,0.84757432,0.00595929,0.41353351,0.00289529,1.15503536,0.58992772,0.28779373
-5.21360680,2.71659940,1.30032873,0.82399179,0.00644226,0.39993078,0.00297839,1.12059248,0.58234178,0.28403528
-5.20760380,2.64235121,1.25362860,0.80161789,0.00696570,0.38614716,0.00306947,1.08606896,0.57484109,0.28002060
-5.20160080,2.57050291,1.20765703,0.78080465,0.00752357,0.37252200,0.00316987,1.05229311,0.56781040,0.27589909
-5.19559780,2.50265162,1.16348122,0.76185058,0.00810926,0.35938162,0.00328070,1.02005241,0.56161210,0.27181634
-5.18959480,2.44023405,1.12208340,0.74499469,0.00871564,0.34702980,0.00340281,0.99006946,0.55657297,0.26790936
-5.18359180,2.38448711,1.08433328,0.73041238,0.00933508,0.33573921,0.00353672,0.96298082,0.55297252,0.26430240
-5.17758879,2.33641654,1.05096531,0.71821331,0.00995962,0.32574436,0.00368259,0.93931949,0.55103331,0.26110333
-5.17158579,2.29677425,1.02256140,0.70844124,0.01058100,0.31723597,0.00384019,0.91950156,0.55091365,0.25840086
-5.16558279,2.26604503,0.99953949,0.70107578,0.01119086,0.31035716,0.00400891,0.90381729,0.55270289,0.25626252
-5.15957979,2.24444261,0.98214800,0.69603586,0.01178084,0.30520136,0.00418771,0.89242697,0.55641946,0.25473354
-5.15357679,2.23191449,0.97046618,0.69318479,0.01234275,0.30181189,0.00437516,0.88536110,0.56201151,0.25383649
-5.14757379,2.22815520,0.96440981,0.69233650,0.01286877,0.30018330,0.00456947,0.88252500,0.56936017,0.25357183
-5.14157079,2.23262653,0.96374167,0.69326282,0.01335154,0.30026401,0.00476851,0.88370712,0.57828509,0.25391902
-5.13556778,2.24458383,0.96808624,0.69570152,0.01378436,0.30196034,0.00496983,0.88859072,0.58855198,0.25483830
-5.12956478,2.26310692,0.97694745,0.69936460,0.01416131,0.30514139,0.00517079,0.89676806,0.59988172,0.25627299
-5.12356178,2.28713403,0.98972899,0.70394681,0.01447732,0.30964476,0.00536853,0.90775660,0.61196064,0.25815207
-5.11755878,2.31549767,1.00575591,0.70913396,0.01472833,0.31528269,0.00556010,0.92101634,0.62445145,0.26039302
-5.11155578,2.34696078,1.02429691,0.71461099,0.01491128,0.32184830,0.00574252,0.93596774,0.63700444,0.26290489
-5.10555278,2.38025231,1.04458643,0.72006936,0.01502417,0.32912190,0.00591285,0.95200939,0.64926842,0.26559124
-5.09954977,2.41410092,1.06584583,0.72521394,0.01506605,0.33687694,0.00606826,0.96853506,0.66090106,0.26835312
-5.09354677,2.44726618,1.08730319,0.72976908,0.01503703,0.34488565,0.00620613,0.98494953,0.67157830,0.27109195
-5.08754377,2.47856663,1.10821122,0.73348392,0.01493820,0.35292399,0.00632406,1.00068280,0.68100248,0.27371210
-5.08154077,2.50690427,1.12786304,0.73613691,0.01477157,0.36077610,0.00641999,1.01520245,0.68890909,0.27612340
-5.07553777,2.53128527,1.14560564,0.73753953,0.01454002,0.36823805,0.00649223,1.02802408,0.69507197,0.27824326
-5.06953477,2.55083694,1.16085093,0.73753921,0.01424721,0.37512095,0.00653948,1.03871952,0.69930694,0.27999864
-5.06353177,2.56482082,1.17308457,0.73602159,0.01389744,0.38125342,0.00656089,1.04692308,0.70147388,0.28132765
-5.05752876,2.57264241,1.18187243,0.73291198,0.01349563,0.38648358,0.00655604,1.05233579,0.70147741,0.28218092
-5.05152576,2.57385738,1.18686516,0.72817620,0.01304717,0.39068049,0.00652499,1.05472784,0.69926628,0.28252264
-5.04552276,2.56817483,1.18780077,0.72182077,0.01255785,0.39373519,0.00646822,1.05393938,0.69483170,0.28233131
-5.03951976,2.55545771,1.18450562,0.71389240,0.01203375,0.39556144,0.00638665,1.04987990,0.68820478,0.28160013
-5.03351676,2.53572061,1.17689389,0.70447692,0.01148118,0.39609619,0.00628159,1.04252637,0.67945332,0.28033710
-5.02751376,2.50912520,1.16496573,0.69369748,0.01090661,0.39529972,0.00615468,1.03192037,0.66867821,0.27856475
-5.02151076,2.47597338,1.14880422,0.68171216,0.01031655,0.39315571,0.00600790,1.01816435,0.65600952,0.27631947
-5.01550775,2.43669828,1.12857112,0.66871082,0.00971751,0.38967098,0.00584345,1.00141712,0.64160259,0.27365058
-5.00950475,2.39185317,1.10450173,0.65491136,0.00911595,0.38487507,0.00566372,0.98188886,0.62563409,0.27061886
-5.00350175,2.34209835,1.07689860,0.64055521,0.00851815,0.37881953,0.00547125,0.95983541,0.60829822,0.26729489
-4.99749875,2.28818605,1.04612429,0.62590225,0.00793022,0.37157689,0.00526865,0.93555223,0.58980309,0.26375690
-4.99149575,2.23094346,1.01259327,0.61122499,0.00735801,0.36323940,0.00505855,0.90936790,0.57036730,0.26008844
-4.98549275,2.17125400,0.97676282,0.59680225,0.00680702,0.35391721,0.00484355,0.88163714,0.55021664,0.25637570
-4.97948974,2.11003713,0.93912323,0.58291239,0.00628241,0.34373637,0.00462616,0.85273360,0.52958091,0.25270473
-4.97348674,2.04822693,0.90018725,0.56982614,0.00578890,0.33283620,0.00440879,0.82304227,0.50869095,0.24915850
-4.96748374,1.98674990,0.86047908,0.55779929,0.00533072,0.32136650,0.00419370,0.79295176,0.48777552,0.24581403
-4.96148074,1.92650246,0.82052303,0.54706536,0.00491161,0.30948423,0.00398297,0.76284638,0.46705840,0.24273954
-4.95547774,1.86832878,0.78083218,0.53782853,0.00453477,0.29735004,0.00377847,0.73309839,0.44675538,0.23999195
-4.94947474,1.81299958,0.74189722,0.53025702,0.00420280,0.28512456,0.00358188,0.70406038,0.42707128,0.23761460
-4.94347174,1.76119257,0.70417588,0.52447719,0.00391770,0.27296463,0.00339465,0.67605810,0.40819710,0.23563546
-4.93746873,1.71347532,0.66808321,0.52056864,0.00368087,0.26101964,0.00321803,0.64938382,0.39030719,0.23406592
-4.93146573,1.67029114,0.63398301,0.51856057,0.00349310,0.24942795,0.00305306,0.62429063,0.37355668,0.23290003
-4.92546273,1.63194861,0.60218066,0.51842949,0.00335451,0.23831376,0.00290057,0.60098763,0.35807911,0.23211459
-4.91945973,1.59861535,0.57291770,0.52009872,0.00326466,0.22778432,0.00276122,0.57963637,0.34398455,0.23166973
-4.91345673,1.57031619,0.54636818,0.52343950,0.00322248,0.21792776,0.00263550,0.56034855,0.33135805,0.23151021
-4.90745373,1.54693613,0.52263696,0.52827403,0.00322633,0.20881152,0.00252379,0.54318520,0.32025872,0.23156741
-4.90145073,1.52822792,0.50176011,0.53438035,0.00327400,0.20048151,0.00242632,0.52815724,0.31071946,0.23176168
-4.89544772,1.51382412,0.48370714,0.54149892,0.00336278,0.19296197,0.00234326,0.51522752,0.30274720,0.23200532
-4.88944472,1.50325333,0.46838527,0.54934074,0.00348950,0.18625603,0.00227470,0.50431423,0.29632396,0.23220576
-4.88344172,1.49595975,0.45564520,0.55759692,0.00365055,0.18034704,0.00222070,0.49529551,0.29140844,0.23226897
-4.87743872,1.49132561,0.44528854,0.56594914,0.00384195,0.17520039,0.00218130,0.48801517,0.28793826,0.23210291
-4.87143572,1.48869539,0.43707630,0.57408075,0.00405945,0.17076600,0.00215657,0.48228914,0.28583262,0.23162090
-4.86543272,1.48740095,0.43073830,0.58168815,0.00429856,0.16698113,0.00214659,0.47791267,0.28499544,0.23074474
-4.85942971,1.48678657,0.42598305,0.58849182,0.00455467,0.16377351,0.00215145,0.47466765,0.28531869,0.22940747
-4.85342671,1.48623289,0.42250786,0.59424671,0.00482309,0.16106461,0.00217134,0.47233008,0.28668580,0.22755567
-4.84742371,1.48517880,0.42000871,0.59875149,0.00509920,0.15877298,0.00220643,0.47067722,0.28897516,0.22515125
-4.84142071,1.48314041,0.41818954,0.60185631,0.00537851,0.15681735,0.00225697,0.46949425,0.29206326,0.22217257
-4.83541771,1.47972651,0.41677077,0.60346868,0.00565676,0.15511960,0.00232322,0.46858020,0.29582763,0.21861504
-4.82941471,1.47464979,0.41549666,0.60355732,0.00593001,0.15360730,0.00240545,0.46775285,0.30014933,0.21449099
-4.82341171,1.46773369,0.41414127,0.60215371,0.00619475,0.15221578,0.00250391,0.46685267,0.30491492,0.20982904
-4.81740870,1.45891448,0.41251301,0.59935150,0.00644798,0.15088974,0.00261884,0.46574550,0.31001782,0.20467287
-4.81140570,1.44823895,0.41045752,0.59530347,0.00668724,0.14958424,0.00275039,0.46432401,0.31535920,0.19907954
-4.80540270,1.43585760,0.40785890,0.59021655,0.00691074,0.14826511,0.00289860,0.46250806,0.32084823,0.19311745
-4.79939970,1.42201409,0.40463943,0.58434487,0.00711731,0.14690889,0.00306343,0.46024383,0.32640184,0.18686393
-4.79339670,1.40703128,0.40075775,0.57798117,0.00730650,0.14550212,0.00324465,0.45750204,0.33194414,0.18040277
-4.78739370,1.39129467,0.39620577,0.57144700,0.00747855,0.14404025,0.00344187,0.45427531,0.33740543,0.17382153
-4.78139070,1.37523406,0.39100447,0.56508189,0.00763436,0.14252623,0.00365451,0.45057495,0.34272114,0.16720894
-4.77538769,1.35930407,0.38519896,0.55923212,0.00777546,0.14096872,0.00388179,0.44642724,0.34783066,0.16065239
-4.76938469,1.34396448,0.37885298,0.55423915,0.00790394,0.13938028,0.00412270,0.44186962,0.35267637,0.15423558
-4.76338169,1.32966118,0.37204322,0.55042842,0.00802236,0.13777542,0.00437602,0.43694695,0.35720272,0.14803640
-4.75737869,1.31680823,0.36485373,0.54809852,0.00813364,0.13616880,0.00464033,0.43170791,0.36135585,0.14212512
-4.75137569,1.30577191,0.35737070,0.54751129,0.00824097,0.13457357,0.00491399,0.42620193,0.36508345,0.13656292
-4.74537269,1.29685713,0.34967796,0.54888290,0.00834763,0.13300002,0.00519520,0.42047665,0.36833513,0.13140078
-4.73936968,1.29029652,0.34185314,0.55237637,0.00845685,0.13145452,0.00548198,0.41457604,0.37106323,0.12667864
-4.73336668,1.28624259,0.33396491,0.55809541,0.00857168,0.12993888,0.00577220,0.40853928,0.37322411,0.12242507
-4.72736368,1.28476307,0.32607124,0.56608000,0.00869484,0.12845009,0.00606364,0.40240030,0.37477968,0.11865716
-4.72136068,1.28583936,0.31821858,0.57630373,0.00882854,0.12698049,0.00635395,0.39618805,0.37569932,0.11538078
-4.71535768,1.28936810,0.31044215,0.58867288,0.00897438,0.12551827,0.00664075,0.38992730,0.37596193,0.11259116
-4.70935468,1.29516561,0.30276701,0.60302749,0.00913320,0.12404832,0.00692158,0.38363998,0.37555791,0.11027363
-4.70335168,1.30297512,0.29520983,0.61914424,0.00930502,0.12255332,0.00719400,0.37734676,0.37449113,0.10840473
-4.69734867,1.31247613,0.28778116,0.63674132,0.00948897,0.12101498,0.00745555,0.37106890,0.37278057,0.10695335
-4.69134567,1.32329597,0.28048801,0.65548502,0.00968321,0.11941541,0.00770384,0.36483000,0.37046162,0.10588210
-4.68534267,1.33502270,0.27333645,0.67499806,0.00988502,0.11773846,0.00793653,0.35865763,0.36758679,0.10514875
-4.67933967,1.34721927,0.26633412,0.69486944,0.01009076,0.11597093,0.00815137,0.35258473,0.36422590,0.10470769
-4.67333667,1.35943820,0.25949232,0.71466553,0.01029600,0.11410372,0.00834627,0.34665050,0.36046563,0.10451144
-4.66733367,1.37123641,0.25282769,0.73394220,0.01049561,0.11213266,0.00851928,0.34090086,0.35640824,0.10451207
-4.66133067,1.38218964,0.24636324,0.75225744,0.01068396,0.11005907,0.00866869,0.33538828,0.35216979,0.10466261
-4.65532766,1.39190595,0.24012873,0.76918427,0.01085505,0.10789009,0.00879301,0.33017107,0.34787753,0.10491829
-4.64932466,1.40003786,0.23416034,0.78432326,0.01100274,0.10563857,0.00889107,0.32531212,0.34366681,0.10523764
-4.64332166,1.40629258,0.22849966,0.79731441,0.01112098,0.10332280,0.00896201,0.32087700,0.33967741,0.10558340
