energy_ev,total_up,C_s_up,C_p_up,Hg_p_up,Hg_d_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-5.54977489,0.58034272,0.00480290,0.05809405,0.30847963,0.12741216,0.06668740,0.03702861,0.00122068,0.22677674
-5.54377189,0.57975776,0.00496272,0.05747610,0.30258456,0.12766872,0.06463731,0.03654220,0.00126049,0.22599905
-5.53776888,0.57713889,0.00509116,0.05670449,0.29607967,0.12742942,0.06256265,0.03596751,0.00129244,0.22449489
-5.53176588,0.57240938,0.00518562,0.05577843,0.28898619,0.12666880,0.06048754,0.03530554,0.00131589,0.22224607
-5.52576288,0.56553303,0.00524416,0.05469999,0.28133349,0.12537035,0.05843824,0.03455899,0.00133037,0.21925002
-5.51975988,0.55652300,0.00526565,0.05347499,0.27316361,0.12352830,0.05644454,0.03373278,0.00133561,0.21552349
-5.51375688,0.54544953,0.00524979,0.05211381,0.26453561,0.12114907,0.05454131,0.03283470,0.00133156,0.21110588
-5.50775388,0.53244588,0.00519710,0.05063209,0.25552949,0.11825234,0.05277001,0.03187580,0.00131837,0.20606184
-5.50175088,0.51771234,0.00510897,0.04905130,0.24624956,0.11487160,0.05118019,0.03087084,0.00129642,0.20048331
-5.49574787,0.50151817,0.00498762,0.04739912,0.23682688,0.11105429,0.04983086,0.02983853,0.00126629,0.19449068
-5.48974487,0.48420119,0.00483600,0.04570958,0.22742093,0.10686131,0.04879171,0.02880174,0.00122877,0.18823310
-5.48374187,0.46616529,0.00465774,0.04402304,0.21822017,0.10236621,0.04814405,0.02778748,0.00118480,0.18188791
-5.47773887,0.44787579,0.00445709,0.04238597,0.20944172,0.09765384,0.04798154,0.02682681,0.00113549,0.17565927
-5.47173587,0.42985294,0.00423874,0.04085050,0.20132989,0.09281870,0.04841046,0.02595463,0.00108206,0.16977590
-5.46573287,0.41266385,0.00400778,0.03947380,0.19415391,0.08796301,0.04954969,0.02520929,0.00102583,0.16448813
-5.45972986,0.39691303,0.00376953,0.03831729,0.18820463,0.08319457,0.05153012,0.02463209,0.00096818,0.16006429
-5.45372686,0.38323185,0.00352947,0.03744575,0.18379046,0.07862456,0.05449365,0.02426676,0.00091051,0.15678645
-5.44772386,0.37226725,0.00329311,0.03692617,0.18123258,0.07436526,0.05859153,0.02415870,0.00085425,0.15494569
-5.44172086,0.36466986,0.00306592,0.03682665,0.18085936,0.07052785,0.06398223,0.02435425,0.00080078,0.15483692
-5.43571786,0.36108171,0.00285323,0.03721508,0.18300028,0.06722031,0.07082857,0.02489979,0.00075146,0.15675327
-5.42971486,0.36212383,0.00266020,0.03815777,0.18797924,0.06454543,0.07929431,0.02584085,0.00070756,0.16098018
-5.42371186,0.36838364,0.00249174,0.03971805,0.19610738,0.06259899,0.08954004,0.02722109,0.00067030,0.16778923
-5.41770885,0.38040245,0.00235249,0.04195473,0.20767549,0.06146811,0.10171858,0.02908127,0.00064079,0.17743171
-5.41170585,0.39866306,0.00224676,0.04492064,0.22294616,0.06122974,0.11596982,0.03145816,0.00062006,0.19013213
-5.40570285,0.42357760,0.00217858,0.04866102,0.24214568,0.06194932,0.13241516,0.03438351,0.00060901,0.20608164
-5.39969985,0.45547586,0.00215159,0.05321208,0.26545595,0.06367956,0.15115177,0.03788293,0.00060846,0.22543162
-5.39369685,0.49459413,0.00216908,0.05859947,0.29300655,0.06645937,0.17224669,0.04197487,0.00061912,0.24828747
-5.38769385,0.54106505,0.00223396,0.06483696,0.32486720,0.07031285,0.19573122,0.04666970,0.00064158,0.27470290
-5.38169085,0.59490858,0.00234868,0.07192524,0.36104098,0.07524846,0.22159558,0.05196886,0.00067636,0.30467487
-5.37568784,0.65602456,0.00251522,0.07985084,0.40145841,0.08125831,0.24978435,0.05786417,0.00072383,0.33813949
-5.36968484,0.72418726,0.00273502,0.08858545,0.44597291,0.08831757,0.28019279,0.06433734,0.00078430,0.37496898
-5.36368184,0.79904227,0.00300890,0.09808543,0.49435786,0.09638412,0.31266439,0.07135972,0.00085798,0.41497013
-5.35767884,0.88010611,0.00333701,0.10829172,0.54630547,0.10539842,0.34698979,0.07889230,0.00094498,0.45788422
-5.35167584,0.96676889,0.00371869,0.11913016,0.60142785,0.11528362,0.38290735,0.08688597,0.00104532,0.50338882
-5.34567284,1.05830030,0.00415244,0.13051217,0.65926026,0.12594611,0.42010547,0.09528209,0.00115898,0.55110131
-5.33966983,1.15385890,0.00463578,0.14233592,0.71926672,0.13727630,0.45822661,0.10401336,0.00128585,0.60058434
-5.33366683,1.25250479,0.00516524,0.15448786,0.78084797,0.14914993,0.49687310,0.11300490,0.00142576,0.65135302
-5.32766383,1.35321538,0.00573625,0.16684458,0.84335147,0.16142970,0.53561464,0.12217565,0.00157851,0.70288379
-5.32166083,1.45490396,0.00634316,0.17927513,0.90608341,0.17396741,0.57399709,0.13143991,0.00174389,0.75462460
-5.31565783,1.55644051,0.00697920,0.19164340,0.96832217,0.18660642,0.61155249,0.14070899,0.00192166,0.80600619
-5.30965483,1.65667408,0.00763656,0.20381084,1.02933291,0.19918451,0.64780991,0.14989302,0.00211161,0.85645395
-5.30365183,1.75445607,0.00830646,0.21563910,1.08838270,0.21153700,0.68230651,0.15890265,0.00231355,0.90540006
-5.29764882,1.84866344,0.00897930,0.22699279,1.14475576,0.22350009,0.71459881,0.16765077,0.00252733,0.95229531
-5.29164582,1.93822127,0.00964477,0.23774200,1.19776814,0.23491428,0.74427323,0.17605408,0.00275284,0.99662025
-5.28564282,2.02212357,0.01029214,0.24776468,1.24678133,0.24562779,0.77095596,0.18403441,0.00299005,1.03789524
-5.27963982,2.09945189,0.01091044,0.25694874,1.29121452,0.25549981,0.79432140,0.19151992,0.00323895,1.07568904
-5.27363682,2.16939102,0.01148878,0.26519378,1.33055487,0.26440353,0.81409916,0.19844593,0.00349957,1.10962563
-5.26763382,2.23124133,0.01201660,0.27241254,1.36436573,0.27222886,0.83007921,0.20475557,0.00377196,1.13938925
-5.26163082,2.28442757,0.01248401,0.27853185,1.39229261,0.27888453,0.84211513,0.21040009,0.00405613,1.16472735
-5.25562781,2.32850398,0.01288203,0.28349329,1.41406677,0.28429987,0.85012536,0.21533902,0.00435199,1.18545176
-5.24962481,2.36315591,0.01320288,0.28725352,1.42950662,0.28842586,0.85409261,0.21954000,0.00465935,1.20143805
-5.24362181,2.38819807,0.01344022,0.28978421,1.43851705,0.29123562,0.85406144,0.22297860,0.00497779,1.21262329
-5.23761881,2.40357002,0.01358936,0.29107176,1.44108698,0.29272431,0.85013438,0.22563790,0.00530661,1.21900265
-5.23161581,2.40932924,0.01364737,0.29111685,1.43728528,0.29290844,0.84246668,0.22750806,0.00564478,1.22062501
-5.22561281,2.40564233,0.01361320,0.28993372,1.42725562,0.29182465,0.83126016,0.22858591,0.00599082,1.21758790
-5.21960980,2.39277515,0.01348767,0.28754945,1.41121037,0.28952804,0.81675640,0.22887451,0.00634279,1.21003231
-5.21360680,2.37108209,0.01327347,0.28400312,1.38942392,0.28609016,0.79922961,0.22838287,0.00669822,1.19813730
-5.20760380,2.34099529,0.01297504,0.27934488,1.36222572,0.28159670,0.77897940,0.22712561,0.00705407,1.18211502
-5.20160080,2.30301405,0.01259839,0.27363508,1.32999314,0.27614505,0.75632388,0.22512287,0.00740677,1.16220596
-5.19559780,2.25769469,0.01215095,0.26694333,1.29314436,0.26984180,0.73159307,0.22240019,0.00775218,1.13867486
-5.18959480,2.20564124,0.01164128,0.25934754,1.25213145,0.26280020,0.70512295,0.21898849,0.00808571,1.11180701
-5.18359180,2.14749683,0.01107881,0.25093290,1.20743350,0.25513783,0.67725010,0.21492410,0.00840234,1.08190513
-5.17758879,2.08393591,0.01047357,0.24179088,1.15954996,0.24697432,0.64830709,0.21024874,0.00869678,1.04928660
-5.17158579,2.01565705,0.00983585,0.23201808,1.10899412,0.23842934,0.61861851,0.20500950,0.00896362,1.01428104
-5.16558279,1.94337633,0.00917597,0.22171508,1.05628670,0.22962083,0.58849762,0.19925870,0.00919744,0.97722797
-5.15957979,1.86782089,0.00850398,0.21098516,1.00194950,0.22066339,0.55824355,0.19305368,0.00939301,0.93847450
-5.15357679,1.78972269,0.00782942,0.19993297,0.94649915,0.21166695,0.52813896,0.18645633,0.00954551,0.89837283
-5.14757379,1.70981203,0.00716112,0.18866315,0.89044096,0.20273557,0.49844804,0.17953258,0.00965066,0.85727754
-5.14157079,1.62881080,0.00650703,0.17727885,0.83426290,0.19396647,0.46941473,0.17235162,0.00970492,0.81554249
-5.13556778,1.54742538,0.00587412,0.16588033,0.77842982,0.18544910,0.44126115,0.16498496,0.00970565,0.77351736
-5.12956478,1.46633906,0.00526826,0.15456351,0.72337796,0.17726434,0.41418615,0.15750531,0.00965121,0.73154380
-5.12356178,1.38620413,0.00469422,0.14341860,0.66950995,0.16948372,0.38836391,0.14998538,0.00954108,0.68995129
-5.11755878,1.30763368,0.00415563,0.13252890,0.61719029,0.16216872,0.36394268,0.14249651,0.00937590,0.64905275
-5.11155578,1.23119331,0.00365506,0.12196964,0.56674164,0.15537005,0.34104356,0.13510729,0.00915749,0.60914011
-5.10555278,1.15739313,0.00319405,0.11180711,0.51844181,0.14912699,0.31975947,0.12788216,0.00888879,0.57047995
-5.09954977,1.08668020,0.00277323,0.10209794,0.47252173,0.14346678,0.30015440,0.12088012,0.00857383,0.53330933
-5.09354677,1.01943187,0.00239239,0.09288865,0.42916430,0.13840415,0.28226286,0.11415350,0.00821761,0.49783224
-5.08754377,0.95595028,0.00205064,0.08421538,0.38850434,0.13394095,0.26608979,0.10774695,0.00782592,0.46421651
-5.08154077,0.89645849,0.00174648,0.07610400,0.35062946,0.13006598,0.25161095,0.10169665,0.00740526,0.43259165
-5.07553777,0.84109834,0.00147797,0.06857028,0.31558189,0.12675516,0.23877384,0.09602981,0.00696257,0.40304760
-5.06953477,0.78993050,0.00124282,0.06162048,0.28336126,0.12397189,0.22749921,0.09076448,0.00650511,0.37563452
-5.06353177,0.74293668,0.00103850,0.05525195,0.25392808,0.12166786,0.21768325,0.08590964,0.00604028,0.35036371
-5.05752876,0.70002421,0.00086237,0.04945408,0.22720788,0.11978415,0.20920036,0.08146574,0.00557543,0.32720970
-5.05152576,0.66103279,0.00071172,0.04420921,0.20309595,0.11825278,0.20190660,0.07742547,0.00511772,0.30611335
-5.04552276,0.62574346,0.00058387,0.03949381,0.18146231,0.11699858,0.19564361,0.07377488,0.00467402,0.28698607
-5.03951976,0.59388935,0.00047624,0.03527957,0.16215694,0.11594141,0.19024300,0.07049475,0.00425083,0.26971480
-5.03351676,0.56516787,0.00038637,0.03153458,0.14501507,0.11499855,0.18553109,0.06756223,0.00385417,0.25416776
-5.02751376,0.53925402,0.00031198,0.02822453,0.12986228,0.11408741,0.18133373,0.06495254,0.00348964,0.24020064
-5.02151076,0.51581417,0.00025097,0.02531379,0.11651944,0.11312816,0.17748119,0.06264077,0.00316235,0.22766303
-5.01550775,0.49451981,0.00020145,0.02276644,0.10480720,0.11204640,0.17381283,0.06060378,0.00287700,0.21640484
-5.00950475,0.47506064,0.00016173,0.02054722,0.09455007,0.11077567,0.17018140,0.05882182,0.00263793,0.20628242
-5.00350175,0.45715658,0.00013035,0.01862231,0.08557994,0.10925966,0.16645684,0.05728012,0.00244919,0.19716415
-4.99749875,0.44056809,0.00010603,0.01696004,0.07773900,0.10745406,0.16252938,0.05597022,0.00231457,0.18893528
-4.99149575,0.42510429,0.00008768,0.01553138,0.07088202,0.10532793,0.15831185,0.05489088,0.00223774,0.18150179
-4.98549275,0.41062877,0.00007439,0.01431036,0.06487798,0.10286460,0.15374119,0.05404876,0.00222227,0.17479314
-4.97948974,0.39706265,0.00006541,0.01327423,0.05961115,0.10006194,0.14877892,0.05345856,0.00227167,0.16876385
-4.97348674,0.38438483,0.00006013,0.01240362,0.05498146,0.09693210,0.14341085,0.05314282,0.00238943,0.16339376
-4.96748374,0.37262959,0.00005805,0.01168242,0.05090441,0.09350065,0.13764582,0.05313124,0.00257899,0.15868706
-4.96148074,0.36188143,0.00005879,0.01109766,0.04731051,0.08980528,0.13151373,0.05345956,0.00284369,0.15467016
-4.95547774,0.35226779,0.00006204,0.01063920,0.04414425,0.08589400,0.12506291,0.05416808,0.00318671,0.15138839
-4.94947474,0.34394961,0.00006757,0.01029938,0.04136283,0.08182301,0.11835691,0.05529987,0.00361092,0.14890195
-4.94347174,0.33711053,0.00007522,0.01007261,0.03893463,0.07765433,0.11147106,0.05689869,0.00411878,0.14728101
-4.93746873,0.33194511,0.00008483,0.00995486,0.03683752,0.07345332,0.10448874,0.05900675,0.00471213,0.14660048
-4.93146573,0.32864668,0.00009629,0.00994325,0.03505721,0.06928616,0.09749773,0.06166240,0.00539198,0.14693447
-4.92546273,0.32739533,0.00010952,0.01003551,0.03358551,0.06521742,0.09058663,0.06489788,0.00615840,0.14835093
-4.91945973,0.32834672,0.00012442,0.01022953,0.03241881,0.06130786,0.08384167,0.06873721,0.00701023,0.15090649
-4.91345673,0.33162214,0.00014089,0.01052301,0.03155667,0.05761251,0.07734391,0.07319433,0.00794497,0.15464205
-4.90745373,0.33730038,0.00015883,0.01091308,0.03100066,0.05417904,0.07116685,0.07827158,0.00895860,0.15957897
-4.90145073,0.34541164,0.00017810,0.01139604,0.03075342,0.05104660,0.06537478,0.08395870,0.01004551,0.16571644
-4.89544772,0.35593386,0.00019856,0.01196722,0.03081807,0.04824505,0.06002157,0.09023225,0.01119845,0.17302982
-4.88944472,0.36879165,0.00022004,0.01262086,0.03119779,0.04579459,0.05515010,0.09705568,0.01240849,0.18147028
-4.88344172,0.38385767,0.00024234,0.01335021,0.03189577,0.04370582,0.05079227,0.10437986,0.01366519,0.19096560
-4.87743872,0.40095656,0.00026525,0.01414759,0.03291530,0.04198018,0.04696944,0.11214431,0.01495670,0.20142214
-4.87143572,0.41987107,0.00028853,0.01500464,0.03426015,0.04061067,0.04369328,0.12027881,0.01627001,0.21272795
-4.86543272,0.44035000,0.00031194,0.01591257,0.03593499,0.03958284,0.04096700,0.12870559,0.01759120,0.22475668
-4.85942971,0.46211765,0.00033522,0.01686253,0.03794593,0.03887600,0.03878675,0.13734167,0.01890582,0.23737225
-4.85342671,0.48488407,0.00035812,0.01784597,0.04030108,0.03846450,0.03714309,0.14610162,0.02019927,0.25043384
-4.84742371,0.50835566,0.00038037,0.01885502,0.04301095,0.03831904,0.03602252,0.15490019,0.02145715,0.26380112
-4.84142071,0.53224547,0.00040176,0.01988285,0.04608879,0.03840804,0.03540895,0.16365494,0.02266569,0.27733920
-4.83541771,0.55628255,0.00042206,0.02092400,0.04955067,0.03869884,0.03528488,0.17228862,0.02381211,0.29092313
-4.82941471,0.58022000,0.00044108,0.02197465,0.05341530,0.03915877,0.03563251,0.18073111,0.02488497,0.30444163
-4.82341171,0.60384105,0.00045868,0.02303274,0.05770352,0.03975612,0.03643445,0.18892093,0.02587444,0.31779990
-4.81740870,0.62696304,0.00047475,0.02409807,0.06243754,0.04046081,0.03767420,0.19680608,0.02677246,0.33092117
-4.81140570,0.64943896,0.00048923,0.02517223,0.06763971,0.04124493,0.03933626,0.20434429,0.02757292,0.34374714
-4.80540270,0.67115675,0.00050211,0.02625844,0.07333121,0.04208305,0.04140605,0.21150260,0.02827162,0.35623706
-4.79939970,0.69203623,0.00051343,0.02736124,0.07953029,0.04295233,0.04386950,0.21825644,0.02886625,0.36836574
-4.79339670,0.71202422,0.00052330,0.02848614,0.08625051,0.04383251,0.04671246,0.22458804,0.02935621,0.38012053
-4.78739370,0.73108819,0.00053187,0.02963915,0.09349891,0.04470572,0.04992005,0.23048466,0.02974243,0.39149756
-4.78139070,0.74920906,0.00053938,0.03082628,0.10127418,0.04555627,0.05347593,0.23593650,0.03002707,0.40249762
-4.77538769,0.76637377,0.00054610,0.03205302,0.10956518,0.04637039,0.05736163,0.24093460,0.03021322,0.41312193
-4.76938469,0.78256831,0.00055241,0.03332385,0.11834969,0.04713596,0.06155601,0.24546901,0.03030461,0.42336823
-4.76338169,0.79777189,0.00055875,0.03464184,0.12759375,0.04784237,0.06603500,0.24952721,0.03030532,0.43322762
-4.75737869,0.81195291,0.00056565,0.03600829,0.13725153,0.04848034,0.07077158,0.25309309,0.03021950,0.44268234
-4.75137569,0.82506696,0.00057372,0.03742254,0.14726596,0.04904204,0.07573612,0.25614663,0.03005121,0.45170491
-4.74537269,0.83705755,0.00058372,0.03888197,0.15757004,0.04952114,0.08089718,0.25866419,0.02980423,0.46025863
-4.73936968,0.84785924,0.00059649,0.04038209,0.16808895,0.04991318,0.08622260,0.26061966,0.02948206,0.46829970
-4.73336668,0.85740344,0.00061304,0.04191684,0.17874287,0.05021590,0.09168101,0.26198623,0.02908792,0.47578071
-4.72736368,0.86562639,0.00063452,0.04347908,0.18945035,0.05042973,0.09724361,0.26273879,0.02862483,0.48265550
-4.72136068,0.87247875,0.00066224,0.04506116,0.20013222,0.05055836,0.10288625,0.26285680,0.02809578,0.48888494
-4.71535768,0.87793633,0.00069770,0.04665561,0.21071569,0.05060924,0.10859145,0.26232737,0.02750394,0.49444334
-4.70935468,0.88201089,0.00074256,0.04825591,0.22113849,0.05059404,0.11435056,0.26114841,0.02685285,0.49932497
-4.70335168,0.88476031,0.00079869,0.04985718,0.23135278,0.05052908,0.12016554,0.25933150,0.02614670,0.50355021
-4.69734867,0.88629707,0.00086810,0.05145692,0.24132848,0.05043548,0.12605051,0.25690438,0.02539050,0.50717072
-4.69134567,0.88679430,0.00095296,0.05305550,0.25105586,0.05033921,0.13203268,0.25391263,0.02459023,0.51027321
-4.68534267,0.88648856,0.00105558,0.05465655,0.26054702,0.05027080,0.13815261,0.25042059,0.02375302,0.51298125
-4.67933967,0.88567874,0.00117831,0.05626713,0.26983612,0.05026480,0.14446367,0.24651116,0.02288709,0.51545489
-4.67333667,0.88472086,0.00132354,0.05789754,0.27897827,0.05035901,0.15103060,0.24228459,0.02200178,0.51788779
-4.66733367,0.88401846,0.00149358,0.05956097,0.28804685,0.05059332,0.15792715,0.23785605,0.02110735,0.52050168
-4.66133067,0.88400892,0.00169061,0.06127277,0.29712950,0.05100836,0.16523274,0.23335225,0.02021482,0.52353851
-4.65532766,0.88514594,0.00191655,0.06304949,0.30632268,0.05164392,0.17302833,0.22890707,0.01933564,0.52725018
-4.64932466,0.88787917,0.00217298,0.06490766,0.31572518,0.05253717,0.18139153,0.22465646,0.01848135,0.53188653
-4.64332166,0.89263156,0.00246102,0.06686247,0.32543080,0.05372084,0.19039123,0.22073284,0.01766318,0.53768201
