energy_ev,total_up,S_s_up,S_p_up,Sb_p_up,Sb_d_up,Sc_p_up,Sc_d_up
-6.00000000,1.76188796,0.04216777,0.94760138,0.25252188,0.00143904,0.64074502,0.40231619
-5.99399700,1.81670074,0.04363038,0.98585573,0.25140510,0.00149086,0.67058555,0.41933916
-5.98799400,1.87407819,0.04519049,1.02595071,0.25008504,0.00154345,0.70246434,0.43710059
-5.98199100,1.93402045,0.04685537,1.06787607,0.24858303,0.00159671,0.73633890,0.45561021
-5.97598799,1.99660671,0.04863369,1.11166421,0.24693227,0.00165062,0.77218179,0.47489806
-5.96998499,2.06198477,0.05053517,1.15738355,0.24517758,0.00170522,0.80997615,0.49501172
-5.96398199,2.13035782,0.05257027,1.20513037,0.24337481,0.00176060,0.84971066,0.51601275
-5.95797899,2.20196925,0.05474977,1.25501960,0.24158977,0.00181691,0.89137413,0.53797262
-5.95197599,2.27708584,0.05708430,1.30717493,0.23989680,0.00187432,0.93495012,0.56096821
-5.94597299,2.35598020,0.05958395,1.36171846,0.23837711,0.00193301,0.98041179,0.58507699
-5.93996998,2.43891288,0.06225773,1.41876059,0.23711667,0.00199318,1.02771730,0.61037218
-5.93396698,2.52611507,0.06511317,1.47839021,0.23620398,0.00205499,1.07680601,0.63691790
-5.92796398,2.61777219,0.06815581,1.54066575,0.23572759,0.00211861,1.12759566,0.66476456
-5.92196098,2.71400912,0.07138882,1.60560730,0.23577353,0.00218415,1.17998076,0.69394458
-5.91595798,2.81487727,0.07481252,1.67318996,0.23642274,0.00225169,1.23383219,0.72446848
-5.90995498,2.92034397,0.07842409,1.74333870,0.23774839,0.00232128,1.28899812,0.75632159
-5.90395198,3.03028418,0.08221716,1.81592458,0.23981347,0.00239289,1.34530603,0.78946118
-5.89794897,3.14447481,0.08618156,1.89076258,0.24266846,0.00246648,1.40256590,0.82381429
-5.89194597,3.26259138,0.09030300,1.96761075,0.24634922,0.00254194,1.46057412,0.85927611
-5.88594297,3.38420718,0.09456297,2.04617075,0.25087528,0.00261913,1.51911804,0.89570895
-5.87993997,3.50879468,0.09893851,2.12608958,0.25624847,0.00269789,1.57798090,0.93294184
-5.87393697,3.63572912,0.10340216,2.20696236,0.26245201,0.00277803,1.63694663,0.97077078
-5.86793397,3.76429422,0.10792200,2.28833630,0.26945007,0.00285933,1.69580462,1.00895960
-5.86193097,3.89369001,0.11246169,2.36971541,0.27718794,0.00294159,1.75435394,1.04724152
-5.85592796,4.02304265,0.11698077,2.45056647,0.28559275,0.00302459,1.81240709,1.08532148
-5.84992496,4.15141656,0.12143490,2.53032580,0.29457481,0.00310812,1.86979314,1.12287929
-5.84392196,4.27782878,0.12577646,2.60840739,0.30402956,0.00319201,1.92636021,1.15957368
-5.83791896,4.40126575,0.12995508,2.68421208,0.31384014,0.00327608,1.98197756,1.19504739
-5.83191596,4.52070265,0.13391855,2.75713822,0.32388049,0.00336021,2.03653731,1.22893317
-5.82591296,4.63512521,0.13761372,2.82659368,0.33401898,0.00344428,2.08995591,1.26086098
-5.81990995,4.74355387,0.14098769,2.89200929,0.34412239,0.00352823,2.14217573,1.29046611
-5.81390695,4.84507006,0.14398904,2.95285344,0.35406019,0.00361202,2.19316680,1.31739823
-5.80790395,4.93884388,0.14656924,3.00864780,0.36370897,0.00369566,2.24292875,1.34133118
-5.80190095,5.02416258,0.14868411,3.05898360,0.37295677,0.00377919,2.29149317,1.36197327
-5.79589795,5.10045868,0.15029528,3.10353797,0.38170725,0.00386271,2.33892603,1.37907760
-5.78989495,5.16733668,0.15137166,3.14208958,0.38988336,0.00394635,2.38533028,1.39245228
-5.78389195,5.22459673,0.15189079,3.17453298,0.39743044,0.00403027,2.43084805,1.40196974
-5.77788894,5.27225414,0.15184000,3.20089051,0.40431856,0.00411468,2.47566237,1.40757489
-5.77188594,5.31055299,0.15121736,3.22132115,0.41054387,0.00419981,2.51999775,1.40929162
-5.76588294,5.33997276,0.15003236,3.23612533,0.41612886,0.00428591,2.56411936,1.40722701
-5.75987994,5.36122680,0.14830625,3.24574512,0.42112159,0.00437326,2.60833032,1.40157309
-5.75387694,5.37525187,0.14607193,3.25075917,0.42559369,0.00446210,2.65296688,1.39260564
-5.74787394,5.38318854,0.14337355,3.25187226,0.42963727,0.00455269,2.69839110,1.38068008
-5.74187094,5.38635252,0.14026564,3.24989935,0.43336083,0.00464520,2.74498127,1.36622419
-5.73586793,5.38619757,0.13681185,3.24574453,0.43688430,0.00473980,2.79311986,1.34972801
-5.72986493,5.38427127,0.13308343,3.24037540,0.44033346,0.00483653,2.84317967,1.33173103
-5.72386193,5.38216520,0.12915731,3.23479391,0.44383395,0.00493536,2.89550837,1.31280727
-5.71785893,5.38146158,0.12511401,3.23000463,0.44750515,0.00503612,2.95041238,1.29354862
-5.71185593,5.38367882,0.12103541,3.22698197,0.45145429,0.00513852,3.00814063,1.27454733
-5.70585293,5.39021818,0.11700245,3.22663773,0.45577100,0.00524213,3.06886929,1.25637818
-5.69984992,5.40231437,0.11309285,3.22979044,0.46052261,0.00534635,3.13268819,1.23958126
-5.69384692,5.42099224,0.10937896,3.23713795,0.46575048,0.00545048,3.19958992,1.22464598
-5.68784392,5.44703166,0.10592585,3.24923458,0.47146752,0.00555365,3.26946222,1.21199708
-5.68184092,5.48094239,0.10278961,3.26647387,0.47765704,0.00565489,3.34208434,1.20198322
-5.67583792,5.52295004,0.10001605,3.28907774,0.48427300,0.00575317,3.41712779,1.19486863
-5.66983492,5.57299382,0.09763972,3.31709253,0.49124167,0.00584739,3.49416148,1.19082813
-5.66383192,5.63073615,0.09568337,3.35039215,0.49846469,0.00593647,3.57266136,1.18994570
-5.65782891,5.69558350,0.09415779,3.38868797,0.50582322,0.00601938,3.65202410,1.19221670
-5.65182591,5.76671750,0.09306210,3.43154505,0.51318324,0.00609516,3.73158436,1.19755330
-5.64582291,5.84313479,0.09238434,3.47840386,0.52040149,0.00616305,3.81063485,1.20579319
-5.63981991,5.92369349,0.09210246,3.52860645,0.52733205,0.00622246,3.88844839,1.21671072
-5.63381691,6.00716443,0.09218553,3.58142575,0.53383298,0.00627309,3.96430100,1.23003024
-5.62781391,6.09228448,0.09259526,3.63609683,0.53977299,0.00631489,4.03749495,1.24544080
-5.62181091,6.17780986,0.09328757,3.69184853,0.54503771,0.00634818,4.10738105,1.26261153
-5.61580790,6.26256704,0.09421433,3.74793434,0.54953527,0.00637359,4.17337901,1.28120721
-5.60980490,6.34549923,0.09532512,3.80366104,0.55320113,0.00639214,4.23499530,1.30090299
-5.60380190,6.42570654,0.09656889,3.85841416,0.55600181,0.00640517,4.29183776,1.32139805
-5.59779890,6.50247848,0.09789559,3.91167914,0.55793750,0.00641439,4.34362659,1.34242726
-5.59179590,6.57531752,0.09925761,3.96305758,0.55904348,0.00642179,4.39020117,1.36377069
-5.58579290,6.64395320,0.10061105,4.01227796,0.55939023,0.00642961,4.43152281,1.38526035
-5.57978989,6.70834625,0.10191675,4.05920055,0.55908239,0.00644033,4.46767322,1.40678424
-5.57378689,6.76868291,0.10314108,4.10381640,0.55825652,0.00645655,4.49884884,1.42828731
-5.56778389,6.82535979,0.10425647,4.14624064,0.55707789,0.00648093,4.52535123,1.44976954
-5.56178089,6.87896004,0.10524171,4.18670023,0.55573626,0.00651614,4.54757390,1.47128132
-5.55577789,6.93022159,0.10608190,4.22551698,0.55444099,0.00656476,4.56598584,1.49291618
-5.54977489,6.97999897,0.10676829,4.26308609,0.55341541,0.00662919,4.58111231,1.51480151
-5.54377189,7.02921980,0.10729785,4.29985140,0.55289086,0.00671159,4.59351333,1.53708743
-5.53776888,7.07883757,0.10767261,4.33627804,0.55310032,0.00681382,4.60376053,1.55993449
-5.53176588,7.12978225,0.10789895,4.37282347,0.55427187,0.00693732,4.61241280,1.58350058
-5.52576288,7.18291041,0.10798672,4.40990796,0.55662219,0.00708311,4.61999172,1.60792767
-5.51975988,7.23895649,0.10794831,4.44788570,0.56035009,0.00725171,4.62695715,1.63332888
-5.51375688,7.29848677,0.10779769,4.48701729,0.56563029,0.00744312,4.63368406,1.65977634
-5.50775388,7.36185771,0.10754945,4.52744501,0.57260749,0.00765679,4.64044118,1.68729038
-5.50175088,7.42918012,0.10721795,4.56917146,0.58139099,0.00789157,4.64737238,1.71583038
-5.49574787,7.50029048,0.10681644,4.61204280,0.59204980,0.00814578,4.65448164,1.74528767
-5.48974487,7.57473066,0.10635640,4.65573709,0.60460855,0.00841718,4.66162216,1.77548080
-5.48374187,7.65173704,0.10584689,4.69975850,0.61904413,0.00870298,4.66849054,1.80615326
-5.47773887,7.73023980,0.10529421,4.74343789,0.63528346,0.00899991,4.67462634,1.83697405
-5.47173587,7.80887292,0.10470151,4.78593990,0.65320222,0.00930428,4.67941763,1.86754088
-5.46573287,7.88599514,0.10406871,4.82627686,0.67262497,0.00961200,4.68211255,1.89738618
-5.45972986,7.95972175,0.10339255,4.86332916,0.69332650,0.00991866,4.68183697,1.92598588
-5.45372686,8.02796678,0.10266674,4.89587191,0.71503472,0.01021966,4.67761799,1.95277064
-5.44772386,8.08849475,0.10188226,4.92260720,0.73743500,0.01051023,4.66841262,1.97713950
-5.44172086,8.13898094,0.10102789,4.94220121,0.76017607,0.01078557,4.65314106,1.99847554
-5.43571786,8.17707842,0.10009068,4.95332504,0.78287731,0.01104094,4.63072345,2.01616322
-5.42971486,8.20049017,0.09905668,4.95469818,0.80513749,0.01127178,4.60011885,2.02960690
-5.42371186,8.20704403,0.09791156,4.94513308,0.82654465,0.01147378,4.56036516,2.03825019
-5.41770885,8.19476802,0.09664146,4.92357951,0.84668696,0.01164303,4.51061845,2.04159523
-5.41170585,8.16196363,0.09523366,4.88916683,0.86516423,0.01177608,4.45019010,2.03922165
-5.40570285,8.10727423,0.09367741,4.84124295,0.88159967,0.01187007,4.37858033,2.03080418
-5.39969985,8.02974608,0.09196458,4.77940811,0.89565163,0.01192279,4.29550662,2.01612859
-5.39369685,7.92887952,0.09009032,4.70354228,0.90702473,0.01193278,4.20092579,1.99510495
-5.38769385,7.80466798,0.08805358,4.61382480,0.91547997,0.01189936,4.09504867,1.96777786
-5.38169085,7.65762300,0.08585758,4.51074535,0.92084355,0.01182270,3.97834664,1.93433308
-5.37568784,7.48878390,0.08351006,4.39510557,0.92301369,0.01170381,3.85154958,1.89509994
-5.36968484,7.29971106,0.08102344,4.26801079,0.92196537,0.01154459,3.71563505,1.85054953
-5.36368184,7.09246266,0.07841481,4.13085218,0.91775258,0.01134774,3.57180913,1.80128831
-5.35767884,6.86955515,0.07570570,3.98527938,0.91050787,0.01111679,3.42147935,1.74804725
