energy_ev,total_up,S_s_up,S_p_up,Sb_p_up,Sb_d_up,Sc_p_up,Sc_d_up
-5.35167584,6.63390832,0.07292177,3.83316451,0.90043927,0.01085598,3.26622072,1.69166676
-5.34567284,6.38877665,0.07009229,3.67655867,0.88782437,0.01057018,3.10773606,1.63307770
-5.33966983,6.13766891,0.06724946,3.51764210,0.87300191,0.01026483,2.94781205,1.57327902
-5.33366683,5.88425863,0.06442767,3.35866984,0.85636107,0.00994575,2.78827252,1.51331279
-5.32766383,5.63228823,0.06166254,3.20191441,0.83832881,0.00961904,2.63093080,1.45423734
-5.32166083,5.38547016,0.05899003,3.04960757,0.81935575,0.00929093,2.47754268,1.39709929
-5.31565783,5.14738809,0.05644534,2.90388298,0.79990116,0.00896761,2.32976173,1.34290564
-5.30965483,4.92140167,0.05406197,2.76672153,0.78041755,0.00865508,2.18909843,1.29259649
-5.30365183,4.71055784,0.05187062,2.63990121,0.76133569,0.00835900,2.05688448,1.24701962
-5.29764882,4.51751180,0.04989831,2.52495298,0.74305043,0.00808453,1.93424344,1.20690752
-5.29164582,4.34446013,0.04816749,2.42312408,0.72590810,0.00783624,1.82206849,1.17285774
-5.28564282,4.19308833,0.04669530,2.33534977,0.71019604,0.00761792,1.72100798,1.14531718
-5.27963982,4.06453451,0.04549297,2.26223446,0.69613453,0.00743256,1.63145893,1.12457081
-5.27363682,3.95937046,0.04456544,2.20404266,0.68387174,0.00728224,1.55356858,1.11073527
-5.26763382,3.87760053,0.04391114,2.16070002,0.67348168,0.00716810,1.48724369,1.10375741
-5.26163082,3.81867865,0.04352196,2.13180435,0.66496545,0.00709034,1.43216688,1.10341806
-5.25562781,3.78154251,0.04338347,2.11664631,0.65825553,0.00704822,1.38781948,1.10934074
-5.24962481,3.76466409,0.04347533,2.11423893,0.65322310,0.00704016,1.35350967,1.12100522
-5.24362181,3.76611437,0.04377195,2.12335520,0.64968787,0.00706378,1.32840488,1.13776531
-5.23761881,3.78364028,0.04424323,2.14257227,0.64743009,0.00711602,1.31156711,1.15887064
-5.23161581,3.81475075,0.04485554,2.17032104,0.64620400,0.00719329,1.30198987,1.18349139
-5.22561281,3.85680899,0.04557284,2.20493921,0.64575217,0.00729163,1.29863529,1.21074543
-5.21960980,3.90712725,0.04635780,2.24472621,0.64582000,0.00740686,1.30047011,1.23972678
-5.21360680,3.96306066,0.04717302,2.28799787,0.64616954,0.00753474,1.30649906,1.26953451
-5.20760380,4.02209631,0.04798226,2.33313902,0.64659204,0.00767116,1.31579469,1.29930094
-5.20160080,4.08193413,0.04875155,2.37865198,0.64691852,0.00781231,1.32752230,1.32821820
-5.19559780,4.14055624,0.04945025,2.42319918,0.64702781,0.00795478,1.34095938,1.35556206
-5.18959480,4.19628208,0.05005194,2.46563824,0.64685167,0.00809571,1.35550875,1.38071221
-5.18359180,4.24780695,0.05053516,2.50504822,0.64637661,0.00823283,1.37070517,1.40316807
-5.17758879,4.29422260,0.05088390,2.54074601,0.64564246,0.00836459,1.38621524,1.42255957
-5.17158579,4.33501904,0.05108785,2.57229226,0.64473769,0.00849009,1.40183098,1.43865256
-5.16558279,4.37006794,0.05114249,2.59948683,0.64379174,0.00860909,1.41745745,1.45134851
-5.15957979,4.39958860,0.05104882,2.62235398,0.64296475,0.00872197,1.43309527,1.46067867
-5.15357679,4.42409838,0.05081295,2.64111834,0.64243538,0.00882960,1.44881915,1.46679300
-5.14757379,4.44435054,0.05044549,2.65617273,0.64238733,0.00893324,1.46475355,1.46994453
-5.14157079,4.46126263,0.04996068,2.66803975,0.64299524,0.00903439,1.48104684,1.47046980
-5.13556778,4.47583939,0.04937557,2.67732899,0.64441100,0.00913463,1.49784555,1.46876646
-5.12956478,4.48909424,0.04870891,2.68469211,0.64675098,0.00923549,1.51526987,1.46526930
-5.12356178,4.50197356,0.04798019,2.69077813,0.65008518,0.00933825,1.53339198,1.46042560
-5.11755878,4.51528764,0.04720865,2.69619116,0.65442868,0.00944385,1.55221817,1.45467142
-5.11155578,4.52965193,0.04641230,2.70145264,0.65973609,0.00955275,1.57167586,1.44840957
-5.10555278,4.54544146,0.04560719,2.70696998,0.66589920,0.00966484,1.59160609,1.44199073
-5.09954977,4.56276061,0.04480670,2.71301302,0.67274809,0.00977940,1.61176183,1.43569824
-5.09354677,4.58142959,0.04402110,2.71969921,0.68005551,0.00989507,1.63181216,1.42973735
-5.08754377,4.60098781,0.04325725,2.72698817,0.68754449,0.01000987,1.65135198,1.42422938
-5.08154077,4.62071358,0.04251855,2.73468539,0.69489860,0.01012128,1.66991664,1.41921070
-5.07553777,4.63965878,0.04180503,2.74245475,0.70177445,0.01022630,1.68700059,1.41463658
-5.06953477,4.65669595,0.04111366,2.74983865,0.70781575,0.01032159,1.70207898,1.41038927
-5.06353177,4.67057516,0.04043875,2.75628459,0.71266810,0.01040359,1.71463103,1.40628991
-5.05752876,4.67998722,0.03977250,2.76117637,0.71599390,0.01046868,1.72416381,1.40211319
-5.05152576,4.68362977,0.03910567,2.76386819,0.71748663,0.01051333,1.73023526,1.39760407
-5.04552276,4.68027265,0.03842820,2.76371974,0.71688365,0.01053428,1.73247527,1.39249536
-5.03951976,4.66881932,0.03772992,2.76013037,0.71397720,0.01052865,1.73060380,1.38652530
-5.03351676,4.64836143,0.03700113,2.75257079,0.70862289,0.01049406,1.72444536,1.37945414
-5.02751376,4.61822405,0.03623324,2.74061073,0.70074555,0.01042880,1.71393918,1.37107894
-5.02151076,4.57799990,0.03541920,2.72394153,0.69034217,0.01033183,1.69914491,1.36124588
-5.01550775,4.52757150,0.03455390,2.70239279,0.67748197,0.01020289,1.68024376,1.34985964
-5.00950475,4.46712092,0.03363441,2.67594278,0.66230366,0.01004246,1.65753538,1.33688956
-5.00350175,4.39712733,0.03266013,2.64472244,0.64501028,0.00985184,1.63143072,1.32237247
-4.99749875,4.31835342,0.03163284,2.60901329,0.62586186,0.00963303,1.60244170,1.30641233
-4.99149575,4.23182178,0.03055655,2.56923985,0.60516637,0.00938874,1.57116809,1.28917689
-4.98549275,4.13878331,0.02943737,2.52595718,0.58326945,0.00912226,1.53828249,1.27089187
-4.97948974,4.04067923,0.02828327,2.47983460,0.56054346,0.00883742,1.50451403,1.25183305
-4.97348674,3.93909887,0.02710374,2.43163649,0.53737615,0.00853846,1.47063153,1.23231685
-4.96748374,3.83573523,0.02590946,2.38220115,0.51415964,0.00822992,1.43742656,1.21269002
-4.96148074,3.73233998,0.02471196,2.33241866,0.49127988,0.00791655,1.40569703,1.19331889
-4.95547774,3.63067956,0.02352326,2.28320861,0.46910698,0.00760319,1.37623153,1.17457872
-4.94947474,3.53249367,0.02235551,2.23549841,0.44798673,0.00729465,1.34979471,1.15684358
-4.94347174,3.43945711,0.02122070,2.19020258,0.42823330,0.00699565,1.32711381,1.14047693
-4.93746873,3.35314573,0.02013040,2.14820377,0.41012341,0.00671072,1.30886643,1.12582337
-4.93146573,3.27500680,0.01909548,2.11033536,0.39389184,0.00644408,1.29566941,1.11320144
-4.92546273,3.20633410,0.01812593,2.07736613,0.37972837,0.00619962,1.28806892,1.10289763
-4.91945973,3.14824759,0.01723075,2.04998687,0.36777604,0.00598082,1.28653155,1.09516152
-4.91345673,3.10167764,0.01641779,2.02879895,0.35813066,0.00579071,1.29143651,1.09020201
-4.90745373,3.06735348,0.01569371,2.01430479,0.35084145,0.00563181,1.30306879,1.08818449
-4.90145073,3.04579570,0.01506393,2.00690024,0.34591267,0.00550613,1.32161353,1.08922880
-4.89544772,3.03731245,0.01453262,2.00686867,0.34330611,0.00541512,1.34715144,1.09340794
-4.88944472,3.04199928,0.01410273,2.01437694,0.34294442,0.00535969,1.37965570,1.10074740
-4.88344172,3.05974225,0.01377601,2.02947315,0.34471494,0.00534018,1.41899034,1.11122502
-4.87743872,3.09022435,0.01355307,2.05208620,0.34847407,0.00535637,1.46491042,1.12477152
-4.87143572,3.13293505,0.01343343,2.08202745,0.35405202,0.00540752,1.51706416,1.14127151
-4.86543272,3.18718299,0.01341560,2.11899428,0.36125781,0.00549235,1.57499728,1.16056523
-4.85942971,3.25211168,0.01349713,2.16257594,0.36988438,0.00560909,1.63815967,1.18245101
-4.85342671,3.32671816,0.01367475,2.21226158,0.37971376,0.00575552,1.70591451,1.20668853
-4.84742371,3.40987451,0.01394435,2.26745054,0.39052217,0.00592899,1.77754971,1.23300299
-4.84142071,3.50035188,0.01430114,2.32746481,0.40208497,0.00612651,1.85229178,1.26109014
-4.83541771,3.59684685,0.01473970,2.39156355,0.41418141,0.00634472,1.92932169,1.29062231
-4.82941471,3.69800950,0.01525403,2.45895941,0.42659902,0.00658007,2.00779254,1.32125515
-4.82341171,3.80247290,0.01583767,2.52883624,0.43913776,0.00682877,2.08684856,1.35263514
-4.81740870,3.90888309,0.01648374,2.60036775,0.45161376,0.00708694,2.16564487,1.38440759
-4.81140570,4.01592902,0.01718502,2.67273663,0.46386261,0.00735063,2.24336747,1.41622483
-4.80540270,4.12237151,0.01793404,2.74515337,0.47574235,0.00761595,2.31925275,1.44775430
-4.79939970,4.22707041,0.01872319,2.81687430,0.48713597,0.00787910,2.39260591,1.47868629
-4.79339670,4.32900921,0.01954478,2.88721800,0.49795355,0.00813647,2.46281757,1.50874081
-4.78739370,4.42731616,0.02039114,2.95557959,0.50813402,0.00838474,2.52937802,1.53767345
-4.78139070,4.52128125,0.02125478,3.02144233,0.51764639,0.00862094,2.59188856,1.56527981
-4.77538769,4.61036854,0.02212848,3.08438600,0.52649073,0.00884249,2.65006947,1.59139831
-4.76938469,4.69422318,0.02300541,3.14409184,0.53469856,0.00904733,2.70376436,1.61591134
-4.76338169,4.77267315,0.02387932,3.20034385,0.54233283,0.00923393,2.75294067,1.63874462
-4.75737869,4.84572539,0.02474463,3.25302650,0.54948733,0.00940136,2.79768637,1.65986483
-4.75137569,4.91355661,0.02559656,3.30211901,0.55628558,0.00954931,2.83820291,1.67927581
-4.74537269,4.97649911,0.02643128,3.34768652,0.56287898,0.00967811,2.87479477,1.69701346
-4.73936968,5.03502213,0.02724600,3.38986880,0.56944437,0.00978873,2.90785595,1.71313984
-4.73336668,5.08970936,0.02803899,3.42886684,0.57618078,0.00988276,2.93785389,1.72773666
-4.72736368,5.14123364,0.02880966,3.46492833,0.58330551,0.00996239,2.96531152,1.74089881
-4.72136068,5.19032956,0.02955851,3.49833249,0.59104941,0.01003032,2.99078792,1.75272823
-4.71535768,5.23776525,0.03028703,3.52937514,0.59965148,0.01008971,3.01485844,1.76332847
-4.70935468,5.28431409,0.03099765,3.55835470,0.60935288,0.01014408,3.03809484,1.77280039
-4.70335168,5.33072767,0.03169345,3.58555967,0.62039044,0.01019723,3.06104620,1.78123913
-4.69734867,5.37771077,0.03237803,3.61125823,0.63298986,0.01025306,3.08422123,1.78873258
-4.69134567,5.42589930,0.03305516,3.63569032,0.64735870,0.01031550,3.10807253,1.79536128
-4.68534267,5.47584196,0.03372852,3.65906239,0.66367963,0.01038839,3.13298327,1.80119991
-4.67933967,5.52798621,0.03440136,3.68154515,0.68210381,0.01047530,3.15925681,1.80631990
-4.67333667,5.58266891,0.03507622,3.70327404,0.70274500,0.01057943,3.18710941,1.81079322
-4.66733367,5.64011197,0.03575458,3.72435250,0.72567439,0.01070355,3.21666635,1.81469677
-4.66133067,5.70042285,0.03643667,3.74485752,0.75091646,0.01084981,3.24796149,1.81811725
-4.65532766,5.76359983,0.03712125,3.76484727,0.77844609,0.01101976,3.28094012,1.82115595
-4.64932466,5.82954162,0.03780550,3.78437012,0.80818687,0.01121421,3.31546514,1.82393309
-4.64332166,5.89806063,0.03848498,3.80347457,0.84001095,0.01143325,3.35132602,1.82659146
-4.63731866,5.96889920,0.03915376,3.82221945,0.87374020,0.01167624,3.38825027,1.82929889
-4.63131566,6.04174783,0.03980450,3.84068370,0.90914883,0.01194180,3.42591685,1.83224936
-4.62531266,6.11626441,0.04042877,3.85897505,0.94596727,0.01222786,3.46397087,1.83566249
-4.61930965,6.19209330,0.04101737,3.87723703,0.98388719,0.01253173,3.50203897,1.83978127
-4.61330665,6.26888324,0.04156076,3.89565369,1.02256757,0.01285020,3.53974455,1.84486802
-4.60730365,6.34630290,0.04204946,3.91445147,1.06164146,0.01317958,3.57672216,1.85119849
-4.60130065,6.42405333,0.04247458,3.93389802,1.10072331,0.01351586,3.61263037,1.85905435
-4.59529765,6.50187619,0.04282824,3.95429737,1.13941659,0.01385480,3.64716241,1.86871405
-4.58929465,6.57955748,0.04310402,3.97598176,1.17732152,0.01419204,3.68005412,1.88044246
-4.58329165,6.65692604,0.04329734,3.99929977,1.21404253,0.01452324,3.71108865,1.89447947
-4.57728864,6.73384706,0.04340570,4.02460128,1.24919542,0.01484416,3.74009783,1.91102808
-4.57128564,6.81021054,0.04342892,4.05221959,1.28241394,0.01515076,3.76695999,1.93024216
-4.56528264,6.88591521,0.04336920,4.08245129,1.31335561,0.01543929,3.79159452,1.95221459
-4.55927964,6.96084885,0.04323103,4.11553463,1.34170674,0.01570636,3.81395329,1.97696609
-4.55327664,7.03486585,0.04302111,4.15162748,1.36718645,0.01594898,3.83400961,2.00443533
-4.54727364,7.10776331,0.04274801,4.19078570,1.38954971,0.01616459,3.85174530,2.03447085
-4.54127064,7.17925720,0.04242184,4.23294323,1.40858940,0.01635111,3.86713675,2.06682512
-4.53526763,7.24896008,0.04205384,4.27789501,1.42413728,0.01650686,3.88014076,2.10115139
-4.52926463,7.31636188,0.04165586,4.32528378,1.43606406,0.01663064,3.89068127,2.13700350
-4.52326163,7.38081535,0.04123993,4.37459191,1.44427865,0.01672163,3.89863766,2.17383911
-4.51725863,7.44152760,0.04081772,4.42513904,1.44872657,0.01677940,3.90383578,2.21102641
-4.51125563,7.49755881,0.04040010,4.47608633,1.44938787,0.01680382,3.90604223,2.24785442
-4.50525263,7.54782909,0.03999682,4.52644765,1.44627461,0.01679505,3.90496259,2.28354677
-4.49924962,7.59113393,0.03961612,4.57510779,1.43942811,0.01675349,3.90024404,2.31727875
-4.49324662,7.62616834,0.03926459,4.62084762,1.42891617,0.01667974,3.89148235,2.34819722
-4.48724362,7.65155938,0.03894704,4.66237540,1.41483050,0.01657454,3.87823333,2.37544279
-4.48124062,7.66590609,0.03866647,4.69836352,1.39728435,0.01643878,3.86002830,2.39817376
-4.47523762,7.66782561,0.03842424,4.72748928,1.37641075,0.01627349,3.83639302,2.41559072
-4.46923462,7.65600369,0.03822019,4.74847820,1.35236113,0.01607977,3.80686917,2.42696130
-4.46323162,7.62924752,0.03805293,4.76014819,1.32530460,0.01585889,3.77103751,2.43164379
-4.45722861,7.58653845,0.03792013,4.76145257,1.29542772,0.01561224,3.72854155,2.42910895
-4.45122561,7.52708220,0.03781882,4.75152018,1.26293474,0.01534136,3.67911049,2.41895897
-4.44522261,7.45035400,0.03774578,4.72969060,1.22804821,0.01504799,3.62258024,2.40094272
-4.43921961,7.35613620,0.03769777,4.69554285,1.19100963,0.01473409,3.55891145,2.37496682
-4.43321661,7.24454654,0.03767186,4.64891620,1.15208019,0.01440185,3.48820355,2.34110168
-4.42721361,7.11605507,0.03766555,4.58992201,1.11154116,0.01405372,3.41070390,2.29958249
-4.42121061,6.97148895,0.03767696,4.51894601,1.06969379,0.01369243,3.32681168,2.25080486
-4.41520760,6.81202441,0.03770487,4.43664083,1.02685865,0.01332096,3.23707608,2.19531538
-4.40920460,6.63916608,0.03774864,4.34390926,0.98337408,0.01294259,3.14218895,2.13379740
-4.40320160,6.45471461,0.03780817,4.24187887,0.93959384,0.01256081,3.04297221,2.06705257
-4.39719860,6.26072399,0.03788373,4.13186952,0.89588377,0.01217933,2.94036058,1.99597908
-4.39119560,6.05945046,0.03797573,4.01535502,0.85261771,0.01180199,2.83538058,1.92154732
-4.38519260,5.85329558,0.03808456,3.89392121,0.81017251,0.01143276,2.72912667,1.84477414
-4.37918959,5.64474603,0.03821034,3.76922206,0.76892255,0.01107564,2.62273583,1.76669669
-4.37318659,5.43631281,0.03835272,3.64293615,0.72923382,0.01073460,2.51736161,1.68834682
-4.36718359,5.23047266,0.03851080,3.51672518,0.69145780,0.01041351,2.41414886,1.61072720
-4.36118059,5.02961386,0.03868299,3.39219636,0.65592537,0.01011610,2.31421007,1.53478972
-4.35517759,4.83598858,0.03886701,3.27086989,0.62294103,0.00984587,2.21860423,1.46141717
-4.34917459,4.65167320,0.03906000,3.15415261,0.59277758,0.00960605,2.12831881,1.39140834
-4.34317159,4.47853733,0.03925861,3.04331822,0.56567134,0.00939958,2.04425520,1.32546703
-4.33716858,4.31822210,0.03945925,2.93949428,0.54181826,0.00922902,1.96721774,1.26419499
-4.33116558,4.17212711,0.03965833,2.84365545,0.52137074,0.00909660,1.89790624,1.20808845
-4.32516258,4.04140543,0.03985258,2.75662240,0.50443530,0.00900411,1.83691159,1.15753816
-4.31915958,3.92696531,0.04003934,2.67906536,0.49107123,0.00895297,1.78471411,1.11283221
-4.31315658,3.82947723,0.04021688,2.61151102,0.48128985,0.00894415,1.74168387,1.07416122
-4.30715358,3.74938445,0.04038461,2.55435159,0.47505473,0.00897822,1.70808243,1.04162516
