energy_ev,total_up,C_s_up,C_p_up,Ni_p_up,Ni_d_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-5.54977489,0.37635943,0.00627016,0.00829046,0.04926662,0.13902951,0.04372947,0.01669549,0.00393856,0.20487420
-5.54377189,0.42446856,0.00704354,0.00932554,0.05562063,0.15676451,0.04975592,0.01876211,0.00441179,0.23115068
-5.53776888,0.47600650,0.00786501,0.01041977,0.06248826,0.17575797,0.05634746,0.02094622,0.00491395,0.25933472
-5.53176588,0.53071291,0.00872837,0.01156479,0.06984326,0.19591153,0.06350922,0.02323029,0.00544023,0.28929235
-5.52576288,0.58827295,0.00962640,0.01275054,0.07765434,0.21710669,0.07124391,0.02559355,0.00598512,0.32086106
-5.51975988,0.64832202,0.01055102,0.01396539,0.08588552,0.23920665,0.07955192,0.02801226,0.00654253,0.35385218
-5.51375688,0.71045324,0.01149347,0.01519638,0.09449681,0.26205904,0.08843163,0.03046024,0.00710581,0.38805486
-5.50775388,0.77422758,0.01244451,0.01642952,0.10344522,0.28549980,0.09787983,0.03290951,0.00766794,0.42324142
-5.50175088,0.83918604,0.01339479,0.01765012,0.11268598,0.30935773,0.10789205,0.03533106,0.00822168,0.45917369
-5.49574787,0.90486342,0.01433508,0.01884324,0.12217395,0.33345965,0.11846298,0.03769574,0.00875976,0.49561023
-5.48974487,0.97080275,0.01525669,0.01999410,0.13186505,0.35763583,0.12958661,0.03997521,0.00927513,0.53231389
-5.48374187,1.03656974,0.01615181,0.02108853,0.14171771,0.38172541,0.14125631,0.04214295,0.00976112,0.56905929
-5.47773887,1.10176637,0.01701378,0.02211347,0.15169413,0.40558148,0.15346456,0.04417518,0.01021174,0.60563977
-5.47173587,1.16604272,0.01783749,0.02305734,0.16176141,0.42907549,0.16620250,0.04605184,0.01062184,0.64187347
-5.46573287,1.22910644,0.01861951,0.02391047,0.17189235,0.45210079,0.17945902,0.04775731,0.01098732,0.67760808
-5.45972986,1.29072929,0.01935833,0.02466536,0.18206595,0.47457494,0.19321975,0.04928111,0.01130528,0.71272393
-5.45372686,1.35075033,0.02005441,0.02531699,0.19226761,0.49644083,0.20746563,0.05061834,0.01157410,0.74713542
-5.44772386,1.40907559,0.02071014,0.02586289,0.20248898,0.51766640,0.22217144,0.05176991,0.01179351,0.78079051
-5.44172086,1.46567452,0.02132974,0.02630324,0.21272755,0.53824302,0.23730425,0.05274263,0.01196463,0.81366861
-5.43571786,1.52057349,0.02191899,0.02664083,0.22298617,0.55818279,0.25282191,0.05354891,0.01208985,0.84577690
-5.42971486,1.57384703,0.02248494,0.02688091,0.23327242,0.57751482,0.26867190,0.05420647,0.01217276,0.87714560
-5.42371186,1.62560760,0.02303546,0.02703101,0.24359810,0.59628096,0.28479046,0.05473767,0.01221800,0.90782257
-5.41770885,1.67599505,0.02357879,0.02710066,0.25397898,0.61453124,0.30110242,0.05516881,0.01223108,0.93786794
-5.41170585,1.72516672,0.02412299,0.02710113,0.26443491,0.63231952,0.31752169,0.05552926,0.01221813,0.96734911
-5.40570285,1.77328923,0.02467545,0.02704504,0.27499047,0.64969973,0.33395261,0.05585065,0.01218572,0.99633707
-5.39969985,1.82053313,0.02524230,0.02694614,0.28567611,0.66672301,0.35029226,0.05616594,0.01214060,1.02490421
-5.39369685,1.86707098,0.02582802,0.02681894,0.29653010,0.68343625,0.36643368,0.05650861,0.01208949,1.05312423
-5.38769385,1.91307958,0.02643498,0.02667851,0.30760101,0.69988213,0.38226999,0.05691198,0.01203892,1.08107443
-5.38169085,1.95874641,0.02706314,0.02654026,0.31895089,0.71610076,0.39769931,0.05740865,0.01199506,1.10884033
-5.37568784,2.00428031,0.02770991,0.02641981,0.33065880,0.73213305,0.41263040,0.05803008,0.01196365,1.13652263
-5.36968484,2.04992569,0.02837007,0.02633293,0.34282470,0.74802553,0.42698853,0.05880642,0.01194991,1.16424612
-5.36368184,2.09597947,0.02903588,0.02629548,0.35557340,0.76383636,0.44072162,0.05976643,0.01195861,1.19216994
-5.35767884,2.14280951,0.02969728,0.02632344,0.36905808,0.77964220,0.45380605,0.06093763,0.01199411,1.22049857
-5.35167584,2.19087291,0.03034231,0.02643299,0.38346338,0.79554521,0.46625197,0.06234653,0.01206047,1.24949260
-5.34567284,2.24073265,0.03095759,0.02664049,0.39900741,0.81167990,0.47810765,0.06401892,0.01216163,1.27947828
-5.33966983,2.29307064,0.03152884,0.02696254,0.41594247,0.82821884,0.48946256,0.06598017,0.01230161,1.31085497
-5.33366683,2.34869552,0.03204159,0.02741596,0.43455417,0.84537686,0.50044887,0.06825554,0.01248471,1.34409938
-5.32766383,2.40854373,0.03248186,0.02801766,0.45515863,0.86341303,0.51124121,0.07087028,0.01271572,1.37976575
-5.32166083,2.47367243,0.03283676,0.02878450,0.47809765,0.88262999,0.52205435,0.07384963,0.01300014,1.41848138
-5.31565783,2.54524357,0.03309523,0.02973293,0.50373164,0.90337022,0.53313890,0.07721858,0.01334438,1.46093697
-5.30965483,2.62449873,0.03324851,0.03087866,0.53243054,0.92600913,0.54477493,0.08100137,0.01375586,1.50787154
-5.30365183,2.71272482,0.03329071,0.03223609,0.56456266,0.95094495,0.55726380,0.08522077,0.01424313,1.56005223
-5.29764882,2.81121170,0.03321905,0.03381775,0.60048186,0.97858563,0.57091826,0.08989707,0.01481592,1.61824932
-5.29164582,2.92120281,0.03303417,0.03563353,0.64051350,1.00933324,0.58605132,0.09504688,0.01548507,1.68320741
-5.28564282,3.04384110,0.03274009,0.03769001,0.68493949,1.04356651,0.60296424,0.10068171,0.01626249,1.75561374
-5.27963982,3.18011235,0.03234422,0.03998966,0.73398331,1.08162226,0.62193418,0.10680655,0.01716099,1.83606516
-5.27363682,3.33078882,0.03185706,0.04253013,0.78779537,1.12377671,0.64320206,0.11341836,0.01819404,1.92503526
-5.26763382,3.49637608,0.03129187,0.04530359,0.84643961,1.17022771,0.66696109,0.12050466,0.01937556,2.02284331
-5.26163082,3.67706598,0.03066425,0.04829620,0.90988194,1.22107894,0.69334672,0.12804240,0.02071957,2.12962663
-5.25562781,3.87269850,0.02999153,0.05148773,0.97798102,1.27632701,0.72242822,0.13599698,0.02223991,2.24531803
-5.24962481,4.08273485,0.02929228,0.05485148,1.05048210,1.33585243,0.75420255,0.14432178,0.02394985,2.36962968
-5.24362181,4.30624389,0.02858566,0.05835426,1.12701417,1.39941511,0.78859068,0.15295803,0.02586172,2.50204434
-5.23761881,4.54190289,0.02789085,0.06195686,1.20709067,1.46665492,0.82543661,0.16183525,0.02798663,2.64181480
-5.23161581,4.78801326,0.02722653,0.06561457,1.29011392,1.53709745,0.86450912,0.17087217,0.03033402,2.78797179
-5.22561281,5.04253101,0.02661040,0.06927812,1.37538312,1.61016497,0.90550624,0.17997810,0.03291142,2.93934011
-5.21960980,5.30311071,0.02605875,0.07289478,1.46210567,1.68519225,0.94806206,0.18905485,0.03572408,3.09456247
-5.21360680,5.56716130,0.02558624,0.07640971,1.54941138,1.76144642,0.99175576,0.19799896,0.03877470,3.25213012
-5.20760380,5.83191125,0.02520565,0.07976742,1.63636911,1.83815021,1.03612231,0.20670425,0.04206317,3.41041875
-5.20160080,6.09448024,0.02492777,0.08291336,1.72200518,1.91450732,1.08066437,0.21506453,0.04558634,3.56772832
-5.19559780,6.35195422,0.02476146,0.08579554,1.80532289,1.98972882,1.12486490,0.22297641,0.04933778,3.72232496
-5.18959480,6.60146058,0.02471363,0.08836612,1.88532251,2.06305918,1.16819992,0.23034201,0.05330763,3.87248324
-5.18359180,6.84024039,0.02478948,0.09058286,1.96102106,2.13380091,1.21015102,0.23707148,0.05748243,4.01652721
-5.17758879,7.06571482,0.02499262,0.09241041,2.03147145,2.20133650,1.25021705,0.24308523,0.06184501,4.15286849
-5.17158579,7.27554354,0.02532528,0.09382142,2.09578032,2.26514672,1.28792479,0.24831584,0.06637448,4.28004047
-5.16558279,7.46767312,0.02578859,0.09479731,2.15312431,2.32482457,1.32283821,0.25270942,0.07104615,4.39672734
-5.15957979,7.64037438,0.02638270,0.09532880,2.20276456,2.38008433,1.35456628,0.25622661,0.07583166,4.50178758
-5.15357679,7.79226816,0.02710705,0.09541603,2.24405908,2.43076545,1.38276917,0.25884302,0.08069913,4.59427137
-5.14757379,7.92233939,0.02796041,0.09506849,2.27647312,2.47683128,1.40716293,0.26054923,0.08561334,4.67343213
-5.14157079,8.02994017,0.02894105,0.09430450,2.29958738,2.51836283,1.42752261,0.26135031,0.09053615,4.73873224
-5.13556778,8.11478253,0.03004669,0.09315052,2.31310414,2.55554810,1.44368407,0.26126510,0.09542686,4.78984348
-5.12956478,8.17692233,0.03127448,0.09164017,2.31685132,2.58866741,1.45554451,0.26032499,0.10024280,4.82664265
-5.12356178,8.21673538,0.03262089,0.08981308,2.31078454,2.61807558,1.46306192,0.25857257,0.10493992,4.84920297
-5.11755878,8.23488714,0.03408151,0.08771354,2.29498713,2.64418158,1.46625343,0.25606011,0.10947351,4.85778185
-5.11155578,8.23229745,0.03565086,0.08538915,2.26966819,2.66742665,1.46519286,0.25284792,0.11379893,4.85280560
-5.10555278,8.21010124,0.03732212,0.08288938,2.23515855,2.68826140,1.46000728,0.24900260,0.11787239,4.83485146
-5.09954977,8.16960654,0.03908680,0.08026413,2.19190469,2.70712298,1.45087280,0.24459537,0.12165179,4.80462746
-5.09354677,8.11225051,0.04093450,0.07756243,2.14046058,2.72441277,1.43800952,0.23970041,0.12509740,4.76295045
-5.08754377,8.03955462,0.04285258,0.07483114,2.08147746,2.74047556,1.42167567,0.23439324,0.12817260,4.71072264
-5.08154077,7.95307978,0.04482597,0.07211388,2.01569160,2.75558068,1.40216099,0.22874924,0.13084451,4.64890721
-5.07553777,7.85438255,0.04683696,0.06945003,1.94391026,2.76990594,1.37977950,0.22284222,0.13308448,4.57850327
-5.06953477,7.74497341,0.04886511,0.06687394,1.86699606,2.78352481,1.35486171,0.21674312,0.13486849,4.50052098
-5.06353177,7.62627837,0.05088725,0.06441438,1.78585006,2.79639765,1.32774656,0.21051893,0.13617745,4.41595737
-5.05752876,7.49960544,0.05287765,0.06209404,1.70139411,2.80836733,1.29877330,0.20423166,0.13699734,4.32577392
-5.05152576,7.36611724,0.05480824,0.05992937,1.61455284,2.81915995,1.26827366,0.19793755,0.13731925,4.23087655
-5.04552276,7.22681137,0.05664905,0.05793051,1.52623597,2.82839082,1.23656480,0.19168655,0.13713936,4.13209933
-5.03951976,7.08250982,0.05836877,0.05610143,1.43732152,2.83557615,1.20394315,0.18552193,0.13645876,4.03019256
-5.03351676,6.93385864,0.05993539,0.05444025,1.34864047,2.84015027,1.17067982,0.17948028,0.13528334,3.92581620
-5.02751376,6.78133849,0.06131704,0.05293969,1.26096343,2.84148840,1.13701769,0.17359171,0.13362356,3.81953929
-5.02151076,6.62528653,0.06248286,0.05158771,1.17498981,2.83893436,1.10317056,0.16788043,0.13149420,3.71184568
-5.01550775,6.46592912,0.06340394,0.05036821,1.09133975,2.83183255,1.06932435,0.16236559,0.12891420,3.60314607
-5.00950475,6.30342430,0.06405432,0.04926190,1.01054905,2.81956310,1.03564056,0.15706245,0.12590642,3.49379598
-5.00350175,6.13791253,0.06441186,0.04824722,0.93306719,2.80157890,1.00226166,0.15198376,0.12249746,3.38411900
-4.99749875,5.96957303,0.06445918,0.04730128,0.85925818,2.77744306,0.96931822,0.14714145,0.11871749,3.27443383
-4.99149575,5.79868300,0.06418438,0.04640088,0.78940413,2.74686482,0.93693744,0.14254831,0.11460008,3.16508394
-4.98549275,5.62567613,0.06358162,0.04552349,0.72371110,2.70973236,0.90525230,0.13821983,0.11018194,3.05646771
-4.97948974,5.45119694,0.06265159,0.04464817,0.66231670,2.66614058,0.87441101,0.13417592,0.10550273,2.94906722
-4.97348674,5.27614713,0.06140167,0.04375639,0.60529894,2.61641207,0.84458581,0.13044251,0.10060476,2.84347362
-4.96748374,5.10172048,0.05984589,0.04283284,0.55268572,2.56110989,0.81598056,0.12705279,0.09553255,2.74040697
-4.96148074,4.92942319,0.05800469,0.04186592,0.50446441,2.50104085,0.78883642,0.12404811,0.09033248,2.64072884
-4.95547774,4.76107714,0.05590439,0.04084826,0.46059092,2.43724849,0.76343504,0.12147838,0.08505212,2.54544600
-4.94947474,4.59880427,0.05357653,0.03977688,0.42099794,2.37099531,0.74009868,0.11940184,0.07973971,2.45570434
-4.94347174,4.44499137,0.05105692,0.03865325,0.38560175,2.30373445,0.71918706,0.11788423,0.07444332,2.37277200
-4.93746873,4.30223526,0.04838466,0.03748315,0.35430758,2.23707123,0.70109068,0.11699728,0.06921018,2.29801207
-4.93146573,4.17326969,0.04560100,0.03627631,0.32701318,2.17271580,0.68622068,0.11681650,0.06408578,2.23284492
-4.92546273,4.06087599,0.04274814,0.03504584,0.30361073,2.11242821,0.67499539,0.11741838,0.05911308,2.17870153
-4.91945973,3.96778061,0.03986807,0.03380762,0.28398703,2.05795797,0.66782409,0.11887698,0.05433169,2.13696918
-4.91345673,3.89654345,0.03700140,0.03257945,0.26802226,2.01098028,0.66508849,0.12126016,0.04977711,2.10893171
-4.90745373,3.84944157,0.03418633,0.03138017,0.25558756,1.97303130,0.66712276,0.12462541,0.04548006,2.09570668
-4.90145073,3.82835319,0.03145774,0.03022876,0.24654166,1.94544515,0.67419293,0.12901566,0.04146594,2.09818235
-4.89544772,3.83464736,0.02884638,0.02914340,0.24072706,1.92929526,0.68647673,0.13445509,0.03775438,2.11695727
-4.88944472,3.86908462,0.02637829,0.02814058,0.23796616,1.92534250,0.70404485,0.14094529,0.03435900,2.15228564
-4.88344172,3.93173366,0.02407440,0.02723432,0.23805754,1.93399250,0.72684463,0.14846194,0.03128729,2.20403124
-4.87743872,4.02190883,0.02195029,0.02643546,0.24077302,1.95526432,0.75468731,0.15695211,0.02854068,2.27163281
-4.87143572,4.13813228,0.02001616,0.02575118,0.24585563,1.98877199,0.78723955,0.16633265,0.02611474,2.35408312
-4.86543272,4.27812411,0.01827700,0.02518457,0.25301888,2.03372021,0.82402010,0.17648950,0.02399962,2.44992366
-4.85942971,4.43882240,0.01673284,0.02473452,0.26194747,2.08891501,0.86440206,0.18727831,0.02218049,2.55725639
-4.85342671,4.61643407,0.01537920,0.02439571,0.27229961,2.15278938,0.90762117,0.19852632,0.02063819,2.67377294
-4.84742371,4.80651613,0.01420759,0.02415881,0.28371098,2.22344335,0.95279007,0.21003551,0.01934999,2.79680126
-4.84142071,5.00408544,0.01320618,0.02401089,0.29580024,2.29869759,0.99891828,0.22158708,0.01829031,2.92336880
-4.83541771,5.20375384,0.01236038,0.02393596,0.30817603,2.37615872,1.04493748,0.23294697,0.01743158,3.05028039
-4.82941471,5.39988424,0.01165359,0.02391564,0.32044511,2.45329407,1.08973123,0.24387247,0.01674511,3.17420829
-4.82341171,5.58676208,0.01106785,0.02392992,0.33222159,2.52751332,1.13216809,0.25411948,0.01620183,3.29179147
-4.81740870,5.75877575,0.01058452,0.02395807,0.34313656,2.59625386,1.17113683,0.26345034,0.01577319,3.39974012
-4.81140570,5.91059892,0.01018489,0.02397942,0.35284802,2.65706662,1.20558243,0.27164174,0.01543179,3.49494146
-4.80540270,6.03736748,0.00985073,0.02397432,0.36105063,2.70769904,1.23454134,0.27849250,0.01515215,3.57456256
-4.79939970,6.13484378,0.00956482,0.02392489,0.36748470,2.74617176,1.25717442,0.28383083,0.01491119,3.63614588
-4.79339670,6.19956142,0.00931131,0.02381579,0.37194427,2.77084618,1.27279628,0.28752084,0.01468875,3.67769348
-4.78739370,6.22894458,0.00907611,0.02363488,0.37428380,2.78047990,1.28089960,0.28946781,0.01446797,3.69773646
-4.78139070,6.22139701,0.00884708,0.02337369,0.37442322,2.77426830,1.28117345,0.28962226,0.01423550,3.69538657
-4.77538769,6.17635709,0.00861421,0.02302781,0.37235109,2.75187028,1.27351480,0.28798241,0.01398166,3.67036802
-4.76938469,6.09431721,0.00836968,0.02259712,0.36812587,2.71341779,1.25803272,0.28459508,0.01370049,3.62302816
-4.76338169,5.97680689,0.00810787,0.02208582,0.36187512,2.65950873,1.23504518,0.27955484,0.01338962,3.55432703
-4.75737869,5.82634121,0.00782526,0.02150235,0.35379289,2.59118407,1.20506857,0.27300166,0.01305015,3.46580625
-4.75137569,5.64633728,0.00752031,0.02085918,0.34413520,2.50989053,1.16880066,0.26511697,0.01268636,3.35953918
-4.74537269,5.44100300,0.00719329,0.02017241,0.33321411,2.41743066,1.12709755,0.25611844,0.01230535,3.23806461
-4.73936968,5.21520329,0.00684600,0.01946134,0.32139041,2.31590283,1.08094596,0.24625367,0.01191670,3.10430724
-4.73336668,4.97430989,0.00648161,0.01874788,0.30906544,2.20763377,1.03143188,0.23579306,0.01153194,2.96148829
-4.72736368,4.72404102,0.00610431,0.01805597,0.29667224,2.09510663,0.97970698,0.22502205,0.01116416,2.81303027
-4.72136068,4.47029733,0.00571908,0.01741085,0.28466636,1.98088743,0.92695424,0.21423329,0.01082745,2.66245945
-4.71535768,4.21900025,0.00533146,0.01683842,0.27351668,1.86755259,0.87435396,0.20371861,0.01053642,2.51330983
-4.70935468,3.97593812,0.00494725,0.01636446,0.26369650,1.75762018,0.82305144,0.19376149,0.01030568,2.36903180
-4.70335168,3.74662492,0.00457232,0.01601403,0.25567495,1.65348672,0.77412742,0.18462988,0.01014939,2.23290826
-4.69734867,3.53617503,0.00421242,0.01581068,0.24990905,1.55737144,0.72857203,0.17656984,0.01008079,2.10798042
-4.69134567,3.34919684,0.00387300,0.01577587,0.24683635,1.47126901,0.68726305,0.16979992,0.01011179,1.99698483
-4.68534267,3.18970650,0.00355906,0.01592833,0.24686827,1.39691143,0.65094869,0.16450653,0.01025258,1.90230255
-4.67933967,3.06106247,0.00327510,0.01628354,0.25038399,1.33573930,0.62023533,0.16084036,0.01051129,1.82592077
-4.67333667,2.96592040,0.00302500,0.01685313,0.25772499,1.28888230,0.59557999,0.15891367,0.01089374,1.76940672
-4.66733367,2.90620742,0.00281199,0.01764456,0.26918999,1.25714845,0.57728751,0.15879878,0.01140322,1.73389325
-4.66133067,2.88311409,0.00263863,0.01866067,0.28503039,1.24102121,0.56551214,0.16052740,0.01204029,1.72007512
-4.65532766,2.89710225,0.00250678,0.01989939,0.30544599,1.24066377,0.56026292,0.16409097,0.01280273,1.72821487
-4.64932466,2.94792663,0.00241764,0.02135362,0.33058101,1.25592946,0.56141271,0.16944184,0.01368548,1.75815703
-4.64332166,3.03466838,0.00237175,0.02301107,0.36052045,1.28637737,0.56870989,0.17649531,0.01468067,1.80934951
