energy_ev,total_up,Ag_p_up,Ag_d_up,Se_s_up,Se_p_up,Sn_p_up,Sn_d_up
-6.00000000,4.83847584,0.26111888,4.49831615,0.03308248,0.15169767,0.17251750,0.00074219
-5.99399700,4.88520640,0.27169957,4.53640411,0.03463447,0.15521947,0.17732938,0.00074244
-5.98799400,4.92715485,0.28243595,4.56982302,0.03623305,0.15849333,0.18212451,0.00074183
-5.98199100,4.96365902,0.29318542,4.59803545,0.03787319,0.16147217,0.18682077,0.00074044
-5.97598799,4.99420826,0.30380590,4.62064697,0.03955009,0.16411522,0.19133942,0.00073837
-5.96998499,5.01846427,0.31415970,4.63742375,0.04125933,0.16638940,0.19560737,0.00073575
-5.96398199,5.03627712,0.32411724,4.64830535,0.04299707,0.16827055,0.19955924,0.00073269
-5.95797899,5.04769531,0.33356077,4.65341219,0.04476027,0.16974436,0.20313921,0.00072933
-5.95197599,5.05296946,0.34238765,4.65304716,0.04654674,0.17080702,0.20630256,0.00072581
-5.94597299,5.05254917,0.35051315,4.64769100,0.04835526,0.17146554,0.20901678,0.00072228
-5.93996998,5.04707277,0.35787267,4.63799138,0.05018555,0.17173770,0.21126218,0.00071888
-5.93396698,5.03735023,0.36442316,4.62474592,0.05203821,0.17165157,0.21303215,0.00071577
-5.92796398,5.02433947,0.37014376,4.60887944,0.05391456,0.17124479,0.21433279,0.00071308
-5.92196098,5.00911682,0.37503562,4.59141609,0.05581638,0.17056333,0.21518220,0.00071097
-5.91595798,4.99284248,0.37912081,4.57344723,0.05774569,0.16966013,0.21560927,0.00070957
-5.90995498,4.97672204,0.38244051,4.55609599,0.05970428,0.16859331,0.21565209,0.00070900
-5.90395198,4.96196542,0.38505244,4.54047971,0.06169340,0.16742437,0.21535615,0.00070938
-5.89794897,4.94974451,0.38702776,4.52767145,0.06371329,0.16621612,0.21477223,0.00071080
-5.89194597,4.94115111,0.38844752,4.51866197,0.06576275,0.16503070,0.21395425,0.00071334
-5.88594297,4.93715651,0.38939876,4.51432335,0.06783874,0.16392759,0.21295708,0.00071706
-5.87993997,4.93857433,0.38997063,4.51537564,0.06993606,0.16296173,0.21183438,0.00072197
-5.87393697,4.94602779,0.39025048,4.52235780,0.07204703,0.16218192,0.21063671,0.00072809
-5.86793397,4.95992288,0.39032025,4.53560387,0.07416133,0.16162936,0.20940974,0.00073537
-5.86193097,4.98042828,0.39025318,4.55522543,0.07626597,0.16133661,0.20819283,0.00074375
-5.85592796,5.00746306,0.39011105,4.58110120,0.07834527,0.16132681,0.20701794,0.00075311
-5.84992496,5.04069266,0.38994204,4.61287416,0.08038113,0.16161329,0.20590884,0.00076333
-5.84392196,5.07953360,0.38977921,4.64995670,0.08235333,0.16219952,0.20488072,0.00077422
-5.83791896,5.12316694,0.38963971,4.69154372,0.08423993,0.16307946,0.20394012,0.00078558
-5.83191596,5.17056021,0.38952468,4.73663366,0.08601787,0.16423821,0.20308522,0.00079718
-5.82591296,5.22049748,0.38941987,4.78405687,0.08766358,0.16565296,0.20230638,0.00080874
-5.81990995,5.27161650,0.38929686,4.83251060,0.08915364,0.16729417,0.20158694,0.00082001
-5.81390695,5.32245200,0.38911482,4.88059966,0.09046559,0.16912706,0.20090426,0.00083068
-5.80790395,5.37148366,0.38882288,4.92688136,0.09157854,0.17111316,0.20023085,0.00084047
-5.80190095,5.41718720,0.38836268,4.96991340,0.09247396,0.17321198,0.19953571,0.00084909
-5.79589795,5.45808684,0.38767140,5.00830294,0.09313630,0.17538277,0.19878563,0.00085628
-5.78989495,5.49280711,0.38668474,5.04075500,0.09355354,0.17758622,0.19794658,0.00086180
-5.78389195,5.52012214,0.38534011,5.06611851,0.09371763,0.17978613,0.19698508,0.00086544
-5.77788894,5.53900041,0.38357957,5.08342796,0.09362488,0.18195091,0.19586948,0.00086703
-5.77188594,5.54864312,0.38135268,5.09193907,0.09327614,0.18405495,0.19457120,0.00086646
-5.76588294,5.54851457,0.37861899,5.09115677,0.09267686,0.18607974,0.19306585,0.00086367
-5.75987994,5.53836305,0.37535011,5.08085430,0.09183703,0.18801474,0.19133413,0.00085865
-5.75387694,5.51823136,0.37153133,5.06108244,0.09077096,0.18985794,0.18936266,0.00085148
-5.74787394,5.48845626,0.36716269,5.03216827,0.08949699,0.19161611,0.18714455,0.00084225
-5.74187094,5.44965674,0.36225944,4.99470349,0.08803696,0.19330468,0.18467977,0.00083116
-5.73586793,5.40271164,0.35685194,4.94952255,0.08641575,0.19494733,0.18197530,0.00081842
-5.72986493,5.34872720,0.35098495,4.89767156,0.08466063,0.19657521,0.17904507,0.00080432
-5.72386193,5.28899627,0.34471636,4.84036927,0.08280057,0.19822581,0.17590958,0.00078916
-5.71785893,5.22495065,0.33811546,4.77896179,0.08086558,0.19994166,0.17259540,0.00077328
-5.71185593,5.15810876,0.33126076,4.71487308,0.07888601,0.20176868,0.16913441,0.00075705
-5.70585293,5.09002111,0.32423751,4.64955342,0.07689182,0.20375447,0.16556286,0.00074083
-5.69984992,5.02221562,0.31713504,4.58442813,0.07491199,0.20594638,0.16192030,0.00072499
-5.69384692,4.95614560,0.31004394,4.52084882,0.07297391,0.20838966,0.15824837,0.00070989
-5.68784392,4.89314222,0.30305332,4.46004924,0.07110291,0.21112560,0.15458964,0.00069585
-5.68184092,4.83437368,0.29624826,4.40310739,0.06932180,0.21418981,0.15098627,0.00068318
-5.67583792,4.78081238,0.28970733,4.35091564,0.06765060,0.21761064,0.14747885,0.00067215
-5.66983492,4.73321134,0.28350067,4.30415939,0.06610627,0.22140788,0.14410529,0.00066298
-5.66383192,4.69209033,0.27768825,4.26330516,0.06470264,0.22559180,0.14089980,0.00065586
-5.65782891,4.65773180,0.27231868,4.22859790,0.06345036,0.23016236,0.13789202,0.00065091
-5.65182591,4.63018609,0.26742849,4.20006701,0.06235695,0.23510893,0.13510642,0.00064824
-5.64582291,4.60928511,0.26304174,4.17754036,0.06142696,0.24041018,0.13256179,0.00064787
-5.63981991,4.59466321,0.25917020,4.16066495,0.06066212,0.24603444,0.13027097,0.00064982
-5.63381691,4.58578373,0.25581382,4.14893281,0.06006158,0.25194023,0.12824078,0.00065403
-5.62781391,4.58196959,0.25296161,4.14171063,0.05962220,0.25807712,0.12647211,0.00066042
-5.62181091,4.58243632,0.25059268,4.13827132,0.05933878,0.26438678,0.12496022,0.00066888
-5.61580790,4.58632587,0.24867766,4.13782633,0.05920437,0.27080421,0.12369511,0.00067925
-5.60980490,4.59273981,0.24718010,4.13955701,0.05921050,0.27725907,0.12266204,0.00069138
-5.60380190,4.60077080,0.24605804,4.14264418,0.05934747,0.28367711,0.12184214,0.00070507
-5.59779890,4.60953135,0.24526561,4.14629492,0.05960457,0.28998167,0.12121310,0.00072011
-5.59179590,4.61817933,0.24475460,4.14976610,0.05997027,0.29609514,0.12074983,0.00073629
-5.58579290,4.62593990,0.24447592,4.15238428,0.06043243,0.30194042,0.12042520,0.00075338
-5.57978989,4.63212373,0.24438104,4.15356199,0.06097846,0.30744234,0.12021078,0.00077116
-5.57378689,4.63614167,0.24442330,4.15281042,0.06159547,0.31252904,0.12007749,0.00078939
-5.56778389,4.63751602,0.24455902,4.14974893,0.06227041,0.31713326,0.11999628,0.00080786
-5.56178089,4.63588879,0.24474847,4.14411144,0.06299017,0.32119349,0.11993877,0.00082635
-5.55577789,4.63102706,0.24495673,4.13575020,0.06374172,0.32465514,0.11987775,0.00084468
-5.54977489,4.62282579,0.24515427,4.12463707,0.06451217,0.32747145,0.11978773,0.00086265
-5.54377189,4.61130807,0.24531734,4.11086243,0.06528892,0.32960436,0.11964531,0.00088010
-5.53776888,4.59662291,0.24542818,4.09463181,0.06605968,0.33102519,0.11942951,0.00089690
-5.53176588,4.57904037,0.24547499,4.07626018,0.06681260,0.33171511,0.11912205,0.00091292
-5.52576288,4.55894392,0.24545163,4.05616370,0.06753632,0.33166547,0.11870742,0.00092808
-5.51975988,4.53681980,0.24535715,4.03484872,0.06822000,0.33087787,0.11817302,0.00094231
-5.51375688,4.51324312,0.24519508,4.01289804,0.06885344,0.32936402,0.11750908,0.00095556
-5.50775388,4.48886065,0.24497249,3.99095402,0.06942707,0.32714536,0.11670854,0.00096782
-5.50175088,4.46437036,0.24469895,3.96969877,0.06993202,0.32425247,0.11576689,0.00097907
-5.49574787,4.44049775,0.24438534,3.94983158,0.07036019,0.32072419,0.11468195,0.00098934
-5.48974487,4.41796957,0.24404256,3.93204383,0.07070426,0.31660662,0.11345354,0.00099865
-5.48374187,4.39748550,0.24368027,3.91699214,0.07095782,0.31195189,0.11208325,0.00100702
-5.47773887,4.37968867,0.24330564,3.90527042,0.07111540,0.30681685,0.11057410,0.00101447
-5.47173587,4.36513617,0.24292230,3.89738199,0.07117259,0.30126159,0.10893029,0.00102103
-5.46573287,4.35427069,0.24252932,3.89371283,0.07112616,0.29534807,0.10715699,0.00102670
-5.45972986,4.34739477,0.24212060,3.89450720,0.07097417,0.28913862,0.10526008,0.00103147
-5.45372686,4.34464889,0.24168445,3.89984706,0.07071613,0.28269464,0.10324610,0.00103531
-5.44772386,4.34599461,0.24120348,3.90963625,0.07035313,0.27607534,0.10112213,0.00103816
-5.44172086,4.35120411,0.24065490,3.92359075,0.06988796,0.26933671,0.09889579,0.00103994
-5.43571786,4.35985665,0.24001104,3.94123571,0.06932523,0.26253066,0.09657522,0.00104056
-5.42971486,4.37134277,0.23924035,3.96190990,0.06867145,0.25570440,0.09416921,0.00103988
-5.42371186,4.38487634,0.23830846,3.98477775,0.06793502,0.24890005,0.09168721,0.00103777
-5.41770885,4.39951422,0.23717969,4.00884881,0.06712624,0.24215449,0.08913942,0.00103408
-5.41170585,4.41418303,0.23581852,4.03300429,0.06625717,0.23549942,0.08653685,0.00102866
-5.40570285,4.42771203,0.23419124,4.05602955,0.06534145,0.22896164,0.08389129,0.00102136
-5.39969985,4.43887103,0.23226757,4.07665158,0.06439405,0.22256349,0.08121534,0.00101204
-5.39369685,4.44641149,0.23002217,4.09357984,0.06343089,0.21632344,0.07852220,0.00100059
-5.38769385,4.44910950,0.22743602,4.10554903,0.06246845,0.21025669,0.07582563,0.00098693
-5.38169085,4.44580862,0.22449759,4.11136174,0.06152330,0.20437598,0.07313964,0.00097100
-5.37568784,4.43546080,0.22120359,4.10992961,0.06061154,0.19869228,0.07047822,0.00095280
-5.36968484,4.41716392,0.21755963,4.10031094,0.05974834,0.19321551,0.06785509,0.00093236
-5.36368184,4.39019417,0.21358031,4.08174347,0.05894735,0.18795523,0.06528329,0.00090977
-5.35767884,4.35403213,0.20928912,4.05367100,0.05822025,0.18292119,0.06277490,0.00088516
-5.35167584,4.30838165,0.20471792,4.01576276,0.05757629,0.17812388,0.06034070,0.00085870
-5.34567284,4.25318074,0.19990619,3.96792486,0.05702193,0.17357487,0.05798987,0.00083063
-5.33966983,4.18860426,0.19489996,3.91030361,0.05656062,0.16928705,0.05572983,0.00080119
-5.33366683,4.11505851,0.18975057,3.84328059,0.05619259,0.16527477,0.05356602,0.00077068
-5.32766383,4.03316803,0.18451324,3.76745988,0.05591490,0.16155379,0.05150190,0.00073941
-5.32166083,3.94375539,0.17924560,3.68364816,0.05572152,0.15814114,0.04953889,0.00070772
-5.31565783,3.84781476,0.17400614,3.59282855,0.05560353,0.15505472,0.04767654,0.00067594
-5.30965483,3.74648065,0.16885270,3.49612935,0.05554950,0.15231290,0.04591266,0.00064440
-5.30365183,3.64099284,0.16384101,3.39478908,0.05554587,0.14993391,0.04424357,0.00061343
-5.29764882,3.53265911,0.15902343,3.29011901,0.05557750,0.14793504,0.04266439,0.00058334
-5.29164582,3.42281696,0.15444769,3.18346484,0.05562816,0.14633185,0.04116936,0.00055439
-5.28564282,3.31279593,0.15015594,3.07616882,0.05568115,0.14513719,0.03975218,0.00052685
-5.27963982,3.20388165,0.14618394,2.96953363,0.05571982,0.14436023,0.03840636,0.00050092
-5.27363682,3.09728289,0.14256041,2.86478934,0.05572812,0.14400545,0.03712550,0.00047677
-5.26763382,2.99410270,0.13930671,2.76306434,0.05569109,0.14407164,0.03590360,0.00045452
-5.26163082,2.89531441,0.13643656,2.66536130,0.05559524,0.14455102,0.03473530,0.00043426
-5.25562781,2.80174324,0.13395613,2.57253863,0.05542894,0.14542854,0.03361603,0.00041603
-5.24962481,2.71405396,0.13186418,2.48529797,0.05518260,0.14668132,0.03254218,0.00039982
-5.24362181,2.63274479,0.13015249,2.40417788,0.05484891,0.14827848,0.03151117,0.00038559
-5.23761881,2.55814756,0.12880641,2.32955355,0.05442282,0.15018116,0.03052146,0.00037327
-5.23161581,2.49043382,0.12780556,2.26164247,0.05390164,0.15234310,0.02957258,0.00036274
-5.22561281,2.42962654,0.12712471,2.20051533,0.05328490,0.15471145,0.02866505,0.00035388
-5.21960980,2.37561669,0.12673476,2.14611154,0.05257427,0.15722814,0.02780037,0.00034651
-5.21360680,2.32818368,0.12660382,2.09825856,0.05177342,0.15983157,0.02698088,0.00034049
-5.20760380,2.28701892,0.12669840,2.05669382,0.05088785,0.16245866,0.02620974,0.00033563
-5.20160080,2.25175114,0.12698460,2.02108840,0.04992470,0.16504729,0.02549084,0.00033176
-5.19559780,2.22197228,0.12742945,1.99107106,0.04889262,0.16753878,0.02482871,0.00032871
-5.18959480,2.19726286,0.12800205,1.96625159,0.04780162,0.16988061,0.02422849,0.00032632
-5.18359180,2.17721540,0.12867486,1.94624236,0.04666295,0.17202903,0.02369587,0.00032445
-5.17758879,2.16145495,0.12942477,1.93067697,0.04548897,0.17395146,0.02323703,0.00032300
-5.17158579,2.14965567,0.13023408,1.91922530,0.04429315,0.17562867,0.02285862,0.00032186
-5.16558279,2.14155266,0.13109132,1.91160412,0.04308995,0.17705639,0.02256764,0.00032098
-5.15957979,2.13694863,0.13199184,1.90758302,0.04189481,0.17824641,0.02237145,0.00032032
-5.15357679,2.13571493,0.13293813,1.90698537,0.04072407,0.17922703,0.02227756,0.00031988
-5.14757379,2.13778729,0.13393991,1.90968449,0.03959495,0.18004268,0.02229357,0.00031970
-5.14157079,2.14315637,0.13501386,1.91559545,0.03852544,0.18075288,0.02242701,0.00031982
-5.13556778,2.15185392,0.13618310,1.92466309,0.03753420,0.18143039,0.02268507,0.00032034
-5.12956478,2.16393540,0.13747634,1.93684724,0.03664034,0.18215865,0.02307443,0.00032134
-5.12356178,2.17946032,0.13892678,1.95210616,0.03586328,0.18302868,0.02360100,0.00032295
-5.11755878,2.19847149,0.14057075,1.97037934,0.03522241,0.18413541,0.02426964,0.00032527
-5.11155578,2.22097455,0.14244624,1.99157096,0.03473681,0.18557381,0.02508391,0.00032845
-5.10555278,2.24691933,0.14459124,2.01553526,0.03442483,0.18743480,0.02604584,0.00033259
-5.09954977,2.27618411,0.14704211,2.04206473,0.03430370,0.18980130,0.02715571,0.00033780
-5.09354677,2.30856413,0.14983198,2.07088222,0.03438905,0.19274454,0.02841192,0.00034418
-5.08754377,2.34376494,0.15298932,2.10163757,0.03469449,0.19632084,0.02981092,0.00035178
-5.08154077,2.38140145,0.15653666,2.13390906,0.03523107,0.20056898,0.03134719,0.00036065
-5.07553777,2.42100264,0.16048965,2.16720995,0.03600689,0.20550845,0.03301339,0.00037080
-5.06953477,2.46202188,0.16485645,2.20099953,0.03702669,0.21113842,0.03480051,0.00038221
-5.06353177,2.50385225,0.16963742,2.23469841,0.03829142,0.21743771,0.03669819,0.00039482
-5.05752876,2.54584609,0.17482529,2.26770687,0.03979803,0.22436563,0.03869507,0.00040854
-5.05152576,2.58733747,0.18040556,2.29942545,0.04153925,0.23186369,0.04077923,0.00042326
-5.04552276,2.62766631,0.18635732,2.32927626,0.04350342,0.23985793,0.04293869,0.00043884
-5.03951976,2.66620261,0.19265428,2.35672398,0.04567458,0.24826197,0.04516183,0.00045511
-5.03351676,2.70236939,0.19926598,2.38129492,0.04803249,0.25698034,0.04743792,0.00047188
-5.02751376,2.73566270,0.20615907,2.40259326,0.05055287,0.26591204,0.04975752,0.00048896
-5.02151076,2.76566778,0.21329864,2.42031324,0.05320771,0.27495409,0.05211281,0.00050614
-5.01550775,2.79207008,0.22064938,2.43424674,0.05596570,0.28400479,0.05449780,0.00052323
-5.00950475,2.81466076,0.22817665,2.44428570,0.05879267,0.29296665,0.05690846,0.00054000
-5.00350175,2.83333630,0.23584719,2.45041935,0.06165228,0.30174866,0.05934266,0.00055628
-4.99749875,2.84809234,0.24362968,2.45272653,0.06450656,0.31026802,0.06179998,0.00057187
-4.99149575,2.85901238,0.25149488,2.45136362,0.06731671,0.31845104,0.06428137,0.00058661
-4.98549275,2.86625209,0.25941554,2.44654904,0.07004382,0.32623340,0.06678868,0.00060035
-4.97948974,2.87002046,0.26736604,2.43854524,0.07264966,0.33355973,0.06932412,0.00061296
-4.97348674,2.87055907,0.27532178,2.42763955,0.07509747,0.34038268,0.07188959,0.00062433
-4.96748374,2.86812099,0.28325854,2.41412508,0.07735279,0.34666150,0.07448603,0.00063437
-4.96148074,2.86295060,0.29115169,2.39828286,0.07938417,0.35236051,0.07711275,0.00064300
-4.95547774,2.85526583,0.29897552,2.38036638,0.08116397,0.35744745,0.07976687,0.00065017
-4.94947474,2.84524392,0.30670274,2.36058943,0.08266901,0.36189194,0.08244278,0.00065585
-4.94347174,2.83301140,0.31430412,2.33911787,0.08388115,0.36566437,0.08513176,0.00066001
-4.93746873,2.81863910,0.32174847,2.31606571,0.08478787,0.36873506,0.08782187,0.00066266
-4.93146573,2.80214215,0.32900297,2.29149555,0.08538258,0.37107410,0.09049783,0.00066380
-4.92546273,2.78348490,0.33603373,2.26542314,0.08566496,0.37265168,0.09314130,0.00066345
-4.91945973,2.76259029,0.34280680,2.23782559,0.08564101,0.37343906,0.09573123,0.00066165
-4.91345673,2.73935274,0.34928932,2.20865231,0.08532308,0.37340997,0.09824443,0.00065845
-4.90745373,2.71365369,0.35545097,2.17783807,0.08472959,0.37254254,0.10065631,0.00065389
-4.90145073,2.68537850,0.36126549,2.14531685,0.08388473,0.37082140,0.10294177,0.00064805
-4.89544772,2.65443350,0.36671222,2.11103569,0.08281782,0.36823991,0.10507609,0.00064101
-4.88944472,2.62076208,0.37177756,2.07496741,0.08156267,0.36480238,0.10703597,0.00063287
-4.88344172,2.58435862,0.37645622,2.03712143,0.08015666,0.36052599,0.10880045,0.00062373
-4.87743872,2.54527928,0.38075220,1.99755194,0.07863980,0.35544227,0.11035187,0.00061371
-4.87143572,2.50364926,0.38467941,1.95636299,0.07705360,0.34959809,0.11167665,0.00060295
-4.86543272,2.45966570,0.38826180,1.91371012,0.07543992,0.34305599,0.11276594,0.00059158
-4.85942971,2.41359650,0.39153318,1.86979875,0.07383981,0.33589377,0.11361611,0.00057977
-4.85342671,2.36577489,0.39453638,1.82487927,0.07229233,0.32820339,0.11422905,0.00056767
-4.84742371,2.31659038,0.39732218,1.77923946,0.07083341,0.32008920,0.11461216,0.00055546
-4.84142071,2.26647652,0.39994765,1.73319461,0.06949485,0.31166552,0.11477822,0.00054331
-4.83541771,2.21589641,0.40247429,1.68707624,0.06830346,0.30305374,0.11474502,0.00053141
-4.82941471,2.16532669,0.40496582,1.64121987,0.06728031,0.29437908,0.11453469,0.00051992
-4.82341171,2.11524090,0.40748582,1.59595284,0.06644021,0.28576706,0.11417304,0.00050902
-4.81740870,2.06609320,0.41009531,1.55158259,0.06579146,0.27734001,0.11368852,0.00049887
-4.81140570,2.01830314,0.41285022,1.50838625,0.06533573,0.26921352,0.11311129,0.00048962
-4.80540270,1.97224203,0.41579907,1.46660180,0.06506822,0.26149331,0.11247204,0.00048141
-4.79939970,1.92822169,0.41898072,1.42642125,0.06497801,0.25427225,0.11180088,0.00047435
-4.79339670,1.88648568,0.42242233,1.38798600,0.06504867,0.24762798,0.11112622,0.00046852
-4.78739370,1.84720324,0.42613764,1.35138437,0.06525893,0.24162091,0.11047369,0.00046401
-4.78139070,1.81046607,0.43012555,1.31665126,0.06558359,0.23629290,0.10986511,0.00046083
-4.77538769,1.77628774,0.43436906,1.28376978,0.06599449,0.23166641,0.10931771,0.00045900
-4.76938469,1.74460551,0.43883458,1.25267449,0.06646150,0.22774426,0.10884336,0.00045848
-4.76338169,1.71528439,0.44347176,1.22325599,0.06695361,0.22450995,0.10844812,0.00045923
-4.75737869,1.68812305,0.44821371,1.19536660,0.06743995,0.22192850,0.10813191,0.00046115
-4.75137569,1.66286128,0.45297770,1.16882663,0.06789073,0.21994771,0.10788843,0.00046411
-4.74537269,1.63918868,0.45766642,1.14343116,0.06827822,0.21849991,0.10770537,0.00046798
-4.73936968,1.61675436,0.46216975,1.11895693,0.06857744,0.21750406,0.10756477,0.00047256
-4.73336668,1.59517728,0.46636703,1.09516922,0.06876693,0.21686810,0.10744366,0.00047767
-4.72736368,1.57405724,0.47012985,1.07182855,0.06882920,0.21649166,0.10731491,0.00048309
