energy_ev,total_up,As_p_up,As_d_up,Re_p_up,Re_d_up,Se_s_up,Se_p_up
-6.00000000,1.99089170,0.35288459,0.00000000,0.64284808,0.90319257,0.02754726,0.85773944
-5.99399700,2.00200210,0.35829151,0.00000000,0.64413121,0.91024764,0.02781501,0.86268104
-5.98799400,2.01162561,0.36372074,0.00000000,0.64540192,0.91710896,0.02802965,0.86625447
-5.98199100,2.01955728,0.36913249,0.00000000,0.64663015,0.92365752,0.02818816,0.86835113
-5.97598799,2.02567221,0.37449169,0.00000000,0.64780159,0.92980138,0.02828974,0.86891083
-5.96998499,2.02993332,0.37976845,0.00000000,0.64892001,0.93547946,0.02833597,0.86792615
-5.96398199,2.03239488,0.38493821,0.00000000,0.65000845,0.94066360,0.02833078,0.86544450
-5.95797899,2.03320134,0.38998158,0.00000000,0.65110949,0.94535877,0.02828037,0.86156772
-5.95197599,2.03258179,0.39488375,0.00000000,0.65228422,0.94960154,0.02819300,0.85644939
-5.94597299,2.03084009,0.39963383,0.00000000,0.65361022,0.95345681,0.02807870,0.85028975
-5.93996998,2.02834142,0.40422378,0.00000000,0.65517854,0.95701319,0.02794887,0.84332866
-5.93396698,2.02549591,0.40864734,0.00000000,0.65708971,0.96037708,0.02781582,0.83583694
-5.92796398,2.02274021,0.41289886,0.00000000,0.65944923,0.96366606,0.02769231,0.82810642
-5.92196098,2.02051798,0.41697224,0.00000000,0.66236245,0.96700183,0.02759098,0.82043925
-5.91595798,2.01926027,0.42085988,0.00000000,0.66592932,0.97050310,0.02752386,0.81313696
-5.90995498,2.01936673,0.42455196,0.00000000,0.67023916,0.97427885,0.02750189,0.80648971
-5.90395198,2.02118856,0.42803585,0.00000000,0.67536558,0.97842225,0.02753449,0.80076621
-5.89794897,2.02501372,0.43129592,0.00000000,0.68136195,0.98300558,0.02762916,0.79620461
-5.89194597,2.03105517,0.43431349,0.00000000,0.68825749,0.98807621,0.02779122,0.79300482
-5.88594297,2.03944230,0.43706722,0.00000000,0.69605411,0.99365389,0.02802362,0.79132235
-5.87993997,2.05021576,0.43953359,0.00000000,0.70472419,0.99972927,0.02832686,0.79126377
-5.87393697,2.06332572,0.44168760,0.00000000,0.71420937,1.00626368,0.02869896,0.79288408
-5.86793397,2.07863317,0.44350364,0.00000000,0.72442025,1.01319000,0.02913563,0.79618565
-5.86193097,2.09591419,0.44495627,0.00000000,0.73523726,1.02041451,0.02963038,0.80111884
-5.85592796,2.11486651,0.44602101,0.00000000,0.74651232,1.02781938,0.03017481,0.80758413
-5.84992496,2.13511807,0.44667506,0.00000000,0.75807161,1.03526586,0.03075895,0.81543548
-5.84392196,2.15623698,0.44689770,0.00000000,0.76971904,1.04259766,0.03137155,0.82448487
-5.83791896,2.17774246,0.44667068,0.00000000,0.78124050,1.04964455,0.03200046,0.83450764
-5.83191596,2.19911640,0.44597819,0.00000000,0.79240871,1.05622601,0.03263301,0.84524862
-5.82591296,2.21981506,0.44480679,0.00000000,0.80298863,1.06215470,0.03325635,0.85642868
-5.81990995,2.23928089,0.44314507,0.00000000,0.81274313,1.06723995,0.03385780,0.86775171
-5.81390695,2.25695407,0.44098323,0.00000000,0.82143893,1.07129101,0.03442507,0.87891174
-5.80790395,2.27228394,0.43831262,0.00000000,0.82885267,1.07412030,0.03494659,0.88960021
-5.80190095,2.28473999,0.43512535,0.00000000,0.83477686,1.07554659,0.03541168,0.89951319
-5.79589795,2.29382282,0.43141393,0.00000000,0.83902566,1.07539831,0.03581070,0.90835849
-5.78989495,2.29907465,0.42717120,0.00000000,0.84144029,1.07351699,0.03613520,0.91586263
-5.78389195,2.30008973,0.42239047,0.00000000,0.84189399,1.06976082,0.03637798,0.92177745
-5.77788894,2.29652437,0.41706594,0.00000000,0.84029629,1.06400856,0.03653320,0.92588633
-5.77188594,2.28810658,0.41119338,0.00000000,0.83659652,1.05616345,0.03659635,0.92800992
-5.76588294,2.27464502,0.40477113,0.00000000,0.83078639,1.04615740,0.03656434,0.92801120
-5.75987994,2.25603703,0.39780128,0.00000000,0.82290152,1.03395494,0.03643548,0.92579965
-5.75387694,2.23227544,0.39029096,0.00000000,0.81302176,1.01955711,0.03620947,0.92133454
-5.74787394,2.20345355,0.38225372,0.00000000,0.80127039,1.00300468,0.03588744,0.91462698
-5.74187094,2.16976816,0.37371077,0.00000000,0.78781186,0.98438084,0.03547189,0.90574071
-5.73586793,2.13151986,0.36469204,0.00000000,0.77284837,0.96381277,0.03496669,0.89479148
-5.72986493,2.08911061,0.35523692,0.00000000,0.75661505,0.94147208,0.03437701,0.88194485
-5.72386193,2.04303803,0.34539461,0.00000000,0.73937407,0.91757380,0.03370929,0.86741246
-5.71785893,1.99388645,0.33522393,0.00000000,0.72140756,0.89237382,0.03297108,0.85144673
-5.71185593,1.94231461,0.32479266,0.00000000,0.70300977,0.86616477,0.03217097,0.83433415
-5.70585293,1.88904031,0.31417630,0.00000000,0.68447855,0.83927026,0.03131840,0.81638715
-5.69984992,1.83482225,0.30345631,0.00000000,0.66610644,0.81203768,0.03042347,0.79793498
-5.69384692,1.78043967,0.29271799,0.00000000,0.64817175,0.78482970,0.02949670,0.77931375
-5.68784392,1.72667048,0.28204793,0.00000000,0.63092995,0.75801479,0.02854879,0.76085597
-5.68184092,1.67426855,0.27153128,0.00000000,0.61460556,0.73195706,0.02759034,0.74288007
-5.67583792,1.62394125,0.26124896,0.00000000,0.59938511,0.70700588,0.02663159,0.72568018
-5.66983492,1.57632795,0.25127492,0.00000000,0.58541127,0.68348557,0.02568213,0.70951671
-5.66383192,1.53198050,0.24167370,0.00000000,0.57277849,0.66168575,0.02475066,0.69460789
-5.65782891,1.49134645,0.23249826,0.00000000,0.56153032,0.64185257,0.02384474,0.68112298
-5.65182591,1.45475583,0.22378837,0.00000000,0.55165862,0.62418127,0.02297064,0.66917700
-5.64582291,1.42241196,0.21556956,0.00000000,0.54310462,0.60881046,0.02213321,0.65882763
-5.63981991,1.39438675,0.20785267,0.00000000,0.53576183,0.59581809,0.02133578,0.65007413
-5.63381691,1.37062072,0.20063406,0.00000000,0.52948078,0.58521959,0.02058017,0.64285841
-5.62781391,1.35092770,0.19389647,0.00000000,0.52407533,0.57696801,0.01986674,0.63706834
-5.62181091,1.33500406,0.18761039,0.00000000,0.51933027,0.57095623,0.01919452,0.63254294
-5.61580790,1.32244206,0.18173601,0.00000000,0.51501002,0.56702120,0.01856134,0.62907945
-5.60980490,1.31274684,0.17622545,0.00000000,0.51086797,0.56494995,0.01796409,0.62644192
-5.60380190,1.30535626,0.17102536,0.00000000,0.50665615,0.56448730,0.01739893,0.62437086
-5.59779890,1.29966293,0.16607958,0.00000000,0.50213478,0.56534477,0.01686161,0.62259383
-5.59179590,1.29503750,0.16133183,0.00000000,0.49708137,0.56721060,0.01634768,0.62083622
-5.58579290,1.29085234,0.15672829,0.00000000,0.49129904,0.56976043,0.01585284,0.61883210
-5.57978989,1.28650468,0.15221988,0.00000000,0.48462365,0.57266821,0.01537314,0.61633451
-5.57378689,1.28143849,0.14776433,0.00000000,0.47692957,0.57561713,0.01490523,0.61312485
-5.56778389,1.27516411,0.14332775,0.00000000,0.46813391,0.57831002,0.01444659,0.60902110
-5.56178089,1.26727512,0.13888577,0.00000000,0.45819906,0.58047897,0.01399560,0.60388447
-5.55577789,1.25746177,0.13442424,0.00000000,0.44713344,0.58189386,0.01355170,0.59762419
-5.54977489,1.24552052,0.12993943,0.00000000,0.43499063,0.58236934,0.01311545,0.59020050
-5.54377189,1.23135951,0.12543773,0.00000000,0.42186688,0.58177022,0.01268846,0.58162549
-5.53776888,1.21499964,0.12093499,0.00000000,0.40789719,0.58001490,0.01227342,0.57196199
-5.53176588,1.19657150,0.11645549,0.00000000,0.39325019,0.57707685,0.01187397,0.56132045
-5.52576288,1.17630817,0.11203053,0.00000000,0.37812205,0.57298397,0.01149457,0.54985409
-5.51975988,1.15453436,0.10769690,0.00000000,0.36272976,0.56781593,0.01114036,0.53775240
-5.51375688,1.13165231,0.10349511,0.00000000,0.34730393,0.56169965,0.01081700,0.52523353
-5.50775388,1.10812514,0.09946763,0.00000000,0.33208166,0.55480297,0.01053044,0.51253556
-5.50175088,1.08445831,0.09565707,0.00000000,0.31729943,0.54732698,0.01028676,0.49990743
-5.49574787,1.06118001,0.09210454,0.00000000,0.30318657,0.53949714,0.01009195,0.48759958
-5.48974487,1.03882134,0.08884804,0.00000000,0.28995934,0.53155380,0.00995174,0.47585493
-5.48374187,1.01789704,0.08592122,0.00000000,0.27781582,0.52374235,0.00987146,0.46490047
-5.47773887,0.99888757,0.08335223,0.00000000,0.26693182,0.51630354,0.00985582,0.45493985
-5.47173587,0.98222332,0.08116297,0.00000000,0.25745779,0.50946440,0.00990885,0.44614720
-5.46573287,0.96827141,0.07936862,0.00000000,0.24951678,0.50343010,0.01003373,0.43866251
-5.45972986,0.95732561,0.07797742,0.00000000,0.24320348,0.49837705,0.01023278,0.43258860
-5.45372686,0.94959967,0.07699081,0.00000000,0.23858418,0.49444761,0.01050732,0.42798977
-5.44772386,0.94522402,0.07640373,0.00000000,0.23569753,0.49174645,0.01085770,0.42489211
-5.44172086,0.94424597,0.07620529,0.00000000,0.23455608,0.49033869,0.01128324,0.42328536
-5.43571786,0.94663291,0.07637940,0.00000000,0.23514824,0.49024978,0.01178224,0.42312610
-5.42971486,0.95227829,0.07690571,0.00000000,0.23744067,0.49146698,0.01235199,0.42434192
-5.42371186,0.96100976,0.07776045,0.00000000,0.24138068,0.49394222,0.01298880,0.42683649
-5.41770885,0.97259878,0.07891734,0.00000000,0.24689872,0.49759616,0.01368800,0.43049491
-5.41170585,0.98677127,0.08034839,0.00000000,0.25391067,0.50232300,0.01444399,0.43518924
-5.40570285,1.00321838,0.08202460,0.00000000,0.26231971,0.50799578,0.01525030,0.44078368
-5.39969985,1.02160697,0.08391652,0.00000000,0.27201797,0.51447192,0.01609957,0.44713937
-5.39369685,1.04158922,0.08599460,0.00000000,0.28288763,0.52159851,0.01698368,0.45411829
-5.38769385,1.06281103,0.08822938,0.00000000,0.29480167,0.52921730,0.01789373,0.46158635
-5.38169085,1.08491892,0.09059155,0.00000000,0.30762428,0.53716903,0.01882018,0.46941557
-5.37568784,1.10756539,0.09305179,0.00000000,0.32121103,0.54529718,0.01975289,0.47748519
-5.36968484,1.13041281,0.09558051,0.00000000,0.33540891,0.55345083,0.02068123,0.48568203
-5.36368184,1.15313607,0.09814763,0.00000000,0.35005651,0.56148690,0.02159424,0.49390017
-5.35767884,1.17542417,0.10072223,0.00000000,0.36498440,0.56927175,0.02248075,0.50204011
-5.35167584,1.19698133,0.10327231,0.00000000,0.38001593,0.57668218,0.02332960,0.51000775
-5.34567284,1.21752785,0.10576464,0.00000000,0.39496862,0.58360617,0.02412981,0.51771337
-5.33966983,1.23680115,0.10816479,0.00000000,0.40965622,0.58994336,0.02487085,0.52507090
-5.33366683,1.25455742,0.11043731,0.00000000,0.42389149,0.59560545,0.02554287,0.53199765
-5.32766383,1.27057389,0.11254613,0.00000000,0.43748972,0.60051674,0.02613700,0.53841462
