energy_ev,total_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,Mo_p_up,Mo_d_up,S_s_up,S_p_up
-5.76588294,1.77446094,0.00295031,0.16022748,0.91727060,0.25606579,0.38063418,0.47020818,0.00419594,0.94497376
-5.75987994,1.70461534,0.00249770,0.15583657,0.86699584,0.24974226,0.36851920,0.45634614,0.00431960,0.89612305
-5.75387694,1.64401631,0.00210899,0.15252375,0.82117335,0.24465433,0.35946562,0.44507597,0.00446056,0.85211040
-5.74787394,1.59253640,0.00177872,0.15029493,0.77984134,0.24070633,0.35342635,0.43632558,0.00461710,0.81297727
-5.74187094,1.54993664,0.00150155,0.14913972,0.74298326,0.23779312,0.35032407,0.42998617,0.00478714,0.77871040
-5.73586793,1.51587296,0.00127231,0.14903113,0.71053057,0.23580283,0.35005224,0.42591469,0.00496823,0.74924316
-5.72986493,1.48990348,0.00108622,0.14992570,0.68236593,0.23461949,0.35247601,0.42393689,0.00515755,0.72445704
-5.72386193,1.47149690,0.00093888,0.15176380,0.65832684,0.23412552,0.35743320,0.42385087,0.00535198,0.70418359
-5.71785893,1.46004206,0.00082640,0.15447037,0.63821004,0.23420404,0.36473555,0.42543098,0.00554815,0.68820702
-5.71185593,1.45485892,0.00074538,0.15795597,0.62177647,0.23474107,0.37417031,0.42843224,0.00574245,0.67626769
-5.70585293,1.45521078,0.00069294,0.16211813,0.60875707,0.23562751,0.38550231,0.43259500,0.00593117,0.66806636
-5.69984992,1.46031776,0.00066670,0.16684320,0.59885910,0.23676086,0.39847670,0.43764990,0.00611054,0.66326944
-5.69384692,1.46937128,0.00066474,0.17200835,0.59177293,0.23804671,0.41282230,0.44332305,0.00627683,0.66151505
-5.68784392,1.48154933,0.00068554,0.17748408,0.58717921,0.23939995,0.42825566,0.44934119,0.00642645,0.66241987
-5.68184092,1.49603217,0.00072794,0.18313690,0.58475598,0.24074570,0.44448582,0.45543698,0.00655606,0.66558650
-5.67583792,1.51201817,0.00079107,0.18883229,0.58418569,0.24201986,0.46121963,0.46135411,0.00666263,0.67061132
-5.66983492,1.52873926,0.00087423,0.19443786,0.58516170,0.24316946,0.47816758,0.46685226,0.00674359,0.67709237
-5.66383192,1.54547576,0.00097687,0.19982657,0.58739419,0.24415265,0.49504997,0.47171174,0.00679684,0.68463729
-5.65782891,1.56157008,0.00109844,0.20487998,0.59061514,0.24493844,0.51160317,0.47573776,0.00682089,0.69287082
-5.65182591,1.57643897,0.00123835,0.20949143,0.59458238,0.24550621,0.52758586,0.47876426,0.00681490,0.70144182
-5.64582291,1.58958405,0.00139589,0.21356901,0.59908245,0.24584505,0.54278493,0.48065708,0.00677870,0.71002958
-5.63981991,1.60060030,0.00157014,0.21703826,0.60393236,0.24595294,0.55702089,0.48131658,0.00671285,0.71834915
-5.63381691,1.60918233,0.00175992,0.21984443,0.60898024,0.24583583,0.57015250,0.48067952,0.00661866,0.72615570
-5.62781391,1.61512839,0.00196373,0.22195436,0.61410489,0.24550672,0.58208060,0.47872016,0.00649815,0.73324779
-5.62181091,1.61834209,0.00217973,0.22335771,0.61921448,0.24498475,0.59275084,0.47545061,0.00635409,0.73946946
-5.61580790,1.61883189,0.00240572,0.22406769,0.62424454,0.24429435,0.60215533,0.47092042,0.00618993,0.74471130
-5.60980490,1.61670846,0.00263914,0.22412118,0.62915533,0.24346454,0.61033321,0.46521536,0.00600975,0.74891044
-5.60380190,1.61218035,0.00287711,0.22357817,0.63392906,0.24252830,0.61737010,0.45845553,0.00581826,0.75204964
-5.59779890,1.60554803,0.00311644,0.22252075,0.63856693,0.24152227,0.62339656,0.45079282,0.00562069,0.75415561
-5.59179590,1.59719677,0.00335372,0.22105148,0.64308638,0.24048646,0.62858569,0.44240786,0.00542275,0.75529671
-5.58579290,1.58758865,0.00358539,0.21929138,0.64751865,0.23946431,0.63314992,0.43350649,0.00523055,0.75558012
-5.57978989,1.57725398,0.00380786,0.21737751,0.65190679,0.23850284,0.63733726,0.42431594,0.00505054,0.75514881
-5.57378689,1.56678254,0.00401756,0.21546029,0.65630427,0.23765296,0.64142704,0.41508075,0.00488942,0.75417818
-5.56778389,1.55681451,0.00421112,0.21370059,0.66077410,0.23696997,0.64572527,0.40605861,0.00475409,0.75287275
-5.56178089,1.54803156,0.00438544,0.21226671,0.66538852,0.23651395,0.65055973,0.39751612,0.00465154,0.75146268
-5.55577789,1.54114781,0.00453780,0.21133125,0.67022909,0.23635034,0.65627470,0.38972459,0.00458880,0.75020031
-5.54977489,1.53690056,0.00466598,0.21106790,0.67538701,0.23655024,0.66322529,0.38295581,0.00457284,0.74935659
-5.54377189,1.53604078,0.00476833,0.21164825,0.68096354,0.23719065,0.67177148,0.37747795,0.00461051,0.74921738
-5.53776888,1.53932280,0.00484384,0.21323853,0.68707014,0.23835440,0.68227137,0.37355135,0.00470839,0.75007942
-5.53176588,1.54749305,0.00489216,0.21599629,0.69382824,0.24012980,0.69507393,0.37142438,0.00487275,0.75224589
-5.52576288,1.56127755,0.00491366,0.22006698,0.70136824,0.24260978,0.71051080,0.37132916,0.00510941,0.75602143
-5.51975988,1.58136778,0.00490935,0.22558057,0.70982772,0.24589069,0.72888729,0.37347721,0.00542360,0.76170653
-5.51375688,1.60840493,0.00488088,0.23264793,0.71934856,0.25007054,0.75047248,0.37805492,0.00581986,0.76959108
-5.50775388,1.64296246,0.00483047,0.24135730,0.73007295,0.25524680,0.77548854,0.38521896,0.00630189,0.77994725
-5.50175088,1.68552716,0.00476080,0.25177068,0.74213834,0.26151362,0.80409957,0.39509152,0.00687240,0.79302161
-5.49574787,1.73647913,0.00467490,0.26392038,0.75567142,0.26895877,0.83640022,0.40775569,0.00753296,0.80902661
-5.48974487,1.79607138,0.00457603,0.27780577,0.77078121,0.27766012,0.87240467,0.42325087,0.00828390,0.82813179
-5.48374187,1.86440965,0.00446755,0.29339046,0.78755181,0.28768191,0.91203652,0.44156865,0.00912413,0.85045472
-5.47773887,1.94143368,0.00435280,0.31060000,0.80603486,0.29907094,0.95512032,0.46264920,0.01005105,0.87605235
-5.47173587,2.02690082,0.00423493,0.32932048,0.82624235,0.31185274,1.00137541,0.48637854,0.01106047,0.90491292
-5.46573287,2.12037331,0.00411681,0.34939805,0.84814012,0.32602803,1.05041292,0.51258692,0.01214653,0.93694900
-5.45972986,2.22121024,0.00400096,0.37063967,0.87164251,0.34156946,1.10173651,0.54104851,0.01330170,0.97199212
-5.45372686,2.32856526,0.00388940,0.39281517,0.89660854,0.35841899,1.15474752,0.57148275,0.01451680,1.00978935
-5.44772386,2.44139098,0.00378367,0.41566087,0.92284013,0.37648587,1.20875479,0.60355743,0.01578104,1.05000229
-5.44172086,2.55845053,0.00368477,0.43888464,0.95008238,0.39564561,1.26298947,0.63689367,0.01708217,1.09220874
-5.43571786,2.67833677,0.00359315,0.46217248,0.97802635,0.41573976,1.31662478,0.67107280,0.01840664,1.13590724
-5.42971486,2.79949902,0.00350875,0.48519647,1.00631421,0.43657692,1.36880017,0.70564511,0.01973979,1.18052470
-5.42371186,2.92027683,0.00343106,0.50762400,1.03454690,0.45793470,1.41864955,0.74014027,0.02106611,1.22542689
-5.41770885,3.03894030,0.00335918,0.52912783,1.06229388,0.47956299,1.46533248,0.77407919,0.02236956,1.26993181
-5.41170585,3.15373555,0.00329190,0.54939686,1.08910491,0.50118817,1.50806743,0.80698704,0.02363387,1.31332558
-5.40570285,3.26293413,0.00322781,0.56814709,1.11452338,0.52251851,1.54616562,0.83840695,0.02484285,1.35488037
-5.39969985,3.36488478,0.00316539,0.58513244,1.13810067,0.54325043,1.57906425,0.86791399,0.02598084,1.39387393
-5.39369685,3.45806559,0.00310311,0.60015492,1.15941119,0.56307559,1.60635755,0.89512891,0.02703297,1.42961005
-5.38769385,3.54113486,0.00303954,0.61307384,1.17806736,0.58168856,1.62782428,0.91973122,0.02798557,1.46143936
-5.38169085,3.61297874,0.00297345,0.62381362,1.19373414,0.59879497,1.64345039,0.94147104,0.02882650,1.48877963
-5.37568784,3.67275393,0.00290383,0.63236980,1.20614251,0.61411974,1.65344569,0.96017942,0.02954546,1.51113496
-5.36968484,3.71992380,0.00283000,0.63881312,1.21510143,0.62741529,1.65825357,0.97577653,0.03013426,1.52811325
-5.36368184,3.75428645,0.00275163,0.64329132,1.22050783,0.63846939,1.65855323,0.98827764,0.03058707,1.53944106
-5.35767884,3.77599381,0.00266878,0.64602861,1.22235436,0.64711235,1.65525389,0.99779643,0.03090059,1.54497565
-5.35167584,3.78556064,0.00258185,0.64732279,1.22073443,0.65322341,1.64948106,1.00454559,0.03107421,1.54471340
-5.34567284,3.78386317,0.00249164,0.64753997,1.21584463,0.65673589,1.64255508,1.00883452,0.03111009,1.53879455
-5.33966983,3.77212690,0.00239924,0.64710707,1.20798408,0.65764108,1.63596240,1.01106426,0.03101316,1.52750376
-5.33366683,3.75190390,0.00230605,0.64650226,1.19755089,0.65599051,1.63132040,1.01171947,0.03079107,1.51126657
-5.32766383,3.72503987,0.00221370,0.64624356,1.18503571,0.65189654,1.63033674,1.01135788,0.03045410,1.49064169
-5.32166083,3.69363163,0.00212398,0.64687589,1.17101241,0.64553111,1.63476437,1.01059721,0.03001497,1.46630920
-5.31565783,3.65997609,0.00203878,0.64895692,1.15612611,0.63712267,1.64635360,1.01009994,0.02948857,1.43905507
-5.30965483,3.62651183,0.00196004,0.65304202,1.14107876,0.62695118,1.66680237,1.01055622,0.02889168,1.40975213
-5.30365183,3.59575478,0.00188966,0.65966881,1.12661252,0.61534143,1.69770648,1.01266530,0.02824260,1.37933820
-5.29764882,3.57022951,0.00182946,0.66934152,1.11349139,0.60265468,1.74051084,1.01711608,0.02756074,1.34879178
-5.29164582,3.55239811,0.00178114,0.68251583,1.10248140,0.58927886,1.79646347,1.02456702,0.02686612,1.31910594
-5.28564282,3.54458843,0.00174619,0.69958433,1.09432977,0.57561770,1.86657336,1.03562621,0.02617892,1.29126126
-5.27963982,3.54892385,0.00172590,0.72086326,1.08974375,0.56207899,1.95157352,1.05083200,0.02551892,1.26619838
-5.27363682,3.56725648,0.00172131,0.74658076,1.08936945,0.54906243,2.05189036,1.07063483,0.02490503,1.24479110
-5.26763382,3.60110608,0.00173322,0.77686706,1.09377140,0.53694741,2.16762018,1.09538083,0.02435472,1.22782073
-5.26163082,3.65160641,0.00176214,0.81174693,1.10341349,0.52608127,2.29851381,1.12529780,0.02388358,1.21595259
-5.25562781,3.71946113,0.00180831,0.85113472,1.11864168,0.51676825,2.44396961,1.16048396,0.02350483,1.20971521
-5.24962481,3.80491053,0.00187172,0.89483210,1.13966941,0.50925981,2.60303545,1.20089998,0.02322893,1.20948322
-5.24362181,3.90771080,0.00195207,0.94252872,1.16656595,0.50374640,2.77441943,1.24636471,0.02306329,1.21546419
-5.23761881,4.02712633,0.00204884,0.99380585,1.19924843,0.50035128,2.95650941,1.29655465,0.02301199,1.22769024
-5.23161581,4.16193603,0.00216125,1.04814283,1.23747779,0.49912642,3.14740065,1.35100749,0.02307565,1.24601451
-5.22561281,4.31045349,0.00228831,1.10492639,1.28085903,0.50005081,3.34493095,1.40912954,0.02325139,1.27011291
-5.21960980,4.47056065,0.00242878,1.16346243,1.32884593,0.50303116,3.54672232,1.47020696,0.02353286,1.29949108
-5.21360680,4.63975426,0.00258127,1.22299003,1.38075020,0.50790506,3.75022804,1.53342054,0.02391043,1.33349640
-5.20760380,4.81520369,0.00274415,1.28269729,1.43575489,0.51444650,3.95278375,1.59786342,0.02437143,1.37133488
-5.20160080,4.99381856,0.00291561,1.34173852,1.49293196,0.52237341,4.15166124,1.66256153,0.02490051,1.41209232
-5.19559780,5.17232401,0.00309368,1.39925227,1.55126325,0.53135722,4.34412345,1.72649585,0.02548007,1.45475915
-5.18959480,5.34734143,0.00327621,1.45437984,1.60966458,0.54103383,4.52747928,1.78862601,0.02609079,1.49825821
-5.18359180,5.51547221,0.00346088,1.50628349,1.66701202,0.55101568,4.69913666,1.84791450,0.02671213,1.54147459
-5.17758879,5.67338189,0.00364527,1.55416409,1.72216973,0.56090458,4.85665291,1.90335070,0.02732299,1.58328645
-5.17158579,5.81788226,0.00382679,1.59727770,1.77401837,0.57030463,4.99778089,1.95397424,0.02790224,1.62259603
-5.16558279,5.94600902,0.00400280,1.63495061,1.82148330,0.57883491,5.12051024,1.99889682,0.02842939,1.65835966
-5.15957979,6.05509275,0.00417057,1.66659261,1.86356164,0.58614146,5.22310290,2.03732221,0.02888509,1.68961595
-5.15357679,6.14282126,0.00432739,1.69170815,1.89934735,0.59190813,5.30412218,2.06856365,0.02925172,1.71551109
-5.14757379,6.20729179,0.00447053,1.70990525,1.92805359,0.59586587,5.36245515,2.09205850,0.02951380,1.73532072
-5.14157079,6.24705155,0.00459739,1.72090198,1.94903173,0.59780032,5.39732815,2.10737967,0.02965845,1.74846748
-5.13556778,6.26112609,0.00470549,1.72453053,1.96178637,0.59755728,5.40831517,2.11424367,0.02967565,1.75453390
-5.12956478,6.24903464,0.00479257,1.72073883,1.96598609,0.59504614,5.39533945,2.11251519,0.02955846,1.75327027
-5.12356178,6.21079256,0.00485664,1.70958969,1.96146959,0.59024102,5.35866836,2.10220811,0.02930315,1.74459735
-5.11755878,6.14690117,0.00489603,1.69125777,1.94824715,0.58317974,5.29890182,2.08348300,0.02890923,1.72860395
-5.11155578,6.05832537,0.00490946,1.66602424,1.92649757,0.57396076,5.21695481,2.05664129,0.02837935,1.70553965
-5.10555278,5.94646030,0.00489610,1.63426956,1.89656061,0.56273818,5.11403437,2.02211625,0.02771914,1.67580298
-5.09954977,5.81308796,0.00485558,1.59646431,1.85892543,0.54971511,4.99161159,1.98046100,0.02693699,1.63992563
-5.09354677,5.66032541,0.00478804,1.55315856,1.81421536,0.53513563,4.85138930,1.93233406,0.02604368,1.59855326
-5.08754377,5.49056616,0.00469412,1.50496979,1.76316970,0.51927573,4.69526613,1.87848257,0.02505209,1.55242372
-5.08154077,5.30641650,0.00457495,1.45256978,1.70662298,0.50243350,4.52529765,1.81972393,0.02397671,1.50234340
-5.07553777,5.11062859,0.00443215,1.39667064,1.64548249,0.48491906,4.34365557,1.75692605,0.02283328,1.44916254
-5.06953477,4.90603240,0.00426776,1.33801041,1.58070470,0.46704434,4.15258571,1.69098699,0.02163827,1.39375029
-5.06353177,4.69546824,0.00408423,1.27733849,1.51327132,0.44911333,3.95436589,1.62281437,0.02040851,1.33697042
-5.05752876,4.48172185,0.00388429,1.21540121,1.44416565,0.43141293,3.75126454,1.55330529,0.01916074,1.27965827
-5.05152576,4.26746378,0.00367093,1.15292791,1.37434982,0.41420472,3.54550112,1.48332712,0.01791124,1.22259971
-5.04552276,4.05519462,0.00344730,1.09061792,1.30474364,0.39771796,3.33920927,1.41369990,0.01667545,1.16651275
-5.03951976,3.84719753,0.00321661,1.02912862,1.23620545,0.38214388,3.13440355,1.34518065,0.01546773,1.11203207
-5.03351676,3.64549919,0.00298206,0.96906504,1.16951546,0.36763158,2.93295052,1.27845021,0.01430107,1.05969712
-5.02751376,3.45184001,0.00274675,0.91097103,1.10536199,0.35428553,2.73654486,1.21410275,0.01318694,1.00994375
-5.02151076,3.26765414,0.00251361,0.85532243,1.04433083,0.34216460,2.54669094,1.15263835,0.01213514,0.96309972
-5.01550775,3.09405947,0.00228536,0.80252220,0.98689781,0.33128292,2.36469006,1.09445865,0.01115377,0.91938388
-5.00950475,2.93185750,0.00206440,0.75289759,0.93342481,0.32161209,2.19163354,1.03986568,0.01024918,0.87890901
-5.00350175,2.78154256,0.00185282,0.70669946,0.88415902,0.31308496,2.02840129,0.98906373,0.00942603,0.84168795
-4.99749875,2.64331964,0.00165238,0.66410351,0.83923544,0.30560058,1.87566571,0.94216389,0.00868738,0.80764280
-4.99149575,2.51712965,0.00146445,0.62521335,0.79868226,0.29903021,1.73390023,0.89919126,0.00803477,0.77661653
-4.98549275,2.40268094,0.00129004,0.59006527,0.76242901,0.29322407,1.60339179,0.86009404,0.00746843,0.74838660
-4.97948974,2.29948540,0.00112983,0.55863424,0.73031695,0.28801866,1.48425646,0.82475432,0.00698741,0.72268002
-4.97348674,2.20689773,0.00098416,0.53084112,0.70211137,0.28324425,1.37645740,0.79299992,0.00658978,0.69918907
-4.96748374,2.12415616,0.00085306,0.50656046,0.67751529,0.27873226,1.27982406,0.76461674,0.00627283,0.67758729
-4.96148074,2.05042295,0.00073631,0.48562887,0.65618407,0.27432234,1.19407194,0.73936120,0.00603325,0.65754483
-4.95547774,1.98482323,0.00063347,0.46785335,0.63774049,0.26986875,1.11882198,0.71697223,0.00586737,0.63874295
-4.94947474,1.92648081,0.00054390,0.45301952,0.62178964,0.26524596,1.05361898,0.69718230,0.00577125,0.62088679
-4.94347174,1.87454978,0.00046683,0.44089927,0.60793334,0.26035309,0.99794841,0.67972733,0.00574095,0.60371632
-4.93746873,1.82824100,0.00040139,0.43125782,0.59578345,0.25511723,0.95125130,0.66435500,0.00577255,0.58701492
-4.93146573,1.78684275,0.00034661,0.42385983,0.58497379,0.24949544,0.91293698,0.65083139,0.00586237,0.57061539
-4.92546273,1.74973542,0.00030151,0.41847450,0.57517026,0.24347544,0.88239346,0.63894578,0.00600695,0.55440346
-4.91945973,1.71639982,0.00026509,0.41487966,0.56607893,0.23707493,0.85899577,0.62851363,0.00620318,0.53831854
-4.91345673,1.68641953,0.00023636,0.41286468,0.55745188,0.23033974,0.84211220,0.61937782,0.00644824,0.52235197
-4.90745373,1.65947761,0.00021437,0.41223239,0.54909076,0.22334088,0.83110896,0.61140817,0.00673962,0.50654303
-4.90145073,1.63534831,0.00019821,0.41279987,0.54084789,0.21617055,0.82535339,0.60449958,0.00707503,0.49097280
-4.89544772,1.61388447,0.00018703,0.41439847,0.53262521,0.20893747,0.82421630,0.59856883,0.00745235,0.47575640
-4.88944472,1.59500170,0.00018001,0.41687295,0.52437104,0.20176165,0.82707363,0.59355050,0.00786947,0.46103400
-4.88344172,1.57866009,0.00017644,0.42008000,0.51607503,0.19476883,0.83330798,0.58939213,0.00832419,0.44696096
-4.87743872,1.56484463,0.00017565,0.42388629,0.50776154,0.18808487,0.84231007,0.58604894,0.00881405,0.43369768
-4.87143572,1.55354525,0.00017703,0.42816622,0.49948185,0.18183026,0.85348050,0.58347846,0.00933618,0.42139950
-4.86543272,1.54473762,0.00018006,0.43279951,0.49130562,0.17611502,0.86623200,0.58163521,0.00988714,0.41020717
-4.85942971,1.53836532,0.00018426,0.43766879,0.48331209,0.17103410,0.87999208,0.58046584,0.01046282,0.40023832
-4.85342671,1.53432456,0.00018921,0.44265738,0.47558134,0.16666354,0.89420624,0.57990483,0.01105829,0.39158020
-4.84742371,1.53245181,0.00019455,0.44764741,0.46818617,0.16305743,0.90834166,0.57987096,0.01166771,0.38428401
-4.84142071,1.53251520,0.00019996,0.45251828,0.46118495,0.16024584,0.92189120,0.58026483,0.01228434,0.37836107
-4.83541771,1.53420986,0.00020519,0.45714578,0.45461577,0.15823373,0.93437771,0.58096742,0.01290051,0.37378101
-4.82941471,1.53715760,0.00021000,0.46140174,0.44849222,0.15700091,0.94535843,0.58183988,0.01350769,0.37047198
-4.82341171,1.54091100,0.00021421,0.46515439,0.44280095,0.15650292,0.95442934,0.58272452,0.01409663,0.36832285
-4.81740870,1.54496175,0.00021768,0.46826943,0.43750111,0.15667305,0.96122944,0.58344706,0.01465748,0.36718745
-4.81140570,1.54875307,0.00022029,0.47061176,0.43252574,0.15742507,0.96544467,0.58382009,0.01518006,0.36689046
-4.80540270,1.55169573,0.00022196,0.47204793,0.42778496,0.15865685,0.96681155,0.58364755,0.01565409,0.36723494
-4.79939970,1.55318708,0.00022263,0.47244909,0.42317076,0.16025461,0.96512033,0.58273020,0.01606947,0.36801101
-4.79339670,1.55263233,0.00022228,0.47169450,0.41856324,0.16209761,0.96021763,0.58087182,0.01641665,0.36900537
-4.78739370,1.54946729,0.00022090,0.46967530,0.41383774,0.16406318,0.95200853,0.57788586,0.01668687,0.37001132
-4.78139070,1.54318150,0.00021849,0.46629850,0.40887274,0.16603192,0.94045796,0.57360236,0.01687254,0.37083876
-4.77538769,1.53334084,0.00021509,0.46149094,0.40355788,0.16789267,0.92559148,0.56787477,0.01696746,0.37132382
-4.76938469,1.51960850,0.00021073,0.45520302,0.39780175,0.16954738,0.90749521,0.56058638,0.01696711,0.37133758
-4.76338169,1.50176338,0.00020549,0.44741201,0.39153903,0.17091532,0.88631495,0.55165601,0.01686882,0.37079361
-4.75737869,1.47971485,0.00019942,0.43812478,0.38473656,0.17193680,0.86225437,0.54104275,0.01667192,0.36965384
-4.75137569,1.45351327,0.00019260,0.42737969,0.37739799,0.17257590,0.83557222,0.52874942,0.01637777,0.36793253
-4.74537269,1.42335533,0.00018512,0.41524757,0.36956676,0.17282240,0.80657848,0.51482458,0.01598977,0.36569814
-4.73936968,1.38958411,0.00017707,0.40183165,0.36132718,0.17269254,0.77562942,0.49936287,0.01551326,0.36307277
-4.73336668,1.35268325,0.00016853,0.38726635,0.35280355,0.17222874,0.74312156,0.48250379,0.01495538,0.36022937
-4.72736368,1.31326560,0.00015962,0.37171502,0.34415725,0.17149819,0.70948459,0.46442861,0.01432483,0.35738656
-4.72136068,1.27205645,0.00015042,0.35536653,0.33558196,0.17059030,0.67517325,0.44535587,0.01363160,0.35480123
-4.71535768,1.22987186,0.00014103,0.33843098,0.32729714,0.16961317,0.64065839,0.42553524,0.01288668,0.35275921
-4.70935468,1.18759297,0.00013154,0.32113447,0.31954005,0.16868921,0.60641735,0.40524034,0.01210171,0.35156429
-4.70335168,1.14613709,0.00012206,0.30371340,0.31255657,0.16794992,0.57292391,0.38476052,0.01128861,0.35152589
-4.69734867,1.10642683,0.00011266,0.28640820,0.30659134,0.16753024,0.54063804,0.36439208,0.01045930,0.35294597
-4.69134567,1.06935841,0.00010342,0.26945705,0.30187751,0.16756254,0.50999586,0.34442928,0.00962529,0.35610561
-4.68534267,1.03577039,0.00009443,0.25308966,0.29862656,0.16817056,0.48140001,0.32515550,0.00879748,0.36125176
-4.67933967,1.00641422,0.00008574,0.23752133,0.29701864,0.16946352,0.45521096,0.30683490,0.00798586,0.36858476
-4.67333667,0.98192772,0.00007742,0.22294778,0.29719394,0.17153068,0.43173931,0.28970494,0.00719929,0.37824708
-4.66733367,0.96281270,0.00006952,0.20954061,0.29924524,0.17443662,0.41123976,0.27397007,0.00644543,0.39031388
-4.66133067,0.94941760,0.00006207,0.19744390,0.30321219,0.17821731,0.39390668,0.25979684,0.00573056,0.40478576
-4.65532766,0.94192596,0.00005512,0.18677182,0.30907758,0.18287736,0.37987168,0.24731061,0.00505960,0.42158409
-4.64932466,0.94035127,0.00004868,0.17760755,0.31676558,0.18838847,0.36920337,0.23659396,0.00443609,0.44054918
-4.64332166,0.94453853,0.00004277,0.17000336,0.32614234,0.19468913,0.36190920,0.22768688,0.00386227,0.46144157
