energy_ev,total_up,Hg_p_up,Hg_d_up,In_p_up,In_d_up,Se_s_up,Se_p_up
-6.00000000,0.52590912,0.29016114,0.09564574,0.16224176,0.00145771,0.08724337,0.11857648
-5.99399700,0.56673286,0.30842103,0.10403484,0.16970501,0.00161623,0.09482488,0.12865449
-5.98799400,0.60977483,0.32773223,0.11282414,0.17819938,0.00178590,0.10275774,0.13886447
-5.98199100,0.65460139,0.34775929,0.12195240,0.18755589,0.00196655,0.11099133,0.14908417
-5.97598799,0.70076104,0.36815311,0.13135713,0.19759350,0.00215803,0.11947329,0.15918957
-5.96998499,0.74779373,0.38855936,0.14097555,0.20812352,0.00236012,0.12815049,0.16905789
-5.96398199,0.79524012,0.40862741,0.15074551,0.21895400,0.00257255,0.13696988,0.17857085
-5.95797899,0.84265032,0.42801931,0.16060616,0.22989409,0.00279496,0.14587909,0.18761774
-5.95197599,0.88959157,0.44641877,0.17049840,0.24075818,0.00302686,0.15482677,0.19609851
-5.94597299,0.93565465,0.46353951,0.18036499,0.25136965,0.00326761,0.16376260,0.20392646
-5.93996998,0.98045864,0.47913283,0.19015044,0.26156411,0.00351638,0.17263704,0.21103059
-5.93396698,1.02365409,0.49299408,0.19980059,0.27119209,0.00377210,0.18140073,0.21735742
-5.92796398,1.06492459,0.50496792,0.20926198,0.28012109,0.00403346,0.19000371,0.22287236
-5.92196098,1.10398688,0.51495207,0.21848108,0.28823694,0.00429882,0.19839457,0.22756050
-5.91595798,1.14058993,0.52289971,0.22740356,0.29544460,0.00456622,0.20651947,0.23142679
-5.90995498,1.17451347,0.52882037,0.23597360,0.30166833,0.00483339,0.21432135,0.23449592
-5.90395198,1.20556627,0.53277957,0.24413350,0.30685136,0.00509770,0.22173940,0.23681165
-5.89794897,1.23358498,0.53489715,0.25182361,0.31095524,0.00535624,0.22870884,0.23843595
-5.89194597,1.25843372,0.53534473,0.25898278,0.31395887,0.00560579,0.23516118,0.23944784
-5.88594297,1.28000509,0.53434223,0.26554926,0.31585741,0.00584296,0.24102511,0.23994225
-5.87993997,1.29822261,0.53215387,0.27146227,0.31666119,0.00606419,0.24622786,0.24002873
-5.87393697,1.31304485,0.52908357,0.27666406,0.31639468,0.00626591,0.25069722,0.23983023
-5.86793397,1.32447095,0.52547017,0.28110241,0.31509556,0.00644461,0.25436409,0.23948196
-5.86193097,1.33254739,0.52168217,0.28473359,0.31281404,0.00659696,0.25716538,0.23913021
-5.85592796,1.33737526,0.51811232,0.28752542,0.30961227,0.00671997,0.25904728,0.23893111
-5.84992496,1.33911757,0.51517175,0.28946030,0.30556395,0.00681105,0.25996854,0.23904932
-5.84392196,1.33800548,0.51328363,0.29053811,0.30075392,0.00686820,0.25990369,0.23965640
-5.83791896,1.33434292,0.51287630,0.29077849,0.29527782,0.00689005,0.25884589,0.24092885
-5.83191596,1.32850851,0.51437553,0.29022248,0.28924150,0.00687597,0.25680927,0.24304555
-5.82591296,1.32095407,0.51819600,0.28893332,0.28276026,0.00682612,0.25383048,0.24618467
