energy_ev,total_up,N_s_up,N_p_up,S_s_up,S_p_up,Ta_p_up,Ta_d_up
-5.57378689,7.74499429,0.02909819,0.99337261,0.19088577,4.17202316,5.08841773,2.24635334
-5.56778389,7.62117555,0.02752634,0.99009303,0.18987155,4.06164362,5.05289917,2.22059191
-5.56178089,7.48826688,0.02599774,0.98646669,0.18872348,3.94479183,5.01106831,2.19206244
-5.55577789,7.34767035,0.02453524,0.98244512,0.18743121,3.82281115,4.96308050,2.16123116
-5.54977489,7.20065151,0.02315846,0.97792026,0.18597818,3.69702620,4.90897991,2.12853504
-5.54377189,7.04834383,0.02188346,0.97273335,0.18434326,3.56873023,4.84872255,2.09437919
-5.53776888,6.89176080,0.02072253,0.96668663,0.18250263,3.43917504,4.78220609,2.05913605
-5.53176588,6.73181406,0.01968414,0.95955710,0.18043179,3.30956326,4.70930475,2.02314597
-5.52576288,6.56933540,0.01877302,0.95111143,0.17810753,3.18104262,4.62990667,1.98671894
-5.51975988,6.40510076,0.01799030,0.94112138,0.17550979,3.05470199,4.54395169,1.95013713
-5.51375688,6.23985410,0.01733376,0.92937850,0.17262332,2.93156881,4.45146713,1.91365802
-5.50775388,6.07432979,0.01679821,0.91570766,0.16943894,2.81260762,4.35259952,1.87751791
-5.50175088,5.90927197,0.01637586,0.89997845,0.16595450,2.69871961,4.24764059,1.84193568
-5.49574787,5.74545010,0.01605678,0.88211406,0.16217536,2.59074292,4.13704598,1.80711684
-5.48974487,5.58367026,0.01582939,0.86209711,0.15811445,2.48945352,4.02144606,1.77325754
-5.48374187,5.42478181,0.01568097,0.83997245,0.15379200,2.39556671,3.90164814,1.74054894
-5.47773887,5.26967983,0.01559812,0.81584667,0.14923486,2.30973897,3.77863034,1.70918150
-5.47173587,5.11930357,0.01556728,0.78988477,0.14447550,2.23257010,3.65352750,1.67934935
-5.46573287,4.97463141,0.01557520,0.76230409,0.13955090,2.16460544,3.52760989,1.65125458
-5.45972986,4.83667297,0.01560936,0.73336611,0.13450122,2.10633799,3.40225595,1.62511112
-5.45372686,4.70645889,0.01565838,0.70336664,0.12936848,2.05821002,3.27892021,1.60114814
-5.44772386,4.58502867,0.01571234,0.67262498,0.12419526,2.02061402,3.15909782,1.57961247
-5.44172086,4.47341694,0.01576312,0.64147272,0.11902350,1.99389250,3.04428713,1.56076976
-5.43571786,4.37263844,0.01580454,0.61024274,0.11389347,1.97833638,2.93595163,1.54490401
-5.42971486,4.28367177,0.01583258,0.57925895,0.10884292,1.97418168,2.83548244,1.53231516
-5.42371186,4.20744195,0.01584541,0.54882728,0.10390650,1.98160436,2.74416274,1.52331438
-5.41770885,4.14480200,0.01584343,0.51922817,0.09911528,2.00071322,2.66313478,1.51821714
-5.41170585,4.09651343,0.01582914,0.49071091,0.09449663,2.03154093,2.59337065,1.51733378
-5.40570285,4.06322605,0.01580705,0.46348987,0.09007420,2.07403360,2.53564727,1.52095803
-5.39969985,4.04545729,0.01578337,0.43774264,0.08586809,2.12803924,2.49052624,1.52935366
-5.39369685,4.04357157,0.01576580,0.41360996,0.08189508,2.19329578,2.45833904,1.54273989
-5.38769385,4.05776042,0.01576314,0.39119720,0.07816907,2.26941939,2.43917779,1.56127618
-5.38169085,4.08802402,0.01578491,0.37057720,0.07470139,2.35589411,2.43289174,1.58504721
-5.37568784,4.13415514,0.01584089,0.35179403,0.07150125,2.45206349,2.43908979,1.61404894
-5.36968484,4.19572636,0.01594072,0.33486739,0.06857603,2.55712523,2.45714860,1.64817658
-5.36368184,4.27208131,0.01609340,0.31979720,0.06593165,2.67012968,2.48622653,1.68721524
-5.35767884,4.36233097,0.01630686,0.30656809,0.06357265,2.78998261,2.52528275,1.73083416
-5.35167584,4.46535539,0.01658755,0.29515349,0.06150240,2.91545292,2.57310124,1.77858475
-5.34567284,4.57981134,0.01694005,0.28551901,0.05972302,3.04518532,2.62831899,1.82990310
-5.33966983,4.70414605,0.01736674,0.27762488,0.05823529,3.17771786,2.68945765,1.88411688
-5.33366683,4.83661686,0.01786754,0.27142753,0.05703843,3.31150408,2.75495777,1.94045662
-5.32766383,4.97531648,0.01843979,0.26688002,0.05612989,3.44493912,2.82321460,1.99807087
-5.32166083,5.11820320,0.01907808,0.26393157,0.05550493,3.57638886,2.89261456,2.05604492
-5.31565783,5.26313532,0.01977432,0.26252613,0.05515637,3.70422133,2.96157110,2.11342215
-5.30965483,5.40790885,0.02051784,0.26260041,0.05507419,3.82683912,3.02855924,2.16922726
-5.30365183,5.55029743,0.02129557,0.26408134,0.05524525,3.94271187,3.09214759,2.22249042
-5.29764882,5.68809364,0.02209237,0.26688341,0.05565309,4.05040763,3.15102723,2.27227152
-5.29164582,5.81915050,0.02289140,0.27090610,0.05627778,4.14862225,3.20403676,2.31768344
-5.28564282,5.94142232,0.02367458,0.27603169,0.05709589,4.23620591,3.25018302,2.35791381
-5.27963982,6.05300418,0.02442308,0.28212369,0.05808065,4.31218618,3.28865725,2.39224430
-5.27363682,6.15216911,0.02511792,0.28902617,0.05920220,4.37578706,3.31884664,2.42006713
-5.26763382,6.23740239,0.02574052,0.29656404,0.06042802,4.42644385,3.34034121,2.44089836
-5.26163082,6.30743252,0.02627327,0.30454451,0.06172348,4.46381353,3.35293642,2.45438767
-5.25562781,6.36125800,0.02670008,0.31275960,0.06305255,4.48778080,3.35663169,2.46032470
-5.24962481,6.39816973,0.02700690,0.32098984,0.06437855,4.49845978,3.35162515,2.45864194
-5.24362181,6.41776819,0.02718215,0.32900882,0.06566504,4.49619144,3.33830517,2.44941423
-5.23761881,6.41997515,0.02721706,0.33658864,0.06687669,4.48153709,3.31723884,2.43285527
-5.23161581,6.40503898,0.02710597,0.34350574,0.06798019,4.45526782,3.28915770,2.40931125
-5.22561281,6.37353344,0.02684646,0.34954712,0.06894506,4.41835026,3.25494115,2.37925191
-5.21960980,6.32634904,0.02643940,0.35451643,0.06974445,4.37192851,3.21559741,2.34325927
-5.21360680,6.26467687,0.02588889,0.35823973,0.07035575,4.31730252,3.17224239,2.30201445
-5.20760380,6.18998445,0.02520210,0.36057063,0.07076109,4.25590288,3.12607643,2.25628248
-5.20160080,6.10398370,0.02438896,0.36139448,0.07094765,4.18926223,3.07835902,2.20689573
-5.19559780,6.00859112,0.02346188,0.36063156,0.07090781,4.11898348,3.03038168,2.15473584
-5.18959480,5.90588097,0.02243526,0.35823890,0.07063909,4.04670519,2.98343912,2.10071465
-5.18359180,5.79803204,0.02132507,0.35421091,0.07014390,3.97406469,2.93879913,2.04575426
-5.17758879,5.68726962,0.02014832,0.34857860,0.06942919,3.90265949,2.89767154,1.99076654
-5.17158579,5.57580407,0.01892257,0.34140764,0.06850588,3.83400793,2.86117699,1.93663262
-5.16558279,5.46576790,0.01766544,0.33279513,0.06738820,3.76951009,2.83031610,1.88418253
-5.15957979,5.35915374,0.01639415,0.32286563,0.06609305,3.71041016,2.80594015,1.83417577
-5.15357679,5.25775511,0.01512506,0.31176628,0.06463918,3.65776146,2.78872403,1.78728308
-5.14757379,5.16311262,0.01387335,0.29966156,0.06304650,3.61239555,2.77914267,1.74407021
-5.14157079,5.07646764,0.01265270,0.28672772,0.06133537,3.57489668,2.77745191,1.70498402
-5.13556778,4.99872544,0.01147508,0.27314732,0.05952594,3.54558275,2.78367477,1.67034166
-5.12956478,4.93042953,0.01035056,0.25910394,0.05763769,3.52449386,2.79759405,1.64032312
-5.12356178,4.87174835,0.00928730,0.24477738,0.05568893,3.51138916,2.81875177,1.61496774
-5.11755878,4.82247506,0.00829147,0.23033944,0.05369656,3.50575257,2.84645601,1.59417471
-5.11155578,4.78204067,0.00736733,0.21595039,0.05167588,3.50680739,2.87979531,1.57770782
-5.10555278,4.74953995,0.00651736,0.20175627,0.04964051,3.51353962,2.91766027,1.56520445
-5.09954977,4.72376926,0.00574237,0.18788699,0.04760244,3.52472939,2.95877213,1.55618841
-5.09354677,4.70327475,0.00504170,0.17445515,0.04557216,3.53898942,3.00171732,1.55008649
-5.08754377,4.68640900,0.00441341,0.16155567,0.04355884,3.55480928,3.04498712,1.54624787
-5.08154077,4.67139380,0.00385454,0.14926606,0.04157053,3.57060382,3.08702088,1.54396604
-5.07553777,4.65638648,0.00336127,0.13764721,0.03961446,3.58476412,3.12625151,1.54250220
-5.06953477,4.63954728,0.00292919,0.12674466,0.03769719,3.59570879,3.16115154,1.54110934
-5.06353177,4.61910492,0.00255347,0.11659024,0.03582489,3.60193410,3.19027807,1.53905627
-5.05752876,4.59341807,0.00222905,0.10720391,0.03400348,3.60206070,3.21231492,1.53565043
-5.05152576,4.56103039,0.00195084,0.09859577,0.03223879,3.59487555,3.22611069,1.53025899
-5.04552276,4.52071727,0.00171382,0.09076808,0.03053663,3.57936743,3.23071103,1.52232725
-5.03951976,4.47152285,0.00151318,0.08371737,0.02890281,3.55475490,3.22538435,1.51139392
-5.03351676,4.41278627,0.00134443,0.07743640,0.02734317,3.52050591,3.20963998,1.49710273
-5.02751376,4.34415677,0.00120343,0.07191603,0.02586353,3.47634863,3.18323828,1.47921011
-5.02151076,4.26559756,0.00108650,0.06714696,0.02446963,3.42227338,3.14619264,1.45758892
-5.01550775,4.17737904,0.00099039,0.06312129,0.02316703,3.35852603,3.09876352,1.43222816
-5.00950475,4.08006212,0.00091232,0.05983391,0.02196107,3.28559345,3.04144498,1.40322895
-5.00350175,3.97447300,0.00084999,0.05728358,0.02085677,3.20418194,2.97494456,1.37079721
-4.99749875,3.86167074,0.00080155,0.05547391,0.01985878,3.11518991,2.90015741,1.33523333
-4.99149575,3.74290932,0.00076557,0.05441388,0.01897131,3.01967590,2.81813598,1.29691965
-4.98549275,3.61959584,0.00074100,0.05411824,0.01819814,2.91882357,2.73005645,1.25630602
-4.97948974,3.49324654,0.00072715,0.05460744,0.01754255,2.81390490,2.63718320,1.21389438
-4.97348674,3.36544213,0.00072362,0.05590720,0.01700736,2.70624305,2.54083274,1.17022270
-4.96748374,3.23778396,0.00073028,0.05804776,0.01659491,2.59717613,2.44233814,1.12584897
-4.96148074,3.11185206,0.00074718,0.06106261,0.01630705,2.48802283,2.34301523,1.08133570
-4.95547774,2.98916622,0.00077450,0.06498681,0.01614510,2.38005107,2.24413134,1.03723529
-4.94947474,2.87115074,0.00081253,0.06985491,0.01610982,2.27445018,2.14687745,0.99407672
-4.94347174,2.75910350,0.00086157,0.07569843,0.01620134,2.17230712,2.05234422,0.95235362
-4.93746873,2.65416968,0.00092189,0.08254300,0.01641905,2.07458732,1.96150243,0.91251412
-4.93146573,2.55732037,0.00099369,0.09040526,0.01676145,1.98211988,1.87518787,0.87495238
-4.92546273,2.46933623,0.00107703,0.09928956,0.01722600,1.89558755,1.79409085,0.84000197
-4.91945973,2.39079615,0.00117179,0.10918466,0.01780895,1.81552112,1.71875031,0.80793107
-4.91345673,2.32207098,0.00127763,0.12006057,0.01850511,1.74229801,1.64955220,0.77893944
-4.90745373,2.26332228,0.00139397,0.13186569,0.01930768,1.67614500,1.58673206,0.75315716
-4.90145073,2.21450582,0.00151993,0.14452442,0.02020808,1.61714445,1.53038123,0.73064499
-4.89544772,2.17537994,0.00165435,0.15793551,0.02119586,1.56524386,1.48045661,0.71139642
-4.88944472,2.14551840,0.00179579,0.17197122,0.02225854,1.52026814,1.43679312,0.69534112
-4.88344172,2.12432740,0.00194249,0.18647746,0.02338169,1.48193432,1.39911868,0.68234981
-4.87743872,2.11106657,0.00209246,0.20127508,0.02454899,1.44986792,1.36707101,0.67224037
-4.87143572,2.10487318,0.00224346,0.21616232,0.02574239,1.42362061,1.34021563,0.66478507
-4.86543272,2.10478899,0.00239305,0.23091836,0.02694239,1.40268846,1.31806449,0.65971857
-4.85942971,2.10978906,0.00253868,0.24530816,0.02812842,1.38653017,1.30009453,0.65674667
-4.85342671,2.11881136,0.00267773,0.25908810,0.02927927,1.37458466,1.28576561,0.65555534
-4.84742371,2.13078638,0.00280758,0.27201266,0.03037363,1.36628729,1.27453701,0.65581991
-4.84142071,2.14466556,0.00292569,0.28384152,0.03139067,1.36108436,1.26588210,0.65721400
-4.83541771,2.15944756,0.00302971,0.29434710,0.03231064,1.35844514,1.25930064,0.65941794
-4.82941471,2.17420143,0.00311751,0.30332213,0.03311549,1.35787122,1.25432828,0.66212644
-4.82341171,2.18808586,0.00318727,0.31058678,0.03378949,1.35890292,1.25054314,0.66505517
-4.81740870,2.20036393,0.00323756,0.31599536,0.03431974,1.36112272,1.24756935,0.66794618
-4.81140570,2.21041309,0.00326739,0.31944201,0.03469669,1.36415576,1.24507777,0.67057202
-4.80540270,2.21773032,0.00327625,0.32086522,0.03491454,1.36766789,1.24278407,0.67273846
-4.79939970,2.22193272,0.00326411,0.32025107,0.03497153,1.37136172,1.24044476,0.67428599
-4.79339670,2.22275421,0.00323149,0.31763490,0.03487013,1.37497117,1.23785174,0.67509012
-4.78739370,2.22003899,0.00317942,0.31310152,0.03461716,1.37825558,1.23482609,0.67506075
-4.78139070,2.21373296,0.00310941,0.30678389,0.03422373,1.38099386,1.23121171,0.67414093
-4.77538769,2.20387398,0.00302347,0.29886026,0.03370513,1.38297970,1.22686979,0.67230513
-4.76938469,2.19058224,0.00292404,0.28955024,0.03308064,1.38401844,1.22167451,0.66955750
-4.76338169,2.17405158,0.00281393,0.27910960,0.03237326,1.38392610,1.21551055,0.66593028
-4.75737869,2.15454275,0.00269630,0.26782443,0.03160934,1.38253112,1.20827291,0.66148263
-4.75137569,2.13237900,0.00257457,0.25600459,0.03081827,1.37967874,1.19986893,0.65630004
-4.74537269,2.10794438,0.00245239,0.24397704,0.03003203,1.37523801,1.19022258,0.65049428
-4.73936968,2.08168456,0.00233355,0.23207892,0.02928480,1.36911101,1.17928066,0.64420400
-4.73336668,2.05410969,0.00222199,0.22065105,0.02861251,1.36124365,1.16702042,0.63759570
-4.72736368,2.02579871,0.00212169,0.21003153,0.02805243,1.35163730,1.15345783,0.63086495
-4.72136068,1.99740384,0.00203668,0.20054999,0.02764265,1.34036010,1.13865582,0.62423743
-4.71535768,1.96965430,0.00197100,0.19252232,0.02742161,1.32755715,1.12273155,0.61796954
-4.70935468,1.94335775,0.00192865,0.18624589,0.02742756,1.31345832,1.10586195,0.61234809
-4.70335168,1.91939846,0.00191364,0.18199543,0.02769794,1.29838293,1.08828665,0.60768879
-4.69734867,1.89873098,0.00192988,0.18001931,0.02826875,1.28274024,1.07030780,0.60433316
-4.69134567,1.88236842,0.00198126,0.18053619,0.02917380,1.26702548,1.05228633,0.60264364
-4.68534267,1.87136507,0.00207158,0.18373206,0.03044386,1.25181080,1.03463439,0.60299670
-4.67933967,1.86679300,0.00220454,0.18975752,0.03210583,1.23773135,1.01780413,0.60577409
-4.67333667,1.86971318,0.00238374,0.19872514,0.03418172,1.22546670,1.00227304,0.61135219
-4.66733367,1.88114180,0.00261258,0.21070715,0.03668768,1.21571827,0.98852656,0.62008981
-4.66133067,1.90201297,0.00289430,0.22573316,0.03963299,1.20918357,0.97703853,0.63231489
-4.65532766,1.93313956,0.00323184,0.24378830,0.04301904,1.20652849,0.96825061,0.64831058
-4.64932466,1.97517365,0.00362779,0.26481151,0.04683849,1.20835885,0.96255163,0.66830138
-4.64332166,2.02856903,0.00408431,0.28869449,0.05107442,1.21519262,0.96025797,0.69243992
-4.63731866,2.09354747,0.00460301,0.31528119,0.05569978,1.22743418,0.96159607,0.72079526
-4.63131566,2.17007093,0.00518482,0.34436809,0.06067701,1.24535205,0.96668802,0.75334321
-4.62531266,2.25782140,0.00582990,0.37570552,0.06595801,1.26906109,0.97554109,0.78995941
-4.61930965,2.35618996,0.00653749,0.40899994,0.07148440,1.29851037,0.98804184,0.83041568
-4.61330665,2.46427596,0.00730576,0.44391750,0.07718812,1.33347721,1.00395519,0.87437989
-4.60730365,2.58089697,0.00813174,0.48008878,0.08299249,1.37356794,1.02292853,0.92141972
-4.60130065,2.70460953,0.00901120,0.51711465,0.08881359,1.41822535,1.04450094,0.97101017
-4.59529765,2.83374007,0.00993856,0.55457332,0.09456194,1.46674257,1.06811678,1.02254473
-4.58929465,2.96642502,0.01090682,0.59202821,0.10014463,1.51828289,1.09314343,1.07534977
-4.58329165,3.10065844,0.01190761,0.62903655,0.10546751,1.57190442,1.11889197,1.12870162
-4.57728864,3.23434523,0.01293117,0.66515835,0.11043774,1.62658863,1.14464007,1.18184560
-4.57128564,3.36535771,0.01396644,0.69996546,0.11496626,1.68127150,1.16965589,1.23401620
-4.56528264,3.49159292,0.01500119,0.73305025,0.11897031,1.73487564,1.19322194,1.28445754
-4.55927964,3.61102836,0.01602220,0.76403380,0.12237585,1.78634220,1.21465773,1.33244314
-4.55327664,3.72177364,0.01701551,0.79257297,0.12511965,1.83466098,1.23334032,1.37729418
-4.54727364,3.82211600,0.01796668,0.81836634,0.12715119,1.87889764,1.24872188,1.41839548
-4.54127064,3.91055781,0.01886111,0.84115864,0.12843404,1.91821673,1.26034348,1.45520849
-4.53526763,3.98584488,0.01968438,0.86074362,0.12894685,1.95189998,1.26784488,1.48728088
-4.52926463,4.04698470,0.02042268,0.87696522,0.12868382,1.97935909,1.27096990,1.51425245
-4.52326163,4.09325442,0.02106311,0.88971722,0.12765460,2.00014288,1.26956753,1.53585725
-4.51725863,4.12419903,0.02159409,0.89894138,0.12588381,2.01393900,1.26358893,1.55192217
-4.51125563,4.13962039,0.02200570,0.90462433,0.12340989,2.02057036,1.25308080,1.56236219
-4.50525263,4.13955871,0.02229001,0.90679347,0.12028368,2.01998712,1.23817587,1.56717305
-4.49924962,4.12426798,0.02244129,0.90551221,0.11656660,2.01225501,1.21908095,1.56642180
-4.49324662,4.09418727,0.02245625,0.90087485,0.11232854,1.99754101,1.19606367,1.56023605
-4.48724362,4.04990997,0.02233415,0.89300147,0.10764560,1.97609744,1.16943850,1.54879277
-4.48124062,3.99215287,0.02207681,0.88203308,0.10259776,1.94824554,1.13955293,1.53230721
-4.47523762,3.92172681,0.02168864,0.86812729,0.09726660,1.91435957,1.10677455,1.51102288
-4.46923462,3.83951048,0.02117645,0.85145478,0.09173307,1.87485231,1.07147949,1.48520283
-4.46323162,3.74642852,0.02054932,0.83219649,0.08607554,1.83016259,1.03404284,1.45512295
-4.45722861,3.64343443,0.01981829,0.81054176,0.08036806,1.78074550,0.99483116,1.42106726
-4.45122561,3.53149892,0.01899607,0.78668727,0.07467889,1.72706525,0.95419731,1.38332539
-4.44522261,3.41160317,0.01809671,0.76083669,0.06906946,1.66959104,0.91247755,1.34219205
-4.43921961,3.28473677,0.01713519,0.73320091,0.06359358,1.60879549,0.86999069,1.29796824
-4.43321661,3.15189940,0.01612702,0.70399856,0.05829702,1.54515529,0.82703904,1.25096377
-4.42721361,3.01410513,0.01508792,0.67345671,0.05321742,1.47915370,0.78391080,1.20150059
-4.42121061,2.87238830,0.01403341,0.64181144,0.04838440,1.41128414,0.74088337,1.14991642
-4.41520760,2.72780975,0.01297849,0.60930816,0.04382004,1.34205425,0.69822736,1.09656812
-4.40920460,2.58146221,0.01193741,0.57620139,0.03953940,1.27198991,0.65621061,1.04183437
-4.40320160,2.43447396,0.01092341,0.54275402,0.03555125,1.20163843,0.61510207,0.98611715
-4.39719860,2.28801008,0.00994855,0.50923588,0.03185891,1.13157073,0.57517506,0.92984189
-4.39119560,2.14327049,0.00902366,0.47592169,0.02846106,1.06238180,0.53670974,0.87345595
-4.38519260,2.00148492,0.00815821,0.44308830,0.02535259,0.99468956,0.49999457,0.81742550
-4.37918959,1.86390442,0.00736042,0.41101150,0.02252542,0.92913174,0.46532667,0.76223077
-4.37318659,1.73178991,0.00663719,0.37996236,0.01996922,0.86636092,0.43301099,0.70836002
-4.36718359,1.60639785,0.00599430,0.35020326,0.01767208,0.80703785,0.40335831,0.65630228
-4.36118059,1.48896375,0.00543644,0.32198394,0.01562110,0.75182315,0.37668219,0.60653934
-4.35517759,1.38068391,0.00496735,0.29553743,0.01380281,0.70136774,0.35329472,0.55953728
-4.34917459,1.28269599,0.00458996,0.27107631,0.01220356,0.65630211,0.33350145,0.51573787
-4.34317159,1.19605893,0.00430647,0.24878912,0.01080980,0.61722478,0.31759531,0.47555019
-4.33716858,1.12173266,0.00411846,0.22883733,0.00960824,0.58469030,0.30584982,0.43934274
-4.33116558,1.06055817,0.00402695,0.21135265,0.00858598,0.55919672,0.29851165,0.40743627
-4.32516258,1.01323800,0.00403242,0.19643483,0.00773055,0.54117321,0.29579258,0.38009750
-4.31915958,0.98031787,0.00413481,0.18415005,0.00702990,0.53096762,0.29786114,0.35753386
-4.31315658,0.96216949,0.00433345,0.17452979,0.00647234,0.52883457,0.30483401,0.33988932
-4.30715358,0.95897498,0.00462702,0.16757013,0.00604652,0.53492418,0.31676750,0.32724136
