energy_ev,total_up,total_down,Li_s_up,Li_s_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.71185593,1.33758476,-1.17518121,0.15744321,-0.09736311,0.24575604,-0.33613356,0.42445555,-0.13946188,0.00568106,-0.01024633,0.12993983,-0.23441308,0.03417629,-0.03316805,0.59387040,-0.47065929
-5.70585293,1.39472379,-1.15180473,0.16045957,-0.09504485,0.25885865,-0.31825622,0.45478154,-0.14312137,0.00564843,-0.01102156,0.14406198,-0.23178869,0.03383660,-0.03176586,0.60572875,-0.45843040
-5.69984992,1.45330003,-1.13052116,0.16329468,-0.09356606,0.27269817,-0.30138084,0.48655835,-0.14693488,0.00559861,-0.01181871,0.15943375,-0.22907760,0.03340283,-0.03033460,0.61664579,-0.44764022
-5.69384692,1.51336166,-1.11144630,0.16594878,-0.09293885,0.28737081,-0.28558519,0.51981095,-0.15085480,0.00553166,-0.01262444,0.17617438,-0.22627724,0.03287974,-0.02890124,0.62651252,-0.43837516
-5.68784392,1.57502192,-1.09465576,0.16842774,-0.09316405,0.30300080,-0.27094056,0.55458841,-0.15482520,0.00544768,-0.01342442,0.19441955,-0.22337902,0.03227251,-0.02749179,0.63523677,-0.43070331
-5.68184092,1.63847138,-1.08017663,0.17074439,-0.09422999,0.31974386,-0.25750714,0.59096743,-0.15878264,0.00534686,-0.01420371,0.21432110,-0.22036767,0.03158685,-0.02613071,0.64275022,-0.42466968
-5.67583792,1.70398735,-1.06798177,0.17291961,-0.09611154,0.33778985,-0.24532995,0.62905429,-0.16265725,0.00522948,-0.01494715,0.23604570,-0.21722113,0.03082913,-0.02484027,0.64901517,-0.42029239
-5.66983492,1.77193886,-1.05798691,0.17498320,-0.09876950,0.35736393,-0.23443555,0.66898468,-0.16637433,0.00509599,-0.01563978,0.25977214,-0.21391118,0.03000652,-0.02364007,0.65403065,-0.41756001
-5.66383192,1.84278609,-1.05005097,0.17697433,-0.10215044,0.37872610,-0.22482975,0.71092111,-0.16985636,0.00494700,-0.01626733,0.28568736,-0.21040444,0.02912713,-0.02254670,0.65783708,-0.41643031
-5.65782891,1.91707331,-1.04397958,0.17894141,-0.10618704,0.40216865,-0.21649624,0.75504762,-0.17302527,0.00478334,-0.01681666,0.31398087,-0.20666411,0.02820008,-0.02157348,0.66051924,-0.41683043
-5.65182591,1.99541449,-1.03953154,0.18094135,-0.11079878,0.42801120,-0.20939639,0.80156165,-0.17580494,0.00460610,-0.01727618,0.34483782,-0.20265192,0.02723551,-0.02073038,0.66220700,-0.41865850
-5.64582291,2.07847159,-1.03642803,0.18303816,-0.11589331,0.45659328,-0.20346999,0.85066323,-0.17812382,0.00441656,-0.01763624,0.37843072,-0.19833049,0.02624460,-0.02002404,0.66307359,-0.42178674
-5.63981991,2.16692562,-1.03436385,0.18530081,-0.12136810,0.48826436,-0.19863705,0.90254172,-0.17991747,0.00421628,-0.01788950,0.41491004,-0.19366572,0.02523943,-0.01945793,0.66333124,-0.42606566
-5.63381691,2.26144141,-1.03302017,0.18780048,-0.12711268,0.52337143,-0.19480032,0.95736061,-0.18113105,0.00400703,-0.01803116,0.45439407,-0.18862918,0.02423282,-0.01903257,0.66322434,-0.43132939
-5.62781391,2.36262739,-1.03207797,0.19060725,-0.13301111,0.56224443,-0.19184861,1.01524108,-0.18172138,0.00379075,-0.01805911,0.49695838,-0.18320030,0.02323805,-0.01874584,0.66302014,-0.43740168
-5.62181091,2.47099213,-1.03123150,0.19378640,-0.13894481,0.60517990,-0.18966052,1.07624515,-0.18165874,0.00356956,-0.01797407,0.54262532,-0.17736817,0.02226864,-0.01859341,0.66299759,-0.44410230
-5.61580790,2.58689991,-1.03020084,0.19739451,-0.14479558,0.65242351,-0.18810852,1.14035932,-0.18092812,0.00334567,-0.01777950,0.59135428,-0.17113292,0.02133792,-0.01856909,0.66343464,-0.45125345
-5.60980490,2.71052773,-1.02874300,0.20147551,-0.15044864,0.70415216,-0.18706309,1.20747993,-0.17952992,0.00312133,-0.01748149,0.64303308,-0.16450661,0.02045872,-0.01866529,0.66459488,-0.45868589
-5.60380190,2.84182642,-1.02666082,0.20605711,-0.15579565,0.76045649,-0.18639682,1.27740095,-0.17748009,0.00289879,-0.01708854,0.69747122,-0.15751338,0.01964298,-0.01887342,0.66671396,-0.46624435
-5.59779890,2.98048841,-1.02380931,0.21114757,-0.16073754,0.82132463,-0.18598810,1.34980551,-0.17480960,0.00268020,-0.01661125,0.75439537,-0.15018917,0.01890142,-0.01918420,0.66998683,-0.47379199
-5.59179590,3.12592455,-1.02009892,0.21673330,-0.16518707,0.88662827,-0.18572446,1.42426181,-0.17156346,0.00246761,-0.01606188,0.81344777,-0.14258076,0.01824320,-0.01958805,0.67455639,-0.48121363
-5.58579290,3.27725199,-1.01549581,0.22277729,-0.16907091,0.95611184,-0.18550524,1.50022400,-0.16779903,0.00226284,-0.01545399,0.87418763,-0.13474437,0.01767569,-0.02007525,0.68050433,-0.48841762
-5.57978989,3.43329470,-1.01001893,0.22921873,-0.17233134,1.02938564,-0.18524368,1.57703866,-0.16358408,0.00206753,-0.01480188,0.93609605,-0.12674378,0.01720429,-0.02063617,0.68784465,-0.49533611
-5.57378689,3.59259755,-1.00373429,0.23597365,-0.17492724,1.10592373,-0.18486810,1.65395664,-0.15899428,0.00188301,-0.01412017,0.99858427,-0.11864823,0.01683230,-0.02126131,0.69652047,-0.50192398
-5.56778389,3.75345398,-0.99674664,0.24293690,-0.17683461,1.18506692,-0.18432252,1.73015034,-0.15411066,0.00171035,-0.01342323,1.06100522,-0.11053004,0.01656094,-0.02194136,0.70640428,-0.50815625
-5.56178089,3.91394694,-0.98918928,0.24998526,-0.17804637,1.26603135,-0.18356639,1.80473569,-0.14901677,0.00155031,-0.01272483,1.12266819,-0.10246227,0.01638936,-0.02266714,0.71730180,-0.51402438
-5.55577789,4.07200152,-0.98121243,0.25698157,-0.17857168,1.34792258,-0.18257372,1.87679802,-0.14379593,0.00140335,-0.01203763,1.18285590,-0.09451639,0.01631487,-0.02342951,0.72895935,-0.51953161
-5.54977489,4.22544744,-0.97297106,0.26377986,-0.17843461,1.42975494,-0.18133171,1.94542078,-0.13852863,0.00126964,-0.01137290,1.24084360,-0.08676009,0.01633307,-0.02421928,0.74107438,-0.52468772
-5.54377189,4.37208863,-0.96461286,0.27023106,-0.17767250,1.51047578,-0.17983883,2.00971570,-0.13329008,0.00114907,-0.01074022,1.29591919,-0.07925548,0.01643815,-0.02502706,0.75330878,-0.52950359
-5.53776888,4.50977684,-0.95626710,0.27618917,-0.17633391,1.58899362,-0.17810268,2.06885305,-0.12814817,0.00104129,-0.01014730,1.34740367,-0.07205749,0.01662319,-0.02584317,0.76530427,-0.53398604
-5.53176588,4.63648581,-0.94803513,0.28151756,-0.17447639,1.66420933,-0.17613773,2.12209029,-0.12316181,0.00094576,-0.00959986,1.39467094,-0.06521270,0.01688047,-0.02665757,0.77669924,-0.53813320
-5.52576288,4.75038261,-0.93998309,0.28609497,-0.17216415,1.73504905,-0.17396304,2.16879796,-0.11837974,0.00086174,-0.00910165,1.43716596,-0.05875861,0.01720179,-0.02745987,0.78714609,-0.54193090
-5.51975988,4.84989258,-0.93213731,0.28982110,-0.16946584,1.80049753,-0.17160015,2.20848122,-0.11383989,0.00078838,-0.00865447,1.47442060,-0.05272326,0.01757875,-0.02823934,0.79632843,-0.54535039
-5.51375688,4.93375477,-0.92448271,0.29262130,-0.16645245,1.85963034,-0.16907129,2.24079600,-0.10956915,0.00072474,-0.00825833,1.50606616,-0.04712527,0.01800304,-0.02898507,0.80397715,-0.54834753
-5.50775388,5.00106535,-0.91696423,0.29445036,-0.16319544,1.91164378,-0.16639793,2.26555903,-0.10558374,0.00066984,-0.00791164,1.53184228,-0.04197413,0.01846661,-0.02968616,0.80988471,-0.55086355
-5.50175088,5.05130679,-0.90949131,0.29529492,-0.15976530,1.95588080,-0.16359979,2.28275110,-0.10188994,0.00062267,-0.00761147,1.55160145,-0.03727095,0.01896186,-0.03033201,0.81391691,-0.55282748
-5.49574787,5.08436165,-0.90194501,0.29517461,-0.15623035,1.99185207,-0.16069429,2.29251351,-0.09848527,0.00058227,-0.00735382,1.56530931,-0.03300921,0.01948175,-0.03091264,0.81602176,-0.55416000
-5.48974487,5.10051049,-0.89418730,0.29414178,-0.15265600,2.01925109,-0.15769650,2.29513798,-0.09535993,0.00054772,-0.00713392,1.57304049,-0.02917591,0.02001984,-0.03141908,0.81623479,-0.55477853
-5.48374187,5.10041423,-0.88607195,0.29227984,-0.14910425,2.03796262,-0.15461940,2.29105056,-0.09249844,0.00051817,-0.00694653,1.57497044,-0.02575261,0.02057025,-0.03184374,0.81468090,-0.55460316
-5.47773887,5.08508211,-0.87745620,0.28970021,-0.14563352,2.04806423,-0.15147457,2.28079054,-0.08988143,0.00049288,-0.00678624,1.57136363,-0.02271666,0.02112770,-0.03218080,0.81157245,-0.55356301
-5.47173587,5.05582717,-0.86821235,0.28653822,-0.14229866,2.04982082,-0.14827300,2.26498544,-0.08748735,0.00047121,-0.00664774,1.56255888,-0.02004232,0.02168736,-0.03242654,0.80720378,-0.55160255
-5.46573287,5.01421152,-0.85823856,0.28294795,-0.13915102,2.04367240,-0.14502604,2.24432364,-0.08529417,0.00045262,-0.00652604,1.54895265,-0.01770190,0.02224482,-0.03257962,0.80194241,-0.54868738
-5.45972986,4.96198437,-0.84746798,0.27909640,-0.13623852,2.03021597,-0.14174636,2.21952594,-0.08328085,0.00043670,-0.00641666,1.53098115,-0.01566667,0.02279594,-0.03264123,0.79621728,-0.54480896
-5.45372686,4.90101584,-0.83587551,0.27515714,-0.13360564,2.01018200,-0.13844868,2.19131751,-0.08142846,0.00042313,-0.00631579,1.50910225,-0.01390783,0.02333683,-0.03261514,0.79050451,-0.53998795
-5.44772386,4.83322958,-0.82348186,0.27130377,-0.13129320,1.98440708,-0.13515037,2.16040178,-0.07972111,0.00041169,-0.00622037,1.48377821,-0.01239715,0.02386376,-0.03250766,0.78531112,-0.53427581
-5.44172086,4.76053726,-0.81035430,0.26770348,-0.12933793,1.95380353,-0.13187170,2.12743728,-0.07814645,0.00040225,-0.00612810,1.45545993,-0.01110758,0.02437311,-0.03232740,0.78115753,-0.52775433
-5.43571786,4.68477746,-0.79660421,0.26451094,-0.12777173,1.91932772,-0.12863565,2.09301842,-0.07669572,0.00039475,-0.00603747,1.42457355,-0.01001371,0.02486139,-0.03208491,0.77855913,-0.52053333
-5.42971486,4.60766129,-0.78238148,0.26186266,-0.12662073,1.88194808,-0.12546754,2.05766098,-0.07536363,0.00038918,-0.00594766,1.39150997,-0.00909199,0.02532523,-0.03179228,0.77800784,-0.51274622
-5.42371186,4.53072640,-0.76786605,0.25987221,-0.12590413,1.84261428,-0.12239412,2.02179248,-0.07414770,0.00038556,-0.00585848,1.35661747,-0.00832096,0.02576146,-0.03146250,0.77995398,-0.50454400
-5.41770885,4.45530036,-0.75325724,0.25862625,-0.12563288,1.80222863,-0.11944253,1.98574763,-0.07304749,0.00038393,-0.00577023,1.32019770,-0.00768125,0.02616714,-0.03110890,0.78478918,-0.49608777
-5.41170585,4.38247416,-0.73876145,0.25818161,-0.12580832,1.76162068,-0.11663893,1.94976844,-0.07206357,0.00038434,-0.00568353,1.28250498,-0.00715562,0.02653966,-0.03074441,0.79283078,-0.48754040
-5.40570285,4.31308565,-0.72457924,0.25856345,-0.12642099,1.72152573,-0.11400721,1.91400852,-0.07119644,0.00038681,-0.00559923,1.24374839,-0.00672883,0.02687678,-0.03038097,0.80430808,-0.47905778
-5.39969985,4.24771245,-0.71089247,0.25976448,-0.12744952,1.68256792,-0.11156755,1.87854089,-0.07044533,0.00039135,-0.00551819,1.20409651,-0.00638751,0.02717669,-0.03002883,0.81935101,-0.47078029
-5.39369685,4.18667365,-0.69785261,0.26174531,-0.12886003,1.64524791,-0.10933532,1.84336823,-0.06980724,0.00039792,-0.00544117,1.16368393,-0.00612005,0.02743806,-0.02969606,0.83798139,-0.46282506
-5.38769385,4.13003887,-0.68557084,0.26443578,-0.13060588,1.60993563,-0.10732016,1.80843499,-0.06927604,0.00040643,-0.00536873,1.12261912,-0.00591644,0.02765998,-0.02938807,0.86010723,-0.45527944
-5.38169085,4.07764384,-0.67411083,0.26773732,-0.13262805,1.57686762,-0.10552555,1.77364000,-0.06884183,0.00041674,-0.00530108,1.08099280,-0.00576816,0.02784199,-0.02910736,0.88552012,-0.44819641
-5.37568784,4.02911086,-0.66348475,0.27152612,-0.13485615,1.54614892,-0.10394882,1.73884923,-0.06849064,0.00042865,-0.00523804,1.03888624,-0.00566809,0.02798396,-0.02885330,0.91389601,-0.44159196
-5.36968484,3.98387319,-0.65365268,0.27565701,-0.13721012,1.51775906,-0.10258174,1.70390765,-0.06820448,0.00044193,-0.00517903,0.99637885,-0.00561049,0.02808595,-0.02862225,0.94479938,-0.43544494
-5.36368184,3.94120223,-0.64452584,0.27996800,-0.13960256,1.49156157,-0.10141174,1.66864979,-0.06796168,0.00045628,-0.00512301,0.95355466,-0.00559099,0.02814816,-0.02840767,0.97769088,-0.42969925
-5.35767884,3.90023651,-0.63597333,0.28428522,-0.14194167,1.46731659,-0.10042369,1.63290875,-0.06773768,0.00047135,-0.00506858,0.91050723,-0.00560668,0.02817068,-0.02820050,1.01193821,-0.42426848
-5.35167584,3.86001204,-0.62783217,0.28842820,-0.14413478,1.44469586,-0.09960216,1.59652342,-0.06750604,0.00048678,-0.00501397,0.86734282,-0.00565624,0.02815341,-0.02798965,1.04683028,-0.41904263
-5.34567284,3.81949320,-0.61992008,0.29221523,-0.14609216,1.42329965,-0.09893431,1.55934398,-0.06723982,0.00050217,-0.00495718,0.82418182,-0.00574011,0.02809590,-0.02776258,1.08159418,-0.41389672
-5.33966983,3.77760401,-0.61205044,0.29546875,-0.14773114,1.40267484,-0.09841293,1.52123590,-0.06691303,0.00051712,-0.00489605,0.78115848,-0.00586069,0.02799722,-0.02750597,1.11541461,-0.40870066
-5.33366683,3.73325946,-0.60404840,0.29802058,-0.14898024,1.38233384,-0.09803991,1.48208266,-0.06650237,0.00053124,-0.00482839,0.73841907,-0.00602266,0.02785594,-0.02720641,1.14745532,-0.40333005
-5.32766383,3.68539647,-0.59576758,0.29971678,-0.14978316,1.36177351,-0.09782963,1.44178765,-0.06598881,0.00054416,-0.00475209,0.69611893,-0.00623318,0.02767009,-0.02685116,1.17688196,-0.39767712
-5.32166083,3.63300437,-0.58710618,0.30042213,-0.15010243,1.34049391,-0.09781233,1.40027548,-0.06535926,0.00055555,-0.00466523,0.65441852,-0.00650220,0.02743719,-0.02642875,1.20288549,-0.39166143
-5.31565783,3.57515443,-0.57802181,0.30002395,-0.14992254,1.31801606,-0.09803723,1.35749307,-0.06460799,0.00056512,-0.00456618,0.61347915,-0.00684274,0.02715442,-0.02592962,1.22470564,-0.38523961
-5.30965483,3.51102795,-0.56854410,0.29843537,-0.14925239,1.29389852,-0.09857520,1.31341083,-0.06373784,0.00057265,-0.00445370,0.57345844,-0.00727113,0.02681876,-0.02534659,1.24165343,-0.37841370
-5.30365183,3.43994231,-0.55878458,0.29559769,-0.14812691,1.26775230,-0.09952080,1.26802401,-0.06276118,0.00057802,-0.00432699,0.53450610,-0.00780714,0.02642720,-0.02467524,1.25313200,-0.37123759
-5.29764882,3.36137439,-0.54894312,0.29148207,-0.14660779,1.23925366,-0.10099364,1.22135425,-0.06170042,0.00058119,-0.00418573,0.49676019,-0.00847412,0.02597708,-0.02391413,1.25865507,-0.36382124
-5.29164582,3.27498042,-0.53931051,0.28609029,-0.14478318,1.20815459,-0.10313881,1.17345144,-0.06058814,0.00058223,-0.00403014,0.46034405,-0.00929901,0.02546632,-0.02306489,1.25786212,-0.35633251
-5.28564282,3.18061163,-0.53026716,0.27945468,-0.14276641,1.17429067,-0.10612636,1.12439550,-0.05946688,0.00058133,-0.00386091,0.42536417,-0.01031223,0.02489378,-0.02213212,1.25052995,-0.34899628
-5.27963982,3.07832492,-0.52227760,0.27163731,-0.14069373,1.13758611,-0.11014965,1.07429811,-0.05838841,0.00057880,-0.00367921,0.39190887,-0.01154742,0.02425955,-0.02112324,1.23658000,-0.34209109
-5.27363682,2.96838799,-0.51588103,0.26272825,-0.13872106,1.09805593,-0.11542264,1.02330398,-0.05741262,0.00057510,-0.00348663,0.36004795,-0.01304104,0.02356524,-0.02004813,1.21608118,-0.33594310
-5.26763382,2.85127834,-0.51167819,0.25284339,-0.13701995,1.05580509,-0.12217596,0.97159144,-0.05660606,0.00057083,-0.00328511,0.32983305,-0.01483186,0.02281418,-0.01891875,1.18924816,-0.33091787
-5.26163082,2.72767620,-0.51031479,0.24212143,-0.13577273,1.01102497,-0.13065196,0.91937221,-0.05604009,0.00056676,-0.00307686,0.30129878,-0.01696018,0.02201166,-0.01774864,1.15643515,-0.32740994
