energy_ev,total_up,C_s_up,C_p_up,Cd_p_up,Cd_d_up,Na_s_up,Se_s_up,Se_p_up
-5.22561281,3.88144663,0.04930145,0.13534817,0.79770138,0.38188020,0.73877286,0.14678309,1.88780664
-5.21960980,3.73161071,0.04781574,0.12798752,0.76111102,0.36932351,0.73533547,0.13603103,1.82044266
-5.21360680,3.58880131,0.04647505,0.12113967,0.72652515,0.35719973,0.73013540,0.12581581,1.75616044
-5.20760380,3.45538364,0.04535586,0.11490856,0.69455264,0.34576834,0.72331964,0.11626443,1.69603450
-5.20160080,3.33356818,0.04453537,0.10938585,0.66576831,0.33527779,0.71506619,0.10748760,1.64107905
-5.19559780,3.22537368,0.04409001,0.10464990,0.64070457,0.32595982,0.70558457,0.09957842,1.59223096
-5.18959480,3.13259459,0.04409387,0.10076504,0.61984421,0.31802434,0.69511559,0.09261154,1.55033429
-5.18359180,3.05677264,0.04461723,0.09778114,0.60361414,0.31165485,0.68393000,0.08664276,1.51612656
-5.17758879,2.99917252,0.04572505,0.09573332,0.59238001,0.30700450,0.67232599,0.08170904,1.49022625
-5.17158579,2.96076123,0.04747550,0.09464195,0.58644161,0.30419284,0.66062529,0.07782885,1.47312186
-5.16558279,2.94219146,0.04991861,0.09451280,0.58602903,0.30330338,0.64916784,0.07500287,1.46516239
-5.15957979,2.94378905,0.05309489,0.09533730,0.59129953,0.30438179,0.63830521,0.07321499,1.46654945
-5.15357679,2.96554522,0.05703414,0.09709307,0.60233526,0.30743513,0.62839277,0.07243351,1.47733147
-5.14757379,3.00711418,0.06175429,0.09974460,0.61914195,0.31243180,0.61978107,0.07261258,1.49740024
-5.14157079,3.06781712,0.06726046,0.10324412,0.64164867,0.31930255,0.61280661,0.07369386,1.52649052
-5.13556778,3.14665340,0.07354418,0.10753278,0.66970906,0.32794241,0.60778256,0.07560827,1.56418304
-5.12956478,3.24231980,0.08058276,0.11254205,0.70310401,0.33821357,0.60498979,0.07827805,1.60991159
-5.12356178,3.35323850,0.08833901,0.11819537,0.74154621,0.34994922,0.60466872,0.08161881,1.66297444
-5.11755878,3.47759401,0.09676123,0.12441019,0.78468655,0.36295836,0.60701234,0.08554177,1.72255042
-5.11155578,3.61337893,0.10578347,0.13110007,0.83212232,0.37703130,0.61216081,0.08995614,1.78771960
-5.10555278,3.75844781,0.11532622,0.13817721,0.88340745,0.39194584,0.62019785,0.09477154,1.85748830
-5.09954977,3.91057795,0.12529746,0.14555490,0.93806413,0.40747397,0.63114914,0.09990037,1.93081797
-5.09354677,4.06753511,0.13559402,0.15315018,0.99559580,0.42338870,0.64498273,0.10526033,2.00665688
-5.08754377,4.22714201,0.14610342,0.16088633,1.05550083,0.43947096,0.66161134,0.11077666,2.08397360
-5.08154077,4.38734663,0.15670592,0.16869518,1.11728635,0.45551614,0.68089639,0.11638438,2.16179096
-5.07553777,4.54628740,0.16727693,0.17651914,1.18048154,0.47134006,0.70265346,0.12203021,2.23921884
-5.06953477,4.70235208,0.17768965,0.18431269,1.24464957,0.48678409,0.72665879,0.12767415,2.31548417
-5.06353177,4.85422720,0.18781783,0.19204337,1.30939762,0.50171915,0.75265640,0.13329076,2.38995676
-5.05752876,5.00093532,0.19753857,0.19969207,1.37438421,0.51604844,0.78036535,0.13886984,2.46216925
-5.05152576,5.14185781,0.20673514,0.20725259,1.43932339,0.52970871,0.80948682,0.14441664,2.53183005
-5.04552276,5.27674138,0.21529965,0.21473047,1.50398528,0.54267003,0.83971053,0.14995141,2.59882836
-5.03951976,5.40568755,0.22313545,0.22214111,1.56819306,0.55493401,0.87072022,0.15550841,2.66323059
-5.03351676,5.52912500,0.23015930,0.22950721,1.63181611,0.56653064,0.90219811,0.16113415,2.72526811
-5.02751376,5.64776555,0.23630308,0.23685571,1.69475999,0.57751378,0.93382805,0.16688514,2.78531661
-5.02151076,5.76254564,0.24151506,0.24421432,1.75695349,0.58795557,0.96529746,0.17282490,2.84386769
-5.01550775,5.87455570,0.24576072,0.25160795,1.81833358,0.59794009,0.99629827,0.17902063,2.90149403
-5.00950475,5.98496061,0.24902304,0.25905506,1.87882930,0.60755638,1.02652690,0.18553939,2.95880941
-5.00350175,6.09491505,0.25130224,0.26656434,1.93834537,0.61689145,1.05568367,0.19244399,3.01642550
-4.99749875,6.20547763,0.25261503,0.27413189,1.99674675,0.62602336,1.08347191,0.19978881,3.07490737
-4.99149575,6.31752795,0.25299347,0.28173898,2.05384513,0.63501474,1.10959714,0.20761570,3.13472977
-4.98549275,6.43169077,0.25248329,0.28935075,2.10938832,0.64390727,1.13376661,0.21595000,3.19623622
-4.97948974,6.54827076,0.25114199,0.29691582,2.16305329,0.65271706,1.15568961,0.22479713,3.25960297
-4.97348674,6.66720136,0.24903659,0.30436695,2.21444357,0.66143140,1.17507854,0.23413969,3.32480956
-4.96748374,6.78801013,0.24624122,0.31162274,2.26309126,0.67000692,1.19165114,0.24393532,3.39161736
-4.96148074,6.90980264,0.24283463,0.31859033,2.30846372,0.67836923,1.20513380,0.25411555,3.45955746
-4.95547774,7.03126577,0.23889767,0.32516895,2.34997495,0.68641411,1.21526594,0.26458558,3.52792847
-4.94947474,7.15069055,0.23451086,0.33125419,2.38700091,0.69401020,1.22180532,0.27522525,3.59580465
-4.94347174,7.26601395,0.22975208,0.33674269,2.41889841,0.70100303,1.22453409,0.28589101,3.66205425
-4.93746873,7.37487779,0.22469461,0.34153715,2.44502642,0.70722022,1.22326527,0.29641913,3.72536748
-4.93146573,7.47470269,0.21940528,0.34555119,2.46476899,0.71247773,1.21784942,0.30662975,3.78429315
-4.92546273,7.56277372,0.21394317,0.34871393,2.47755858,0.71658666,1.20818094,0.31633199,3.83728276
-4.91945973,7.63633451,0.20835855,0.35097394,2.48289871,0.71936063,1.19420387,0.32532960,3.88274009
-4.91345673,7.69268573,0.20269231,0.35230238,2.48038480,0.72062307,1.17591674,0.33342723,3.91907477
-4.90745373,7.72928385,0.19697579,0.35269505,2.46972230,0.72021442,1.15337612,0.34043681,3.94475737
-4.90145073,7.74383612,0.19123101,0.35217330,2.45074117,0.71799870,1.12669876,0.34618397,3.95837406
-4.89544772,7.73438769,0.18547132,0.35078366,2.42340617,0.71386925,1.09606198,0.35051406,3.95867851
-4.88944472,7.69939742,0.17970232,0.34859622,2.38782236,0.70775345,1.06170233,0.35329766,3.94463904
-4.88344172,7.63779907,0.17392318,0.34570174,2.34423571,0.69961611,1.02391253,0.35443513,3.91547904
-4.87743872,7.54904555,0.16812807,0.34220777,2.29302882,0.68946139,0.98303655,0.35386023,3.87070899
-4.87143572,7.43313448,0.16230778,0.33823384,2.23471189,0.67733331,0.93946328,0.35154240,3.81014893
-4.86543272,7.29061427,0.15645141,0.33390600,2.16990955,0.66331470,0.89361871,0.34748780,3.73394033
-4.85942971,7.12257064,0.15054794,0.32935108,2.09934401,0.64752465,0.84595710,0.34173896,3.64254704
-4.85342671,6.93059469,0.14458786,0.32469082,2.02381537,0.63011478,0.79695136,0.33437312,3.53674533
-4.84742371,6.71673413,0.13856441,0.32003633,1.94418000,0.61126427,0.74708295,0.32549935,3.41760359
-4.84142071,6.48343018,0.13247475,0.31548318,1.86132786,0.59117410,0.69683172,0.31525451,3.28645251
-4.83541771,6.23344329,0.12632073,0.31110722,1.77615969,0.57006074,0.64666608,0.30379852,3.14484734
-4.82941471,5.96977112,0.12010940,0.30696160,1.68956504,0.54814952,0.59703360,0.29130880,2.99452366
-4.82341171,5.69556244,0.11385313,0.30307495,1.60240200,0.52566814,0.54835268,0.27797450,2.83734873
-4.81740870,5.41403082,0.10756948,0.29945098,1.51547915,0.50284045,0.50100519,0.26399060,2.67527038
-4.81140570,5.12837154,0.10128072,0.29606938,1.42954059,0.47988091,0.45533055,0.24955215,2.51026558
-4.80540270,4.84168494,0.09501311,0.29288806,1.34525422,0.45698992,0.41162115,0.23484899,2.34429049
-4.79939970,4.55690887,0.08879604,0.28984652,1.26320360,0.43435009,0.37011946,0.22006104,2.17923401
-4.79339670,4.27676212,0.08266089,0.28687025,1.18388335,0.41212362,0.33101645,0.20535439,2.01687617
-4.78739370,4.00370027,0.07664000,0.28387576,1.10769807,0.39045083,0.29445174,0.19087832,1.85885262
-4.78139070,3.73988432,0.07076549,0.28077603,1.03496431,0.36944972,0.26051487,0.17676319,1.70662614
-4.77538769,3.48716191,0.06506818,0.27748615,0.96591521,0.34921651,0.22924802,0.16311932,1.56146536
-4.76938469,3.24706046,0.05957668,0.27392854,0.90070741,0.32982693,0.20064960,0.15003682,1.42443113
-4.76338169,3.02079064,0.05431650,0.27003784,0.83942931,0.31133823,0.17467873,0.13758611,1.29636992
-4.75737869,2.80925860,0.04930944,0.26576487,0.78211042,0.29379140,0.15126032,0.12581931,1.17791390
-4.75137569,2.61308493,0.04457314,0.26107964,0.72873095,0.27721377,0.13029050,0.11477204,1.06948692
-4.74537269,2.43262833,0.04012081,0.25597322,0.67923117,0.26162143,0.11164223,0.10446571,0.97131524
-4.73936968,2.26801209,0.03596117,0.25045839,0.63352012,0.24702154,0.09517082,0.09491003,0.88344234
-4.73336668,2.11915168,0.03209860,0.24456910,0.59148335,0.23341430,0.08071926,0.08610565,0.80574643
-4.72736368,1.98578205,0.02853335,0.23835880,0.55298937,0.22079445,0.06812318,0.07804680,0.73795993
-4.72136068,1.86748358,0.02526194,0.23189784,0.51789485,0.20915245,0.05721531,0.07072369,0.67968994
-4.71535768,1.76370624,0.02227770,0.22527009,0.48604857,0.19847509,0.04782939,0.06412479,0.63043905
-4.70935468,1.67379148,0.01957121,0.21856906,0.45729424,0.18874579,0.03980344,0.05823876,0.58962573
-4.70335168,1.59699219,0.01713098,0.21189378,0.43147251,0.17994462,0.03298244,0.05305602,0.55660415
-4.69734867,1.53249094,0.01494396,0.20534471,0.40842238,0.17204806,0.02722037,0.04856996,0.53068287
-4.69134567,1.47941704,0.01299616,0.19901992,0.38798240,0.16502878,0.02238169,0.04477776,0.51114251
-4.68534267,1.43686304,0.01127314,0.19301178,0.36999197,0.15885542,0.01834221,0.04168083,0.49725201
-4.67933967,1.40390103,0.00976059,0.18740433,0.35429295,0.15349252,0.01498961,0.03928486,0.48828386
-4.67333667,1.37959940,0.00844470,0.18227141,0.34073190,0.14890067,0.01222344,0.03759954,0.48352797
-4.66733367,1.36303996,0.00731260,0.17767571,0.32916301,0.14503695,0.00995486,0.03663791,0.48230436
-4.66133067,1.35333558,0.00635273,0.17366856,0.31945182,0.14185566,0.00810612,0.03641551,0.48397470
-4.65532766,1.34964798,0.00555508,0.17029056,0.31147964,0.13930926,0.00660980,0.03694914,0.48795246
-4.64932466,1.35120517,0.00491149,0.16757285,0.30514845,0.13734957,0.00540800,0.03825551,0.49371179
-4.64332166,1.35731786,0.00441582,0.16553887,0.30038616,0.13592906,0.00445139,0.04034961,0.50079476
-4.63731866,1.36739397,0.00406413,0.16420640,0.29715185,0.13500222,0.00369827,0.04324301,0.50881698
-4.63131566,1.38095038,0.00385476,0.16358975,0.29544059,0.13452680,0.00311363,0.04694201,0.51747130
-4.62531266,1.39762115,0.00378842,0.16370187,0.29528746,0.13446493,0.00266826,0.05144589,0.52652946
-4.61930965,1.41716137,0.00386819,0.16455611,0.29677044,0.13478397,0.00233790,0.05674500,0.53584150
-4.61330665,1.43944623,0.00409952,0.16616764,0.30001168,0.13545702,0.00210247,0.06281920,0.54533296
-4.60730365,1.46446488,0.00449008,0.16855429,0.30517690,0.13646308,0.00194543,0.06963634,0.55499978
-4.60130065,1.49230927,0.00504969,0.17173679,0.31247268,0.13778679,0.00185314,0.07715111,0.56490097
-4.59529765,1.52315810,0.00579004,0.17573835,0.32214142,0.13941786,0.00181438,0.08530423,0.57514936
-4.58929465,1.55725651,0.00672444,0.18058361,0.33445395,0.14135012,0.00181993,0.09402207,0.58590061
-4.58329165,1.59489243,0.00786747,0.18629705,0.34969983,0.14358034,0.00186225,0.10321684,0.59734088
-4.57728864,1.63637054,0.00923460,0.19290093,0.36817560,0.14610689,0.00193515,0.11278724,0.60967361
-4.57128564,1.68198510,0.01084167,0.20041284,0.39017119,0.14892827,0.00203370,0.12261975,0.62310594
-4.56528264,1.73199301,0.01270445,0.20884314,0.41595496,0.15204180,0.00215401,0.13259045,0.63783524
-4.55927964,1.78658826,0.01483803,0.21819229,0.44575792,0.15544231,0.00229319,0.14256742,0.65403636
-4.55327664,1.84587912,0.01725636,0.22844838,0.47975779,0.15912114,0.00244931,0.15241352,0.67185006
-4.54727364,1.90986918,0.01997162,0.23958493,0.51806353,0.16306541,0.00262141,0.16198968,0.69137309
-4.54127064,1.97844311,0.02299379,0.25155908,0.56070111,0.16725764,0.00280953,0.17115835,0.71265035
-4.53526763,2.05135792,0.02633018,0.26431045,0.60760133,0.17167572,0.00301479,0.17978711,0.73566951
-4.52926463,2.12824011,0.02998506,0.27776051,0.65859034,0.17629334,0.00323945,0.18775232,0.76035814
-4.52326163,2.20858903,0.03395942,0.29181287,0.71338358,0.18108063,0.00348701,0.19494249,0.78658369
-4.51725863,2.29178617,0.03825082,0.30635408,0.77158362,0.18600523,0.00376229,0.20126148,0.81415617
-4.51125563,2.37711023,0.04285335,0.32125543,0.83268245,0.19103358,0.00407154,0.20663111,0.84283352
-4.50525263,2.46375714,0.04775777,0.33637529,0.89606825,0.19613227,0.00442252,0.21099327,0.87232944
-4.49924962,2.55086448,0.05295166,0.35156214,0.96103684,0.20126960,0.00482456,0.21431140,0.90232338
-4.49324662,2.63753898,0.05841976,0.36665814,1.02680748,0.20641704,0.00528863,0.21657120,0.93247226
