energy_ev,total_up,C_s_up,C_p_up,Mg_p_up,Mg_d_up,Rh_p_up,Rh_d_up,S_s_up,S_p_up
-5.79589795,7.48441952,0.00585804,1.99644038,0.37680206,0.00000000,3.86014770,3.80313803,0.04182794,1.26976948
-5.78989495,7.64079702,0.00545915,2.04604562,0.39615244,0.00000000,3.91611598,3.91967483,0.03924854,1.28318173
-5.78389195,7.79107022,0.00513347,2.09130149,0.41629722,0.00000000,3.96726833,4.02990666,0.03675205,1.29900470
-5.77788894,7.93237238,0.00487764,2.13127078,0.43713493,0.00000000,4.01326188,4.13156188,0.03434720,1.31707920
-5.77188594,8.06184698,0.00468734,2.16508987,0.45852729,0.00000000,4.05372838,4.22246811,0.03204224,1.33715483
-5.76588294,8.17668845,0.00455738,2.19198651,0.48029584,0.00000000,4.08827037,4.30059708,0.02984488,1.35888511
-5.75987994,8.27419150,0.00448186,2.21129756,0.50222058,0.00000000,4.11646413,4.36411071,0.02776208,1.38182707
-5.75387694,8.35180871,0.00445432,2.22248649,0.52404092,0.00000000,4.13786993,4.41140723,0.02579989,1.40544577
-5.74787394,8.40721535,0.00446789,2.22515990,0.54545908,0.00000000,4.15204958,4.44116597,0.02396328,1.42912381
-5.74187094,8.43837913,0.00451537,2.21908247,0.56614594,0.00000000,4.15859069,4.45238898,0.02225600,1.45217593
-5.73586793,8.44363223,0.00458945,2.20418960,0.58574911,0.00000000,4.15713637,4.44443769,0.02068049,1.47386834
-5.72986493,8.42174195,0.00468278,2.18059675,0.60390322,0.00000000,4.14741874,4.41706252,0.01923782,1.49344195
-5.72386193,8.37197614,0.00478812,2.14860479,0.62024165,0.00000000,4.12929397,4.37042351,0.01792765,1.51013883
-5.71785893,8.29415927,0.00489851,2.10870069,0.63440956,0.00000000,4.10277663,4.30510046,0.01674836,1.52323050
-5.71185593,8.18871514,0.00500732,2.06155282,0.64607737,0.00000000,4.06807061,4.22209095,0.01569710,1.53204686
-5.70585293,8.05669275,0.00510844,2.00800067,0.65495421,0.00000000,4.02559430,4.12279563,0.01476999,1.53600440
-5.69984992,7.89977232,0.00519635,1.94903876,0.66080055,0.00000000,3.97599769,4.00899035,0.01396232,1.53463215
-5.69384692,7.72024952,0.00526624,1.88579493,0.66343949,0.00000000,3.92016943,3.88278532,0.01326884,1.52759417
-5.68784392,7.52099699,0.00531407,1.81950347,0.66276606,0.00000000,3.85923270,3.74657247,0.01268395,1.51470727
-5.68184092,7.30540315,0.00533666,1.75147375,0.65875408,0.00000000,3.79452888,3.60296226,0.01220203,1.49595323
-5.67583792,7.07729001,0.00533173,1.68305538,0.65146021,0.00000000,3.72758913,3.45471215,0.01181769,1.47148455
-5.66983492,6.84081221,0.00529791,1.61560096,0.64102490,0.00000000,3.66009440,3.30464921,0.01152599,1.44162366
-5.66383192,6.60034092,0.00523478,1.55042779,0.62767029,0.00000000,3.59382520,3.15558961,0.01132265,1.40685540
-5.65782891,6.36033701,0.00514280,1.48877997,0.61169496,0.00000000,3.53060325,3.01025806,0.01120419,1.36781318
-5.65182591,6.12521839,0.00502331,1.43179217,0.59346590,0.00000000,3.47222713,2.87121016,0.01116801,1.32525930
-5.64582291,5.89922683,0.00487844,1.38045662,0.57340795,0.00000000,3.42040527,2.74076053,0.01121248,1.28006049
-5.63981991,5.68629962,0.00471102,1.33559439,0.55199114,0.00000000,3.37668904,2.62091941,0.01133685,1.23315964
-5.63381691,5.48995131,0.00452448,1.29783221,0.52971654,0.00000000,3.34240945,2.51333998,0.01154119,1.18554498
-5.62781391,5.31317014,0.00432275,1.26758558,0.50710117,0.00000000,3.31862037,2.41927809,0.01182628,1.13821799
-5.62181091,5.15833327,0.00411014,1.24504885,0.48466249,0.00000000,3.30605138,2.33956580,0.01219340,1.09216149
-5.61580790,5.02714395,0.00389115,1.23019260,0.46290319,0.00000000,3.30507259,2.27459927,0.01264415,1.04830903
-5.60980490,4.92059279,0.00367044,1.22276840,0.44229673,0.00000000,3.31567330,2.22434121,0.01318018,1.00751680
-5.60380190,4.83894432,0.00345261,1.22232063,0.42327424,0.00000000,3.33745598,2.18833728,0.01380301,0.97053902
-5.59779890,4.78174884,0.00324215,1.22820499,0.40621312,0.00000000,3.36964582,2.16574556,0.01451372,0.93800776
-5.59179590,4.74787866,0.00304330,1.23961282,0.39142769,0.00000000,3.41111600,2.15537770,0.01531277,0.91041751
-5.58579290,4.73558666,0.00285996,1.25560040,0.37916230,0.00000000,3.46042736,2.15574968,0.01619980,0.88811521
-5.57978989,4.74258466,0.00269561,1.27512201,0.36958683,0.00000000,3.51588127,2.16514040,0.01717340,0.87129567
-5.57378689,4.76613799,0.00255328,1.29706549,0.36279487,0.00000000,3.57558311,2.18165563,0.01823108,0.86000242
-5.56778389,4.80317253,0.00243545,1.32028909,0.35880451,0.00000000,3.63751407,2.20329489,0.01936911,0.85413383
-5.56178089,4.85039011,0.00234405,1.34365826,0.35756156,0.00000000,3.69960797,2.22801917,0.02058254,0.85345411
-5.55577789,4.90438785,0.00228045,1.36608102,0.35894520,0.00000000,3.75983023,2.25381690,0.02186525,0.85760866
-5.54977489,4.96177755,0.00224547,1.38654091,0.36277578,0.00000000,3.81625569,2.27876639,0.02321003,0.86614315
-5.54377189,5.01930106,0.00223935,1.40412629,0.36882441,0.00000000,3.86714231,2.30109264,0.02460881,0.87852579
-5.53776888,5.07393811,0.00226187,1.41805534,0.37682421,0.00000000,3.91099811,2.31921725,0.02605285,0.89417181
-5.53176588,5.12300365,0.00231230,1.42769594,0.38648258,0.00000000,3.94663892,2.33179999,0.02753313,0.91246954
-5.52576288,5.16423203,0.00238951,1.43258012,0.39749440,0.00000000,3.97323516,2.33777138,0.02904068,0.93280720
-5.51975988,5.19584612,0.00249205,1.43241282,0.40955535,0.00000000,3.99034615,2.33635559,0.03056709,0.95459949
-5.51375688,5.21660999,0.00261817,1.42707499,0.42237530,0.00000000,3.99794123,2.32708365,0.03210495,0.97731314
-5.50775388,5.22586415,0.00276598,1.41662117,0.43569088,0.00000000,3.99640719,2.30979711,0.03364848,1.00049073
-5.50175088,5.22354303,0.00293347,1.40127210,0.44927703,0.00000000,3.98654216,2.28464246,0.03519404,1.02377161
-5.49574787,5.21017475,0.00311863,1.38140266,0.46295702,0.00000000,3.96953625,2.25205710,0.03674074,1.04690952
-5.48974487,5.18686347,0.00331955,1.35752591,0.47661036,0.00000000,3.94693994,2.21274773,0.03829097,1.06978589
-5.48374187,5.15525521,0.00353453,1.33027389,0.49017836,0.00000000,3.92062098,2.16766206,0.03985098,1.09241836
-5.47773887,5.11748804,0.00376211,1.30037584,0.50366704,0.00000000,3.89271112,2.11795496,0.04143125,1.11496394
-5.47173587,5.07612795,0.00400118,1.26863464,0.51714698,0.00000000,3.86554409,2.06495027,0.04304691,1.13771646
-5.46573287,5.03409192,0.00425105,1.23590215,0.53075020,0.00000000,3.84158612,2.01009935,0.04471787,1.16109824
-5.45972986,4.99455999,0.00451150,1.20305411,0.54466396,0.00000000,3.82336086,1.95493758,0.04646892,1.18564581
-5.45372686,4.96087827,0.00478279,1.17096522,0.55912162,0.00000000,3.81337023,1.90103981,0.04832960,1.21199018
-5.44772386,4.93645521,0.00506567,1.14048498,0.57439082,0.00000000,3.81401319,1.84997613,0.05033381,1.24083198
-5.44172086,4.92465369,0.00536141,1.11241482,0.59075952,0.00000000,3.82750454,1.80326856,0.05251932,1.27291236
-5.43571786,4.92868165,0.00567172,1.08748701,0.60852021,0.00000000,3.85579584,1.76235007,0.05492692,1.30898047
-5.42971486,4.95148436,0.00599869,1.06634570,0.62795314,0.00000000,3.90050091,1.72852645,0.05759951,1.34975887
-5.42371186,4.99564152,0.00634479,1.04953056,0.64930921,0.00000000,3.96282841,1.70294219,0.06058082,1.39590809
-5.41770885,5.06327236,0.00671266,1.03746336,0.67279335,0.00000000,4.04352402,1.68655078,0.06391411,1.44799187
-5.41170585,5.15595221,0.00710512,1.03043773,0.69854914,0.00000000,4.14282472,1.68009039,0.06764060,1.50644455
-5.40570285,5.27464355,0.00752495,1.02861243,0.72664555,0.00000000,4.26042761,1.68406533,0.07179793,1.57154213
-5.39969985,5.41964430,0.00797485,1.03200826,0.75706641,0.00000000,4.39547512,1.69873363,0.07641842,1.64337837
-5.39369685,5.59055591,0.00845726,1.04050869,0.78970332,0.00000000,4.54655841,1.72410124,0.08152748,1.72184722
-5.38769385,5.78627286,0.00897426,1.05386437,0.82435245,0.00000000,4.71173972,1.75992281,0.08714200,1.80663246
-5.38169085,6.00499463,0.00952746,1.07170118,0.86071544,0.00000000,4.88859399,1.80570901,0.09326892,1.89720536
-5.37568784,6.24426040,0.01011792,1.09353180,0.89840467,0.00000000,5.07426910,1.86074020,0.09990393,1.99283057
-5.36968484,6.50100556,0.01074603,1.11877044,0.93695255,0.00000000,5.26556316,1.92408604,0.10703049,2.09258029
-5.36368184,6.77163854,0.01141151,1.14675011,0.97582474,0.00000000,5.45901645,1.99463031,0.11461910,2.19535628
-5.35767884,7.05213527,0.01211331,1.17674205,1.01443666,0.00000000,5.65101471,2.07110030,0.12262688,2.29991880
-5.35167584,7.33814796,0.01284969,1.20797654,1.05217249,0.00000000,5.83789979,2.15209971,0.13099762,2.40492155
-5.34567284,7.62512412,0.01361814,1.23966439,1.08840608,0.00000000,6.01608314,2.23614420,0.13966212,2.50895091
-5.33966983,7.90843138,0.01441550,1.27101837,1.12252255,0.00000000,6.18215743,2.32169820,0.14853899,2.61056804
-5.33366683,8.18348336,0.01523798,1.30127373,1.15393976,0.00000000,6.33300132,2.40721215,0.15753580,2.70835199
-5.32766383,8.44586180,0.01608129,1.32970723,1.18212860,0.00000000,6.46587288,2.49115880,0.16655068,2.80094200
-5.32166083,8.69143047,0.01694071,1.35565394,1.20663125,0.00000000,6.57848763,2.57206766,0.17547418,2.88707717
-5.31565783,8.91643674,0.01781126,1.37852136,1.22707644,0.00000000,6.66907782,2.64855652,0.18419151,2.96563203
-5.30965483,9.11759747,0.01868781,1.39780042,1.24319120,0.00000000,6.73643064,2.71935939,0.19258494,3.03564643
-5.30365183,9.29216647,0.01956525,1.41307319,1.25480858,0.00000000,6.77990416,2.78335006,0.20053648,3.09634880
-5.29764882,9.43798192,0.02043862,1.42401721,1.26187097,0.00000000,6.79942086,2.83956087,0.20793057,3.14717186
-5.29164582,9.55349291,0.02130329,1.43040660,1.26442909,0.00000000,6.79543980,2.88719645,0.21465683,3.18776051
-5.28564282,9.63776527,0.02215508,1.43211012,1.26263674,0.00000000,6.76890967,2.92564236,0.22061280,3.21797180
-5.27963982,9.69046777,0.02299037,1.42908658,1.25674167,0.00000000,6.72120554,2.95446865,0.22570643,3.23786727
-5.27363682,9.71184046,0.02380624,1.42137809,1.24707309,0.00000000,6.65405323,2.97342863,0.22985840,3.24769841
-5.26763382,9.70264775,0.02460048,1.40910165,1.23402656,0.00000000,6.56944541,2.98245338,0.23300420,3.24788617
-5.26163082,9.66411900,0.02537168,1.39243960,1.21804688,0.00000000,6.46955383,2.98164225,0.23509571,3.23899557
-5.25562781,9.59788002,0.02611919,1.37162949,1.19961001,0.00000000,6.35664195,2.97125017,0.23610247,3.22170696
-5.24962481,9.50587888,0.02684311,1.34695388,1.17920467,0.00000000,6.23298212,2.95167232,0.23601245,3.19678516
-5.24362181,9.39030933,0.02754413,1.31873050,1.15731457,0.00000000,6.10078078,2.92342683,0.23483234,3.16504806
-5.23761881,9.25353521,0.02822351,1.28730304,1.13440194,0.00000000,5.96211461,2.88713625,0.23258732,3.12733604
-5.23161581,9.09801852,0.02888285,1.25303296,1.11089308,0.00000000,5.81887965,2.84350840,0.22932043,3.08448349
-5.22561281,8.92625399,0.02952391,1.21629242,1.08716636,0.00000000,5.67275492,2.79331724,0.22509138,3.03729361
-5.21960980,8.74071197,0.03014848,1.17745840,1.06354319,0.00000000,5.52518082,2.73738447,0.21997509,2.98651746
-5.21360680,8.54379129,0.03075814,1.13690803,1.04028211,0.00000000,5.37735223,2.67656220,0.21405976,2.93283787
-5.20760380,8.33778313,0.03135407,1.09501510,1.01757618,0.00000000,5.23022529,2.61171727,0.20744474,2.87685874
-5.20160080,8.12484623,0.03193697,1.05214753,0.99555344,0.00000000,5.08453642,2.54371751,0.20023815,2.81909984
-5.19559780,7.90699341,0.03250687,1.00866580,0.97428056,0.00000000,4.94083161,2.47342019,0.19255442,2.75999714
-5.18959480,7.68608881,0.03306310,0.96492201,0.95376898,0.00000000,4.79950362,2.40166287,0.18451175,2.69990807
-5.18359180,7.46385461,0.03360430,0.92125946,0.93398349,0.00000000,4.66083491,2.32925653,0.17622964,2.63912137
-5.17758879,7.24188593,0.03412843,0.87801260,0.91485246,0.00000000,4.52504344,2.25698103,0.16782649,2.57787062
-5.17158579,7.02167188,0.03463292,0.83550713,0.89627935,0.00000000,4.39232912,2.18558255,0.15941737,2.51635035
-5.16558279,6.80462075,0.03511479,0.79406003,0.87815483,0.00000000,4.26291852,2.11577285,0.15111205,2.45473391
-5.15957979,6.59208706,0.03557091,0.75397957,0.86036891,0.00000000,4.13710561,2.04822977,0.14301316,2.39319174
-5.15357679,6.38539827,0.03599813,0.71556501,0.84282250,0.00000000,4.01528680,1.98359864,0.13521475,2.33190892
-5.14757379,6.18587877,0.03639362,0.67910594,0.82543795,0.00000000,3.89798862,1.92249413,0.12780106,2.27110101
-5.14157079,5.99486932,0.03675498,0.64488132,0.80816798,0.00000000,3.78588696,1.86550178,0.12084554,2.21102712
-5.13556778,5.81374008,0.03708054,0.61315794,0.79100268,0.00000000,3.67981692,1.81317915,0.11441023,2.15199934
-5.12956478,5.64389601,0.03736940,0.58418861,0.77397432,0.00000000,3.58077295,1.76605578,0.10854528,2.09438812
-5.12356178,5.48677365,0.03762159,0.55820969,0.75715971,0.00000000,3.48989908,1.72463187,0.10328880,2.03862300
-5.11755878,5.34382915,0.03783801,0.53543843,0.74068020,0.00000000,3.40846963,1.68937542,0.09866685,1.98518877
-5.11155578,5.21651756,0.03802040,0.51606982,0.72469921,0.00000000,3.33786103,1.66071779,0.09469364,1.93461715
-5.10555278,5.10626421,0.03817118,0.50027324,0.70941752,0.00000000,3.27951565,1.63904756,0.09137190,1.88747440
-5.09954977,5.01442951,0.03829323,0.48818895,0.69506668,0.00000000,3.23489909,1.62470325,0.08869338,1.84434543
-5.09354677,4.94226868,0.03838959,0.47992452,0.68190066,0.00000000,3.20545214,1.61796485,0.08663951,1.80581542
-5.08754377,4.89088851,0.03846322,0.47555145,0.67018643,0.00000000,3.19253938,1.61904484,0.08518214,1.77244963
-5.08154077,4.86120347,0.03851660,0.47510200,0.66019358,0.00000000,3.19739610,1.62807920,0.08428443,1.74477266
-5.07553777,4.85389330,0.03855149,0.47856644,0.65218382,0.00000000,3.22107553,1.64511889,0.08390187,1.72324811
-5.06953477,4.86936459,0.03856858,0.48589093,0.64640046,0.00000000,3.26439824,1.67012251,0.08398331,1.70825960
-5.06353177,4.90771850,0.03856735,0.49697609,0.64305864,0.00000000,3.32790572,1.70295062,0.08447224,1.70009429
-5.05752876,4.96872646,0.03854586,0.51167649,0.64233645,0.00000000,3.41181985,1.74336238,0.08530802,1.69892949
-5.05152576,5.05181565,0.03850077,0.52980105,0.64436746,0.00000000,3.51601010,1.79101491,0.08642725,1.70482312
-5.04552276,5.15606524,0.03842732,0.55111457,0.64923491,0.00000000,3.63996965,1.84546562,0.08776524,1.71770851
-5.03951976,5.28021434,0.03831955,0.57534031,0.65696776,0.00000000,3.78280197,1.90617799,0.08925742,1.73739370
-5.03351676,5.42268177,0.03817052,0.60216379,0.66753872,0.00000000,3.94321853,1.97253059,0.09084088,1.76356546
-5.02751376,5.58159742,0.03797263,0.63123756,0.68086440,0.00000000,4.11954839,2.04382956,0.09245575,1.79579776
-5.02151076,5.75484462,0.03771807,0.66218711,0.69680749,0.00000000,4.30975977,2.11932408,0.09404665,1.83356442
-5.01550775,5.94011201,0.03739924,0.69461760,0.71518096,0.00000000,4.51149343,2.19822459,0.09556397,1.87625562
-5.00950475,6.13495354,0.03700920,0.72812138,0.73575405,0.00000000,4.72210729,2.27972325,0.09696501,1.92319736
-5.00350175,6.33685445,0.03654216,0.76228598,0.75825983,0.00000000,4.93873105,2.36301586,0.09821495,1.97367340
-4.99749875,6.54330087,0.03599389,0.79670247,0.78240416,0.00000000,5.15832949,2.44732449,0.09928762,2.02694879
-4.99149575,6.75185052,0.03536206,0.83097378,0.80787557,0.00000000,5.37777241,2.53192009,0.10016596,2.08229394
-4.98549275,6.96020168,0.03464657,0.86472283,0.83435570,0.00000000,5.59390895,2.61614382,0.10084227,2.13900855
-4.97948974,7.16625764,0.03384970,0.89760007,0.86153000,0.00000000,5.80364381,2.69942651,0.10131814,2.19644419
-4.97348674,7.36818385,0.03297621,0.92929017,0.88909808,0.00000000,6.00401255,2.78130493,0.10160403,2.25402473
-4.96748374,7.56445520,0.03203328,0.95951771,0.91678338,0.00000000,6.19225315,2.86143430,0.10171859,2.31126373
-4.96148074,7.75389101,0.03103038,0.98805146,0.94434168,0.00000000,6.36587120,2.93959596,0.10168771,2.36777787
-4.95547774,7.93567592,0.02997905,1.01470725,0.97156797,0.00000000,6.52269601,3.01569990,0.10154324,2.42329579
-4.94947474,8.10936513,0.02889250,1.03934912,0.99830143,0.00000000,6.66092558,3.08978142,0.10132153,2.47766175
-4.94347174,8.27487341,0.02778522,1.06188896,1.02442805,0.00000000,6.77915865,3.16199195,0.10106174,2.53083378
-4.93746873,8.43244767,0.02667252,1.08228441,1.04988087,0.00000000,6.87641261,3.23258411,0.10080408,2.58287612
-4.93146573,8.58262390,0.02556999,1.10053529,1.07463758,0.00000000,6.95212693,3.30189134,0.10058789,2.63394602
-4.92546273,8.72616994,0.02449300,1.11667870,1.09871546,0.00000000,7.00615223,3.37030277,0.10044982,2.68427539
-4.91945973,8.86401628,0.02345619,1.13078300,1.12216405,0.00000000,7.03872586,3.43823443,0.10042202,2.73414773
-4.91345673,8.99717799,0.02247294,1.14294106,1.14505547,0.00000000,7.05043564,3.50609782,0.10053048,2.78387144
-4.90745373,9.12667110,0.02155501,1.15326298,1.16747319,0.00000000,7.04217379,3.57426730,0.10079363,2.83375045
-4.90145073,9.25342754,0.02071214,1.16186880,1.18949941,0.00000000,7.01508356,3.64304796,0.10122115,2.88405357
-4.89544772,9.37821261,0.01995174,1.16888139,1.21120200,0.00000000,6.97050139,3.71264523,0.10181317,2.93498413
-4.88944472,9.50154936,0.01927874,1.17441998,1.23262149,0.00000000,6.90989756,3.78313812,0.10255986,2.98665124
-4.88344172,9.62365364,0.01869545,1.17859456,1.25375898,0.00000000,6.83481789,3.85445723,0.10344137,3.03904442
-4.87743872,9.74438345,0.01820159,1.18150132,1.27456562,0.00000000,6.74682942,3.92636905,0.10442826,3.09201298
-4.87143572,9.86320551,0.01779430,1.18321940,1.29493442,0.00000000,6.64747192,3.99846716,0.10548228,3.14525136
-4.86543272,9.97918095,0.01746839,1.18380899,1.31469491,0.00000000,6.53821715,4.07017140,0.10655763,3.19829172
-4.85942971,10.09097151,0.01721653,1.18331067,1.33361122,0.00000000,6.42043690,4.14073487,0.10760244,3.25050413
-4.85342671,10.19686612,0.01702955,1.18174617,1.35138379,0.00000000,6.29538044,4.20925898,0.10856062,3.30110514
-4.84742371,10.29482714,0.01689684,1.17912006,1.36765489,0.00000000,6.16416132,4.27471587,0.10937396,3.34917424
-4.84142071,10.38255420,0.01680669,1.17542260,1.38201782,0.00000000,6.02775297,4.33597733,0.10998418,3.39367817
-4.83541771,10.45756293,0.01674673,1.17063310,1.39402949,0.00000000,5.88699231,4.39184914,0.11033522,3.43350179
-4.82941471,10.51727499,0.01670434,1.16472385,1.40322598,0.00000000,5.74258988,4.44110928,0.11037528,3.46748460
-4.82341171,10.55911528,0.01666704,1.15766426,1.40914025,0.00000000,5.59514525,4.48254839,0.11005881,3.49446114
-4.81740870,10.58061192,0.01662290,1.14942494,1.41132130,0.00000000,5.44516596,4.51501076,0.10934820,3.51330356
-4.81140570,10.57949436,0.01656084,1.13998157,1.40935389,0.00000000,5.29308861,4.53743408,0.10821519,3.52296454
-4.80540270,10.55378545,0.01647095,1.12931832,1.40287782,0.00000000,5.13930067,4.54888618,0.10664182,3.52251842
-4.79939970,10.50188321,0.01634473,1.11743082,1.39160578,0.00000000,4.98416161,4.54859746,0.10462113,3.51119891
-4.79339670,10.42262911,0.01617527,1.10432840,1.37533911,0.00000000,4.82802270,4.53598748,0.10215725,3.48843150
-4.78739370,10.31535999,0.01595738,1.09003578,1.35398037,0.00000000,4.67124433,4.51068495,0.09926516,3.45385932
-4.78139070,10.17994194,0.01568764,1.07459408,1.32754248,0.00000000,4.51421074,4.47254030,0.09597010,3.40736115
-4.77538769,10.01678529,0.01536440,1.05806124,1.29615374,0.00000000,4.35734163,4.42163077,0.09230650,3.34906124
-4.76938469,9.82684061,0.01498773,1.04051196,1.26005859,0.00000000,4.20110072,4.35825794,0.08831673,3.27933028
-4.76338169,9.61157687,0.01455934,1.02203722,1.21961426,0.00000000,4.04600133,4.28293826,0.08404957,3.19877797
-4.75737869,9.37294344,0.01408240,1.00274352,1.17528331,0.00000000,3.89260909,4.19638735,0.07955851,3.10823763
-4.75137569,9.11331831,0.01356137,0.98275193,1.12762256,0.00000000,3.74154210,4.09949905,0.07490007,3.00874371
-4.74537269,8.83544550,0.01300183,0.96219704,1.07726902,0.00000000,3.59346879,3.99332049,0.07013200,2.90150347
-4.73936968,8.54236479,0.01241023,0.94122592,1.02492338,0.00000000,3.44910362,3.87902440,0.06531164,2.78786413
-4.73336668,8.23733709,0.01179369,0.91999709,0.97133188,0.00000000,3.30920092,3.75788012,0.06049443,2.66927714
-4.72736368,7.92376859,0.01115978,0.89867947,0.91726733,0.00000000,3.17454685,3.63122442,0.05573251,2.54726086
-4.72136068,7.60513647,0.01051631,0.87745146,0.86350994,0.00000000,3.04594966,3.50043347,0.05107367,2.42336339
-4.71535768,7.28491876,0.00987112,0.85649984,0.81082883,0.00000000,2.92422828,3.36689671,0.04656044,2.29912672
-4.70935468,6.96653013,0.00923195,0.83601860,0.75996465,0.00000000,2.81019907,3.23199342,0.04222948,2.17605333
-4.70335168,6.65326493,0.00860624,0.81620749,0.71161387,0.00000000,2.70466094,3.09707244,0.03811124,2.05557629
-4.69734867,6.34824819,0.00800108,0.79727020,0.66641517,0.00000000,2.60837864,2.96343513,0.03422982,1.93903338
-4.69134567,6.05439476,0.00742304,0.77941204,0.62493800,0.00000000,2.52206453,2.83232157,0.03060307,1.82764562
-4.68534267,5.77437607,0.00687817,0.76283704,0.58767364,0.00000000,2.44635888,2.70489964,0.02724283,1.72250042
-4.67933967,5.51059407,0.00637191,0.74774440,0.55502853,0.00000000,2.38180907,2.58225654,0.02415538,1.62453919
-4.67333667,5.26516115,0.00590907,0.73432431,0.52732001,0.00000000,2.32884826,2.46539225,0.02134198,1.53454918
-4.66733367,5.03988510,0.00549387,0.72275315,0.50477410,0.00000000,2.28777401,2.35521427,0.01879945,1.45315915
-4.66133067,4.83625822,0.00512987,0.71318816,0.48752532,0.00000000,2.25872794,2.25253309,0.01652083,1.38083841
-4.65532766,4.65544957,0.00482005,0.70576188,0.47561821,0.00000000,2.24167706,2.15805805,0.01449608,1.31789880
-4.64932466,4.49829998,0.00456677,0.70057649,0.46901037,0.00000000,2.23639821,2.07239313,0.01271269,1.26449904
-4.64332166,4.36531948,0.00437184,0.69769846,0.46757686,0.00000000,2.24246634,1.99603264,0.01115636,1.22065114
