energy_ev,total_up,C_s_up,C_p_up,Cd_p_up,Cd_d_up,Na_s_up,Te_p_up,Te_d_up
-6.00000000,4.22365862,0.16948029,0.12646680,1.40028688,0.52706184,0.46137404,2.25583479,0.00000000
-5.99399700,4.24054712,0.17193877,0.13016497,1.41874066,0.52727506,0.48243002,2.26684010,0.00000000
-5.98799400,4.26764018,0.17445817,0.13505152,1.44167500,0.52818635,0.50686336,2.28227851,0.00000000
-5.98199100,4.30576378,0.17704023,0.14118885,1.46948156,0.52995807,0.53461127,2.30248318,0.00000000
-5.97598799,4.35549287,0.17968016,0.14861563,1.50244803,0.53273464,0.56552073,2.32767171,0.00000000
-5.96998499,4.41710642,0.18236518,0.15734421,1.54073943,0.53663453,0.59934692,2.35792493,0.00000000
-5.96398199,4.49055263,0.18507349,0.16735850,1.58438291,0.54174315,0.63575497,2.39317077,0.00000000
-5.95797899,4.57542639,0.18777371,0.17861263,1.63325671,0.54810708,0.67432492,2.43317452,0.00000000
-5.95197599,4.67096026,0.19042491,0.19103015,1.68708374,0.55572992,0.71455992,2.47753586,0.00000000
-5.94597299,4.77602976,0.19297707,0.20450418,1.74543033,0.56456996,0.75589737,2.52569318,0.00000000
-5.93996998,4.88917282,0.19537231,0.21889826,1.80771003,0.57453984,0.79772265,2.57693468,0.00000000
-5.93396698,5.00862279,0.19754640,0.23404811,1.87319275,0.58550825,0.83938496,2.63041624,0.00000000
-5.92796398,5.13235353,0.19943088,0.24976420,1.94101858,0.59730350,0.88021474,2.68518478,0.00000000
-5.92196098,5.25813481,0.20095548,0.26583512,2.01021610,0.60971880,0.91954193,2.74020638,0.00000000
-5.91595798,5.38359553,0.20205068,0.28203170,2.07972450,0.62251906,0.95671442,2.79439759,0.00000000
-5.90995498,5.50629237,0.20265051,0.29811180,2.14841870,0.63544883,0.99111598,2.84665870,0.00000000
-5.90395198,5.62378081,0.20269518,0.31382559,2.21513669,0.64824100,1.02218300,2.89590755,0.00000000
-5.89794897,5.73368607,0.20213362,0.32892128,2.27870821,0.66062586,1.04941935,2.94111225,0.00000000
-5.89194597,5.83377120,0.20092569,0.34315105,2.33798389,0.67234023,1.07240881,2.98132195,0.00000000
-5.88594297,5.92199999,0.19904410,0.35627702,2.39186393,0.68313612,1.09082480,3.01569411,0.00000000
-5.87993997,5.99659273,0.19647574,0.36807718,2.43932548,0.69278871,1.10443684,3.04351788,0.00000000
-5.87393697,6.05607322,0.19322266,0.37835090,2.47944808,0.70110335,1.11311391,3.06423253,0.00000000
-5.86793397,6.09930579,0.18930240,0.38692408,2.51143630,0.70792133,1.11682443,3.07744088,0.00000000
-5.86193097,6.12552158,0.18474793,0.39365350,2.53463912,0.71312425,1.11563321,3.08291730,0.00000000
-5.85592796,6.13433377,0.17960692,0.39843054,2.54856552,0.71663695,1.10969548,3.08061055,0.00000000
-5.84992496,6.12574159,0.17394076,0.40118382,2.55289591,0.71842894,1.09924860,3.07064141,0.00000000
-5.84392196,6.10012351,0.16782298,0.40188094,2.54748913,0.71851427,1.08460158,3.05329560,0.00000000
-5.83791896,6.05821994,0.16133751,0.40052909,2.53238472,0.71695010,1.06612327,3.02901226,0.00000000
-5.83191596,6.00110639,0.15457652,0.39717460,2.50780064,0.71383382,1.04422947,2.99836854,0.00000000
-5.82591296,5.93015760,0.14763820,0.39190142,2.47412622,0.70929901,1.01936960,2.96206068,0.00000000
-5.81990995,5.84700393,0.14062431,0.38482848,2.43191068,0.70351034,0.99201341,2.92088210,0.00000000
-5.81390695,5.75348092,0.13363775,0.37610628,2.38184736,0.69665755,0.96263813,2.87569911,0.00000000
-5.80790395,5.65157336,0.12678010,0.36591248,2.32475423,0.68894873,0.93171639,2.82742469,0.00000000
-5.80190095,5.54335514,0.12014918,0.35444694,2.26155099,0.68060297,0.89970527,2.77699096,0.00000000
-5.79589795,5.43092656,0.11383683,0.34192610,2.19323361,0.67184275,0.86703665,2.72532096,0.00000000
-5.78989495,5.31635060,0.10792669,0.32857721,2.12084693,0.66288613,0.83410899,2.67330053,0.00000000
-5.78389195,5.20159011,0.10249231,0.31463219,2.04545622,0.65393908,0.80128075,2.62175095,0.00000000
-5.77788894,5.08844782,0.09759541,0.30032171,1.96811864,0.64518808,0.76886525,2.57140328,0.00000000
-5.77188594,4.97851108,0.09328446,0.28586938,1.88985551,0.63679335,0.73712726,2.52287522,0.00000000
