energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Hg_p_up,Hg_d_up,S_s_up,S_p_up
-5.65782891,1.84673068,0.66752327,1.15534629,0.01930721,0.03639060,0.21702478,0.20820768,0.04556623,0.17792565
-5.65182591,1.79028758,0.66834605,1.11119800,0.01925791,0.03703978,0.21759682,0.20328689,0.04308231,0.17782109
-5.64582291,1.73419916,0.66775385,1.06781013,0.01918549,0.03764268,0.21792287,0.19839781,0.04064103,0.17740500
-5.63981991,1.67850568,0.66560470,1.02529833,0.01908467,0.03817284,0.21791214,0.19351214,0.03825917,0.17663502
-5.63381691,1.62317852,0.66175185,0.98372718,0.01894999,0.03860443,0.21747287,0.18859514,0.03595050,0.17546732
-5.62781391,1.56813881,0.65605212,0.94312064,0.01877602,0.03891326,0.21651674,0.18360837,0.03372582,0.17385914
-5.62181091,1.51327936,0.64837509,0.90347488,0.01855782,0.03907770,0.21496331,0.17851263,0.03159313,0.17177136
-5.61580790,1.45848831,0.63861245,0.86477247,0.01829119,0.03907953,0.21274434,0.17327103,0.02955799,0.16917128
-5.60980490,1.40367339,0.62668700,0.82699727,0.01797303,0.03890474,0.20980756,0.16785198,0.02762392,0.16603511
-5.60380190,1.34878520,0.61256062,0.79014910,0.01760164,0.03854404,0.20611997,0.16223185,0.02579289,0.16235025
-5.59779890,1.29383812,0.59624084,0.75425730,0.01717690,0.03799334,0.20167022,0.15639727,0.02406577,0.15811706
-5.59179590,1.23892792,0.57778536,0.71939261,0.01670047,0.03725394,0.19647026,0.15034695,0.02244290,0.15335018
-5.58579290,1.18424486,0.55730450,0.68567656,0.01617587,0.03633253,0.19055585,0.14409278,0.02092452,0.14807914
-5.57978989,1.13008174,0.53496116,0.65328802,0.01560845,0.03524100,0.18398620,0.13766034,0.01951119,0.14234830
-5.57378689,1.07683658,0.51096848,0.62246655,0.01500536,0.03399607,0.17684255,0.13108872,0.01820412,0.13621620
-5.56778389,1.02500971,0.48558517,0.59351238,0.01437533,0.03261867,0.16922595,0.12442966,0.01700541,0.12975419
-5.56178089,0.97519553,0.45910890,0.56678314,0.01372849,0.03113332,0.16125416,0.11774611,0.01591825,0.12304456
-5.55577789,0.92806951,0.43186807,0.54268733,0.01307605,0.02956725,0.15305803,0.11111025,0.01494691,0.11617815
-5.54977489,0.88437084,0.40421235,0.52167508,0.01242996,0.02794953,0.14477733,0.10460117,0.01409672,0.10925170
-5.54377189,0.84488190,0.37650259,0.50422633,0.01180255,0.02631020,0.13655641,0.09830217,0.01337394,0.10236495
-5.53776888,0.81040511,0.34910046,0.49083720,0.01120613,0.02467927,0.12853976,0.09229803,0.01278553,0.09561766
-5.53176588,0.78173841,0.32235841,0.48200484,0.01065263,0.02308594,0.12086763,0.08667216,0.01233888,0.08910671
-5.52576288,0.75965024,0.29661038,0.47821154,0.01015317,0.02155776,0.11367207,0.08150390,0.01204146,0.08292346
-5.51975988,0.74485496,0.27216349,0.47990852,0.00971779,0.02011999,0.10707325,0.07686603,0.01190045,0.07715129
-5.51375688,0.73798960,0.24929114,0.48750005,0.00935509,0.01879496,0.10117643,0.07282256,0.01192234,0.07186363
-5.50775388,0.73959277,0.22822765,0.50132852,0.00907200,0.01760175,0.09606957,0.06942688,0.01211253,0.06712238
-5.50175088,0.75008631,0.20916448,0.52166075,0.00887355,0.01655583,0.09182161,0.06672041,0.01247491,0.06297683
-5.49574787,0.76976035,0.19224813,0.54867626,0.00876280,0.01566895,0.08848150,0.06473154,0.01301153,0.05946309
-5.48974487,0.79876214,0.17757951,0.58245779,0.00874069,0.01494918,0.08607791,0.06347522,0.01372222,0.05660396
-5.48374187,0.83708904,0.16521489,0.62298431,0.00880609,0.01440103,0.08461976,0.06295289,0.01460431,0.05440935
-5.47773887,0.88458584,0.15516791,0.67012710,0.00895581,0.01402572,0.08409729,0.06315282,0.01565243,0.05287704
-5.47173587,0.94094641,0.14741281,0.72364874,0.00918476,0.01382154,0.08448380,0.06405095,0.01685832,0.05199380
-5.46573287,1.00571978,0.14188832,0.78320532,0.00948613,0.01378433,0.08573787,0.06561201,0.01821076,0.05173690
-5.45972986,1.07832028,0.13850229,0.84835175,0.00985155,0.01390796,0.08780600,0.06779093,0.01969558,0.05207571
-5.45372686,1.15804148,0.13713661,0.91855016,0.01027147,0.01418489,0.09062557,0.07053450,0.02129578,0.05297353
-5.44772386,1.24407345,0.13765236,0.99318086,0.01073536,0.01460675,0.09412803,0.07378326,0.02299172,0.05438951
-5.44172086,1.33552275,0.13989497,1.07155578,0.01123212,0.01516492,0.09824211,0.07747338,0.02476138,0.05628051
-5.43571786,1.43143424,0.14369924,1.15293370,0.01175042,0.01585103,0.10289701,0.08153865,0.02658076,0.05860289
-5.42971486,1.53081419,0.14889414,1.23653668,0.01227904,0.01665746,0.10802548,0.08591241,0.02842433,0.06131421
-5.42371186,1.63265339,0.15530720,1.32156708,0.01280724,0.01757778,0.11356653,0.09052937,0.03026556,0.06437462
-5.41770885,1.73594960,0.16276850,1.40722443,0.01332510,0.01860702,0.11946778,0.09532724,0.03207748,0.06774812
-5.41170585,1.83972831,0.17111408,1.49272134,0.01382383,0.01974193,0.12568731,0.10024815,0.03383327,0.07140337
-5.40570285,1.94306091,0.18018884,1.57729790,0.01429602,0.02098107,0.13219488,0.10523974,0.03550691,0.07531425
-5.39969985,2.04507955,0.18984883,1.66023393,0.01473592,0.02232476,0.13897248,0.11025601,0.03707379,0.07945999
-5.39369685,2.14498816,0.19996283,1.74085855,0.01513954,0.02377490,0.14601423,0.11525769,0.03851125,0.08382498
-5.38769385,2.24206923,0.21041343,1.81855681,0.01550481,0.02533473,0.15332547,0.12021242,0.03979916,0.08839817
-5.38169085,2.33568628,0.22109735,1.89277340,0.01583160,0.02700835,0.16092123,0.12509442,0.04092035,0.09317218
-5.37568784,2.42528219,0.23192525,1.96301323,0.01612172,0.02880024,0.16882396,0.12988396,0.04186102,0.09814204
-5.36968484,2.51037385,0.24282101,2.02883947,0.01637881,0.03071462,0.17706080,0.13456646,0.04261098,0.10330382
-5.36368184,2.59054373,0.25372053,2.08986936,0.01660820,0.03275477,0.18566039,0.13913145,0.04316390,0.10865299
-5.35767884,2.66542941,0.26457017,2.14576848,0.01681675,0.03492239,0.19464936,0.14357137,0.04351731,0.11418282
-5.35167584,2.73471198,0.27532504,2.19624414,0.01701259,0.03721683,0.20404885,0.14788023,0.04367265,0.11988277
-5.34567284,2.79810448,0.28594706,2.24103878,0.01720484,0.03963453,0.21387099,0.15205240,0.04363514,0.12573704
-5.33966983,2.85534149,0.29640326,2.27992402,0.01740334,0.04216847,0.22411585,0.15608145,0.04341356,0.13172335
-5.33366683,2.90617091,0.30666408,2.31269619,0.01761834,0.04480772,0.23476877,0.15995918,0.04302001,0.13781208
-5.32766383,2.95034876,0.31670219,2.33917385,0.01786019,0.04753723,0.24579843,0.16367487,0.04246959,0.14396586
-5.32166083,2.98763763,0.32649156,2.35919768,0.01813905,0.05033777,0.25715574,0.16721492,0.04178002,0.15013954
-5.31565783,3.01780913,0.33600721,2.37263290,0.01846463,0.05318608,0.26877367,0.17056269,0.04097128,0.15628077
-5.30965483,3.04065034,0.34522543,2.37937434,0.01884588,0.05605529,0.28056804,0.17369880,0.04006519,0.16233108
-5.30365183,3.05597393,0.35412459,2.37935363,0.01929081,0.05891543,0.29243932,0.17660166,0.03908502,0.16822738
-5.29764882,3.06363135,0.36268641,2.37254817,0.01980626,0.06173431,0.30427535,0.17924831,0.03805508,0.17390403
-5.29164582,3.06352811,0.37089769,2.35899123,0.02039769,0.06447843,0.31595487,0.18161549,0.03700035,0.17929510
-5.28564282,3.05564006,0.37875220,2.33878215,0.02106905,0.06711411,0.32735170,0.18368087,0.03594606,0.18433705
-5.27963982,3.04002941,0.38625276,2.31209600,0.02182264,0.06960861,0.33833935,0.18542428,0.03491737,0.18897133
-5.27363682,3.01685908,0.39341297,2.27919161,0.02265898,0.07193141,0.34879578,0.18682900,0.03393892,0.19314711
-5.26763382,2.98640416,0.40025882,2.24041722,0.02357671,0.07405525,0.35860808,0.18788282,0.03303455,0.19682365
-5.26163082,2.94905936,0.40682947,2.19621287,0.02457249,0.07595731,0.36767685,0.18857900,0.03222682,0.19997251
-5.25562781,2.90534134,0.41317741,2.14710921,0.02564098,0.07761997,0.37591989,0.18891686,0.03153673,0.20257911
-5.24962481,2.85588549,0.41936762,2.09372211,0.02677473,0.07903160,0.38327510,0.18890213,0.03098323,0.20464380
-5.24362181,2.80143673,0.42547572,2.03674321,0.02796424,0.08018687,0.38970237,0.18854689,0.03058286,0.20618222
-5.23761881,2.74283446,0.43158504,1.97692643,0.02919789,0.08108694,0.39518434,0.18786913,0.03034935,0.20722494
-5.23161581,2.68099205,0.43778275,1.91507091,0.03046210,0.08173924,0.39972600,0.18689202,0.03029319,0.20781637
-5.22561281,2.61687177,0.44415501,1.85200113,0.03174135,0.08215705,0.40335314,0.18564288,0.03042130,0.20801298
-5.21960980,2.55145619,0.45078157,1.78854491,0.03301840,0.08235869,0.40610971,0.18415183,0.03073660,0.20788086
-5.21360680,2.48571755,0.45772988,1.72551042,0.03427452,0.08236657,0.40805440,0.18245043,0.03123782,0.20749283
-5.20760380,2.42058652,0.46504920,1.66366329,0.03548979,0.08220601,0.40925644,0.18057011,0.03191921,0.20692519
-5.20160080,2.35692205,0.47276499,1.60370492,0.03664348,0.08190394,0.40979104,0.17854080,0.03277048,0.20625421
-5.19559780,2.29548395,0.48087398,1.54625307,0.03771448,0.08148759,0.40973477,0.17638954,0.03377674,0.20555271
-5.18959480,2.23690962,0.48934030,1.49182577,0.03868182,0.08098315,0.40916106,0.17413945,0.03491870,0.20488676
-5.18359180,2.18169622,0.49809305,1.44082935,0.03952524,0.08041457,0.40813612,0.17180888,0.03617288,0.20431279
-5.17758879,2.13018936,0.50702541,1.39355116,0.04022571,0.07980253,0.40671569,0.16941106,0.03751209,0.20387515
-5.17158579,2.08257888,0.51599572,1.35015747,0.04076608,0.07916361,0.40494257,0.16695397,0.03890600,0.20360441
-5.16558279,2.03890204,0.52483044,1.31069655,0.04113162,0.07850973,0.40284530,0.16444073,0.04032185,0.20351630
-5.15957979,1.99905403,0.53332906,1.27510690,0.04131057,0.07784796,0.40043784,0.16187033,0.04172532,0.20361155
-5.15357679,1.96280521,0.54127075,1.24323017,0.04129462,0.07718051,0.39772047,0.15923869,0.04308150,0.20387640
-5.14757379,1.92982429,0.54842267,1.21482808,0.04107925,0.07650510,0.39468162,0.15653993,0.04435594,0.20428400
-5.14157079,1.89970624,0.55454938,1.18960265,0.04066406,0.07581562,0.39130068,0.15376798,0.04551568,0.20479635
-5.13556778,1.87200356,0.55942314,1.16721865,0.04005286,0.07510291,0.38755142,0.15091811,0.04653040,0.20536690
-5.12956478,1.84625920,0.56283450,1.14732726,0.03925372,0.07435582,0.38340594,0.14798858,0.04737340,0.20594349
-5.12356178,1.82203974,0.56460268,1.12958977,0.03827883,0.07356234,0.37883875,0.14498211,0.04802260,0.20647157
-5.11755878,1.79896692,0.56458526,1.11370024,0.03714420,0.07271071,0.37383081,0.14190721,0.04846129,0.20689747
-5.11155578,1.77674616,0.56268674,1.09940613,0.03586931,0.07179062,0.36837329,0.13877921,0.04867887,0.20717159
-5.10555278,1.75519064,0.55886543,1.08652587,0.03447655,0.07079421,0.36247068,0.13562088,0.04867121,0.20725134
-5.09954977,1.73423990,0.55313838,1.07496278,0.03299063,0.06971695,0.35614326,0.13246276,0.04844098,0.20710360
-5.09354677,1.71397199,0.54558410,1.06471453,0.03143789,0.06855837,0.34942862,0.12934296,0.04799755,0.20670683
-5.08754377,1.69460882,0.53634301,1.05587792,0.02984556,0.06732252,0.34238229,0.12630663,0.04735684,0.20605240
-5.08154077,1.67651435,0.52561537,1.04864884,0.02824104,0.06601815,0.33507733,0.12340494,0.04654077,0.20514549
-5.07553777,1.66018596,0.51365709,1.04331732,0.02665113,0.06465876,0.32760301,0.12069371,0.04557663,0.20400518
-5.06953477,1.64623926,0.50077333,1.04025800,0.02510135,0.06326224,0.32006269,0.11823177,0.04449622,0.20266403
-5.06353177,1.63538724,0.48731050,1.03991646,0.02361532,0.06185047,0.31257090,0.11607900,0.04333476,0.20116710
-5.05752876,1.62841457,0.47364671,1.04279203,0.02221417,0.06044863,0.30524998,0.11429430,0.04212985,0.19957044
-5.05152576,1.62614839,0.46018139,1.04941772,0.02091612,0.05908438,0.29822629,0.11293344,0.04092023,0.19793927
-5.04552276,1.62942663,0.44732439,1.06033813,0.01973615,0.05778704,0.29162640,0.11204696,0.03974458,0.19634588
-5.03951976,1.63906545,0.43548502,1.07608635,0.01868574,0.05658656,0.28557321,0.11167823,0.03864039,0.19486738
-5.03351676,1.65582697,0.42506159,1.09716057,0.01777282,0.05551272,0.28018250,0.11186167,0.03764280,0.19358343
-5.02751376,1.68038868,0.41643171,1.12400146,0.01700177,0.05459416,0.27555983,0.11262130,0.03678368,0.19257406
-5.02151076,1.71331577,0.40994380,1.15697115,0.01637357,0.05385765,0.27179800,0.11396969,0.03609075,0.19191767
-5.01550775,1.75503735,0.40591000,1.19633468,0.01588604,0.05332743,0.26897527,0.11590726,0.03558697,0.19168925
-5.00950475,1.80582752,0.40460069,1.24224445,0.01553418,0.05302469,0.26715426,0.11842203,0.03529001,0.19195895
-5.00350175,1.86579190,0.40624069,1.29472847,0.01531058,0.05296722,0.26638163,0.12148988,0.03521202,0.19279093
-4.99749875,1.93485997,0.41100708,1.35368266,0.01520588,0.05316919,0.26668842,0.12507520,0.03535952,0.19424260
-4.99149575,2.01278339,0.41902862,1.41886750,0.01520929,0.05364109,0.26809107,0.12913195,0.03573352,0.19636414
-4.98549275,2.09914020,0.43038650,1.48990910,0.01530910,0.05438984,0.27059296,0.13360514,0.03632976,0.19919827
-4.97948974,2.19334433,0.44511620,1.56630461,0.01549318,0.05541891,0.27418624,0.13843246,0.03713915,0.20278027
-4.97348674,2.29465992,0.46321018,1.64743149,0.01574946,0.05672862,0.27885389,0.14354630,0.03814826,0.20713811
-4.96748374,2.40221949,0.48462095,1.73256040,0.01606639,0.05831638,0.28457182,0.14887570,0.03933993,0.21229254
-4.96148074,2.51504490,0.50926441,1.82087090,0.01643331,0.06017701,0.29131065,0.15434845,0.04069394,0.21825724
-4.95547774,2.63207013,0.53702284,1.91146935,0.01684071,0.06230297,0.29903726,0.15989298,0.04218767,0.22503875
-4.94947474,2.75216449,0.56774747,2.00340811,0.01728047,0.06468457,0.30771569,0.16544015,0.04379673,0.23263614
-4.94347174,2.87415530,0.60126037,2.09570527,0.01774592,0.06731005,0.31730746,0.17092473,0.04549562,0.24104052
-4.93746873,2.99684897,0.63735541,2.18736421,0.01823189,0.07016556,0.32777114,0.17628657,0.04725826,0.25023411
-4.93146573,3.11904962,0.67579832,2.27739199,0.01873457,0.07323505,0.33906120,0.18147134,0.04905844,0.26018909
-4.92546273,3.23957471,0.71632594,2.36481633,0.01925133,0.07650005,0.35112612,0.18643094,0.05087026,0.27086614
-4.91945973,3.35726741,0.75864469,2.44870041,0.01978049,0.07993929,0.36390595,0.19112346,0.05266837,0.28221280
-4.91345673,3.47100549,0.80242865,2.52815550,0.02032091,0.08352835,0.37732941,0.19551279,0.05442820,0.29416175
-4.90745373,3.57970740,0.84731751,2.60235108,0.02087169,0.08723924,0.39131079,0.19956797,0.05612611,0.30662918
-4.90145073,3.68233573,0.89291483,2.67052279,0.02143174,0.09103995,0.40574690,0.20326219,0.05773940,0.31951327
-4.89544772,3.77789915,0.93878703,2.73197835,0.02199940,0.09489418,0.42051429,0.20657179,0.05924638,0.33269325
-4.88944472,3.86545358,0.98446367,2.78610186,0.02257210,0.09876109,0.43546723,0.20947514,0.06062637,0.34602885
-4.88344172,3.94410376,1.02943928,2.83235696,0.02314603,0.10259531,0.45043642,0.21195160,0.06185968,0.35936067
-4.87743872,4.01300605,1.07317720,2.87028945,0.02371594,0.10634709,0.46522898,0.21398064,0.06292765,0.37251123
-4.87143572,4.07137343,1.11511572,2.89952964,0.02427502,0.10996281,0.47962974,0.21554123,0.06381271,0.38528721
-4.86543272,4.11848332,1.15467646,2.91979504,0.02481487,0.11338569,0.49340392,0.21661151,0.06449852,0.39748250
-4.85942971,4.15368843,1.19127518,2.93089352,0.02532557,0.11655678,0.50630141,0.21716887,0.06497012,0.40888240
-4.85342671,4.17643083,1.22433465,2.93272714,0.02579593,0.11941630,0.51806240,0.21719034,0.06521421,0.41926865
-4.84742371,4.18625870,1.25329923,2.92529641,0.02621375,0.12190511,0.52842426,0.21665338,0.06521945,0.42842523
-4.84142071,4.18284514,1.27765072,2.90870502,0.02656627,0.12396643,0.53712943,0.21553697,0.06497680,0.43614475
-4.83541771,4.16600799,1.29692469,2.88316436,0.02684060,0.12554766,0.54393401,0.21382298,0.06447993,0.44223509
-4.82941471,4.13572933,1.31072667,2.84899744,0.02702422,0.12660218,0.54861658,0.21149763,0.06372557,0.44652606
-4.82341171,4.09217333,1.31874727,2.80664163,0.02710559,0.12709115,0.55098680,0.20855305,0.06271388,0.44887572
-4.81740870,4.03570091,1.32077551,2.75664950,0.02707458,0.12698511,0.55089347,0.20498885,0.06144878,0.44917605
-4.81140570,3.96687985,1.31670963,2.69968727,0.02692303,0.12626537,0.54823142,0.20081341,0.05993815,0.44735775
-4.80540270,3.88648913,1.30656459,2.63653028,0.02664512,0.12492505,0.54294702,0.19604501,0.05819400,0.44339374
-4.79939970,3.79551660,1.29047594,2.56805522,0.02623773,0.12296971,0.53504182,0.19071261,0.05623242,0.43730134
-4.79339670,3.69514933,1.26869964,2.49522883,0.02570062,0.12041764,0.52457425,0.18485618,0.05407351,0.42914286
-4.78739370,3.58675649,1.24160767,2.41909317,0.02503658,0.11729957,0.51165912,0.17852662,0.05174108,0.41902465
-4.78139070,3.47186509,1.20967965,2.34074767,0.02425137,0.11365799,0.49646499,0.17178528,0.04926226,0.40709456
-4.77538769,3.35212908,1.17349058,2.26132834,0.02335361,0.10954604,0.47920949,0.16470293,0.04666694,0.39353794
-4.76938469,3.22929289,1.13369543,2.18198476,0.02235451,0.10502602,0.46015280,0.15735846,0.04398720,0.37857232
-4.76338169,3.10515087,1.09101096,2.10385565,0.02126747,0.10016753,0.43958961,0.14983715,0.04125651,0.36244116
-4.75737869,2.98150388,1.04619575,2.02804369,0.02010774,0.09504546,0.41783996,0.14222870,0.03850902,0.34540668
-4.75137569,2.86011505,1.00002909,1.95559062,0.01889183,0.08973775,0.39523930,0.13462509,0.03577869,0.32774238
-4.74537269,2.74266613,0.95328979,1.88745345,0.01763704,0.08432319,0.37212839,0.12711840,0.03309856,0.30972532
-4.73936968,2.63071625,0.90673552,1.82448252,0.01636091,0.07887921,0.34884333,0.11979852,0.03049995,0.29162867
-4.73336668,2.52566444,0.86108367,1.76740228,0.01508071,0.07347983,0.32570617,0.11275106,0.02801176,0.27371463
-4.72736368,2.42871740,0.81699419,1.71679532,0.01381297,0.06819386,0.30301658,0.10605540,0.02565990,0.25622814
-4.72136068,2.34086321,0.77505514,1.67309016,0.01257303,0.06308331,0.28104475,0.09978291,0.02346674,0.23939145
-4.71535768,2.26285205,0.73577121,1.63655316,0.01137471,0.05820217,0.26002573,0.09399552,0.02145072,0.22339978
-4.70935468,2.19518409,0.69955549,1.60728463,0.01023006,0.05359555,0.24015549,0.08874453,0.01962614,0.20841804
-4.70335168,2.13810477,0.66672457,1.58521932,0.00914912,0.04929917,0.22158855,0.08406984,0.01800294,0.19457879
-4.69734867,2.09160726,0.63749693,1.57013106,0.00813986,0.04533915,0.20443727,0.07999940,0.01658674,0.18198126
-4.69134567,2.05544180,0.61199432,1.56164133,0.00720813,0.04173218,0.18877261,0.07654905,0.01537888,0.17069150
-4.68534267,2.02913110,0.59024600,1.55923153,0.00635775,0.03848599,0.17462627,0.07372267,0.01437666,0.16074344
-4.67933967,2.01199133,0.57219531,1.56225833,0.00559054,0.03560000,0.16199383,0.07151256,0.01357353,0.15214074
-4.67333667,2.00315746,0.55770818,1.56997185,0.00490658,0.03306619,0.15083889,0.06990014,0.01295954,0.14485940
-4.66733367,2.00161233,0.54658309,1.58153587,0.00430432,0.03087012,0.14109768,0.06885679,0.01252167,0.13885082
-4.66133067,2.00621819,0.53856208,1.59604971,0.00378086,0.02899203,0.13268409,0.06834494,0.01224432,0.13404521
-4.65532766,2.01574988,0.53334218,1.61257106,0.00333218,0.02740793,0.12549484,0.06831926,0.01210977,0.13035524
-4.64932466,2.02892857,0.53058700,1.63013917,0.00295335,0.02609075,0.11941441,0.06872795,0.01209872,0.12767976
-4.64332166,2.04445529,0.52993799,1.64779790,0.00263881,0.02501138,0.11431986,0.06951415,0.01219080,0.12590749
