energy_ev,total_up,total_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Li_s_up,Li_s_down,N_s_up,N_s_down,N_p_up,N_p_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.85592796,1.44656438,-2.33928995,0.68750372,-1.29471780,0.43966430,-0.67553386,0.11443034,-0.09052297,0.00095659,-0.00235758,0.41315656,-0.82401353,0.44560711,-0.57220288,0.00000000,-0.00000000
-5.84992496,1.42206589,-2.24201277,0.67498668,-1.22323230,0.42988329,-0.64892229,0.12028745,-0.09343480,0.00086958,-0.00222818,0.40171702,-0.77564961,0.44366376,-0.56386919,0.00000000,-0.00000000
-5.84392196,1.40449104,-2.14605339,0.66690395,-1.15454922,0.42143291,-0.62195662,0.12693200,-0.09659478,0.00079136,-0.00209487,0.39269092,-0.72842201,0.44357973,-0.55532669,0.00000000,-0.00000000
-5.83791896,1.39361163,-2.05292405,0.66286054,-1.08966076,0.41417692,-0.59508450,0.13445597,-0.10001595,0.00072245,-0.00195953,0.38571525,-0.68303896,0.44562167,-0.54676563,0.00000000,-0.00000000
-5.83191596,1.38917957,-1.96405306,0.66244451,-1.02944671,0.40798443,-0.56873480,0.14294206,-0.10372374,0.00066336,-0.00182401,0.38042585,-0.64013510,0.45004076,-0.53840005,0.00000000,-0.00000000
-5.82591296,1.39093033,-1.88075562,0.66523701,-0.97465625,0.40273395,-0.54330744,0.15245795,-0.10775580,0.00061459,-0.00169007,0.37646930,-0.60025680,0.45706164,-0.53046525,0.00000000,-0.00000000
-5.81990995,1.39858230,-1.80420860,0.67081989,-0.92589369,0.39831585,-0.51916456,0.16305069,-0.11216109,0.00057668,-0.00155942,0.37351260,-0.56385094,0.46687117,-0.52321413,0.00000000,-0.00000000
-5.81390695,1.41183277,-1.73542971,0.67878086,-0.88360845,0.39463326,-0.49662339,0.17474130,-0.11699825,0.00055023,-0.00143361,0.37125076,-0.53125701,0.47960771,-0.51691252,0.00000000,-0.00000000
-5.80790395,1.43035126,-1.67526121,0.68871652,-0.84808920,0.39160160,-0.47595070,0.18751999,-0.12233341,0.00053596,-0.00131413,0.36941204,-0.50270297,0.49535148,-0.51183338,0.00000000,-0.00000000
-5.80190095,1.45377139,-1.62435820,0.70023359,-0.81946236,0.38914692,-0.45735909,0.20134226,-0.12823722,0.00053469,-0.00120235,0.36776090,-0.47830453,0.51411650,-0.50825011,0.00000000,-0.00000000
-5.79589795,1.48168228,-1.58318148,0.71294864,-0.79769451,0.38720327,-0.44100490,0.21612603,-0.13478146,0.00054741,-0.00109956,0.36609896,-0.45806800,0.53584489,-0.50642916,0.00000000,-0.00000000
-5.78989495,1.51362090,-1.55199490,0.72648711,-0.78259872,0.38570962,-0.42698775,0.23175025,-0.14203516,0.00057527,-0.00100699,0.36426406,-0.44189605,0.56040374,-0.50662195,0.00000000,-0.00000000
-5.78389195,1.54906634,-1.53086678,0.74048193,-0.77384443,0.38460649,-0.41535159,0.24805486,-0.15006045,0.00061956,-0.00092583,0.36212792,-0.42959638,0.58758499,-0.50905666,0.00000000,-0.00000000
-5.77788894,1.58743717,-1.51967536,0.75457242,-0.77097045,0.38383277,-0.40608703,0.26484252,-0.15890827,0.00068179,-0.00085725,0.35959264,-0.42089263,0.61710850,-0.51393014,0.00000000,-0.00000000
-5.77188594,1.62809263,-1.51811780,0.76840389,-0.77340069,0.38332299,-0.39913475,0.28188192,-0.16861413,0.00076360,-0.00080246,0.35658657,-0.41543704,0.64862828,-0.52140013,0.00000000,-0.00000000
-5.76588294,1.67033807,-1.52572251,0.78162829,-0.78046226,0.38300536,-0.39438986,0.29891274,-0.17919417,0.00086679,-0.00076269,0.35305986,-0.41282455,0.68174176,-0.53157852,0.00000000,-0.00000000
-5.75987994,1.71343500,-1.54186448,0.79390623,-0.79140529,0.38280072,-0.39170696,0.31565211,-0.19064159,0.00099325,-0.00073929,0.34898005,-0.41260748,0.71600169,-0.54452560,0.00000000,-0.00000000
-5.75387694,1.75661533,-1.56578304,0.80491037,-0.80542402,0.38262268,-0.39090574,0.33180234,-0.20292369,0.00114496,-0.00073368,0.34432818,-0.41431064,0.75093020,-0.56024596,0.00000000,-0.00000000
-5.74787394,1.79909948,-1.59660194,0.81433024,-0.82167873,0.38237878,-0.39177678,0.34705970,-0.21597980,0.00132388,-0.00074743,0.33909536,-0.41744609,0.78603436,-0.57868604,0.00000000,-0.00000000
-5.74187094,1.84011739,-1.63335103,0.82187813,-0.83931769,0.38197285,-0.39408772,0.36112377,-0.22971997,0.00153190,-0.00078221,0.33328028,-0.42152725,0.82082243,-0.59973362,0.00000000,-0.00000000
-5.73586793,1.87893131,-1.67498929,0.82729595,-0.85749884,0.38130823,-0.39758922,0.37370716,-0.24402486,0.00177077,-0.00083983,0.32688752,-0.42608201,0.85482012,-0.62321935,0.00000000,-0.00000000
-5.72986493,1.91485914,-1.72042850,0.83036242,-0.87541045,0.38029186,-0.40202102,0.38454498,-0.25874660,0.00204194,-0.00092222,0.31992678,-0.43066433,0.88758589,-0.64892015,0.00000000,-0.00000000
-5.72386193,1.94729690,-1.76855725,0.83090012,-0.89229035,0.37883878,-0.40711767,0.39340378,-0.27371085,0.00234654,-0.00103138,0.31241285,-0.43486437,0.91872450,-0.67656450,0.00000000,-0.00000000
-5.71785893,1.97573889,-1.81826447,0.82878201,-0.90744310,0.37687684,-0.41261405,0.40008946,-0.28871991,0.00268518,-0.00116935,0.30436632,-0.43831667,0.94789831,-0.70583929,0.00000000,-0.00000000
-5.71185593,1.99979438,-1.86846220,0.82393679,-0.92025473,0.37435131,-0.41825057,0.40445387,-0.30355691,0.00305791,-0.00133813,0.29581463,-0.44070646,0.97483548,-0.73639798,0.00000000,-0.00000000
-5.70585293,2.01919966,-1.91810674,0.81635255,-0.93020467,0.37122896,-0.42377797,0.40639972,-0.31799089,0.00346404,-0.00153965,0.28679346,-0.44177406,0.99933494,-0.76786956,0.00000000,-0.00000000
-5.69984992,2.03382465,-1.96621802,0.80607865,-0.93687453,0.36750145,-0.42896181,0.40588358,-0.33178264,0.00390210,-0.00177562,0.27734808,-0.44131731,1.02126780,-0.79986815,0.00000000,-0.00000000
-5.69384692,2.04367369,-2.01189642,0.79322523,-0.93995360,0.36318767,-0.43358643,0.40291695,-0.34469107,0.00436973,-0.00204748,0.26753452,-0.43919226,1.04057533,-0.83200245,0.00000000,-0.00000000
-5.68784392,2.04888034,-2.05433682,0.77796044,-0.93924091,0.35833491,-0.43745864,0.39756521,-0.35647998,0.00486363,-0.00235624,0.25742030,-0.43531216,1.05726357,-0.86388496,0.00000000,-0.00000000
-5.68184092,2.04969650,-2.09283967,0.76050550,-0.93464403,0.35301860,-0.44041087,0.38994469,-0.36692486,0.00537951,-0.00270242,0.24708463,-0.42964500,1.07139526,-0.89514034,0.00000000,-0.00000000
-5.67583792,2.04647644,-2.12681865,0.74112754,-0.92617461,0.34734079,-0.44230389,0.38021787,-0.37581947,0.00591211,-0.00308586,0.23661794,-0.42220986,1.08307947,-0.92541274,0.00000000,-0.00000000
-5.66983492,2.03965670,-2.15580522,0.72013074,-0.91394114,0.34142722,-0.44302906,0.36858713,-0.38298209,0.00645523,-0.00350569,0.22612073,-0.41307220,1.09245969,-0.95437183,0.00000000,-0.00000000
-5.66383192,2.02973291,-2.17944985,0.69784607,-0.89813916,0.33542310,-0.44251010,0.35528726,-0.38826103,0.00700183,-0.00396016,0.21570164,-0.40233849,1.09970118,-0.98171736,0.00000000,-0.00000000
-5.65782891,2.01723494,-2.19752032,0.67462028,-0.87903947,0.32948793,-0.44070424,0.34057710,-0.39153921,0.00754414,-0.00444660,0.20547492,-0.39015026,1.10497837,-1.00718225,0.00000000,-0.00000000
-5.65182591,2.00270158,-2.20989730,0.65080434,-0.85697489,0.32378932,-0.43760287,0.32473081,-0.39273771,0.00807380,-0.00496133,0.19555740,-0.37667797,1.10846294,-1.03053438,0.00000000,-0.00000000
-5.64582291,1.98665605,-2.21656768,0.62674232,-0.83232609,0.31849635,-0.43323149,0.30802905,-0.39181808,0.00858210,-0.00549966,0.18606494,-0.36211475,1.11031340,-1.05157698,0.00000000,-0.00000000
-5.63981991,1.96958363,-2.21761602,0.60276075,-0.80550706,0.31377257,-0.42764905,0.29075055,-0.38878336,0.00906021,-0.00605589,0.17710875,-0.34667027,1.11066648,-1.07014817,0.00000000,-0.00000000
-5.63381691,1.95191214,-2.21321469,0.57915929,-0.77695096,0.30976902,-0.42094655,0.27316427,-0.38367771,0.00949936,-0.00662335,0.16879157,-0.33056487,1.10963088,-1.08611965,0.00000000,-0.00000000
-5.62781391,1.93399628,-2.20361321,0.55620276,-0.74709651,0.30661756,-0.41324496,0.25552265,-0.37658481,0.00989119,-0.00719450,0.16120403,-0.31402407,1.10728340,-1.09939501,0.00000000,-0.00000000
-5.62181091,1.91610602,-2.18912708,0.53411495,-0.71637573,0.30442475,-0.40469238,0.23805592,-0.36762495,0.01022798,-0.00776107,0.15442125,-0.29727348,1.10366757,-1.10990781,0.00000000,-0.00000000
-5.61580790,1.89841956,-2.17012669,0.51307441,-0.68520309,0.30326659,-0.39546052,0.22096777,-0.35695110,0.01050289,-0.00831421,0.14849995,-0.28053422,1.09879452,-1.11761980,0.00000000,-0.00000000
-5.60980490,1.88102054,-2.14702650,0.49321204,-0.65396653,0.30318433,-0.38574047,0.20443242,-0.34474405,0.01071022,-0.00884472,0.14347610,-0.26401884,1.09264597,-1.12251935,0.00000000,-0.00000000
-5.60380190,1.86389944,-2.12027472,0.47461070,-0.62302030,0.30418146,-0.37573791,0.18859298,-0.33120679,0.01084558,-0.00934329,0.13936331,-0.24792768,1.08517871,-1.12462027,0.00000000,-0.00000000
-5.59779890,1.84695878,-2.09034356,0.45730649,-0.59267978,0.30622209,-0.36566774,0.17356121,-0.31655857,0.01090608,-0.00980076,0.13615196,-0.23244585,1.07633045,-1.12396098,0.00000000,-0.00000000
-5.59179590,1.83002144,-2.05772010,0.44129166,-0.56321820,0.30923074,-0.35574831,0.15941833,-0.30102854,0.01089043,-0.01020839,0.13380912,-0.21774047,1.06602621,-1.12060402,0.00000000,-0.00000000
-5.58579290,1.81284172,-2.02289761,0.42651884,-0.53486504,0.31309363,-0.34619533,0.14621694,-0.28484961,0.01079898,-0.01055814,0.13227938,-0.20395853,1.05418519,-1.11463573,0.00000000,-0.00000000
-5.57978989,1.79511848,-1.98636728,0.41290625,-0.50780592,0.31766136,-0.33721568,0.13398369,-0.26825243,0.01063376,-0.01084292,0.13148635,-0.19122499,1.04072737,-1.10616585,0.00000000,-0.00000000
-5.57378689,1.77650973,-1.94861003,0.40034382,-0.48218387,0.32275306,-0.32900123,0.12272258,-0.25145986,0.01039835,-0.01105684,0.13133501,-0.17964134,1.02557987,-1.09532694,0.00000000,-0.00000000
-5.56778389,1.75664822,-1.91008845,0.38869975,-0.45810136,0.32816166,-0.32172280,0.11241868,-0.23468210,0.01009784,-0.01119540,0.13171461,-0.16928452,1.00868252,-1.08227324,0.00000000,-0.00000000
-5.56178089,1.73515761,-1.87123854,0.37782729,-0.43562322,0.33366039,-0.31552462,0.10304203,-0.21811251,0.00973864,-0.01125568,0.13250225,-0.16020615,0.98999274,-1.06717880,0.00000000,-0.00000000
-5.55577789,1.71166859,-1.83246132,0.36757171,-0.41477983,0.33901007,-0.31051927,0.09455166,-0.20192432,0.00932827,-0.01123639,0.13356676,-0.15243218,0.96948955,-1.05023481,0.00000000,-0.00000000
-5.54977489,1.68583492,-1.79411444,0.35777692,-0.39557059,0.34396706,-0.30678347,0.08689947,-0.18626822,0.00887519,-0.01113797,0.13477297,-0.14596287,0.94717678,-1.03164591,0.00000000,-0.00000000
-5.54377189,1.65734874,-1.75650383,0.34829188,-0.37796739,0.34829162,-0.30435475,0.08003389,-0.17127086,0.00838848,-0.01096254,0.13598604,-0.14077320,0.92308546,-1.01162564,0.00000000,-0.00000000
-5.53776888,1.62595499,-1.71987582,0.33897648,-0.36191796,0.35175621,-0.30322927,0.07390329,-0.15703423,0.00787768,-0.01071386,0.13707580,-0.13681370,0.89727563,-0.99039109,0.00000000,-0.00000000
-5.53176588,1.59146462,-1.68441020,0.32970682,-0.34734908,0.35415367,-0.30336090,0.06845898,-0.14363582,0.00735248,-0.01039717,0.13792097,-0.13401175,0.86983741,-0.96815692,0.00000000,-0.00000000
-5.52576288,1.55376626,-1.65021449,0.32037975,-0.33416958,0.35530477,-0.30466160,0.06365792,-0.13112953,0.00682253,-0.01001903,0.13841293,-0.13227328,0.84089173,-0.94512918,0.00000000,-0.00000000
-5.51975988,1.51283594,-1.61732026,0.31091668,-0.32227321,0.35506487,-0.30700324,0.05946484,-0.11954729,0.00629726,-0.00958713,0.13845917,-0.13148503,0.81059044,-0.92149930,0.00000000,-0.00000000
-5.51375688,1.46874464,-1.58568183,0.30126642,-0.31154141,0.35332951,-0.31022085,0.05585414,-0.10890104,0.00578565,-0.00910998,0.13798608,-0.13151719,0.77911605,-0.89743858,0.00000000,-0.00000000
-5.50775388,1.42166321,-1.55517784,0.29140721,-0.30184612,0.35003854,-0.31411721,0.05281122,-0.09918527,0.00529618,-0.00859673,0.13694102,-0.13222660,0.74668095,-0.87309361,0.00000000,-0.00000000
-5.50175088,1.37186452,-1.52561616,0.28134764,-0.29305254,0.34517881,-0.31846879,0.05033348,-0.09037981,0.00483667,-0.00805683,0.13529379,-0.13346020,0.71352615,-0.84858317,0.00000000,-0.00000000
-5.49574787,1.31972246,-1.49674213,0.27112676,-0.28502222,0.33878510,-0.32303276,0.04843085,-0.08245275,0.00441427,-0.00749981,0.13303711,-0.13505894,0.67991927,-0.82399662,0.00000000,-0.00000000
-5.48974487,1.26570767,-1.46825033,0.26081298,-0.27761617,0.33093937,-0.32755494,0.04712594,-0.07536359,0.00403538,-0.00693505,0.13018650,-0.13686187,0.64615202,-0.79939425,0.00000000,-0.00000000
-5.48374187,1.21037995,-1.43979941,0.25050222,-0.27069829,0.32176832,-0.33177837,0.04645380,-0.06906622,0.00370574,-0.00637152,0.12677920,-0.13871033,0.61253671,-0.77480950,0.00000000,-0.00000000
-5.47773887,1.15437743,-1.41102967,0.24031491,-0.26413892,0.31143935,-0.33545225,0.04646116,-0.06351198,0.00343035,-0.00581767,0.12287248,-0.14045224,0.57940202,-0.75025308,0.00000000,-0.00000000
-5.47173587,1.09840268,-1.38158265,0.23039231,-0.25781852,0.30015512,-0.33834079,0.04720533,-0.05865253,0.00321360,-0.00528123,0.11854127,-0.14194619,0.54708797,-0.72571872,0.00000000,-0.00000000
-5.46573287,1.04320606,-1.35112181,0.22089198,-0.25163134,0.28814686,-0.34023184,0.04875259,-0.05444249,0.00305927,-0.00476917,0.11387521,-0.14306524,0.51593994,-0.70119026,0.00000000,-0.00000000
-5.45972986,0.98956684,-1.31935333,0.21198255,-0.24548895,0.27566682,-0.34094462,0.05117611,-0.05084192,0.00297059,-0.00428762,0.10897538,-0.14370041,0.48630205,-0.67664966,0.00000000,-0.00000000
-5.45372686,0.93827263,-1.28604599,0.20383816,-0.23932350,0.26298007,-0.34033653,0.05455350,-0.04781843,0.00295026,-0.00384190,0.10395062,-0.14376351,0.45850997,-0.65208537,0.00000000,-0.00000000
-5.44772386,0.89009781,-1.25104898,0.19663236,-0.23309047,0.25035603,-0.33830852,0.05896376,-0.04534907,0.00300048,-0.00343653,0.09891380,-0.14318938,0.43288323,-0.62750057,0.00000000,-0.00000000
-5.44172086,0.84578166,-1.21430663,0.19053204,-0.22677079,0.23806003,-0.33480892,0.06448397,-0.04342177,0.00312295,-0.00307532,0.09397804,-0.14193741,0.40971743,-0.60292068,0.00000000,-0.00000000
-5.43571786,0.80600706,-1.17586929,0.18569129,-0.22037220,0.22634526,-0.32983550,0.07118551,-0.04203646,0.00331884,-0.00276143,0.08925311,-0.13999221,0.38927658,-0.57839971,0.00000000,-0.00000000
-5.42971486,0.77138038,-1.13589950,0.18224553,-0.21392965,0.21544542,-0.32343557,0.07913005,-0.04120576,0.00358876,-0.00249755,0.08484201,-0.13736347,0.37178571,-0.55402485,0.00000000,-0.00000000
-5.42371186,0.74241338,-1.09467316,0.18030605,-0.20750475,0.20556818,-0.31570432,0.08836537,-0.04095523,0.00393268,-0.00228596,0.08083799,-0.13408500,0.35742430,-0.52991916,0.00000000,-0.00000000
-5.41770885,0.71950783,-1.05257543,0.17995522,-0.20118413,0.19688984,-0.30678133,0.09892112,-0.04132310,0.00434984,-0.00212866,0.07732200,-0.13021302,0.34632054,-0.50624202,0.00000000,-0.00000000
-5.41170585,0.70294331,-1.01009146,0.18124235,-0.19507678,0.18955131,-0.29684538,0.11080472,-0.04235957,0.00483870,-0.00202753,0.07436061,-0.12582368,0.33854687,-0.48318726,0.00000000,-0.00000000
-5.40570285,0.69286869,-0.96779234,0.18418067,-0.18931043,0.18365534,-0.28610795,0.12399756,-0.04412556,0.00539679,-0.00198437,0.07200455,-0.12101008,0.33411695,-0.46097906,0.00000000,-0.00000000
-5.39969985,0.68929770,-0.92631685,0.18874521,-0.18402700,0.17926528,-0.27480549,0.13845175,-0.04669088,0.00602068,-0.00200100,0.07028784,-0.11587871,0.33298419,-0.43986583,0.00000000,-0.00000000
-5.39369685,0.69210863,-0.88634982,0.19487194,-0.17937737,0.17640518,-0.26319101,0.15408752,-0.05013194,0.00670586,-0.00207930,0.06922749,-0.11054562,0.33504210,-0.42011226,0.00000000,-0.00000000
-5.38769385,0.70104838,-0.84859804,0.20245811,-0.17551554,0.17506124,-0.25152522,0.17079154,-0.05452891,0.00744674,-0.00222124,0.06882376,-0.10513243,0.34012627,-0.40199005,0.00000000,-0.00000000
-5.38169085,0.71574055,-0.81376481,0.21136382,-0.17259248,0.17518449,-0.24006754,0.18841639,-0.05996239,0.00823658,-0.00242883,0.06906103,-0.09976219,0.34801827,-0.38576766,0.00000000,-0.00000000
-5.37568784,0.73569748,-0.78252419,0.22141489,-0.17074981,0.17669449,-0.22906756,0.20678114,-0.06650965,0.00906755,-0.00270406,0.06990909,-0.09455554,0.35845110,-0.37169972,0.00000000,-0.00000000
-5.36968484,0.76033571,-0.75549608,0.23240686,-0.17011365,0.17948401,-0.21875698,0.22567336,-0.07424049,0.00993082,-0.00304884,0.07132488,-0.08962690,0.37111629,-0.36001642,0.00000000,-0.00000000
-5.36368184,0.78899442,-0.73322318,0.24411007,-0.17078874,0.18342428,-0.20934267,0.24485247,-0.08321298,0.01081661,-0.00346485,0.07325461,-0.08508123,0.38567220,-0.35091357,0.00000000,-0.00000000
-5.35767884,0.82095610,-0.71615059,0.25627575,-0.17285313,0.18837075,-0.20100069,0.26405437,-0.09346889,0.01171441,-0.00395338,0.07563611,-0.08101107,0.40175346,-0.34454360,0.00000000,-0.00000000
-5.35167584,0.85546876,-0.70460911,0.26864271,-0.17635371,0.19416905,-0.19387187,0.28299741,-0.10502938,0.01261315,-0.00451518,0.07840132,-0.07749425,0.41898107,-0.34100810,0.00000000,-0.00000000
-5.34567284,0.89176882,-0.69880261,0.28094470,-0.18130260,0.20066092,-0.18805868,0.30138940,-0.11789082,0.01350142,-0.00515027,0.08147889,-0.07459215,0.43697284,-0.34035200,0.00000000,-0.00000000
-5.33966983,0.92910379,-0.69880001,0.29291794,-0.18767471,0.20768989,-0.18362381,0.31893546,-0.13202102,0.01436779,-0.00585776,0.08479674,-0.07234849,0.45535386,-0.34255990,0.00000000,-0.00000000
-5.33366683,0.96675386,-0.70453219,0.30430861,-0.19540645,0.21510651,-0.18059006,0.33534642,-0.14735624,0.01520101,-0.00663563,0.08828442,-0.07078890,0.47376646,-0.34755446,0.00000000,-0.00000000
-5.32766383,1.00405160,-0.71579376,0.31488013,-0.20439586,0.22277284,-0.17894191,0.35034745,-0.16379892,0.01599034,-0.00748062,0.09187527,-0.06992096,0.49187934,-0.35519707,0.00000000,-0.00000000
-5.32166083,1.04039884,-0.73224966,0.32441975,-0.21450394,0.23056624,-0.17862825,0.36368648,-0.18121653,0.01672577,-0.00838806,0.09550826,-0.06973488,0.50939553,-0.36529079,0.00000000,-0.00000000
-5.31565783,1.07528021,-0.75344630,0.33274431,-0.22555743,0.23838209,-0.17956632,0.37514211,-0.19944163,0.01739832,-0.00935178,0.09912942,-0.07020477,0.52605882,-0.37758533,0.00000000,-0.00000000
-5.30965483,1.10827271,-0.77882673,0.33970497,-0.23735277,0.24613553,-0.18164673,0.38453055,-0.21827324,0.01800017,-0.01036405,0.10269281,-0.07129024,0.54165843,-0.39178400,0.00000000,-0.00000000
-5.30365183,1.13905098,-0.80774932,0.34519051,-0.24966129,0.25376211,-0.18473905,0.39171138,-0.23747964,0.01852486,-0.01141557,0.10616097,-0.07293853,0.55603169,-0.40755231,0.00000000,-0.00000000
-5.29764882,1.16738813,-0.83950911,0.34912941,-0.26223537,0.26121737,-0.18869803,0.39659166,-0.25680256,0.01896738,-0.01249557,0.10950496,-0.07508687,0.56906474,-0.42452790,0.00000000,-0.00000000
-5.29164582,1.19315216,-0.87336119,0.35149022,-0.27481539,0.26847546,-0.19337001,0.39912840,-0.27596274,0.01932422,-0.01359184,0.11270383,-0.07766513,0.58069119,-0.44233144,0.00000000,-0.00000000
-5.28564282,1.21629838,-0.90854497,0.35228066,-0.28713730,0.27552677,-0.19859928,0.39932917,-0.29466669,0.01959335,-0.01469097,0.11574371,-0.08059852,0.59088893,-0.46057804,0.00000000,-0.00000000
-5.27963982,1.23685821,-0.94430861,0.35154511,-0.29894045,0.28237490,-0.20423419,0.39725074,-0.31261445,0.01977418,-0.01577859,0.11861654,-0.08381035,0.59967514,-0.47888878,0.00000000,-0.00000000
-5.27363682,1.25492501,-0.97993253,0.34936100,-0.30997543,0.28903302,-0.21013275,0.39299609,-0.32950809,0.01986740,-0.01683958,0.12131847,-0.08722467,0.60710003,-0.49690187,0.00000000,-0.00000000
-5.26763382,1.27063800,-1.01475110,0.34583398,-0.32001158,0.29551991,-0.21616746,0.38670959,-0.34506052,0.01987489,-0.01785849,0.12384817,-0.09076879,0.61323949,-0.51428298,0.00000000,-0.00000000
-5.26163082,1.28416493,-1.04817164,0.34109240,-0.32884394,0.30185581,-0.22222925,0.37857101,-0.35900445,0.01979950,-0.01881981,0.12620503,-0.09437541,0.61818706,-0.53073446,0.00000000,-0.00000000
