energy_ev,total_up,S_s_up,S_p_up,Sn_p_up,Sn_d_up,W_p_up,W_d_up
-6.00000000,5.97218437,0.01431291,4.40252186,0.19112691,0.00026175,3.51187246,2.25679755
-5.99399700,6.12391579,0.01518509,4.48843640,0.20729024,0.00027462,3.61275330,2.27260730
-5.98799400,6.28594238,0.01620307,4.58036563,0.22427748,0.00028830,3.71925924,2.29165122
-5.98199100,6.45547650,0.01735361,4.67667999,0.24186123,0.00030254,3.83011616,2.31332081
-5.97598799,6.62927562,0.01862243,4.77542068,0.25979128,0.00031707,3.94372415,2.33685349
-5.96998499,6.80372356,0.01999439,4.87435202,0.27779942,0.00033158,4.05819435,2.36135603
-5.96398199,6.97493348,0.02145372,4.97103015,0.29560501,0.00034581,4.17140167,2.38583578
-5.95797899,7.13887001,0.02298417,5.06288591,0.31292153,0.00035948,4.28105208,2.40923855
-5.95197599,7.29148618,0.02456922,5.14731906,0.32946363,0.00037233,4.38476197,2.43049205
-5.94597299,7.42886990,0.02619229,5.22179982,0.34495473,0.00038412,4.48014663,2.44855275
-5.93996998,7.54739423,0.02783691,5.28397355,0.35913474,0.00039465,4.56491405,2.46245447
-5.93396698,7.64386469,0.02948699,5.33176378,0.37176776,0.00040377,4.63695997,2.47135616
-5.92796398,7.71565700,0.03112704,5.36346886,0.38264931,0.00041134,4.69445989,2.47458681
-5.92196098,7.76083900,0.03274238,5.37784763,0.39161292,0.00041731,4.73595368,2.47168520
-5.91595798,7.77827041,0.03431945,5.37418977,0.39853571,0.00042167,4.76041867,2.46243242
-5.90995498,7.76767577,0.03584605,5.35236745,0.40334268,0.00042445,4.76732766,2.44687553
-5.90395198,7.72968618,0.03731159,5.31286532,0.40600958,0.00042576,4.75668878,2.42534088
-5.89794897,7.66584733,0.03870736,5.25678706,0.40656406,0.00042575,4.72906496,2.39843631
-5.89194597,7.57859255,0.04002674,5.18583767,0.40508503,0.00042464,4.68557167,2.36704159
-5.88594297,7.47118098,0.04126541,5.10228164,0.40170035,0.00042267,4.62785241,2.33228735
-5.87993997,7.34760262,0.04242148,5.00887834,0.39658267,0.00042014,4.55803276,2.29552283
